,diff_0,diff_1,diff_2,target
3627,13.0,11.0,11.0,11.0
3628,11.0,11.0,11.0,11.0
3629,11.0,11.0,11.0,13.0
3630,11.0,11.0,13.0,11.0
3631,11.0,13.0,11.0,14.0
3632,13.0,11.0,14.0,16.0
3633,11.0,14.0,16.0,18.0
3634,14.0,16.0,18.0,18.0
3635,16.0,18.0,18.0,19.0
3636,18.0,18.0,19.0,20.0
3637,18.0,19.0,20.0,20.0
3638,19.0,20.0,20.0,22.0
3639,20.0,20.0,22.0,22.0
3640,20.0,22.0,22.0,25.0
3641,22.0,22.0,25.0,29.0
3642,22.0,25.0,29.0,34.0
3643,25.0,29.0,34.0,35.0
3644,29.0,34.0,35.0,38.0
3645,34.0,35.0,38.0,30.0
3646,35.0,38.0,30.0,29.0
3647,38.0,30.0,29.0,31.0
3648,30.0,29.0,31.0,34.0
3649,29.0,31.0,34.0,35.0
3650,31.0,34.0,35.0,40.0
3651,34.0,35.0,40.0,45.0
3652,35.0,40.0,45.0,48.0
3653,40.0,45.0,48.0,44.0
3654,45.0,48.0,44.0,44.0
3655,48.0,44.0,44.0,43.0
3656,44.0,44.0,43.0,48.0
3657,44.0,43.0,48.0,45.0
3658,43.0,48.0,45.0,50.0
3659,48.0,45.0,50.0,101.0
3660,96.0,81.0,77.0,61.0
3661,81.0,77.0,61.0,52.0
3662,77.0,61.0,52.0,42.0
3663,61.0,52.0,42.0,40.0
3664,52.0,42.0,40.0,36.0
3665,42.0,40.0,36.0,37.0
3666,40.0,36.0,37.0,46.0
3667,36.0,37.0,46.0,41.0
3668,37.0,46.0,41.0,40.0
3669,46.0,41.0,40.0,44.0
3670,41.0,40.0,44.0,45.0
3671,40.0,44.0,45.0,52.0
3672,44.0,45.0,52.0,55.0
3673,45.0,52.0,55.0,67.0
3674,52.0,55.0,67.0,75.0
3675,55.0,67.0,75.0,81.0
3676,67.0,75.0,81.0,86.0
3677,75.0,81.0,86.0,101.0
3678,94.0,86.0,97.0,101.0
3679,96.0,96.0,100.0,101.0
3680,67.0,57.0,48.0,48.0
3681,57.0,48.0,48.0,48.0
3682,48.0,48.0,48.0,52.0
3683,48.0,48.0,52.0,47.0
3684,48.0,52.0,47.0,49.0
3685,52.0,47.0,49.0,60.0
3686,47.0,49.0,60.0,64.0
3687,49.0,60.0,64.0,75.0
3688,60.0,64.0,75.0,84.0
3689,64.0,75.0,84.0,94.0
3690,75.0,84.0,94.0,101.0
3691,64.0,80.0,91.0,97.0
3692,80.0,91.0,97.0,89.0
3693,91.0,97.0,89.0,73.0
3694,97.0,89.0,73.0,67.0
3695,89.0,73.0,67.0,64.0
3696,73.0,67.0,64.0,48.0
3697,67.0,64.0,48.0,45.0
3698,64.0,48.0,45.0,39.0
3699,48.0,45.0,39.0,43.0
3700,45.0,39.0,43.0,40.0
3701,39.0,43.0,40.0,39.0
3702,43.0,40.0,39.0,37.0
3703,40.0,39.0,37.0,33.0
3704,39.0,37.0,33.0,27.0
3705,37.0,33.0,27.0,29.0
3706,33.0,27.0,29.0,34.0
3707,27.0,29.0,34.0,26.0
3708,29.0,34.0,26.0,24.0
3709,34.0,26.0,24.0,27.0
3710,26.0,24.0,27.0,30.0
3711,24.0,27.0,30.0,44.0
3712,27.0,30.0,44.0,101.0
3713,56.0,53.0,53.0,47.0
3714,53.0,53.0,47.0,47.0
3715,53.0,47.0,47.0,51.0
3716,47.0,47.0,51.0,61.0
3717,47.0,51.0,61.0,76.0
3718,51.0,61.0,76.0,80.0
3719,61.0,76.0,80.0,87.0
3720,76.0,80.0,87.0,92.0
3721,80.0,87.0,92.0,101.0
3722,95.0,90.0,86.0,98.0
3723,90.0,86.0,98.0,101.0
3724,99.0,96.0,96.0,97.0
3725,96.0,96.0,97.0,98.0
3726,96.0,97.0,98.0,100.0
3727,97.0,98.0,100.0,101.0
3728,57.0,5.0,6.0,6.0
3729,5.0,6.0,6.0,7.0
3730,6.0,6.0,7.0,6.0
3731,6.0,7.0,6.0,5.0
3732,7.0,6.0,5.0,6.0
3733,6.0,5.0,6.0,9.0
3734,5.0,6.0,9.0,10.0
3735,6.0,9.0,10.0,11.0
3736,9.0,10.0,11.0,11.0
3737,10.0,11.0,11.0,12.0
3738,11.0,11.0,12.0,22.0
3739,11.0,12.0,22.0,22.0
3740,12.0,22.0,22.0,27.0
3741,22.0,22.0,27.0,34.0
3742,22.0,27.0,34.0,34.0
3743,27.0,34.0,34.0,35.0
3744,34.0,34.0,35.0,34.0
3745,34.0,35.0,34.0,50.0
3746,35.0,34.0,50.0,101.0
3747,25.0,15.0,15.0,12.0
3748,15.0,15.0,12.0,10.0
3749,15.0,12.0,10.0,5.0
3750,12.0,10.0,5.0,1.0
3751,10.0,5.0,1.0,1.0
3752,5.0,1.0,1.0,1.0
3753,1.0,1.0,1.0,1.0
3754,1.0,1.0,1.0,2.0
3755,1.0,1.0,2.0,2.0
3756,1.0,2.0,2.0,2.0
3757,2.0,2.0,2.0,3.0
3758,2.0,2.0,3.0,5.0
3759,2.0,3.0,5.0,9.0
3760,3.0,5.0,9.0,12.0
3761,5.0,9.0,12.0,18.0
3762,9.0,12.0,18.0,26.0
3763,12.0,18.0,26.0,31.0
3764,18.0,26.0,31.0,49.0
3765,26.0,31.0,49.0,101.0
3766,97.0,90.0,80.0,72.0
3767,90.0,80.0,72.0,61.0
3768,80.0,72.0,61.0,54.0
3769,72.0,61.0,54.0,51.0
3770,61.0,54.0,51.0,46.0
3771,54.0,51.0,46.0,77.0
3772,51.0,46.0,77.0,81.0
3773,46.0,77.0,81.0,91.0
3774,77.0,81.0,91.0,100.0
3775,81.0,91.0,100.0,100.0
3776,91.0,100.0,100.0,101.0
3777,99.0,94.0,92.0,89.0
3778,94.0,92.0,89.0,89.0
3779,92.0,89.0,89.0,86.0
3780,89.0,89.0,86.0,86.0
3781,89.0,86.0,86.0,94.0
3782,86.0,86.0,94.0,101.0
3783,77.0,76.0,76.0,76.0
3784,76.0,76.0,76.0,74.0
3785,76.0,76.0,74.0,74.0
3786,76.0,74.0,74.0,66.0
3787,74.0,74.0,66.0,66.0
3788,74.0,66.0,66.0,68.0
3789,66.0,66.0,68.0,69.0
3790,66.0,68.0,69.0,71.0
3791,68.0,69.0,71.0,73.0
3792,69.0,71.0,73.0,79.0
3793,71.0,73.0,79.0,86.0
3794,73.0,79.0,86.0,101.0
3795,57.0,41.0,26.0,18.0
3796,41.0,26.0,18.0,10.0
3797,26.0,18.0,10.0,5.0
3798,18.0,10.0,5.0,4.0
3799,10.0,5.0,4.0,3.0
3800,5.0,4.0,3.0,2.0
3801,4.0,3.0,2.0,2.0
3802,3.0,2.0,2.0,4.0
3803,2.0,2.0,4.0,6.0
3804,2.0,4.0,6.0,11.0
3805,4.0,6.0,11.0,21.0
3806,6.0,11.0,21.0,31.0
3807,11.0,21.0,31.0,43.0
3808,21.0,31.0,43.0,53.0
3809,31.0,43.0,53.0,59.0
3810,43.0,53.0,59.0,81.0
3811,53.0,59.0,81.0,98.0
3812,59.0,81.0,98.0,101.0
3813,84.0,63.0,54.0,39.0
3814,63.0,54.0,39.0,19.0
3815,54.0,39.0,19.0,13.0
3816,39.0,19.0,13.0,9.0
3817,19.0,13.0,9.0,7.0
3818,13.0,9.0,7.0,3.0
3819,9.0,7.0,3.0,2.0
3820,7.0,3.0,2.0,2.0
3821,3.0,2.0,2.0,2.0
3822,2.0,2.0,2.0,2.0
3823,2.0,2.0,2.0,2.0
3824,2.0,2.0,2.0,2.0
3825,2.0,2.0,2.0,3.0
3826,2.0,2.0,3.0,7.0
3827,2.0,3.0,7.0,7.0
3828,3.0,7.0,7.0,8.0
3829,7.0,7.0,8.0,8.0
3830,7.0,8.0,8.0,12.0
3831,8.0,8.0,12.0,17.0
3832,8.0,12.0,17.0,17.0
3833,12.0,17.0,17.0,18.0
3834,17.0,17.0,18.0,17.0
3835,17.0,18.0,17.0,25.0
3836,18.0,17.0,25.0,27.0
3837,17.0,25.0,27.0,31.0
3838,25.0,27.0,31.0,35.0
3839,27.0,31.0,35.0,39.0
3840,31.0,35.0,39.0,47.0
3841,35.0,39.0,47.0,48.0
3842,39.0,47.0,48.0,50.0
3843,47.0,48.0,50.0,101.0
3844,29.0,25.0,21.0,101.0
3845,26.0,27.0,26.0,101.0
3846,50.0,40.0,35.0,101.0
3847,26.0,22.0,18.0,11.0
3848,22.0,18.0,11.0,101.0
3849,91.0,80.0,85.0,72.0
3850,80.0,85.0,72.0,61.0
3851,85.0,72.0,61.0,58.0
3852,72.0,61.0,58.0,61.0
3853,61.0,58.0,61.0,60.0
3854,58.0,61.0,60.0,73.0
3855,61.0,60.0,73.0,73.0
3856,60.0,73.0,73.0,89.0
3857,73.0,73.0,89.0,73.0
3858,73.0,89.0,73.0,79.0
3859,89.0,73.0,79.0,89.0
3860,73.0,79.0,89.0,101.0
3861,91.0,19.0,18.0,25.0
3862,19.0,18.0,25.0,23.0
3863,18.0,25.0,23.0,22.0
3864,25.0,23.0,22.0,27.0
3865,23.0,22.0,27.0,34.0
3866,22.0,27.0,34.0,40.0
3867,27.0,34.0,40.0,50.0
3868,34.0,40.0,50.0,58.0
3869,40.0,50.0,58.0,57.0
3870,50.0,58.0,57.0,67.0
3871,58.0,57.0,67.0,82.0
3872,57.0,67.0,82.0,79.0
3873,67.0,82.0,79.0,83.0
3874,82.0,79.0,83.0,101.0
3875,51.0,40.0,36.0,35.0
3876,40.0,36.0,35.0,35.0
3877,36.0,35.0,35.0,42.0
3878,35.0,35.0,42.0,52.0
3879,35.0,42.0,52.0,53.0
3880,42.0,52.0,53.0,53.0
3881,52.0,53.0,53.0,72.0
3882,53.0,53.0,72.0,72.0
3883,53.0,72.0,72.0,95.0
3884,72.0,72.0,95.0,101.0
3885,95.0,85.0,82.0,82.0
3886,85.0,82.0,82.0,82.0
3887,82.0,82.0,82.0,82.0
3888,82.0,82.0,82.0,93.0
3889,82.0,82.0,93.0,79.0
3890,82.0,93.0,79.0,77.0
3891,93.0,79.0,77.0,85.0
3892,79.0,77.0,85.0,88.0
3893,77.0,85.0,88.0,97.0
3894,85.0,88.0,97.0,101.0
3895,82.0,75.0,57.0,43.0
3896,75.0,57.0,43.0,35.0
3897,57.0,43.0,35.0,34.0
3898,43.0,35.0,34.0,28.0
3899,35.0,34.0,28.0,25.0
3900,34.0,28.0,25.0,22.0
3901,28.0,25.0,22.0,17.0
3902,25.0,22.0,17.0,17.0
3903,22.0,17.0,17.0,15.0
3904,17.0,17.0,15.0,18.0
3905,17.0,15.0,18.0,16.0
3906,15.0,18.0,16.0,17.0
3907,18.0,16.0,17.0,20.0
3908,16.0,17.0,20.0,23.0
3909,17.0,20.0,23.0,26.0
3910,20.0,23.0,26.0,30.0
3911,23.0,26.0,30.0,32.0
3912,26.0,30.0,32.0,33.0
3913,30.0,32.0,33.0,38.0
3914,32.0,33.0,38.0,41.0
3915,33.0,38.0,41.0,44.0
3916,38.0,41.0,44.0,46.0
3917,41.0,44.0,46.0,101.0
3918,72.0,63.0,51.0,43.0
3919,63.0,51.0,43.0,41.0
3920,51.0,43.0,41.0,37.0
3921,43.0,41.0,37.0,35.0
3922,41.0,37.0,35.0,32.0
3923,37.0,35.0,32.0,35.0
3924,35.0,32.0,35.0,61.0
3925,32.0,35.0,61.0,74.0
3926,35.0,61.0,74.0,87.0
3927,61.0,74.0,87.0,97.0
3928,74.0,87.0,97.0,101.0
3929,97.0,87.0,90.0,82.0
3930,87.0,90.0,82.0,76.0
3931,90.0,82.0,76.0,47.0
3932,82.0,76.0,47.0,42.0
3933,76.0,47.0,42.0,49.0
3934,47.0,42.0,49.0,50.0
3935,42.0,49.0,50.0,71.0
3936,49.0,50.0,71.0,98.0
3937,50.0,71.0,98.0,101.0
3938,97.0,95.0,99.0,93.0
3939,95.0,99.0,93.0,89.0
3940,99.0,93.0,89.0,101.0
3941,92.0,85.0,81.0,76.0
3942,85.0,81.0,76.0,82.0
3943,81.0,76.0,82.0,101.0
3944,20.0,40.0,41.0,43.0
3945,40.0,41.0,43.0,44.0
3946,41.0,43.0,44.0,45.0
3947,43.0,44.0,45.0,52.0
3948,44.0,45.0,52.0,45.0
3949,45.0,52.0,45.0,46.0
3950,52.0,45.0,46.0,40.0
3951,45.0,46.0,40.0,37.0
3952,46.0,40.0,37.0,40.0
3953,40.0,37.0,40.0,37.0
3954,37.0,40.0,37.0,41.0
3955,40.0,37.0,41.0,44.0
3956,37.0,41.0,44.0,42.0
3957,41.0,44.0,42.0,44.0
3958,44.0,42.0,44.0,44.0
3959,42.0,44.0,44.0,53.0
3960,44.0,44.0,53.0,54.0
3961,44.0,53.0,54.0,101.0
3962,90.0,86.0,79.0,72.0
3963,86.0,79.0,72.0,61.0
3964,79.0,72.0,61.0,63.0
3965,72.0,61.0,63.0,59.0
3966,61.0,63.0,59.0,60.0
3967,63.0,59.0,60.0,62.0
3968,59.0,60.0,62.0,74.0
3969,60.0,62.0,74.0,86.0
3970,62.0,74.0,86.0,95.0
3971,74.0,86.0,95.0,95.0
3972,86.0,95.0,95.0,101.0
3973,71.0,67.0,56.0,51.0
3974,67.0,56.0,51.0,51.0
3975,56.0,51.0,51.0,49.0
3976,51.0,51.0,49.0,46.0
3977,51.0,49.0,46.0,43.0
3978,49.0,46.0,43.0,50.0
3979,46.0,43.0,50.0,48.0
3980,43.0,50.0,48.0,50.0
3981,50.0,48.0,50.0,52.0
3982,48.0,50.0,52.0,57.0
3983,50.0,52.0,57.0,57.0
3984,52.0,57.0,57.0,60.0
3985,57.0,57.0,60.0,72.0
3986,57.0,60.0,72.0,74.0
3987,60.0,72.0,74.0,80.0
3988,72.0,74.0,80.0,81.0
3989,74.0,80.0,81.0,82.0
3990,80.0,81.0,82.0,101.0
3991,15.0,1.0,1.0,1.0
3992,1.0,1.0,1.0,2.0
3993,1.0,1.0,2.0,4.0
3994,1.0,2.0,4.0,8.0
3995,2.0,4.0,8.0,9.0
3996,4.0,8.0,9.0,9.0
3997,8.0,9.0,9.0,9.0
3998,9.0,9.0,9.0,8.0
3999,9.0,9.0,8.0,7.0
4000,9.0,8.0,7.0,8.0
4001,8.0,7.0,8.0,11.0
4002,7.0,8.0,11.0,11.0
4003,8.0,11.0,11.0,12.0
4004,11.0,11.0,12.0,13.0
4005,11.0,12.0,13.0,12.0
4006,12.0,13.0,12.0,14.0
4007,13.0,12.0,14.0,17.0
4008,12.0,14.0,17.0,18.0
4009,14.0,17.0,18.0,20.0
4010,17.0,18.0,20.0,21.0
4011,18.0,20.0,21.0,22.0
4012,20.0,21.0,22.0,25.0
4013,21.0,22.0,25.0,25.0
4014,22.0,25.0,25.0,28.0
4015,25.0,25.0,28.0,28.0
4016,25.0,28.0,28.0,29.0
4017,28.0,28.0,29.0,32.0
4018,28.0,29.0,32.0,35.0
4019,29.0,32.0,35.0,37.0
4020,32.0,35.0,37.0,39.0
4021,35.0,37.0,39.0,39.0
4022,37.0,39.0,39.0,45.0
4023,39.0,39.0,45.0,42.0
4024,39.0,45.0,42.0,101.0
4025,47.0,43.0,34.0,29.0
4026,43.0,34.0,29.0,25.0
4027,34.0,29.0,25.0,22.0
4028,29.0,25.0,22.0,16.0
4029,25.0,22.0,16.0,11.0
4030,22.0,16.0,11.0,12.0
4031,16.0,11.0,12.0,18.0
4032,11.0,12.0,18.0,33.0
4033,12.0,18.0,33.0,46.0
4034,18.0,33.0,46.0,63.0
4035,33.0,46.0,63.0,76.0
4036,46.0,63.0,76.0,98.0
4037,63.0,76.0,98.0,101.0
4038,41.0,34.0,28.0,32.0
4039,34.0,28.0,32.0,34.0
4040,28.0,32.0,34.0,32.0
4041,32.0,34.0,32.0,39.0
4042,34.0,32.0,39.0,54.0
4043,32.0,39.0,54.0,53.0
4044,39.0,54.0,53.0,61.0
4045,54.0,53.0,61.0,69.0
4046,53.0,61.0,69.0,74.0
4047,61.0,69.0,74.0,77.0
4048,69.0,74.0,77.0,80.0
4049,74.0,77.0,80.0,99.0
4050,77.0,80.0,99.0,101.0
4051,71.0,57.0,54.0,54.0
4052,57.0,54.0,54.0,54.0
4053,54.0,54.0,54.0,47.0
4054,54.0,54.0,47.0,19.0
4055,54.0,47.0,19.0,11.0
4056,47.0,19.0,11.0,9.0
4057,19.0,11.0,9.0,9.0
4058,11.0,9.0,9.0,12.0
4059,9.0,9.0,12.0,15.0
4060,9.0,12.0,15.0,23.0
4061,12.0,15.0,23.0,28.0
4062,15.0,23.0,28.0,43.0
4063,23.0,28.0,43.0,58.0
4064,28.0,43.0,58.0,69.0
4065,43.0,58.0,69.0,84.0
4066,58.0,69.0,84.0,82.0
4067,69.0,84.0,82.0,101.0
4068,88.0,83.0,74.0,74.0
4069,83.0,74.0,74.0,71.0
4070,74.0,74.0,71.0,71.0
4071,74.0,71.0,71.0,95.0
4072,71.0,71.0,95.0,101.0
4073,97.0,97.0,66.0,68.0
4074,97.0,66.0,68.0,72.0
4075,66.0,68.0,72.0,56.0
4076,68.0,72.0,56.0,52.0
4077,72.0,56.0,52.0,55.0
4078,56.0,52.0,55.0,68.0
4079,52.0,55.0,68.0,60.0
4080,55.0,68.0,60.0,54.0
4081,68.0,60.0,54.0,49.0
4082,60.0,54.0,49.0,27.0
4083,54.0,49.0,27.0,17.0
4084,49.0,27.0,17.0,15.0
4085,27.0,17.0,15.0,11.0
4086,17.0,15.0,11.0,4.0
4087,15.0,11.0,4.0,4.0
4088,11.0,4.0,4.0,3.0
4089,4.0,4.0,3.0,3.0
4090,4.0,3.0,3.0,2.0
4091,3.0,3.0,2.0,2.0
4092,3.0,2.0,2.0,2.0
4093,2.0,2.0,2.0,2.0
4094,2.0,2.0,2.0,2.0
4095,2.0,2.0,2.0,2.0
4096,2.0,2.0,2.0,1.0
4097,2.0,2.0,1.0,1.0
4098,2.0,1.0,1.0,1.0
4099,1.0,1.0,1.0,3.0
4100,1.0,1.0,3.0,3.0
4101,1.0,3.0,3.0,3.0
4102,3.0,3.0,3.0,4.0
4103,3.0,3.0,4.0,7.0
4104,3.0,4.0,7.0,7.0
4105,4.0,7.0,7.0,8.0
4106,7.0,7.0,8.0,7.0
4107,7.0,8.0,7.0,6.0
4108,8.0,7.0,6.0,8.0
4109,7.0,6.0,8.0,12.0
4110,6.0,8.0,12.0,14.0
4111,8.0,12.0,14.0,16.0
4112,12.0,14.0,16.0,20.0
4113,14.0,16.0,20.0,19.0
4114,16.0,20.0,19.0,22.0
4115,20.0,19.0,22.0,23.0
4116,19.0,22.0,23.0,24.0
4117,22.0,23.0,24.0,26.0
4118,23.0,24.0,26.0,27.0
4119,24.0,26.0,27.0,24.0
4120,26.0,27.0,24.0,28.0
4121,27.0,24.0,28.0,32.0
4122,24.0,28.0,32.0,39.0
4123,28.0,32.0,39.0,34.0
4124,32.0,39.0,34.0,36.0
4125,39.0,34.0,36.0,43.0
4126,34.0,36.0,43.0,101.0
4127,88.0,88.0,88.0,69.0
4128,88.0,88.0,69.0,65.0
4129,88.0,69.0,65.0,65.0
4130,69.0,65.0,65.0,78.0
4131,65.0,65.0,78.0,87.0
4132,65.0,78.0,87.0,90.0
4133,78.0,87.0,90.0,94.0
4134,87.0,90.0,94.0,98.0
4135,90.0,94.0,98.0,99.0
4136,94.0,98.0,99.0,101.0
4137,88.0,74.0,60.0,55.0
4138,74.0,60.0,55.0,58.0
4139,60.0,55.0,58.0,59.0
4140,55.0,58.0,59.0,54.0
4141,58.0,59.0,54.0,31.0
4142,59.0,54.0,31.0,29.0
4143,54.0,31.0,29.0,28.0
4144,31.0,29.0,28.0,25.0
4145,29.0,28.0,25.0,25.0
4146,28.0,25.0,25.0,26.0
4147,25.0,25.0,26.0,23.0
4148,25.0,26.0,23.0,19.0
4149,26.0,23.0,19.0,20.0
4150,23.0,19.0,20.0,18.0
4151,19.0,20.0,18.0,20.0
4152,20.0,18.0,20.0,23.0
4153,18.0,20.0,23.0,27.0
4154,20.0,23.0,27.0,32.0
4155,23.0,27.0,32.0,32.0
4156,27.0,32.0,32.0,38.0
4157,32.0,32.0,38.0,47.0
4158,32.0,38.0,47.0,101.0
4159,51.0,51.0,39.0,30.0
4160,51.0,39.0,30.0,22.0
4161,39.0,30.0,22.0,16.0
4162,30.0,22.0,16.0,10.0
4163,22.0,16.0,10.0,7.0
4164,16.0,10.0,7.0,4.0
4165,10.0,7.0,4.0,5.0
4166,7.0,4.0,5.0,16.0
4167,4.0,5.0,16.0,30.0
4168,5.0,16.0,30.0,51.0
4169,16.0,30.0,51.0,67.0
4170,30.0,51.0,67.0,98.0
4171,51.0,67.0,98.0,101.0
4172,60.0,49.0,29.0,24.0
4173,49.0,29.0,24.0,18.0
4174,29.0,24.0,18.0,17.0
4175,24.0,18.0,17.0,9.0
4176,18.0,17.0,9.0,3.0
4177,17.0,9.0,3.0,4.0
4178,9.0,3.0,4.0,6.0
4179,3.0,4.0,6.0,8.0
4180,4.0,6.0,8.0,8.0
4181,6.0,8.0,8.0,12.0
4182,8.0,8.0,12.0,11.0
4183,8.0,12.0,11.0,19.0
4184,12.0,11.0,19.0,23.0
4185,11.0,19.0,23.0,26.0
4186,19.0,23.0,26.0,28.0
4187,23.0,26.0,28.0,46.0
4188,26.0,28.0,46.0,48.0
4189,28.0,46.0,48.0,101.0
4190,97.0,91.0,87.0,90.0
4191,91.0,87.0,90.0,84.0
4192,87.0,90.0,84.0,85.0
4193,90.0,84.0,85.0,83.0
4194,84.0,85.0,83.0,81.0
4195,85.0,83.0,81.0,77.0
4196,83.0,81.0,77.0,71.0
4197,81.0,77.0,71.0,66.0
4198,77.0,71.0,66.0,64.0
4199,71.0,66.0,64.0,63.0
4200,66.0,64.0,63.0,60.0
4201,64.0,63.0,60.0,59.0
4202,63.0,60.0,59.0,60.0
4203,60.0,59.0,60.0,73.0
4204,59.0,60.0,73.0,91.0
4205,60.0,73.0,91.0,101.0
4206,98.0,95.0,89.0,81.0
4207,95.0,89.0,81.0,81.0
4208,89.0,81.0,81.0,71.0
4209,81.0,81.0,71.0,66.0
4210,81.0,71.0,66.0,61.0
4211,71.0,66.0,61.0,60.0
4212,66.0,61.0,60.0,57.0
4213,61.0,60.0,57.0,57.0
4214,60.0,57.0,57.0,61.0
4215,57.0,57.0,61.0,58.0
4216,57.0,61.0,58.0,52.0
4217,61.0,58.0,52.0,54.0
4218,58.0,52.0,54.0,53.0
4219,52.0,54.0,53.0,54.0
4220,54.0,53.0,54.0,51.0
4221,53.0,54.0,51.0,59.0
4222,54.0,51.0,59.0,77.0
4223,51.0,59.0,77.0,101.0
4224,88.0,72.0,76.0,69.0
4225,72.0,76.0,69.0,68.0
4226,76.0,69.0,68.0,60.0
4227,69.0,68.0,60.0,60.0
4228,68.0,60.0,60.0,60.0
4229,60.0,60.0,60.0,59.0
4230,60.0,60.0,59.0,58.0
4231,60.0,59.0,58.0,64.0
4232,59.0,58.0,64.0,73.0
4233,58.0,64.0,73.0,87.0
4234,64.0,73.0,87.0,93.0
4235,73.0,87.0,93.0,101.0
4236,96.0,92.0,94.0,101.0
4237,75.0,48.0,27.0,24.0
4238,48.0,27.0,24.0,21.0
4239,27.0,24.0,21.0,21.0
4240,24.0,21.0,21.0,19.0
4241,21.0,21.0,19.0,13.0
4242,21.0,19.0,13.0,10.0
4243,19.0,13.0,10.0,9.0
4244,13.0,10.0,9.0,7.0
4245,10.0,9.0,7.0,7.0
4246,9.0,7.0,7.0,4.0
4247,7.0,7.0,4.0,5.0
4248,7.0,4.0,5.0,5.0
4249,4.0,5.0,5.0,5.0
4250,5.0,5.0,5.0,7.0
4251,5.0,5.0,7.0,8.0
4252,5.0,7.0,8.0,8.0
4253,7.0,8.0,8.0,8.0
4254,8.0,8.0,8.0,12.0
4255,8.0,8.0,12.0,15.0
4256,8.0,12.0,15.0,19.0
4257,12.0,15.0,19.0,19.0
4258,15.0,19.0,19.0,22.0
4259,19.0,19.0,22.0,22.0
4260,19.0,22.0,22.0,27.0
4261,22.0,22.0,27.0,29.0
4262,22.0,27.0,29.0,36.0
4263,27.0,29.0,36.0,50.0
4264,29.0,36.0,50.0,101.0
4265,65.0,19.0,33.0,63.0
4266,19.0,33.0,63.0,88.0
4267,33.0,63.0,88.0,101.0
4268,80.0,65.0,52.0,38.0
4269,65.0,52.0,38.0,34.0
4270,52.0,38.0,34.0,28.0
4271,38.0,34.0,28.0,25.0
4272,34.0,28.0,25.0,25.0
4273,28.0,25.0,25.0,23.0
4274,25.0,25.0,23.0,25.0
4275,25.0,23.0,25.0,28.0
4276,23.0,25.0,28.0,29.0
4277,25.0,28.0,29.0,28.0
4278,28.0,29.0,28.0,34.0
4279,29.0,28.0,34.0,35.0
4280,28.0,34.0,35.0,42.0
4281,34.0,35.0,42.0,48.0
4282,35.0,42.0,48.0,54.0
4283,42.0,48.0,54.0,64.0
4284,48.0,54.0,64.0,65.0
4285,54.0,64.0,65.0,101.0
4286,38.0,29.0,48.0,57.0
4287,29.0,48.0,57.0,57.0
4288,48.0,57.0,57.0,64.0
4289,57.0,57.0,64.0,69.0
4290,57.0,64.0,69.0,83.0
4291,64.0,69.0,83.0,67.0
4292,69.0,83.0,67.0,93.0
4293,83.0,67.0,93.0,97.0
4294,67.0,93.0,97.0,101.0
4295,53.0,74.0,90.0,100.0
4296,74.0,90.0,100.0,101.0
4297,89.0,68.0,58.0,53.0
4298,68.0,58.0,53.0,49.0
4299,58.0,53.0,49.0,50.0
4300,53.0,49.0,50.0,57.0
4301,49.0,50.0,57.0,66.0
4302,50.0,57.0,66.0,75.0
4303,57.0,66.0,75.0,83.0
4304,66.0,75.0,83.0,85.0
4305,75.0,83.0,85.0,99.0
4306,83.0,85.0,99.0,101.0
4307,70.0,63.0,59.0,55.0
4308,63.0,59.0,55.0,54.0
4309,59.0,55.0,54.0,51.0
4310,55.0,54.0,51.0,44.0
4311,54.0,51.0,44.0,48.0
4312,51.0,44.0,48.0,51.0
4313,44.0,48.0,51.0,51.0
4314,48.0,51.0,51.0,58.0
4315,51.0,51.0,58.0,69.0
4316,51.0,58.0,69.0,79.0
4317,58.0,69.0,79.0,95.0
4318,69.0,79.0,95.0,101.0
4319,53.0,84.0,85.0,59.0
4320,84.0,85.0,59.0,80.0
4321,85.0,59.0,80.0,92.0
4322,59.0,80.0,92.0,100.0
4323,80.0,92.0,100.0,101.0
4324,92.0,68.0,42.0,21.0
4325,68.0,42.0,21.0,8.0
4326,42.0,21.0,8.0,4.0
4327,21.0,8.0,4.0,3.0
4328,8.0,4.0,3.0,2.0
4329,4.0,3.0,2.0,2.0
4330,3.0,2.0,2.0,3.0
4331,2.0,2.0,3.0,3.0
4332,2.0,3.0,3.0,3.0
4333,3.0,3.0,3.0,3.0
4334,3.0,3.0,3.0,2.0
4335,3.0,3.0,2.0,3.0
4336,3.0,2.0,3.0,3.0
4337,2.0,3.0,3.0,3.0
4338,3.0,3.0,3.0,3.0
4339,3.0,3.0,3.0,5.0
4340,3.0,3.0,5.0,7.0
4341,3.0,5.0,7.0,6.0
4342,5.0,7.0,6.0,10.0
4343,7.0,6.0,10.0,20.0
4344,6.0,10.0,20.0,22.0
4345,10.0,20.0,22.0,19.0
4346,20.0,22.0,19.0,24.0
4347,22.0,19.0,24.0,25.0
4348,19.0,24.0,25.0,27.0
4349,24.0,25.0,27.0,26.0
4350,25.0,27.0,26.0,27.0
4351,27.0,26.0,27.0,27.0
4352,26.0,27.0,27.0,31.0
4353,27.0,27.0,31.0,30.0
4354,27.0,31.0,30.0,41.0
4355,31.0,30.0,41.0,43.0
4356,30.0,41.0,43.0,50.0
4357,41.0,43.0,50.0,101.0
4358,54.0,39.0,43.0,57.0
4359,39.0,43.0,57.0,54.0
4360,43.0,57.0,54.0,45.0
4361,57.0,54.0,45.0,48.0
