,diff_0,diff_1,diff_2,target
346,80.0,67.0,63.0,53.0
347,67.0,63.0,53.0,48.0
348,63.0,53.0,48.0,101.0
349,84.0,79.0,73.0,68.0
350,79.0,73.0,68.0,56.0
351,73.0,68.0,56.0,54.0
352,68.0,56.0,54.0,49.0
353,56.0,54.0,49.0,41.0
354,54.0,49.0,41.0,40.0
355,49.0,41.0,40.0,34.0
356,41.0,40.0,34.0,33.0
357,40.0,34.0,33.0,31.0
358,34.0,33.0,31.0,30.0
359,33.0,31.0,30.0,30.0
360,31.0,30.0,30.0,38.0
361,30.0,30.0,38.0,44.0
362,30.0,38.0,44.0,52.0
363,38.0,44.0,52.0,56.0
364,44.0,52.0,56.0,62.0
365,52.0,56.0,62.0,82.0
366,56.0,62.0,82.0,101.0
367,34.0,29.0,24.0,23.0
368,29.0,24.0,23.0,16.0
369,24.0,23.0,16.0,14.0
370,23.0,16.0,14.0,10.0
371,16.0,14.0,10.0,14.0
372,14.0,10.0,14.0,17.0
373,10.0,14.0,17.0,18.0
374,14.0,17.0,18.0,23.0
375,17.0,18.0,23.0,36.0
376,18.0,23.0,36.0,53.0
377,23.0,36.0,53.0,76.0
378,36.0,53.0,76.0,89.0
379,53.0,76.0,89.0,73.0
380,76.0,89.0,73.0,87.0
381,89.0,73.0,87.0,99.0
382,73.0,87.0,99.0,101.0
383,27.0,39.0,69.0,83.0
384,39.0,69.0,83.0,87.0
385,69.0,83.0,87.0,84.0
386,83.0,87.0,84.0,71.0
387,87.0,84.0,71.0,39.0
388,84.0,71.0,39.0,55.0
389,71.0,39.0,55.0,59.0
390,39.0,55.0,59.0,68.0
391,55.0,59.0,68.0,77.0
392,59.0,68.0,77.0,88.0
393,68.0,77.0,88.0,86.0
394,77.0,88.0,86.0,90.0
395,88.0,86.0,90.0,99.0
396,86.0,90.0,99.0,97.0
397,90.0,99.0,97.0,95.0
398,99.0,97.0,95.0,92.0
399,97.0,95.0,92.0,98.0
400,95.0,92.0,98.0,101.0
401,82.0,87.0,84.0,87.0
402,87.0,84.0,87.0,81.0
403,84.0,87.0,81.0,85.0
404,87.0,81.0,85.0,76.0
405,81.0,85.0,76.0,77.0
406,85.0,76.0,77.0,83.0
407,76.0,77.0,83.0,101.0
408,41.0,67.0,75.0,89.0
409,67.0,75.0,89.0,75.0
410,75.0,89.0,75.0,81.0
411,89.0,75.0,81.0,88.0
412,75.0,81.0,88.0,93.0
413,81.0,88.0,93.0,100.0
414,88.0,93.0,100.0,100.0
415,93.0,100.0,100.0,97.0
416,100.0,100.0,97.0,101.0
417,17.0,14.0,18.0,9.0
418,14.0,18.0,9.0,8.0
419,18.0,9.0,8.0,5.0
420,9.0,8.0,5.0,4.0
421,8.0,5.0,4.0,4.0
422,5.0,4.0,4.0,4.0
423,4.0,4.0,4.0,3.0
424,4.0,4.0,3.0,1.0
425,4.0,3.0,1.0,1.0
426,3.0,1.0,1.0,2.0
427,1.0,1.0,2.0,2.0
428,1.0,2.0,2.0,4.0
429,2.0,2.0,4.0,5.0
430,2.0,4.0,5.0,8.0
431,4.0,5.0,8.0,11.0
432,5.0,8.0,11.0,13.0
433,8.0,11.0,13.0,14.0
434,11.0,13.0,14.0,17.0
435,13.0,14.0,17.0,19.0
436,14.0,17.0,19.0,20.0
437,17.0,19.0,20.0,21.0
438,19.0,20.0,21.0,18.0
439,20.0,21.0,18.0,24.0
440,21.0,18.0,24.0,29.0
441,18.0,24.0,29.0,31.0
442,24.0,29.0,31.0,38.0
443,29.0,31.0,38.0,46.0
444,31.0,38.0,46.0,46.0
445,38.0,46.0,46.0,49.0
446,46.0,46.0,49.0,101.0
447,63.0,62.0,58.0,53.0
448,62.0,58.0,53.0,53.0
449,58.0,53.0,53.0,44.0
450,53.0,53.0,44.0,35.0
451,53.0,44.0,35.0,35.0
452,44.0,35.0,35.0,35.0
453,35.0,35.0,35.0,35.0
454,35.0,35.0,35.0,38.0
455,35.0,35.0,38.0,37.0
456,35.0,38.0,37.0,36.0
457,38.0,37.0,36.0,41.0
458,37.0,36.0,41.0,44.0
459,36.0,41.0,44.0,52.0
460,41.0,44.0,52.0,53.0
461,44.0,52.0,53.0,59.0
462,52.0,53.0,59.0,63.0
463,53.0,59.0,63.0,64.0
464,59.0,63.0,64.0,101.0
465,61.0,28.0,8.0,27.0
466,28.0,8.0,27.0,51.0
467,8.0,27.0,51.0,76.0
468,27.0,51.0,76.0,82.0
469,51.0,76.0,82.0,86.0
470,76.0,82.0,86.0,83.0
471,82.0,86.0,83.0,85.0
472,86.0,83.0,85.0,96.0
473,83.0,85.0,96.0,101.0
474,91.0,62.0,52.0,51.0
475,62.0,52.0,51.0,51.0
476,52.0,51.0,51.0,52.0
477,51.0,51.0,52.0,47.0
478,51.0,52.0,47.0,49.0
479,52.0,47.0,49.0,46.0
480,47.0,49.0,46.0,42.0
481,49.0,46.0,42.0,41.0
482,46.0,42.0,41.0,35.0
483,42.0,41.0,35.0,36.0
484,41.0,35.0,36.0,39.0
485,35.0,36.0,39.0,35.0
486,36.0,39.0,35.0,34.0
487,39.0,35.0,34.0,43.0
488,35.0,34.0,43.0,53.0
489,34.0,43.0,53.0,50.0
490,43.0,53.0,50.0,47.0
491,53.0,50.0,47.0,101.0
492,74.0,42.0,24.0,16.0
493,42.0,24.0,16.0,13.0
494,24.0,16.0,13.0,9.0
495,16.0,13.0,9.0,6.0
496,13.0,9.0,6.0,5.0
497,9.0,6.0,5.0,3.0
498,6.0,5.0,3.0,3.0
499,5.0,3.0,3.0,2.0
500,3.0,3.0,2.0,2.0
501,3.0,2.0,2.0,2.0
502,2.0,2.0,2.0,2.0
503,2.0,2.0,2.0,2.0
504,2.0,2.0,2.0,2.0
505,2.0,2.0,2.0,2.0
506,2.0,2.0,2.0,4.0
507,2.0,2.0,4.0,5.0
508,2.0,4.0,5.0,6.0
509,4.0,5.0,6.0,7.0
510,5.0,6.0,7.0,9.0
511,6.0,7.0,9.0,11.0
512,7.0,9.0,11.0,11.0
513,9.0,11.0,11.0,11.0
514,11.0,11.0,11.0,19.0
515,11.0,11.0,19.0,21.0
516,11.0,19.0,21.0,25.0
517,19.0,21.0,25.0,30.0
518,21.0,25.0,30.0,34.0
519,25.0,30.0,34.0,32.0
520,30.0,34.0,32.0,34.0
521,34.0,32.0,34.0,32.0
522,32.0,34.0,32.0,36.0
523,34.0,32.0,36.0,42.0
524,32.0,36.0,42.0,44.0
525,36.0,42.0,44.0,43.0
526,42.0,44.0,43.0,44.0
527,44.0,43.0,44.0,50.0
528,43.0,44.0,50.0,101.0
529,93.0,90.0,86.0,87.0
530,90.0,86.0,87.0,100.0
531,86.0,87.0,100.0,101.0
532,68.0,35.0,19.0,16.0
533,35.0,19.0,16.0,10.0
534,19.0,16.0,10.0,7.0
535,16.0,10.0,7.0,6.0
536,10.0,7.0,6.0,5.0
537,7.0,6.0,5.0,5.0
538,6.0,5.0,5.0,7.0
539,5.0,5.0,7.0,7.0
540,5.0,7.0,7.0,9.0
541,7.0,7.0,9.0,14.0
542,7.0,9.0,14.0,23.0
543,9.0,14.0,23.0,29.0
544,14.0,23.0,29.0,39.0
545,23.0,29.0,39.0,42.0
546,29.0,39.0,42.0,45.0
547,39.0,42.0,45.0,46.0
548,42.0,45.0,46.0,50.0
549,45.0,46.0,50.0,50.0
550,46.0,50.0,50.0,101.0
551,97.0,83.0,81.0,93.0
552,83.0,81.0,93.0,91.0
553,81.0,93.0,91.0,98.0
554,93.0,91.0,98.0,91.0
555,91.0,98.0,91.0,100.0
556,98.0,91.0,100.0,101.0
557,92.0,75.0,75.0,79.0
558,75.0,75.0,79.0,77.0
559,75.0,79.0,77.0,77.0
560,79.0,77.0,77.0,73.0
561,77.0,77.0,73.0,71.0
562,77.0,73.0,71.0,73.0
563,73.0,71.0,73.0,76.0
564,71.0,73.0,76.0,81.0
565,73.0,76.0,81.0,86.0
566,76.0,81.0,86.0,87.0
567,81.0,86.0,87.0,93.0
568,86.0,87.0,93.0,101.0
569,88.0,58.0,73.0,75.0
570,58.0,73.0,75.0,78.0
571,73.0,75.0,78.0,76.0
572,75.0,78.0,76.0,74.0
573,78.0,76.0,74.0,82.0
574,76.0,74.0,82.0,75.0
575,74.0,82.0,75.0,82.0
576,82.0,75.0,82.0,89.0
577,75.0,82.0,89.0,92.0
578,82.0,89.0,92.0,100.0
579,89.0,92.0,100.0,101.0
580,70.0,61.0,55.0,52.0
581,61.0,55.0,52.0,46.0
582,55.0,52.0,46.0,45.0
583,52.0,46.0,45.0,34.0
584,46.0,45.0,34.0,36.0
585,45.0,34.0,36.0,36.0
586,34.0,36.0,36.0,35.0
587,36.0,36.0,35.0,35.0
588,36.0,35.0,35.0,35.0
589,35.0,35.0,35.0,35.0
590,35.0,35.0,35.0,33.0
591,35.0,35.0,33.0,28.0
592,35.0,33.0,28.0,31.0
593,33.0,28.0,31.0,32.0
594,28.0,31.0,32.0,35.0
595,31.0,32.0,35.0,37.0
596,32.0,35.0,37.0,41.0
597,35.0,37.0,41.0,47.0
598,37.0,41.0,47.0,49.0
599,41.0,47.0,49.0,101.0
600,89.0,79.0,67.0,57.0
601,79.0,67.0,57.0,47.0
602,67.0,57.0,47.0,43.0
603,57.0,47.0,43.0,36.0
604,47.0,43.0,36.0,35.0
605,43.0,36.0,35.0,36.0
606,36.0,35.0,36.0,36.0
607,35.0,36.0,36.0,32.0
608,36.0,36.0,32.0,28.0
609,36.0,32.0,28.0,28.0
610,32.0,28.0,28.0,25.0
611,28.0,28.0,25.0,21.0
612,28.0,25.0,21.0,18.0
613,25.0,21.0,18.0,18.0
614,21.0,18.0,18.0,14.0
615,18.0,18.0,14.0,13.0
616,18.0,14.0,13.0,11.0
617,14.0,13.0,11.0,11.0
618,13.0,11.0,11.0,12.0
619,11.0,11.0,12.0,12.0
620,11.0,12.0,12.0,12.0
621,12.0,12.0,12.0,13.0
622,12.0,12.0,13.0,15.0
623,12.0,13.0,15.0,15.0
624,13.0,15.0,15.0,15.0
625,15.0,15.0,15.0,15.0
626,15.0,15.0,15.0,16.0
627,15.0,15.0,16.0,19.0
628,15.0,16.0,19.0,21.0
629,16.0,19.0,21.0,26.0
630,19.0,21.0,26.0,22.0
631,21.0,26.0,22.0,26.0
632,26.0,22.0,26.0,29.0
633,22.0,26.0,29.0,29.0
634,26.0,29.0,29.0,33.0
635,29.0,29.0,33.0,34.0
636,29.0,33.0,34.0,38.0
637,33.0,34.0,38.0,46.0
638,34.0,38.0,46.0,44.0
639,38.0,46.0,44.0,48.0
640,46.0,44.0,48.0,47.0
641,44.0,48.0,47.0,50.0
642,48.0,47.0,50.0,101.0
643,90.0,90.0,98.0,93.0
644,90.0,98.0,93.0,91.0
645,98.0,93.0,91.0,92.0
646,93.0,91.0,92.0,90.0
647,91.0,92.0,90.0,101.0
648,82.0,88.0,100.0,101.0
649,70.0,66.0,59.0,85.0
650,66.0,59.0,85.0,101.0
651,91.0,99.0,93.0,90.0
652,99.0,93.0,90.0,88.0
653,93.0,90.0,88.0,89.0
654,90.0,88.0,89.0,86.0
655,88.0,89.0,86.0,84.0
656,89.0,86.0,84.0,76.0
657,86.0,84.0,76.0,85.0
658,84.0,76.0,85.0,93.0
659,76.0,85.0,93.0,101.0
660,91.0,85.0,85.0,66.0
661,85.0,85.0,66.0,59.0
662,85.0,66.0,59.0,55.0
663,66.0,59.0,55.0,54.0
664,59.0,55.0,54.0,41.0
665,55.0,54.0,41.0,44.0
666,54.0,41.0,44.0,29.0
667,41.0,44.0,29.0,36.0
668,44.0,29.0,36.0,27.0
669,29.0,36.0,27.0,43.0
670,36.0,27.0,43.0,59.0
671,27.0,43.0,59.0,67.0
672,43.0,59.0,67.0,78.0
673,59.0,67.0,78.0,101.0
674,69.0,58.0,52.0,42.0
675,58.0,52.0,42.0,34.0
676,52.0,42.0,34.0,31.0
677,42.0,34.0,31.0,28.0
678,34.0,31.0,28.0,28.0
679,31.0,28.0,28.0,23.0
680,28.0,28.0,23.0,23.0
681,28.0,23.0,23.0,23.0
682,23.0,23.0,23.0,23.0
683,23.0,23.0,23.0,28.0
684,23.0,23.0,28.0,26.0
685,23.0,28.0,26.0,27.0
686,28.0,26.0,27.0,25.0
687,26.0,27.0,25.0,33.0
688,27.0,25.0,33.0,38.0
689,25.0,33.0,38.0,41.0
690,33.0,38.0,41.0,46.0
691,38.0,41.0,46.0,101.0
692,96.0,81.0,81.0,78.0
693,81.0,81.0,78.0,85.0
694,81.0,78.0,85.0,72.0
695,78.0,85.0,72.0,71.0
696,85.0,72.0,71.0,64.0
697,72.0,71.0,64.0,60.0
698,71.0,64.0,60.0,63.0
699,64.0,60.0,63.0,69.0
700,60.0,63.0,69.0,57.0
701,63.0,69.0,57.0,54.0
702,69.0,57.0,54.0,42.0
703,57.0,54.0,42.0,57.0
704,54.0,42.0,57.0,55.0
705,42.0,57.0,55.0,68.0
706,57.0,55.0,68.0,91.0
707,55.0,68.0,91.0,101.0
708,90.0,87.0,90.0,90.0
709,87.0,90.0,90.0,88.0
710,90.0,90.0,88.0,84.0
711,90.0,88.0,84.0,91.0
712,88.0,84.0,91.0,89.0
713,84.0,91.0,89.0,90.0
714,91.0,89.0,90.0,96.0
715,89.0,90.0,96.0,101.0
716,73.0,81.0,100.0,101.0
717,20.0,18.0,16.0,16.0
718,18.0,16.0,16.0,13.0
719,16.0,16.0,13.0,13.0
720,16.0,13.0,13.0,13.0
721,13.0,13.0,13.0,12.0
722,13.0,13.0,12.0,17.0
723,13.0,12.0,17.0,17.0
724,12.0,17.0,17.0,18.0
725,17.0,17.0,18.0,17.0
726,17.0,18.0,17.0,21.0
727,18.0,17.0,21.0,25.0
728,17.0,21.0,25.0,26.0
729,21.0,25.0,26.0,28.0
730,25.0,26.0,28.0,34.0
731,26.0,28.0,34.0,35.0
732,28.0,34.0,35.0,40.0
733,34.0,35.0,40.0,46.0
734,35.0,40.0,46.0,46.0
735,40.0,46.0,46.0,47.0
736,46.0,46.0,47.0,101.0
737,72.0,61.0,53.0,48.0
738,61.0,53.0,48.0,48.0
739,53.0,48.0,48.0,41.0
740,48.0,48.0,41.0,34.0
741,48.0,41.0,34.0,28.0
742,41.0,34.0,28.0,25.0
743,34.0,28.0,25.0,23.0
744,28.0,25.0,23.0,29.0
745,25.0,23.0,29.0,29.0
746,23.0,29.0,29.0,36.0
747,29.0,29.0,36.0,46.0
748,29.0,36.0,46.0,55.0
749,36.0,46.0,55.0,64.0
750,46.0,55.0,64.0,68.0
751,55.0,64.0,68.0,66.0
752,64.0,68.0,66.0,67.0
753,68.0,66.0,67.0,75.0
754,66.0,67.0,75.0,101.0
755,93.0,80.0,63.0,58.0
756,80.0,63.0,58.0,53.0
757,63.0,58.0,53.0,52.0
758,58.0,53.0,52.0,54.0
759,53.0,52.0,54.0,57.0
760,52.0,54.0,57.0,63.0
761,54.0,57.0,63.0,76.0
762,57.0,63.0,76.0,94.0
763,63.0,76.0,94.0,101.0
764,53.0,17.0,14.0,14.0
765,17.0,14.0,14.0,14.0
766,14.0,14.0,14.0,20.0
767,14.0,14.0,20.0,23.0
768,14.0,20.0,23.0,21.0
769,20.0,23.0,21.0,26.0
770,23.0,21.0,26.0,30.0
771,21.0,26.0,30.0,35.0
