,diff_0,diff_1,diff_2,diff_3,diff_4,diff_5,target
43,32.0,25.0,15.0,12.0,8.0,6.0,4.0
44,25.0,15.0,12.0,8.0,6.0,4.0,1.0
45,15.0,12.0,8.0,6.0,4.0,1.0,3.0
46,12.0,8.0,6.0,4.0,1.0,3.0,6.0
47,8.0,6.0,4.0,1.0,3.0,6.0,10.0
48,6.0,4.0,1.0,3.0,6.0,10.0,16.0
49,4.0,1.0,3.0,6.0,10.0,16.0,25.0
50,1.0,3.0,6.0,10.0,16.0,25.0,34.0
51,3.0,6.0,10.0,16.0,25.0,34.0,41.0
52,6.0,10.0,16.0,25.0,34.0,41.0,51.0
53,10.0,16.0,25.0,34.0,41.0,51.0,56.0
54,16.0,25.0,34.0,41.0,51.0,56.0,75.0
55,25.0,34.0,41.0,51.0,56.0,75.0,87.0
56,34.0,41.0,51.0,56.0,75.0,87.0,94.0
57,41.0,51.0,56.0,75.0,87.0,94.0,94.0
58,51.0,56.0,75.0,87.0,94.0,94.0,101.0
59,53.0,31.0,14.0,4.0,1.0,1.0,1.0
60,31.0,14.0,4.0,1.0,1.0,1.0,1.0
61,14.0,4.0,1.0,1.0,1.0,1.0,1.0
62,4.0,1.0,1.0,1.0,1.0,1.0,1.0
63,1.0,1.0,1.0,1.0,1.0,1.0,1.0
64,1.0,1.0,1.0,1.0,1.0,1.0,3.0
65,1.0,1.0,1.0,1.0,1.0,3.0,6.0
66,1.0,1.0,1.0,1.0,3.0,6.0,12.0
67,1.0,1.0,1.0,3.0,6.0,12.0,13.0
68,1.0,1.0,3.0,6.0,12.0,13.0,23.0
69,1.0,3.0,6.0,12.0,13.0,23.0,33.0
70,3.0,6.0,12.0,13.0,23.0,33.0,40.0
71,6.0,12.0,13.0,23.0,33.0,40.0,46.0
72,12.0,13.0,23.0,33.0,40.0,46.0,60.0
73,13.0,23.0,33.0,40.0,46.0,60.0,64.0
74,23.0,33.0,40.0,46.0,60.0,64.0,75.0
75,33.0,40.0,46.0,60.0,64.0,75.0,101.0
76,85.0,76.0,73.0,70.0,75.0,85.0,94.0
77,76.0,73.0,70.0,75.0,85.0,94.0,101.0
78,60.0,57.0,44.0,34.0,35.0,36.0,30.0
79,57.0,44.0,34.0,35.0,36.0,30.0,23.0
80,44.0,34.0,35.0,36.0,30.0,23.0,26.0
81,34.0,35.0,36.0,30.0,23.0,26.0,28.0
82,35.0,36.0,30.0,23.0,26.0,28.0,21.0
83,36.0,30.0,23.0,26.0,28.0,21.0,21.0
84,30.0,23.0,26.0,28.0,21.0,21.0,8.0
85,23.0,26.0,28.0,21.0,21.0,8.0,8.0
86,26.0,28.0,21.0,21.0,8.0,8.0,12.0
87,28.0,21.0,21.0,8.0,8.0,12.0,14.0
88,21.0,21.0,8.0,8.0,12.0,14.0,18.0
89,21.0,8.0,8.0,12.0,14.0,18.0,24.0
90,8.0,8.0,12.0,14.0,18.0,24.0,29.0
91,8.0,12.0,14.0,18.0,24.0,29.0,27.0
92,12.0,14.0,18.0,24.0,29.0,27.0,42.0
93,14.0,18.0,24.0,29.0,27.0,42.0,44.0
94,18.0,24.0,29.0,27.0,42.0,44.0,101.0
95,24.0,24.0,30.0,36.0,37.0,30.0,23.0
96,24.0,30.0,36.0,37.0,30.0,23.0,21.0
97,30.0,36.0,37.0,30.0,23.0,21.0,17.0
98,36.0,37.0,30.0,23.0,21.0,17.0,17.0
99,37.0,30.0,23.0,21.0,17.0,17.0,15.0
100,30.0,23.0,21.0,17.0,17.0,15.0,11.0
101,23.0,21.0,17.0,17.0,15.0,11.0,11.0
102,21.0,17.0,17.0,15.0,11.0,11.0,10.0
103,17.0,17.0,15.0,11.0,11.0,10.0,7.0
104,17.0,15.0,11.0,11.0,10.0,7.0,7.0
105,15.0,11.0,11.0,10.0,7.0,7.0,8.0
106,11.0,11.0,10.0,7.0,7.0,8.0,10.0
107,11.0,10.0,7.0,7.0,8.0,10.0,11.0
108,10.0,7.0,7.0,8.0,10.0,11.0,12.0
109,7.0,7.0,8.0,10.0,11.0,12.0,12.0
110,7.0,8.0,10.0,11.0,12.0,12.0,17.0
111,8.0,10.0,11.0,12.0,12.0,17.0,19.0
112,10.0,11.0,12.0,12.0,17.0,19.0,23.0
113,11.0,12.0,12.0,17.0,19.0,23.0,33.0
114,12.0,12.0,17.0,19.0,23.0,33.0,37.0
115,12.0,17.0,19.0,23.0,33.0,37.0,36.0
116,17.0,19.0,23.0,33.0,37.0,36.0,49.0
117,19.0,23.0,33.0,37.0,36.0,49.0,101.0
118,100.0,99.0,96.0,76.0,55.0,37.0,101.0
119,84.0,78.0,74.0,74.0,77.0,79.0,76.0
120,78.0,74.0,74.0,77.0,79.0,76.0,70.0
121,74.0,74.0,77.0,79.0,76.0,70.0,70.0
122,74.0,77.0,79.0,76.0,70.0,70.0,73.0
123,77.0,79.0,76.0,70.0,70.0,73.0,71.0
124,79.0,76.0,70.0,70.0,73.0,71.0,77.0
125,76.0,70.0,70.0,73.0,71.0,77.0,81.0
126,70.0,70.0,73.0,71.0,77.0,81.0,67.0
127,70.0,73.0,71.0,77.0,81.0,67.0,68.0
128,73.0,71.0,77.0,81.0,67.0,68.0,67.0
129,71.0,77.0,81.0,67.0,68.0,67.0,78.0
130,77.0,81.0,67.0,68.0,67.0,78.0,91.0
131,81.0,67.0,68.0,67.0,78.0,91.0,91.0
132,67.0,68.0,67.0,78.0,91.0,91.0,96.0
133,68.0,67.0,78.0,91.0,91.0,96.0,101.0
134,75.0,68.0,63.0,60.0,55.0,55.0,55.0
135,68.0,63.0,60.0,55.0,55.0,55.0,64.0
136,63.0,60.0,55.0,55.0,55.0,64.0,64.0
137,60.0,55.0,55.0,55.0,64.0,64.0,67.0
138,55.0,55.0,55.0,64.0,64.0,67.0,71.0
139,55.0,55.0,64.0,64.0,67.0,71.0,75.0
140,55.0,64.0,64.0,67.0,71.0,75.0,71.0
141,64.0,64.0,67.0,71.0,75.0,71.0,71.0
142,64.0,67.0,71.0,75.0,71.0,71.0,73.0
143,67.0,71.0,75.0,71.0,71.0,73.0,70.0
144,71.0,75.0,71.0,71.0,73.0,70.0,68.0
145,75.0,71.0,71.0,73.0,70.0,68.0,67.0
146,71.0,71.0,73.0,70.0,68.0,67.0,69.0
147,71.0,73.0,70.0,68.0,67.0,69.0,66.0
148,73.0,70.0,68.0,67.0,69.0,66.0,101.0
149,74.0,54.0,42.0,40.0,35.0,35.0,35.0
150,54.0,42.0,40.0,35.0,35.0,35.0,35.0
151,42.0,40.0,35.0,35.0,35.0,35.0,35.0
152,40.0,35.0,35.0,35.0,35.0,35.0,39.0
153,35.0,35.0,35.0,35.0,35.0,39.0,37.0
154,35.0,35.0,35.0,35.0,39.0,37.0,37.0
155,35.0,35.0,35.0,39.0,37.0,37.0,37.0
156,35.0,35.0,39.0,37.0,37.0,37.0,59.0
157,35.0,39.0,37.0,37.0,37.0,59.0,64.0
158,39.0,37.0,37.0,37.0,59.0,64.0,67.0
159,37.0,37.0,37.0,59.0,64.0,67.0,71.0
160,37.0,37.0,59.0,64.0,67.0,71.0,82.0
161,37.0,59.0,64.0,67.0,71.0,82.0,84.0
162,59.0,64.0,67.0,71.0,82.0,84.0,98.0
163,64.0,67.0,71.0,82.0,84.0,98.0,101.0
164,33.0,33.0,46.0,64.0,78.0,92.0,101.0
165,40.0,37.0,33.0,31.0,36.0,37.0,42.0
166,37.0,33.0,31.0,36.0,37.0,42.0,52.0
167,33.0,31.0,36.0,37.0,42.0,52.0,61.0
168,31.0,36.0,37.0,42.0,52.0,61.0,81.0
169,36.0,37.0,42.0,52.0,61.0,81.0,87.0
170,37.0,42.0,52.0,61.0,81.0,87.0,96.0
171,42.0,52.0,61.0,81.0,87.0,96.0,101.0
172,82.0,80.0,78.0,78.0,75.0,78.0,72.0
173,80.0,78.0,78.0,75.0,78.0,72.0,72.0
174,78.0,78.0,75.0,78.0,72.0,72.0,78.0
175,78.0,75.0,78.0,72.0,72.0,78.0,82.0
176,75.0,78.0,72.0,72.0,78.0,82.0,93.0
177,78.0,72.0,72.0,78.0,82.0,93.0,101.0
178,93.0,87.0,87.0,78.0,77.0,71.0,64.0
179,87.0,87.0,78.0,77.0,71.0,64.0,70.0
180,87.0,78.0,77.0,71.0,64.0,70.0,69.0
181,78.0,77.0,71.0,64.0,70.0,69.0,67.0
182,77.0,71.0,64.0,70.0,69.0,67.0,60.0
183,71.0,64.0,70.0,69.0,67.0,60.0,57.0
184,64.0,70.0,69.0,67.0,60.0,57.0,62.0
185,70.0,69.0,67.0,60.0,57.0,62.0,63.0
186,69.0,67.0,60.0,57.0,62.0,63.0,60.0
187,67.0,60.0,57.0,62.0,63.0,60.0,64.0
188,60.0,57.0,62.0,63.0,60.0,64.0,63.0
189,57.0,62.0,63.0,60.0,64.0,63.0,65.0
190,62.0,63.0,60.0,64.0,63.0,65.0,70.0
191,63.0,60.0,64.0,63.0,65.0,70.0,71.0
192,60.0,64.0,63.0,65.0,70.0,71.0,101.0
193,48.0,46.0,44.0,54.0,75.0,84.0,96.0
194,46.0,44.0,54.0,75.0,84.0,96.0,101.0
195,84.0,79.0,73.0,68.0,56.0,54.0,49.0
196,79.0,73.0,68.0,56.0,54.0,49.0,41.0
197,73.0,68.0,56.0,54.0,49.0,41.0,40.0
198,68.0,56.0,54.0,49.0,41.0,40.0,34.0
199,56.0,54.0,49.0,41.0,40.0,34.0,33.0
200,54.0,49.0,41.0,40.0,34.0,33.0,31.0
201,49.0,41.0,40.0,34.0,33.0,31.0,30.0
202,41.0,40.0,34.0,33.0,31.0,30.0,30.0
203,40.0,34.0,33.0,31.0,30.0,30.0,38.0
204,34.0,33.0,31.0,30.0,30.0,38.0,44.0
205,33.0,31.0,30.0,30.0,38.0,44.0,52.0
206,31.0,30.0,30.0,38.0,44.0,52.0,56.0
207,30.0,30.0,38.0,44.0,52.0,56.0,62.0
208,30.0,38.0,44.0,52.0,56.0,62.0,82.0
209,38.0,44.0,52.0,56.0,62.0,82.0,101.0
210,34.0,29.0,24.0,23.0,16.0,14.0,10.0
211,29.0,24.0,23.0,16.0,14.0,10.0,14.0
212,24.0,23.0,16.0,14.0,10.0,14.0,17.0
213,23.0,16.0,14.0,10.0,14.0,17.0,18.0
214,16.0,14.0,10.0,14.0,17.0,18.0,23.0
215,14.0,10.0,14.0,17.0,18.0,23.0,36.0
216,10.0,14.0,17.0,18.0,23.0,36.0,53.0
217,14.0,17.0,18.0,23.0,36.0,53.0,76.0
218,17.0,18.0,23.0,36.0,53.0,76.0,89.0
219,18.0,23.0,36.0,53.0,76.0,89.0,73.0
220,23.0,36.0,53.0,76.0,89.0,73.0,87.0
221,36.0,53.0,76.0,89.0,73.0,87.0,99.0
222,53.0,76.0,89.0,73.0,87.0,99.0,101.0
223,27.0,39.0,69.0,83.0,87.0,84.0,71.0
224,39.0,69.0,83.0,87.0,84.0,71.0,39.0
225,69.0,83.0,87.0,84.0,71.0,39.0,55.0
226,83.0,87.0,84.0,71.0,39.0,55.0,59.0
227,87.0,84.0,71.0,39.0,55.0,59.0,68.0
228,84.0,71.0,39.0,55.0,59.0,68.0,77.0
229,71.0,39.0,55.0,59.0,68.0,77.0,88.0
230,39.0,55.0,59.0,68.0,77.0,88.0,86.0
231,55.0,59.0,68.0,77.0,88.0,86.0,90.0
232,59.0,68.0,77.0,88.0,86.0,90.0,99.0
233,68.0,77.0,88.0,86.0,90.0,99.0,97.0
234,77.0,88.0,86.0,90.0,99.0,97.0,95.0
235,88.0,86.0,90.0,99.0,97.0,95.0,92.0
236,86.0,90.0,99.0,97.0,95.0,92.0,98.0
237,90.0,99.0,97.0,95.0,92.0,98.0,101.0
238,17.0,14.0,18.0,9.0,8.0,5.0,4.0
239,14.0,18.0,9.0,8.0,5.0,4.0,4.0
240,18.0,9.0,8.0,5.0,4.0,4.0,4.0
241,9.0,8.0,5.0,4.0,4.0,4.0,3.0
242,8.0,5.0,4.0,4.0,4.0,3.0,1.0
243,5.0,4.0,4.0,4.0,3.0,1.0,1.0
244,4.0,4.0,4.0,3.0,1.0,1.0,2.0
245,4.0,4.0,3.0,1.0,1.0,2.0,2.0
246,4.0,3.0,1.0,1.0,2.0,2.0,4.0
247,3.0,1.0,1.0,2.0,2.0,4.0,5.0
248,1.0,1.0,2.0,2.0,4.0,5.0,8.0
249,1.0,2.0,2.0,4.0,5.0,8.0,11.0
250,2.0,2.0,4.0,5.0,8.0,11.0,13.0
251,2.0,4.0,5.0,8.0,11.0,13.0,14.0
252,4.0,5.0,8.0,11.0,13.0,14.0,17.0
253,5.0,8.0,11.0,13.0,14.0,17.0,19.0
254,8.0,11.0,13.0,14.0,17.0,19.0,20.0
255,11.0,13.0,14.0,17.0,19.0,20.0,21.0
256,13.0,14.0,17.0,19.0,20.0,21.0,18.0
257,14.0,17.0,19.0,20.0,21.0,18.0,24.0
258,17.0,19.0,20.0,21.0,18.0,24.0,29.0
259,19.0,20.0,21.0,18.0,24.0,29.0,31.0
260,20.0,21.0,18.0,24.0,29.0,31.0,38.0
261,21.0,18.0,24.0,29.0,31.0,38.0,46.0
262,18.0,24.0,29.0,31.0,38.0,46.0,46.0
263,24.0,29.0,31.0,38.0,46.0,46.0,49.0
264,29.0,31.0,38.0,46.0,46.0,49.0,101.0
265,61.0,28.0,8.0,27.0,51.0,76.0,82.0
266,28.0,8.0,27.0,51.0,76.0,82.0,86.0
267,8.0,27.0,51.0,76.0,82.0,86.0,83.0
268,27.0,51.0,76.0,82.0,86.0,83.0,85.0
269,51.0,76.0,82.0,86.0,83.0,85.0,96.0
270,76.0,82.0,86.0,83.0,85.0,96.0,101.0
271,91.0,62.0,52.0,51.0,51.0,52.0,47.0
272,62.0,52.0,51.0,51.0,52.0,47.0,49.0
273,52.0,51.0,51.0,52.0,47.0,49.0,46.0
274,51.0,51.0,52.0,47.0,49.0,46.0,42.0
275,51.0,52.0,47.0,49.0,46.0,42.0,41.0
276,52.0,47.0,49.0,46.0,42.0,41.0,35.0
277,47.0,49.0,46.0,42.0,41.0,35.0,36.0
278,49.0,46.0,42.0,41.0,35.0,36.0,39.0
279,46.0,42.0,41.0,35.0,36.0,39.0,35.0
280,42.0,41.0,35.0,36.0,39.0,35.0,34.0
281,41.0,35.0,36.0,39.0,35.0,34.0,43.0
282,35.0,36.0,39.0,35.0,34.0,43.0,53.0
283,36.0,39.0,35.0,34.0,43.0,53.0,50.0
284,39.0,35.0,34.0,43.0,53.0,50.0,47.0
285,35.0,34.0,43.0,53.0,50.0,47.0,101.0
286,74.0,42.0,24.0,16.0,13.0,9.0,6.0
287,42.0,24.0,16.0,13.0,9.0,6.0,5.0
288,24.0,16.0,13.0,9.0,6.0,5.0,3.0
289,16.0,13.0,9.0,6.0,5.0,3.0,3.0
290,13.0,9.0,6.0,5.0,3.0,3.0,2.0
291,9.0,6.0,5.0,3.0,3.0,2.0,2.0
292,6.0,5.0,3.0,3.0,2.0,2.0,2.0
293,5.0,3.0,3.0,2.0,2.0,2.0,2.0
294,3.0,3.0,2.0,2.0,2.0,2.0,2.0
295,3.0,2.0,2.0,2.0,2.0,2.0,2.0
296,2.0,2.0,2.0,2.0,2.0,2.0,2.0
297,2.0,2.0,2.0,2.0,2.0,2.0,4.0
298,2.0,2.0,2.0,2.0,2.0,4.0,5.0
299,2.0,2.0,2.0,2.0,4.0,5.0,6.0
300,2.0,2.0,2.0,4.0,5.0,6.0,7.0
301,2.0,2.0,4.0,5.0,6.0,7.0,9.0
302,2.0,4.0,5.0,6.0,7.0,9.0,11.0
303,4.0,5.0,6.0,7.0,9.0,11.0,11.0
304,5.0,6.0,7.0,9.0,11.0,11.0,11.0
305,6.0,7.0,9.0,11.0,11.0,11.0,19.0
306,7.0,9.0,11.0,11.0,11.0,19.0,21.0
307,9.0,11.0,11.0,11.0,19.0,21.0,25.0
308,11.0,11.0,11.0,19.0,21.0,25.0,30.0
309,11.0,11.0,19.0,21.0,25.0,30.0,34.0
310,11.0,19.0,21.0,25.0,30.0,34.0,32.0
311,19.0,21.0,25.0,30.0,34.0,32.0,34.0
312,21.0,25.0,30.0,34.0,32.0,34.0,32.0
313,25.0,30.0,34.0,32.0,34.0,32.0,36.0
314,30.0,34.0,32.0,34.0,32.0,36.0,42.0
315,34.0,32.0,34.0,32.0,36.0,42.0,44.0
316,32.0,34.0,32.0,36.0,42.0,44.0,43.0
317,34.0,32.0,36.0,42.0,44.0,43.0,44.0
318,32.0,36.0,42.0,44.0,43.0,44.0,50.0
319,36.0,42.0,44.0,43.0,44.0,50.0,101.0
320,68.0,35.0,19.0,16.0,10.0,7.0,6.0
321,35.0,19.0,16.0,10.0,7.0,6.0,5.0
322,19.0,16.0,10.0,7.0,6.0,5.0,5.0
323,16.0,10.0,7.0,6.0,5.0,5.0,7.0
324,10.0,7.0,6.0,5.0,5.0,7.0,7.0
325,7.0,6.0,5.0,5.0,7.0,7.0,9.0
326,6.0,5.0,5.0,7.0,7.0,9.0,14.0
327,5.0,5.0,7.0,7.0,9.0,14.0,23.0
328,5.0,7.0,7.0,9.0,14.0,23.0,29.0
329,7.0,7.0,9.0,14.0,23.0,29.0,39.0
330,7.0,9.0,14.0,23.0,29.0,39.0,42.0
331,9.0,14.0,23.0,29.0,39.0,42.0,45.0
332,14.0,23.0,29.0,39.0,42.0,45.0,46.0
333,23.0,29.0,39.0,42.0,45.0,46.0,50.0
334,29.0,39.0,42.0,45.0,46.0,50.0,50.0
335,39.0,42.0,45.0,46.0,50.0,50.0,101.0
336,97.0,83.0,81.0,93.0,91.0,98.0,91.0
337,83.0,81.0,93.0,91.0,98.0,91.0,100.0
338,81.0,93.0,91.0,98.0,91.0,100.0,101.0
339,92.0,75.0,75.0,79.0,77.0,77.0,73.0
340,75.0,75.0,79.0,77.0,77.0,73.0,71.0
341,75.0,79.0,77.0,77.0,73.0,71.0,73.0
342,79.0,77.0,77.0,73.0,71.0,73.0,76.0
343,77.0,77.0,73.0,71.0,73.0,76.0,81.0
344,77.0,73.0,71.0,73.0,76.0,81.0,86.0
345,73.0,71.0,73.0,76.0,81.0,86.0,87.0
346,71.0,73.0,76.0,81.0,86.0,87.0,93.0
347,73.0,76.0,81.0,86.0,87.0,93.0,101.0
348,70.0,61.0,55.0,52.0,46.0,45.0,34.0
349,61.0,55.0,52.0,46.0,45.0,34.0,36.0
350,55.0,52.0,46.0,45.0,34.0,36.0,36.0
351,52.0,46.0,45.0,34.0,36.0,36.0,35.0
352,46.0,45.0,34.0,36.0,36.0,35.0,35.0
353,45.0,34.0,36.0,36.0,35.0,35.0,35.0
354,34.0,36.0,36.0,35.0,35.0,35.0,35.0
355,36.0,36.0,35.0,35.0,35.0,35.0,33.0
356,36.0,35.0,35.0,35.0,35.0,33.0,28.0
357,35.0,35.0,35.0,35.0,33.0,28.0,31.0
358,35.0,35.0,35.0,33.0,28.0,31.0,32.0
359,35.0,35.0,33.0,28.0,31.0,32.0,35.0
360,35.0,33.0,28.0,31.0,32.0,35.0,37.0
361,33.0,28.0,31.0,32.0,35.0,37.0,41.0
362,28.0,31.0,32.0,35.0,37.0,41.0,47.0
363,31.0,32.0,35.0,37.0,41.0,47.0,49.0
364,32.0,35.0,37.0,41.0,47.0,49.0,101.0
365,89.0,79.0,67.0,57.0,47.0,43.0,36.0
366,79.0,67.0,57.0,47.0,43.0,36.0,35.0
367,67.0,57.0,47.0,43.0,36.0,35.0,36.0
368,57.0,47.0,43.0,36.0,35.0,36.0,36.0
369,47.0,43.0,36.0,35.0,36.0,36.0,32.0
370,43.0,36.0,35.0,36.0,36.0,32.0,28.0
371,36.0,35.0,36.0,36.0,32.0,28.0,28.0
372,35.0,36.0,36.0,32.0,28.0,28.0,25.0
373,36.0,36.0,32.0,28.0,28.0,25.0,21.0
374,36.0,32.0,28.0,28.0,25.0,21.0,18.0
375,32.0,28.0,28.0,25.0,21.0,18.0,18.0
376,28.0,28.0,25.0,21.0,18.0,18.0,14.0
377,28.0,25.0,21.0,18.0,18.0,14.0,13.0
378,25.0,21.0,18.0,18.0,14.0,13.0,11.0
379,21.0,18.0,18.0,14.0,13.0,11.0,11.0
380,18.0,18.0,14.0,13.0,11.0,11.0,12.0
381,18.0,14.0,13.0,11.0,11.0,12.0,12.0
382,14.0,13.0,11.0,11.0,12.0,12.0,12.0
383,13.0,11.0,11.0,12.0,12.0,12.0,13.0
384,11.0,11.0,12.0,12.0,12.0,13.0,15.0
385,11.0,12.0,12.0,12.0,13.0,15.0,15.0
386,12.0,12.0,12.0,13.0,15.0,15.0,15.0
387,12.0,12.0,13.0,15.0,15.0,15.0,15.0
388,12.0,13.0,15.0,15.0,15.0,15.0,16.0
389,13.0,15.0,15.0,15.0,15.0,16.0,19.0
390,15.0,15.0,15.0,15.0,16.0,19.0,21.0
391,15.0,15.0,15.0,16.0,19.0,21.0,26.0
392,15.0,15.0,16.0,19.0,21.0,26.0,22.0
393,15.0,16.0,19.0,21.0,26.0,22.0,26.0
394,16.0,19.0,21.0,26.0,22.0,26.0,29.0
395,19.0,21.0,26.0,22.0,26.0,29.0,29.0
396,21.0,26.0,22.0,26.0,29.0,29.0,33.0
397,26.0,22.0,26.0,29.0,29.0,33.0,34.0
398,22.0,26.0,29.0,29.0,33.0,34.0,38.0
399,26.0,29.0,29.0,33.0,34.0,38.0,46.0
400,29.0,29.0,33.0,34.0,38.0,46.0,44.0
401,29.0,33.0,34.0,38.0,46.0,44.0,48.0
402,33.0,34.0,38.0,46.0,44.0,48.0,47.0
403,34.0,38.0,46.0,44.0,48.0,47.0,50.0
404,38.0,46.0,44.0,48.0,47.0,50.0,101.0
405,91.0,85.0,85.0,66.0,59.0,55.0,54.0
406,85.0,85.0,66.0,59.0,55.0,54.0,41.0
407,85.0,66.0,59.0,55.0,54.0,41.0,44.0
408,66.0,59.0,55.0,54.0,41.0,44.0,29.0
409,59.0,55.0,54.0,41.0,44.0,29.0,36.0
410,55.0,54.0,41.0,44.0,29.0,36.0,27.0
411,54.0,41.0,44.0,29.0,36.0,27.0,43.0
412,41.0,44.0,29.0,36.0,27.0,43.0,59.0
413,44.0,29.0,36.0,27.0,43.0,59.0,67.0
414,29.0,36.0,27.0,43.0,59.0,67.0,78.0
415,36.0,27.0,43.0,59.0,67.0,78.0,101.0
416,69.0,58.0,52.0,42.0,34.0,31.0,28.0
417,58.0,52.0,42.0,34.0,31.0,28.0,28.0
418,52.0,42.0,34.0,31.0,28.0,28.0,23.0
419,42.0,34.0,31.0,28.0,28.0,23.0,23.0
420,34.0,31.0,28.0,28.0,23.0,23.0,23.0
421,31.0,28.0,28.0,23.0,23.0,23.0,23.0
422,28.0,28.0,23.0,23.0,23.0,23.0,28.0
423,28.0,23.0,23.0,23.0,23.0,28.0,26.0
424,23.0,23.0,23.0,23.0,28.0,26.0,27.0
425,23.0,23.0,23.0,28.0,26.0,27.0,25.0
426,23.0,23.0,28.0,26.0,27.0,25.0,33.0
427,23.0,28.0,26.0,27.0,25.0,33.0,38.0
428,28.0,26.0,27.0,25.0,33.0,38.0,41.0
429,26.0,27.0,25.0,33.0,38.0,41.0,46.0
430,27.0,25.0,33.0,38.0,41.0,46.0,101.0
431,20.0,18.0,16.0,16.0,13.0,13.0,13.0
432,18.0,16.0,16.0,13.0,13.0,13.0,12.0
433,16.0,16.0,13.0,13.0,13.0,12.0,17.0
434,16.0,13.0,13.0,13.0,12.0,17.0,17.0
435,13.0,13.0,13.0,12.0,17.0,17.0,18.0
436,13.0,13.0,12.0,17.0,17.0,18.0,17.0
437,13.0,12.0,17.0,17.0,18.0,17.0,21.0
438,12.0,17.0,17.0,18.0,17.0,21.0,25.0
439,17.0,17.0,18.0,17.0,21.0,25.0,26.0
440,17.0,18.0,17.0,21.0,25.0,26.0,28.0
441,18.0,17.0,21.0,25.0,26.0,28.0,34.0
442,17.0,21.0,25.0,26.0,28.0,34.0,35.0
443,21.0,25.0,26.0,28.0,34.0,35.0,40.0
444,25.0,26.0,28.0,34.0,35.0,40.0,46.0
445,26.0,28.0,34.0,35.0,40.0,46.0,46.0
446,28.0,34.0,35.0,40.0,46.0,46.0,47.0
447,34.0,35.0,40.0,46.0,46.0,47.0,101.0
448,72.0,61.0,53.0,48.0,48.0,41.0,34.0
449,61.0,53.0,48.0,48.0,41.0,34.0,28.0
450,53.0,48.0,48.0,41.0,34.0,28.0,25.0
451,48.0,48.0,41.0,34.0,28.0,25.0,23.0
452,48.0,41.0,34.0,28.0,25.0,23.0,29.0
453,41.0,34.0,28.0,25.0,23.0,29.0,29.0
454,34.0,28.0,25.0,23.0,29.0,29.0,36.0
455,28.0,25.0,23.0,29.0,29.0,36.0,46.0
456,25.0,23.0,29.0,29.0,36.0,46.0,55.0
457,23.0,29.0,29.0,36.0,46.0,55.0,64.0
458,29.0,29.0,36.0,46.0,55.0,64.0,68.0
459,29.0,36.0,46.0,55.0,64.0,68.0,66.0
460,36.0,46.0,55.0,64.0,68.0,66.0,67.0
461,46.0,55.0,64.0,68.0,66.0,67.0,75.0
462,55.0,64.0,68.0,66.0,67.0,75.0,101.0
463,53.0,17.0,14.0,14.0,14.0,20.0,23.0
