,diff_0,diff_1,target
7806,6.0,17.0,16.0
7807,17.0,16.0,22.0
7808,16.0,22.0,42.0
7809,22.0,42.0,101.0
7810,99.0,61.0,43.0
7811,61.0,43.0,34.0
7812,43.0,34.0,23.0
7813,34.0,23.0,21.0
7814,23.0,21.0,14.0
7815,21.0,14.0,9.0
7816,14.0,9.0,9.0
7817,9.0,9.0,8.0
7818,9.0,8.0,8.0
7819,8.0,8.0,7.0
7820,8.0,7.0,8.0
7821,7.0,8.0,9.0
7822,8.0,9.0,10.0
7823,9.0,10.0,12.0
7824,10.0,12.0,10.0
7825,12.0,10.0,9.0
7826,10.0,9.0,11.0
7827,9.0,11.0,16.0
7828,11.0,16.0,14.0
7829,16.0,14.0,14.0
7830,14.0,14.0,15.0
7831,14.0,15.0,16.0
7832,15.0,16.0,15.0
7833,16.0,15.0,17.0
7834,15.0,17.0,19.0
7835,17.0,19.0,20.0
7836,19.0,20.0,22.0
7837,20.0,22.0,26.0
7838,22.0,26.0,22.0
7839,26.0,22.0,25.0
7840,22.0,25.0,26.0
7841,25.0,26.0,32.0
7842,26.0,32.0,36.0
7843,32.0,36.0,41.0
7844,36.0,41.0,42.0
7845,41.0,42.0,101.0
7846,84.0,76.0,67.0
7847,76.0,67.0,59.0
7848,67.0,59.0,54.0
7849,59.0,54.0,46.0
7850,54.0,46.0,47.0
7851,46.0,47.0,39.0
7852,47.0,39.0,5.0
7853,39.0,5.0,2.0
7854,5.0,2.0,5.0
7855,2.0,5.0,13.0
7856,5.0,13.0,23.0
7857,13.0,23.0,23.0
7858,23.0,23.0,25.0
7859,23.0,25.0,29.0
7860,25.0,29.0,37.0
7861,29.0,37.0,44.0
7862,37.0,44.0,44.0
7863,44.0,44.0,53.0
7864,44.0,53.0,101.0
7865,52.0,62.0,65.0
7866,62.0,65.0,66.0
7867,65.0,66.0,52.0
7868,66.0,52.0,55.0
7869,52.0,55.0,54.0
7870,55.0,54.0,56.0
7871,54.0,56.0,53.0
7872,56.0,53.0,50.0
7873,53.0,50.0,51.0
7874,50.0,51.0,64.0
7875,51.0,64.0,51.0
7876,64.0,51.0,74.0
7877,51.0,74.0,89.0
7878,74.0,89.0,101.0
7879,92.0,75.0,52.0
7880,75.0,52.0,40.0
7881,52.0,40.0,30.0
7882,40.0,30.0,26.0
7883,30.0,26.0,23.0
7884,26.0,23.0,18.0
7885,23.0,18.0,19.0
7886,18.0,19.0,22.0
7887,19.0,22.0,21.0
7888,22.0,21.0,14.0
7889,21.0,14.0,14.0
7890,14.0,14.0,14.0
7891,14.0,14.0,16.0
7892,14.0,16.0,11.0
7893,16.0,11.0,16.0
7894,11.0,16.0,17.0
7895,16.0,17.0,17.0
7896,17.0,17.0,22.0
7897,17.0,22.0,23.0
7898,22.0,23.0,23.0
7899,23.0,23.0,24.0
7900,23.0,24.0,29.0
7901,24.0,29.0,28.0
7902,29.0,28.0,33.0
7903,28.0,33.0,39.0
7904,33.0,39.0,41.0
7905,39.0,41.0,47.0
7906,41.0,47.0,101.0
7907,83.0,78.0,71.0
7908,78.0,71.0,71.0
7909,71.0,71.0,66.0
7910,71.0,66.0,55.0
7911,66.0,55.0,53.0
7912,55.0,53.0,57.0
7913,53.0,57.0,61.0
7914,57.0,61.0,61.0
7915,61.0,61.0,61.0
7916,61.0,61.0,72.0
7917,61.0,72.0,93.0
7918,72.0,93.0,101.0
7919,36.0,5.0,1.0
7920,5.0,1.0,1.0
7921,1.0,1.0,1.0
7922,1.0,1.0,1.0
7923,1.0,1.0,1.0
7924,1.0,1.0,1.0
7925,1.0,1.0,2.0
7926,1.0,2.0,3.0
7927,2.0,3.0,3.0
7928,3.0,3.0,3.0
7929,3.0,3.0,3.0
7930,3.0,3.0,3.0
7931,3.0,3.0,5.0
7932,3.0,5.0,5.0
7933,5.0,5.0,6.0
7934,5.0,6.0,7.0
7935,6.0,7.0,6.0
7936,7.0,6.0,10.0
7937,6.0,10.0,11.0
7938,10.0,11.0,15.0
7939,11.0,15.0,15.0
7940,15.0,15.0,18.0
7941,15.0,18.0,23.0
7942,18.0,23.0,27.0
7943,23.0,27.0,25.0
7944,27.0,25.0,29.0
7945,25.0,29.0,28.0
7946,29.0,28.0,41.0
7947,28.0,41.0,40.0
7948,41.0,40.0,45.0
7949,40.0,45.0,47.0
7950,45.0,47.0,101.0
7951,81.0,55.0,40.0
7952,55.0,40.0,26.0
7953,40.0,26.0,18.0
7954,26.0,18.0,14.0
7955,18.0,14.0,10.0
7956,14.0,10.0,10.0
7957,10.0,10.0,10.0
7958,10.0,10.0,10.0
7959,10.0,10.0,10.0
7960,10.0,10.0,10.0
7961,10.0,10.0,13.0
7962,10.0,13.0,14.0
7963,13.0,14.0,22.0
7964,14.0,22.0,33.0
7965,22.0,33.0,39.0
7966,33.0,39.0,44.0
7967,39.0,44.0,49.0
7968,44.0,49.0,60.0
7969,49.0,60.0,101.0
7970,89.0,70.0,54.0
7971,70.0,54.0,42.0
7972,54.0,42.0,24.0
7973,42.0,24.0,15.0
7974,24.0,15.0,15.0
7975,15.0,15.0,11.0
7976,15.0,11.0,6.0
7977,11.0,6.0,5.0
7978,6.0,5.0,7.0
7979,5.0,7.0,6.0
7980,7.0,6.0,8.0
7981,6.0,8.0,11.0
7982,8.0,11.0,11.0
7983,11.0,11.0,11.0
7984,11.0,11.0,14.0
7985,11.0,14.0,14.0
7986,14.0,14.0,16.0
7987,14.0,16.0,15.0
7988,16.0,15.0,28.0
7989,15.0,28.0,43.0
7990,28.0,43.0,46.0
7991,43.0,46.0,101.0
7992,74.0,42.0,54.0
7993,42.0,54.0,65.0
7994,54.0,65.0,75.0
7995,65.0,75.0,82.0
7996,75.0,82.0,99.0
7997,82.0,99.0,101.0
7998,33.0,35.0,42.0
7999,35.0,42.0,46.0
8000,42.0,46.0,48.0
8001,46.0,48.0,101.0
8002,25.0,10.0,8.0
8003,10.0,8.0,5.0
8004,8.0,5.0,2.0
8005,5.0,2.0,2.0
8006,2.0,2.0,5.0
8007,2.0,5.0,4.0
8008,5.0,4.0,5.0
8009,4.0,5.0,5.0
8010,5.0,5.0,5.0
8011,5.0,5.0,5.0
8012,5.0,5.0,10.0
8013,5.0,10.0,14.0
8014,10.0,14.0,16.0
8015,14.0,16.0,23.0
8016,16.0,23.0,101.0
8017,87.0,73.0,62.0
8018,73.0,62.0,58.0
8019,62.0,58.0,58.0
8020,58.0,58.0,57.0
8021,58.0,57.0,51.0
8022,57.0,51.0,47.0
8023,51.0,47.0,101.0
8024,44.0,44.0,44.0
8025,44.0,44.0,55.0
8026,44.0,55.0,53.0
8027,55.0,53.0,53.0
8028,53.0,53.0,63.0
8029,53.0,63.0,84.0
8030,63.0,84.0,85.0
8031,84.0,85.0,87.0
8032,85.0,87.0,95.0
8033,87.0,95.0,101.0
8034,94.0,96.0,89.0
8035,96.0,89.0,80.0
8036,89.0,80.0,74.0
8037,80.0,74.0,59.0
8038,74.0,59.0,55.0
8039,59.0,55.0,58.0
8040,55.0,58.0,56.0
8041,58.0,56.0,61.0
8042,56.0,61.0,80.0
8043,61.0,80.0,101.0
8044,93.0,97.0,76.0
8045,97.0,76.0,67.0
8046,76.0,67.0,50.0
8047,67.0,50.0,31.0
8048,50.0,31.0,25.0
8049,31.0,25.0,16.0
8050,25.0,16.0,14.0
8051,16.0,14.0,13.0
8052,14.0,13.0,14.0
8053,13.0,14.0,14.0
8054,14.0,14.0,15.0
8055,14.0,15.0,19.0
8056,15.0,19.0,33.0
8057,19.0,33.0,34.0
8058,33.0,34.0,40.0
8059,34.0,40.0,55.0
8060,40.0,55.0,64.0
8061,55.0,64.0,70.0
8062,64.0,70.0,101.0
8063,74.0,65.0,54.0
8064,65.0,54.0,41.0
8065,54.0,41.0,34.0
8066,41.0,34.0,27.0
8067,34.0,27.0,25.0
8068,27.0,25.0,25.0
8069,25.0,25.0,22.0
8070,25.0,22.0,23.0
8071,22.0,23.0,27.0
8072,23.0,27.0,27.0
8073,27.0,27.0,34.0
8074,27.0,34.0,34.0
8075,34.0,34.0,30.0
8076,34.0,30.0,36.0
8077,30.0,36.0,41.0
8078,36.0,41.0,45.0
8079,41.0,45.0,47.0
8080,45.0,47.0,52.0
8081,47.0,52.0,101.0
8082,98.0,90.0,84.0
8083,90.0,84.0,85.0
8084,84.0,85.0,74.0
8085,85.0,74.0,70.0
8086,74.0,70.0,66.0
8087,70.0,66.0,63.0
8088,66.0,63.0,61.0
8089,63.0,61.0,61.0
8090,61.0,61.0,67.0
8091,61.0,67.0,73.0
8092,67.0,73.0,74.0
8093,73.0,74.0,79.0
8094,74.0,79.0,84.0
8095,79.0,84.0,93.0
8096,84.0,93.0,98.0
8097,93.0,98.0,101.0
8098,92.0,78.0,56.0
8099,78.0,56.0,48.0
8100,56.0,48.0,38.0
8101,48.0,38.0,33.0
8102,38.0,33.0,28.0
8103,33.0,28.0,24.0
8104,28.0,24.0,25.0
8105,24.0,25.0,25.0
8106,25.0,25.0,16.0
8107,25.0,16.0,19.0
8108,16.0,19.0,19.0
8109,19.0,19.0,21.0
8110,19.0,21.0,24.0
8111,21.0,24.0,23.0
8112,24.0,23.0,24.0
8113,23.0,24.0,17.0
8114,24.0,17.0,20.0
8115,17.0,20.0,26.0
8116,20.0,26.0,31.0
8117,26.0,31.0,35.0
8118,31.0,35.0,37.0
8119,35.0,37.0,36.0
8120,37.0,36.0,35.0
8121,36.0,35.0,41.0
8122,35.0,41.0,37.0
8123,41.0,37.0,28.0
8124,37.0,28.0,30.0
8125,28.0,30.0,26.0
8126,30.0,26.0,22.0
8127,26.0,22.0,22.0
8128,22.0,22.0,15.0
8129,22.0,15.0,11.0
8130,15.0,11.0,14.0
8131,11.0,14.0,14.0
8132,14.0,14.0,11.0
8133,14.0,11.0,8.0
8134,11.0,8.0,12.0
8135,8.0,12.0,10.0
8136,12.0,10.0,13.0
8137,10.0,13.0,14.0
8138,13.0,14.0,13.0
8139,14.0,13.0,16.0
8140,13.0,16.0,17.0
8141,16.0,17.0,18.0
8142,17.0,18.0,25.0
8143,18.0,25.0,19.0
8144,25.0,19.0,21.0
8145,19.0,21.0,24.0
8146,21.0,24.0,28.0
8147,24.0,28.0,30.0
8148,28.0,30.0,28.0
8149,30.0,28.0,32.0
8150,28.0,32.0,39.0
8151,32.0,39.0,40.0
8152,39.0,40.0,44.0
8153,40.0,44.0,46.0
8154,44.0,46.0,42.0
8155,46.0,42.0,40.0
8156,42.0,40.0,37.0
8157,40.0,37.0,44.0
8158,37.0,44.0,43.0
8159,44.0,43.0,47.0
8160,43.0,47.0,101.0
8161,94.0,68.0,64.0
8162,68.0,64.0,58.0
8163,64.0,58.0,39.0
8164,58.0,39.0,30.0
8165,39.0,30.0,23.0
8166,30.0,23.0,13.0
8167,23.0,13.0,12.0
8168,13.0,12.0,10.0
8169,12.0,10.0,8.0
8170,10.0,8.0,7.0
8171,8.0,7.0,7.0
8172,7.0,7.0,7.0
8173,7.0,7.0,8.0
8174,7.0,8.0,7.0
8175,8.0,7.0,9.0
8176,7.0,9.0,12.0
8177,9.0,12.0,15.0
8178,12.0,15.0,16.0
8179,15.0,16.0,21.0
8180,16.0,21.0,24.0
8181,21.0,24.0,30.0
8182,24.0,30.0,33.0
8183,30.0,33.0,39.0
8184,33.0,39.0,46.0
8185,39.0,46.0,50.0
8186,46.0,50.0,101.0
8187,86.0,87.0,93.0
8188,87.0,93.0,101.0
8189,51.0,32.0,24.0
8190,32.0,24.0,19.0
8191,24.0,19.0,16.0
8192,19.0,16.0,16.0
8193,16.0,16.0,16.0
8194,16.0,16.0,15.0
8195,16.0,15.0,14.0
8196,15.0,14.0,12.0
8197,14.0,12.0,7.0
8198,12.0,7.0,9.0
8199,7.0,9.0,8.0
8200,9.0,8.0,11.0
8201,8.0,11.0,9.0
8202,11.0,9.0,9.0
8203,9.0,9.0,11.0
8204,9.0,11.0,13.0
8205,11.0,13.0,12.0
8206,13.0,12.0,14.0
8207,12.0,14.0,14.0
8208,14.0,14.0,19.0
8209,14.0,19.0,29.0
8210,19.0,29.0,35.0
8211,29.0,35.0,37.0
8212,35.0,37.0,41.0
8213,37.0,41.0,41.0
8214,41.0,41.0,48.0
8215,41.0,48.0,101.0
8216,95.0,85.0,84.0
8217,85.0,84.0,79.0
8218,84.0,79.0,81.0
8219,79.0,81.0,95.0
8220,81.0,95.0,93.0
8221,95.0,93.0,85.0
8222,93.0,85.0,89.0
8223,85.0,89.0,94.0
8224,89.0,94.0,101.0
8225,87.0,94.0,99.0
8226,94.0,99.0,101.0
8227,72.0,71.0,77.0
8228,71.0,77.0,77.0
8229,77.0,77.0,84.0
8230,77.0,84.0,89.0
8231,84.0,89.0,86.0
8232,89.0,86.0,89.0
8233,86.0,89.0,94.0
8234,89.0,94.0,90.0
8235,94.0,90.0,100.0
8236,90.0,100.0,101.0
8237,87.0,65.0,46.0
8238,65.0,46.0,38.0
8239,46.0,38.0,24.0
8240,38.0,24.0,18.0
8241,24.0,18.0,8.0
8242,18.0,8.0,6.0
8243,8.0,6.0,6.0
8244,6.0,6.0,6.0
8245,6.0,6.0,6.0
8246,6.0,6.0,7.0
8247,6.0,7.0,8.0
8248,7.0,8.0,7.0
8249,8.0,7.0,7.0
8250,7.0,7.0,7.0
8251,7.0,7.0,7.0
8252,7.0,7.0,7.0
8253,7.0,7.0,7.0
8254,7.0,7.0,8.0
8255,7.0,8.0,9.0
8256,8.0,9.0,13.0
8257,9.0,13.0,17.0
8258,13.0,17.0,16.0
8259,17.0,16.0,20.0
8260,16.0,20.0,23.0
8261,20.0,23.0,20.0
8262,23.0,20.0,22.0
8263,20.0,22.0,26.0
8264,22.0,26.0,31.0
8265,26.0,31.0,34.0
8266,31.0,34.0,38.0
8267,34.0,38.0,40.0
8268,38.0,40.0,42.0
8269,40.0,42.0,101.0
8270,97.0,95.0,91.0
8271,95.0,91.0,101.0
8272,90.0,86.0,85.0
8273,86.0,85.0,87.0
8274,85.0,87.0,78.0
8275,87.0,78.0,78.0
8276,78.0,78.0,76.0
8277,78.0,76.0,75.0
8278,76.0,75.0,69.0
8279,75.0,69.0,67.0
8280,69.0,67.0,65.0
8281,67.0,65.0,67.0
8282,65.0,67.0,62.0
8283,67.0,62.0,62.0
8284,62.0,62.0,60.0
8285,62.0,60.0,68.0
8286,60.0,68.0,80.0
8287,68.0,80.0,101.0
8288,99.0,77.0,58.0
8289,77.0,58.0,47.0
8290,58.0,47.0,52.0
8291,47.0,52.0,35.0
8292,52.0,35.0,18.0
8293,35.0,18.0,13.0
8294,18.0,13.0,4.0
8295,13.0,4.0,3.0
8296,4.0,3.0,2.0
8297,3.0,2.0,2.0
8298,2.0,2.0,1.0
8299,2.0,1.0,1.0
8300,1.0,1.0,1.0
8301,1.0,1.0,1.0
8302,1.0,1.0,2.0
8303,1.0,2.0,2.0
8304,2.0,2.0,2.0
8305,2.0,2.0,3.0
8306,2.0,3.0,5.0
8307,3.0,5.0,5.0
8308,5.0,5.0,7.0
8309,5.0,7.0,9.0
8310,7.0,9.0,14.0
8311,9.0,14.0,15.0
8312,14.0,15.0,23.0
8313,15.0,23.0,26.0
8314,23.0,26.0,32.0
8315,26.0,32.0,38.0
8316,32.0,38.0,41.0
8317,38.0,41.0,101.0
8318,52.0,26.0,24.0
8319,26.0,24.0,20.0
8320,24.0,20.0,20.0
8321,20.0,20.0,17.0
8322,20.0,17.0,16.0
8323,17.0,16.0,14.0
8324,16.0,14.0,14.0
8325,14.0,14.0,13.0
8326,14.0,13.0,14.0
8327,13.0,14.0,16.0
8328,14.0,16.0,18.0
8329,16.0,18.0,21.0
8330,18.0,21.0,26.0
8331,21.0,26.0,35.0
8332,26.0,35.0,40.0
8333,35.0,40.0,48.0
8334,40.0,48.0,58.0
8335,48.0,58.0,60.0
8336,58.0,60.0,101.0
8337,98.0,96.0,79.0
8338,96.0,79.0,79.0
8339,79.0,79.0,79.0
8340,79.0,79.0,76.0
8341,79.0,76.0,69.0
8342,76.0,69.0,61.0
8343,69.0,61.0,61.0
8344,61.0,61.0,63.0
8345,61.0,63.0,60.0
8346,63.0,60.0,65.0
8347,60.0,65.0,70.0
8348,65.0,70.0,70.0
8349,70.0,70.0,75.0
8350,70.0,75.0,90.0
8351,75.0,90.0,98.0
8352,90.0,98.0,101.0
8353,83.0,96.0,101.0
8354,98.0,90.0,79.0
8355,90.0,79.0,61.0
8356,79.0,61.0,55.0
8357,61.0,55.0,46.0
8358,55.0,46.0,45.0
8359,46.0,45.0,38.0
8360,45.0,38.0,32.0
8361,38.0,32.0,31.0
8362,32.0,31.0,30.0
8363,31.0,30.0,35.0
8364,30.0,35.0,38.0
8365,35.0,38.0,40.0
8366,38.0,40.0,43.0
8367,40.0,43.0,47.0
8368,43.0,47.0,57.0
8369,47.0,57.0,58.0
8370,57.0,58.0,69.0
8371,58.0,69.0,87.0
8372,69.0,87.0,101.0
8373,60.0,37.0,29.0
8374,37.0,29.0,24.0
8375,29.0,24.0,22.0
8376,24.0,22.0,21.0
8377,22.0,21.0,18.0
8378,21.0,18.0,16.0
8379,18.0,16.0,13.0
8380,16.0,13.0,12.0
8381,13.0,12.0,8.0
8382,12.0,8.0,6.0
8383,8.0,6.0,1.0
8384,6.0,1.0,2.0
8385,1.0,2.0,3.0
8386,2.0,3.0,2.0
8387,3.0,2.0,2.0
8388,2.0,2.0,3.0
8389,2.0,3.0,4.0
8390,3.0,4.0,5.0
8391,4.0,5.0,4.0
8392,5.0,4.0,4.0
8393,4.0,4.0,6.0
8394,4.0,6.0,9.0
8395,6.0,9.0,12.0
8396,9.0,12.0,13.0
8397,12.0,13.0,19.0
8398,13.0,19.0,20.0
8399,19.0,20.0,20.0
8400,20.0,20.0,24.0
8401,20.0,24.0,29.0
8402,24.0,29.0,28.0
8403,29.0,28.0,27.0
8404,28.0,27.0,30.0
8405,27.0,30.0,33.0
8406,30.0,33.0,37.0
8407,33.0,37.0,38.0
8408,37.0,38.0,38.0
8409,38.0,38.0,48.0
8410,38.0,48.0,101.0
8411,50.0,48.0,57.0
8412,48.0,57.0,54.0
8413,57.0,54.0,57.0
8414,54.0,57.0,57.0
8415,57.0,57.0,58.0
8416,57.0,58.0,56.0
8417,58.0,56.0,48.0
8418,56.0,48.0,50.0
8419,48.0,50.0,46.0
8420,50.0,46.0,46.0
8421,46.0,46.0,50.0
8422,46.0,50.0,54.0
8423,50.0,54.0,52.0
8424,54.0,52.0,50.0
8425,52.0,50.0,52.0
8426,50.0,52.0,59.0
8427,52.0,59.0,77.0
8428,59.0,77.0,81.0
8429,77.0,81.0,101.0
8430,72.0,60.0,60.0
8431,60.0,60.0,56.0
8432,60.0,56.0,62.0
8433,56.0,62.0,56.0
8434,62.0,56.0,54.0
8435,56.0,54.0,42.0
8436,54.0,42.0,38.0
8437,42.0,38.0,35.0
8438,38.0,35.0,38.0
8439,35.0,38.0,44.0
8440,38.0,44.0,57.0
8441,44.0,57.0,83.0
8442,57.0,83.0,91.0
8443,83.0,91.0,101.0
8444,64.0,52.0,49.0
8445,52.0,49.0,41.0
8446,49.0,41.0,35.0
8447,41.0,35.0,38.0
8448,35.0,38.0,34.0
8449,38.0,34.0,34.0
8450,34.0,34.0,35.0
8451,34.0,35.0,40.0
8452,35.0,40.0,42.0
8453,40.0,42.0,45.0
8454,42.0,45.0,46.0
8455,45.0,46.0,51.0
8456,46.0,51.0,52.0
8457,51.0,52.0,55.0
8458,52.0,55.0,58.0
8459,55.0,58.0,59.0
8460,58.0,59.0,62.0
8461,59.0,62.0,67.0
8462,62.0,67.0,101.0
8463,65.0,59.0,62.0
8464,59.0,62.0,79.0
8465,62.0,79.0,99.0
8466,79.0,99.0,101.0
8467,65.0,65.0,65.0
8468,65.0,65.0,63.0
8469,65.0,63.0,58.0
8470,63.0,58.0,65.0
8471,58.0,65.0,68.0
8472,65.0,68.0,71.0
8473,68.0,71.0,67.0
8474,71.0,67.0,79.0
8475,67.0,79.0,82.0
8476,79.0,82.0,86.0
8477,82.0,86.0,89.0
8478,86.0,89.0,93.0
8479,89.0,93.0,98.0
8480,93.0,98.0,100.0
8481,98.0,100.0,101.0
8482,92.0,70.0,60.0
8483,70.0,60.0,18.0
8484,60.0,18.0,36.0
8485,18.0,36.0,27.0
8486,36.0,27.0,3.0
8487,27.0,3.0,3.0
8488,3.0,3.0,3.0
8489,3.0,3.0,2.0
8490,3.0,2.0,2.0
8491,2.0,2.0,2.0
8492,2.0,2.0,2.0
8493,2.0,2.0,3.0
8494,2.0,3.0,6.0
8495,3.0,6.0,7.0
8496,6.0,7.0,7.0
8497,7.0,7.0,10.0
8498,7.0,10.0,13.0
8499,10.0,13.0,14.0
8500,13.0,14.0,16.0
8501,14.0,16.0,21.0
8502,16.0,21.0,37.0
8503,21.0,37.0,41.0
8504,37.0,41.0,101.0
8505,98.0,85.0,82.0
8506,85.0,82.0,64.0
8507,82.0,64.0,63.0
8508,64.0,63.0,66.0
8509,63.0,66.0,60.0
8510,66.0,60.0,59.0
8511,60.0,59.0,57.0
8512,59.0,57.0,53.0
8513,57.0,53.0,51.0
8514,53.0,51.0,53.0
8515,51.0,53.0,56.0
8516,53.0,56.0,55.0
8517,56.0,55.0,55.0
8518,55.0,55.0,60.0
8519,55.0,60.0,74.0
8520,60.0,74.0,101.0
8521,85.0,82.0,77.0
8522,82.0,77.0,77.0
8523,77.0,77.0,85.0
8524,77.0,85.0,89.0
8525,85.0,89.0,101.0
8526,97.0,86.0,79.0
8527,86.0,79.0,70.0
8528,79.0,70.0,63.0
8529,70.0,63.0,56.0
8530,63.0,56.0,50.0
8531,56.0,50.0,48.0
8532,50.0,48.0,51.0
8533,48.0,51.0,38.0
8534,51.0,38.0,33.0
8535,38.0,33.0,31.0
8536,33.0,31.0,28.0
8537,31.0,28.0,28.0
8538,28.0,28.0,28.0
8539,28.0,28.0,27.0
8540,28.0,27.0,29.0
8541,27.0,29.0,31.0
8542,29.0,31.0,37.0
8543,31.0,37.0,45.0
8544,37.0,45.0,49.0
8545,45.0,49.0,48.0
8546,49.0,48.0,101.0
8547,85.0,70.0,65.0
8548,70.0,65.0,62.0
8549,65.0,62.0,55.0
8550,62.0,55.0,50.0
8551,55.0,50.0,50.0
8552,50.0,50.0,56.0
8553,50.0,56.0,61.0
8554,56.0,61.0,61.0
8555,61.0,61.0,72.0
8556,61.0,72.0,84.0
8557,72.0,84.0,81.0
8558,84.0,81.0,86.0
8559,81.0,86.0,86.0
8560,86.0,86.0,94.0
8561,86.0,94.0,97.0
8562,94.0,97.0,101.0
8563,51.0,35.0,62.0
8564,35.0,62.0,65.0
8565,62.0,65.0,56.0
8566,65.0,56.0,46.0
8567,56.0,46.0,37.0
8568,46.0,37.0,18.0
8569,37.0,18.0,18.0
8570,18.0,18.0,18.0
8571,18.0,18.0,22.0
8572,18.0,22.0,19.0
8573,22.0,19.0,20.0
8574,19.0,20.0,20.0
8575,20.0,20.0,24.0
8576,20.0,24.0,25.0
8577,24.0,25.0,32.0
8578,25.0,32.0,39.0
8579,32.0,39.0,38.0
8580,39.0,38.0,43.0
8581,38.0,43.0,49.0
8582,43.0,49.0,101.0
8583,66.0,46.0,97.0
8584,46.0,97.0,101.0
8585,99.0,84.0,72.0
8586,84.0,72.0,77.0
8587,72.0,77.0,79.0
8588,77.0,79.0,80.0
8589,79.0,80.0,87.0
8590,80.0,87.0,92.0
8591,87.0,92.0,101.0
8592,89.0,84.0,94.0
8593,84.0,94.0,92.0
8594,94.0,92.0,84.0
8595,92.0,84.0,74.0
8596,84.0,74.0,73.0
8597,74.0,73.0,73.0
8598,73.0,73.0,70.0
8599,73.0,70.0,70.0
8600,70.0,70.0,79.0
8601,70.0,79.0,92.0
8602,79.0,92.0,88.0
8603,92.0,88.0,94.0
8604,88.0,94.0,101.0
8605,87.0,72.0,64.0
8606,72.0,64.0,56.0
8607,64.0,56.0,60.0
8608,56.0,60.0,58.0
8609,60.0,58.0,54.0
8610,58.0,54.0,51.0
8611,54.0,51.0,53.0
8612,51.0,53.0,46.0
8613,53.0,46.0,46.0
8614,46.0,46.0,50.0
8615,46.0,50.0,55.0
8616,50.0,55.0,60.0
8617,55.0,60.0,70.0
8618,60.0,70.0,90.0
8619,70.0,90.0,99.0
8620,90.0,99.0,101.0
8621,78.0,72.0,56.0
8622,72.0,56.0,45.0
8623,56.0,45.0,45.0
8624,45.0,45.0,40.0
8625,45.0,40.0,40.0
8626,40.0,40.0,36.0
8627,40.0,36.0,33.0
8628,36.0,33.0,33.0
8629,33.0,33.0,32.0
8630,33.0,32.0,27.0
8631,32.0,27.0,25.0
8632,27.0,25.0,25.0
8633,25.0,25.0,29.0
8634,25.0,29.0,36.0
8635,29.0,36.0,38.0
8636,36.0,38.0,43.0
8637,38.0,43.0,48.0
8638,43.0,48.0,56.0
8639,48.0,56.0,101.0
8640,57.0,36.0,63.0
8641,36.0,63.0,83.0
8642,63.0,83.0,92.0
8643,83.0,92.0,77.0
8644,92.0,77.0,71.0
8645,77.0,71.0,67.0
8646,71.0,67.0,68.0
8647,67.0,68.0,65.0
8648,68.0,65.0,57.0
8649,65.0,57.0,59.0
8650,57.0,59.0,57.0
8651,59.0,57.0,48.0
8652,57.0,48.0,50.0
8653,48.0,50.0,53.0
8654,50.0,53.0,59.0
8655,53.0,59.0,61.0
8656,59.0,61.0,63.0
8657,61.0,63.0,54.0
8658,63.0,54.0,101.0
8659,65.0,65.0,65.0
8660,65.0,65.0,65.0
8661,65.0,65.0,64.0
8662,65.0,64.0,73.0
8663,64.0,73.0,74.0
8664,73.0,74.0,101.0
8665,75.0,61.0,50.0
8666,61.0,50.0,38.0
8667,50.0,38.0,33.0
8668,38.0,33.0,28.0
8669,33.0,28.0,22.0
8670,28.0,22.0,22.0
8671,22.0,22.0,18.0
8672,22.0,18.0,18.0
8673,18.0,18.0,18.0
8674,18.0,18.0,14.0
8675,18.0,14.0,11.0
8676,14.0,11.0,11.0
8677,11.0,11.0,13.0
8678,11.0,13.0,15.0
8679,13.0,15.0,18.0
8680,15.0,18.0,17.0
8681,18.0,17.0,18.0
8682,17.0,18.0,22.0
8683,18.0,22.0,26.0
8684,22.0,26.0,28.0
8685,26.0,28.0,30.0
8686,28.0,30.0,39.0
8687,30.0,39.0,34.0
8688,39.0,34.0,38.0
8689,34.0,38.0,36.0
8690,38.0,36.0,45.0
8691,36.0,45.0,47.0
8692,45.0,47.0,49.0
8693,47.0,49.0,101.0
8694,98.0,90.0,66.0
8695,90.0,66.0,62.0
8696,66.0,62.0,55.0
8697,62.0,55.0,52.0
8698,55.0,52.0,50.0
8699,52.0,50.0,44.0
8700,50.0,44.0,46.0
8701,44.0,46.0,47.0
8702,46.0,47.0,49.0
8703,47.0,49.0,58.0
8704,49.0,58.0,46.0
8705,58.0,46.0,53.0
8706,46.0,53.0,62.0
8707,53.0,62.0,66.0
8708,62.0,66.0,75.0
8709,66.0,75.0,81.0
8710,75.0,81.0,88.0
8711,81.0,88.0,87.0
8712,88.0,87.0,101.0
8713,45.0,36.0,34.0
8714,36.0,34.0,29.0
8715,34.0,29.0,27.0
8716,29.0,27.0,30.0
8717,27.0,30.0,36.0
8718,30.0,36.0,37.0
8719,36.0,37.0,39.0
8720,37.0,39.0,49.0
8721,39.0,49.0,57.0
8722,49.0,57.0,63.0
8723,57.0,63.0,65.0
8724,63.0,65.0,68.0
8725,65.0,68.0,79.0
8726,68.0,79.0,86.0
8727,79.0,86.0,101.0
8728,79.0,65.0,53.0
8729,65.0,53.0,48.0
8730,53.0,48.0,101.0
8731,95.0,79.0,72.0
8732,79.0,72.0,58.0
8733,72.0,58.0,50.0
8734,58.0,50.0,40.0
8735,50.0,40.0,33.0
8736,40.0,33.0,31.0
8737,33.0,31.0,37.0
