,diff_0,diff_1,diff_2,diff_3,diff_4,diff_5,diff_6,diff_7,target
4478,35.0,34.0,34.0,40.0,39.0,40.0,42.0,31.0,40.0
4479,34.0,34.0,40.0,39.0,40.0,42.0,31.0,40.0,49.0
4480,34.0,40.0,39.0,40.0,42.0,31.0,40.0,49.0,101.0
4481,68.0,91.0,90.0,80.0,75.0,55.0,57.0,48.0,33.0
4482,91.0,90.0,80.0,75.0,55.0,57.0,48.0,33.0,28.0
4483,90.0,80.0,75.0,55.0,57.0,48.0,33.0,28.0,21.0
4484,80.0,75.0,55.0,57.0,48.0,33.0,28.0,21.0,14.0
4485,75.0,55.0,57.0,48.0,33.0,28.0,21.0,14.0,12.0
4486,55.0,57.0,48.0,33.0,28.0,21.0,14.0,12.0,11.0
4487,57.0,48.0,33.0,28.0,21.0,14.0,12.0,11.0,15.0
4488,48.0,33.0,28.0,21.0,14.0,12.0,11.0,15.0,11.0
4489,33.0,28.0,21.0,14.0,12.0,11.0,15.0,11.0,7.0
4490,28.0,21.0,14.0,12.0,11.0,15.0,11.0,7.0,7.0
4491,21.0,14.0,12.0,11.0,15.0,11.0,7.0,7.0,6.0
4492,14.0,12.0,11.0,15.0,11.0,7.0,7.0,6.0,6.0
4493,12.0,11.0,15.0,11.0,7.0,7.0,6.0,6.0,6.0
4494,11.0,15.0,11.0,7.0,7.0,6.0,6.0,6.0,11.0
4495,15.0,11.0,7.0,7.0,6.0,6.0,6.0,11.0,12.0
4496,11.0,7.0,7.0,6.0,6.0,6.0,11.0,12.0,10.0
4497,7.0,7.0,6.0,6.0,6.0,11.0,12.0,10.0,11.0
4498,7.0,6.0,6.0,6.0,11.0,12.0,10.0,11.0,15.0
4499,6.0,6.0,6.0,11.0,12.0,10.0,11.0,15.0,20.0
4500,6.0,6.0,11.0,12.0,10.0,11.0,15.0,20.0,25.0
4501,6.0,11.0,12.0,10.0,11.0,15.0,20.0,25.0,26.0
4502,11.0,12.0,10.0,11.0,15.0,20.0,25.0,26.0,35.0
4503,12.0,10.0,11.0,15.0,20.0,25.0,26.0,35.0,41.0
4504,10.0,11.0,15.0,20.0,25.0,26.0,35.0,41.0,46.0
4505,11.0,15.0,20.0,25.0,26.0,35.0,41.0,46.0,48.0
4506,15.0,20.0,25.0,26.0,35.0,41.0,46.0,48.0,101.0
4507,84.0,81.0,74.0,65.0,54.0,53.0,42.0,38.0,33.0
4508,81.0,74.0,65.0,54.0,53.0,42.0,38.0,33.0,24.0
4509,74.0,65.0,54.0,53.0,42.0,38.0,33.0,24.0,20.0
4510,65.0,54.0,53.0,42.0,38.0,33.0,24.0,20.0,20.0
4511,54.0,53.0,42.0,38.0,33.0,24.0,20.0,20.0,18.0
4512,53.0,42.0,38.0,33.0,24.0,20.0,20.0,18.0,21.0
4513,42.0,38.0,33.0,24.0,20.0,20.0,18.0,21.0,17.0
4514,38.0,33.0,24.0,20.0,20.0,18.0,21.0,17.0,13.0
4515,33.0,24.0,20.0,20.0,18.0,21.0,17.0,13.0,15.0
4516,24.0,20.0,20.0,18.0,21.0,17.0,13.0,15.0,16.0
4517,20.0,20.0,18.0,21.0,17.0,13.0,15.0,16.0,19.0
4518,20.0,18.0,21.0,17.0,13.0,15.0,16.0,19.0,17.0
4519,18.0,21.0,17.0,13.0,15.0,16.0,19.0,17.0,16.0
4520,21.0,17.0,13.0,15.0,16.0,19.0,17.0,16.0,17.0
4521,17.0,13.0,15.0,16.0,19.0,17.0,16.0,17.0,19.0
4522,13.0,15.0,16.0,19.0,17.0,16.0,17.0,19.0,19.0
4523,15.0,16.0,19.0,17.0,16.0,17.0,19.0,19.0,21.0
4524,16.0,19.0,17.0,16.0,17.0,19.0,19.0,21.0,23.0
4525,19.0,17.0,16.0,17.0,19.0,19.0,21.0,23.0,24.0
4526,46.0,72.0,81.0,87.0,86.0,91.0,84.0,69.0,50.0
4527,72.0,81.0,87.0,86.0,91.0,84.0,69.0,50.0,51.0
4528,81.0,87.0,86.0,91.0,84.0,69.0,50.0,51.0,47.0
4529,87.0,86.0,91.0,84.0,69.0,50.0,51.0,47.0,34.0
4530,86.0,91.0,84.0,69.0,50.0,51.0,47.0,34.0,30.0
4531,91.0,84.0,69.0,50.0,51.0,47.0,34.0,30.0,25.0
4532,84.0,69.0,50.0,51.0,47.0,34.0,30.0,25.0,22.0
4533,69.0,50.0,51.0,47.0,34.0,30.0,25.0,22.0,17.0
4534,50.0,51.0,47.0,34.0,30.0,25.0,22.0,17.0,17.0
4535,51.0,47.0,34.0,30.0,25.0,22.0,17.0,17.0,13.0
4536,47.0,34.0,30.0,25.0,22.0,17.0,17.0,13.0,10.0
4537,34.0,30.0,25.0,22.0,17.0,17.0,13.0,10.0,11.0
4538,30.0,25.0,22.0,17.0,17.0,13.0,10.0,11.0,9.0
4539,25.0,22.0,17.0,17.0,13.0,10.0,11.0,9.0,12.0
4540,22.0,17.0,17.0,13.0,10.0,11.0,9.0,12.0,11.0
4541,17.0,17.0,13.0,10.0,11.0,9.0,12.0,11.0,10.0
4542,17.0,13.0,10.0,11.0,9.0,12.0,11.0,10.0,17.0
4543,13.0,10.0,11.0,9.0,12.0,11.0,10.0,17.0,17.0
4544,10.0,11.0,9.0,12.0,11.0,10.0,17.0,17.0,17.0
4545,11.0,9.0,12.0,11.0,10.0,17.0,17.0,17.0,19.0
4546,9.0,12.0,11.0,10.0,17.0,17.0,17.0,19.0,22.0
4547,12.0,11.0,10.0,17.0,17.0,17.0,19.0,22.0,23.0
4548,11.0,10.0,17.0,17.0,17.0,19.0,22.0,23.0,27.0
4549,10.0,17.0,17.0,17.0,19.0,22.0,23.0,27.0,31.0
4550,17.0,17.0,17.0,19.0,22.0,23.0,27.0,31.0,36.0
4551,17.0,17.0,19.0,22.0,23.0,27.0,31.0,36.0,40.0
4552,17.0,19.0,22.0,23.0,27.0,31.0,36.0,40.0,43.0
4553,19.0,22.0,23.0,27.0,31.0,36.0,40.0,43.0,38.0
4554,22.0,23.0,27.0,31.0,36.0,40.0,43.0,38.0,101.0
4555,68.0,90.0,100.0,82.0,86.0,87.0,86.0,96.0,95.0
4556,90.0,100.0,82.0,86.0,87.0,86.0,96.0,95.0,100.0
4557,100.0,82.0,86.0,87.0,86.0,96.0,95.0,100.0,101.0
4558,87.0,68.0,57.0,52.0,48.0,39.0,36.0,31.0,33.0
4559,68.0,57.0,52.0,48.0,39.0,36.0,31.0,33.0,39.0
4560,57.0,52.0,48.0,39.0,36.0,31.0,33.0,39.0,21.0
4561,52.0,48.0,39.0,36.0,31.0,33.0,39.0,21.0,18.0
4562,48.0,39.0,36.0,31.0,33.0,39.0,21.0,18.0,13.0
4563,39.0,36.0,31.0,33.0,39.0,21.0,18.0,13.0,18.0
4564,36.0,31.0,33.0,39.0,21.0,18.0,13.0,18.0,18.0
4565,31.0,33.0,39.0,21.0,18.0,13.0,18.0,18.0,22.0
4566,33.0,39.0,21.0,18.0,13.0,18.0,18.0,22.0,25.0
4567,39.0,21.0,18.0,13.0,18.0,18.0,22.0,25.0,26.0
4568,67.0,70.0,82.0,72.0,62.0,53.0,51.0,55.0,45.0
4569,70.0,82.0,72.0,62.0,53.0,51.0,55.0,45.0,38.0
4570,82.0,72.0,62.0,53.0,51.0,55.0,45.0,38.0,30.0
4571,72.0,62.0,53.0,51.0,55.0,45.0,38.0,30.0,28.0
4572,62.0,53.0,51.0,55.0,45.0,38.0,30.0,28.0,29.0
4573,53.0,51.0,55.0,45.0,38.0,30.0,28.0,29.0,31.0
4574,51.0,55.0,45.0,38.0,30.0,28.0,29.0,31.0,25.0
4575,55.0,45.0,38.0,30.0,28.0,29.0,31.0,25.0,20.0
4576,45.0,38.0,30.0,28.0,29.0,31.0,25.0,20.0,12.0
4577,38.0,30.0,28.0,29.0,31.0,25.0,20.0,12.0,13.0
4578,30.0,28.0,29.0,31.0,25.0,20.0,12.0,13.0,10.0
4579,28.0,29.0,31.0,25.0,20.0,12.0,13.0,10.0,9.0
4580,29.0,31.0,25.0,20.0,12.0,13.0,10.0,9.0,7.0
4581,31.0,25.0,20.0,12.0,13.0,10.0,9.0,7.0,6.0
4582,25.0,20.0,12.0,13.0,10.0,9.0,7.0,6.0,4.0
4583,20.0,12.0,13.0,10.0,9.0,7.0,6.0,4.0,5.0
4584,12.0,13.0,10.0,9.0,7.0,6.0,4.0,5.0,9.0
4585,13.0,10.0,9.0,7.0,6.0,4.0,5.0,9.0,12.0
4586,10.0,9.0,7.0,6.0,4.0,5.0,9.0,12.0,10.0
4587,9.0,7.0,6.0,4.0,5.0,9.0,12.0,10.0,11.0
4588,7.0,6.0,4.0,5.0,9.0,12.0,10.0,11.0,17.0
4589,6.0,4.0,5.0,9.0,12.0,10.0,11.0,17.0,18.0
4590,4.0,5.0,9.0,12.0,10.0,11.0,17.0,18.0,25.0
4591,5.0,9.0,12.0,10.0,11.0,17.0,18.0,25.0,30.0
4592,9.0,12.0,10.0,11.0,17.0,18.0,25.0,30.0,39.0
4593,12.0,10.0,11.0,17.0,18.0,25.0,30.0,39.0,101.0
4594,10.0,8.0,7.0,7.0,10.0,16.0,23.0,24.0,23.0
4595,8.0,7.0,7.0,10.0,16.0,23.0,24.0,23.0,27.0
4596,7.0,7.0,10.0,16.0,23.0,24.0,23.0,27.0,31.0
4597,7.0,10.0,16.0,23.0,24.0,23.0,27.0,31.0,30.0
4598,10.0,16.0,23.0,24.0,23.0,27.0,31.0,30.0,32.0
4599,16.0,23.0,24.0,23.0,27.0,31.0,30.0,32.0,32.0
4600,23.0,24.0,23.0,27.0,31.0,30.0,32.0,32.0,39.0
4601,24.0,23.0,27.0,31.0,30.0,32.0,32.0,39.0,43.0
4602,23.0,27.0,31.0,30.0,32.0,32.0,39.0,43.0,48.0
4603,27.0,31.0,30.0,32.0,32.0,39.0,43.0,48.0,101.0
4604,45.0,58.0,53.0,50.0,42.0,35.0,40.0,36.0,36.0
4605,58.0,53.0,50.0,42.0,35.0,40.0,36.0,36.0,29.0
4606,53.0,50.0,42.0,35.0,40.0,36.0,36.0,29.0,33.0
4607,50.0,42.0,35.0,40.0,36.0,36.0,29.0,33.0,43.0
4608,42.0,35.0,40.0,36.0,36.0,29.0,33.0,43.0,45.0
4609,35.0,40.0,36.0,36.0,29.0,33.0,43.0,45.0,48.0
4610,40.0,36.0,36.0,29.0,33.0,43.0,45.0,48.0,53.0
4611,36.0,36.0,29.0,33.0,43.0,45.0,48.0,53.0,67.0
4612,36.0,29.0,33.0,43.0,45.0,48.0,53.0,67.0,68.0
4613,29.0,33.0,43.0,45.0,48.0,53.0,67.0,68.0,75.0
4614,33.0,43.0,45.0,48.0,53.0,67.0,68.0,75.0,76.0
4615,43.0,45.0,48.0,53.0,67.0,68.0,75.0,76.0,80.0
4616,45.0,48.0,53.0,67.0,68.0,75.0,76.0,80.0,101.0
4617,94.0,18.0,22.0,16.0,16.0,15.0,14.0,12.0,13.0
4618,18.0,22.0,16.0,16.0,15.0,14.0,12.0,13.0,16.0
4619,22.0,16.0,16.0,15.0,14.0,12.0,13.0,16.0,21.0
4620,16.0,16.0,15.0,14.0,12.0,13.0,16.0,21.0,30.0
4621,16.0,15.0,14.0,12.0,13.0,16.0,21.0,30.0,57.0
4622,15.0,14.0,12.0,13.0,16.0,21.0,30.0,57.0,56.0
4623,14.0,12.0,13.0,16.0,21.0,30.0,57.0,56.0,67.0
4624,12.0,13.0,16.0,21.0,30.0,57.0,56.0,67.0,76.0
4625,13.0,16.0,21.0,30.0,57.0,56.0,67.0,76.0,89.0
4626,16.0,21.0,30.0,57.0,56.0,67.0,76.0,89.0,82.0
4627,21.0,30.0,57.0,56.0,67.0,76.0,89.0,82.0,72.0
4628,30.0,57.0,56.0,67.0,76.0,89.0,82.0,72.0,70.0
4629,57.0,56.0,67.0,76.0,89.0,82.0,72.0,70.0,101.0
4630,3.0,26.0,31.0,14.0,23.0,24.0,24.0,25.0,20.0
4631,26.0,31.0,14.0,23.0,24.0,24.0,25.0,20.0,21.0
4632,31.0,14.0,23.0,24.0,24.0,25.0,20.0,21.0,26.0
4633,14.0,23.0,24.0,24.0,25.0,20.0,21.0,26.0,24.0
4634,23.0,24.0,24.0,25.0,20.0,21.0,26.0,24.0,24.0
4635,24.0,24.0,25.0,20.0,21.0,26.0,24.0,24.0,26.0
4636,24.0,25.0,20.0,21.0,26.0,24.0,24.0,26.0,29.0
4637,25.0,20.0,21.0,26.0,24.0,24.0,26.0,29.0,40.0
4638,20.0,21.0,26.0,24.0,24.0,26.0,29.0,40.0,30.0
4639,21.0,26.0,24.0,24.0,26.0,29.0,40.0,30.0,33.0
4640,26.0,24.0,24.0,26.0,29.0,40.0,30.0,33.0,46.0
4641,24.0,24.0,26.0,29.0,40.0,30.0,33.0,46.0,50.0
4642,24.0,26.0,29.0,40.0,30.0,33.0,46.0,50.0,101.0
4643,96.0,97.0,96.0,68.0,62.0,58.0,57.0,52.0,48.0
4644,97.0,96.0,68.0,62.0,58.0,57.0,52.0,48.0,44.0
4645,96.0,68.0,62.0,58.0,57.0,52.0,48.0,44.0,40.0
4646,68.0,62.0,58.0,57.0,52.0,48.0,44.0,40.0,35.0
4647,62.0,58.0,57.0,52.0,48.0,44.0,40.0,35.0,28.0
4648,58.0,57.0,52.0,48.0,44.0,40.0,35.0,28.0,30.0
4649,57.0,52.0,48.0,44.0,40.0,35.0,28.0,30.0,28.0
4650,52.0,48.0,44.0,40.0,35.0,28.0,30.0,28.0,28.0
4651,48.0,44.0,40.0,35.0,28.0,30.0,28.0,28.0,29.0
4652,44.0,40.0,35.0,28.0,30.0,28.0,28.0,29.0,28.0
4653,40.0,35.0,28.0,30.0,28.0,28.0,29.0,28.0,31.0
4654,35.0,28.0,30.0,28.0,28.0,29.0,28.0,31.0,34.0
4655,28.0,30.0,28.0,28.0,29.0,28.0,31.0,34.0,44.0
4656,30.0,28.0,28.0,29.0,28.0,31.0,34.0,44.0,45.0
4657,28.0,28.0,29.0,28.0,31.0,34.0,44.0,45.0,101.0
4658,79.0,84.0,61.0,49.0,40.0,37.0,34.0,37.0,36.0
4659,84.0,61.0,49.0,40.0,37.0,34.0,37.0,36.0,33.0
4660,61.0,49.0,40.0,37.0,34.0,37.0,36.0,33.0,34.0
4661,49.0,40.0,37.0,34.0,37.0,36.0,33.0,34.0,35.0
4662,40.0,37.0,34.0,37.0,36.0,33.0,34.0,35.0,35.0
4663,37.0,34.0,37.0,36.0,33.0,34.0,35.0,35.0,32.0
4664,34.0,37.0,36.0,33.0,34.0,35.0,35.0,32.0,31.0
4665,37.0,36.0,33.0,34.0,35.0,35.0,32.0,31.0,37.0
4666,36.0,33.0,34.0,35.0,35.0,32.0,31.0,37.0,44.0
4667,33.0,34.0,35.0,35.0,32.0,31.0,37.0,44.0,55.0
4668,34.0,35.0,35.0,32.0,31.0,37.0,44.0,55.0,62.0
4669,35.0,35.0,32.0,31.0,37.0,44.0,55.0,62.0,68.0
4670,35.0,32.0,31.0,37.0,44.0,55.0,62.0,68.0,101.0
4671,96.0,78.0,78.0,68.0,70.0,62.0,61.0,40.0,51.0
4672,78.0,78.0,68.0,70.0,62.0,61.0,40.0,51.0,53.0
4673,78.0,68.0,70.0,62.0,61.0,40.0,51.0,53.0,47.0
4674,68.0,70.0,62.0,61.0,40.0,51.0,53.0,47.0,50.0
4675,70.0,62.0,61.0,40.0,51.0,53.0,47.0,50.0,45.0
4676,62.0,61.0,40.0,51.0,53.0,47.0,50.0,45.0,51.0
4677,61.0,40.0,51.0,53.0,47.0,50.0,45.0,51.0,47.0
4678,40.0,51.0,53.0,47.0,50.0,45.0,51.0,47.0,42.0
4679,51.0,53.0,47.0,50.0,45.0,51.0,47.0,42.0,41.0
4680,53.0,47.0,50.0,45.0,51.0,47.0,42.0,41.0,43.0
4681,47.0,50.0,45.0,51.0,47.0,42.0,41.0,43.0,48.0
4682,50.0,45.0,51.0,47.0,42.0,41.0,43.0,48.0,52.0
4683,45.0,51.0,47.0,42.0,41.0,43.0,48.0,52.0,101.0
4684,81.0,73.0,64.0,69.0,55.0,51.0,50.0,49.0,47.0
4685,73.0,64.0,69.0,55.0,51.0,50.0,49.0,47.0,45.0
4686,64.0,69.0,55.0,51.0,50.0,49.0,47.0,45.0,39.0
4687,69.0,55.0,51.0,50.0,49.0,47.0,45.0,39.0,42.0
4688,55.0,51.0,50.0,49.0,47.0,45.0,39.0,42.0,45.0
4689,51.0,50.0,49.0,47.0,45.0,39.0,42.0,45.0,52.0
4690,50.0,49.0,47.0,45.0,39.0,42.0,45.0,52.0,57.0
4691,49.0,47.0,45.0,39.0,42.0,45.0,52.0,57.0,72.0
4692,47.0,45.0,39.0,42.0,45.0,52.0,57.0,72.0,80.0
4693,45.0,39.0,42.0,45.0,52.0,57.0,72.0,80.0,94.0
4694,39.0,42.0,45.0,52.0,57.0,72.0,80.0,94.0,99.0
4695,42.0,45.0,52.0,57.0,72.0,80.0,94.0,99.0,101.0
4696,90.0,87.0,78.0,74.0,76.0,70.0,61.0,56.0,53.0
4697,87.0,78.0,74.0,76.0,70.0,61.0,56.0,53.0,53.0
4698,78.0,74.0,76.0,70.0,61.0,56.0,53.0,53.0,45.0
4699,74.0,76.0,70.0,61.0,56.0,53.0,53.0,45.0,40.0
4700,76.0,70.0,61.0,56.0,53.0,53.0,45.0,40.0,34.0
4701,70.0,61.0,56.0,53.0,53.0,45.0,40.0,34.0,36.0
4702,61.0,56.0,53.0,53.0,45.0,40.0,34.0,36.0,38.0
4703,56.0,53.0,53.0,45.0,40.0,34.0,36.0,38.0,38.0
4704,53.0,53.0,45.0,40.0,34.0,36.0,38.0,38.0,48.0
4705,53.0,45.0,40.0,34.0,36.0,38.0,38.0,48.0,60.0
4706,45.0,40.0,34.0,36.0,38.0,38.0,48.0,60.0,65.0
4707,40.0,34.0,36.0,38.0,38.0,48.0,60.0,65.0,71.0
4708,34.0,36.0,38.0,38.0,48.0,60.0,65.0,71.0,101.0
4709,99.0,85.0,91.0,83.0,80.0,82.0,78.0,76.0,72.0
4710,85.0,91.0,83.0,80.0,82.0,78.0,76.0,72.0,72.0
4711,91.0,83.0,80.0,82.0,78.0,76.0,72.0,72.0,60.0
4712,83.0,80.0,82.0,78.0,76.0,72.0,72.0,60.0,63.0
4713,80.0,82.0,78.0,76.0,72.0,72.0,60.0,63.0,67.0
4714,82.0,78.0,76.0,72.0,72.0,60.0,63.0,67.0,63.0
4715,78.0,76.0,72.0,72.0,60.0,63.0,67.0,63.0,60.0
4716,76.0,72.0,72.0,60.0,63.0,67.0,63.0,60.0,61.0
4717,72.0,72.0,60.0,63.0,67.0,63.0,60.0,61.0,64.0
4718,72.0,60.0,63.0,67.0,63.0,60.0,61.0,64.0,65.0
4719,60.0,63.0,67.0,63.0,60.0,61.0,64.0,65.0,67.0
4720,63.0,67.0,63.0,60.0,61.0,64.0,65.0,67.0,60.0
4721,67.0,63.0,60.0,61.0,64.0,65.0,67.0,60.0,101.0
4722,60.0,83.0,65.0,55.0,43.0,43.0,32.0,23.0,21.0
4723,83.0,65.0,55.0,43.0,43.0,32.0,23.0,21.0,15.0
4724,65.0,55.0,43.0,43.0,32.0,23.0,21.0,15.0,13.0
4725,55.0,43.0,43.0,32.0,23.0,21.0,15.0,13.0,15.0
4726,43.0,43.0,32.0,23.0,21.0,15.0,13.0,15.0,14.0
4727,43.0,32.0,23.0,21.0,15.0,13.0,15.0,14.0,13.0
4728,32.0,23.0,21.0,15.0,13.0,15.0,14.0,13.0,11.0
4729,23.0,21.0,15.0,13.0,15.0,14.0,13.0,11.0,12.0
4730,21.0,15.0,13.0,15.0,14.0,13.0,11.0,12.0,11.0
4731,15.0,13.0,15.0,14.0,13.0,11.0,12.0,11.0,10.0
4732,13.0,15.0,14.0,13.0,11.0,12.0,11.0,10.0,10.0
4733,15.0,14.0,13.0,11.0,12.0,11.0,10.0,10.0,12.0
4734,14.0,13.0,11.0,12.0,11.0,10.0,10.0,12.0,12.0
4735,13.0,11.0,12.0,11.0,10.0,10.0,12.0,12.0,15.0
4736,11.0,12.0,11.0,10.0,10.0,12.0,12.0,15.0,17.0
4737,12.0,11.0,10.0,10.0,12.0,12.0,15.0,17.0,19.0
4738,11.0,10.0,10.0,12.0,12.0,15.0,17.0,19.0,19.0
4739,10.0,10.0,12.0,12.0,15.0,17.0,19.0,19.0,21.0
4740,10.0,12.0,12.0,15.0,17.0,19.0,19.0,21.0,26.0
4741,12.0,12.0,15.0,17.0,19.0,19.0,21.0,26.0,26.0
4742,12.0,15.0,17.0,19.0,19.0,21.0,26.0,26.0,29.0
4743,15.0,17.0,19.0,19.0,21.0,26.0,26.0,29.0,33.0
4744,17.0,19.0,19.0,21.0,26.0,26.0,29.0,33.0,36.0
4745,19.0,19.0,21.0,26.0,26.0,29.0,33.0,36.0,39.0
4746,19.0,21.0,26.0,26.0,29.0,33.0,36.0,39.0,35.0
4747,21.0,26.0,26.0,29.0,33.0,36.0,39.0,35.0,39.0
4748,26.0,26.0,29.0,33.0,36.0,39.0,35.0,39.0,40.0
4749,26.0,29.0,33.0,36.0,39.0,35.0,39.0,40.0,45.0
4750,29.0,33.0,36.0,39.0,35.0,39.0,40.0,45.0,101.0
4751,18.0,20.0,56.0,75.0,77.0,56.0,70.0,83.0,86.0
4752,20.0,56.0,75.0,77.0,56.0,70.0,83.0,86.0,86.0
4753,56.0,75.0,77.0,56.0,70.0,83.0,86.0,86.0,73.0
4754,75.0,77.0,56.0,70.0,83.0,86.0,86.0,73.0,68.0
4755,77.0,56.0,70.0,83.0,86.0,86.0,73.0,68.0,65.0
4756,56.0,70.0,83.0,86.0,86.0,73.0,68.0,65.0,62.0
4757,70.0,83.0,86.0,86.0,73.0,68.0,65.0,62.0,62.0
4758,83.0,86.0,86.0,73.0,68.0,65.0,62.0,62.0,70.0
4759,86.0,86.0,73.0,68.0,65.0,62.0,62.0,70.0,75.0
4760,86.0,73.0,68.0,65.0,62.0,62.0,70.0,75.0,74.0
4761,73.0,68.0,65.0,62.0,62.0,70.0,75.0,74.0,78.0
4762,68.0,65.0,62.0,62.0,70.0,75.0,74.0,78.0,75.0
4763,65.0,62.0,62.0,70.0,75.0,74.0,78.0,75.0,101.0
4764,12.0,17.0,15.0,16.0,12.0,13.0,2.0,8.0,5.0
4765,17.0,15.0,16.0,12.0,13.0,2.0,8.0,5.0,5.0
4766,15.0,16.0,12.0,13.0,2.0,8.0,5.0,5.0,7.0
4767,16.0,12.0,13.0,2.0,8.0,5.0,5.0,7.0,7.0
4768,12.0,13.0,2.0,8.0,5.0,5.0,7.0,7.0,8.0
4769,13.0,2.0,8.0,5.0,5.0,7.0,7.0,8.0,10.0
4770,2.0,8.0,5.0,5.0,7.0,7.0,8.0,10.0,11.0
4771,8.0,5.0,5.0,7.0,7.0,8.0,10.0,11.0,17.0
4772,5.0,5.0,7.0,7.0,8.0,10.0,11.0,17.0,27.0
4773,5.0,7.0,7.0,8.0,10.0,11.0,17.0,27.0,37.0
4774,7.0,7.0,8.0,10.0,11.0,17.0,27.0,37.0,42.0
4775,7.0,8.0,10.0,11.0,17.0,27.0,37.0,42.0,51.0
4776,8.0,10.0,11.0,17.0,27.0,37.0,42.0,51.0,101.0
4777,84.0,83.0,77.0,74.0,75.0,71.0,69.0,64.0,61.0
4778,83.0,77.0,74.0,75.0,71.0,69.0,64.0,61.0,55.0
4779,77.0,74.0,75.0,71.0,69.0,64.0,61.0,55.0,51.0
4780,74.0,75.0,71.0,69.0,64.0,61.0,55.0,51.0,44.0
4781,75.0,71.0,69.0,64.0,61.0,55.0,51.0,44.0,41.0
4782,71.0,69.0,64.0,61.0,55.0,51.0,44.0,41.0,42.0
4783,69.0,64.0,61.0,55.0,51.0,44.0,41.0,42.0,43.0
4784,64.0,61.0,55.0,51.0,44.0,41.0,42.0,43.0,56.0
4785,61.0,55.0,51.0,44.0,41.0,42.0,43.0,56.0,52.0
4786,55.0,51.0,44.0,41.0,42.0,43.0,56.0,52.0,58.0
4787,51.0,44.0,41.0,42.0,43.0,56.0,52.0,58.0,63.0
4788,44.0,41.0,42.0,43.0,56.0,52.0,58.0,63.0,101.0
4789,91.0,79.0,65.0,42.0,43.0,41.0,36.0,33.0,29.0
4790,79.0,65.0,42.0,43.0,41.0,36.0,33.0,29.0,27.0
4791,65.0,42.0,43.0,41.0,36.0,33.0,29.0,27.0,27.0
4792,42.0,43.0,41.0,36.0,33.0,29.0,27.0,27.0,28.0
4793,43.0,41.0,36.0,33.0,29.0,27.0,27.0,28.0,29.0
4794,41.0,36.0,33.0,29.0,27.0,27.0,28.0,29.0,28.0
4795,36.0,33.0,29.0,27.0,27.0,28.0,29.0,28.0,33.0
4796,33.0,29.0,27.0,27.0,28.0,29.0,28.0,33.0,46.0
4797,29.0,27.0,27.0,28.0,29.0,28.0,33.0,46.0,53.0
4798,27.0,27.0,28.0,29.0,28.0,33.0,46.0,53.0,62.0
4799,27.0,28.0,29.0,28.0,33.0,46.0,53.0,62.0,65.0
4800,28.0,29.0,28.0,33.0,46.0,53.0,62.0,65.0,71.0
4801,29.0,28.0,33.0,46.0,53.0,62.0,65.0,71.0,101.0
4802,99.0,69.0,60.0,39.0,31.0,30.0,28.0,27.0,25.0
4803,69.0,60.0,39.0,31.0,30.0,28.0,27.0,25.0,23.0
4804,60.0,39.0,31.0,30.0,28.0,27.0,25.0,23.0,24.0
4805,39.0,31.0,30.0,28.0,27.0,25.0,23.0,24.0,22.0
4806,31.0,30.0,28.0,27.0,25.0,23.0,24.0,22.0,16.0
4807,30.0,28.0,27.0,25.0,23.0,24.0,22.0,16.0,16.0
4808,28.0,27.0,25.0,23.0,24.0,22.0,16.0,16.0,16.0
4809,27.0,25.0,23.0,24.0,22.0,16.0,16.0,16.0,16.0
4810,25.0,23.0,24.0,22.0,16.0,16.0,16.0,16.0,17.0
4811,23.0,24.0,22.0,16.0,16.0,16.0,16.0,17.0,20.0
4812,24.0,22.0,16.0,16.0,16.0,16.0,17.0,20.0,25.0
4813,22.0,16.0,16.0,16.0,16.0,17.0,20.0,25.0,29.0
4814,16.0,16.0,16.0,16.0,17.0,20.0,25.0,29.0,33.0
4815,16.0,16.0,16.0,17.0,20.0,25.0,29.0,33.0,39.0
4816,16.0,16.0,17.0,20.0,25.0,29.0,33.0,39.0,48.0
4817,16.0,17.0,20.0,25.0,29.0,33.0,39.0,48.0,101.0
4818,94.0,69.0,62.0,61.0,59.0,61.0,52.0,54.0,49.0
4819,69.0,62.0,61.0,59.0,61.0,52.0,54.0,49.0,44.0
4820,62.0,61.0,59.0,61.0,52.0,54.0,49.0,44.0,40.0
4821,61.0,59.0,61.0,52.0,54.0,49.0,44.0,40.0,35.0
4822,26.0,45.0,31.0,14.0,7.0,6.0,4.0,3.0,3.0
4823,45.0,31.0,14.0,7.0,6.0,4.0,3.0,3.0,2.0
4824,31.0,14.0,7.0,6.0,4.0,3.0,3.0,2.0,2.0
4825,14.0,7.0,6.0,4.0,3.0,3.0,2.0,2.0,2.0
4826,7.0,6.0,4.0,3.0,3.0,2.0,2.0,2.0,3.0
4827,6.0,4.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0
4828,4.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,4.0
4829,3.0,3.0,2.0,2.0,2.0,3.0,3.0,4.0,6.0
4830,3.0,2.0,2.0,2.0,3.0,3.0,4.0,6.0,5.0
4831,2.0,2.0,2.0,3.0,3.0,4.0,6.0,5.0,6.0
4832,2.0,2.0,3.0,3.0,4.0,6.0,5.0,6.0,7.0
4833,2.0,3.0,3.0,4.0,6.0,5.0,6.0,7.0,8.0
4834,3.0,3.0,4.0,6.0,5.0,6.0,7.0,8.0,8.0
