,diff_0,diff_1,diff_2,diff_3,diff_4,diff_5,diff_6,diff_7,diff_8,target
3992,45.0,39.0,37.0,35.0,36.0,40.0,49.0,64.0,76.0,83.0
3993,39.0,37.0,35.0,36.0,40.0,49.0,64.0,76.0,83.0,100.0
3994,37.0,35.0,36.0,40.0,49.0,64.0,76.0,83.0,100.0,101.0
3995,96.0,87.0,81.0,67.0,58.0,55.0,54.0,48.0,38.0,28.0
3996,87.0,81.0,67.0,58.0,55.0,54.0,48.0,38.0,28.0,25.0
3997,81.0,67.0,58.0,55.0,54.0,48.0,38.0,28.0,25.0,21.0
3998,67.0,58.0,55.0,54.0,48.0,38.0,28.0,25.0,21.0,17.0
3999,58.0,55.0,54.0,48.0,38.0,28.0,25.0,21.0,17.0,15.0
4000,55.0,54.0,48.0,38.0,28.0,25.0,21.0,17.0,15.0,10.0
4001,54.0,48.0,38.0,28.0,25.0,21.0,17.0,15.0,10.0,8.0
4002,48.0,38.0,28.0,25.0,21.0,17.0,15.0,10.0,8.0,6.0
4003,38.0,28.0,25.0,21.0,17.0,15.0,10.0,8.0,6.0,14.0
4004,28.0,25.0,21.0,17.0,15.0,10.0,8.0,6.0,14.0,18.0
4005,25.0,21.0,17.0,15.0,10.0,8.0,6.0,14.0,18.0,14.0
4006,21.0,17.0,15.0,10.0,8.0,6.0,14.0,18.0,14.0,16.0
4007,17.0,15.0,10.0,8.0,6.0,14.0,18.0,14.0,16.0,17.0
4008,15.0,10.0,8.0,6.0,14.0,18.0,14.0,16.0,17.0,20.0
4009,10.0,8.0,6.0,14.0,18.0,14.0,16.0,17.0,20.0,23.0
4010,8.0,6.0,14.0,18.0,14.0,16.0,17.0,20.0,23.0,24.0
4011,6.0,14.0,18.0,14.0,16.0,17.0,20.0,23.0,24.0,25.0
4012,14.0,18.0,14.0,16.0,17.0,20.0,23.0,24.0,25.0,28.0
4013,18.0,14.0,16.0,17.0,20.0,23.0,24.0,25.0,28.0,34.0
4014,14.0,16.0,17.0,20.0,23.0,24.0,25.0,28.0,34.0,44.0
4015,16.0,17.0,20.0,23.0,24.0,25.0,28.0,34.0,44.0,101.0
4016,88.0,35.0,50.0,51.0,40.0,52.0,58.0,74.0,71.0,82.0
4017,35.0,50.0,51.0,40.0,52.0,58.0,74.0,71.0,82.0,101.0
4018,91.0,88.0,81.0,76.0,72.0,65.0,60.0,54.0,48.0,44.0
4019,88.0,81.0,76.0,72.0,65.0,60.0,54.0,48.0,44.0,48.0
4020,81.0,76.0,72.0,65.0,60.0,54.0,48.0,44.0,48.0,52.0
4021,76.0,72.0,65.0,60.0,54.0,48.0,44.0,48.0,52.0,50.0
4022,72.0,65.0,60.0,54.0,48.0,44.0,48.0,52.0,50.0,49.0
4023,65.0,60.0,54.0,48.0,44.0,48.0,52.0,50.0,49.0,66.0
4024,60.0,54.0,48.0,44.0,48.0,52.0,50.0,49.0,66.0,66.0
4025,54.0,48.0,44.0,48.0,52.0,50.0,49.0,66.0,66.0,72.0
4026,48.0,44.0,48.0,52.0,50.0,49.0,66.0,66.0,72.0,83.0
4027,44.0,48.0,52.0,50.0,49.0,66.0,66.0,72.0,83.0,87.0
4028,48.0,52.0,50.0,49.0,66.0,66.0,72.0,83.0,87.0,82.0
4029,52.0,50.0,49.0,66.0,66.0,72.0,83.0,87.0,82.0,101.0
4030,95.0,88.0,89.0,85.0,81.0,79.0,68.0,67.0,70.0,71.0
4031,88.0,89.0,85.0,81.0,79.0,68.0,67.0,70.0,71.0,67.0
4032,89.0,85.0,81.0,79.0,68.0,67.0,70.0,71.0,67.0,70.0
4033,85.0,81.0,79.0,68.0,67.0,70.0,71.0,67.0,70.0,74.0
4034,81.0,79.0,68.0,67.0,70.0,71.0,67.0,70.0,74.0,74.0
4035,79.0,68.0,67.0,70.0,71.0,67.0,70.0,74.0,74.0,75.0
4036,68.0,67.0,70.0,71.0,67.0,70.0,74.0,74.0,75.0,70.0
4037,67.0,70.0,71.0,67.0,70.0,74.0,74.0,75.0,70.0,75.0
4038,70.0,71.0,67.0,70.0,74.0,74.0,75.0,70.0,75.0,78.0
4039,71.0,67.0,70.0,74.0,74.0,75.0,70.0,75.0,78.0,82.0
4040,67.0,70.0,74.0,74.0,75.0,70.0,75.0,78.0,82.0,86.0
4041,70.0,74.0,74.0,75.0,70.0,75.0,78.0,82.0,86.0,101.0
4042,97.0,85.0,81.0,67.0,69.0,63.0,61.0,65.0,59.0,62.0
4043,85.0,81.0,67.0,69.0,63.0,61.0,65.0,59.0,62.0,69.0
4044,81.0,67.0,69.0,63.0,61.0,65.0,59.0,62.0,69.0,61.0
4045,67.0,69.0,63.0,61.0,65.0,59.0,62.0,69.0,61.0,61.0
4046,69.0,63.0,61.0,65.0,59.0,62.0,69.0,61.0,61.0,60.0
4047,63.0,61.0,65.0,59.0,62.0,69.0,61.0,61.0,60.0,70.0
4048,61.0,65.0,59.0,62.0,69.0,61.0,61.0,60.0,70.0,98.0
4049,65.0,59.0,62.0,69.0,61.0,61.0,60.0,70.0,98.0,101.0
4050,99.0,91.0,81.0,61.0,30.0,31.0,31.0,30.0,27.0,31.0
4051,91.0,81.0,61.0,30.0,31.0,31.0,30.0,27.0,31.0,17.0
4052,81.0,61.0,30.0,31.0,31.0,30.0,27.0,31.0,17.0,17.0
4053,61.0,30.0,31.0,31.0,30.0,27.0,31.0,17.0,17.0,22.0
4054,30.0,31.0,31.0,30.0,27.0,31.0,17.0,17.0,22.0,27.0
4055,31.0,31.0,30.0,27.0,31.0,17.0,17.0,22.0,27.0,32.0
4056,31.0,30.0,27.0,31.0,17.0,17.0,22.0,27.0,32.0,44.0
4057,30.0,27.0,31.0,17.0,17.0,22.0,27.0,32.0,44.0,59.0
4058,27.0,31.0,17.0,17.0,22.0,27.0,32.0,44.0,59.0,65.0
4059,31.0,17.0,17.0,22.0,27.0,32.0,44.0,59.0,65.0,76.0
4060,17.0,17.0,22.0,27.0,32.0,44.0,59.0,65.0,76.0,101.0
4061,89.0,78.0,71.0,58.0,40.0,30.0,26.0,18.0,18.0,17.0
4062,78.0,71.0,58.0,40.0,30.0,26.0,18.0,18.0,17.0,13.0
4063,71.0,58.0,40.0,30.0,26.0,18.0,18.0,17.0,13.0,12.0
4064,58.0,40.0,30.0,26.0,18.0,18.0,17.0,13.0,12.0,10.0
4065,40.0,30.0,26.0,18.0,18.0,17.0,13.0,12.0,10.0,9.0
4066,30.0,26.0,18.0,18.0,17.0,13.0,12.0,10.0,9.0,7.0
4067,26.0,18.0,18.0,17.0,13.0,12.0,10.0,9.0,7.0,6.0
4068,18.0,18.0,17.0,13.0,12.0,10.0,9.0,7.0,6.0,6.0
4069,18.0,17.0,13.0,12.0,10.0,9.0,7.0,6.0,6.0,7.0
4070,17.0,13.0,12.0,10.0,9.0,7.0,6.0,6.0,7.0,7.0
4071,13.0,12.0,10.0,9.0,7.0,6.0,6.0,7.0,7.0,10.0
4072,12.0,10.0,9.0,7.0,6.0,6.0,7.0,7.0,10.0,15.0
4073,10.0,9.0,7.0,6.0,6.0,7.0,7.0,10.0,15.0,22.0
4074,9.0,7.0,6.0,6.0,7.0,7.0,10.0,15.0,22.0,25.0
4075,7.0,6.0,6.0,7.0,7.0,10.0,15.0,22.0,25.0,25.0
4076,6.0,6.0,7.0,7.0,10.0,15.0,22.0,25.0,25.0,29.0
4077,6.0,7.0,7.0,10.0,15.0,22.0,25.0,25.0,29.0,30.0
4078,7.0,7.0,10.0,15.0,22.0,25.0,25.0,29.0,30.0,28.0
4079,7.0,10.0,15.0,22.0,25.0,25.0,29.0,30.0,28.0,30.0
4080,10.0,15.0,22.0,25.0,25.0,29.0,30.0,28.0,30.0,36.0
4081,15.0,22.0,25.0,25.0,29.0,30.0,28.0,30.0,36.0,39.0
4082,22.0,25.0,25.0,29.0,30.0,28.0,30.0,36.0,39.0,47.0
4083,25.0,25.0,29.0,30.0,28.0,30.0,36.0,39.0,47.0,101.0
4084,88.0,78.0,80.0,73.0,68.0,53.0,41.0,29.0,27.0,24.0
4085,78.0,80.0,73.0,68.0,53.0,41.0,29.0,27.0,24.0,21.0
4086,80.0,73.0,68.0,53.0,41.0,29.0,27.0,24.0,21.0,14.0
4087,73.0,68.0,53.0,41.0,29.0,27.0,24.0,21.0,14.0,14.0
4088,68.0,53.0,41.0,29.0,27.0,24.0,21.0,14.0,14.0,16.0
4089,53.0,41.0,29.0,27.0,24.0,21.0,14.0,14.0,16.0,14.0
4090,41.0,29.0,27.0,24.0,21.0,14.0,14.0,16.0,14.0,11.0
4091,29.0,27.0,24.0,21.0,14.0,14.0,16.0,14.0,11.0,10.0
4092,27.0,24.0,21.0,14.0,14.0,16.0,14.0,11.0,10.0,11.0
4093,24.0,21.0,14.0,14.0,16.0,14.0,11.0,10.0,11.0,11.0
4094,21.0,14.0,14.0,16.0,14.0,11.0,10.0,11.0,11.0,13.0
4095,14.0,14.0,16.0,14.0,11.0,10.0,11.0,11.0,13.0,14.0
4096,14.0,16.0,14.0,11.0,10.0,11.0,11.0,13.0,14.0,22.0
4097,16.0,14.0,11.0,10.0,11.0,11.0,13.0,14.0,22.0,28.0
4098,14.0,11.0,10.0,11.0,11.0,13.0,14.0,22.0,28.0,29.0
4099,11.0,10.0,11.0,11.0,13.0,14.0,22.0,28.0,29.0,42.0
4100,10.0,11.0,11.0,13.0,14.0,22.0,28.0,29.0,42.0,37.0
4101,11.0,11.0,13.0,14.0,22.0,28.0,29.0,42.0,37.0,48.0
4102,11.0,13.0,14.0,22.0,28.0,29.0,42.0,37.0,48.0,101.0
4103,92.0,18.0,17.0,18.0,14.0,17.0,18.0,16.0,18.0,16.0
4104,18.0,17.0,18.0,14.0,17.0,18.0,16.0,18.0,16.0,28.0
4105,17.0,18.0,14.0,17.0,18.0,16.0,18.0,16.0,28.0,39.0
4106,18.0,14.0,17.0,18.0,16.0,18.0,16.0,28.0,39.0,57.0
4107,14.0,17.0,18.0,16.0,18.0,16.0,28.0,39.0,57.0,74.0
4108,17.0,18.0,16.0,18.0,16.0,28.0,39.0,57.0,74.0,87.0
4109,18.0,16.0,18.0,16.0,28.0,39.0,57.0,74.0,87.0,101.0
4110,95.0,83.0,76.0,58.0,54.0,45.0,39.0,37.0,42.0,40.0
4111,83.0,76.0,58.0,54.0,45.0,39.0,37.0,42.0,40.0,35.0
4112,76.0,58.0,54.0,45.0,39.0,37.0,42.0,40.0,35.0,30.0
4113,58.0,54.0,45.0,39.0,37.0,42.0,40.0,35.0,30.0,32.0
4114,54.0,45.0,39.0,37.0,42.0,40.0,35.0,30.0,32.0,34.0
4115,45.0,39.0,37.0,42.0,40.0,35.0,30.0,32.0,34.0,46.0
4116,39.0,37.0,42.0,40.0,35.0,30.0,32.0,34.0,46.0,58.0
4117,37.0,42.0,40.0,35.0,30.0,32.0,34.0,46.0,58.0,67.0
4118,42.0,40.0,35.0,30.0,32.0,34.0,46.0,58.0,67.0,75.0
4119,40.0,35.0,30.0,32.0,34.0,46.0,58.0,67.0,75.0,85.0
4120,35.0,30.0,32.0,34.0,46.0,58.0,67.0,75.0,85.0,95.0
4121,30.0,32.0,34.0,46.0,58.0,67.0,75.0,85.0,95.0,101.0
4122,93.0,56.0,79.0,95.0,87.0,70.0,60.0,57.0,52.0,49.0
4123,56.0,79.0,95.0,87.0,70.0,60.0,57.0,52.0,49.0,43.0
4124,79.0,95.0,87.0,70.0,60.0,57.0,52.0,49.0,43.0,39.0
4125,95.0,87.0,70.0,60.0,57.0,52.0,49.0,43.0,39.0,35.0
4126,87.0,70.0,60.0,57.0,52.0,49.0,43.0,39.0,35.0,36.0
4127,70.0,60.0,57.0,52.0,49.0,43.0,39.0,35.0,36.0,39.0
4128,60.0,57.0,52.0,49.0,43.0,39.0,35.0,36.0,39.0,38.0
4129,57.0,52.0,49.0,43.0,39.0,35.0,36.0,39.0,38.0,35.0
4130,52.0,49.0,43.0,39.0,35.0,36.0,39.0,38.0,35.0,34.0
4131,49.0,43.0,39.0,35.0,36.0,39.0,38.0,35.0,34.0,34.0
4132,43.0,39.0,35.0,36.0,39.0,38.0,35.0,34.0,34.0,40.0
4133,39.0,35.0,36.0,39.0,38.0,35.0,34.0,34.0,40.0,39.0
4134,35.0,36.0,39.0,38.0,35.0,34.0,34.0,40.0,39.0,40.0
4135,36.0,39.0,38.0,35.0,34.0,34.0,40.0,39.0,40.0,42.0
4136,39.0,38.0,35.0,34.0,34.0,40.0,39.0,40.0,42.0,31.0
4137,38.0,35.0,34.0,34.0,40.0,39.0,40.0,42.0,31.0,40.0
4138,35.0,34.0,34.0,40.0,39.0,40.0,42.0,31.0,40.0,49.0
4139,34.0,34.0,40.0,39.0,40.0,42.0,31.0,40.0,49.0,101.0
4140,68.0,91.0,90.0,80.0,75.0,55.0,57.0,48.0,33.0,28.0
4141,91.0,90.0,80.0,75.0,55.0,57.0,48.0,33.0,28.0,21.0
4142,90.0,80.0,75.0,55.0,57.0,48.0,33.0,28.0,21.0,14.0
4143,80.0,75.0,55.0,57.0,48.0,33.0,28.0,21.0,14.0,12.0
4144,75.0,55.0,57.0,48.0,33.0,28.0,21.0,14.0,12.0,11.0
4145,55.0,57.0,48.0,33.0,28.0,21.0,14.0,12.0,11.0,15.0
4146,57.0,48.0,33.0,28.0,21.0,14.0,12.0,11.0,15.0,11.0
4147,48.0,33.0,28.0,21.0,14.0,12.0,11.0,15.0,11.0,7.0
4148,33.0,28.0,21.0,14.0,12.0,11.0,15.0,11.0,7.0,7.0
4149,28.0,21.0,14.0,12.0,11.0,15.0,11.0,7.0,7.0,6.0
4150,21.0,14.0,12.0,11.0,15.0,11.0,7.0,7.0,6.0,6.0
4151,14.0,12.0,11.0,15.0,11.0,7.0,7.0,6.0,6.0,6.0
4152,12.0,11.0,15.0,11.0,7.0,7.0,6.0,6.0,6.0,11.0
4153,11.0,15.0,11.0,7.0,7.0,6.0,6.0,6.0,11.0,12.0
4154,15.0,11.0,7.0,7.0,6.0,6.0,6.0,11.0,12.0,10.0
4155,11.0,7.0,7.0,6.0,6.0,6.0,11.0,12.0,10.0,11.0
4156,7.0,7.0,6.0,6.0,6.0,11.0,12.0,10.0,11.0,15.0
4157,7.0,6.0,6.0,6.0,11.0,12.0,10.0,11.0,15.0,20.0
4158,6.0,6.0,6.0,11.0,12.0,10.0,11.0,15.0,20.0,25.0
4159,6.0,6.0,11.0,12.0,10.0,11.0,15.0,20.0,25.0,26.0
4160,6.0,11.0,12.0,10.0,11.0,15.0,20.0,25.0,26.0,35.0
4161,11.0,12.0,10.0,11.0,15.0,20.0,25.0,26.0,35.0,41.0
4162,12.0,10.0,11.0,15.0,20.0,25.0,26.0,35.0,41.0,46.0
4163,10.0,11.0,15.0,20.0,25.0,26.0,35.0,41.0,46.0,48.0
4164,11.0,15.0,20.0,25.0,26.0,35.0,41.0,46.0,48.0,101.0
4165,84.0,81.0,74.0,65.0,54.0,53.0,42.0,38.0,33.0,24.0
4166,81.0,74.0,65.0,54.0,53.0,42.0,38.0,33.0,24.0,20.0
4167,74.0,65.0,54.0,53.0,42.0,38.0,33.0,24.0,20.0,20.0
4168,65.0,54.0,53.0,42.0,38.0,33.0,24.0,20.0,20.0,18.0
4169,54.0,53.0,42.0,38.0,33.0,24.0,20.0,20.0,18.0,21.0
4170,53.0,42.0,38.0,33.0,24.0,20.0,20.0,18.0,21.0,17.0
4171,42.0,38.0,33.0,24.0,20.0,20.0,18.0,21.0,17.0,13.0
4172,38.0,33.0,24.0,20.0,20.0,18.0,21.0,17.0,13.0,15.0
4173,33.0,24.0,20.0,20.0,18.0,21.0,17.0,13.0,15.0,16.0
4174,24.0,20.0,20.0,18.0,21.0,17.0,13.0,15.0,16.0,19.0
4175,20.0,20.0,18.0,21.0,17.0,13.0,15.0,16.0,19.0,17.0
4176,20.0,18.0,21.0,17.0,13.0,15.0,16.0,19.0,17.0,16.0
4177,18.0,21.0,17.0,13.0,15.0,16.0,19.0,17.0,16.0,17.0
4178,21.0,17.0,13.0,15.0,16.0,19.0,17.0,16.0,17.0,19.0
4179,17.0,13.0,15.0,16.0,19.0,17.0,16.0,17.0,19.0,19.0
4180,13.0,15.0,16.0,19.0,17.0,16.0,17.0,19.0,19.0,21.0
4181,15.0,16.0,19.0,17.0,16.0,17.0,19.0,19.0,21.0,23.0
4182,16.0,19.0,17.0,16.0,17.0,19.0,19.0,21.0,23.0,24.0
4183,46.0,72.0,81.0,87.0,86.0,91.0,84.0,69.0,50.0,51.0
4184,72.0,81.0,87.0,86.0,91.0,84.0,69.0,50.0,51.0,47.0
4185,81.0,87.0,86.0,91.0,84.0,69.0,50.0,51.0,47.0,34.0
4186,87.0,86.0,91.0,84.0,69.0,50.0,51.0,47.0,34.0,30.0
4187,86.0,91.0,84.0,69.0,50.0,51.0,47.0,34.0,30.0,25.0
4188,91.0,84.0,69.0,50.0,51.0,47.0,34.0,30.0,25.0,22.0
4189,84.0,69.0,50.0,51.0,47.0,34.0,30.0,25.0,22.0,17.0
4190,69.0,50.0,51.0,47.0,34.0,30.0,25.0,22.0,17.0,17.0
4191,50.0,51.0,47.0,34.0,30.0,25.0,22.0,17.0,17.0,13.0
4192,51.0,47.0,34.0,30.0,25.0,22.0,17.0,17.0,13.0,10.0
4193,47.0,34.0,30.0,25.0,22.0,17.0,17.0,13.0,10.0,11.0
4194,34.0,30.0,25.0,22.0,17.0,17.0,13.0,10.0,11.0,9.0
4195,30.0,25.0,22.0,17.0,17.0,13.0,10.0,11.0,9.0,12.0
4196,25.0,22.0,17.0,17.0,13.0,10.0,11.0,9.0,12.0,11.0
4197,22.0,17.0,17.0,13.0,10.0,11.0,9.0,12.0,11.0,10.0
4198,17.0,17.0,13.0,10.0,11.0,9.0,12.0,11.0,10.0,17.0
4199,17.0,13.0,10.0,11.0,9.0,12.0,11.0,10.0,17.0,17.0
4200,13.0,10.0,11.0,9.0,12.0,11.0,10.0,17.0,17.0,17.0
4201,10.0,11.0,9.0,12.0,11.0,10.0,17.0,17.0,17.0,19.0
4202,11.0,9.0,12.0,11.0,10.0,17.0,17.0,17.0,19.0,22.0
4203,9.0,12.0,11.0,10.0,17.0,17.0,17.0,19.0,22.0,23.0
4204,12.0,11.0,10.0,17.0,17.0,17.0,19.0,22.0,23.0,27.0
4205,11.0,10.0,17.0,17.0,17.0,19.0,22.0,23.0,27.0,31.0
4206,10.0,17.0,17.0,17.0,19.0,22.0,23.0,27.0,31.0,36.0
4207,17.0,17.0,17.0,19.0,22.0,23.0,27.0,31.0,36.0,40.0
4208,17.0,17.0,19.0,22.0,23.0,27.0,31.0,36.0,40.0,43.0
4209,17.0,19.0,22.0,23.0,27.0,31.0,36.0,40.0,43.0,38.0
4210,19.0,22.0,23.0,27.0,31.0,36.0,40.0,43.0,38.0,101.0
4211,68.0,90.0,100.0,82.0,86.0,87.0,86.0,96.0,95.0,100.0
4212,90.0,100.0,82.0,86.0,87.0,86.0,96.0,95.0,100.0,101.0
4213,87.0,68.0,57.0,52.0,48.0,39.0,36.0,31.0,33.0,39.0
4214,68.0,57.0,52.0,48.0,39.0,36.0,31.0,33.0,39.0,21.0
4215,57.0,52.0,48.0,39.0,36.0,31.0,33.0,39.0,21.0,18.0
4216,52.0,48.0,39.0,36.0,31.0,33.0,39.0,21.0,18.0,13.0
4217,48.0,39.0,36.0,31.0,33.0,39.0,21.0,18.0,13.0,18.0
4218,39.0,36.0,31.0,33.0,39.0,21.0,18.0,13.0,18.0,18.0
4219,36.0,31.0,33.0,39.0,21.0,18.0,13.0,18.0,18.0,22.0
4220,31.0,33.0,39.0,21.0,18.0,13.0,18.0,18.0,22.0,25.0
4221,33.0,39.0,21.0,18.0,13.0,18.0,18.0,22.0,25.0,26.0
4222,67.0,70.0,82.0,72.0,62.0,53.0,51.0,55.0,45.0,38.0
4223,70.0,82.0,72.0,62.0,53.0,51.0,55.0,45.0,38.0,30.0
4224,82.0,72.0,62.0,53.0,51.0,55.0,45.0,38.0,30.0,28.0
4225,72.0,62.0,53.0,51.0,55.0,45.0,38.0,30.0,28.0,29.0
4226,62.0,53.0,51.0,55.0,45.0,38.0,30.0,28.0,29.0,31.0
4227,53.0,51.0,55.0,45.0,38.0,30.0,28.0,29.0,31.0,25.0
4228,51.0,55.0,45.0,38.0,30.0,28.0,29.0,31.0,25.0,20.0
4229,55.0,45.0,38.0,30.0,28.0,29.0,31.0,25.0,20.0,12.0
4230,45.0,38.0,30.0,28.0,29.0,31.0,25.0,20.0,12.0,13.0
4231,38.0,30.0,28.0,29.0,31.0,25.0,20.0,12.0,13.0,10.0
4232,30.0,28.0,29.0,31.0,25.0,20.0,12.0,13.0,10.0,9.0
4233,28.0,29.0,31.0,25.0,20.0,12.0,13.0,10.0,9.0,7.0
4234,29.0,31.0,25.0,20.0,12.0,13.0,10.0,9.0,7.0,6.0
4235,31.0,25.0,20.0,12.0,13.0,10.0,9.0,7.0,6.0,4.0
4236,25.0,20.0,12.0,13.0,10.0,9.0,7.0,6.0,4.0,5.0
4237,20.0,12.0,13.0,10.0,9.0,7.0,6.0,4.0,5.0,9.0
4238,12.0,13.0,10.0,9.0,7.0,6.0,4.0,5.0,9.0,12.0
4239,13.0,10.0,9.0,7.0,6.0,4.0,5.0,9.0,12.0,10.0
4240,10.0,9.0,7.0,6.0,4.0,5.0,9.0,12.0,10.0,11.0
4241,9.0,7.0,6.0,4.0,5.0,9.0,12.0,10.0,11.0,17.0
4242,7.0,6.0,4.0,5.0,9.0,12.0,10.0,11.0,17.0,18.0
4243,6.0,4.0,5.0,9.0,12.0,10.0,11.0,17.0,18.0,25.0
4244,4.0,5.0,9.0,12.0,10.0,11.0,17.0,18.0,25.0,30.0
4245,5.0,9.0,12.0,10.0,11.0,17.0,18.0,25.0,30.0,39.0
4246,9.0,12.0,10.0,11.0,17.0,18.0,25.0,30.0,39.0,101.0
4247,10.0,8.0,7.0,7.0,10.0,16.0,23.0,24.0,23.0,27.0
4248,8.0,7.0,7.0,10.0,16.0,23.0,24.0,23.0,27.0,31.0
4249,7.0,7.0,10.0,16.0,23.0,24.0,23.0,27.0,31.0,30.0
4250,7.0,10.0,16.0,23.0,24.0,23.0,27.0,31.0,30.0,32.0
4251,10.0,16.0,23.0,24.0,23.0,27.0,31.0,30.0,32.0,32.0
4252,16.0,23.0,24.0,23.0,27.0,31.0,30.0,32.0,32.0,39.0
4253,23.0,24.0,23.0,27.0,31.0,30.0,32.0,32.0,39.0,43.0
4254,24.0,23.0,27.0,31.0,30.0,32.0,32.0,39.0,43.0,48.0
4255,23.0,27.0,31.0,30.0,32.0,32.0,39.0,43.0,48.0,101.0
4256,45.0,58.0,53.0,50.0,42.0,35.0,40.0,36.0,36.0,29.0
4257,58.0,53.0,50.0,42.0,35.0,40.0,36.0,36.0,29.0,33.0
4258,53.0,50.0,42.0,35.0,40.0,36.0,36.0,29.0,33.0,43.0
4259,50.0,42.0,35.0,40.0,36.0,36.0,29.0,33.0,43.0,45.0
4260,42.0,35.0,40.0,36.0,36.0,29.0,33.0,43.0,45.0,48.0
4261,35.0,40.0,36.0,36.0,29.0,33.0,43.0,45.0,48.0,53.0
4262,40.0,36.0,36.0,29.0,33.0,43.0,45.0,48.0,53.0,67.0
4263,36.0,36.0,29.0,33.0,43.0,45.0,48.0,53.0,67.0,68.0
4264,36.0,29.0,33.0,43.0,45.0,48.0,53.0,67.0,68.0,75.0
4265,29.0,33.0,43.0,45.0,48.0,53.0,67.0,68.0,75.0,76.0
4266,33.0,43.0,45.0,48.0,53.0,67.0,68.0,75.0,76.0,80.0
4267,43.0,45.0,48.0,53.0,67.0,68.0,75.0,76.0,80.0,101.0
4268,94.0,18.0,22.0,16.0,16.0,15.0,14.0,12.0,13.0,16.0
4269,18.0,22.0,16.0,16.0,15.0,14.0,12.0,13.0,16.0,21.0
4270,22.0,16.0,16.0,15.0,14.0,12.0,13.0,16.0,21.0,30.0
4271,16.0,16.0,15.0,14.0,12.0,13.0,16.0,21.0,30.0,57.0
4272,16.0,15.0,14.0,12.0,13.0,16.0,21.0,30.0,57.0,56.0
4273,15.0,14.0,12.0,13.0,16.0,21.0,30.0,57.0,56.0,67.0
4274,14.0,12.0,13.0,16.0,21.0,30.0,57.0,56.0,67.0,76.0
4275,12.0,13.0,16.0,21.0,30.0,57.0,56.0,67.0,76.0,89.0
4276,13.0,16.0,21.0,30.0,57.0,56.0,67.0,76.0,89.0,82.0
4277,16.0,21.0,30.0,57.0,56.0,67.0,76.0,89.0,82.0,72.0
4278,21.0,30.0,57.0,56.0,67.0,76.0,89.0,82.0,72.0,70.0
4279,30.0,57.0,56.0,67.0,76.0,89.0,82.0,72.0,70.0,101.0
4280,3.0,26.0,31.0,14.0,23.0,24.0,24.0,25.0,20.0,21.0
4281,26.0,31.0,14.0,23.0,24.0,24.0,25.0,20.0,21.0,26.0
4282,31.0,14.0,23.0,24.0,24.0,25.0,20.0,21.0,26.0,24.0
4283,14.0,23.0,24.0,24.0,25.0,20.0,21.0,26.0,24.0,24.0
4284,23.0,24.0,24.0,25.0,20.0,21.0,26.0,24.0,24.0,26.0
4285,24.0,24.0,25.0,20.0,21.0,26.0,24.0,24.0,26.0,29.0
4286,24.0,25.0,20.0,21.0,26.0,24.0,24.0,26.0,29.0,40.0
4287,25.0,20.0,21.0,26.0,24.0,24.0,26.0,29.0,40.0,30.0
4288,20.0,21.0,26.0,24.0,24.0,26.0,29.0,40.0,30.0,33.0
4289,21.0,26.0,24.0,24.0,26.0,29.0,40.0,30.0,33.0,46.0
4290,26.0,24.0,24.0,26.0,29.0,40.0,30.0,33.0,46.0,50.0
4291,24.0,24.0,26.0,29.0,40.0,30.0,33.0,46.0,50.0,101.0
4292,96.0,97.0,96.0,68.0,62.0,58.0,57.0,52.0,48.0,44.0
4293,97.0,96.0,68.0,62.0,58.0,57.0,52.0,48.0,44.0,40.0
4294,96.0,68.0,62.0,58.0,57.0,52.0,48.0,44.0,40.0,35.0
4295,68.0,62.0,58.0,57.0,52.0,48.0,44.0,40.0,35.0,28.0
4296,62.0,58.0,57.0,52.0,48.0,44.0,40.0,35.0,28.0,30.0
4297,58.0,57.0,52.0,48.0,44.0,40.0,35.0,28.0,30.0,28.0
4298,57.0,52.0,48.0,44.0,40.0,35.0,28.0,30.0,28.0,28.0
4299,52.0,48.0,44.0,40.0,35.0,28.0,30.0,28.0,28.0,29.0
4300,48.0,44.0,40.0,35.0,28.0,30.0,28.0,28.0,29.0,28.0
4301,44.0,40.0,35.0,28.0,30.0,28.0,28.0,29.0,28.0,31.0
4302,40.0,35.0,28.0,30.0,28.0,28.0,29.0,28.0,31.0,34.0
4303,35.0,28.0,30.0,28.0,28.0,29.0,28.0,31.0,34.0,44.0
4304,28.0,30.0,28.0,28.0,29.0,28.0,31.0,34.0,44.0,45.0
4305,30.0,28.0,28.0,29.0,28.0,31.0,34.0,44.0,45.0,101.0
4306,79.0,84.0,61.0,49.0,40.0,37.0,34.0,37.0,36.0,33.0
4307,84.0,61.0,49.0,40.0,37.0,34.0,37.0,36.0,33.0,34.0
4308,61.0,49.0,40.0,37.0,34.0,37.0,36.0,33.0,34.0,35.0
4309,49.0,40.0,37.0,34.0,37.0,36.0,33.0,34.0,35.0,35.0
4310,40.0,37.0,34.0,37.0,36.0,33.0,34.0,35.0,35.0,32.0
4311,37.0,34.0,37.0,36.0,33.0,34.0,35.0,35.0,32.0,31.0
4312,34.0,37.0,36.0,33.0,34.0,35.0,35.0,32.0,31.0,37.0
4313,37.0,36.0,33.0,34.0,35.0,35.0,32.0,31.0,37.0,44.0
4314,36.0,33.0,34.0,35.0,35.0,32.0,31.0,37.0,44.0,55.0
4315,33.0,34.0,35.0,35.0,32.0,31.0,37.0,44.0,55.0,62.0
