,diff_0,diff_1,diff_2,diff_3,diff_4,diff_5,diff_6,diff_7,diff_8,target
25,90.0,86.0,85.0,79.0,82.0,69.0,64.0,59.0,63.0,59.0
26,86.0,85.0,79.0,82.0,69.0,64.0,59.0,63.0,59.0,63.0
27,85.0,79.0,82.0,69.0,64.0,59.0,63.0,59.0,63.0,58.0
28,79.0,82.0,69.0,64.0,59.0,63.0,59.0,63.0,58.0,72.0
29,82.0,69.0,64.0,59.0,63.0,59.0,63.0,58.0,72.0,82.0
30,69.0,64.0,59.0,63.0,59.0,63.0,58.0,72.0,82.0,94.0
31,64.0,59.0,63.0,59.0,63.0,58.0,72.0,82.0,94.0,101.0
32,97.0,88.0,85.0,83.0,84.0,81.0,72.0,44.0,54.0,55.0
33,88.0,85.0,83.0,84.0,81.0,72.0,44.0,54.0,55.0,51.0
34,85.0,83.0,84.0,81.0,72.0,44.0,54.0,55.0,51.0,48.0
35,83.0,84.0,81.0,72.0,44.0,54.0,55.0,51.0,48.0,45.0
36,84.0,81.0,72.0,44.0,54.0,55.0,51.0,48.0,45.0,43.0
37,81.0,72.0,44.0,54.0,55.0,51.0,48.0,45.0,43.0,40.0
38,72.0,44.0,54.0,55.0,51.0,48.0,45.0,43.0,40.0,36.0
39,44.0,54.0,55.0,51.0,48.0,45.0,43.0,40.0,36.0,36.0
40,54.0,55.0,51.0,48.0,45.0,43.0,40.0,36.0,36.0,34.0
41,55.0,51.0,48.0,45.0,43.0,40.0,36.0,36.0,34.0,39.0
42,51.0,48.0,45.0,43.0,40.0,36.0,36.0,34.0,39.0,46.0
43,48.0,45.0,43.0,40.0,36.0,36.0,34.0,39.0,46.0,101.0
44,82.0,87.0,84.0,87.0,81.0,85.0,76.0,77.0,83.0,101.0
45,41.0,67.0,75.0,89.0,75.0,81.0,88.0,93.0,100.0,100.0
46,67.0,75.0,89.0,75.0,81.0,88.0,93.0,100.0,100.0,97.0
47,75.0,89.0,75.0,81.0,88.0,93.0,100.0,100.0,97.0,101.0
48,63.0,62.0,58.0,53.0,53.0,44.0,35.0,35.0,35.0,35.0
49,62.0,58.0,53.0,53.0,44.0,35.0,35.0,35.0,35.0,38.0
50,58.0,53.0,53.0,44.0,35.0,35.0,35.0,35.0,38.0,37.0
51,53.0,53.0,44.0,35.0,35.0,35.0,35.0,38.0,37.0,36.0
52,53.0,44.0,35.0,35.0,35.0,35.0,38.0,37.0,36.0,41.0
53,44.0,35.0,35.0,35.0,35.0,38.0,37.0,36.0,41.0,44.0
54,35.0,35.0,35.0,35.0,38.0,37.0,36.0,41.0,44.0,52.0
55,35.0,35.0,35.0,38.0,37.0,36.0,41.0,44.0,52.0,53.0
56,35.0,35.0,38.0,37.0,36.0,41.0,44.0,52.0,53.0,59.0
57,35.0,38.0,37.0,36.0,41.0,44.0,52.0,53.0,59.0,63.0
58,38.0,37.0,36.0,41.0,44.0,52.0,53.0,59.0,63.0,64.0
59,37.0,36.0,41.0,44.0,52.0,53.0,59.0,63.0,64.0,101.0
60,88.0,58.0,73.0,75.0,78.0,76.0,74.0,82.0,75.0,82.0
61,58.0,73.0,75.0,78.0,76.0,74.0,82.0,75.0,82.0,89.0
62,73.0,75.0,78.0,76.0,74.0,82.0,75.0,82.0,89.0,92.0
63,75.0,78.0,76.0,74.0,82.0,75.0,82.0,89.0,92.0,100.0
64,78.0,76.0,74.0,82.0,75.0,82.0,89.0,92.0,100.0,101.0
65,91.0,99.0,93.0,90.0,88.0,89.0,86.0,84.0,76.0,85.0
66,99.0,93.0,90.0,88.0,89.0,86.0,84.0,76.0,85.0,93.0
67,93.0,90.0,88.0,89.0,86.0,84.0,76.0,85.0,93.0,101.0
68,96.0,81.0,81.0,78.0,85.0,72.0,71.0,64.0,60.0,63.0
69,81.0,81.0,78.0,85.0,72.0,71.0,64.0,60.0,63.0,69.0
70,81.0,78.0,85.0,72.0,71.0,64.0,60.0,63.0,69.0,57.0
71,78.0,85.0,72.0,71.0,64.0,60.0,63.0,69.0,57.0,54.0
72,85.0,72.0,71.0,64.0,60.0,63.0,69.0,57.0,54.0,42.0
73,72.0,71.0,64.0,60.0,63.0,69.0,57.0,54.0,42.0,57.0
74,71.0,64.0,60.0,63.0,69.0,57.0,54.0,42.0,57.0,55.0
75,64.0,60.0,63.0,69.0,57.0,54.0,42.0,57.0,55.0,68.0
76,60.0,63.0,69.0,57.0,54.0,42.0,57.0,55.0,68.0,91.0
77,63.0,69.0,57.0,54.0,42.0,57.0,55.0,68.0,91.0,101.0
78,87.0,90.0,90.0,88.0,84.0,91.0,89.0,90.0,96.0,101.0
79,93.0,80.0,63.0,58.0,53.0,52.0,54.0,57.0,63.0,76.0
80,80.0,63.0,58.0,53.0,52.0,54.0,57.0,63.0,76.0,94.0
81,63.0,58.0,53.0,52.0,54.0,57.0,63.0,76.0,94.0,101.0
82,89.0,74.0,75.0,56.0,52.0,44.0,57.0,40.0,36.0,27.0
83,74.0,75.0,56.0,52.0,44.0,57.0,40.0,36.0,27.0,25.0
84,75.0,56.0,52.0,44.0,57.0,40.0,36.0,27.0,25.0,24.0
85,56.0,52.0,44.0,57.0,40.0,36.0,27.0,25.0,24.0,26.0
86,52.0,44.0,57.0,40.0,36.0,27.0,25.0,24.0,26.0,25.0
87,44.0,57.0,40.0,36.0,27.0,25.0,24.0,26.0,25.0,27.0
88,57.0,40.0,36.0,27.0,25.0,24.0,26.0,25.0,27.0,29.0
89,40.0,36.0,27.0,25.0,24.0,26.0,25.0,27.0,29.0,35.0
90,36.0,27.0,25.0,24.0,26.0,25.0,27.0,29.0,35.0,34.0
91,27.0,25.0,24.0,26.0,25.0,27.0,29.0,35.0,34.0,32.0
92,25.0,24.0,26.0,25.0,27.0,29.0,35.0,34.0,32.0,34.0
93,24.0,26.0,25.0,27.0,29.0,35.0,34.0,32.0,34.0,36.0
94,26.0,25.0,27.0,29.0,35.0,34.0,32.0,34.0,36.0,34.0
95,25.0,27.0,29.0,35.0,34.0,32.0,34.0,36.0,34.0,36.0
96,27.0,29.0,35.0,34.0,32.0,34.0,36.0,34.0,36.0,43.0
97,29.0,35.0,34.0,32.0,34.0,36.0,34.0,36.0,43.0,101.0
98,93.0,71.0,62.0,67.0,46.0,44.0,40.0,29.0,25.0,21.0
99,71.0,62.0,67.0,46.0,44.0,40.0,29.0,25.0,21.0,18.0
100,62.0,67.0,46.0,44.0,40.0,29.0,25.0,21.0,18.0,18.0
101,67.0,46.0,44.0,40.0,29.0,25.0,21.0,18.0,18.0,18.0
102,97.0,81.0,76.0,64.0,65.0,61.0,54.0,45.0,43.0,51.0
103,81.0,76.0,64.0,65.0,61.0,54.0,45.0,43.0,51.0,51.0
104,76.0,64.0,65.0,61.0,54.0,45.0,43.0,51.0,51.0,46.0
105,64.0,65.0,61.0,54.0,45.0,43.0,51.0,51.0,46.0,49.0
106,65.0,61.0,54.0,45.0,43.0,51.0,51.0,46.0,49.0,50.0
107,61.0,54.0,45.0,43.0,51.0,51.0,46.0,49.0,50.0,46.0
108,54.0,45.0,43.0,51.0,51.0,46.0,49.0,50.0,46.0,48.0
109,45.0,43.0,51.0,51.0,46.0,49.0,50.0,46.0,48.0,48.0
110,43.0,51.0,51.0,46.0,49.0,50.0,46.0,48.0,48.0,52.0
111,51.0,51.0,46.0,49.0,50.0,46.0,48.0,48.0,52.0,56.0
112,51.0,46.0,49.0,50.0,46.0,48.0,48.0,52.0,56.0,62.0
113,46.0,49.0,50.0,46.0,48.0,48.0,52.0,56.0,62.0,101.0
114,50.0,67.0,68.0,60.0,49.0,41.0,41.0,36.0,33.0,31.0
115,67.0,68.0,60.0,49.0,41.0,41.0,36.0,33.0,31.0,33.0
116,68.0,60.0,49.0,41.0,41.0,36.0,33.0,31.0,33.0,42.0
117,60.0,49.0,41.0,41.0,36.0,33.0,31.0,33.0,42.0,69.0
118,49.0,41.0,41.0,36.0,33.0,31.0,33.0,42.0,69.0,88.0
119,41.0,41.0,36.0,33.0,31.0,33.0,42.0,69.0,88.0,101.0
120,64.0,26.0,33.0,34.0,32.0,24.0,20.0,21.0,25.0,26.0
121,26.0,33.0,34.0,32.0,24.0,20.0,21.0,25.0,26.0,23.0
122,33.0,34.0,32.0,24.0,20.0,21.0,25.0,26.0,23.0,24.0
123,34.0,32.0,24.0,20.0,21.0,25.0,26.0,23.0,24.0,26.0
124,32.0,24.0,20.0,21.0,25.0,26.0,23.0,24.0,26.0,32.0
125,24.0,20.0,21.0,25.0,26.0,23.0,24.0,26.0,32.0,41.0
126,20.0,21.0,25.0,26.0,23.0,24.0,26.0,32.0,41.0,49.0
127,21.0,25.0,26.0,23.0,24.0,26.0,32.0,41.0,49.0,55.0
128,25.0,26.0,23.0,24.0,26.0,32.0,41.0,49.0,55.0,65.0
129,26.0,23.0,24.0,26.0,32.0,41.0,49.0,55.0,65.0,101.0
130,11.0,17.0,14.0,14.0,12.0,13.0,17.0,12.0,15.0,16.0
131,17.0,14.0,14.0,12.0,13.0,17.0,12.0,15.0,16.0,21.0
132,14.0,14.0,12.0,13.0,17.0,12.0,15.0,16.0,21.0,18.0
133,14.0,12.0,13.0,17.0,12.0,15.0,16.0,21.0,18.0,20.0
134,12.0,13.0,17.0,12.0,15.0,16.0,21.0,18.0,20.0,14.0
135,13.0,17.0,12.0,15.0,16.0,21.0,18.0,20.0,14.0,22.0
136,17.0,12.0,15.0,16.0,21.0,18.0,20.0,14.0,22.0,23.0
137,12.0,15.0,16.0,21.0,18.0,20.0,14.0,22.0,23.0,29.0
138,15.0,16.0,21.0,18.0,20.0,14.0,22.0,23.0,29.0,37.0
139,16.0,21.0,18.0,20.0,14.0,22.0,23.0,29.0,37.0,42.0
140,21.0,18.0,20.0,14.0,22.0,23.0,29.0,37.0,42.0,47.0
141,18.0,20.0,14.0,22.0,23.0,29.0,37.0,42.0,47.0,48.0
142,20.0,14.0,22.0,23.0,29.0,37.0,42.0,47.0,48.0,50.0
143,14.0,22.0,23.0,29.0,37.0,42.0,47.0,48.0,50.0,101.0
144,9.0,10.0,13.0,16.0,15.0,24.0,35.0,39.0,53.0,63.0
145,10.0,13.0,16.0,15.0,24.0,35.0,39.0,53.0,63.0,72.0
146,13.0,16.0,15.0,24.0,35.0,39.0,53.0,63.0,72.0,101.0
147,62.0,30.0,25.0,20.0,14.0,11.0,12.0,15.0,11.0,11.0
148,30.0,25.0,20.0,14.0,11.0,12.0,15.0,11.0,11.0,10.0
149,25.0,20.0,14.0,11.0,12.0,15.0,11.0,11.0,10.0,10.0
150,20.0,14.0,11.0,12.0,15.0,11.0,11.0,10.0,10.0,13.0
151,14.0,11.0,12.0,15.0,11.0,11.0,10.0,10.0,13.0,16.0
152,11.0,12.0,15.0,11.0,11.0,10.0,10.0,13.0,16.0,22.0
153,12.0,15.0,11.0,11.0,10.0,10.0,13.0,16.0,22.0,29.0
154,15.0,11.0,11.0,10.0,10.0,13.0,16.0,22.0,29.0,40.0
155,11.0,11.0,10.0,10.0,13.0,16.0,22.0,29.0,40.0,55.0
156,11.0,10.0,10.0,13.0,16.0,22.0,29.0,40.0,55.0,76.0
157,10.0,10.0,13.0,16.0,22.0,29.0,40.0,55.0,76.0,83.0
158,10.0,13.0,16.0,22.0,29.0,40.0,55.0,76.0,83.0,101.0
159,94.0,73.0,66.0,56.0,48.0,40.0,37.0,34.0,37.0,36.0
160,73.0,66.0,56.0,48.0,40.0,37.0,34.0,37.0,36.0,33.0
161,66.0,56.0,48.0,40.0,37.0,34.0,37.0,36.0,33.0,40.0
162,56.0,48.0,40.0,37.0,34.0,37.0,36.0,33.0,40.0,51.0
163,48.0,40.0,37.0,34.0,37.0,36.0,33.0,40.0,51.0,59.0
164,40.0,37.0,34.0,37.0,36.0,33.0,40.0,51.0,59.0,71.0
165,37.0,34.0,37.0,36.0,33.0,40.0,51.0,59.0,71.0,77.0
166,34.0,37.0,36.0,33.0,40.0,51.0,59.0,71.0,77.0,83.0
167,37.0,36.0,33.0,40.0,51.0,59.0,71.0,77.0,83.0,85.0
168,36.0,33.0,40.0,51.0,59.0,71.0,77.0,83.0,85.0,93.0
169,33.0,40.0,51.0,59.0,71.0,77.0,83.0,85.0,93.0,90.0
170,40.0,51.0,59.0,71.0,77.0,83.0,85.0,93.0,90.0,101.0
171,98.0,92.0,83.0,71.0,54.0,52.0,34.0,32.0,31.0,30.0
172,92.0,83.0,71.0,54.0,52.0,34.0,32.0,31.0,30.0,26.0
173,83.0,71.0,54.0,52.0,34.0,32.0,31.0,30.0,26.0,30.0
174,71.0,54.0,52.0,34.0,32.0,31.0,30.0,26.0,30.0,28.0
175,54.0,52.0,34.0,32.0,31.0,30.0,26.0,30.0,28.0,24.0
176,52.0,34.0,32.0,31.0,30.0,26.0,30.0,28.0,24.0,20.0
177,34.0,32.0,31.0,30.0,26.0,30.0,28.0,24.0,20.0,21.0
178,32.0,31.0,30.0,26.0,30.0,28.0,24.0,20.0,21.0,24.0
179,31.0,30.0,26.0,30.0,28.0,24.0,20.0,21.0,24.0,24.0
180,30.0,26.0,30.0,28.0,24.0,20.0,21.0,24.0,24.0,28.0
181,26.0,30.0,28.0,24.0,20.0,21.0,24.0,24.0,28.0,44.0
182,30.0,28.0,24.0,20.0,21.0,24.0,24.0,28.0,44.0,101.0
183,9.0,11.0,17.0,12.0,11.0,14.0,17.0,18.0,16.0,20.0
184,11.0,17.0,12.0,11.0,14.0,17.0,18.0,16.0,20.0,28.0
185,17.0,12.0,11.0,14.0,17.0,18.0,16.0,20.0,28.0,24.0
186,12.0,11.0,14.0,17.0,18.0,16.0,20.0,28.0,24.0,21.0
187,11.0,14.0,17.0,18.0,16.0,20.0,28.0,24.0,21.0,28.0
188,14.0,17.0,18.0,16.0,20.0,28.0,24.0,21.0,28.0,30.0
189,17.0,18.0,16.0,20.0,28.0,24.0,21.0,28.0,30.0,32.0
190,18.0,16.0,20.0,28.0,24.0,21.0,28.0,30.0,32.0,32.0
191,16.0,20.0,28.0,24.0,21.0,28.0,30.0,32.0,32.0,33.0
192,20.0,28.0,24.0,21.0,28.0,30.0,32.0,32.0,33.0,34.0
193,28.0,24.0,21.0,28.0,30.0,32.0,32.0,33.0,34.0,35.0
194,24.0,21.0,28.0,30.0,32.0,32.0,33.0,34.0,35.0,44.0
195,21.0,28.0,30.0,32.0,32.0,33.0,34.0,35.0,44.0,101.0
196,34.0,19.0,18.0,18.0,16.0,17.0,13.0,8.0,7.0,8.0
197,19.0,18.0,18.0,16.0,17.0,13.0,8.0,7.0,8.0,8.0
198,18.0,18.0,16.0,17.0,13.0,8.0,7.0,8.0,8.0,7.0
199,18.0,16.0,17.0,13.0,8.0,7.0,8.0,8.0,7.0,6.0
200,16.0,17.0,13.0,8.0,7.0,8.0,8.0,7.0,6.0,5.0
201,17.0,13.0,8.0,7.0,8.0,8.0,7.0,6.0,5.0,5.0
202,13.0,8.0,7.0,8.0,8.0,7.0,6.0,5.0,5.0,4.0
203,8.0,7.0,8.0,8.0,7.0,6.0,5.0,5.0,4.0,6.0
204,7.0,8.0,8.0,7.0,6.0,5.0,5.0,4.0,6.0,8.0
205,8.0,8.0,7.0,6.0,5.0,5.0,4.0,6.0,8.0,9.0
206,8.0,7.0,6.0,5.0,5.0,4.0,6.0,8.0,9.0,7.0
207,7.0,6.0,5.0,5.0,4.0,6.0,8.0,9.0,7.0,8.0
208,6.0,5.0,5.0,4.0,6.0,8.0,9.0,7.0,8.0,9.0
209,5.0,5.0,4.0,6.0,8.0,9.0,7.0,8.0,9.0,11.0
210,5.0,4.0,6.0,8.0,9.0,7.0,8.0,9.0,11.0,11.0
211,4.0,6.0,8.0,9.0,7.0,8.0,9.0,11.0,11.0,11.0
212,6.0,8.0,9.0,7.0,8.0,9.0,11.0,11.0,11.0,14.0
213,8.0,9.0,7.0,8.0,9.0,11.0,11.0,11.0,14.0,12.0
214,9.0,7.0,8.0,9.0,11.0,11.0,11.0,14.0,12.0,18.0
215,7.0,8.0,9.0,11.0,11.0,11.0,14.0,12.0,18.0,18.0
216,8.0,9.0,11.0,11.0,11.0,14.0,12.0,18.0,18.0,20.0
217,9.0,11.0,11.0,11.0,14.0,12.0,18.0,18.0,20.0,28.0
218,11.0,11.0,11.0,14.0,12.0,18.0,18.0,20.0,28.0,31.0
219,11.0,11.0,14.0,12.0,18.0,18.0,20.0,28.0,31.0,31.0
220,11.0,14.0,12.0,18.0,18.0,20.0,28.0,31.0,31.0,34.0
221,14.0,12.0,18.0,18.0,20.0,28.0,31.0,31.0,34.0,30.0
222,12.0,18.0,18.0,20.0,28.0,31.0,31.0,34.0,30.0,35.0
223,18.0,18.0,20.0,28.0,31.0,31.0,34.0,30.0,35.0,39.0
224,18.0,20.0,28.0,31.0,31.0,34.0,30.0,35.0,39.0,40.0
225,20.0,28.0,31.0,31.0,34.0,30.0,35.0,39.0,40.0,39.0
226,28.0,31.0,31.0,34.0,30.0,35.0,39.0,40.0,39.0,40.0
227,96.0,57.0,43.0,35.0,20.0,12.0,9.0,5.0,3.0,2.0
228,57.0,43.0,35.0,20.0,12.0,9.0,5.0,3.0,2.0,2.0
229,18.0,13.0,20.0,24.0,25.0,24.0,20.0,18.0,19.0,22.0
230,13.0,20.0,24.0,25.0,24.0,20.0,18.0,19.0,22.0,20.0
231,20.0,24.0,25.0,24.0,20.0,18.0,19.0,22.0,20.0,23.0
232,24.0,25.0,24.0,20.0,18.0,19.0,22.0,20.0,23.0,25.0
233,25.0,24.0,20.0,18.0,19.0,22.0,20.0,23.0,25.0,31.0
234,24.0,20.0,18.0,19.0,22.0,20.0,23.0,25.0,31.0,35.0
235,20.0,18.0,19.0,22.0,20.0,23.0,25.0,31.0,35.0,36.0
236,18.0,19.0,22.0,20.0,23.0,25.0,31.0,35.0,36.0,42.0
237,19.0,22.0,20.0,23.0,25.0,31.0,35.0,36.0,42.0,44.0
238,22.0,20.0,23.0,25.0,31.0,35.0,36.0,42.0,44.0,49.0
239,20.0,23.0,25.0,31.0,35.0,36.0,42.0,44.0,49.0,51.0
240,23.0,25.0,31.0,35.0,36.0,42.0,44.0,49.0,51.0,101.0
241,97.0,97.0,99.0,98.0,91.0,90.0,87.0,86.0,82.0,77.0
242,97.0,99.0,98.0,91.0,90.0,87.0,86.0,82.0,77.0,74.0
243,99.0,98.0,91.0,90.0,87.0,86.0,82.0,77.0,74.0,73.0
244,98.0,91.0,90.0,87.0,86.0,82.0,77.0,74.0,73.0,64.0
245,91.0,90.0,87.0,86.0,82.0,77.0,74.0,73.0,64.0,65.0
246,90.0,87.0,86.0,82.0,77.0,74.0,73.0,64.0,65.0,62.0
247,87.0,86.0,82.0,77.0,74.0,73.0,64.0,65.0,62.0,59.0
248,86.0,82.0,77.0,74.0,73.0,64.0,65.0,62.0,59.0,56.0
249,82.0,77.0,74.0,73.0,64.0,65.0,62.0,59.0,56.0,52.0
250,77.0,74.0,73.0,64.0,65.0,62.0,59.0,56.0,52.0,51.0
251,74.0,73.0,64.0,65.0,62.0,59.0,56.0,52.0,51.0,52.0
252,73.0,64.0,65.0,62.0,59.0,56.0,52.0,51.0,52.0,101.0
253,98.0,82.0,82.0,77.0,73.0,74.0,74.0,73.0,72.0,67.0
254,82.0,82.0,77.0,73.0,74.0,74.0,73.0,72.0,67.0,50.0
255,82.0,77.0,73.0,74.0,74.0,73.0,72.0,67.0,50.0,56.0
256,77.0,73.0,74.0,74.0,73.0,72.0,67.0,50.0,56.0,51.0
257,73.0,74.0,74.0,73.0,72.0,67.0,50.0,56.0,51.0,45.0
258,74.0,74.0,73.0,72.0,67.0,50.0,56.0,51.0,45.0,38.0
259,74.0,73.0,72.0,67.0,50.0,56.0,51.0,45.0,38.0,41.0
260,73.0,72.0,67.0,50.0,56.0,51.0,45.0,38.0,41.0,37.0
261,72.0,67.0,50.0,56.0,51.0,45.0,38.0,41.0,37.0,37.0
262,67.0,50.0,56.0,51.0,45.0,38.0,41.0,37.0,37.0,34.0
263,50.0,56.0,51.0,45.0,38.0,41.0,37.0,37.0,34.0,45.0
264,56.0,51.0,45.0,38.0,41.0,37.0,37.0,34.0,45.0,49.0
265,51.0,45.0,38.0,41.0,37.0,37.0,34.0,45.0,49.0,101.0
266,100.0,95.0,91.0,82.0,79.0,83.0,92.0,62.0,49.0,43.0
267,95.0,91.0,82.0,79.0,83.0,92.0,62.0,49.0,43.0,42.0
268,91.0,82.0,79.0,83.0,92.0,62.0,49.0,43.0,42.0,46.0
269,82.0,79.0,83.0,92.0,62.0,49.0,43.0,42.0,46.0,53.0
270,79.0,83.0,92.0,62.0,49.0,43.0,42.0,46.0,53.0,56.0
271,83.0,92.0,62.0,49.0,43.0,42.0,46.0,53.0,56.0,65.0
272,92.0,62.0,49.0,43.0,42.0,46.0,53.0,56.0,65.0,74.0
273,62.0,49.0,43.0,42.0,46.0,53.0,56.0,65.0,74.0,86.0
274,49.0,43.0,42.0,46.0,53.0,56.0,65.0,74.0,86.0,83.0
275,43.0,42.0,46.0,53.0,56.0,65.0,74.0,86.0,83.0,90.0
276,42.0,46.0,53.0,56.0,65.0,74.0,86.0,83.0,90.0,94.0
277,46.0,53.0,56.0,65.0,74.0,86.0,83.0,90.0,94.0,101.0
278,24.0,43.0,10.0,28.0,47.0,63.0,71.0,56.0,57.0,59.0
279,43.0,10.0,28.0,47.0,63.0,71.0,56.0,57.0,59.0,51.0
280,10.0,28.0,47.0,63.0,71.0,56.0,57.0,59.0,51.0,49.0
281,28.0,47.0,63.0,71.0,56.0,57.0,59.0,51.0,49.0,41.0
282,47.0,63.0,71.0,56.0,57.0,59.0,51.0,49.0,41.0,36.0
283,63.0,71.0,56.0,57.0,59.0,51.0,49.0,41.0,36.0,37.0
284,71.0,56.0,57.0,59.0,51.0,49.0,41.0,36.0,37.0,34.0
285,56.0,57.0,59.0,51.0,49.0,41.0,36.0,37.0,34.0,32.0
286,57.0,59.0,51.0,49.0,41.0,36.0,37.0,34.0,32.0,28.0
287,59.0,51.0,49.0,41.0,36.0,37.0,34.0,32.0,28.0,25.0
288,51.0,49.0,41.0,36.0,37.0,34.0,32.0,28.0,25.0,26.0
289,49.0,41.0,36.0,37.0,34.0,32.0,28.0,25.0,26.0,25.0
290,41.0,36.0,37.0,34.0,32.0,28.0,25.0,26.0,25.0,21.0
291,36.0,37.0,34.0,32.0,28.0,25.0,26.0,25.0,21.0,25.0
292,37.0,34.0,32.0,28.0,25.0,26.0,25.0,21.0,25.0,30.0
293,34.0,32.0,28.0,25.0,26.0,25.0,21.0,25.0,30.0,37.0
294,32.0,28.0,25.0,26.0,25.0,21.0,25.0,30.0,37.0,44.0
295,28.0,25.0,26.0,25.0,21.0,25.0,30.0,37.0,44.0,101.0
296,74.0,95.0,59.0,46.0,43.0,50.0,55.0,62.0,60.0,52.0
297,95.0,59.0,46.0,43.0,50.0,55.0,62.0,60.0,52.0,50.0
298,59.0,46.0,43.0,50.0,55.0,62.0,60.0,52.0,50.0,52.0
299,46.0,43.0,50.0,55.0,62.0,60.0,52.0,50.0,52.0,54.0
300,43.0,50.0,55.0,62.0,60.0,52.0,50.0,52.0,54.0,54.0
301,50.0,55.0,62.0,60.0,52.0,50.0,52.0,54.0,54.0,51.0
302,55.0,62.0,60.0,52.0,50.0,52.0,54.0,54.0,51.0,38.0
303,62.0,60.0,52.0,50.0,52.0,54.0,54.0,51.0,38.0,31.0
304,60.0,52.0,50.0,52.0,54.0,54.0,51.0,38.0,31.0,35.0
305,52.0,50.0,52.0,54.0,54.0,51.0,38.0,31.0,35.0,34.0
306,50.0,52.0,54.0,54.0,51.0,38.0,31.0,35.0,34.0,36.0
307,52.0,54.0,54.0,51.0,38.0,31.0,35.0,34.0,36.0,34.0
308,54.0,54.0,51.0,38.0,31.0,35.0,34.0,36.0,34.0,35.0
309,54.0,51.0,38.0,31.0,35.0,34.0,36.0,34.0,35.0,36.0
310,51.0,38.0,31.0,35.0,34.0,36.0,34.0,35.0,36.0,40.0
311,38.0,31.0,35.0,34.0,36.0,34.0,35.0,36.0,40.0,46.0
312,31.0,35.0,34.0,36.0,34.0,35.0,36.0,40.0,46.0,46.0
313,35.0,34.0,36.0,34.0,35.0,36.0,40.0,46.0,46.0,101.0
314,96.0,81.0,66.0,66.0,60.0,59.0,52.0,52.0,44.0,43.0
315,81.0,66.0,66.0,60.0,59.0,52.0,52.0,44.0,43.0,46.0
316,66.0,66.0,60.0,59.0,52.0,52.0,44.0,43.0,46.0,38.0
317,66.0,60.0,59.0,52.0,52.0,44.0,43.0,46.0,38.0,33.0
318,60.0,59.0,52.0,52.0,44.0,43.0,46.0,38.0,33.0,34.0
319,59.0,52.0,52.0,44.0,43.0,46.0,38.0,33.0,34.0,36.0
320,52.0,52.0,44.0,43.0,46.0,38.0,33.0,34.0,36.0,36.0
321,52.0,44.0,43.0,46.0,38.0,33.0,34.0,36.0,36.0,41.0
322,44.0,43.0,46.0,38.0,33.0,34.0,36.0,36.0,41.0,45.0
323,43.0,46.0,38.0,33.0,34.0,36.0,36.0,41.0,45.0,52.0
324,46.0,38.0,33.0,34.0,36.0,36.0,41.0,45.0,52.0,101.0
325,99.0,91.0,79.0,70.0,63.0,68.0,64.0,59.0,59.0,58.0
326,91.0,79.0,70.0,63.0,68.0,64.0,59.0,59.0,58.0,52.0
327,79.0,70.0,63.0,68.0,64.0,59.0,59.0,58.0,52.0,42.0
328,70.0,63.0,68.0,64.0,59.0,59.0,58.0,52.0,42.0,47.0
329,63.0,68.0,64.0,59.0,59.0,58.0,52.0,42.0,47.0,55.0
330,68.0,64.0,59.0,59.0,58.0,52.0,42.0,47.0,55.0,51.0
