,diff_0,diff_1,target
995,6.0,7.0,6.0
996,7.0,6.0,5.0
997,6.0,5.0,7.0
998,5.0,7.0,8.0
999,7.0,8.0,15.0
1000,8.0,15.0,18.0
1001,15.0,18.0,17.0
1002,18.0,17.0,20.0
1003,17.0,20.0,26.0
1004,20.0,26.0,35.0
1005,26.0,35.0,45.0
1006,35.0,45.0,48.0
1007,45.0,48.0,101.0
1008,93.0,90.0,95.0
1009,90.0,95.0,90.0
1010,95.0,90.0,89.0
1011,90.0,89.0,83.0
1012,30.0,28.0,26.0
1013,28.0,26.0,32.0
1014,26.0,32.0,30.0
1015,32.0,30.0,26.0
1016,30.0,26.0,23.0
1017,26.0,23.0,27.0
1018,23.0,27.0,27.0
1019,27.0,27.0,29.0
1020,27.0,29.0,30.0
1021,29.0,30.0,27.0
1022,30.0,27.0,32.0
1023,27.0,32.0,30.0
1024,32.0,30.0,37.0
1025,30.0,37.0,38.0
1026,37.0,38.0,42.0
1027,41.0,42.0,41.0
1028,42.0,41.0,30.0
1029,41.0,30.0,36.0
1030,30.0,36.0,38.0
1031,36.0,38.0,37.0
1032,38.0,37.0,41.0
1033,37.0,41.0,45.0
1034,41.0,45.0,45.0
1035,45.0,45.0,44.0
1036,45.0,44.0,45.0
1037,44.0,45.0,49.0
1038,45.0,49.0,101.0
1039,83.0,97.0,101.0
1040,87.0,95.0,101.0
1041,100.0,88.0,82.0
1042,88.0,82.0,79.0
1043,82.0,79.0,71.0
1044,79.0,71.0,70.0
1045,71.0,70.0,62.0
1046,70.0,62.0,64.0
1047,62.0,64.0,60.0
1048,64.0,60.0,55.0
1049,21.0,99.0,101.0
1050,81.0,70.0,66.0
1051,70.0,66.0,62.0
1052,66.0,62.0,43.0
1053,62.0,43.0,53.0
1054,43.0,53.0,52.0
1055,53.0,52.0,72.0
1056,52.0,72.0,87.0
1057,72.0,87.0,96.0
1058,96.0,93.0,97.0
1059,93.0,97.0,101.0
1060,100.0,87.0,78.0
1061,87.0,78.0,68.0
1062,78.0,68.0,61.0
1063,68.0,61.0,59.0
1064,61.0,59.0,54.0
1065,59.0,54.0,43.0
1066,95.0,90.0,77.0
1067,90.0,77.0,80.0
1068,77.0,80.0,74.0
1069,80.0,74.0,67.0
1070,74.0,67.0,77.0
1071,67.0,77.0,83.0
1072,77.0,83.0,80.0
1073,83.0,80.0,84.0
1074,80.0,84.0,86.0
1075,84.0,86.0,93.0
1076,86.0,93.0,99.0
1077,93.0,99.0,95.0
1078,99.0,95.0,99.0
1079,95.0,99.0,101.0
1080,2.0,2.0,2.0
1081,2.0,2.0,2.0
1082,2.0,2.0,1.0
1083,2.0,1.0,1.0
1084,1.0,1.0,1.0
1085,1.0,1.0,2.0
1086,1.0,2.0,3.0
1087,2.0,3.0,3.0
1088,3.0,3.0,4.0
1089,3.0,4.0,4.0
1090,4.0,4.0,5.0
1091,4.0,5.0,8.0
1092,5.0,8.0,8.0
1093,8.0,8.0,11.0
1094,8.0,11.0,13.0
1095,61.0,77.0,66.0
1096,77.0,66.0,50.0
1097,66.0,50.0,38.0
1098,50.0,38.0,46.0
1099,38.0,46.0,42.0
1100,46.0,42.0,37.0
1101,42.0,37.0,37.0
1102,37.0,37.0,37.0
1103,37.0,37.0,41.0
1104,37.0,41.0,41.0
1105,41.0,41.0,42.0
1106,41.0,42.0,47.0
1107,42.0,47.0,61.0
1108,47.0,61.0,77.0
1109,61.0,77.0,75.0
1110,59.0,58.0,64.0
1111,58.0,64.0,61.0
1112,64.0,61.0,55.0
1113,61.0,55.0,54.0
1114,55.0,54.0,46.0
1115,54.0,46.0,50.0
1116,46.0,50.0,65.0
1117,50.0,65.0,71.0
1118,65.0,71.0,76.0
1119,71.0,76.0,101.0
1120,99.0,91.0,101.0
1121,7.0,9.0,8.0
1122,9.0,8.0,6.0
1123,8.0,6.0,7.0
1124,6.0,7.0,8.0
1125,7.0,8.0,6.0
1126,8.0,6.0,11.0
1127,6.0,11.0,11.0
1128,11.0,11.0,10.0
1129,11.0,10.0,13.0
1130,10.0,13.0,16.0
1131,13.0,16.0,17.0
1132,16.0,17.0,17.0
1133,17.0,17.0,20.0
1134,17.0,20.0,22.0
1135,20.0,22.0,23.0
1136,28.0,19.0,13.0
1137,19.0,13.0,9.0
1138,13.0,9.0,5.0
1139,9.0,5.0,4.0
1140,5.0,4.0,4.0
1141,4.0,4.0,3.0
1142,4.0,3.0,4.0
1143,3.0,4.0,2.0
1144,4.0,2.0,3.0
1145,2.0,3.0,3.0
1146,3.0,3.0,3.0
1147,3.0,3.0,3.0
1148,3.0,3.0,4.0
1149,3.0,4.0,5.0
1150,4.0,5.0,7.0
1151,80.0,88.0,101.0
1152,87.0,68.0,58.0
1153,68.0,58.0,54.0
1154,58.0,54.0,60.0
1155,54.0,60.0,57.0
1156,60.0,57.0,56.0
1157,57.0,56.0,47.0
1158,56.0,47.0,45.0
1159,47.0,45.0,44.0
1160,45.0,44.0,51.0
1161,44.0,51.0,63.0
1162,51.0,63.0,68.0
1163,6.0,26.0,31.0
1164,26.0,31.0,32.0
1165,31.0,32.0,30.0
1166,32.0,30.0,29.0
1167,30.0,29.0,31.0
1168,29.0,31.0,33.0
1169,31.0,33.0,36.0
1170,92.0,84.0,80.0
1171,84.0,80.0,74.0
1172,80.0,74.0,63.0
1173,98.0,92.0,88.0
1174,92.0,88.0,93.0
1175,88.0,93.0,92.0
1176,93.0,92.0,90.0
1177,92.0,90.0,64.0
1178,70.0,82.0,84.0
1179,82.0,84.0,93.0
1180,84.0,93.0,101.0
1181,62.0,65.0,62.0
1182,65.0,62.0,69.0
1183,62.0,69.0,68.0
1184,69.0,68.0,66.0
1185,68.0,66.0,66.0
1186,66.0,66.0,74.0
1187,66.0,74.0,87.0
1188,74.0,87.0,97.0
1189,87.0,97.0,101.0
1190,6.0,7.0,9.0
1191,7.0,9.0,11.0
1192,9.0,11.0,11.0
1193,11.0,11.0,14.0
1194,11.0,14.0,18.0
1195,14.0,18.0,21.0
1196,18.0,21.0,23.0
1197,21.0,23.0,25.0
1198,23.0,25.0,27.0
1199,25.0,27.0,22.0
1200,27.0,22.0,21.0
1201,22.0,21.0,24.0
1202,21.0,24.0,25.0
1203,24.0,25.0,28.0
1204,25.0,28.0,33.0
1205,88.0,81.0,76.0
1206,81.0,76.0,73.0
1207,76.0,73.0,69.0
1208,73.0,69.0,51.0
1209,86.0,74.0,69.0
1210,74.0,69.0,64.0
1211,69.0,64.0,68.0
1212,64.0,68.0,57.0
1213,68.0,57.0,53.0
1214,73.0,76.0,85.0
1215,76.0,85.0,84.0
1216,85.0,84.0,79.0
1217,84.0,79.0,101.0
1218,27.0,31.0,29.0
1219,31.0,29.0,27.0
1220,29.0,27.0,35.0
1221,27.0,35.0,39.0
1222,35.0,39.0,101.0
1223,66.0,63.0,86.0
1224,63.0,86.0,65.0
1225,56.0,67.0,67.0
1226,67.0,67.0,68.0
1227,67.0,68.0,61.0
1228,68.0,61.0,80.0
1229,61.0,80.0,101.0
1230,57.0,54.0,58.0
1231,54.0,58.0,63.0
1232,58.0,63.0,65.0
1233,63.0,65.0,73.0
1234,65.0,73.0,77.0
1235,73.0,77.0,84.0
1236,77.0,84.0,95.0
1237,84.0,95.0,92.0
1238,95.0,92.0,101.0
1239,82.0,65.0,89.0
1240,65.0,89.0,101.0
1241,90.0,99.0,101.0
1242,26.0,27.0,19.0
1243,27.0,19.0,19.0
1244,19.0,19.0,27.0
1245,19.0,27.0,29.0
1246,27.0,29.0,28.0
1247,29.0,28.0,39.0
1248,28.0,39.0,38.0
1249,39.0,38.0,47.0
1250,38.0,47.0,101.0
1251,85.0,86.0,85.0
1252,86.0,85.0,88.0
1253,85.0,88.0,64.0
1254,88.0,64.0,74.0
1255,64.0,74.0,77.0
1256,74.0,77.0,91.0
1257,77.0,91.0,89.0
1258,91.0,89.0,98.0
1259,89.0,98.0,91.0
1260,98.0,91.0,101.0
1261,98.0,92.0,93.0
1262,92.0,93.0,90.0
1263,93.0,90.0,72.0
1264,90.0,72.0,72.0
1265,72.0,72.0,72.0
1266,72.0,72.0,71.0
1267,72.0,71.0,63.0
1268,71.0,63.0,60.0
1269,63.0,60.0,75.0
1270,60.0,75.0,91.0
1271,75.0,91.0,101.0
1272,4.0,5.0,5.0
1273,5.0,5.0,5.0
1274,5.0,5.0,8.0
1275,5.0,8.0,10.0
1276,8.0,10.0,10.0
1277,10.0,10.0,17.0
1278,10.0,17.0,21.0
1279,17.0,21.0,23.0
1280,21.0,23.0,25.0
1281,23.0,25.0,25.0
1282,25.0,25.0,29.0
1283,25.0,29.0,34.0
1284,29.0,34.0,36.0
1285,34.0,36.0,37.0
1286,36.0,37.0,41.0
1287,78.0,55.0,54.0
1288,55.0,54.0,47.0
1289,54.0,47.0,41.0
1290,47.0,41.0,41.0
1291,41.0,41.0,35.0
1292,41.0,35.0,29.0
1293,35.0,29.0,29.0
1294,29.0,29.0,20.0
1295,29.0,20.0,14.0
1296,20.0,14.0,18.0
1297,14.0,18.0,23.0
1298,18.0,23.0,28.0
1299,23.0,28.0,34.0
1300,28.0,34.0,50.0
1301,34.0,50.0,58.0
1302,38.0,39.0,49.0
1303,39.0,49.0,49.0
1304,49.0,49.0,49.0
1305,49.0,49.0,101.0
1306,35.0,35.0,45.0
1307,35.0,45.0,45.0
1308,45.0,45.0,47.0
1309,45.0,47.0,101.0
1310,23.0,22.0,24.0
1311,22.0,24.0,15.0
1312,24.0,15.0,14.0
1313,15.0,14.0,16.0
1314,14.0,16.0,17.0
1315,16.0,17.0,19.0
1316,17.0,19.0,24.0
1317,19.0,24.0,34.0
1318,24.0,34.0,39.0
1319,34.0,39.0,42.0
1320,39.0,42.0,44.0
1321,42.0,44.0,46.0
1322,44.0,46.0,49.0
1323,46.0,49.0,45.0
1324,49.0,45.0,49.0
1325,91.0,80.0,69.0
1326,80.0,69.0,66.0
1327,69.0,66.0,58.0
1328,66.0,58.0,60.0
1329,18.0,23.0,22.0
1330,23.0,22.0,18.0
1331,22.0,18.0,21.0
1332,18.0,21.0,28.0
1333,21.0,28.0,34.0
1334,28.0,34.0,34.0
1335,34.0,34.0,35.0
1336,34.0,35.0,38.0
1337,35.0,38.0,46.0
1338,38.0,46.0,46.0
1339,46.0,46.0,101.0
1340,12.0,16.0,13.0
1341,16.0,13.0,12.0
1342,13.0,12.0,10.0
1343,9.0,7.0,4.0
1344,7.0,4.0,1.0
1345,4.0,1.0,1.0
1346,1.0,1.0,1.0
1347,1.0,1.0,1.0
1348,1.0,1.0,1.0
1349,1.0,1.0,1.0
1350,1.0,1.0,1.0
1351,69.0,72.0,97.0
1352,72.0,97.0,98.0
1353,97.0,98.0,82.0
1354,98.0,82.0,70.0
1355,82.0,70.0,60.0
1356,70.0,60.0,57.0
1357,60.0,57.0,54.0
1358,57.0,54.0,55.0
1359,54.0,55.0,50.0
1360,55.0,50.0,43.0
1361,50.0,43.0,38.0
1362,43.0,38.0,32.0
1363,38.0,32.0,32.0
1364,32.0,32.0,31.0
1365,85.0,88.0,80.0
1366,88.0,80.0,67.0
1367,80.0,67.0,58.0
1368,67.0,58.0,58.0
1369,58.0,58.0,23.0
1370,58.0,23.0,36.0
1371,23.0,36.0,34.0
1372,80.0,95.0,101.0
