,diff_0,diff_1,diff_2,diff_3,target
294,93.0,87.0,87.0,78.0,77.0
295,87.0,87.0,78.0,77.0,71.0
296,87.0,78.0,77.0,71.0,64.0
297,78.0,77.0,71.0,64.0,70.0
298,77.0,71.0,64.0,70.0,69.0
299,71.0,64.0,70.0,69.0,67.0
300,64.0,70.0,69.0,67.0,60.0
301,70.0,69.0,67.0,60.0,57.0
302,69.0,67.0,60.0,57.0,62.0
303,67.0,60.0,57.0,62.0,63.0
304,60.0,57.0,62.0,63.0,60.0
305,57.0,62.0,63.0,60.0,64.0
306,62.0,63.0,60.0,64.0,63.0
307,63.0,60.0,64.0,63.0,65.0
308,60.0,64.0,63.0,65.0,70.0
309,64.0,63.0,65.0,70.0,71.0
310,63.0,65.0,70.0,71.0,101.0
311,48.0,46.0,44.0,54.0,75.0
312,46.0,44.0,54.0,75.0,84.0
313,44.0,54.0,75.0,84.0,96.0
314,54.0,75.0,84.0,96.0,101.0
315,80.0,67.0,63.0,53.0,48.0
316,67.0,63.0,53.0,48.0,101.0
317,84.0,79.0,73.0,68.0,56.0
318,79.0,73.0,68.0,56.0,54.0
319,73.0,68.0,56.0,54.0,49.0
320,68.0,56.0,54.0,49.0,41.0
321,56.0,54.0,49.0,41.0,40.0
322,54.0,49.0,41.0,40.0,34.0
323,49.0,41.0,40.0,34.0,33.0
324,41.0,40.0,34.0,33.0,31.0
325,40.0,34.0,33.0,31.0,30.0
326,34.0,33.0,31.0,30.0,30.0
327,33.0,31.0,30.0,30.0,38.0
328,31.0,30.0,30.0,38.0,44.0
329,30.0,30.0,38.0,44.0,52.0
330,30.0,38.0,44.0,52.0,56.0
331,38.0,44.0,52.0,56.0,62.0
332,44.0,52.0,56.0,62.0,82.0
333,52.0,56.0,62.0,82.0,101.0
334,34.0,29.0,24.0,23.0,16.0
335,29.0,24.0,23.0,16.0,14.0
336,24.0,23.0,16.0,14.0,10.0
337,23.0,16.0,14.0,10.0,14.0
338,16.0,14.0,10.0,14.0,17.0
339,14.0,10.0,14.0,17.0,18.0
340,10.0,14.0,17.0,18.0,23.0
341,14.0,17.0,18.0,23.0,36.0
342,17.0,18.0,23.0,36.0,53.0
343,18.0,23.0,36.0,53.0,76.0
344,23.0,36.0,53.0,76.0,89.0
345,36.0,53.0,76.0,89.0,73.0
346,53.0,76.0,89.0,73.0,87.0
347,76.0,89.0,73.0,87.0,99.0
348,89.0,73.0,87.0,99.0,101.0
349,27.0,39.0,69.0,83.0,87.0
350,39.0,69.0,83.0,87.0,84.0
351,69.0,83.0,87.0,84.0,71.0
352,83.0,87.0,84.0,71.0,39.0
353,87.0,84.0,71.0,39.0,55.0
354,84.0,71.0,39.0,55.0,59.0
355,71.0,39.0,55.0,59.0,68.0
356,39.0,55.0,59.0,68.0,77.0
357,55.0,59.0,68.0,77.0,88.0
358,59.0,68.0,77.0,88.0,86.0
359,68.0,77.0,88.0,86.0,90.0
360,77.0,88.0,86.0,90.0,99.0
361,88.0,86.0,90.0,99.0,97.0
362,86.0,90.0,99.0,97.0,95.0
363,90.0,99.0,97.0,95.0,92.0
364,99.0,97.0,95.0,92.0,98.0
365,97.0,95.0,92.0,98.0,101.0
366,82.0,87.0,84.0,87.0,81.0
367,87.0,84.0,87.0,81.0,85.0
368,84.0,87.0,81.0,85.0,76.0
369,87.0,81.0,85.0,76.0,77.0
370,81.0,85.0,76.0,77.0,83.0
371,85.0,76.0,77.0,83.0,101.0
372,41.0,67.0,75.0,89.0,75.0
373,67.0,75.0,89.0,75.0,81.0
374,75.0,89.0,75.0,81.0,88.0
375,89.0,75.0,81.0,88.0,93.0
376,75.0,81.0,88.0,93.0,100.0
377,81.0,88.0,93.0,100.0,100.0
378,88.0,93.0,100.0,100.0,97.0
379,93.0,100.0,100.0,97.0,101.0
380,17.0,14.0,18.0,9.0,8.0
381,14.0,18.0,9.0,8.0,5.0
382,18.0,9.0,8.0,5.0,4.0
383,9.0,8.0,5.0,4.0,4.0
384,8.0,5.0,4.0,4.0,4.0
385,5.0,4.0,4.0,4.0,3.0
386,4.0,4.0,4.0,3.0,1.0
387,4.0,4.0,3.0,1.0,1.0
388,4.0,3.0,1.0,1.0,2.0
389,3.0,1.0,1.0,2.0,2.0
390,1.0,1.0,2.0,2.0,4.0
391,1.0,2.0,2.0,4.0,5.0
392,2.0,2.0,4.0,5.0,8.0
393,2.0,4.0,5.0,8.0,11.0
394,4.0,5.0,8.0,11.0,13.0
395,5.0,8.0,11.0,13.0,14.0
396,8.0,11.0,13.0,14.0,17.0
397,11.0,13.0,14.0,17.0,19.0
398,13.0,14.0,17.0,19.0,20.0
399,14.0,17.0,19.0,20.0,21.0
400,17.0,19.0,20.0,21.0,18.0
401,19.0,20.0,21.0,18.0,24.0
402,20.0,21.0,18.0,24.0,29.0
403,21.0,18.0,24.0,29.0,31.0
404,18.0,24.0,29.0,31.0,38.0
405,24.0,29.0,31.0,38.0,46.0
406,29.0,31.0,38.0,46.0,46.0
407,31.0,38.0,46.0,46.0,49.0
408,38.0,46.0,46.0,49.0,101.0
409,63.0,62.0,58.0,53.0,53.0
410,62.0,58.0,53.0,53.0,44.0
411,58.0,53.0,53.0,44.0,35.0
412,53.0,53.0,44.0,35.0,35.0
413,53.0,44.0,35.0,35.0,35.0
414,44.0,35.0,35.0,35.0,35.0
415,35.0,35.0,35.0,35.0,38.0
416,35.0,35.0,35.0,38.0,37.0
417,35.0,35.0,38.0,37.0,36.0
418,35.0,38.0,37.0,36.0,41.0
419,38.0,37.0,36.0,41.0,44.0
420,37.0,36.0,41.0,44.0,52.0
421,36.0,41.0,44.0,52.0,53.0
422,41.0,44.0,52.0,53.0,59.0
423,44.0,52.0,53.0,59.0,63.0
424,52.0,53.0,59.0,63.0,64.0
425,53.0,59.0,63.0,64.0,101.0
426,61.0,28.0,8.0,27.0,51.0
427,28.0,8.0,27.0,51.0,76.0
428,8.0,27.0,51.0,76.0,82.0
429,27.0,51.0,76.0,82.0,86.0
430,51.0,76.0,82.0,86.0,83.0
431,76.0,82.0,86.0,83.0,85.0
432,82.0,86.0,83.0,85.0,96.0
433,86.0,83.0,85.0,96.0,101.0
434,91.0,62.0,52.0,51.0,51.0
435,62.0,52.0,51.0,51.0,52.0
436,52.0,51.0,51.0,52.0,47.0
437,51.0,51.0,52.0,47.0,49.0
438,51.0,52.0,47.0,49.0,46.0
439,52.0,47.0,49.0,46.0,42.0
440,47.0,49.0,46.0,42.0,41.0
441,49.0,46.0,42.0,41.0,35.0
442,46.0,42.0,41.0,35.0,36.0
443,42.0,41.0,35.0,36.0,39.0
444,41.0,35.0,36.0,39.0,35.0
445,35.0,36.0,39.0,35.0,34.0
446,36.0,39.0,35.0,34.0,43.0
447,39.0,35.0,34.0,43.0,53.0
448,35.0,34.0,43.0,53.0,50.0
449,34.0,43.0,53.0,50.0,47.0
450,43.0,53.0,50.0,47.0,101.0
451,74.0,42.0,24.0,16.0,13.0
452,42.0,24.0,16.0,13.0,9.0
453,24.0,16.0,13.0,9.0,6.0
454,16.0,13.0,9.0,6.0,5.0
455,13.0,9.0,6.0,5.0,3.0
456,9.0,6.0,5.0,3.0,3.0
457,6.0,5.0,3.0,3.0,2.0
458,5.0,3.0,3.0,2.0,2.0
459,3.0,3.0,2.0,2.0,2.0
460,3.0,2.0,2.0,2.0,2.0
461,2.0,2.0,2.0,2.0,2.0
462,2.0,2.0,2.0,2.0,2.0
463,2.0,2.0,2.0,2.0,2.0
464,2.0,2.0,2.0,2.0,4.0
465,2.0,2.0,2.0,4.0,5.0
466,2.0,2.0,4.0,5.0,6.0
467,2.0,4.0,5.0,6.0,7.0
468,4.0,5.0,6.0,7.0,9.0
469,5.0,6.0,7.0,9.0,11.0
470,6.0,7.0,9.0,11.0,11.0
471,7.0,9.0,11.0,11.0,11.0
472,9.0,11.0,11.0,11.0,19.0
473,11.0,11.0,11.0,19.0,21.0
474,11.0,11.0,19.0,21.0,25.0
475,11.0,19.0,21.0,25.0,30.0
476,19.0,21.0,25.0,30.0,34.0
477,21.0,25.0,30.0,34.0,32.0
478,25.0,30.0,34.0,32.0,34.0
479,30.0,34.0,32.0,34.0,32.0
480,34.0,32.0,34.0,32.0,36.0
481,32.0,34.0,32.0,36.0,42.0
482,34.0,32.0,36.0,42.0,44.0
483,32.0,36.0,42.0,44.0,43.0
484,36.0,42.0,44.0,43.0,44.0
485,42.0,44.0,43.0,44.0,50.0
486,44.0,43.0,44.0,50.0,101.0
487,93.0,90.0,86.0,87.0,100.0
488,90.0,86.0,87.0,100.0,101.0
489,68.0,35.0,19.0,16.0,10.0
490,35.0,19.0,16.0,10.0,7.0
491,19.0,16.0,10.0,7.0,6.0
492,16.0,10.0,7.0,6.0,5.0
493,10.0,7.0,6.0,5.0,5.0
494,7.0,6.0,5.0,5.0,7.0
495,6.0,5.0,5.0,7.0,7.0
496,5.0,5.0,7.0,7.0,9.0
497,5.0,7.0,7.0,9.0,14.0
498,7.0,7.0,9.0,14.0,23.0
499,7.0,9.0,14.0,23.0,29.0
500,9.0,14.0,23.0,29.0,39.0
501,14.0,23.0,29.0,39.0,42.0
502,23.0,29.0,39.0,42.0,45.0
503,29.0,39.0,42.0,45.0,46.0
504,39.0,42.0,45.0,46.0,50.0
505,42.0,45.0,46.0,50.0,50.0
506,45.0,46.0,50.0,50.0,101.0
507,97.0,83.0,81.0,93.0,91.0
508,83.0,81.0,93.0,91.0,98.0
509,81.0,93.0,91.0,98.0,91.0
510,93.0,91.0,98.0,91.0,100.0
511,91.0,98.0,91.0,100.0,101.0
512,92.0,75.0,75.0,79.0,77.0
513,75.0,75.0,79.0,77.0,77.0
514,75.0,79.0,77.0,77.0,73.0
515,79.0,77.0,77.0,73.0,71.0
516,77.0,77.0,73.0,71.0,73.0
517,77.0,73.0,71.0,73.0,76.0
518,73.0,71.0,73.0,76.0,81.0
519,71.0,73.0,76.0,81.0,86.0
520,73.0,76.0,81.0,86.0,87.0
521,76.0,81.0,86.0,87.0,93.0
522,81.0,86.0,87.0,93.0,101.0
523,88.0,58.0,73.0,75.0,78.0
524,58.0,73.0,75.0,78.0,76.0
525,73.0,75.0,78.0,76.0,74.0
526,75.0,78.0,76.0,74.0,82.0
527,78.0,76.0,74.0,82.0,75.0
528,76.0,74.0,82.0,75.0,82.0
529,74.0,82.0,75.0,82.0,89.0
530,82.0,75.0,82.0,89.0,92.0
531,75.0,82.0,89.0,92.0,100.0
532,82.0,89.0,92.0,100.0,101.0
533,70.0,61.0,55.0,52.0,46.0
534,61.0,55.0,52.0,46.0,45.0
535,55.0,52.0,46.0,45.0,34.0
536,52.0,46.0,45.0,34.0,36.0
537,46.0,45.0,34.0,36.0,36.0
538,45.0,34.0,36.0,36.0,35.0
539,34.0,36.0,36.0,35.0,35.0
540,36.0,36.0,35.0,35.0,35.0
541,36.0,35.0,35.0,35.0,35.0
542,35.0,35.0,35.0,35.0,33.0
543,35.0,35.0,35.0,33.0,28.0
544,35.0,35.0,33.0,28.0,31.0
545,35.0,33.0,28.0,31.0,32.0
546,33.0,28.0,31.0,32.0,35.0
547,28.0,31.0,32.0,35.0,37.0
548,31.0,32.0,35.0,37.0,41.0
549,32.0,35.0,37.0,41.0,47.0
550,35.0,37.0,41.0,47.0,49.0
551,37.0,41.0,47.0,49.0,101.0
552,89.0,79.0,67.0,57.0,47.0
553,79.0,67.0,57.0,47.0,43.0
554,67.0,57.0,47.0,43.0,36.0
555,57.0,47.0,43.0,36.0,35.0
556,47.0,43.0,36.0,35.0,36.0
557,43.0,36.0,35.0,36.0,36.0
558,36.0,35.0,36.0,36.0,32.0
559,35.0,36.0,36.0,32.0,28.0
560,36.0,36.0,32.0,28.0,28.0
561,36.0,32.0,28.0,28.0,25.0
562,32.0,28.0,28.0,25.0,21.0
563,28.0,28.0,25.0,21.0,18.0
564,28.0,25.0,21.0,18.0,18.0
565,25.0,21.0,18.0,18.0,14.0
566,21.0,18.0,18.0,14.0,13.0
567,18.0,18.0,14.0,13.0,11.0
568,18.0,14.0,13.0,11.0,11.0
569,14.0,13.0,11.0,11.0,12.0
570,13.0,11.0,11.0,12.0,12.0
571,11.0,11.0,12.0,12.0,12.0
572,11.0,12.0,12.0,12.0,13.0
573,12.0,12.0,12.0,13.0,15.0
574,12.0,12.0,13.0,15.0,15.0
575,12.0,13.0,15.0,15.0,15.0
576,13.0,15.0,15.0,15.0,15.0
577,15.0,15.0,15.0,15.0,16.0
578,15.0,15.0,15.0,16.0,19.0
579,15.0,15.0,16.0,19.0,21.0
580,15.0,16.0,19.0,21.0,26.0
581,16.0,19.0,21.0,26.0,22.0
582,19.0,21.0,26.0,22.0,26.0
583,21.0,26.0,22.0,26.0,29.0
584,26.0,22.0,26.0,29.0,29.0
585,22.0,26.0,29.0,29.0,33.0
586,26.0,29.0,29.0,33.0,34.0
587,29.0,29.0,33.0,34.0,38.0
588,29.0,33.0,34.0,38.0,46.0
589,33.0,34.0,38.0,46.0,44.0
590,34.0,38.0,46.0,44.0,48.0
591,38.0,46.0,44.0,48.0,47.0
592,46.0,44.0,48.0,47.0,50.0
593,44.0,48.0,47.0,50.0,101.0
594,90.0,90.0,98.0,93.0,91.0
595,90.0,98.0,93.0,91.0,92.0
596,98.0,93.0,91.0,92.0,90.0
597,93.0,91.0,92.0,90.0,101.0
598,70.0,66.0,59.0,85.0,101.0
599,91.0,99.0,93.0,90.0,88.0
600,99.0,93.0,90.0,88.0,89.0
601,93.0,90.0,88.0,89.0,86.0
602,90.0,88.0,89.0,86.0,84.0
603,88.0,89.0,86.0,84.0,76.0
604,89.0,86.0,84.0,76.0,85.0
605,86.0,84.0,76.0,85.0,93.0
606,84.0,76.0,85.0,93.0,101.0
607,91.0,85.0,85.0,66.0,59.0
608,85.0,85.0,66.0,59.0,55.0
609,85.0,66.0,59.0,55.0,54.0
610,66.0,59.0,55.0,54.0,41.0
611,59.0,55.0,54.0,41.0,44.0
612,55.0,54.0,41.0,44.0,29.0
613,54.0,41.0,44.0,29.0,36.0
614,41.0,44.0,29.0,36.0,27.0
615,44.0,29.0,36.0,27.0,43.0
616,29.0,36.0,27.0,43.0,59.0
617,36.0,27.0,43.0,59.0,67.0
618,27.0,43.0,59.0,67.0,78.0
619,43.0,59.0,67.0,78.0,101.0
620,69.0,58.0,52.0,42.0,34.0
621,58.0,52.0,42.0,34.0,31.0
622,52.0,42.0,34.0,31.0,28.0
623,42.0,34.0,31.0,28.0,28.0
624,34.0,31.0,28.0,28.0,23.0
625,31.0,28.0,28.0,23.0,23.0
626,28.0,28.0,23.0,23.0,23.0
627,28.0,23.0,23.0,23.0,23.0
628,23.0,23.0,23.0,23.0,28.0
629,23.0,23.0,23.0,28.0,26.0
630,23.0,23.0,28.0,26.0,27.0
631,23.0,28.0,26.0,27.0,25.0
632,28.0,26.0,27.0,25.0,33.0
