,diff_0,diff_1,diff_2,diff_3,target
33946,9.0,9.0,8.0,8.0,9.0
33947,9.0,8.0,8.0,9.0,8.0
33948,8.0,8.0,9.0,8.0,13.0
33949,8.0,9.0,8.0,13.0,13.0
33950,9.0,8.0,13.0,13.0,26.0
33951,8.0,13.0,13.0,26.0,40.0
33952,13.0,13.0,26.0,40.0,59.0
33953,13.0,26.0,40.0,59.0,66.0
33954,26.0,40.0,59.0,66.0,101.0
33955,99.0,93.0,84.0,85.0,88.0
33956,93.0,84.0,85.0,88.0,88.0
33957,84.0,85.0,88.0,88.0,101.0
33958,99.0,87.0,76.0,63.0,57.0
33959,87.0,76.0,63.0,57.0,50.0
33960,76.0,63.0,57.0,50.0,44.0
33961,63.0,57.0,50.0,44.0,41.0
33962,57.0,50.0,44.0,41.0,40.0
33963,50.0,44.0,41.0,40.0,41.0
33964,44.0,41.0,40.0,41.0,48.0
33965,41.0,40.0,41.0,48.0,62.0
33966,40.0,41.0,48.0,62.0,70.0
33967,41.0,48.0,62.0,70.0,84.0
33968,48.0,62.0,70.0,84.0,100.0
33969,62.0,70.0,84.0,100.0,101.0
33970,89.0,88.0,88.0,91.0,95.0
33971,88.0,88.0,91.0,95.0,101.0
33972,99.0,100.0,97.0,88.0,85.0
33973,100.0,97.0,88.0,85.0,80.0
33974,97.0,88.0,85.0,80.0,77.0
33975,88.0,85.0,80.0,77.0,78.0
33976,85.0,80.0,77.0,78.0,67.0
33977,80.0,77.0,78.0,67.0,64.0
33978,77.0,78.0,67.0,64.0,68.0
33979,78.0,67.0,64.0,68.0,64.0
33980,67.0,64.0,68.0,64.0,71.0
33981,64.0,68.0,64.0,71.0,66.0
33982,68.0,64.0,71.0,66.0,80.0
33983,64.0,71.0,66.0,80.0,81.0
33984,71.0,66.0,80.0,81.0,79.0
33985,66.0,80.0,81.0,79.0,75.0
33986,80.0,81.0,79.0,75.0,79.0
33987,81.0,79.0,75.0,79.0,90.0
33988,79.0,75.0,79.0,90.0,101.0
33989,89.0,77.0,54.0,42.0,34.0
33990,77.0,54.0,42.0,34.0,26.0
33991,54.0,42.0,34.0,26.0,20.0
33992,42.0,34.0,26.0,20.0,22.0
33993,34.0,26.0,20.0,22.0,20.0
33994,26.0,20.0,22.0,20.0,20.0
33995,20.0,22.0,20.0,20.0,24.0
33996,22.0,20.0,20.0,24.0,30.0
33997,20.0,20.0,24.0,30.0,25.0
33998,20.0,24.0,30.0,25.0,28.0
33999,24.0,30.0,25.0,28.0,29.0
34000,30.0,25.0,28.0,29.0,34.0
34001,25.0,28.0,29.0,34.0,39.0
34002,28.0,29.0,34.0,39.0,101.0
34003,13.0,21.0,58.0,52.0,46.0
34004,21.0,58.0,52.0,46.0,35.0
34005,58.0,52.0,46.0,35.0,30.0
34006,52.0,46.0,35.0,30.0,31.0
34007,46.0,35.0,30.0,31.0,29.0
34008,35.0,30.0,31.0,29.0,26.0
34009,30.0,31.0,29.0,26.0,23.0
34010,31.0,29.0,26.0,23.0,19.0
34011,29.0,26.0,23.0,19.0,18.0
34012,26.0,23.0,19.0,18.0,16.0
34013,23.0,19.0,18.0,16.0,15.0
34014,19.0,18.0,16.0,15.0,10.0
34015,18.0,16.0,15.0,10.0,12.0
34016,16.0,15.0,10.0,12.0,14.0
34017,15.0,10.0,12.0,14.0,20.0
34018,10.0,12.0,14.0,20.0,21.0
34019,12.0,14.0,20.0,21.0,23.0
34020,14.0,20.0,21.0,23.0,23.0
34021,20.0,21.0,23.0,23.0,26.0
34022,21.0,23.0,23.0,26.0,31.0
34023,23.0,23.0,26.0,31.0,36.0
34024,23.0,26.0,31.0,36.0,49.0
34025,26.0,31.0,36.0,49.0,48.0
34026,31.0,36.0,49.0,48.0,101.0
34027,98.0,95.0,89.0,88.0,93.0
34028,95.0,89.0,88.0,93.0,93.0
34029,89.0,88.0,93.0,93.0,93.0
34030,88.0,93.0,93.0,93.0,86.0
34031,93.0,93.0,93.0,86.0,98.0
34032,93.0,93.0,86.0,98.0,101.0
34033,99.0,85.0,78.0,74.0,58.0
34034,85.0,78.0,74.0,58.0,57.0
34035,78.0,74.0,58.0,57.0,54.0
34036,74.0,58.0,57.0,54.0,65.0
34037,58.0,57.0,54.0,65.0,77.0
34038,57.0,54.0,65.0,77.0,94.0
34039,54.0,65.0,77.0,94.0,100.0
34040,65.0,77.0,94.0,100.0,101.0
34041,92.0,76.0,73.0,58.0,101.0
34042,48.0,48.0,51.0,48.0,49.0
34043,48.0,51.0,48.0,49.0,40.0
34044,51.0,48.0,49.0,40.0,43.0
34045,48.0,49.0,40.0,43.0,51.0
34046,49.0,40.0,43.0,51.0,50.0
34047,40.0,43.0,51.0,50.0,57.0
34048,43.0,51.0,50.0,57.0,63.0
34049,51.0,50.0,57.0,63.0,64.0
34050,50.0,57.0,63.0,64.0,68.0
34051,57.0,63.0,64.0,68.0,82.0
34052,63.0,64.0,68.0,82.0,88.0
34053,64.0,68.0,82.0,88.0,95.0
34054,68.0,82.0,88.0,95.0,101.0
34055,89.0,76.0,70.0,62.0,49.0
34056,76.0,70.0,62.0,49.0,49.0
34057,70.0,62.0,49.0,49.0,48.0
34058,62.0,49.0,49.0,48.0,61.0
34059,49.0,49.0,48.0,61.0,72.0
34060,49.0,48.0,61.0,72.0,78.0
34061,48.0,61.0,72.0,78.0,93.0
34062,61.0,72.0,78.0,93.0,101.0
34063,91.0,87.0,82.0,100.0,101.0
34064,93.0,80.0,77.0,73.0,66.0
34065,80.0,77.0,73.0,66.0,81.0
34066,77.0,73.0,66.0,81.0,97.0
34067,73.0,66.0,81.0,97.0,101.0
34068,99.0,93.0,93.0,91.0,90.0
34069,93.0,93.0,91.0,90.0,90.0
34070,93.0,91.0,90.0,90.0,89.0
34071,91.0,90.0,90.0,89.0,92.0
34072,90.0,90.0,89.0,92.0,92.0
34073,90.0,89.0,92.0,92.0,91.0
34074,89.0,92.0,92.0,91.0,97.0
34075,92.0,92.0,91.0,97.0,93.0
34076,92.0,91.0,97.0,93.0,87.0
34077,91.0,97.0,93.0,87.0,90.0
34078,97.0,93.0,87.0,90.0,91.0
34079,93.0,87.0,90.0,91.0,95.0
34080,87.0,90.0,91.0,95.0,97.0
34081,90.0,91.0,95.0,97.0,95.0
34082,91.0,95.0,97.0,95.0,98.0
34083,95.0,97.0,95.0,98.0,101.0
34084,38.0,63.0,61.0,61.0,61.0
34085,63.0,61.0,61.0,61.0,55.0
34086,61.0,61.0,61.0,55.0,52.0
34087,61.0,61.0,55.0,52.0,45.0
34088,61.0,55.0,52.0,45.0,38.0
34089,55.0,52.0,45.0,38.0,41.0
34090,52.0,45.0,38.0,41.0,40.0
34091,45.0,38.0,41.0,40.0,45.0
34092,38.0,41.0,40.0,45.0,46.0
34093,41.0,40.0,45.0,46.0,54.0
34094,40.0,45.0,46.0,54.0,52.0
34095,45.0,46.0,54.0,52.0,59.0
34096,46.0,54.0,52.0,59.0,67.0
34097,54.0,52.0,59.0,67.0,83.0
34098,52.0,59.0,67.0,83.0,86.0
34099,59.0,67.0,83.0,86.0,101.0
34100,70.0,61.0,61.0,59.0,101.0
34101,48.0,40.0,37.0,33.0,38.0
34102,40.0,37.0,33.0,38.0,38.0
34103,37.0,33.0,38.0,38.0,40.0
34104,33.0,38.0,38.0,40.0,45.0
34105,38.0,38.0,40.0,45.0,53.0
34106,38.0,40.0,45.0,53.0,60.0
34107,40.0,45.0,53.0,60.0,64.0
34108,45.0,53.0,60.0,64.0,54.0
34109,53.0,60.0,64.0,54.0,57.0
34110,60.0,64.0,54.0,57.0,56.0
34111,64.0,54.0,57.0,56.0,101.0
34112,17.0,10.0,9.0,12.0,15.0
34113,10.0,9.0,12.0,15.0,18.0
34114,9.0,12.0,15.0,18.0,22.0
34115,12.0,15.0,18.0,22.0,26.0
34116,15.0,18.0,22.0,26.0,31.0
34117,18.0,22.0,26.0,31.0,36.0
34118,22.0,26.0,31.0,36.0,43.0
34119,26.0,31.0,36.0,43.0,49.0
34120,31.0,36.0,43.0,49.0,57.0
34121,36.0,43.0,49.0,57.0,51.0
34122,43.0,49.0,57.0,51.0,53.0
34123,49.0,57.0,51.0,53.0,58.0
34124,57.0,51.0,53.0,58.0,63.0
34125,51.0,53.0,58.0,63.0,73.0
34126,53.0,58.0,63.0,73.0,73.0
34127,58.0,63.0,73.0,73.0,80.0
34128,63.0,73.0,73.0,80.0,101.0
34129,73.0,64.0,55.0,49.0,44.0
34130,64.0,55.0,49.0,44.0,43.0
34131,55.0,49.0,44.0,43.0,42.0
34132,49.0,44.0,43.0,42.0,42.0
34133,44.0,43.0,42.0,42.0,37.0
34134,43.0,42.0,42.0,37.0,34.0
34135,42.0,42.0,37.0,34.0,34.0
34136,42.0,37.0,34.0,34.0,36.0
34137,37.0,34.0,34.0,36.0,52.0
34138,34.0,34.0,36.0,52.0,52.0
34139,34.0,36.0,52.0,52.0,56.0
34140,36.0,52.0,52.0,56.0,69.0
34141,52.0,52.0,56.0,69.0,86.0
34142,52.0,56.0,69.0,86.0,92.0
34143,56.0,69.0,86.0,92.0,101.0
34144,91.0,90.0,94.0,93.0,95.0
34145,90.0,94.0,93.0,95.0,101.0
34146,10.0,16.0,17.0,19.0,18.0
34147,16.0,17.0,19.0,18.0,19.0
34148,17.0,19.0,18.0,19.0,20.0
34149,19.0,18.0,19.0,20.0,19.0
34150,18.0,19.0,20.0,19.0,16.0
34151,19.0,20.0,19.0,16.0,17.0
34152,20.0,19.0,16.0,17.0,17.0
34153,19.0,16.0,17.0,17.0,17.0
34154,16.0,17.0,17.0,17.0,16.0
34155,17.0,17.0,17.0,16.0,17.0
34156,17.0,17.0,16.0,17.0,17.0
34157,17.0,16.0,17.0,17.0,17.0
34158,16.0,17.0,17.0,17.0,20.0
34159,17.0,17.0,17.0,20.0,19.0
34160,17.0,17.0,20.0,19.0,27.0
34161,17.0,20.0,19.0,27.0,30.0
34162,20.0,19.0,27.0,30.0,30.0
34163,19.0,27.0,30.0,30.0,33.0
34164,27.0,30.0,30.0,33.0,35.0
34165,30.0,30.0,33.0,35.0,37.0
34166,30.0,33.0,35.0,37.0,45.0
34167,33.0,35.0,37.0,45.0,47.0
34168,35.0,37.0,45.0,47.0,50.0
34169,37.0,45.0,47.0,50.0,101.0
34170,23.0,23.0,25.0,30.0,32.0
34171,23.0,25.0,30.0,32.0,40.0
34172,25.0,30.0,32.0,40.0,49.0
34173,30.0,32.0,40.0,49.0,57.0
34174,32.0,40.0,49.0,57.0,70.0
34175,40.0,49.0,57.0,70.0,76.0
34176,49.0,57.0,70.0,76.0,82.0
34177,57.0,70.0,76.0,82.0,82.0
34178,70.0,76.0,82.0,82.0,87.0
34179,76.0,82.0,82.0,87.0,99.0
34180,82.0,82.0,87.0,99.0,99.0
34181,82.0,87.0,99.0,99.0,99.0
34182,87.0,99.0,99.0,99.0,101.0
34183,43.0,33.0,23.0,20.0,16.0
34184,33.0,23.0,20.0,16.0,14.0
34185,23.0,20.0,16.0,14.0,11.0
34186,20.0,16.0,14.0,11.0,10.0
34187,16.0,14.0,11.0,10.0,13.0
34188,14.0,11.0,10.0,13.0,13.0
34189,11.0,10.0,13.0,13.0,16.0
34190,10.0,13.0,13.0,16.0,20.0
34191,13.0,13.0,16.0,20.0,20.0
34192,13.0,16.0,20.0,20.0,23.0
34193,16.0,20.0,20.0,23.0,26.0
34194,20.0,20.0,23.0,26.0,31.0
34195,20.0,23.0,26.0,31.0,31.0
34196,23.0,26.0,31.0,31.0,39.0
34197,26.0,31.0,31.0,39.0,45.0
34198,31.0,31.0,39.0,45.0,101.0
34199,100.0,83.0,75.0,60.0,61.0
34200,83.0,75.0,60.0,61.0,61.0
34201,75.0,60.0,61.0,61.0,64.0
34202,60.0,61.0,61.0,64.0,65.0
34203,61.0,61.0,64.0,65.0,90.0
34204,61.0,64.0,65.0,90.0,79.0
34205,64.0,65.0,90.0,79.0,94.0
34206,65.0,90.0,79.0,94.0,101.0
34207,89.0,89.0,90.0,91.0,97.0
34208,89.0,90.0,91.0,97.0,90.0
34209,90.0,91.0,97.0,90.0,95.0
34210,91.0,97.0,90.0,95.0,92.0
34211,97.0,90.0,95.0,92.0,94.0
34212,90.0,95.0,92.0,94.0,101.0
34213,96.0,91.0,85.0,67.0,68.0
34214,91.0,85.0,67.0,68.0,77.0
34215,85.0,67.0,68.0,77.0,100.0
34216,67.0,68.0,77.0,100.0,83.0
34217,68.0,77.0,100.0,83.0,72.0
34218,77.0,100.0,83.0,72.0,81.0
34219,100.0,83.0,72.0,81.0,93.0
34220,83.0,72.0,81.0,93.0,95.0
34221,72.0,81.0,93.0,95.0,93.0
34222,81.0,93.0,95.0,93.0,75.0
34223,93.0,95.0,93.0,75.0,87.0
34224,95.0,93.0,75.0,87.0,82.0
34225,93.0,75.0,87.0,82.0,70.0
34226,75.0,87.0,82.0,70.0,82.0
34227,87.0,82.0,70.0,82.0,101.0
34228,98.0,84.0,79.0,74.0,72.0
34229,84.0,79.0,74.0,72.0,69.0
34230,79.0,74.0,72.0,69.0,78.0
34231,74.0,72.0,69.0,78.0,84.0
34232,72.0,69.0,78.0,84.0,84.0
34233,69.0,78.0,84.0,84.0,85.0
34234,78.0,84.0,84.0,85.0,94.0
34235,84.0,84.0,85.0,94.0,101.0
34236,89.0,87.0,99.0,92.0,92.0
34237,87.0,99.0,92.0,92.0,97.0
34238,99.0,92.0,92.0,97.0,97.0
34239,92.0,92.0,97.0,97.0,101.0
34240,86.0,76.0,56.0,44.0,36.0
34241,76.0,56.0,44.0,36.0,36.0
34242,56.0,44.0,36.0,36.0,39.0
34243,44.0,36.0,36.0,39.0,34.0
34244,36.0,36.0,39.0,34.0,26.0
34245,36.0,39.0,34.0,26.0,29.0
34246,39.0,34.0,26.0,29.0,33.0
34247,34.0,26.0,29.0,33.0,38.0
34248,26.0,29.0,33.0,38.0,52.0
34249,29.0,33.0,38.0,52.0,59.0
34250,33.0,38.0,52.0,59.0,66.0
34251,38.0,52.0,59.0,66.0,97.0
34252,52.0,59.0,66.0,97.0,101.0
34253,85.0,72.0,65.0,49.0,39.0
34254,72.0,65.0,49.0,39.0,25.0
34255,65.0,49.0,39.0,25.0,20.0
34256,49.0,39.0,25.0,20.0,10.0
34257,39.0,25.0,20.0,10.0,9.0
34258,25.0,20.0,10.0,9.0,8.0
34259,20.0,10.0,9.0,8.0,6.0
34260,10.0,9.0,8.0,6.0,5.0
34261,9.0,8.0,6.0,5.0,7.0
34262,8.0,6.0,5.0,7.0,4.0
34263,6.0,5.0,7.0,4.0,6.0
34264,5.0,7.0,4.0,6.0,7.0
34265,7.0,4.0,6.0,7.0,13.0
34266,4.0,6.0,7.0,13.0,17.0
34267,6.0,7.0,13.0,17.0,17.0
34268,7.0,13.0,17.0,17.0,23.0
34269,13.0,17.0,17.0,23.0,29.0
34270,17.0,17.0,23.0,29.0,36.0
34271,17.0,23.0,29.0,36.0,101.0
34272,81.0,86.0,76.0,78.0,88.0
34273,86.0,76.0,78.0,88.0,97.0
34274,76.0,78.0,88.0,97.0,85.0
34275,78.0,88.0,97.0,85.0,75.0
34276,88.0,97.0,85.0,75.0,57.0
34277,97.0,85.0,75.0,57.0,59.0
34278,85.0,75.0,57.0,59.0,68.0
34279,75.0,57.0,59.0,68.0,76.0
34280,57.0,59.0,68.0,76.0,81.0
34281,59.0,68.0,76.0,81.0,89.0
34282,68.0,76.0,81.0,89.0,101.0
34283,40.0,40.0,40.0,38.0,42.0
34284,40.0,40.0,38.0,42.0,57.0
34285,40.0,38.0,42.0,57.0,87.0
34286,38.0,42.0,57.0,87.0,101.0
34287,81.0,64.0,54.0,54.0,46.0
34288,64.0,54.0,54.0,46.0,101.0
34289,75.0,70.0,61.0,58.0,56.0
34290,70.0,61.0,58.0,56.0,49.0
34291,61.0,58.0,56.0,49.0,59.0
34292,58.0,56.0,49.0,59.0,61.0
34293,56.0,49.0,59.0,61.0,66.0
34294,49.0,59.0,61.0,66.0,75.0
34295,59.0,61.0,66.0,75.0,82.0
34296,61.0,66.0,75.0,82.0,90.0
34297,66.0,75.0,82.0,90.0,93.0
34298,75.0,82.0,90.0,93.0,91.0
34299,82.0,90.0,93.0,91.0,95.0
34300,90.0,93.0,91.0,95.0,101.0
34301,73.0,63.0,63.0,63.0,68.0
34302,63.0,63.0,63.0,68.0,74.0
34303,63.0,63.0,68.0,74.0,87.0
34304,63.0,68.0,74.0,87.0,92.0
34305,68.0,74.0,87.0,92.0,89.0
34306,74.0,87.0,92.0,89.0,85.0
34307,87.0,92.0,89.0,85.0,99.0
34308,92.0,89.0,85.0,99.0,101.0
34309,96.0,79.0,44.0,58.0,59.0
34310,79.0,44.0,58.0,59.0,58.0
34311,44.0,58.0,59.0,58.0,52.0
34312,58.0,59.0,58.0,52.0,47.0
34313,59.0,58.0,52.0,47.0,31.0
34314,58.0,52.0,47.0,31.0,32.0
34315,52.0,47.0,31.0,32.0,31.0
34316,47.0,31.0,32.0,31.0,24.0
34317,31.0,32.0,31.0,24.0,26.0
34318,32.0,31.0,24.0,26.0,27.0
34319,31.0,24.0,26.0,27.0,24.0
34320,24.0,26.0,27.0,24.0,24.0
34321,26.0,27.0,24.0,24.0,38.0
34322,27.0,24.0,24.0,38.0,29.0
34323,24.0,24.0,38.0,29.0,26.0
34324,24.0,38.0,29.0,26.0,28.0
34325,38.0,29.0,26.0,28.0,31.0
34326,29.0,26.0,28.0,31.0,33.0
34327,26.0,28.0,31.0,33.0,37.0
34328,28.0,31.0,33.0,37.0,35.0
34329,31.0,33.0,37.0,35.0,35.0
34330,33.0,37.0,35.0,35.0,39.0
34331,37.0,35.0,35.0,39.0,101.0
34332,81.0,88.0,79.0,75.0,64.0
34333,88.0,79.0,75.0,64.0,36.0
34334,79.0,75.0,64.0,36.0,30.0
34335,75.0,64.0,36.0,30.0,17.0
34336,64.0,36.0,30.0,17.0,10.0
34337,36.0,30.0,17.0,10.0,5.0
34338,30.0,17.0,10.0,5.0,3.0
34339,17.0,10.0,5.0,3.0,2.0
34340,10.0,5.0,3.0,2.0,1.0
34341,5.0,3.0,2.0,1.0,2.0
34342,3.0,2.0,1.0,2.0,1.0
34343,2.0,1.0,2.0,1.0,2.0
34344,1.0,2.0,1.0,2.0,1.0
34345,2.0,1.0,2.0,1.0,1.0
34346,1.0,2.0,1.0,1.0,2.0
34347,2.0,1.0,1.0,2.0,3.0
34348,1.0,1.0,2.0,3.0,3.0
34349,1.0,2.0,3.0,3.0,3.0
34350,2.0,3.0,3.0,3.0,6.0
34351,3.0,3.0,3.0,6.0,7.0
34352,3.0,3.0,6.0,7.0,9.0
34353,3.0,6.0,7.0,9.0,12.0
34354,6.0,7.0,9.0,12.0,12.0
34355,7.0,9.0,12.0,12.0,21.0
34356,9.0,12.0,12.0,21.0,23.0
34357,12.0,12.0,21.0,23.0,27.0
34358,12.0,21.0,23.0,27.0,27.0
34359,21.0,23.0,27.0,27.0,30.0
34360,23.0,27.0,27.0,30.0,36.0
34361,27.0,27.0,30.0,36.0,39.0
34362,27.0,30.0,36.0,39.0,50.0
34363,30.0,36.0,39.0,50.0,50.0
34364,36.0,39.0,50.0,50.0,101.0
34365,84.0,69.0,52.0,19.0,11.0
34366,69.0,52.0,19.0,11.0,4.0
34367,52.0,19.0,11.0,4.0,3.0
34368,19.0,11.0,4.0,3.0,3.0
34369,11.0,4.0,3.0,3.0,5.0
34370,4.0,3.0,3.0,5.0,1.0
34371,3.0,3.0,5.0,1.0,1.0
34372,3.0,5.0,1.0,1.0,2.0
34373,5.0,1.0,1.0,2.0,2.0
34374,1.0,1.0,2.0,2.0,3.0
34375,1.0,2.0,2.0,3.0,3.0
34376,2.0,2.0,3.0,3.0,3.0
34377,2.0,3.0,3.0,3.0,4.0
34378,3.0,3.0,3.0,4.0,7.0
34379,3.0,3.0,4.0,7.0,11.0
34380,3.0,4.0,7.0,11.0,12.0
34381,4.0,7.0,11.0,12.0,14.0
34382,7.0,11.0,12.0,14.0,19.0
34383,11.0,12.0,14.0,19.0,22.0
34384,12.0,14.0,19.0,22.0,31.0
34385,14.0,19.0,22.0,31.0,36.0
34386,19.0,22.0,31.0,36.0,40.0
34387,22.0,31.0,36.0,40.0,47.0
34388,31.0,36.0,40.0,47.0,50.0
34389,36.0,40.0,47.0,50.0,101.0
34390,92.0,72.0,57.0,52.0,44.0
34391,72.0,57.0,52.0,44.0,42.0
34392,57.0,52.0,44.0,42.0,25.0
34393,52.0,44.0,42.0,25.0,18.0
34394,44.0,42.0,25.0,18.0,16.0
34395,42.0,25.0,18.0,16.0,8.0
34396,25.0,18.0,16.0,8.0,7.0
34397,18.0,16.0,8.0,7.0,8.0
34398,16.0,8.0,7.0,8.0,10.0
34399,8.0,7.0,8.0,10.0,11.0
34400,7.0,8.0,10.0,11.0,9.0
34401,8.0,10.0,11.0,9.0,11.0
34402,10.0,11.0,9.0,11.0,11.0
34403,11.0,9.0,11.0,11.0,13.0
34404,9.0,11.0,11.0,13.0,16.0
34405,11.0,11.0,13.0,16.0,24.0
34406,11.0,13.0,16.0,24.0,30.0
34407,13.0,16.0,24.0,30.0,37.0
34408,16.0,24.0,30.0,37.0,101.0
34409,98.0,94.0,81.0,79.0,76.0
34410,94.0,81.0,79.0,76.0,65.0
34411,81.0,79.0,76.0,65.0,59.0
34412,79.0,76.0,65.0,59.0,52.0
34413,76.0,65.0,59.0,52.0,50.0
34414,65.0,59.0,52.0,50.0,40.0
34415,59.0,52.0,50.0,40.0,34.0
34416,52.0,50.0,40.0,34.0,30.0
34417,50.0,40.0,34.0,30.0,32.0
34418,40.0,34.0,30.0,32.0,36.0
34419,34.0,30.0,32.0,36.0,45.0
34420,30.0,32.0,36.0,45.0,59.0
34421,32.0,36.0,45.0,59.0,67.0
34422,36.0,45.0,59.0,67.0,77.0
34423,45.0,59.0,67.0,77.0,80.0
34424,59.0,67.0,77.0,80.0,83.0
34425,67.0,77.0,80.0,83.0,101.0
34426,96.0,82.0,65.0,50.0,41.0
34427,82.0,65.0,50.0,41.0,33.0
34428,65.0,50.0,41.0,33.0,20.0
34429,50.0,41.0,33.0,20.0,12.0
34430,41.0,33.0,20.0,12.0,8.0
34431,33.0,20.0,12.0,8.0,4.0
34432,20.0,12.0,8.0,4.0,4.0
34433,12.0,8.0,4.0,4.0,4.0
34434,8.0,4.0,4.0,4.0,6.0
34435,4.0,4.0,4.0,6.0,11.0
34436,4.0,4.0,6.0,11.0,15.0
34437,4.0,6.0,11.0,15.0,15.0
34438,6.0,11.0,15.0,15.0,23.0
34439,11.0,15.0,15.0,23.0,24.0
34440,15.0,15.0,23.0,24.0,43.0
34441,15.0,23.0,24.0,43.0,66.0
34442,23.0,24.0,43.0,66.0,75.0
34443,24.0,43.0,66.0,75.0,85.0
34444,43.0,66.0,75.0,85.0,100.0
34445,66.0,75.0,85.0,100.0,101.0
34446,71.0,56.0,36.0,36.0,35.0
34447,56.0,36.0,36.0,35.0,25.0
34448,36.0,36.0,35.0,25.0,30.0
34449,36.0,35.0,25.0,30.0,18.0
34450,35.0,25.0,30.0,18.0,18.0
34451,25.0,30.0,18.0,18.0,18.0
34452,30.0,18.0,18.0,18.0,17.0
34453,18.0,18.0,18.0,17.0,19.0
34454,18.0,18.0,17.0,19.0,23.0
34455,18.0,17.0,19.0,23.0,23.0
34456,17.0,19.0,23.0,23.0,26.0
34457,19.0,23.0,23.0,26.0,28.0
34458,23.0,23.0,26.0,28.0,43.0
34459,23.0,26.0,28.0,43.0,53.0
34460,26.0,28.0,43.0,53.0,64.0
34461,28.0,43.0,53.0,64.0,74.0
34462,43.0,53.0,64.0,74.0,101.0
34463,95.0,78.0,77.0,69.0,63.0
34464,78.0,77.0,69.0,63.0,66.0
34465,77.0,69.0,63.0,66.0,80.0
34466,69.0,63.0,66.0,80.0,98.0
34467,63.0,66.0,80.0,98.0,101.0
34468,98.0,96.0,90.0,95.0,97.0
34469,96.0,90.0,95.0,97.0,97.0
34470,90.0,95.0,97.0,97.0,101.0
34471,88.0,80.0,68.0,63.0,50.0
34472,80.0,68.0,63.0,50.0,44.0
34473,68.0,63.0,50.0,44.0,44.0
34474,63.0,50.0,44.0,44.0,41.0
34475,50.0,44.0,44.0,41.0,42.0
34476,44.0,44.0,41.0,42.0,48.0
34477,44.0,41.0,42.0,48.0,49.0
34478,41.0,42.0,48.0,49.0,59.0
34479,42.0,48.0,49.0,59.0,66.0
34480,48.0,49.0,59.0,66.0,66.0
34481,49.0,59.0,66.0,66.0,77.0
34482,59.0,66.0,66.0,77.0,87.0
34483,66.0,66.0,77.0,87.0,101.0
34484,93.0,82.0,82.0,79.0,74.0
34485,82.0,82.0,79.0,74.0,81.0
34486,82.0,79.0,74.0,81.0,86.0
34487,79.0,74.0,81.0,86.0,93.0
34488,74.0,81.0,86.0,93.0,100.0
34489,81.0,86.0,93.0,100.0,101.0
34490,70.0,60.0,53.0,50.0,40.0
34491,60.0,53.0,50.0,40.0,38.0
34492,53.0,50.0,40.0,38.0,36.0
34493,50.0,40.0,38.0,36.0,32.0
34494,40.0,38.0,36.0,32.0,31.0
34495,38.0,36.0,32.0,31.0,32.0
34496,36.0,32.0,31.0,32.0,27.0
34497,32.0,31.0,32.0,27.0,25.0
34498,31.0,32.0,27.0,25.0,26.0
34499,32.0,27.0,25.0,26.0,33.0
34500,27.0,25.0,26.0,33.0,41.0
34501,25.0,26.0,33.0,41.0,50.0
34502,26.0,33.0,41.0,50.0,52.0
34503,33.0,41.0,50.0,52.0,64.0
34504,41.0,50.0,52.0,64.0,79.0
34505,50.0,52.0,64.0,79.0,77.0
34506,52.0,64.0,79.0,77.0,101.0
34507,89.0,78.0,72.0,77.0,77.0
34508,78.0,72.0,77.0,77.0,71.0
34509,72.0,77.0,77.0,71.0,79.0
34510,77.0,77.0,71.0,79.0,84.0
34511,77.0,71.0,79.0,84.0,92.0
34512,71.0,79.0,84.0,92.0,93.0
34513,79.0,84.0,92.0,93.0,95.0
34514,84.0,92.0,93.0,95.0,100.0
34515,92.0,93.0,95.0,100.0,101.0
34516,82.0,78.0,83.0,77.0,66.0
34517,78.0,83.0,77.0,66.0,57.0
34518,83.0,77.0,66.0,57.0,63.0
34519,77.0,66.0,57.0,63.0,68.0
34520,66.0,57.0,63.0,68.0,75.0
34521,57.0,63.0,68.0,75.0,96.0
34522,63.0,68.0,75.0,96.0,101.0
34523,69.0,80.0,78.0,84.0,84.0
34524,80.0,78.0,84.0,84.0,83.0
34525,78.0,84.0,84.0,83.0,87.0
34526,84.0,84.0,83.0,87.0,91.0
34527,84.0,83.0,87.0,91.0,87.0
34528,83.0,87.0,91.0,87.0,83.0
34529,87.0,91.0,87.0,83.0,78.0
34530,91.0,87.0,83.0,78.0,83.0
34531,87.0,83.0,78.0,83.0,93.0
34532,83.0,78.0,83.0,93.0,95.0
34533,78.0,83.0,93.0,95.0,90.0
34534,83.0,93.0,95.0,90.0,92.0
34535,93.0,95.0,90.0,92.0,97.0
34536,95.0,90.0,92.0,97.0,97.0
34537,90.0,92.0,97.0,97.0,98.0
34538,92.0,97.0,97.0,98.0,98.0
34539,97.0,97.0,98.0,98.0,101.0
34540,85.0,85.0,79.0,85.0,91.0
34541,85.0,79.0,85.0,91.0,93.0
34542,79.0,85.0,91.0,93.0,94.0
34543,85.0,91.0,93.0,94.0,100.0
34544,91.0,93.0,94.0,100.0,101.0
34545,97.0,88.0,86.0,86.0,82.0
34546,88.0,86.0,86.0,82.0,86.0
34547,86.0,86.0,82.0,86.0,87.0
34548,86.0,82.0,86.0,87.0,96.0
34549,82.0,86.0,87.0,96.0,101.0
34550,91.0,98.0,95.0,97.0,92.0
34551,98.0,95.0,97.0,92.0,87.0
34552,95.0,97.0,92.0,87.0,87.0
