,diff_0,target
6126,31.0,36.0
6127,36.0,40.0
6128,40.0,101.0
6129,100.0,95.0
6130,95.0,96.0
6131,96.0,84.0
6132,84.0,80.0
6133,80.0,80.0
6134,80.0,73.0
6135,73.0,69.0
6136,69.0,68.0
6137,68.0,65.0
6138,65.0,71.0
6139,71.0,66.0
6140,66.0,63.0
6141,63.0,59.0
6142,59.0,63.0
6143,63.0,62.0
6144,62.0,72.0
6145,72.0,72.0
6146,72.0,80.0
6147,80.0,87.0
6148,87.0,101.0
6149,81.0,54.0
6150,54.0,44.0
6151,44.0,39.0
6152,39.0,38.0
6153,38.0,33.0
6154,33.0,29.0
6155,29.0,29.0
6156,29.0,32.0
6157,32.0,27.0
6158,27.0,26.0
6159,26.0,24.0
6160,24.0,27.0
6161,27.0,32.0
6162,32.0,33.0
6163,33.0,35.0
6164,35.0,35.0
6165,35.0,40.0
6166,40.0,43.0
6167,43.0,50.0
6168,50.0,101.0
6169,45.0,45.0
6170,45.0,45.0
6171,45.0,23.0
6172,23.0,17.0
6173,17.0,14.0
6174,14.0,17.0
6175,17.0,18.0
6176,18.0,18.0
6177,18.0,3.0
6178,3.0,1.0
6179,1.0,1.0
6180,1.0,2.0
6181,2.0,3.0
6182,3.0,4.0
6183,4.0,4.0
6184,4.0,5.0
6185,5.0,6.0
6186,6.0,8.0
6187,8.0,9.0
6188,9.0,10.0
6189,10.0,12.0
6190,12.0,15.0
6191,15.0,20.0
6192,20.0,22.0
6193,22.0,22.0
6194,22.0,25.0
6195,25.0,26.0
6196,26.0,31.0
6197,31.0,32.0
6198,32.0,37.0
6199,37.0,42.0
6200,42.0,42.0
6201,42.0,45.0
6202,45.0,50.0
6203,50.0,101.0
6204,94.0,67.0
6205,67.0,54.0
6206,54.0,45.0
6207,45.0,36.0
6208,36.0,36.0
6209,36.0,30.0
6210,30.0,24.0
6211,24.0,28.0
6212,28.0,24.0
6213,24.0,24.0
6214,24.0,24.0
6215,24.0,27.0
6216,27.0,24.0
6217,24.0,27.0
6218,27.0,27.0
6219,27.0,30.0
6220,30.0,31.0
6221,31.0,38.0
6222,38.0,38.0
6223,38.0,43.0
6224,43.0,101.0
6225,96.0,91.0
6226,91.0,91.0
6227,91.0,89.0
6228,89.0,89.0
6229,89.0,89.0
6230,89.0,88.0
6231,88.0,88.0
6232,88.0,84.0
6233,84.0,83.0
6234,83.0,79.0
6235,79.0,79.0
6236,79.0,81.0
6237,81.0,82.0
6238,82.0,82.0
6239,82.0,85.0
6240,85.0,82.0
6241,82.0,83.0
6242,83.0,88.0
6243,88.0,90.0
6244,90.0,101.0
6245,89.0,101.0
6246,81.0,82.0
6247,82.0,99.0
6248,99.0,86.0
6249,86.0,101.0
6250,81.0,101.0
6251,99.0,90.0
6252,90.0,101.0
6253,93.0,86.0
6254,86.0,83.0
6255,83.0,86.0
6256,86.0,101.0
6257,86.0,92.0
6258,92.0,94.0
6259,94.0,77.0
6260,77.0,64.0
6261,64.0,65.0
6262,65.0,62.0
6263,62.0,57.0
6264,57.0,60.0
6265,60.0,57.0
6266,57.0,59.0
6267,59.0,65.0
6268,65.0,69.0
6269,69.0,72.0
6270,72.0,76.0
6271,76.0,85.0
6272,85.0,93.0
6273,93.0,99.0
6274,99.0,101.0
6275,78.0,101.0
6276,19.0,16.0
6277,16.0,33.0
6278,33.0,53.0
6279,53.0,68.0
6280,68.0,76.0
6281,76.0,75.0
6282,75.0,83.0
6283,83.0,85.0
6284,85.0,87.0
6285,87.0,84.0
6286,84.0,101.0
6287,98.0,93.0
6288,93.0,71.0
6289,71.0,64.0
6290,64.0,63.0
6291,63.0,65.0
6292,65.0,54.0
6293,54.0,52.0
6294,52.0,35.0
6295,35.0,37.0
6296,37.0,41.0
6297,41.0,40.0
6298,40.0,31.0
6299,31.0,26.0
6300,26.0,16.0
6301,16.0,12.0
6302,12.0,12.0
6303,12.0,11.0
6304,11.0,37.0
6305,37.0,57.0
6306,57.0,53.0
6307,53.0,9.0
6308,9.0,10.0
6309,10.0,10.0
6310,10.0,24.0
6311,24.0,28.0
6312,28.0,31.0
6313,31.0,35.0
6314,35.0,40.0
6315,40.0,48.0
6316,48.0,101.0
6317,85.0,52.0
6318,52.0,93.0
6319,93.0,101.0
6320,78.0,76.0
6321,76.0,69.0
6322,69.0,62.0
6323,62.0,72.0
6324,72.0,54.0
6325,54.0,54.0
6326,54.0,53.0
6327,53.0,48.0
6328,48.0,48.0
6329,48.0,52.0
6330,52.0,60.0
6331,60.0,74.0
6332,74.0,90.0
6333,90.0,98.0
6334,98.0,101.0
6335,83.0,101.0
6336,100.0,97.0
6337,97.0,92.0
6338,92.0,87.0
6339,87.0,89.0
6340,89.0,100.0
6341,100.0,101.0
6342,97.0,99.0
6343,99.0,101.0
6344,97.0,101.0
6345,84.0,75.0
6346,75.0,65.0
6347,65.0,57.0
6348,57.0,47.0
6349,47.0,33.0
6350,33.0,32.0
6351,32.0,34.0
6352,34.0,35.0
6353,35.0,31.0
6354,31.0,27.0
6355,27.0,25.0
6356,25.0,27.0
6357,27.0,37.0
6358,37.0,43.0
6359,43.0,52.0
6360,52.0,58.0
6361,58.0,101.0
6362,77.0,72.0
6363,72.0,70.0
6364,70.0,70.0
6365,70.0,62.0
6366,62.0,62.0
6367,62.0,67.0
6368,67.0,66.0
6369,66.0,66.0
6370,66.0,64.0
6371,64.0,61.0
6372,61.0,65.0
6373,65.0,68.0
6374,68.0,76.0
6375,76.0,85.0
6376,85.0,84.0
6377,84.0,92.0
6378,92.0,93.0
6379,93.0,92.0
6380,92.0,90.0
6381,90.0,101.0
6382,82.0,43.0
6383,43.0,28.0
6384,28.0,24.0
6385,24.0,23.0
6386,23.0,25.0
6387,25.0,27.0
6388,27.0,28.0
6389,28.0,25.0
6390,25.0,27.0
6391,27.0,31.0
6392,31.0,29.0
6393,29.0,33.0
6394,33.0,40.0
6395,40.0,34.0
6396,34.0,49.0
6397,49.0,61.0
6398,61.0,69.0
6399,69.0,69.0
6400,69.0,85.0
6401,85.0,101.0
6402,90.0,74.0
6403,74.0,67.0
6404,67.0,37.0
6405,37.0,52.0
6406,52.0,71.0
6407,71.0,71.0
6408,71.0,86.0
6409,86.0,101.0
6410,91.0,78.0
6411,78.0,91.0
6412,91.0,97.0
6413,97.0,101.0
6414,43.0,35.0
6415,35.0,29.0
6416,29.0,29.0
6417,29.0,33.0
6418,33.0,32.0
6419,32.0,40.0
6420,40.0,58.0
6421,58.0,88.0
6422,88.0,101.0
6423,54.0,58.0
6424,58.0,58.0
6425,58.0,52.0
6426,52.0,44.0
6427,44.0,38.0
6428,38.0,36.0
6429,36.0,39.0
6430,39.0,39.0
6431,39.0,40.0
6432,40.0,35.0
6433,35.0,42.0
6434,42.0,53.0
6435,53.0,62.0
6436,62.0,85.0
6437,85.0,96.0
6438,96.0,101.0
6439,100.0,90.0
6440,90.0,86.0
6441,86.0,101.0
6442,89.0,87.0
6443,87.0,80.0
6444,80.0,78.0
6445,78.0,67.0
6446,67.0,70.0
6447,70.0,68.0
6448,68.0,69.0
6449,69.0,74.0
6450,74.0,79.0
6451,79.0,82.0
6452,82.0,94.0
6453,94.0,101.0
6454,69.0,54.0
6455,54.0,58.0
6456,58.0,52.0
6457,52.0,44.0
6458,44.0,37.0
6459,37.0,34.0
6460,34.0,32.0
6461,32.0,30.0
6462,30.0,28.0
6463,28.0,29.0
6464,29.0,32.0
6465,32.0,33.0
6466,33.0,38.0
6467,38.0,44.0
6468,44.0,49.0
6469,49.0,51.0
6470,51.0,55.0
6471,55.0,61.0
6472,61.0,64.0
6473,64.0,101.0
6474,91.0,101.0
6475,77.0,72.0
6476,72.0,72.0
6477,72.0,72.0
6478,72.0,72.0
6479,72.0,72.0
6480,72.0,70.0
6481,70.0,78.0
6482,78.0,69.0
6483,69.0,88.0
6484,88.0,83.0
6485,83.0,75.0
6486,75.0,62.0
6487,62.0,54.0
6488,54.0,54.0
6489,54.0,49.0
6490,49.0,49.0
6491,49.0,49.0
6492,49.0,49.0
6493,49.0,49.0
6494,49.0,50.0
6495,50.0,101.0
6496,65.0,62.0
6497,62.0,58.0
6498,58.0,53.0
6499,53.0,53.0
6500,53.0,53.0
6501,53.0,55.0
6502,55.0,63.0
6503,63.0,63.0
6504,63.0,70.0
6505,70.0,76.0
6506,76.0,78.0
6507,78.0,81.0
6508,81.0,87.0
6509,87.0,89.0
6510,89.0,98.0
6511,98.0,101.0
6512,16.0,93.0
6513,93.0,94.0
6514,94.0,81.0
6515,81.0,67.0
6516,67.0,55.0
6517,55.0,54.0
6518,54.0,46.0
6519,46.0,33.0
6520,33.0,37.0
6521,37.0,40.0
6522,40.0,37.0
6523,37.0,24.0
6524,24.0,37.0
6525,37.0,39.0
6526,39.0,42.0
6527,42.0,51.0
6528,51.0,65.0
6529,65.0,67.0
6530,67.0,72.0
6531,72.0,101.0
6532,78.0,101.0
6533,97.0,101.0
6534,19.0,39.0
6535,39.0,2.0
6536,2.0,3.0
6537,3.0,3.0
6538,3.0,3.0
6539,3.0,4.0
6540,4.0,3.0
6541,3.0,5.0
6542,5.0,8.0
6543,8.0,11.0
6544,11.0,23.0
6545,23.0,38.0
6546,38.0,33.0
6547,33.0,34.0
6548,34.0,54.0
6549,54.0,49.0
6550,49.0,55.0
6551,55.0,55.0
6552,55.0,48.0
6553,48.0,48.0
6554,48.0,48.0
6555,48.0,101.0
6556,94.0,101.0
6557,98.0,84.0
6558,84.0,81.0
6559,81.0,73.0
6560,73.0,79.0
6561,79.0,79.0
6562,79.0,81.0
6563,81.0,93.0
6564,93.0,66.0
6565,66.0,60.0
6566,60.0,75.0
6567,75.0,84.0
6568,84.0,94.0
6569,94.0,101.0
6570,96.0,101.0
6571,71.0,59.0
6572,59.0,55.0
6573,55.0,46.0
6574,46.0,37.0
6575,37.0,30.0
6576,30.0,24.0
6577,24.0,21.0
6578,21.0,22.0
6579,22.0,24.0
6580,24.0,29.0
6581,29.0,31.0
6582,31.0,31.0
6583,31.0,40.0
6584,40.0,44.0
6585,44.0,53.0
6586,53.0,54.0
6587,54.0,60.0
6588,60.0,73.0
6589,73.0,80.0
6590,80.0,101.0
6591,83.0,69.0
6592,69.0,60.0
6593,60.0,51.0
6594,51.0,45.0
6595,45.0,39.0
6596,39.0,37.0
6597,37.0,37.0
6598,37.0,60.0
6599,60.0,80.0
6600,80.0,80.0
6601,80.0,99.0
6602,99.0,101.0
6603,91.0,76.0
6604,76.0,71.0
6605,71.0,69.0
6606,69.0,69.0
6607,69.0,67.0
6608,67.0,69.0
6609,69.0,74.0
6610,74.0,80.0
6611,80.0,79.0
6612,79.0,99.0
6613,99.0,101.0
6614,78.0,62.0
6615,62.0,58.0
6616,58.0,48.0
6617,48.0,47.0
6618,47.0,43.0
6619,43.0,35.0
6620,35.0,31.0
6621,31.0,30.0
6622,30.0,38.0
6623,38.0,38.0
6624,38.0,34.0
6625,34.0,29.0
6626,29.0,42.0
6627,42.0,54.0
6628,54.0,55.0
6629,55.0,61.0
6630,61.0,66.0
6631,66.0,70.0
6632,70.0,76.0
6633,76.0,101.0
6634,98.0,91.0
6635,91.0,81.0
6636,81.0,69.0
6637,69.0,65.0
6638,65.0,63.0
6639,63.0,59.0
6640,59.0,55.0
6641,55.0,44.0
6642,44.0,43.0
6643,43.0,34.0
6644,34.0,32.0
6645,32.0,33.0
6646,33.0,34.0
6647,34.0,40.0
6648,40.0,51.0
6649,51.0,60.0
6650,60.0,67.0
6651,67.0,77.0
6652,77.0,75.0
6653,75.0,101.0
6654,91.0,79.0
6655,79.0,94.0
6656,94.0,101.0
6657,78.0,81.0
6658,81.0,75.0
6659,75.0,82.0
6660,82.0,81.0
6661,81.0,78.0
6662,78.0,83.0
6663,83.0,74.0
6664,74.0,72.0
6665,72.0,78.0
6666,78.0,75.0
6667,75.0,77.0
6668,77.0,83.0
6669,83.0,95.0
6670,95.0,101.0
6671,74.0,63.0
6672,63.0,51.0
6673,51.0,37.0
6674,37.0,36.0
6675,36.0,33.0
6676,33.0,31.0
6677,31.0,22.0
6678,22.0,6.0
6679,6.0,2.0
6680,2.0,1.0
6681,1.0,1.0
6682,1.0,1.0
6683,1.0,1.0
6684,1.0,2.0
6685,2.0,3.0
6686,3.0,3.0
6687,3.0,7.0
6688,7.0,8.0
6689,8.0,8.0
6690,8.0,8.0
6691,8.0,7.0
6692,7.0,9.0
6693,9.0,18.0
6694,18.0,24.0
6695,24.0,26.0
6696,26.0,28.0
6697,28.0,33.0
6698,33.0,37.0
6699,37.0,43.0
6700,43.0,101.0
6701,62.0,101.0
6702,95.0,96.0
6703,96.0,101.0
6704,85.0,90.0
6705,90.0,87.0
6706,87.0,101.0
6707,56.0,83.0
6708,83.0,101.0
6709,96.0,83.0
6710,83.0,101.0
6711,64.0,59.0
6712,59.0,54.0
6713,54.0,45.0
6714,45.0,40.0
6715,40.0,31.0
6716,31.0,29.0
6717,29.0,26.0
6718,26.0,24.0
6719,24.0,24.0
6720,24.0,24.0
6721,24.0,22.0
6722,22.0,21.0
6723,21.0,20.0
6724,20.0,23.0
6725,23.0,25.0
6726,25.0,30.0
6727,30.0,36.0
6728,36.0,36.0
6729,36.0,42.0
6730,42.0,101.0
6731,87.0,101.0
6732,64.0,101.0
6733,83.0,65.0
6734,65.0,57.0
6735,57.0,50.0
6736,50.0,45.0
6737,45.0,37.0
6738,37.0,33.0
6739,33.0,28.0
6740,28.0,26.0
6741,26.0,23.0
6742,23.0,23.0
6743,23.0,19.0
6744,19.0,18.0
6745,18.0,19.0
6746,19.0,21.0
6747,21.0,20.0
6748,20.0,24.0
6749,24.0,24.0
6750,24.0,27.0
6751,27.0,39.0
6752,39.0,37.0
6753,37.0,37.0
6754,37.0,101.0
6755,70.0,70.0
6756,70.0,78.0
6757,78.0,87.0
6758,87.0,85.0
6759,85.0,87.0
6760,87.0,93.0
6761,93.0,86.0
6762,86.0,88.0
6763,88.0,89.0
6764,89.0,86.0
6765,86.0,86.0
6766,86.0,94.0
6767,94.0,100.0
6768,100.0,94.0
6769,94.0,92.0
6770,92.0,98.0
6771,98.0,97.0
6772,97.0,101.0
6773,93.0,75.0
6774,75.0,70.0
6775,70.0,67.0
6776,67.0,63.0
6777,63.0,67.0
6778,67.0,68.0
6779,68.0,97.0
6780,97.0,101.0
6781,63.0,56.0
6782,56.0,41.0
6783,41.0,28.0
6784,28.0,25.0
6785,25.0,24.0
6786,24.0,18.0
6787,18.0,13.0
6788,13.0,11.0
6789,11.0,8.0
6790,8.0,9.0
6791,9.0,9.0
6792,9.0,5.0
6793,5.0,4.0
6794,4.0,4.0
6795,4.0,5.0
6796,5.0,10.0
6797,10.0,12.0
6798,12.0,13.0
6799,13.0,16.0
6800,16.0,19.0
6801,19.0,19.0
6802,19.0,19.0
6803,19.0,25.0
6804,25.0,27.0
6805,27.0,32.0
6806,32.0,36.0
6807,36.0,48.0
6808,48.0,101.0
6809,81.0,57.0
6810,57.0,56.0
6811,56.0,39.0
6812,39.0,24.0
6813,24.0,19.0
6814,19.0,12.0
6815,12.0,9.0
6816,9.0,7.0
6817,7.0,5.0
6818,5.0,3.0
6819,3.0,3.0
6820,3.0,2.0
6821,2.0,1.0
6822,1.0,3.0
6823,3.0,3.0
6824,3.0,3.0
6825,3.0,5.0
6826,5.0,7.0
6827,7.0,7.0
6828,7.0,8.0
6829,8.0,11.0
6830,11.0,19.0
6831,19.0,24.0
6832,24.0,24.0
6833,24.0,38.0
6834,38.0,46.0
6835,46.0,49.0
6836,49.0,101.0
6837,49.0,49.0
6838,49.0,58.0
6839,58.0,76.0
6840,76.0,92.0
6841,92.0,101.0
6842,99.0,81.0
6843,81.0,80.0
6844,80.0,75.0
6845,75.0,73.0
6846,73.0,69.0
6847,69.0,68.0
6848,68.0,67.0
6849,67.0,67.0
6850,67.0,83.0
6851,83.0,90.0
6852,90.0,101.0
6853,99.0,97.0
6854,97.0,98.0
6855,98.0,101.0
6856,93.0,101.0
6857,79.0,74.0
6858,74.0,73.0
6859,73.0,73.0
6860,73.0,86.0
6861,86.0,89.0
6862,89.0,95.0
6863,95.0,100.0
6864,100.0,100.0
6865,100.0,100.0
6866,100.0,100.0
6867,100.0,101.0
6868,92.0,81.0
6869,81.0,75.0
6870,75.0,77.0
6871,77.0,83.0
6872,83.0,76.0
6873,76.0,88.0
6874,88.0,84.0
6875,84.0,90.0
6876,90.0,101.0
6877,87.0,69.0
6878,69.0,54.0
6879,54.0,51.0
6880,51.0,51.0
6881,51.0,51.0
6882,51.0,57.0
6883,57.0,60.0
6884,60.0,73.0
6885,73.0,82.0
6886,82.0,89.0
6887,89.0,101.0
6888,89.0,101.0
6889,85.0,77.0
6890,77.0,69.0
6891,69.0,69.0
6892,69.0,62.0
6893,62.0,56.0
6894,56.0,55.0
6895,55.0,64.0
6896,64.0,54.0
6897,54.0,53.0
6898,53.0,72.0
6899,72.0,83.0
6900,83.0,81.0
6901,81.0,88.0
6902,88.0,96.0
6903,96.0,93.0
6904,93.0,91.0
6905,91.0,89.0
6906,89.0,95.0
6907,95.0,101.0
6908,70.0,66.0
6909,66.0,54.0
6910,54.0,46.0
6911,46.0,38.0
6912,38.0,41.0
6913,41.0,51.0
6914,51.0,43.0
6915,43.0,38.0
6916,38.0,43.0
6917,43.0,43.0
6918,43.0,38.0
6919,38.0,47.0
6920,47.0,45.0
6921,45.0,59.0
6922,59.0,60.0
6923,60.0,66.0
6924,66.0,66.0
6925,66.0,79.0
6926,79.0,87.0
6927,87.0,101.0
6928,93.0,88.0
6929,88.0,101.0
6930,95.0,88.0
6931,88.0,66.0
6932,66.0,60.0
6933,60.0,68.0
6934,68.0,63.0
6935,63.0,64.0
6936,64.0,63.0
6937,63.0,71.0
6938,71.0,72.0
6939,72.0,68.0
6940,68.0,67.0
6941,67.0,67.0
6942,67.0,67.0
6943,67.0,76.0
6944,76.0,83.0
6945,83.0,87.0
6946,87.0,92.0
6947,92.0,101.0
6948,62.0,101.0
6949,100.0,93.0
6950,93.0,88.0
6951,88.0,83.0
6952,83.0,77.0
6953,77.0,66.0
6954,66.0,61.0
6955,61.0,70.0
6956,70.0,54.0
6957,54.0,59.0
6958,59.0,54.0
6959,54.0,43.0
6960,43.0,33.0
6961,33.0,30.0
6962,30.0,24.0
6963,24.0,22.0
6964,22.0,22.0
6965,22.0,15.0
6966,15.0,15.0
6967,15.0,15.0
6968,15.0,15.0
6969,15.0,13.0
6970,13.0,15.0
6971,15.0,15.0
6972,15.0,16.0
6973,16.0,15.0
6974,15.0,16.0
6975,16.0,21.0
6976,21.0,23.0
6977,23.0,24.0
6978,24.0,24.0
6979,24.0,27.0
6980,27.0,34.0
6981,34.0,38.0
6982,38.0,41.0
6983,41.0,47.0
6984,47.0,101.0
6985,86.0,54.0
6986,54.0,55.0
6987,55.0,56.0
6988,56.0,51.0
6989,51.0,33.0
6990,33.0,8.0
6991,8.0,7.0
6992,7.0,7.0
6993,7.0,5.0
6994,5.0,4.0
6995,4.0,3.0
6996,3.0,4.0
6997,4.0,4.0
6998,4.0,5.0
6999,5.0,4.0
7000,4.0,8.0
7001,8.0,9.0
7002,9.0,8.0
7003,8.0,10.0
7004,10.0,11.0
7005,11.0,16.0
7006,16.0,18.0
7007,18.0,23.0
7008,23.0,28.0
7009,28.0,31.0
7010,31.0,37.0
7011,37.0,35.0
7012,35.0,40.0
7013,40.0,40.0
7014,40.0,35.0
7015,35.0,42.0
7016,42.0,47.0
7017,47.0,101.0
7018,86.0,99.0
7019,99.0,93.0
7020,93.0,88.0
7021,88.0,88.0
7022,88.0,87.0
7023,87.0,75.0
7024,75.0,81.0
7025,81.0,83.0
7026,83.0,72.0
7027,72.0,63.0
7028,63.0,51.0
7029,51.0,56.0
7030,56.0,59.0
7031,59.0,55.0
7032,55.0,51.0
7033,51.0,59.0
7034,59.0,53.0
7035,53.0,50.0
7036,50.0,48.0
7037,48.0,45.0
7038,45.0,37.0
7039,37.0,36.0
7040,36.0,31.0
7041,31.0,26.0
7042,26.0,26.0
7043,26.0,23.0
7044,23.0,24.0
7045,24.0,23.0
7046,23.0,21.0
7047,21.0,24.0
7048,24.0,24.0
7049,24.0,40.0
7050,40.0,47.0
7051,47.0,101.0
7052,99.0,101.0
7053,100.0,101.0
7054,97.0,101.0
7055,66.0,70.0
7056,70.0,77.0
7057,77.0,79.0
7058,79.0,92.0
7059,92.0,92.0
7060,92.0,93.0
7061,93.0,88.0
7062,88.0,94.0
7063,94.0,101.0
7064,84.0,44.0
7065,44.0,23.0
7066,23.0,12.0
7067,12.0,10.0
7068,10.0,10.0
7069,10.0,10.0
7070,10.0,10.0
7071,10.0,14.0
7072,14.0,16.0
7073,16.0,18.0
7074,18.0,20.0
7075,20.0,30.0
7076,30.0,36.0
7077,36.0,38.0
7078,38.0,40.0
7079,40.0,48.0
7080,48.0,63.0
7081,63.0,74.0
7082,74.0,79.0
7083,79.0,101.0
7084,52.0,50.0
7085,50.0,52.0
7086,52.0,51.0
7087,51.0,49.0
7088,49.0,53.0
7089,53.0,62.0
7090,62.0,64.0
7091,64.0,78.0
7092,78.0,84.0
7093,84.0,92.0
7094,92.0,95.0
7095,95.0,101.0
7096,1.0,1.0
7097,1.0,1.0
7098,1.0,3.0
7099,3.0,10.0
7100,10.0,21.0
7101,21.0,33.0
7102,33.0,52.0
7103,52.0,65.0
7104,65.0,86.0
7105,86.0,101.0
7106,69.0,49.0
7107,49.0,49.0
7108,49.0,34.0
7109,34.0,34.0
7110,34.0,34.0
7111,34.0,30.0
7112,30.0,27.0
7113,27.0,36.0
7114,36.0,41.0
7115,41.0,53.0
7116,53.0,56.0
7117,56.0,80.0
7118,80.0,100.0
7119,100.0,101.0
7120,82.0,73.0
7121,73.0,70.0
7122,70.0,69.0
7123,69.0,69.0
7124,69.0,73.0
7125,73.0,66.0
7126,66.0,78.0
7127,78.0,83.0
7128,83.0,98.0
7129,98.0,101.0
7130,97.0,88.0
7131,88.0,81.0
7132,81.0,75.0
7133,75.0,87.0
7134,87.0,98.0
7135,98.0,101.0
7136,77.0,53.0
7137,53.0,42.0
7138,42.0,31.0
7139,31.0,23.0
7140,23.0,16.0
7141,16.0,10.0
7142,10.0,10.0
7143,10.0,7.0
7144,7.0,5.0
7145,5.0,4.0
7146,4.0,3.0
7147,3.0,4.0
7148,4.0,4.0
7149,4.0,3.0
7150,3.0,3.0
7151,3.0,3.0
7152,3.0,3.0
7153,3.0,3.0
7154,3.0,4.0
7155,4.0,3.0
7156,3.0,3.0
7157,3.0,3.0
7158,3.0,3.0
7159,3.0,3.0
7160,3.0,4.0
7161,4.0,4.0
7162,4.0,6.0
7163,6.0,6.0
7164,6.0,11.0
7165,11.0,12.0
7166,12.0,15.0
7167,15.0,15.0
7168,15.0,21.0
7169,21.0,24.0
7170,24.0,29.0
7171,29.0,35.0
7172,35.0,35.0
7173,35.0,37.0
7174,37.0,39.0
7175,39.0,40.0
7176,40.0,38.0
7177,38.0,37.0
7178,37.0,46.0
7179,46.0,49.0
7180,49.0,101.0
7181,86.0,83.0
7182,83.0,77.0
7183,77.0,74.0
7184,74.0,83.0
7185,83.0,79.0
7186,79.0,88.0
7187,88.0,95.0
7188,95.0,101.0
7189,79.0,101.0
7190,95.0,95.0
7191,95.0,92.0
7192,92.0,92.0
7193,92.0,88.0
7194,88.0,86.0
7195,86.0,86.0
7196,86.0,86.0
7197,86.0,82.0
7198,82.0,86.0
7199,86.0,86.0
7200,86.0,90.0
7201,90.0,98.0
7202,98.0,94.0
7203,94.0,99.0
7204,99.0,101.0
7205,83.0,82.0
7206,82.0,80.0
7207,80.0,84.0
7208,84.0,96.0
7209,96.0,100.0
7210,100.0,101.0
7211,88.0,63.0
7212,63.0,54.0
7213,54.0,46.0
7214,46.0,46.0
7215,46.0,41.0
7216,41.0,40.0
7217,40.0,32.0
7218,32.0,27.0
7219,27.0,25.0
7220,25.0,21.0
7221,21.0,14.0
7222,14.0,11.0
7223,11.0,8.0
7224,8.0,7.0
7225,7.0,9.0
7226,9.0,11.0
7227,11.0,13.0
7228,13.0,14.0
7229,14.0,16.0
7230,16.0,19.0
7231,19.0,19.0
7232,19.0,23.0
7233,23.0,32.0
7234,32.0,41.0
7235,41.0,48.0
7236,48.0,101.0
7237,100.0,99.0
7238,99.0,101.0
7239,93.0,80.0
7240,80.0,72.0
7241,72.0,68.0
7242,68.0,67.0
7243,67.0,80.0
7244,80.0,95.0
7245,95.0,101.0
7246,100.0,96.0
7247,96.0,97.0
7248,97.0,101.0
7249,81.0,101.0
7250,81.0,82.0
7251,82.0,101.0
7252,100.0,100.0
7253,100.0,101.0
7254,91.0,91.0
7255,91.0,91.0
7256,91.0,99.0
7257,99.0,101.0
7258,75.0,73.0
7259,73.0,65.0
7260,65.0,65.0
7261,65.0,51.0
7262,51.0,41.0
7263,41.0,35.0
7264,35.0,32.0
7265,32.0,27.0
7266,27.0,24.0
7267,24.0,23.0
7268,23.0,20.0
7269,20.0,19.0
7270,19.0,16.0
7271,16.0,16.0
7272,16.0,16.0
7273,16.0,17.0
7274,17.0,19.0
7275,19.0,17.0
7276,17.0,19.0
7277,19.0,23.0
7278,23.0,28.0
7279,28.0,32.0
7280,32.0,36.0
7281,36.0,40.0
7282,40.0,47.0
7283,47.0,101.0
7284,99.0,99.0
7285,99.0,92.0
7286,92.0,91.0
7287,91.0,80.0
7288,80.0,80.0
7289,80.0,80.0
7290,80.0,77.0
7291,77.0,72.0
7292,72.0,78.0
7293,78.0,84.0
7294,84.0,82.0
7295,82.0,92.0
7296,92.0,97.0
7297,97.0,101.0
7298,84.0,70.0
7299,70.0,62.0
7300,62.0,52.0
7301,52.0,50.0
7302,50.0,48.0
7303,48.0,43.0
7304,43.0,41.0
7305,41.0,35.0
7306,35.0,41.0
7307,41.0,57.0
7308,57.0,82.0
7309,82.0,101.0
7310,30.0,11.0
7311,11.0,3.0
7312,3.0,3.0
7313,3.0,2.0
7314,2.0,3.0
7315,3.0,3.0
7316,3.0,3.0
7317,3.0,4.0
7318,4.0,4.0
7319,4.0,5.0
7320,5.0,8.0
7321,8.0,9.0
7322,9.0,13.0
7323,13.0,14.0
7324,14.0,15.0
7325,15.0,24.0
7326,24.0,32.0
7327,32.0,40.0
7328,40.0,55.0
7329,55.0,101.0
7330,58.0,101.0
7331,91.0,98.0
7332,98.0,101.0
7333,92.0,79.0
7334,79.0,74.0
7335,74.0,72.0
7336,72.0,72.0
7337,72.0,69.0
7338,69.0,64.0
7339,64.0,56.0
7340,56.0,53.0
7341,53.0,40.0
7342,40.0,40.0
7343,40.0,38.0
7344,38.0,37.0
7345,37.0,51.0
7346,51.0,60.0
7347,60.0,73.0
7348,73.0,83.0
7349,83.0,88.0
7350,88.0,88.0
7351,88.0,89.0
7352,89.0,101.0
7353,94.0,89.0
7354,89.0,71.0
7355,71.0,65.0
7356,65.0,58.0
7357,58.0,51.0
7358,51.0,49.0
7359,49.0,62.0
7360,62.0,84.0
7361,84.0,101.0
7362,83.0,80.0
7363,80.0,73.0
7364,73.0,70.0
7365,70.0,57.0
7366,57.0,51.0
7367,51.0,49.0
7368,49.0,53.0
7369,53.0,56.0
7370,56.0,69.0
7371,69.0,83.0
7372,83.0,89.0
7373,89.0,93.0
7374,93.0,101.0
7375,83.0,82.0
7376,82.0,75.0
7377,75.0,65.0
7378,65.0,59.0
7379,59.0,53.0
7380,53.0,55.0
7381,55.0,54.0
7382,54.0,53.0
7383,53.0,52.0
7384,52.0,48.0
7385,48.0,52.0
7386,52.0,61.0
7387,61.0,62.0
7388,62.0,69.0
7389,69.0,75.0
7390,75.0,81.0
7391,81.0,91.0
7392,91.0,98.0
7393,98.0,100.0
7394,100.0,101.0
7395,75.0,64.0
7396,64.0,69.0
7397,69.0,70.0
