,diff_0,target
522,21.0,18.0
523,18.0,24.0
524,24.0,29.0
525,29.0,31.0
526,31.0,38.0
527,38.0,46.0
528,46.0,46.0
529,46.0,49.0
530,49.0,101.0
531,63.0,62.0
532,62.0,58.0
533,58.0,53.0
534,53.0,53.0
535,53.0,44.0
536,44.0,35.0
537,35.0,35.0
538,35.0,35.0
539,35.0,35.0
540,35.0,38.0
541,38.0,37.0
542,37.0,36.0
543,36.0,41.0
544,41.0,44.0
545,44.0,52.0
546,52.0,53.0
547,53.0,59.0
548,59.0,63.0
549,63.0,64.0
550,64.0,101.0
551,56.0,36.0
552,36.0,101.0
553,57.0,89.0
554,89.0,101.0
555,61.0,28.0
556,28.0,8.0
557,8.0,27.0
558,27.0,51.0
559,51.0,76.0
560,76.0,82.0
561,82.0,86.0
562,86.0,83.0
563,83.0,85.0
564,85.0,96.0
565,96.0,101.0
566,91.0,62.0
567,62.0,52.0
568,52.0,51.0
569,51.0,51.0
570,51.0,52.0
571,52.0,47.0
572,47.0,49.0
573,49.0,46.0
574,46.0,42.0
575,42.0,41.0
576,41.0,35.0
577,35.0,36.0
578,36.0,39.0
579,39.0,35.0
580,35.0,34.0
581,34.0,43.0
582,43.0,53.0
583,53.0,50.0
584,50.0,47.0
585,47.0,101.0
586,74.0,42.0
587,42.0,24.0
588,24.0,16.0
589,16.0,13.0
590,13.0,9.0
591,9.0,6.0
592,6.0,5.0
593,5.0,3.0
594,3.0,3.0
595,3.0,2.0
596,2.0,2.0
597,2.0,2.0
598,2.0,2.0
599,2.0,2.0
600,2.0,2.0
601,2.0,2.0
602,2.0,4.0
603,4.0,5.0
604,5.0,6.0
605,6.0,7.0
606,7.0,9.0
607,9.0,11.0
608,11.0,11.0
609,11.0,11.0
610,11.0,19.0
611,19.0,21.0
612,21.0,25.0
613,25.0,30.0
614,30.0,34.0
615,34.0,32.0
616,32.0,34.0
617,34.0,32.0
618,32.0,36.0
619,36.0,42.0
620,42.0,44.0
621,44.0,43.0
622,43.0,44.0
623,44.0,50.0
624,50.0,101.0
625,93.0,90.0
626,90.0,86.0
627,86.0,87.0
628,87.0,100.0
629,100.0,101.0
630,68.0,35.0
631,35.0,19.0
632,19.0,16.0
633,16.0,10.0
634,10.0,7.0
635,7.0,6.0
636,6.0,5.0
637,5.0,5.0
638,5.0,7.0
639,7.0,7.0
640,7.0,9.0
641,9.0,14.0
642,14.0,23.0
643,23.0,29.0
644,29.0,39.0
645,39.0,42.0
646,42.0,45.0
647,45.0,46.0
648,46.0,50.0
649,50.0,50.0
650,50.0,101.0
651,97.0,83.0
652,83.0,81.0
653,81.0,93.0
654,93.0,91.0
655,91.0,98.0
656,98.0,91.0
657,91.0,100.0
658,100.0,101.0
659,92.0,75.0
660,75.0,75.0
661,75.0,79.0
662,79.0,77.0
663,77.0,77.0
664,77.0,73.0
665,73.0,71.0
666,71.0,73.0
667,73.0,76.0
668,76.0,81.0
669,81.0,86.0
670,86.0,87.0
671,87.0,93.0
672,93.0,101.0
673,88.0,58.0
674,58.0,73.0
675,73.0,75.0
676,75.0,78.0
677,78.0,76.0
678,76.0,74.0
679,74.0,82.0
680,82.0,75.0
681,75.0,82.0
682,82.0,89.0
683,89.0,92.0
684,92.0,100.0
685,100.0,101.0
686,100.0,101.0
687,70.0,61.0
688,61.0,55.0
689,55.0,52.0
690,52.0,46.0
691,46.0,45.0
692,45.0,34.0
693,34.0,36.0
694,36.0,36.0
695,36.0,35.0
696,35.0,35.0
697,35.0,35.0
698,35.0,35.0
699,35.0,33.0
700,33.0,28.0
701,28.0,31.0
702,31.0,32.0
703,32.0,35.0
704,35.0,37.0
705,37.0,41.0
706,41.0,47.0
707,47.0,49.0
708,49.0,101.0
709,89.0,79.0
710,79.0,67.0
711,67.0,57.0
712,57.0,47.0
713,47.0,43.0
714,43.0,36.0
715,36.0,35.0
716,35.0,36.0
717,36.0,36.0
718,36.0,32.0
719,32.0,28.0
720,28.0,28.0
721,28.0,25.0
722,25.0,21.0
723,21.0,18.0
724,18.0,18.0
725,18.0,14.0
726,14.0,13.0
727,13.0,11.0
728,11.0,11.0
729,11.0,12.0
730,12.0,12.0
731,12.0,12.0
732,12.0,13.0
733,13.0,15.0
734,15.0,15.0
735,15.0,15.0
736,15.0,15.0
737,15.0,16.0
738,16.0,19.0
739,19.0,21.0
740,21.0,26.0
741,26.0,22.0
742,22.0,26.0
743,26.0,29.0
744,29.0,29.0
745,29.0,33.0
746,33.0,34.0
747,34.0,38.0
748,38.0,46.0
749,46.0,44.0
750,44.0,48.0
751,48.0,47.0
752,47.0,50.0
753,50.0,101.0
754,90.0,90.0
755,90.0,98.0
756,98.0,93.0
757,93.0,91.0
758,91.0,92.0
759,92.0,90.0
760,90.0,101.0
761,82.0,88.0
762,88.0,100.0
763,100.0,101.0
764,70.0,66.0
765,66.0,59.0
766,59.0,85.0
767,85.0,101.0
768,91.0,99.0
769,99.0,93.0
770,93.0,90.0
771,90.0,88.0
772,88.0,89.0
773,89.0,86.0
774,86.0,84.0
775,84.0,76.0
776,76.0,85.0
777,85.0,93.0
778,93.0,101.0
779,91.0,85.0
780,85.0,85.0
781,85.0,66.0
782,66.0,59.0
783,59.0,55.0
784,55.0,54.0
785,54.0,41.0
786,41.0,44.0
787,44.0,29.0
788,29.0,36.0
789,36.0,27.0
790,27.0,43.0
791,43.0,59.0
792,59.0,67.0
793,67.0,78.0
794,78.0,101.0
795,90.0,101.0
796,87.0,101.0
797,69.0,58.0
798,58.0,52.0
799,52.0,42.0
800,42.0,34.0
801,34.0,31.0
802,31.0,28.0
803,28.0,28.0
804,28.0,23.0
805,23.0,23.0
806,23.0,23.0
807,23.0,23.0
808,23.0,28.0
809,28.0,26.0
810,26.0,27.0
811,27.0,25.0
812,25.0,33.0
813,33.0,38.0
814,38.0,41.0
815,41.0,46.0
816,46.0,101.0
817,96.0,81.0
818,81.0,81.0
819,81.0,78.0
820,78.0,85.0
821,85.0,72.0
822,72.0,71.0
823,71.0,64.0
824,64.0,60.0
825,60.0,63.0
826,63.0,69.0
827,69.0,57.0
828,57.0,54.0
829,54.0,42.0
830,42.0,57.0
831,57.0,55.0
832,55.0,68.0
833,68.0,91.0
834,91.0,101.0
835,90.0,87.0
836,87.0,90.0
837,90.0,90.0
838,90.0,88.0
839,88.0,84.0
840,84.0,91.0
841,91.0,89.0
842,89.0,90.0
843,90.0,96.0
844,96.0,101.0
845,89.0,101.0
846,99.0,99.0
847,99.0,101.0
848,73.0,81.0
849,81.0,100.0
850,100.0,101.0
851,20.0,18.0
852,18.0,16.0
853,16.0,16.0
854,16.0,13.0
855,13.0,13.0
856,13.0,13.0
857,13.0,12.0
858,12.0,17.0
859,17.0,17.0
860,17.0,18.0
861,18.0,17.0
862,17.0,21.0
863,21.0,25.0
864,25.0,26.0
865,26.0,28.0
866,28.0,34.0
867,34.0,35.0
868,35.0,40.0
869,40.0,46.0
870,46.0,46.0
871,46.0,47.0
872,47.0,101.0
873,72.0,61.0
874,61.0,53.0
875,53.0,48.0
876,48.0,48.0
877,48.0,41.0
878,41.0,34.0
879,34.0,28.0
880,28.0,25.0
881,25.0,23.0
882,23.0,29.0
883,29.0,29.0
884,29.0,36.0
885,36.0,46.0
886,46.0,55.0
887,55.0,64.0
888,64.0,68.0
889,68.0,66.0
890,66.0,67.0
891,67.0,75.0
892,75.0,101.0
893,93.0,80.0
894,80.0,63.0
895,63.0,58.0
896,58.0,53.0
897,53.0,52.0
898,52.0,54.0
899,54.0,57.0
900,57.0,63.0
901,63.0,76.0
902,76.0,94.0
903,94.0,101.0
904,40.0,101.0
905,53.0,17.0
906,17.0,14.0
907,14.0,14.0
908,14.0,14.0
909,14.0,20.0
910,20.0,23.0
911,23.0,21.0
912,21.0,26.0
913,26.0,30.0
914,30.0,35.0
915,35.0,47.0
916,47.0,65.0
917,65.0,66.0
918,66.0,74.0
919,74.0,86.0
920,86.0,96.0
921,96.0,99.0
922,99.0,96.0
923,96.0,97.0
924,97.0,101.0
925,93.0,101.0
926,97.0,90.0
927,90.0,82.0
928,82.0,87.0
929,87.0,96.0
930,96.0,101.0
931,6.0,5.0
932,5.0,5.0
933,5.0,4.0
934,4.0,5.0
935,5.0,7.0
936,7.0,8.0
937,8.0,8.0
938,8.0,10.0
939,10.0,11.0
940,11.0,13.0
941,13.0,15.0
942,15.0,23.0
943,23.0,26.0
944,26.0,28.0
945,28.0,30.0
946,30.0,33.0
947,33.0,39.0
948,39.0,45.0
949,45.0,45.0
950,45.0,46.0
951,46.0,46.0
952,46.0,44.0
953,44.0,49.0
954,49.0,101.0
955,61.0,59.0
956,59.0,36.0
957,36.0,19.0
958,19.0,17.0
959,17.0,11.0
960,11.0,9.0
961,9.0,9.0
962,9.0,8.0
963,8.0,5.0
964,5.0,11.0
965,11.0,11.0
966,11.0,13.0
967,13.0,14.0
968,14.0,15.0
969,15.0,17.0
970,17.0,22.0
971,22.0,29.0
972,29.0,37.0
973,37.0,46.0
974,46.0,101.0
975,89.0,74.0
976,74.0,75.0
977,75.0,56.0
978,56.0,52.0
979,52.0,44.0
980,44.0,57.0
981,57.0,40.0
982,40.0,36.0
983,36.0,27.0
984,27.0,25.0
985,25.0,24.0
986,24.0,26.0
987,26.0,25.0
988,25.0,27.0
989,27.0,29.0
990,29.0,35.0
991,35.0,34.0
992,34.0,32.0
993,32.0,34.0
994,34.0,36.0
995,36.0,34.0
996,34.0,36.0
997,36.0,43.0
998,43.0,101.0
999,93.0,71.0
1000,71.0,62.0
1001,62.0,67.0
1002,67.0,46.0
1003,46.0,44.0
1004,44.0,40.0
1005,40.0,29.0
1006,29.0,25.0
1007,25.0,21.0
1008,21.0,18.0
1009,18.0,18.0
1010,18.0,18.0
1011,97.0,81.0
1012,81.0,76.0
1013,76.0,64.0
1014,64.0,65.0
1015,65.0,61.0
1016,61.0,54.0
1017,54.0,45.0
1018,45.0,43.0
1019,43.0,51.0
1020,51.0,51.0
1021,51.0,46.0
1022,46.0,49.0
1023,49.0,50.0
1024,50.0,46.0
1025,46.0,48.0
1026,48.0,48.0
1027,48.0,52.0
1028,52.0,56.0
1029,56.0,62.0
1030,62.0,101.0
1031,94.0,87.0
1032,87.0,71.0
1033,71.0,63.0
1034,63.0,43.0
1035,43.0,35.0
1036,35.0,33.0
1037,33.0,30.0
1038,30.0,31.0
1039,31.0,29.0
1040,29.0,29.0
1041,29.0,34.0
1042,34.0,34.0
1043,34.0,33.0
1044,33.0,35.0
1045,35.0,37.0
1046,37.0,37.0
1047,37.0,24.0
1048,24.0,27.0
1049,27.0,32.0
1050,32.0,41.0
1051,41.0,101.0
1052,82.0,76.0
1053,76.0,76.0
1054,76.0,66.0
1055,66.0,62.0
1056,62.0,62.0
1057,62.0,83.0
1058,83.0,82.0
1059,82.0,81.0
1060,81.0,97.0
1061,97.0,98.0
1062,98.0,95.0
1063,95.0,100.0
1064,100.0,101.0
1065,50.0,67.0
1066,67.0,68.0
1067,68.0,60.0
1068,60.0,49.0
1069,49.0,41.0
1070,41.0,41.0
1071,41.0,36.0
1072,36.0,33.0
1073,33.0,31.0
1074,31.0,33.0
1075,33.0,42.0
1076,42.0,69.0
1077,69.0,88.0
1078,88.0,101.0
1079,55.0,37.0
1080,37.0,26.0
1081,26.0,26.0
1082,26.0,25.0
1083,25.0,26.0
1084,26.0,24.0
1085,24.0,27.0
1086,27.0,27.0
1087,27.0,29.0
1088,29.0,28.0
1089,28.0,26.0
1090,26.0,22.0
1091,22.0,31.0
1092,31.0,43.0
1093,43.0,51.0
1094,51.0,48.0
1095,48.0,40.0
1096,40.0,58.0
1097,58.0,60.0
1098,60.0,101.0
1099,21.0,15.0
1100,15.0,10.0
1101,10.0,5.0
1102,5.0,5.0
1103,5.0,4.0
1104,4.0,2.0
1105,2.0,2.0
1106,2.0,1.0
1107,1.0,1.0
1108,1.0,1.0
1109,1.0,1.0
1110,1.0,3.0
1111,3.0,5.0
1112,5.0,5.0
1113,5.0,11.0
1114,11.0,16.0
1115,16.0,22.0
1116,22.0,35.0
1117,35.0,38.0
1118,38.0,49.0
1119,49.0,101.0
1120,74.0,47.0
1121,47.0,101.0
1122,99.0,101.0
1123,44.0,101.0
1124,84.0,101.0
1125,64.0,26.0
1126,26.0,33.0
1127,33.0,34.0
1128,34.0,32.0
1129,32.0,24.0
1130,24.0,20.0
1131,20.0,21.0
1132,21.0,25.0
1133,25.0,26.0
1134,26.0,23.0
1135,23.0,24.0
1136,24.0,26.0
1137,26.0,32.0
1138,32.0,41.0
1139,41.0,49.0
1140,49.0,55.0
1141,55.0,65.0
1142,65.0,101.0
1143,70.0,101.0
1144,11.0,17.0
1145,17.0,14.0
1146,14.0,14.0
1147,14.0,12.0
1148,12.0,13.0
1149,13.0,17.0
1150,17.0,12.0
1151,12.0,15.0
1152,15.0,16.0
1153,16.0,21.0
1154,21.0,18.0
1155,18.0,20.0
1156,20.0,14.0
1157,14.0,22.0
1158,22.0,23.0
1159,23.0,29.0
1160,29.0,37.0
1161,37.0,42.0
1162,42.0,47.0
1163,47.0,48.0
1164,48.0,50.0
1165,50.0,101.0
1166,97.0,91.0
1167,91.0,86.0
1168,86.0,86.0
1169,86.0,85.0
1170,85.0,90.0
1171,90.0,96.0
1172,96.0,101.0
1173,99.0,99.0
1174,99.0,90.0
1175,90.0,86.0
1176,86.0,82.0
1177,82.0,82.0
1178,82.0,82.0
1179,82.0,82.0
1180,82.0,81.0
1181,81.0,80.0
1182,80.0,78.0
1183,78.0,78.0
1184,78.0,81.0
1185,81.0,87.0
1186,87.0,91.0
1187,91.0,101.0
1188,83.0,80.0
1189,80.0,76.0
1190,76.0,68.0
1191,68.0,22.0
1192,22.0,17.0
1193,17.0,10.0
1194,10.0,10.0
1195,10.0,12.0
1196,12.0,14.0
1197,14.0,16.0
1198,16.0,24.0
1199,24.0,35.0
1200,35.0,45.0
1201,45.0,53.0
1202,53.0,58.0
1203,58.0,64.0
1204,64.0,69.0
1205,69.0,84.0
1206,84.0,87.0
1207,87.0,101.0
1208,92.0,101.0
1209,84.0,69.0
1210,69.0,65.0
1211,65.0,57.0
1212,57.0,55.0
1213,55.0,58.0
1214,58.0,61.0
1215,61.0,57.0
1216,57.0,61.0
1217,61.0,67.0
1218,67.0,57.0
1219,57.0,55.0
1220,55.0,55.0
1221,55.0,61.0
1222,61.0,63.0
1223,63.0,74.0
1224,74.0,75.0
1225,75.0,75.0
1226,75.0,101.0
1227,97.0,97.0
1228,97.0,89.0
1229,89.0,89.0
1230,89.0,94.0
1231,94.0,90.0
1232,90.0,99.0
1233,99.0,97.0
1234,97.0,98.0
1235,98.0,101.0
1236,66.0,101.0
1237,1.0,5.0
1238,5.0,8.0
1239,8.0,8.0
1240,8.0,8.0
1241,8.0,6.0
1242,6.0,9.0
1243,9.0,10.0
1244,10.0,9.0
1245,9.0,9.0
1246,9.0,10.0
1247,10.0,13.0
1248,13.0,16.0
1249,16.0,15.0
1250,15.0,24.0
1251,24.0,35.0
1252,35.0,39.0
1253,39.0,53.0
1254,53.0,63.0
1255,63.0,72.0
1256,72.0,101.0
1257,95.0,87.0
1258,87.0,73.0
1259,73.0,68.0
1260,68.0,62.0
1261,62.0,52.0
1262,52.0,54.0
1263,54.0,63.0
1264,63.0,55.0
1265,55.0,63.0
1266,63.0,63.0
1267,63.0,59.0
1268,59.0,66.0
1269,66.0,74.0
1270,74.0,84.0
1271,84.0,101.0
1272,88.0,92.0
1273,92.0,101.0
1274,71.0,67.0
1275,67.0,62.0
1276,62.0,56.0
1277,56.0,53.0
1278,53.0,53.0
1279,53.0,46.0
1280,46.0,40.0
1281,40.0,37.0
1282,37.0,37.0
1283,37.0,46.0
1284,46.0,51.0
1285,51.0,54.0
1286,54.0,56.0
1287,56.0,62.0
1288,62.0,65.0
1289,65.0,83.0
1290,83.0,86.0
1291,86.0,93.0
1292,93.0,100.0
1293,100.0,101.0
1294,71.0,63.0
1295,63.0,55.0
1296,55.0,50.0
1297,50.0,49.0
1298,49.0,47.0
1299,47.0,45.0
1300,45.0,42.0
1301,42.0,44.0
1302,44.0,39.0
1303,39.0,40.0
1304,40.0,45.0
1305,45.0,52.0
1306,52.0,55.0
1307,55.0,62.0
1308,62.0,66.0
1309,66.0,73.0
1310,73.0,84.0
1311,84.0,89.0
1312,89.0,89.0
1313,89.0,101.0
1314,82.0,101.0
1315,95.0,90.0
1316,90.0,87.0
1317,87.0,88.0
1318,88.0,80.0
1319,80.0,76.0
1320,76.0,68.0
1321,68.0,79.0
1322,79.0,76.0
1323,76.0,92.0
1324,92.0,96.0
1325,96.0,97.0
1326,97.0,93.0
1327,93.0,98.0
1328,98.0,101.0
1329,94.0,71.0
1330,71.0,46.0
1331,46.0,36.0
1332,36.0,29.0
1333,29.0,21.0
1334,21.0,16.0
1335,16.0,11.0
1336,11.0,10.0
1337,10.0,9.0
1338,9.0,7.0
1339,7.0,5.0
1340,5.0,10.0
1341,10.0,21.0
1342,21.0,29.0
1343,29.0,43.0
1344,43.0,53.0
1345,53.0,71.0
1346,71.0,83.0
1347,83.0,101.0
1348,32.0,101.0
1349,97.0,91.0
1350,91.0,101.0
1351,90.0,86.0
1352,86.0,87.0
1353,87.0,81.0
1354,81.0,81.0
1355,81.0,96.0
1356,96.0,101.0
1357,41.0,40.0
1358,40.0,37.0
1359,37.0,37.0
1360,37.0,49.0
