,diff_0,diff_1,diff_2,diff_3,diff_4,diff_5,diff_6,diff_7,target
1933,43.0,50.0,48.0,50.0,52.0,57.0,57.0,60.0,72.0
1934,50.0,48.0,50.0,52.0,57.0,57.0,60.0,72.0,74.0
1935,48.0,50.0,52.0,57.0,57.0,60.0,72.0,74.0,80.0
1936,50.0,52.0,57.0,57.0,60.0,72.0,74.0,80.0,81.0
1937,52.0,57.0,57.0,60.0,72.0,74.0,80.0,81.0,82.0
1938,57.0,57.0,60.0,72.0,74.0,80.0,81.0,82.0,101.0
1939,15.0,1.0,1.0,1.0,2.0,4.0,8.0,9.0,9.0
1940,1.0,1.0,1.0,2.0,4.0,8.0,9.0,9.0,9.0
1941,1.0,1.0,2.0,4.0,8.0,9.0,9.0,9.0,8.0
1942,1.0,2.0,4.0,8.0,9.0,9.0,9.0,8.0,7.0
1943,2.0,4.0,8.0,9.0,9.0,9.0,8.0,7.0,8.0
1944,4.0,8.0,9.0,9.0,9.0,8.0,7.0,8.0,11.0
1945,8.0,9.0,9.0,9.0,8.0,7.0,8.0,11.0,11.0
1946,9.0,9.0,9.0,8.0,7.0,8.0,11.0,11.0,12.0
1947,9.0,9.0,8.0,7.0,8.0,11.0,11.0,12.0,13.0
1948,9.0,8.0,7.0,8.0,11.0,11.0,12.0,13.0,12.0
1949,8.0,7.0,8.0,11.0,11.0,12.0,13.0,12.0,14.0
1950,7.0,8.0,11.0,11.0,12.0,13.0,12.0,14.0,17.0
1951,8.0,11.0,11.0,12.0,13.0,12.0,14.0,17.0,18.0
1952,11.0,11.0,12.0,13.0,12.0,14.0,17.0,18.0,20.0
1953,11.0,12.0,13.0,12.0,14.0,17.0,18.0,20.0,21.0
1954,12.0,13.0,12.0,14.0,17.0,18.0,20.0,21.0,22.0
1955,13.0,12.0,14.0,17.0,18.0,20.0,21.0,22.0,25.0
1956,12.0,14.0,17.0,18.0,20.0,21.0,22.0,25.0,25.0
1957,14.0,17.0,18.0,20.0,21.0,22.0,25.0,25.0,28.0
1958,17.0,18.0,20.0,21.0,22.0,25.0,25.0,28.0,28.0
1959,18.0,20.0,21.0,22.0,25.0,25.0,28.0,28.0,29.0
1960,20.0,21.0,22.0,25.0,25.0,28.0,28.0,29.0,32.0
1961,21.0,22.0,25.0,25.0,28.0,28.0,29.0,32.0,35.0
1962,22.0,25.0,25.0,28.0,28.0,29.0,32.0,35.0,37.0
1963,25.0,25.0,28.0,28.0,29.0,32.0,35.0,37.0,39.0
1964,25.0,28.0,28.0,29.0,32.0,35.0,37.0,39.0,39.0
1965,28.0,28.0,29.0,32.0,35.0,37.0,39.0,39.0,45.0
1966,28.0,29.0,32.0,35.0,37.0,39.0,39.0,45.0,42.0
1967,29.0,32.0,35.0,37.0,39.0,39.0,45.0,42.0,101.0
1968,47.0,43.0,34.0,29.0,25.0,22.0,16.0,11.0,12.0
1969,43.0,34.0,29.0,25.0,22.0,16.0,11.0,12.0,18.0
1970,34.0,29.0,25.0,22.0,16.0,11.0,12.0,18.0,33.0
1971,29.0,25.0,22.0,16.0,11.0,12.0,18.0,33.0,46.0
1972,25.0,22.0,16.0,11.0,12.0,18.0,33.0,46.0,63.0
1973,22.0,16.0,11.0,12.0,18.0,33.0,46.0,63.0,76.0
1974,16.0,11.0,12.0,18.0,33.0,46.0,63.0,76.0,98.0
1975,11.0,12.0,18.0,33.0,46.0,63.0,76.0,98.0,101.0
1976,41.0,34.0,28.0,32.0,34.0,32.0,39.0,54.0,53.0
1977,34.0,28.0,32.0,34.0,32.0,39.0,54.0,53.0,61.0
1978,28.0,32.0,34.0,32.0,39.0,54.0,53.0,61.0,69.0
1979,32.0,34.0,32.0,39.0,54.0,53.0,61.0,69.0,74.0
1980,34.0,32.0,39.0,54.0,53.0,61.0,69.0,74.0,77.0
1981,32.0,39.0,54.0,53.0,61.0,69.0,74.0,77.0,80.0
1982,39.0,54.0,53.0,61.0,69.0,74.0,77.0,80.0,99.0
1983,54.0,53.0,61.0,69.0,74.0,77.0,80.0,99.0,101.0
1984,71.0,57.0,54.0,54.0,54.0,47.0,19.0,11.0,9.0
1985,57.0,54.0,54.0,54.0,47.0,19.0,11.0,9.0,9.0
1986,54.0,54.0,54.0,47.0,19.0,11.0,9.0,9.0,12.0
1987,54.0,54.0,47.0,19.0,11.0,9.0,9.0,12.0,15.0
1988,54.0,47.0,19.0,11.0,9.0,9.0,12.0,15.0,23.0
1989,47.0,19.0,11.0,9.0,9.0,12.0,15.0,23.0,28.0
1990,19.0,11.0,9.0,9.0,12.0,15.0,23.0,28.0,43.0
1991,11.0,9.0,9.0,12.0,15.0,23.0,28.0,43.0,58.0
1992,9.0,9.0,12.0,15.0,23.0,28.0,43.0,58.0,69.0
1993,9.0,12.0,15.0,23.0,28.0,43.0,58.0,69.0,84.0
1994,12.0,15.0,23.0,28.0,43.0,58.0,69.0,84.0,82.0
1995,15.0,23.0,28.0,43.0,58.0,69.0,84.0,82.0,101.0
1996,88.0,88.0,88.0,69.0,65.0,65.0,78.0,87.0,90.0
1997,88.0,88.0,69.0,65.0,65.0,78.0,87.0,90.0,94.0
1998,88.0,69.0,65.0,65.0,78.0,87.0,90.0,94.0,98.0
1999,69.0,65.0,65.0,78.0,87.0,90.0,94.0,98.0,99.0
2000,65.0,65.0,78.0,87.0,90.0,94.0,98.0,99.0,101.0
2001,51.0,51.0,39.0,30.0,22.0,16.0,10.0,7.0,4.0
2002,51.0,39.0,30.0,22.0,16.0,10.0,7.0,4.0,5.0
2003,39.0,30.0,22.0,16.0,10.0,7.0,4.0,5.0,16.0
2004,30.0,22.0,16.0,10.0,7.0,4.0,5.0,16.0,30.0
2005,22.0,16.0,10.0,7.0,4.0,5.0,16.0,30.0,51.0
2006,16.0,10.0,7.0,4.0,5.0,16.0,30.0,51.0,67.0
2007,10.0,7.0,4.0,5.0,16.0,30.0,51.0,67.0,98.0
2008,7.0,4.0,5.0,16.0,30.0,51.0,67.0,98.0,101.0
2009,60.0,49.0,29.0,24.0,18.0,17.0,9.0,3.0,4.0
2010,49.0,29.0,24.0,18.0,17.0,9.0,3.0,4.0,6.0
2011,29.0,24.0,18.0,17.0,9.0,3.0,4.0,6.0,8.0
2012,24.0,18.0,17.0,9.0,3.0,4.0,6.0,8.0,8.0
2013,18.0,17.0,9.0,3.0,4.0,6.0,8.0,8.0,12.0
2014,17.0,9.0,3.0,4.0,6.0,8.0,8.0,12.0,11.0
2015,9.0,3.0,4.0,6.0,8.0,8.0,12.0,11.0,19.0
2016,3.0,4.0,6.0,8.0,8.0,12.0,11.0,19.0,23.0
2017,4.0,6.0,8.0,8.0,12.0,11.0,19.0,23.0,26.0
2018,6.0,8.0,8.0,12.0,11.0,19.0,23.0,26.0,28.0
2019,8.0,8.0,12.0,11.0,19.0,23.0,26.0,28.0,46.0
2020,8.0,12.0,11.0,19.0,23.0,26.0,28.0,46.0,48.0
2021,12.0,11.0,19.0,23.0,26.0,28.0,46.0,48.0,101.0
2022,88.0,72.0,76.0,69.0,68.0,60.0,60.0,60.0,59.0
2023,72.0,76.0,69.0,68.0,60.0,60.0,60.0,59.0,58.0
2024,76.0,69.0,68.0,60.0,60.0,60.0,59.0,58.0,64.0
2025,69.0,68.0,60.0,60.0,60.0,59.0,58.0,64.0,73.0
2026,68.0,60.0,60.0,60.0,59.0,58.0,64.0,73.0,87.0
2027,60.0,60.0,60.0,59.0,58.0,64.0,73.0,87.0,93.0
2028,60.0,60.0,59.0,58.0,64.0,73.0,87.0,93.0,101.0
2029,75.0,48.0,27.0,24.0,21.0,21.0,19.0,13.0,10.0
2030,48.0,27.0,24.0,21.0,21.0,19.0,13.0,10.0,9.0
2031,27.0,24.0,21.0,21.0,19.0,13.0,10.0,9.0,7.0
2032,24.0,21.0,21.0,19.0,13.0,10.0,9.0,7.0,7.0
2033,21.0,21.0,19.0,13.0,10.0,9.0,7.0,7.0,4.0
2034,21.0,19.0,13.0,10.0,9.0,7.0,7.0,4.0,5.0
2035,19.0,13.0,10.0,9.0,7.0,7.0,4.0,5.0,5.0
2036,13.0,10.0,9.0,7.0,7.0,4.0,5.0,5.0,5.0
2037,10.0,9.0,7.0,7.0,4.0,5.0,5.0,5.0,7.0
2038,9.0,7.0,7.0,4.0,5.0,5.0,5.0,7.0,8.0
2039,7.0,7.0,4.0,5.0,5.0,5.0,7.0,8.0,8.0
2040,7.0,4.0,5.0,5.0,5.0,7.0,8.0,8.0,8.0
2041,4.0,5.0,5.0,5.0,7.0,8.0,8.0,8.0,12.0
2042,5.0,5.0,5.0,7.0,8.0,8.0,8.0,12.0,15.0
2043,5.0,5.0,7.0,8.0,8.0,8.0,12.0,15.0,19.0
2044,5.0,7.0,8.0,8.0,8.0,12.0,15.0,19.0,19.0
2045,7.0,8.0,8.0,8.0,12.0,15.0,19.0,19.0,22.0
2046,8.0,8.0,8.0,12.0,15.0,19.0,19.0,22.0,22.0
2047,8.0,8.0,12.0,15.0,19.0,19.0,22.0,22.0,27.0
2048,8.0,12.0,15.0,19.0,19.0,22.0,22.0,27.0,29.0
2049,12.0,15.0,19.0,19.0,22.0,22.0,27.0,29.0,36.0
2050,15.0,19.0,19.0,22.0,22.0,27.0,29.0,36.0,50.0
2051,19.0,19.0,22.0,22.0,27.0,29.0,36.0,50.0,101.0
2052,80.0,65.0,52.0,38.0,34.0,28.0,25.0,25.0,23.0
2053,65.0,52.0,38.0,34.0,28.0,25.0,25.0,23.0,25.0
2054,52.0,38.0,34.0,28.0,25.0,25.0,23.0,25.0,28.0
2055,38.0,34.0,28.0,25.0,25.0,23.0,25.0,28.0,29.0
2056,34.0,28.0,25.0,25.0,23.0,25.0,28.0,29.0,28.0
2057,28.0,25.0,25.0,23.0,25.0,28.0,29.0,28.0,34.0
2058,25.0,25.0,23.0,25.0,28.0,29.0,28.0,34.0,35.0
2059,25.0,23.0,25.0,28.0,29.0,28.0,34.0,35.0,42.0
2060,23.0,25.0,28.0,29.0,28.0,34.0,35.0,42.0,48.0
2061,25.0,28.0,29.0,28.0,34.0,35.0,42.0,48.0,54.0
2062,28.0,29.0,28.0,34.0,35.0,42.0,48.0,54.0,64.0
2063,29.0,28.0,34.0,35.0,42.0,48.0,54.0,64.0,65.0
2064,28.0,34.0,35.0,42.0,48.0,54.0,64.0,65.0,101.0
2065,38.0,29.0,48.0,57.0,57.0,64.0,69.0,83.0,67.0
2066,29.0,48.0,57.0,57.0,64.0,69.0,83.0,67.0,93.0
2067,48.0,57.0,57.0,64.0,69.0,83.0,67.0,93.0,97.0
2068,57.0,57.0,64.0,69.0,83.0,67.0,93.0,97.0,101.0
2069,89.0,68.0,58.0,53.0,49.0,50.0,57.0,66.0,75.0
2070,68.0,58.0,53.0,49.0,50.0,57.0,66.0,75.0,83.0
2071,58.0,53.0,49.0,50.0,57.0,66.0,75.0,83.0,85.0
2072,53.0,49.0,50.0,57.0,66.0,75.0,83.0,85.0,99.0
2073,49.0,50.0,57.0,66.0,75.0,83.0,85.0,99.0,101.0
2074,70.0,63.0,59.0,55.0,54.0,51.0,44.0,48.0,51.0
2075,63.0,59.0,55.0,54.0,51.0,44.0,48.0,51.0,51.0
2076,59.0,55.0,54.0,51.0,44.0,48.0,51.0,51.0,58.0
2077,55.0,54.0,51.0,44.0,48.0,51.0,51.0,58.0,69.0
2078,54.0,51.0,44.0,48.0,51.0,51.0,58.0,69.0,79.0
2079,51.0,44.0,48.0,51.0,51.0,58.0,69.0,79.0,95.0
2080,44.0,48.0,51.0,51.0,58.0,69.0,79.0,95.0,101.0
2081,92.0,68.0,42.0,21.0,8.0,4.0,3.0,2.0,2.0
2082,68.0,42.0,21.0,8.0,4.0,3.0,2.0,2.0,3.0
2083,42.0,21.0,8.0,4.0,3.0,2.0,2.0,3.0,3.0
2084,21.0,8.0,4.0,3.0,2.0,2.0,3.0,3.0,3.0
2085,8.0,4.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0
2086,4.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0
2087,3.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0
2088,2.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0
2089,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0
2090,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0
2091,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,5.0
2092,3.0,3.0,2.0,3.0,3.0,3.0,3.0,5.0,7.0
2093,3.0,2.0,3.0,3.0,3.0,3.0,5.0,7.0,6.0
2094,2.0,3.0,3.0,3.0,3.0,5.0,7.0,6.0,10.0
2095,3.0,3.0,3.0,3.0,5.0,7.0,6.0,10.0,20.0
2096,3.0,3.0,3.0,5.0,7.0,6.0,10.0,20.0,22.0
2097,3.0,3.0,5.0,7.0,6.0,10.0,20.0,22.0,19.0
2098,3.0,5.0,7.0,6.0,10.0,20.0,22.0,19.0,24.0
2099,5.0,7.0,6.0,10.0,20.0,22.0,19.0,24.0,25.0
2100,7.0,6.0,10.0,20.0,22.0,19.0,24.0,25.0,27.0
2101,6.0,10.0,20.0,22.0,19.0,24.0,25.0,27.0,26.0
2102,10.0,20.0,22.0,19.0,24.0,25.0,27.0,26.0,27.0
2103,20.0,22.0,19.0,24.0,25.0,27.0,26.0,27.0,27.0
2104,22.0,19.0,24.0,25.0,27.0,26.0,27.0,27.0,31.0
2105,19.0,24.0,25.0,27.0,26.0,27.0,27.0,31.0,30.0
2106,24.0,25.0,27.0,26.0,27.0,27.0,31.0,30.0,41.0
2107,25.0,27.0,26.0,27.0,27.0,31.0,30.0,41.0,43.0
2108,27.0,26.0,27.0,27.0,31.0,30.0,41.0,43.0,50.0
2109,26.0,27.0,27.0,31.0,30.0,41.0,43.0,50.0,101.0
2110,54.0,39.0,43.0,57.0,54.0,45.0,48.0,42.0,47.0
2111,39.0,43.0,57.0,54.0,45.0,48.0,42.0,47.0,47.0
2112,43.0,57.0,54.0,45.0,48.0,42.0,47.0,47.0,52.0
2113,57.0,54.0,45.0,48.0,42.0,47.0,47.0,52.0,55.0
2114,54.0,45.0,48.0,42.0,47.0,47.0,52.0,55.0,54.0
2115,45.0,48.0,42.0,47.0,47.0,52.0,55.0,54.0,47.0
2116,48.0,42.0,47.0,47.0,52.0,55.0,54.0,47.0,41.0
2117,42.0,47.0,47.0,52.0,55.0,54.0,47.0,41.0,42.0
2118,47.0,47.0,52.0,55.0,54.0,47.0,41.0,42.0,43.0
2119,47.0,52.0,55.0,54.0,47.0,41.0,42.0,43.0,52.0
2120,52.0,55.0,54.0,47.0,41.0,42.0,43.0,52.0,55.0
2121,55.0,54.0,47.0,41.0,42.0,43.0,52.0,55.0,58.0
2122,54.0,47.0,41.0,42.0,43.0,52.0,55.0,58.0,101.0
2123,53.0,53.0,37.0,33.0,18.0,11.0,8.0,3.0,2.0
2124,53.0,37.0,33.0,18.0,11.0,8.0,3.0,2.0,1.0
2125,37.0,33.0,18.0,11.0,8.0,3.0,2.0,1.0,1.0
2126,33.0,18.0,11.0,8.0,3.0,2.0,1.0,1.0,3.0
2127,18.0,11.0,8.0,3.0,2.0,1.0,1.0,3.0,7.0
2128,11.0,8.0,3.0,2.0,1.0,1.0,3.0,7.0,16.0
2129,8.0,3.0,2.0,1.0,1.0,3.0,7.0,16.0,21.0
2130,3.0,2.0,1.0,1.0,3.0,7.0,16.0,21.0,29.0
2131,2.0,1.0,1.0,3.0,7.0,16.0,21.0,29.0,40.0
2132,1.0,1.0,3.0,7.0,16.0,21.0,29.0,40.0,52.0
2133,1.0,3.0,7.0,16.0,21.0,29.0,40.0,52.0,69.0
2134,3.0,7.0,16.0,21.0,29.0,40.0,52.0,69.0,85.0
2135,7.0,16.0,21.0,29.0,40.0,52.0,69.0,85.0,89.0
2136,16.0,21.0,29.0,40.0,52.0,69.0,85.0,89.0,92.0
2137,21.0,29.0,40.0,52.0,69.0,85.0,89.0,92.0,100.0
2138,29.0,40.0,52.0,69.0,85.0,89.0,92.0,100.0,101.0
2139,37.0,33.0,28.0,26.0,31.0,26.0,26.0,33.0,34.0
2140,33.0,28.0,26.0,31.0,26.0,26.0,33.0,34.0,38.0
2141,28.0,26.0,31.0,26.0,26.0,33.0,34.0,38.0,45.0
2142,26.0,31.0,26.0,26.0,33.0,34.0,38.0,45.0,41.0
2143,31.0,26.0,26.0,33.0,34.0,38.0,45.0,41.0,39.0
2144,26.0,26.0,33.0,34.0,38.0,45.0,41.0,39.0,68.0
2145,26.0,33.0,34.0,38.0,45.0,41.0,39.0,68.0,87.0
2146,33.0,34.0,38.0,45.0,41.0,39.0,68.0,87.0,95.0
2147,34.0,38.0,45.0,41.0,39.0,68.0,87.0,95.0,101.0
2148,58.0,85.0,68.0,84.0,83.0,72.0,53.0,73.0,77.0
2149,89.0,76.0,69.0,59.0,52.0,51.0,50.0,35.0,26.0
2150,76.0,69.0,59.0,52.0,51.0,50.0,35.0,26.0,15.0
2151,69.0,59.0,52.0,51.0,50.0,35.0,26.0,15.0,7.0
2152,59.0,52.0,51.0,50.0,35.0,26.0,15.0,7.0,6.0
2153,52.0,51.0,50.0,35.0,26.0,15.0,7.0,6.0,8.0
2154,51.0,50.0,35.0,26.0,15.0,7.0,6.0,8.0,8.0
2155,50.0,35.0,26.0,15.0,7.0,6.0,8.0,8.0,9.0
2156,35.0,26.0,15.0,7.0,6.0,8.0,8.0,9.0,11.0
2157,26.0,15.0,7.0,6.0,8.0,8.0,9.0,11.0,14.0
2158,15.0,7.0,6.0,8.0,8.0,9.0,11.0,14.0,16.0
2159,7.0,6.0,8.0,8.0,9.0,11.0,14.0,16.0,18.0
2160,6.0,8.0,8.0,9.0,11.0,14.0,16.0,18.0,23.0
2161,8.0,8.0,9.0,11.0,14.0,16.0,18.0,23.0,33.0
2162,8.0,9.0,11.0,14.0,16.0,18.0,23.0,33.0,41.0
2163,9.0,11.0,14.0,16.0,18.0,23.0,33.0,41.0,43.0
2164,11.0,14.0,16.0,18.0,23.0,33.0,41.0,43.0,101.0
2165,36.0,30.0,23.0,23.0,22.0,20.0,20.0,30.0,32.0
2166,30.0,23.0,23.0,22.0,20.0,20.0,30.0,32.0,46.0
2167,23.0,23.0,22.0,20.0,20.0,30.0,32.0,46.0,52.0
2168,23.0,22.0,20.0,20.0,30.0,32.0,46.0,52.0,72.0
2169,22.0,20.0,20.0,30.0,32.0,46.0,52.0,72.0,83.0
2170,20.0,20.0,30.0,32.0,46.0,52.0,72.0,83.0,90.0
2171,20.0,30.0,32.0,46.0,52.0,72.0,83.0,90.0,100.0
2172,30.0,32.0,46.0,52.0,72.0,83.0,90.0,100.0,101.0
2173,78.0,58.0,39.0,29.0,26.0,25.0,17.0,11.0,15.0
2174,58.0,39.0,29.0,26.0,25.0,17.0,11.0,15.0,11.0
2175,39.0,29.0,26.0,25.0,17.0,11.0,15.0,11.0,14.0
2176,29.0,26.0,25.0,17.0,11.0,15.0,11.0,14.0,14.0
2177,26.0,25.0,17.0,11.0,15.0,11.0,14.0,14.0,15.0
2178,25.0,17.0,11.0,15.0,11.0,14.0,14.0,15.0,19.0
2179,17.0,11.0,15.0,11.0,14.0,14.0,15.0,19.0,21.0
2180,11.0,15.0,11.0,14.0,14.0,15.0,19.0,21.0,22.0
2181,15.0,11.0,14.0,14.0,15.0,19.0,21.0,22.0,29.0
2182,11.0,14.0,14.0,15.0,19.0,21.0,22.0,29.0,41.0
2183,14.0,14.0,15.0,19.0,21.0,22.0,29.0,41.0,48.0
2184,14.0,15.0,19.0,21.0,22.0,29.0,41.0,48.0,52.0
2185,15.0,19.0,21.0,22.0,29.0,41.0,48.0,52.0,101.0
2186,95.0,87.0,89.0,74.0,84.0,86.0,91.0,95.0,95.0
2187,87.0,89.0,74.0,84.0,86.0,91.0,95.0,95.0,87.0
2188,89.0,74.0,84.0,86.0,91.0,95.0,95.0,87.0,100.0
2189,74.0,84.0,86.0,91.0,95.0,95.0,87.0,100.0,94.0
2190,84.0,86.0,91.0,95.0,95.0,87.0,100.0,94.0,100.0
2191,86.0,91.0,95.0,95.0,87.0,100.0,94.0,100.0,99.0
2192,91.0,95.0,95.0,87.0,100.0,94.0,100.0,99.0,101.0
2193,98.0,97.0,89.0,87.0,83.0,72.0,71.0,66.0,64.0
2194,97.0,89.0,87.0,83.0,72.0,71.0,66.0,64.0,64.0
2195,89.0,87.0,83.0,72.0,71.0,66.0,64.0,64.0,64.0
2196,87.0,83.0,72.0,71.0,66.0,64.0,64.0,64.0,60.0
2197,83.0,72.0,71.0,66.0,64.0,64.0,64.0,60.0,55.0
2198,72.0,71.0,66.0,64.0,64.0,64.0,60.0,55.0,55.0
2199,71.0,66.0,64.0,64.0,64.0,60.0,55.0,55.0,57.0
2200,66.0,64.0,64.0,64.0,60.0,55.0,55.0,57.0,65.0
2201,64.0,64.0,64.0,60.0,55.0,55.0,57.0,65.0,76.0
2202,64.0,64.0,60.0,55.0,55.0,57.0,65.0,76.0,68.0
2203,64.0,60.0,55.0,55.0,57.0,65.0,76.0,68.0,73.0
2204,60.0,55.0,55.0,57.0,65.0,76.0,68.0,73.0,88.0
2205,55.0,55.0,57.0,65.0,76.0,68.0,73.0,88.0,101.0
2206,66.0,46.0,31.0,25.0,18.0,13.0,8.0,6.0,5.0
2207,46.0,31.0,25.0,18.0,13.0,8.0,6.0,5.0,14.0
2208,31.0,25.0,18.0,13.0,8.0,6.0,5.0,14.0,27.0
2209,25.0,18.0,13.0,8.0,6.0,5.0,14.0,27.0,45.0
2210,18.0,13.0,8.0,6.0,5.0,14.0,27.0,45.0,61.0
2211,13.0,8.0,6.0,5.0,14.0,27.0,45.0,61.0,79.0
2212,8.0,6.0,5.0,14.0,27.0,45.0,61.0,79.0,99.0
2213,6.0,5.0,14.0,27.0,45.0,61.0,79.0,99.0,101.0
2214,89.0,81.0,73.0,63.0,54.0,51.0,49.0,43.0,43.0
2215,81.0,73.0,63.0,54.0,51.0,49.0,43.0,43.0,79.0
2216,73.0,63.0,54.0,51.0,49.0,43.0,43.0,79.0,100.0
2217,63.0,54.0,51.0,49.0,43.0,43.0,79.0,100.0,101.0
2218,87.0,78.0,69.0,63.0,63.0,57.0,56.0,56.0,57.0
2219,78.0,69.0,63.0,63.0,57.0,56.0,56.0,57.0,65.0
2220,69.0,63.0,63.0,57.0,56.0,56.0,57.0,65.0,59.0
2221,63.0,63.0,57.0,56.0,56.0,57.0,65.0,59.0,56.0
2222,63.0,57.0,56.0,56.0,57.0,65.0,59.0,56.0,74.0
2223,57.0,56.0,56.0,57.0,65.0,59.0,56.0,74.0,77.0
2224,56.0,56.0,57.0,65.0,59.0,56.0,74.0,77.0,83.0
2225,56.0,57.0,65.0,59.0,56.0,74.0,77.0,83.0,79.0
2226,57.0,65.0,59.0,56.0,74.0,77.0,83.0,79.0,93.0
2227,65.0,59.0,56.0,74.0,77.0,83.0,79.0,93.0,101.0
2228,67.0,56.0,51.0,45.0,37.0,24.0,19.0,18.0,16.0
2229,56.0,51.0,45.0,37.0,24.0,19.0,18.0,16.0,15.0
2230,51.0,45.0,37.0,24.0,19.0,18.0,16.0,15.0,12.0
2231,45.0,37.0,24.0,19.0,18.0,16.0,15.0,12.0,7.0
2232,37.0,24.0,19.0,18.0,16.0,15.0,12.0,7.0,7.0
2233,24.0,19.0,18.0,16.0,15.0,12.0,7.0,7.0,6.0
2234,19.0,18.0,16.0,15.0,12.0,7.0,7.0,6.0,9.0
2235,18.0,16.0,15.0,12.0,7.0,7.0,6.0,9.0,10.0
2236,16.0,15.0,12.0,7.0,7.0,6.0,9.0,10.0,11.0
2237,15.0,12.0,7.0,7.0,6.0,9.0,10.0,11.0,15.0
2238,12.0,7.0,7.0,6.0,9.0,10.0,11.0,15.0,16.0
2239,7.0,7.0,6.0,9.0,10.0,11.0,15.0,16.0,21.0
2240,7.0,6.0,9.0,10.0,11.0,15.0,16.0,21.0,23.0
2241,6.0,9.0,10.0,11.0,15.0,16.0,21.0,23.0,24.0
2242,9.0,10.0,11.0,15.0,16.0,21.0,23.0,24.0,32.0
2243,10.0,11.0,15.0,16.0,21.0,23.0,24.0,32.0,32.0
2244,11.0,15.0,16.0,21.0,23.0,24.0,32.0,32.0,32.0
2245,15.0,16.0,21.0,23.0,24.0,32.0,32.0,32.0,42.0
2246,16.0,21.0,23.0,24.0,32.0,32.0,32.0,42.0,43.0
2247,21.0,23.0,24.0,32.0,32.0,32.0,42.0,43.0,46.0
2248,23.0,24.0,32.0,32.0,32.0,42.0,43.0,46.0,101.0
2249,97.0,88.0,76.0,65.0,57.0,56.0,67.0,87.0,101.0
2250,84.0,68.0,64.0,55.0,47.0,40.0,35.0,30.0,29.0
2251,68.0,64.0,55.0,47.0,40.0,35.0,30.0,29.0,27.0
2252,64.0,55.0,47.0,40.0,35.0,30.0,29.0,27.0,28.0
2253,55.0,47.0,40.0,35.0,30.0,29.0,27.0,28.0,30.0
2254,47.0,40.0,35.0,30.0,29.0,27.0,28.0,30.0,39.0
2255,40.0,35.0,30.0,29.0,27.0,28.0,30.0,39.0,52.0
2256,35.0,30.0,29.0,27.0,28.0,30.0,39.0,52.0,55.0
2257,30.0,29.0,27.0,28.0,30.0,39.0,52.0,55.0,51.0
2258,29.0,27.0,28.0,30.0,39.0,52.0,55.0,51.0,54.0
2259,27.0,28.0,30.0,39.0,52.0,55.0,51.0,54.0,60.0
2260,28.0,30.0,39.0,52.0,55.0,51.0,54.0,60.0,74.0
2261,30.0,39.0,52.0,55.0,51.0,54.0,60.0,74.0,78.0
2262,39.0,52.0,55.0,51.0,54.0,60.0,74.0,78.0,101.0
2263,90.0,54.0,36.0,31.0,25.0,25.0,22.0,20.0,16.0
2264,54.0,36.0,31.0,25.0,25.0,22.0,20.0,16.0,17.0
2265,36.0,31.0,25.0,25.0,22.0,20.0,16.0,17.0,17.0
2266,31.0,25.0,25.0,22.0,20.0,16.0,17.0,17.0,20.0
2267,25.0,25.0,22.0,20.0,16.0,17.0,17.0,20.0,24.0
2268,25.0,22.0,20.0,16.0,17.0,17.0,20.0,24.0,27.0
2269,22.0,20.0,16.0,17.0,17.0,20.0,24.0,27.0,43.0
2270,20.0,16.0,17.0,17.0,20.0,24.0,27.0,43.0,51.0
2271,16.0,17.0,17.0,20.0,24.0,27.0,43.0,51.0,52.0
2272,17.0,17.0,20.0,24.0,27.0,43.0,51.0,52.0,50.0
2273,17.0,20.0,24.0,27.0,43.0,51.0,52.0,50.0,61.0
2274,20.0,24.0,27.0,43.0,51.0,52.0,50.0,61.0,84.0
2275,24.0,27.0,43.0,51.0,52.0,50.0,61.0,84.0,101.0
2276,84.0,67.0,58.0,53.0,50.0,55.0,61.0,75.0,92.0
2277,67.0,58.0,53.0,50.0,55.0,61.0,75.0,92.0,101.0
2278,71.0,66.0,59.0,59.0,62.0,69.0,72.0,78.0,90.0
2279,66.0,59.0,59.0,62.0,69.0,72.0,78.0,90.0,87.0
2280,59.0,59.0,62.0,69.0,72.0,78.0,90.0,87.0,89.0
2281,59.0,62.0,69.0,72.0,78.0,90.0,87.0,89.0,89.0
2282,62.0,69.0,72.0,78.0,90.0,87.0,89.0,89.0,89.0
2283,69.0,72.0,78.0,90.0,87.0,89.0,89.0,89.0,94.0
2284,72.0,78.0,90.0,87.0,89.0,89.0,89.0,94.0,101.0
2285,95.0,87.0,79.0,65.0,58.0,57.0,52.0,48.0,46.0
2286,87.0,79.0,65.0,58.0,57.0,52.0,48.0,46.0,47.0
2287,79.0,65.0,58.0,57.0,52.0,48.0,46.0,47.0,47.0
2288,65.0,58.0,57.0,52.0,48.0,46.0,47.0,47.0,51.0
2289,58.0,57.0,52.0,48.0,46.0,47.0,47.0,51.0,57.0
