,diff_0,diff_1,diff_2,diff_3,diff_4,diff_5,diff_6,diff_7,target
48,16.0,25.0,34.0,41.0,51.0,56.0,75.0,87.0,94.0
49,25.0,34.0,41.0,51.0,56.0,75.0,87.0,94.0,94.0
50,34.0,41.0,51.0,56.0,75.0,87.0,94.0,94.0,101.0
51,53.0,31.0,14.0,4.0,1.0,1.0,1.0,1.0,1.0
52,31.0,14.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0
53,14.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
54,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0
55,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,6.0
56,1.0,1.0,1.0,1.0,1.0,1.0,3.0,6.0,12.0
57,1.0,1.0,1.0,1.0,1.0,3.0,6.0,12.0,13.0
58,1.0,1.0,1.0,1.0,3.0,6.0,12.0,13.0,23.0
59,1.0,1.0,1.0,3.0,6.0,12.0,13.0,23.0,33.0
60,1.0,1.0,3.0,6.0,12.0,13.0,23.0,33.0,40.0
61,1.0,3.0,6.0,12.0,13.0,23.0,33.0,40.0,46.0
62,3.0,6.0,12.0,13.0,23.0,33.0,40.0,46.0,60.0
63,6.0,12.0,13.0,23.0,33.0,40.0,46.0,60.0,64.0
64,12.0,13.0,23.0,33.0,40.0,46.0,60.0,64.0,75.0
65,13.0,23.0,33.0,40.0,46.0,60.0,64.0,75.0,101.0
66,60.0,57.0,44.0,34.0,35.0,36.0,30.0,23.0,26.0
67,57.0,44.0,34.0,35.0,36.0,30.0,23.0,26.0,28.0
68,44.0,34.0,35.0,36.0,30.0,23.0,26.0,28.0,21.0
69,34.0,35.0,36.0,30.0,23.0,26.0,28.0,21.0,21.0
70,35.0,36.0,30.0,23.0,26.0,28.0,21.0,21.0,8.0
71,36.0,30.0,23.0,26.0,28.0,21.0,21.0,8.0,8.0
72,30.0,23.0,26.0,28.0,21.0,21.0,8.0,8.0,12.0
73,23.0,26.0,28.0,21.0,21.0,8.0,8.0,12.0,14.0
74,26.0,28.0,21.0,21.0,8.0,8.0,12.0,14.0,18.0
75,28.0,21.0,21.0,8.0,8.0,12.0,14.0,18.0,24.0
76,21.0,21.0,8.0,8.0,12.0,14.0,18.0,24.0,29.0
77,21.0,8.0,8.0,12.0,14.0,18.0,24.0,29.0,27.0
78,8.0,8.0,12.0,14.0,18.0,24.0,29.0,27.0,42.0
79,8.0,12.0,14.0,18.0,24.0,29.0,27.0,42.0,44.0
80,12.0,14.0,18.0,24.0,29.0,27.0,42.0,44.0,101.0
81,24.0,24.0,30.0,36.0,37.0,30.0,23.0,21.0,17.0
82,24.0,30.0,36.0,37.0,30.0,23.0,21.0,17.0,17.0
83,30.0,36.0,37.0,30.0,23.0,21.0,17.0,17.0,15.0
84,36.0,37.0,30.0,23.0,21.0,17.0,17.0,15.0,11.0
85,37.0,30.0,23.0,21.0,17.0,17.0,15.0,11.0,11.0
86,30.0,23.0,21.0,17.0,17.0,15.0,11.0,11.0,10.0
87,23.0,21.0,17.0,17.0,15.0,11.0,11.0,10.0,7.0
88,21.0,17.0,17.0,15.0,11.0,11.0,10.0,7.0,7.0
89,17.0,17.0,15.0,11.0,11.0,10.0,7.0,7.0,8.0
90,17.0,15.0,11.0,11.0,10.0,7.0,7.0,8.0,10.0
91,15.0,11.0,11.0,10.0,7.0,7.0,8.0,10.0,11.0
92,11.0,11.0,10.0,7.0,7.0,8.0,10.0,11.0,12.0
93,11.0,10.0,7.0,7.0,8.0,10.0,11.0,12.0,12.0
94,10.0,7.0,7.0,8.0,10.0,11.0,12.0,12.0,17.0
95,7.0,7.0,8.0,10.0,11.0,12.0,12.0,17.0,19.0
96,7.0,8.0,10.0,11.0,12.0,12.0,17.0,19.0,23.0
97,8.0,10.0,11.0,12.0,12.0,17.0,19.0,23.0,33.0
98,10.0,11.0,12.0,12.0,17.0,19.0,23.0,33.0,37.0
99,11.0,12.0,12.0,17.0,19.0,23.0,33.0,37.0,36.0
100,12.0,12.0,17.0,19.0,23.0,33.0,37.0,36.0,49.0
101,12.0,17.0,19.0,23.0,33.0,37.0,36.0,49.0,101.0
102,84.0,78.0,74.0,74.0,77.0,79.0,76.0,70.0,70.0
103,78.0,74.0,74.0,77.0,79.0,76.0,70.0,70.0,73.0
104,74.0,74.0,77.0,79.0,76.0,70.0,70.0,73.0,71.0
105,74.0,77.0,79.0,76.0,70.0,70.0,73.0,71.0,77.0
106,77.0,79.0,76.0,70.0,70.0,73.0,71.0,77.0,81.0
107,79.0,76.0,70.0,70.0,73.0,71.0,77.0,81.0,67.0
108,76.0,70.0,70.0,73.0,71.0,77.0,81.0,67.0,68.0
109,70.0,70.0,73.0,71.0,77.0,81.0,67.0,68.0,67.0
110,70.0,73.0,71.0,77.0,81.0,67.0,68.0,67.0,78.0
111,73.0,71.0,77.0,81.0,67.0,68.0,67.0,78.0,91.0
112,71.0,77.0,81.0,67.0,68.0,67.0,78.0,91.0,91.0
113,77.0,81.0,67.0,68.0,67.0,78.0,91.0,91.0,96.0
114,81.0,67.0,68.0,67.0,78.0,91.0,91.0,96.0,101.0
115,75.0,68.0,63.0,60.0,55.0,55.0,55.0,64.0,64.0
116,68.0,63.0,60.0,55.0,55.0,55.0,64.0,64.0,67.0
117,63.0,60.0,55.0,55.0,55.0,64.0,64.0,67.0,71.0
118,60.0,55.0,55.0,55.0,64.0,64.0,67.0,71.0,75.0
119,55.0,55.0,55.0,64.0,64.0,67.0,71.0,75.0,71.0
120,55.0,55.0,64.0,64.0,67.0,71.0,75.0,71.0,71.0
121,55.0,64.0,64.0,67.0,71.0,75.0,71.0,71.0,73.0
122,64.0,64.0,67.0,71.0,75.0,71.0,71.0,73.0,70.0
123,64.0,67.0,71.0,75.0,71.0,71.0,73.0,70.0,68.0
124,67.0,71.0,75.0,71.0,71.0,73.0,70.0,68.0,67.0
125,71.0,75.0,71.0,71.0,73.0,70.0,68.0,67.0,69.0
126,75.0,71.0,71.0,73.0,70.0,68.0,67.0,69.0,66.0
127,71.0,71.0,73.0,70.0,68.0,67.0,69.0,66.0,101.0
128,74.0,54.0,42.0,40.0,35.0,35.0,35.0,35.0,35.0
129,54.0,42.0,40.0,35.0,35.0,35.0,35.0,35.0,39.0
130,42.0,40.0,35.0,35.0,35.0,35.0,35.0,39.0,37.0
131,40.0,35.0,35.0,35.0,35.0,35.0,39.0,37.0,37.0
132,35.0,35.0,35.0,35.0,35.0,39.0,37.0,37.0,37.0
133,35.0,35.0,35.0,35.0,39.0,37.0,37.0,37.0,59.0
134,35.0,35.0,35.0,39.0,37.0,37.0,37.0,59.0,64.0
135,35.0,35.0,39.0,37.0,37.0,37.0,59.0,64.0,67.0
136,35.0,39.0,37.0,37.0,37.0,59.0,64.0,67.0,71.0
137,39.0,37.0,37.0,37.0,59.0,64.0,67.0,71.0,82.0
138,37.0,37.0,37.0,59.0,64.0,67.0,71.0,82.0,84.0
139,37.0,37.0,59.0,64.0,67.0,71.0,82.0,84.0,98.0
140,37.0,59.0,64.0,67.0,71.0,82.0,84.0,98.0,101.0
141,40.0,37.0,33.0,31.0,36.0,37.0,42.0,52.0,61.0
142,37.0,33.0,31.0,36.0,37.0,42.0,52.0,61.0,81.0
143,33.0,31.0,36.0,37.0,42.0,52.0,61.0,81.0,87.0
144,31.0,36.0,37.0,42.0,52.0,61.0,81.0,87.0,96.0
145,36.0,37.0,42.0,52.0,61.0,81.0,87.0,96.0,101.0
146,82.0,80.0,78.0,78.0,75.0,78.0,72.0,72.0,78.0
147,80.0,78.0,78.0,75.0,78.0,72.0,72.0,78.0,82.0
148,78.0,78.0,75.0,78.0,72.0,72.0,78.0,82.0,93.0
149,78.0,75.0,78.0,72.0,72.0,78.0,82.0,93.0,101.0
150,93.0,87.0,87.0,78.0,77.0,71.0,64.0,70.0,69.0
151,87.0,87.0,78.0,77.0,71.0,64.0,70.0,69.0,67.0
152,87.0,78.0,77.0,71.0,64.0,70.0,69.0,67.0,60.0
153,78.0,77.0,71.0,64.0,70.0,69.0,67.0,60.0,57.0
154,77.0,71.0,64.0,70.0,69.0,67.0,60.0,57.0,62.0
155,71.0,64.0,70.0,69.0,67.0,60.0,57.0,62.0,63.0
156,64.0,70.0,69.0,67.0,60.0,57.0,62.0,63.0,60.0
157,70.0,69.0,67.0,60.0,57.0,62.0,63.0,60.0,64.0
158,69.0,67.0,60.0,57.0,62.0,63.0,60.0,64.0,63.0
159,67.0,60.0,57.0,62.0,63.0,60.0,64.0,63.0,65.0
160,60.0,57.0,62.0,63.0,60.0,64.0,63.0,65.0,70.0
161,57.0,62.0,63.0,60.0,64.0,63.0,65.0,70.0,71.0
162,62.0,63.0,60.0,64.0,63.0,65.0,70.0,71.0,101.0
163,84.0,79.0,73.0,68.0,56.0,54.0,49.0,41.0,40.0
164,79.0,73.0,68.0,56.0,54.0,49.0,41.0,40.0,34.0
165,73.0,68.0,56.0,54.0,49.0,41.0,40.0,34.0,33.0
166,68.0,56.0,54.0,49.0,41.0,40.0,34.0,33.0,31.0
167,56.0,54.0,49.0,41.0,40.0,34.0,33.0,31.0,30.0
168,54.0,49.0,41.0,40.0,34.0,33.0,31.0,30.0,30.0
169,49.0,41.0,40.0,34.0,33.0,31.0,30.0,30.0,38.0
170,41.0,40.0,34.0,33.0,31.0,30.0,30.0,38.0,44.0
171,40.0,34.0,33.0,31.0,30.0,30.0,38.0,44.0,52.0
172,34.0,33.0,31.0,30.0,30.0,38.0,44.0,52.0,56.0
173,33.0,31.0,30.0,30.0,38.0,44.0,52.0,56.0,62.0
174,31.0,30.0,30.0,38.0,44.0,52.0,56.0,62.0,82.0
175,30.0,30.0,38.0,44.0,52.0,56.0,62.0,82.0,101.0
176,34.0,29.0,24.0,23.0,16.0,14.0,10.0,14.0,17.0
177,29.0,24.0,23.0,16.0,14.0,10.0,14.0,17.0,18.0
178,24.0,23.0,16.0,14.0,10.0,14.0,17.0,18.0,23.0
179,23.0,16.0,14.0,10.0,14.0,17.0,18.0,23.0,36.0
180,16.0,14.0,10.0,14.0,17.0,18.0,23.0,36.0,53.0
181,14.0,10.0,14.0,17.0,18.0,23.0,36.0,53.0,76.0
182,10.0,14.0,17.0,18.0,23.0,36.0,53.0,76.0,89.0
183,14.0,17.0,18.0,23.0,36.0,53.0,76.0,89.0,73.0
184,17.0,18.0,23.0,36.0,53.0,76.0,89.0,73.0,87.0
185,18.0,23.0,36.0,53.0,76.0,89.0,73.0,87.0,99.0
186,23.0,36.0,53.0,76.0,89.0,73.0,87.0,99.0,101.0
187,27.0,39.0,69.0,83.0,87.0,84.0,71.0,39.0,55.0
188,39.0,69.0,83.0,87.0,84.0,71.0,39.0,55.0,59.0
189,69.0,83.0,87.0,84.0,71.0,39.0,55.0,59.0,68.0
190,83.0,87.0,84.0,71.0,39.0,55.0,59.0,68.0,77.0
191,87.0,84.0,71.0,39.0,55.0,59.0,68.0,77.0,88.0
192,84.0,71.0,39.0,55.0,59.0,68.0,77.0,88.0,86.0
193,71.0,39.0,55.0,59.0,68.0,77.0,88.0,86.0,90.0
194,39.0,55.0,59.0,68.0,77.0,88.0,86.0,90.0,99.0
195,55.0,59.0,68.0,77.0,88.0,86.0,90.0,99.0,97.0
196,59.0,68.0,77.0,88.0,86.0,90.0,99.0,97.0,95.0
197,68.0,77.0,88.0,86.0,90.0,99.0,97.0,95.0,92.0
198,77.0,88.0,86.0,90.0,99.0,97.0,95.0,92.0,98.0
199,88.0,86.0,90.0,99.0,97.0,95.0,92.0,98.0,101.0
200,17.0,14.0,18.0,9.0,8.0,5.0,4.0,4.0,4.0
201,14.0,18.0,9.0,8.0,5.0,4.0,4.0,4.0,3.0
202,18.0,9.0,8.0,5.0,4.0,4.0,4.0,3.0,1.0
203,9.0,8.0,5.0,4.0,4.0,4.0,3.0,1.0,1.0
204,8.0,5.0,4.0,4.0,4.0,3.0,1.0,1.0,2.0
205,5.0,4.0,4.0,4.0,3.0,1.0,1.0,2.0,2.0
206,4.0,4.0,4.0,3.0,1.0,1.0,2.0,2.0,4.0
207,4.0,4.0,3.0,1.0,1.0,2.0,2.0,4.0,5.0
208,4.0,3.0,1.0,1.0,2.0,2.0,4.0,5.0,8.0
209,3.0,1.0,1.0,2.0,2.0,4.0,5.0,8.0,11.0
210,1.0,1.0,2.0,2.0,4.0,5.0,8.0,11.0,13.0
211,1.0,2.0,2.0,4.0,5.0,8.0,11.0,13.0,14.0
212,2.0,2.0,4.0,5.0,8.0,11.0,13.0,14.0,17.0
213,2.0,4.0,5.0,8.0,11.0,13.0,14.0,17.0,19.0
214,4.0,5.0,8.0,11.0,13.0,14.0,17.0,19.0,20.0
215,5.0,8.0,11.0,13.0,14.0,17.0,19.0,20.0,21.0
216,8.0,11.0,13.0,14.0,17.0,19.0,20.0,21.0,18.0
217,11.0,13.0,14.0,17.0,19.0,20.0,21.0,18.0,24.0
218,13.0,14.0,17.0,19.0,20.0,21.0,18.0,24.0,29.0
219,14.0,17.0,19.0,20.0,21.0,18.0,24.0,29.0,31.0
220,17.0,19.0,20.0,21.0,18.0,24.0,29.0,31.0,38.0
221,19.0,20.0,21.0,18.0,24.0,29.0,31.0,38.0,46.0
222,20.0,21.0,18.0,24.0,29.0,31.0,38.0,46.0,46.0
223,21.0,18.0,24.0,29.0,31.0,38.0,46.0,46.0,49.0
224,18.0,24.0,29.0,31.0,38.0,46.0,46.0,49.0,101.0
225,61.0,28.0,8.0,27.0,51.0,76.0,82.0,86.0,83.0
226,28.0,8.0,27.0,51.0,76.0,82.0,86.0,83.0,85.0
227,8.0,27.0,51.0,76.0,82.0,86.0,83.0,85.0,96.0
228,27.0,51.0,76.0,82.0,86.0,83.0,85.0,96.0,101.0
229,91.0,62.0,52.0,51.0,51.0,52.0,47.0,49.0,46.0
230,62.0,52.0,51.0,51.0,52.0,47.0,49.0,46.0,42.0
231,52.0,51.0,51.0,52.0,47.0,49.0,46.0,42.0,41.0
232,51.0,51.0,52.0,47.0,49.0,46.0,42.0,41.0,35.0
233,51.0,52.0,47.0,49.0,46.0,42.0,41.0,35.0,36.0
234,52.0,47.0,49.0,46.0,42.0,41.0,35.0,36.0,39.0
235,47.0,49.0,46.0,42.0,41.0,35.0,36.0,39.0,35.0
236,49.0,46.0,42.0,41.0,35.0,36.0,39.0,35.0,34.0
237,46.0,42.0,41.0,35.0,36.0,39.0,35.0,34.0,43.0
238,42.0,41.0,35.0,36.0,39.0,35.0,34.0,43.0,53.0
239,41.0,35.0,36.0,39.0,35.0,34.0,43.0,53.0,50.0
240,35.0,36.0,39.0,35.0,34.0,43.0,53.0,50.0,47.0
241,36.0,39.0,35.0,34.0,43.0,53.0,50.0,47.0,101.0
242,74.0,42.0,24.0,16.0,13.0,9.0,6.0,5.0,3.0
243,42.0,24.0,16.0,13.0,9.0,6.0,5.0,3.0,3.0
244,24.0,16.0,13.0,9.0,6.0,5.0,3.0,3.0,2.0
245,16.0,13.0,9.0,6.0,5.0,3.0,3.0,2.0,2.0
246,13.0,9.0,6.0,5.0,3.0,3.0,2.0,2.0,2.0
247,9.0,6.0,5.0,3.0,3.0,2.0,2.0,2.0,2.0
248,6.0,5.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0
249,5.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0
250,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
251,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0
252,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,5.0
253,2.0,2.0,2.0,2.0,2.0,2.0,4.0,5.0,6.0
254,2.0,2.0,2.0,2.0,2.0,4.0,5.0,6.0,7.0
255,2.0,2.0,2.0,2.0,4.0,5.0,6.0,7.0,9.0
256,2.0,2.0,2.0,4.0,5.0,6.0,7.0,9.0,11.0
257,2.0,2.0,4.0,5.0,6.0,7.0,9.0,11.0,11.0
258,2.0,4.0,5.0,6.0,7.0,9.0,11.0,11.0,11.0
259,4.0,5.0,6.0,7.0,9.0,11.0,11.0,11.0,19.0
260,5.0,6.0,7.0,9.0,11.0,11.0,11.0,19.0,21.0
261,6.0,7.0,9.0,11.0,11.0,11.0,19.0,21.0,25.0
262,7.0,9.0,11.0,11.0,11.0,19.0,21.0,25.0,30.0
263,9.0,11.0,11.0,11.0,19.0,21.0,25.0,30.0,34.0
264,11.0,11.0,11.0,19.0,21.0,25.0,30.0,34.0,32.0
265,11.0,11.0,19.0,21.0,25.0,30.0,34.0,32.0,34.0
266,11.0,19.0,21.0,25.0,30.0,34.0,32.0,34.0,32.0
267,19.0,21.0,25.0,30.0,34.0,32.0,34.0,32.0,36.0
268,21.0,25.0,30.0,34.0,32.0,34.0,32.0,36.0,42.0
269,25.0,30.0,34.0,32.0,34.0,32.0,36.0,42.0,44.0
270,30.0,34.0,32.0,34.0,32.0,36.0,42.0,44.0,43.0
271,34.0,32.0,34.0,32.0,36.0,42.0,44.0,43.0,44.0
272,32.0,34.0,32.0,36.0,42.0,44.0,43.0,44.0,50.0
273,34.0,32.0,36.0,42.0,44.0,43.0,44.0,50.0,101.0
274,68.0,35.0,19.0,16.0,10.0,7.0,6.0,5.0,5.0
275,35.0,19.0,16.0,10.0,7.0,6.0,5.0,5.0,7.0
276,19.0,16.0,10.0,7.0,6.0,5.0,5.0,7.0,7.0
277,16.0,10.0,7.0,6.0,5.0,5.0,7.0,7.0,9.0
278,10.0,7.0,6.0,5.0,5.0,7.0,7.0,9.0,14.0
279,7.0,6.0,5.0,5.0,7.0,7.0,9.0,14.0,23.0
280,6.0,5.0,5.0,7.0,7.0,9.0,14.0,23.0,29.0
281,5.0,5.0,7.0,7.0,9.0,14.0,23.0,29.0,39.0
282,5.0,7.0,7.0,9.0,14.0,23.0,29.0,39.0,42.0
283,7.0,7.0,9.0,14.0,23.0,29.0,39.0,42.0,45.0
284,7.0,9.0,14.0,23.0,29.0,39.0,42.0,45.0,46.0
285,9.0,14.0,23.0,29.0,39.0,42.0,45.0,46.0,50.0
286,14.0,23.0,29.0,39.0,42.0,45.0,46.0,50.0,50.0
287,23.0,29.0,39.0,42.0,45.0,46.0,50.0,50.0,101.0
288,97.0,83.0,81.0,93.0,91.0,98.0,91.0,100.0,101.0
289,92.0,75.0,75.0,79.0,77.0,77.0,73.0,71.0,73.0
290,75.0,75.0,79.0,77.0,77.0,73.0,71.0,73.0,76.0
291,75.0,79.0,77.0,77.0,73.0,71.0,73.0,76.0,81.0
292,79.0,77.0,77.0,73.0,71.0,73.0,76.0,81.0,86.0
293,77.0,77.0,73.0,71.0,73.0,76.0,81.0,86.0,87.0
294,77.0,73.0,71.0,73.0,76.0,81.0,86.0,87.0,93.0
295,73.0,71.0,73.0,76.0,81.0,86.0,87.0,93.0,101.0
296,70.0,61.0,55.0,52.0,46.0,45.0,34.0,36.0,36.0
297,61.0,55.0,52.0,46.0,45.0,34.0,36.0,36.0,35.0
298,55.0,52.0,46.0,45.0,34.0,36.0,36.0,35.0,35.0
299,52.0,46.0,45.0,34.0,36.0,36.0,35.0,35.0,35.0
300,46.0,45.0,34.0,36.0,36.0,35.0,35.0,35.0,35.0
301,45.0,34.0,36.0,36.0,35.0,35.0,35.0,35.0,33.0
302,34.0,36.0,36.0,35.0,35.0,35.0,35.0,33.0,28.0
303,36.0,36.0,35.0,35.0,35.0,35.0,33.0,28.0,31.0
304,36.0,35.0,35.0,35.0,35.0,33.0,28.0,31.0,32.0
305,35.0,35.0,35.0,35.0,33.0,28.0,31.0,32.0,35.0
306,35.0,35.0,35.0,33.0,28.0,31.0,32.0,35.0,37.0
307,35.0,35.0,33.0,28.0,31.0,32.0,35.0,37.0,41.0
308,35.0,33.0,28.0,31.0,32.0,35.0,37.0,41.0,47.0
309,33.0,28.0,31.0,32.0,35.0,37.0,41.0,47.0,49.0
310,28.0,31.0,32.0,35.0,37.0,41.0,47.0,49.0,101.0
311,89.0,79.0,67.0,57.0,47.0,43.0,36.0,35.0,36.0
312,79.0,67.0,57.0,47.0,43.0,36.0,35.0,36.0,36.0
313,67.0,57.0,47.0,43.0,36.0,35.0,36.0,36.0,32.0
314,57.0,47.0,43.0,36.0,35.0,36.0,36.0,32.0,28.0
315,47.0,43.0,36.0,35.0,36.0,36.0,32.0,28.0,28.0
316,43.0,36.0,35.0,36.0,36.0,32.0,28.0,28.0,25.0
317,36.0,35.0,36.0,36.0,32.0,28.0,28.0,25.0,21.0
318,35.0,36.0,36.0,32.0,28.0,28.0,25.0,21.0,18.0
319,36.0,36.0,32.0,28.0,28.0,25.0,21.0,18.0,18.0
320,36.0,32.0,28.0,28.0,25.0,21.0,18.0,18.0,14.0
321,32.0,28.0,28.0,25.0,21.0,18.0,18.0,14.0,13.0
322,28.0,28.0,25.0,21.0,18.0,18.0,14.0,13.0,11.0
323,28.0,25.0,21.0,18.0,18.0,14.0,13.0,11.0,11.0
324,25.0,21.0,18.0,18.0,14.0,13.0,11.0,11.0,12.0
325,21.0,18.0,18.0,14.0,13.0,11.0,11.0,12.0,12.0
326,18.0,18.0,14.0,13.0,11.0,11.0,12.0,12.0,12.0
327,18.0,14.0,13.0,11.0,11.0,12.0,12.0,12.0,13.0
328,14.0,13.0,11.0,11.0,12.0,12.0,12.0,13.0,15.0
329,13.0,11.0,11.0,12.0,12.0,12.0,13.0,15.0,15.0
330,11.0,11.0,12.0,12.0,12.0,13.0,15.0,15.0,15.0
331,11.0,12.0,12.0,12.0,13.0,15.0,15.0,15.0,15.0
332,12.0,12.0,12.0,13.0,15.0,15.0,15.0,15.0,16.0
333,12.0,12.0,13.0,15.0,15.0,15.0,15.0,16.0,19.0
334,12.0,13.0,15.0,15.0,15.0,15.0,16.0,19.0,21.0
335,13.0,15.0,15.0,15.0,15.0,16.0,19.0,21.0,26.0
336,15.0,15.0,15.0,15.0,16.0,19.0,21.0,26.0,22.0
337,15.0,15.0,15.0,16.0,19.0,21.0,26.0,22.0,26.0
338,15.0,15.0,16.0,19.0,21.0,26.0,22.0,26.0,29.0
339,15.0,16.0,19.0,21.0,26.0,22.0,26.0,29.0,29.0
340,16.0,19.0,21.0,26.0,22.0,26.0,29.0,29.0,33.0
341,19.0,21.0,26.0,22.0,26.0,29.0,29.0,33.0,34.0
342,21.0,26.0,22.0,26.0,29.0,29.0,33.0,34.0,38.0
343,26.0,22.0,26.0,29.0,29.0,33.0,34.0,38.0,46.0
344,22.0,26.0,29.0,29.0,33.0,34.0,38.0,46.0,44.0
345,26.0,29.0,29.0,33.0,34.0,38.0,46.0,44.0,48.0
346,29.0,29.0,33.0,34.0,38.0,46.0,44.0,48.0,47.0
347,29.0,33.0,34.0,38.0,46.0,44.0,48.0,47.0,50.0
348,33.0,34.0,38.0,46.0,44.0,48.0,47.0,50.0,101.0
349,91.0,85.0,85.0,66.0,59.0,55.0,54.0,41.0,44.0
350,85.0,85.0,66.0,59.0,55.0,54.0,41.0,44.0,29.0
351,85.0,66.0,59.0,55.0,54.0,41.0,44.0,29.0,36.0
352,66.0,59.0,55.0,54.0,41.0,44.0,29.0,36.0,27.0
353,59.0,55.0,54.0,41.0,44.0,29.0,36.0,27.0,43.0
354,55.0,54.0,41.0,44.0,29.0,36.0,27.0,43.0,59.0
355,54.0,41.0,44.0,29.0,36.0,27.0,43.0,59.0,67.0
356,41.0,44.0,29.0,36.0,27.0,43.0,59.0,67.0,78.0
357,44.0,29.0,36.0,27.0,43.0,59.0,67.0,78.0,101.0
358,69.0,58.0,52.0,42.0,34.0,31.0,28.0,28.0,23.0
359,58.0,52.0,42.0,34.0,31.0,28.0,28.0,23.0,23.0
360,52.0,42.0,34.0,31.0,28.0,28.0,23.0,23.0,23.0
361,42.0,34.0,31.0,28.0,28.0,23.0,23.0,23.0,23.0
362,34.0,31.0,28.0,28.0,23.0,23.0,23.0,23.0,28.0
363,31.0,28.0,28.0,23.0,23.0,23.0,23.0,28.0,26.0
364,28.0,28.0,23.0,23.0,23.0,23.0,28.0,26.0,27.0
365,28.0,23.0,23.0,23.0,23.0,28.0,26.0,27.0,25.0
