,diff_0,diff_1,diff_2,diff_3,diff_4,diff_5,diff_6,diff_7,diff_8,target
8089,80.0,82.0,83.0,90.0,90.0,89.0,88.0,91.0,94.0,93.0
8090,82.0,83.0,90.0,90.0,89.0,88.0,91.0,94.0,93.0,89.0
8091,83.0,90.0,90.0,89.0,88.0,91.0,94.0,93.0,89.0,89.0
8092,90.0,90.0,89.0,88.0,91.0,94.0,93.0,89.0,89.0,91.0
8093,90.0,89.0,88.0,91.0,94.0,93.0,89.0,89.0,91.0,89.0
8094,89.0,88.0,91.0,94.0,93.0,89.0,89.0,91.0,89.0,92.0
8095,88.0,91.0,94.0,93.0,89.0,89.0,91.0,89.0,92.0,101.0
8096,84.0,77.0,60.0,62.0,39.0,30.0,30.0,29.0,27.0,28.0
8097,77.0,60.0,62.0,39.0,30.0,30.0,29.0,27.0,28.0,32.0
8098,60.0,62.0,39.0,30.0,30.0,29.0,27.0,28.0,32.0,33.0
8099,62.0,39.0,30.0,30.0,29.0,27.0,28.0,32.0,33.0,32.0
8100,39.0,30.0,30.0,29.0,27.0,28.0,32.0,33.0,32.0,34.0
8101,30.0,30.0,29.0,27.0,28.0,32.0,33.0,32.0,34.0,46.0
8102,30.0,29.0,27.0,28.0,32.0,33.0,32.0,34.0,46.0,52.0
8103,29.0,27.0,28.0,32.0,33.0,32.0,34.0,46.0,52.0,67.0
8104,27.0,28.0,32.0,33.0,32.0,34.0,46.0,52.0,67.0,85.0
8105,28.0,32.0,33.0,32.0,34.0,46.0,52.0,67.0,85.0,97.0
8106,32.0,33.0,32.0,34.0,46.0,52.0,67.0,85.0,97.0,101.0
8107,85.0,83.0,86.0,86.0,83.0,86.0,86.0,90.0,90.0,92.0
8108,83.0,86.0,86.0,83.0,86.0,86.0,90.0,90.0,92.0,98.0
8109,86.0,86.0,83.0,86.0,86.0,90.0,90.0,92.0,98.0,101.0
8110,70.0,60.0,47.0,43.0,39.0,36.0,36.0,38.0,51.0,77.0
8111,60.0,47.0,43.0,39.0,36.0,36.0,38.0,51.0,77.0,95.0
8112,47.0,43.0,39.0,36.0,36.0,38.0,51.0,77.0,95.0,101.0
8113,85.0,54.0,43.0,37.0,34.0,28.0,24.0,18.0,20.0,21.0
8114,54.0,43.0,37.0,34.0,28.0,24.0,18.0,20.0,21.0,25.0
8115,43.0,37.0,34.0,28.0,24.0,18.0,20.0,21.0,25.0,27.0
8116,37.0,34.0,28.0,24.0,18.0,20.0,21.0,25.0,27.0,37.0
8117,34.0,28.0,24.0,18.0,20.0,21.0,25.0,27.0,37.0,40.0
8118,28.0,24.0,18.0,20.0,21.0,25.0,27.0,37.0,40.0,43.0
8119,24.0,18.0,20.0,21.0,25.0,27.0,37.0,40.0,43.0,46.0
8120,18.0,20.0,21.0,25.0,27.0,37.0,40.0,43.0,46.0,46.0
8121,20.0,21.0,25.0,27.0,37.0,40.0,43.0,46.0,46.0,48.0
8122,21.0,25.0,27.0,37.0,40.0,43.0,46.0,46.0,48.0,55.0
8123,25.0,27.0,37.0,40.0,43.0,46.0,46.0,48.0,55.0,56.0
8124,27.0,37.0,40.0,43.0,46.0,46.0,48.0,55.0,56.0,101.0
8125,3.0,4.0,11.0,11.0,12.0,11.0,10.0,9.0,9.0,11.0
8126,4.0,11.0,11.0,12.0,11.0,10.0,9.0,9.0,11.0,12.0
8127,11.0,11.0,12.0,11.0,10.0,9.0,9.0,11.0,12.0,14.0
8128,11.0,12.0,11.0,10.0,9.0,9.0,11.0,12.0,14.0,13.0
8129,12.0,11.0,10.0,9.0,9.0,11.0,12.0,14.0,13.0,14.0
8130,11.0,10.0,9.0,9.0,11.0,12.0,14.0,13.0,14.0,14.0
8131,10.0,9.0,9.0,11.0,12.0,14.0,13.0,14.0,14.0,17.0
8132,9.0,9.0,11.0,12.0,14.0,13.0,14.0,14.0,17.0,18.0
8133,9.0,11.0,12.0,14.0,13.0,14.0,14.0,17.0,18.0,24.0
8134,11.0,12.0,14.0,13.0,14.0,14.0,17.0,18.0,24.0,31.0
8135,12.0,14.0,13.0,14.0,14.0,17.0,18.0,24.0,31.0,38.0
8136,14.0,13.0,14.0,14.0,17.0,18.0,24.0,31.0,38.0,42.0
8137,13.0,14.0,14.0,17.0,18.0,24.0,31.0,38.0,42.0,48.0
8138,14.0,14.0,17.0,18.0,24.0,31.0,38.0,42.0,48.0,101.0
8139,54.0,27.0,22.0,14.0,9.0,7.0,5.0,4.0,4.0,5.0
8140,27.0,22.0,14.0,9.0,7.0,5.0,4.0,4.0,5.0,7.0
8141,22.0,14.0,9.0,7.0,5.0,4.0,4.0,5.0,7.0,12.0
8142,14.0,9.0,7.0,5.0,4.0,4.0,5.0,7.0,12.0,24.0
8143,9.0,7.0,5.0,4.0,4.0,5.0,7.0,12.0,24.0,30.0
8144,7.0,5.0,4.0,4.0,5.0,7.0,12.0,24.0,30.0,47.0
8145,5.0,4.0,4.0,5.0,7.0,12.0,24.0,30.0,47.0,62.0
8146,4.0,4.0,5.0,7.0,12.0,24.0,30.0,47.0,62.0,64.0
8147,4.0,5.0,7.0,12.0,24.0,30.0,47.0,62.0,64.0,79.0
8148,5.0,7.0,12.0,24.0,30.0,47.0,62.0,64.0,79.0,90.0
8149,7.0,12.0,24.0,30.0,47.0,62.0,64.0,79.0,90.0,92.0
8150,12.0,24.0,30.0,47.0,62.0,64.0,79.0,90.0,92.0,101.0
8151,100.0,94.0,91.0,89.0,88.0,78.0,75.0,65.0,65.0,58.0
8152,94.0,91.0,89.0,88.0,78.0,75.0,65.0,65.0,58.0,54.0
8153,91.0,89.0,88.0,78.0,75.0,65.0,65.0,58.0,54.0,51.0
8154,89.0,88.0,78.0,75.0,65.0,65.0,58.0,54.0,51.0,44.0
8155,88.0,78.0,75.0,65.0,65.0,58.0,54.0,51.0,44.0,45.0
8156,78.0,75.0,65.0,65.0,58.0,54.0,51.0,44.0,45.0,40.0
8157,75.0,65.0,65.0,58.0,54.0,51.0,44.0,45.0,40.0,44.0
8158,65.0,65.0,58.0,54.0,51.0,44.0,45.0,40.0,44.0,49.0
8159,65.0,58.0,54.0,51.0,44.0,45.0,40.0,44.0,49.0,53.0
8160,58.0,54.0,51.0,44.0,45.0,40.0,44.0,49.0,53.0,64.0
8161,54.0,51.0,44.0,45.0,40.0,44.0,49.0,53.0,64.0,67.0
8162,51.0,44.0,45.0,40.0,44.0,49.0,53.0,64.0,67.0,101.0
8163,60.0,51.0,32.0,28.0,26.0,26.0,30.0,33.0,35.0,39.0
8164,51.0,32.0,28.0,26.0,26.0,30.0,33.0,35.0,39.0,44.0
8165,32.0,28.0,26.0,26.0,30.0,33.0,35.0,39.0,44.0,52.0
8166,28.0,26.0,26.0,30.0,33.0,35.0,39.0,44.0,52.0,55.0
8167,26.0,26.0,30.0,33.0,35.0,39.0,44.0,52.0,55.0,62.0
8168,26.0,30.0,33.0,35.0,39.0,44.0,52.0,55.0,62.0,67.0
8169,30.0,33.0,35.0,39.0,44.0,52.0,55.0,62.0,67.0,72.0
8170,33.0,35.0,39.0,44.0,52.0,55.0,62.0,67.0,72.0,77.0
8171,35.0,39.0,44.0,52.0,55.0,62.0,67.0,72.0,77.0,86.0
8172,39.0,44.0,52.0,55.0,62.0,67.0,72.0,77.0,86.0,99.0
8173,44.0,52.0,55.0,62.0,67.0,72.0,77.0,86.0,99.0,101.0
8174,73.0,70.0,65.0,63.0,57.0,57.0,68.0,66.0,71.0,86.0
8175,70.0,65.0,63.0,57.0,57.0,68.0,66.0,71.0,86.0,94.0
8176,65.0,63.0,57.0,57.0,68.0,66.0,71.0,86.0,94.0,101.0
8177,38.0,37.0,39.0,42.0,49.0,52.0,54.0,57.0,65.0,73.0
8178,37.0,39.0,42.0,49.0,52.0,54.0,57.0,65.0,73.0,86.0
8179,39.0,42.0,49.0,52.0,54.0,57.0,65.0,73.0,86.0,97.0
8180,42.0,49.0,52.0,54.0,57.0,65.0,73.0,86.0,97.0,95.0
8181,49.0,52.0,54.0,57.0,65.0,73.0,86.0,97.0,95.0,97.0
8182,52.0,54.0,57.0,65.0,73.0,86.0,97.0,95.0,97.0,101.0
8183,67.0,67.0,62.0,55.0,50.0,54.0,49.0,47.0,44.0,42.0
8184,67.0,62.0,55.0,50.0,54.0,49.0,47.0,44.0,42.0,42.0
8185,62.0,55.0,50.0,54.0,49.0,47.0,44.0,42.0,42.0,40.0
8186,55.0,50.0,54.0,49.0,47.0,44.0,42.0,42.0,40.0,35.0
8187,50.0,54.0,49.0,47.0,44.0,42.0,42.0,40.0,35.0,31.0
8188,54.0,49.0,47.0,44.0,42.0,42.0,40.0,35.0,31.0,30.0
8189,49.0,47.0,44.0,42.0,42.0,40.0,35.0,31.0,30.0,29.0
8190,47.0,44.0,42.0,42.0,40.0,35.0,31.0,30.0,29.0,29.0
8191,44.0,42.0,42.0,40.0,35.0,31.0,30.0,29.0,29.0,29.0
8192,42.0,42.0,40.0,35.0,31.0,30.0,29.0,29.0,29.0,37.0
8193,42.0,40.0,35.0,31.0,30.0,29.0,29.0,29.0,37.0,33.0
8194,40.0,35.0,31.0,30.0,29.0,29.0,29.0,37.0,33.0,34.0
8195,35.0,31.0,30.0,29.0,29.0,29.0,37.0,33.0,34.0,50.0
8196,31.0,30.0,29.0,29.0,29.0,37.0,33.0,34.0,50.0,101.0
8197,93.0,86.0,75.0,70.0,63.0,62.0,57.0,53.0,52.0,50.0
8198,86.0,75.0,70.0,63.0,62.0,57.0,53.0,52.0,50.0,48.0
8199,75.0,70.0,63.0,62.0,57.0,53.0,52.0,50.0,48.0,46.0
8200,70.0,63.0,62.0,57.0,53.0,52.0,50.0,48.0,46.0,50.0
8201,63.0,62.0,57.0,53.0,52.0,50.0,48.0,46.0,50.0,58.0
8202,62.0,57.0,53.0,52.0,50.0,48.0,46.0,50.0,58.0,61.0
8203,57.0,53.0,52.0,50.0,48.0,46.0,50.0,58.0,61.0,74.0
8204,53.0,52.0,50.0,48.0,46.0,50.0,58.0,61.0,74.0,73.0
8205,52.0,50.0,48.0,46.0,50.0,58.0,61.0,74.0,73.0,78.0
8206,50.0,48.0,46.0,50.0,58.0,61.0,74.0,73.0,78.0,83.0
8207,48.0,46.0,50.0,58.0,61.0,74.0,73.0,78.0,83.0,84.0
8208,46.0,50.0,58.0,61.0,74.0,73.0,78.0,83.0,84.0,101.0
8209,87.0,82.0,71.0,60.0,52.0,46.0,39.0,32.0,25.0,17.0
8210,82.0,71.0,60.0,52.0,46.0,39.0,32.0,25.0,17.0,13.0
8211,71.0,60.0,52.0,46.0,39.0,32.0,25.0,17.0,13.0,10.0
8212,60.0,52.0,46.0,39.0,32.0,25.0,17.0,13.0,10.0,5.0
8213,52.0,46.0,39.0,32.0,25.0,17.0,13.0,10.0,5.0,2.0
8214,46.0,39.0,32.0,25.0,17.0,13.0,10.0,5.0,2.0,1.0
8215,39.0,32.0,25.0,17.0,13.0,10.0,5.0,2.0,1.0,2.0
8216,32.0,25.0,17.0,13.0,10.0,5.0,2.0,1.0,2.0,5.0
8217,25.0,17.0,13.0,10.0,5.0,2.0,1.0,2.0,5.0,7.0
8218,17.0,13.0,10.0,5.0,2.0,1.0,2.0,5.0,7.0,13.0
8219,13.0,10.0,5.0,2.0,1.0,2.0,5.0,7.0,13.0,17.0
8220,10.0,5.0,2.0,1.0,2.0,5.0,7.0,13.0,17.0,23.0
8221,5.0,2.0,1.0,2.0,5.0,7.0,13.0,17.0,23.0,30.0
8222,2.0,1.0,2.0,5.0,7.0,13.0,17.0,23.0,30.0,36.0
8223,1.0,2.0,5.0,7.0,13.0,17.0,23.0,30.0,36.0,43.0
8224,2.0,5.0,7.0,13.0,17.0,23.0,30.0,36.0,43.0,47.0
8225,5.0,7.0,13.0,17.0,23.0,30.0,36.0,43.0,47.0,63.0
8226,7.0,13.0,17.0,23.0,30.0,36.0,43.0,47.0,63.0,63.0
8227,13.0,17.0,23.0,30.0,36.0,43.0,47.0,63.0,63.0,71.0
8228,17.0,23.0,30.0,36.0,43.0,47.0,63.0,63.0,71.0,77.0
8229,23.0,30.0,36.0,43.0,47.0,63.0,63.0,71.0,77.0,95.0
8230,30.0,36.0,43.0,47.0,63.0,63.0,71.0,77.0,95.0,101.0
8231,35.0,33.0,33.0,28.0,24.0,19.0,21.0,19.0,16.0,20.0
8232,33.0,33.0,28.0,24.0,19.0,21.0,19.0,16.0,20.0,22.0
8233,33.0,28.0,24.0,19.0,21.0,19.0,16.0,20.0,22.0,24.0
8234,28.0,24.0,19.0,21.0,19.0,16.0,20.0,22.0,24.0,23.0
8235,24.0,19.0,21.0,19.0,16.0,20.0,22.0,24.0,23.0,36.0
8236,19.0,21.0,19.0,16.0,20.0,22.0,24.0,23.0,36.0,39.0
8237,21.0,19.0,16.0,20.0,22.0,24.0,23.0,36.0,39.0,42.0
8238,19.0,16.0,20.0,22.0,24.0,23.0,36.0,39.0,42.0,49.0
8239,16.0,20.0,22.0,24.0,23.0,36.0,39.0,42.0,49.0,51.0
8240,20.0,22.0,24.0,23.0,36.0,39.0,42.0,49.0,51.0,55.0
8241,22.0,24.0,23.0,36.0,39.0,42.0,49.0,51.0,55.0,57.0
8242,24.0,23.0,36.0,39.0,42.0,49.0,51.0,55.0,57.0,101.0
8243,84.0,72.0,67.0,55.0,46.0,43.0,43.0,48.0,54.0,66.0
8244,72.0,67.0,55.0,46.0,43.0,43.0,48.0,54.0,66.0,95.0
8245,67.0,55.0,46.0,43.0,43.0,48.0,54.0,66.0,95.0,101.0
8246,95.0,69.0,54.0,54.0,47.0,55.0,45.0,38.0,25.0,28.0
8247,69.0,54.0,54.0,47.0,55.0,45.0,38.0,25.0,28.0,29.0
8248,54.0,54.0,47.0,55.0,45.0,38.0,25.0,28.0,29.0,27.0
8249,54.0,47.0,55.0,45.0,38.0,25.0,28.0,29.0,27.0,17.0
8250,47.0,55.0,45.0,38.0,25.0,28.0,29.0,27.0,17.0,19.0
8251,55.0,45.0,38.0,25.0,28.0,29.0,27.0,17.0,19.0,14.0
8252,45.0,38.0,25.0,28.0,29.0,27.0,17.0,19.0,14.0,10.0
8253,38.0,25.0,28.0,29.0,27.0,17.0,19.0,14.0,10.0,10.0
8254,25.0,28.0,29.0,27.0,17.0,19.0,14.0,10.0,10.0,9.0
8255,28.0,29.0,27.0,17.0,19.0,14.0,10.0,10.0,9.0,8.0
8256,29.0,27.0,17.0,19.0,14.0,10.0,10.0,9.0,8.0,8.0
8257,27.0,17.0,19.0,14.0,10.0,10.0,9.0,8.0,8.0,8.0
8258,17.0,19.0,14.0,10.0,10.0,9.0,8.0,8.0,8.0,7.0
8259,19.0,14.0,10.0,10.0,9.0,8.0,8.0,8.0,7.0,7.0
8260,14.0,10.0,10.0,9.0,8.0,8.0,8.0,7.0,7.0,8.0
8261,10.0,10.0,9.0,8.0,8.0,8.0,7.0,7.0,8.0,12.0
8262,10.0,9.0,8.0,8.0,8.0,7.0,7.0,8.0,12.0,13.0
8263,9.0,8.0,8.0,8.0,7.0,7.0,8.0,12.0,13.0,16.0
8264,8.0,8.0,8.0,7.0,7.0,8.0,12.0,13.0,16.0,18.0
8265,8.0,8.0,7.0,7.0,8.0,12.0,13.0,16.0,18.0,22.0
8266,8.0,7.0,7.0,8.0,12.0,13.0,16.0,18.0,22.0,25.0
8267,7.0,7.0,8.0,12.0,13.0,16.0,18.0,22.0,25.0,26.0
8268,7.0,8.0,12.0,13.0,16.0,18.0,22.0,25.0,26.0,29.0
8269,8.0,12.0,13.0,16.0,18.0,22.0,25.0,26.0,29.0,31.0
8270,12.0,13.0,16.0,18.0,22.0,25.0,26.0,29.0,31.0,37.0
8271,13.0,16.0,18.0,22.0,25.0,26.0,29.0,31.0,37.0,38.0
8272,16.0,18.0,22.0,25.0,26.0,29.0,31.0,37.0,38.0,42.0
8273,18.0,22.0,25.0,26.0,29.0,31.0,37.0,38.0,42.0,45.0
8274,22.0,25.0,26.0,29.0,31.0,37.0,38.0,42.0,45.0,43.0
8275,25.0,26.0,29.0,31.0,37.0,38.0,42.0,45.0,43.0,50.0
8276,26.0,29.0,31.0,37.0,38.0,42.0,45.0,43.0,50.0,101.0
8277,75.0,83.0,87.0,81.0,82.0,66.0,66.0,57.0,57.0,62.0
8278,83.0,87.0,81.0,82.0,66.0,66.0,57.0,57.0,62.0,62.0
8279,87.0,81.0,82.0,66.0,66.0,57.0,57.0,62.0,62.0,61.0
8280,81.0,82.0,66.0,66.0,57.0,57.0,62.0,62.0,61.0,56.0
8281,82.0,66.0,66.0,57.0,57.0,62.0,62.0,61.0,56.0,52.0
8282,66.0,66.0,57.0,57.0,62.0,62.0,61.0,56.0,52.0,51.0
8283,66.0,57.0,57.0,62.0,62.0,61.0,56.0,52.0,51.0,42.0
8284,57.0,57.0,62.0,62.0,61.0,56.0,52.0,51.0,42.0,43.0
8285,57.0,62.0,62.0,61.0,56.0,52.0,51.0,42.0,43.0,44.0
8286,62.0,62.0,61.0,56.0,52.0,51.0,42.0,43.0,44.0,41.0
8287,62.0,61.0,56.0,52.0,51.0,42.0,43.0,44.0,41.0,42.0
8288,61.0,56.0,52.0,51.0,42.0,43.0,44.0,41.0,42.0,45.0
8289,56.0,52.0,51.0,42.0,43.0,44.0,41.0,42.0,45.0,50.0
8290,52.0,51.0,42.0,43.0,44.0,41.0,42.0,45.0,50.0,101.0
8291,86.0,76.0,74.0,65.0,55.0,45.0,39.0,35.0,35.0,30.0
8292,76.0,74.0,65.0,55.0,45.0,39.0,35.0,35.0,30.0,28.0
8293,74.0,65.0,55.0,45.0,39.0,35.0,35.0,30.0,28.0,42.0
8294,65.0,55.0,45.0,39.0,35.0,35.0,30.0,28.0,42.0,57.0
8295,55.0,45.0,39.0,35.0,35.0,30.0,28.0,42.0,57.0,63.0
8296,45.0,39.0,35.0,35.0,30.0,28.0,42.0,57.0,63.0,69.0
8297,39.0,35.0,35.0,30.0,28.0,42.0,57.0,63.0,69.0,90.0
8298,35.0,35.0,30.0,28.0,42.0,57.0,63.0,69.0,90.0,101.0
8299,81.0,80.0,65.0,64.0,52.0,56.0,51.0,51.0,39.0,48.0
8300,80.0,65.0,64.0,52.0,56.0,51.0,51.0,39.0,48.0,48.0
8301,65.0,64.0,52.0,56.0,51.0,51.0,39.0,48.0,48.0,47.0
8302,64.0,52.0,56.0,51.0,51.0,39.0,48.0,48.0,47.0,48.0
8303,52.0,56.0,51.0,51.0,39.0,48.0,48.0,47.0,48.0,53.0
8304,56.0,51.0,51.0,39.0,48.0,48.0,47.0,48.0,53.0,54.0
8305,51.0,51.0,39.0,48.0,48.0,47.0,48.0,53.0,54.0,70.0
8306,51.0,39.0,48.0,48.0,47.0,48.0,53.0,54.0,70.0,63.0
8307,39.0,48.0,48.0,47.0,48.0,53.0,54.0,70.0,63.0,72.0
8308,48.0,48.0,47.0,48.0,53.0,54.0,70.0,63.0,72.0,67.0
8309,48.0,47.0,48.0,53.0,54.0,70.0,63.0,72.0,67.0,74.0
8310,47.0,48.0,53.0,54.0,70.0,63.0,72.0,67.0,74.0,101.0
8311,91.0,45.0,28.0,20.0,12.0,8.0,7.0,6.0,5.0,5.0
8312,45.0,28.0,20.0,12.0,8.0,7.0,6.0,5.0,5.0,5.0
8313,28.0,20.0,12.0,8.0,7.0,6.0,5.0,5.0,5.0,6.0
8314,20.0,12.0,8.0,7.0,6.0,5.0,5.0,5.0,6.0,5.0
8315,12.0,8.0,7.0,6.0,5.0,5.0,5.0,6.0,5.0,5.0
8316,8.0,7.0,6.0,5.0,5.0,5.0,6.0,5.0,5.0,5.0
8317,7.0,6.0,5.0,5.0,5.0,6.0,5.0,5.0,5.0,6.0
8318,6.0,5.0,5.0,5.0,6.0,5.0,5.0,5.0,6.0,7.0
8319,5.0,5.0,5.0,6.0,5.0,5.0,5.0,6.0,7.0,11.0
8320,5.0,5.0,6.0,5.0,5.0,5.0,6.0,7.0,11.0,12.0
8321,5.0,6.0,5.0,5.0,5.0,6.0,7.0,11.0,12.0,17.0
8322,6.0,5.0,5.0,5.0,6.0,7.0,11.0,12.0,17.0,21.0
8323,5.0,5.0,5.0,6.0,7.0,11.0,12.0,17.0,21.0,30.0
8324,5.0,5.0,6.0,7.0,11.0,12.0,17.0,21.0,30.0,31.0
8325,5.0,6.0,7.0,11.0,12.0,17.0,21.0,30.0,31.0,34.0
8326,6.0,7.0,11.0,12.0,17.0,21.0,30.0,31.0,34.0,47.0
8327,7.0,11.0,12.0,17.0,21.0,30.0,31.0,34.0,47.0,101.0
8328,77.0,73.0,73.0,73.0,73.0,69.0,75.0,73.0,77.0,80.0
8329,73.0,73.0,73.0,73.0,69.0,75.0,73.0,77.0,80.0,84.0
8330,73.0,73.0,73.0,69.0,75.0,73.0,77.0,80.0,84.0,86.0
8331,73.0,73.0,69.0,75.0,73.0,77.0,80.0,84.0,86.0,90.0
8332,73.0,69.0,75.0,73.0,77.0,80.0,84.0,86.0,90.0,95.0
8333,69.0,75.0,73.0,77.0,80.0,84.0,86.0,90.0,95.0,96.0
8334,75.0,73.0,77.0,80.0,84.0,86.0,90.0,95.0,96.0,101.0
8335,84.0,76.0,69.0,77.0,77.0,87.0,88.0,93.0,99.0,101.0
8336,45.0,40.0,35.0,29.0,23.0,21.0,21.0,25.0,26.0,33.0
8337,40.0,35.0,29.0,23.0,21.0,21.0,25.0,26.0,33.0,38.0
8338,35.0,29.0,23.0,21.0,21.0,25.0,26.0,33.0,38.0,34.0
8339,29.0,23.0,21.0,21.0,25.0,26.0,33.0,38.0,34.0,43.0
8340,23.0,21.0,21.0,25.0,26.0,33.0,38.0,34.0,43.0,46.0
8341,21.0,21.0,25.0,26.0,33.0,38.0,34.0,43.0,46.0,48.0
8342,21.0,25.0,26.0,33.0,38.0,34.0,43.0,46.0,48.0,52.0
8343,25.0,26.0,33.0,38.0,34.0,43.0,46.0,48.0,52.0,52.0
8344,26.0,33.0,38.0,34.0,43.0,46.0,48.0,52.0,52.0,56.0
8345,33.0,38.0,34.0,43.0,46.0,48.0,52.0,52.0,56.0,59.0
8346,38.0,34.0,43.0,46.0,48.0,52.0,52.0,56.0,59.0,61.0
8347,34.0,43.0,46.0,48.0,52.0,52.0,56.0,59.0,61.0,101.0
8348,80.0,79.0,76.0,72.0,68.0,68.0,65.0,70.0,84.0,91.0
8349,79.0,76.0,72.0,68.0,68.0,65.0,70.0,84.0,91.0,101.0
8350,76.0,68.0,68.0,63.0,56.0,55.0,55.0,55.0,57.0,62.0
8351,68.0,68.0,63.0,56.0,55.0,55.0,55.0,57.0,62.0,64.0
8352,68.0,63.0,56.0,55.0,55.0,55.0,57.0,62.0,64.0,63.0
8353,63.0,56.0,55.0,55.0,55.0,57.0,62.0,64.0,63.0,71.0
8354,56.0,55.0,55.0,55.0,57.0,62.0,64.0,63.0,71.0,74.0
8355,55.0,55.0,55.0,57.0,62.0,64.0,63.0,71.0,74.0,78.0
8356,55.0,55.0,57.0,62.0,64.0,63.0,71.0,74.0,78.0,82.0
8357,55.0,57.0,62.0,64.0,63.0,71.0,74.0,78.0,82.0,89.0
8358,57.0,62.0,64.0,63.0,71.0,74.0,78.0,82.0,89.0,90.0
8359,62.0,64.0,63.0,71.0,74.0,78.0,82.0,89.0,90.0,92.0
8360,64.0,63.0,71.0,74.0,78.0,82.0,89.0,90.0,92.0,92.0
8361,63.0,71.0,74.0,78.0,82.0,89.0,90.0,92.0,92.0,101.0
8362,67.0,58.0,42.0,40.0,31.0,26.0,24.0,22.0,19.0,15.0
8363,58.0,42.0,40.0,31.0,26.0,24.0,22.0,19.0,15.0,13.0
8364,42.0,40.0,31.0,26.0,24.0,22.0,19.0,15.0,13.0,11.0
8365,40.0,31.0,26.0,24.0,22.0,19.0,15.0,13.0,11.0,14.0
8366,31.0,26.0,24.0,22.0,19.0,15.0,13.0,11.0,14.0,13.0
8367,26.0,24.0,22.0,19.0,15.0,13.0,11.0,14.0,13.0,13.0
8368,24.0,22.0,19.0,15.0,13.0,11.0,14.0,13.0,13.0,17.0
8369,22.0,19.0,15.0,13.0,11.0,14.0,13.0,13.0,17.0,28.0
8370,19.0,15.0,13.0,11.0,14.0,13.0,13.0,17.0,28.0,34.0
8371,15.0,13.0,11.0,14.0,13.0,13.0,17.0,28.0,34.0,41.0
8372,13.0,11.0,14.0,13.0,13.0,17.0,28.0,34.0,41.0,47.0
8373,11.0,14.0,13.0,13.0,17.0,28.0,34.0,41.0,47.0,101.0
8374,95.0,95.0,94.0,92.0,93.0,93.0,99.0,97.0,94.0,101.0
8375,97.0,95.0,93.0,89.0,84.0,88.0,90.0,88.0,86.0,88.0
8376,95.0,93.0,89.0,84.0,88.0,90.0,88.0,86.0,88.0,81.0
8377,93.0,89.0,84.0,88.0,90.0,88.0,86.0,88.0,81.0,81.0
8378,89.0,84.0,88.0,90.0,88.0,86.0,88.0,81.0,81.0,81.0
8379,84.0,88.0,90.0,88.0,86.0,88.0,81.0,81.0,81.0,101.0
8380,8.0,14.0,27.0,30.0,29.0,21.0,18.0,10.0,15.0,21.0
8381,14.0,27.0,30.0,29.0,21.0,18.0,10.0,15.0,21.0,23.0
8382,27.0,30.0,29.0,21.0,18.0,10.0,15.0,21.0,23.0,21.0
8383,30.0,29.0,21.0,18.0,10.0,15.0,21.0,23.0,21.0,21.0
8384,29.0,21.0,18.0,10.0,15.0,21.0,23.0,21.0,21.0,23.0
8385,21.0,18.0,10.0,15.0,21.0,23.0,21.0,21.0,23.0,27.0
8386,18.0,10.0,15.0,21.0,23.0,21.0,21.0,23.0,27.0,30.0
8387,10.0,15.0,21.0,23.0,21.0,21.0,23.0,27.0,30.0,33.0
8388,15.0,21.0,23.0,21.0,21.0,23.0,27.0,30.0,33.0,43.0
8389,21.0,23.0,21.0,21.0,23.0,27.0,30.0,33.0,43.0,47.0
8390,23.0,21.0,21.0,23.0,27.0,30.0,33.0,43.0,47.0,40.0
8391,21.0,21.0,23.0,27.0,30.0,33.0,43.0,47.0,40.0,101.0
8392,78.0,68.0,65.0,61.0,60.0,54.0,54.0,53.0,51.0,44.0
8393,68.0,65.0,61.0,60.0,54.0,54.0,53.0,51.0,44.0,41.0
8394,65.0,61.0,60.0,54.0,54.0,53.0,51.0,44.0,41.0,38.0
8395,61.0,60.0,54.0,54.0,53.0,51.0,44.0,41.0,38.0,40.0
8396,60.0,54.0,54.0,53.0,51.0,44.0,41.0,38.0,40.0,34.0
8397,54.0,54.0,53.0,51.0,44.0,41.0,38.0,40.0,34.0,33.0
8398,54.0,53.0,51.0,44.0,41.0,38.0,40.0,34.0,33.0,26.0
8399,53.0,51.0,44.0,41.0,38.0,40.0,34.0,33.0,26.0,26.0
8400,51.0,44.0,41.0,38.0,40.0,34.0,33.0,26.0,26.0,26.0
8401,44.0,41.0,38.0,40.0,34.0,33.0,26.0,26.0,26.0,20.0
8402,41.0,38.0,40.0,34.0,33.0,26.0,26.0,26.0,20.0,24.0
8403,38.0,40.0,34.0,33.0,26.0,26.0,26.0,20.0,24.0,27.0
8404,40.0,34.0,33.0,26.0,26.0,26.0,20.0,24.0,27.0,29.0
8405,34.0,33.0,26.0,26.0,26.0,20.0,24.0,27.0,29.0,28.0
8406,33.0,26.0,26.0,26.0,20.0,24.0,27.0,29.0,28.0,32.0
8407,26.0,26.0,26.0,20.0,24.0,27.0,29.0,28.0,32.0,34.0
8408,26.0,26.0,20.0,24.0,27.0,29.0,28.0,32.0,34.0,40.0
8409,26.0,20.0,24.0,27.0,29.0,28.0,32.0,34.0,40.0,43.0
8410,20.0,24.0,27.0,29.0,28.0,32.0,34.0,40.0,43.0,39.0
8411,24.0,27.0,29.0,28.0,32.0,34.0,40.0,43.0,39.0,43.0
8412,27.0,29.0,28.0,32.0,34.0,40.0,43.0,39.0,43.0,47.0
