,diff_0,diff_1,diff_2,diff_3,diff_4,diff_5,diff_6,diff_7,diff_8,target
126,52.0,48.0,39.0,36.0,31.0,33.0,39.0,21.0,18.0,13.0
127,48.0,39.0,36.0,31.0,33.0,39.0,21.0,18.0,13.0,18.0
128,39.0,36.0,31.0,33.0,39.0,21.0,18.0,13.0,18.0,18.0
129,36.0,31.0,33.0,39.0,21.0,18.0,13.0,18.0,18.0,22.0
130,31.0,33.0,39.0,21.0,18.0,13.0,18.0,18.0,22.0,25.0
131,33.0,39.0,21.0,18.0,13.0,18.0,18.0,22.0,25.0,26.0
132,94.0,69.0,62.0,61.0,59.0,61.0,52.0,54.0,49.0,44.0
133,69.0,62.0,61.0,59.0,61.0,52.0,54.0,49.0,44.0,40.0
134,62.0,61.0,59.0,61.0,52.0,54.0,49.0,44.0,40.0,35.0
135,12.0,17.0,23.0,14.0,20.0,25.0,29.0,31.0,32.0,36.0
136,17.0,23.0,14.0,20.0,25.0,29.0,31.0,32.0,36.0,33.0
137,23.0,14.0,20.0,25.0,29.0,31.0,32.0,36.0,33.0,34.0
138,14.0,20.0,25.0,29.0,31.0,32.0,36.0,33.0,34.0,40.0
139,20.0,25.0,29.0,31.0,32.0,36.0,33.0,34.0,40.0,40.0
140,25.0,29.0,31.0,32.0,36.0,33.0,34.0,40.0,40.0,48.0
141,29.0,31.0,32.0,36.0,33.0,34.0,40.0,40.0,48.0,49.0
142,31.0,32.0,36.0,33.0,34.0,40.0,40.0,48.0,49.0,101.0
143,53.0,48.0,51.0,46.0,44.0,44.0,39.0,40.0,44.0,39.0
144,48.0,51.0,46.0,44.0,44.0,39.0,40.0,44.0,39.0,43.0
145,51.0,46.0,44.0,44.0,39.0,40.0,44.0,39.0,43.0,37.0
146,46.0,44.0,44.0,39.0,40.0,44.0,39.0,43.0,37.0,36.0
147,44.0,44.0,39.0,40.0,44.0,39.0,43.0,37.0,36.0,26.0
148,44.0,39.0,40.0,44.0,39.0,43.0,37.0,36.0,26.0,30.0
149,39.0,40.0,44.0,39.0,43.0,37.0,36.0,26.0,30.0,26.0
150,40.0,44.0,39.0,43.0,37.0,36.0,26.0,30.0,26.0,29.0
151,100.0,70.0,66.0,62.0,54.0,52.0,56.0,56.0,58.0,65.0
152,70.0,66.0,62.0,54.0,52.0,56.0,56.0,58.0,65.0,77.0
153,66.0,62.0,54.0,52.0,56.0,56.0,58.0,65.0,77.0,97.0
154,62.0,54.0,52.0,56.0,56.0,58.0,65.0,77.0,97.0,101.0
155,86.0,83.0,62.0,62.0,81.0,83.0,70.0,84.0,87.0,90.0
156,83.0,62.0,62.0,81.0,83.0,70.0,84.0,87.0,90.0,101.0
157,77.0,62.0,39.0,42.0,42.0,37.0,21.0,7.0,13.0,12.0
158,62.0,39.0,42.0,42.0,37.0,21.0,7.0,13.0,12.0,11.0
159,39.0,42.0,42.0,37.0,21.0,7.0,13.0,12.0,11.0,11.0
160,42.0,42.0,37.0,21.0,7.0,13.0,12.0,11.0,11.0,15.0
161,42.0,37.0,21.0,7.0,13.0,12.0,11.0,11.0,15.0,13.0
162,37.0,21.0,7.0,13.0,12.0,11.0,11.0,15.0,13.0,15.0
163,21.0,7.0,13.0,12.0,11.0,11.0,15.0,13.0,15.0,15.0
164,7.0,13.0,12.0,11.0,11.0,15.0,13.0,15.0,15.0,17.0
165,76.0,70.0,60.0,58.0,58.0,55.0,42.0,44.0,46.0,48.0
166,70.0,60.0,58.0,58.0,55.0,42.0,44.0,46.0,48.0,56.0
167,60.0,58.0,58.0,55.0,42.0,44.0,46.0,48.0,56.0,75.0
168,58.0,58.0,55.0,42.0,44.0,46.0,48.0,56.0,75.0,80.0
169,1.0,1.0,1.0,1.0,2.0,2.0,3.0,4.0,5.0,6.0
170,1.0,1.0,1.0,2.0,2.0,3.0,4.0,5.0,6.0,7.0
171,1.0,1.0,2.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0
172,1.0,2.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,11.0
173,2.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,11.0,12.0
174,2.0,3.0,4.0,5.0,6.0,7.0,8.0,11.0,12.0,16.0
175,3.0,4.0,5.0,6.0,7.0,8.0,11.0,12.0,16.0,19.0
176,4.0,5.0,6.0,7.0,8.0,11.0,12.0,16.0,19.0,19.0
177,8.0,8.0,7.0,8.0,9.0,6.0,5.0,10.0,12.0,19.0
178,8.0,7.0,8.0,9.0,6.0,5.0,10.0,12.0,19.0,21.0
179,7.0,8.0,9.0,6.0,5.0,10.0,12.0,19.0,21.0,26.0
180,8.0,9.0,6.0,5.0,10.0,12.0,19.0,21.0,26.0,33.0
181,9.0,6.0,5.0,10.0,12.0,19.0,21.0,26.0,33.0,32.0
182,6.0,5.0,10.0,12.0,19.0,21.0,26.0,33.0,32.0,39.0
183,5.0,10.0,12.0,19.0,21.0,26.0,33.0,32.0,39.0,47.0
184,10.0,12.0,19.0,21.0,26.0,33.0,32.0,39.0,47.0,101.0
185,48.0,41.0,42.0,31.0,33.0,31.0,30.0,24.0,25.0,24.0
186,41.0,42.0,31.0,33.0,31.0,30.0,24.0,25.0,24.0,26.0
187,42.0,31.0,33.0,31.0,30.0,24.0,25.0,24.0,26.0,23.0
188,31.0,33.0,31.0,30.0,24.0,25.0,24.0,26.0,23.0,31.0
189,33.0,31.0,30.0,24.0,25.0,24.0,26.0,23.0,31.0,37.0
190,31.0,30.0,24.0,25.0,24.0,26.0,23.0,31.0,37.0,41.0
191,30.0,24.0,25.0,24.0,26.0,23.0,31.0,37.0,41.0,46.0
192,24.0,25.0,24.0,26.0,23.0,31.0,37.0,41.0,46.0,101.0
193,98.0,96.0,80.0,88.0,90.0,81.0,86.0,86.0,93.0,68.0
194,96.0,80.0,88.0,90.0,81.0,86.0,86.0,93.0,68.0,84.0
195,80.0,88.0,90.0,81.0,86.0,86.0,93.0,68.0,84.0,101.0
196,67.0,61.0,60.0,53.0,51.0,48.0,44.0,38.0,40.0,43.0
197,61.0,60.0,53.0,51.0,48.0,44.0,38.0,40.0,43.0,52.0
198,60.0,53.0,51.0,48.0,44.0,38.0,40.0,43.0,52.0,56.0
199,53.0,51.0,48.0,44.0,38.0,40.0,43.0,52.0,56.0,63.0
200,51.0,48.0,44.0,38.0,40.0,43.0,52.0,56.0,63.0,70.0
201,48.0,44.0,38.0,40.0,43.0,52.0,56.0,63.0,70.0,85.0
202,44.0,38.0,40.0,43.0,52.0,56.0,63.0,70.0,85.0,91.0
203,38.0,40.0,43.0,52.0,56.0,63.0,70.0,85.0,91.0,90.0
204,3.0,3.0,4.0,4.0,4.0,7.0,9.0,14.0,18.0,16.0
205,3.0,4.0,4.0,4.0,7.0,9.0,14.0,18.0,16.0,19.0
206,4.0,4.0,4.0,7.0,9.0,14.0,18.0,16.0,19.0,21.0
207,4.0,4.0,7.0,9.0,14.0,18.0,16.0,19.0,21.0,24.0
208,4.0,7.0,9.0,14.0,18.0,16.0,19.0,21.0,24.0,27.0
209,7.0,9.0,14.0,18.0,16.0,19.0,21.0,24.0,27.0,28.0
210,9.0,14.0,18.0,16.0,19.0,21.0,24.0,27.0,28.0,34.0
211,14.0,18.0,16.0,19.0,21.0,24.0,27.0,28.0,34.0,38.0
212,52.0,46.0,33.0,28.0,22.0,20.0,24.0,25.0,26.0,28.0
213,46.0,33.0,28.0,22.0,20.0,24.0,25.0,26.0,28.0,37.0
214,33.0,28.0,22.0,20.0,24.0,25.0,26.0,28.0,37.0,51.0
215,28.0,22.0,20.0,24.0,25.0,26.0,28.0,37.0,51.0,61.0
216,22.0,20.0,24.0,25.0,26.0,28.0,37.0,51.0,61.0,71.0
217,20.0,24.0,25.0,26.0,28.0,37.0,51.0,61.0,71.0,82.0
218,24.0,25.0,26.0,28.0,37.0,51.0,61.0,71.0,82.0,88.0
219,25.0,26.0,28.0,37.0,51.0,61.0,71.0,82.0,88.0,86.0
220,87.0,81.0,79.0,78.0,72.0,72.0,67.0,67.0,56.0,52.0
221,74.0,73.0,70.0,65.0,57.0,59.0,56.0,68.0,75.0,90.0
222,73.0,70.0,65.0,57.0,59.0,56.0,68.0,75.0,90.0,99.0
223,70.0,65.0,57.0,59.0,56.0,68.0,75.0,90.0,99.0,99.0
224,65.0,57.0,59.0,56.0,68.0,75.0,90.0,99.0,99.0,101.0
225,79.0,59.0,48.0,33.0,24.0,15.0,14.0,10.0,11.0,10.0
226,59.0,48.0,33.0,24.0,15.0,14.0,10.0,11.0,10.0,9.0
227,19.0,12.0,15.0,20.0,16.0,15.0,13.0,13.0,16.0,14.0
228,12.0,15.0,20.0,16.0,15.0,13.0,13.0,16.0,14.0,15.0
229,15.0,20.0,16.0,15.0,13.0,13.0,16.0,14.0,15.0,19.0
230,20.0,16.0,15.0,13.0,13.0,16.0,14.0,15.0,19.0,28.0
231,16.0,15.0,13.0,13.0,16.0,14.0,15.0,19.0,28.0,36.0
232,15.0,13.0,13.0,16.0,14.0,15.0,19.0,28.0,36.0,47.0
233,13.0,13.0,16.0,14.0,15.0,19.0,28.0,36.0,47.0,52.0
234,13.0,16.0,14.0,15.0,19.0,28.0,36.0,47.0,52.0,101.0
235,84.0,79.0,68.0,55.0,48.0,57.0,52.0,51.0,64.0,86.0
236,79.0,68.0,55.0,48.0,57.0,52.0,51.0,64.0,86.0,94.0
237,68.0,55.0,48.0,57.0,52.0,51.0,64.0,86.0,94.0,101.0
238,14.0,13.0,12.0,13.0,12.0,12.0,14.0,20.0,22.0,22.0
239,13.0,12.0,13.0,12.0,12.0,14.0,20.0,22.0,22.0,23.0
240,12.0,13.0,12.0,12.0,14.0,20.0,22.0,22.0,23.0,24.0
241,13.0,12.0,12.0,14.0,20.0,22.0,22.0,23.0,24.0,22.0
242,12.0,12.0,14.0,20.0,22.0,22.0,23.0,24.0,22.0,23.0
243,12.0,14.0,20.0,22.0,22.0,23.0,24.0,22.0,23.0,24.0
244,14.0,20.0,22.0,22.0,23.0,24.0,22.0,23.0,24.0,27.0
245,20.0,22.0,22.0,23.0,24.0,22.0,23.0,24.0,27.0,32.0
246,17.0,25.0,28.0,33.0,31.0,32.0,36.0,36.0,41.0,46.0
247,25.0,28.0,33.0,31.0,32.0,36.0,36.0,41.0,46.0,49.0
248,28.0,33.0,31.0,32.0,36.0,36.0,41.0,46.0,49.0,49.0
249,33.0,31.0,32.0,36.0,36.0,41.0,46.0,49.0,49.0,48.0
250,31.0,32.0,36.0,36.0,41.0,46.0,49.0,49.0,48.0,101.0
251,98.0,90.0,90.0,87.0,86.0,75.0,80.0,75.0,38.0,35.0
252,90.0,90.0,87.0,86.0,75.0,80.0,75.0,38.0,35.0,52.0
253,90.0,87.0,86.0,75.0,80.0,75.0,38.0,35.0,52.0,50.0
254,87.0,86.0,75.0,80.0,75.0,38.0,35.0,52.0,50.0,38.0
255,86.0,75.0,80.0,75.0,38.0,35.0,52.0,50.0,38.0,35.0
256,75.0,80.0,75.0,38.0,35.0,52.0,50.0,38.0,35.0,30.0
257,10.0,10.0,10.0,10.0,10.0,9.0,11.0,15.0,20.0,27.0
258,10.0,10.0,10.0,10.0,9.0,11.0,15.0,20.0,27.0,29.0
259,10.0,10.0,10.0,9.0,11.0,15.0,20.0,27.0,29.0,31.0
260,10.0,10.0,9.0,11.0,15.0,20.0,27.0,29.0,31.0,37.0
261,10.0,9.0,11.0,15.0,20.0,27.0,29.0,31.0,37.0,42.0
262,9.0,11.0,15.0,20.0,27.0,29.0,31.0,37.0,42.0,46.0
263,11.0,15.0,20.0,27.0,29.0,31.0,37.0,42.0,46.0,41.0
264,15.0,20.0,27.0,29.0,31.0,37.0,42.0,46.0,41.0,46.0
265,5.0,4.0,3.0,3.0,3.0,3.0,2.0,1.0,2.0,1.0
266,4.0,3.0,3.0,3.0,3.0,2.0,1.0,2.0,1.0,2.0
267,3.0,3.0,3.0,3.0,2.0,1.0,2.0,1.0,2.0,2.0
268,3.0,3.0,3.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0
269,3.0,3.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0
270,3.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0
271,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0
272,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,5.0
273,36.0,40.0,36.0,35.0,29.0,19.0,16.0,12.0,10.0,8.0
274,40.0,36.0,35.0,29.0,19.0,16.0,12.0,10.0,8.0,8.0
275,36.0,35.0,29.0,19.0,16.0,12.0,10.0,8.0,8.0,7.0
276,35.0,29.0,19.0,16.0,12.0,10.0,8.0,8.0,7.0,7.0
277,29.0,19.0,16.0,12.0,10.0,8.0,8.0,7.0,7.0,7.0
278,19.0,16.0,12.0,10.0,8.0,8.0,7.0,7.0,7.0,7.0
279,16.0,12.0,10.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0
280,12.0,10.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0,8.0
281,95.0,88.0,79.0,73.0,70.0,57.0,50.0,31.0,26.0,20.0
282,88.0,79.0,73.0,70.0,57.0,50.0,31.0,26.0,20.0,22.0
283,91.0,71.0,65.0,63.0,55.0,55.0,51.0,53.0,53.0,50.0
284,55.0,51.0,37.0,34.0,32.0,23.0,12.0,5.0,8.0,5.0
285,51.0,37.0,34.0,32.0,23.0,12.0,5.0,8.0,5.0,5.0
286,37.0,34.0,32.0,23.0,12.0,5.0,8.0,5.0,5.0,5.0
287,34.0,32.0,23.0,12.0,5.0,8.0,5.0,5.0,5.0,4.0
288,32.0,23.0,12.0,5.0,8.0,5.0,5.0,5.0,4.0,4.0
289,23.0,12.0,5.0,8.0,5.0,5.0,5.0,4.0,4.0,5.0
290,12.0,5.0,8.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0
291,5.0,8.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,6.0
292,37.0,36.0,40.0,43.0,40.0,43.0,41.0,42.0,47.0,101.0
293,97.0,97.0,80.0,76.0,77.0,76.0,73.0,70.0,74.0,78.0
294,97.0,80.0,76.0,77.0,76.0,73.0,70.0,74.0,78.0,81.0
295,80.0,76.0,77.0,76.0,73.0,70.0,74.0,78.0,81.0,82.0
296,76.0,77.0,76.0,73.0,70.0,74.0,78.0,81.0,82.0,81.0
297,13.0,14.0,17.0,16.0,15.0,21.0,27.0,32.0,34.0,41.0
298,14.0,17.0,16.0,15.0,21.0,27.0,32.0,34.0,41.0,48.0
299,17.0,16.0,15.0,21.0,27.0,32.0,34.0,41.0,48.0,101.0
300,75.0,60.0,57.0,36.0,37.0,34.0,26.0,22.0,17.0,15.0
301,60.0,57.0,36.0,37.0,34.0,26.0,22.0,17.0,15.0,12.0
302,57.0,36.0,37.0,34.0,26.0,22.0,17.0,15.0,12.0,14.0
303,36.0,37.0,34.0,26.0,22.0,17.0,15.0,12.0,14.0,16.0
304,37.0,34.0,26.0,22.0,17.0,15.0,12.0,14.0,16.0,15.0
305,34.0,26.0,22.0,17.0,15.0,12.0,14.0,16.0,15.0,14.0
306,26.0,22.0,17.0,15.0,12.0,14.0,16.0,15.0,14.0,14.0
307,22.0,17.0,15.0,12.0,14.0,16.0,15.0,14.0,14.0,16.0
308,81.0,64.0,55.0,53.0,53.0,48.0,45.0,28.0,27.0,33.0
309,64.0,55.0,53.0,53.0,48.0,45.0,28.0,27.0,33.0,27.0
310,55.0,53.0,53.0,48.0,45.0,28.0,27.0,33.0,27.0,24.0
311,53.0,53.0,48.0,45.0,28.0,27.0,33.0,27.0,24.0,21.0
312,32.0,32.0,31.0,26.0,28.0,35.0,38.0,43.0,54.0,63.0
313,32.0,31.0,26.0,28.0,35.0,38.0,43.0,54.0,63.0,72.0
314,31.0,26.0,28.0,35.0,38.0,43.0,54.0,63.0,72.0,79.0
315,26.0,28.0,35.0,38.0,43.0,54.0,63.0,72.0,79.0,87.0
316,28.0,35.0,38.0,43.0,54.0,63.0,72.0,79.0,87.0,101.0
317,92.0,93.0,93.0,100.0,89.0,89.0,91.0,92.0,100.0,101.0
318,94.0,79.0,83.0,83.0,76.0,82.0,59.0,62.0,67.0,61.0
319,79.0,83.0,83.0,76.0,82.0,59.0,62.0,67.0,61.0,64.0
320,83.0,83.0,76.0,82.0,59.0,62.0,67.0,61.0,64.0,59.0
321,83.0,76.0,82.0,59.0,62.0,67.0,61.0,64.0,59.0,62.0
322,76.0,82.0,59.0,62.0,67.0,61.0,64.0,59.0,62.0,59.0
323,82.0,59.0,62.0,67.0,61.0,64.0,59.0,62.0,59.0,54.0
324,29.0,26.0,20.0,22.0,13.0,11.0,8.0,6.0,9.0,9.0
325,26.0,20.0,22.0,13.0,11.0,8.0,6.0,9.0,9.0,9.0
326,20.0,22.0,13.0,11.0,8.0,6.0,9.0,9.0,9.0,10.0
327,22.0,13.0,11.0,8.0,6.0,9.0,9.0,9.0,10.0,13.0
328,13.0,11.0,8.0,6.0,9.0,9.0,9.0,10.0,13.0,14.0
