,diff_0,diff_1,diff_2,diff_3,diff_4,diff_5,diff_6,diff_7,diff_8,target
329,11.0,8.0,6.0,9.0,9.0,9.0,10.0,13.0,14.0,17.0
330,8.0,6.0,9.0,9.0,9.0,10.0,13.0,14.0,17.0,16.0
331,6.0,9.0,9.0,9.0,10.0,13.0,14.0,17.0,16.0,20.0
332,9.0,6.0,6.0,7.0,6.0,5.0,7.0,8.0,15.0,18.0
333,6.0,6.0,7.0,6.0,5.0,7.0,8.0,15.0,18.0,17.0
334,6.0,7.0,6.0,5.0,7.0,8.0,15.0,18.0,17.0,20.0
335,7.0,6.0,5.0,7.0,8.0,15.0,18.0,17.0,20.0,26.0
336,6.0,5.0,7.0,8.0,15.0,18.0,17.0,20.0,26.0,35.0
337,5.0,7.0,8.0,15.0,18.0,17.0,20.0,26.0,35.0,45.0
338,7.0,8.0,15.0,18.0,17.0,20.0,26.0,35.0,45.0,48.0
339,8.0,15.0,18.0,17.0,20.0,26.0,35.0,45.0,48.0,101.0
340,30.0,28.0,26.0,32.0,30.0,26.0,23.0,27.0,27.0,29.0
341,28.0,26.0,32.0,30.0,26.0,23.0,27.0,27.0,29.0,30.0
342,26.0,32.0,30.0,26.0,23.0,27.0,27.0,29.0,30.0,27.0
343,32.0,30.0,26.0,23.0,27.0,27.0,29.0,30.0,27.0,32.0
344,30.0,26.0,23.0,27.0,27.0,29.0,30.0,27.0,32.0,30.0
345,26.0,23.0,27.0,27.0,29.0,30.0,27.0,32.0,30.0,37.0
346,23.0,27.0,27.0,29.0,30.0,27.0,32.0,30.0,37.0,38.0
347,27.0,27.0,29.0,30.0,27.0,32.0,30.0,37.0,38.0,42.0
348,41.0,42.0,41.0,30.0,36.0,38.0,37.0,41.0,45.0,45.0
349,42.0,41.0,30.0,36.0,38.0,37.0,41.0,45.0,45.0,44.0
350,41.0,30.0,36.0,38.0,37.0,41.0,45.0,45.0,44.0,45.0
351,30.0,36.0,38.0,37.0,41.0,45.0,45.0,44.0,45.0,49.0
352,36.0,38.0,37.0,41.0,45.0,45.0,44.0,45.0,49.0,101.0
353,100.0,88.0,82.0,79.0,71.0,70.0,62.0,64.0,60.0,55.0
354,81.0,70.0,66.0,62.0,43.0,53.0,52.0,72.0,87.0,96.0
355,95.0,90.0,77.0,80.0,74.0,67.0,77.0,83.0,80.0,84.0
356,90.0,77.0,80.0,74.0,67.0,77.0,83.0,80.0,84.0,86.0
357,77.0,80.0,74.0,67.0,77.0,83.0,80.0,84.0,86.0,93.0
358,80.0,74.0,67.0,77.0,83.0,80.0,84.0,86.0,93.0,99.0
359,74.0,67.0,77.0,83.0,80.0,84.0,86.0,93.0,99.0,95.0
360,67.0,77.0,83.0,80.0,84.0,86.0,93.0,99.0,95.0,99.0
361,77.0,83.0,80.0,84.0,86.0,93.0,99.0,95.0,99.0,101.0
362,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,3.0
363,2.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,3.0,4.0
364,2.0,2.0,1.0,1.0,1.0,2.0,3.0,3.0,4.0,4.0
365,2.0,1.0,1.0,1.0,2.0,3.0,3.0,4.0,4.0,5.0
366,1.0,1.0,1.0,2.0,3.0,3.0,4.0,4.0,5.0,8.0
367,1.0,1.0,2.0,3.0,3.0,4.0,4.0,5.0,8.0,8.0
368,1.0,2.0,3.0,3.0,4.0,4.0,5.0,8.0,8.0,11.0
369,2.0,3.0,3.0,4.0,4.0,5.0,8.0,8.0,11.0,13.0
370,61.0,77.0,66.0,50.0,38.0,46.0,42.0,37.0,37.0,37.0
371,77.0,66.0,50.0,38.0,46.0,42.0,37.0,37.0,37.0,41.0
372,66.0,50.0,38.0,46.0,42.0,37.0,37.0,37.0,41.0,41.0
373,50.0,38.0,46.0,42.0,37.0,37.0,37.0,41.0,41.0,42.0
374,38.0,46.0,42.0,37.0,37.0,37.0,41.0,41.0,42.0,47.0
375,46.0,42.0,37.0,37.0,37.0,41.0,41.0,42.0,47.0,61.0
376,42.0,37.0,37.0,37.0,41.0,41.0,42.0,47.0,61.0,77.0
377,37.0,37.0,37.0,41.0,41.0,42.0,47.0,61.0,77.0,75.0
378,59.0,58.0,64.0,61.0,55.0,54.0,46.0,50.0,65.0,71.0
379,58.0,64.0,61.0,55.0,54.0,46.0,50.0,65.0,71.0,76.0
380,64.0,61.0,55.0,54.0,46.0,50.0,65.0,71.0,76.0,101.0
381,7.0,9.0,8.0,6.0,7.0,8.0,6.0,11.0,11.0,10.0
382,9.0,8.0,6.0,7.0,8.0,6.0,11.0,11.0,10.0,13.0
383,8.0,6.0,7.0,8.0,6.0,11.0,11.0,10.0,13.0,16.0
384,6.0,7.0,8.0,6.0,11.0,11.0,10.0,13.0,16.0,17.0
385,7.0,8.0,6.0,11.0,11.0,10.0,13.0,16.0,17.0,17.0
386,8.0,6.0,11.0,11.0,10.0,13.0,16.0,17.0,17.0,20.0
387,6.0,11.0,11.0,10.0,13.0,16.0,17.0,17.0,20.0,22.0
388,11.0,11.0,10.0,13.0,16.0,17.0,17.0,20.0,22.0,23.0
389,28.0,19.0,13.0,9.0,5.0,4.0,4.0,3.0,4.0,2.0
390,19.0,13.0,9.0,5.0,4.0,4.0,3.0,4.0,2.0,3.0
391,13.0,9.0,5.0,4.0,4.0,3.0,4.0,2.0,3.0,3.0
392,9.0,5.0,4.0,4.0,3.0,4.0,2.0,3.0,3.0,3.0
393,5.0,4.0,4.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0
394,4.0,4.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,4.0
395,4.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,4.0,5.0
396,3.0,4.0,2.0,3.0,3.0,3.0,3.0,4.0,5.0,7.0
397,87.0,68.0,58.0,54.0,60.0,57.0,56.0,47.0,45.0,44.0
398,68.0,58.0,54.0,60.0,57.0,56.0,47.0,45.0,44.0,51.0
399,58.0,54.0,60.0,57.0,56.0,47.0,45.0,44.0,51.0,63.0
400,54.0,60.0,57.0,56.0,47.0,45.0,44.0,51.0,63.0,68.0
401,62.0,65.0,62.0,69.0,68.0,66.0,66.0,74.0,87.0,97.0
402,65.0,62.0,69.0,68.0,66.0,66.0,74.0,87.0,97.0,101.0
403,6.0,7.0,9.0,11.0,11.0,14.0,18.0,21.0,23.0,25.0
404,7.0,9.0,11.0,11.0,14.0,18.0,21.0,23.0,25.0,27.0
405,9.0,11.0,11.0,14.0,18.0,21.0,23.0,25.0,27.0,22.0
406,11.0,11.0,14.0,18.0,21.0,23.0,25.0,27.0,22.0,21.0
407,11.0,14.0,18.0,21.0,23.0,25.0,27.0,22.0,21.0,24.0
408,14.0,18.0,21.0,23.0,25.0,27.0,22.0,21.0,24.0,25.0
409,18.0,21.0,23.0,25.0,27.0,22.0,21.0,24.0,25.0,28.0
410,21.0,23.0,25.0,27.0,22.0,21.0,24.0,25.0,28.0,33.0
411,57.0,54.0,58.0,63.0,65.0,73.0,77.0,84.0,95.0,92.0
412,54.0,58.0,63.0,65.0,73.0,77.0,84.0,95.0,92.0,101.0
413,26.0,27.0,19.0,19.0,27.0,29.0,28.0,39.0,38.0,47.0
414,27.0,19.0,19.0,27.0,29.0,28.0,39.0,38.0,47.0,101.0
415,85.0,86.0,85.0,88.0,64.0,74.0,77.0,91.0,89.0,98.0
416,86.0,85.0,88.0,64.0,74.0,77.0,91.0,89.0,98.0,91.0
417,85.0,88.0,64.0,74.0,77.0,91.0,89.0,98.0,91.0,101.0
418,98.0,92.0,93.0,90.0,72.0,72.0,72.0,71.0,63.0,60.0
419,92.0,93.0,90.0,72.0,72.0,72.0,71.0,63.0,60.0,75.0
420,93.0,90.0,72.0,72.0,72.0,71.0,63.0,60.0,75.0,91.0
421,90.0,72.0,72.0,72.0,71.0,63.0,60.0,75.0,91.0,101.0
422,4.0,5.0,5.0,5.0,8.0,10.0,10.0,17.0,21.0,23.0
423,5.0,5.0,5.0,8.0,10.0,10.0,17.0,21.0,23.0,25.0
424,5.0,5.0,8.0,10.0,10.0,17.0,21.0,23.0,25.0,25.0
425,5.0,8.0,10.0,10.0,17.0,21.0,23.0,25.0,25.0,29.0
426,8.0,10.0,10.0,17.0,21.0,23.0,25.0,25.0,29.0,34.0
427,10.0,10.0,17.0,21.0,23.0,25.0,25.0,29.0,34.0,36.0
428,10.0,17.0,21.0,23.0,25.0,25.0,29.0,34.0,36.0,37.0
429,17.0,21.0,23.0,25.0,25.0,29.0,34.0,36.0,37.0,41.0
430,78.0,55.0,54.0,47.0,41.0,41.0,35.0,29.0,29.0,20.0
431,55.0,54.0,47.0,41.0,41.0,35.0,29.0,29.0,20.0,14.0
432,54.0,47.0,41.0,41.0,35.0,29.0,29.0,20.0,14.0,18.0
433,47.0,41.0,41.0,35.0,29.0,29.0,20.0,14.0,18.0,23.0
434,41.0,41.0,35.0,29.0,29.0,20.0,14.0,18.0,23.0,28.0
435,41.0,35.0,29.0,29.0,20.0,14.0,18.0,23.0,28.0,34.0
436,35.0,29.0,29.0,20.0,14.0,18.0,23.0,28.0,34.0,50.0
437,29.0,29.0,20.0,14.0,18.0,23.0,28.0,34.0,50.0,58.0
438,23.0,22.0,24.0,15.0,14.0,16.0,17.0,19.0,24.0,34.0
439,22.0,24.0,15.0,14.0,16.0,17.0,19.0,24.0,34.0,39.0
440,24.0,15.0,14.0,16.0,17.0,19.0,24.0,34.0,39.0,42.0
441,15.0,14.0,16.0,17.0,19.0,24.0,34.0,39.0,42.0,44.0
442,14.0,16.0,17.0,19.0,24.0,34.0,39.0,42.0,44.0,46.0
443,16.0,17.0,19.0,24.0,34.0,39.0,42.0,44.0,46.0,49.0
444,17.0,19.0,24.0,34.0,39.0,42.0,44.0,46.0,49.0,45.0
445,19.0,24.0,34.0,39.0,42.0,44.0,46.0,49.0,45.0,49.0
446,18.0,23.0,22.0,18.0,21.0,28.0,34.0,34.0,35.0,38.0
447,23.0,22.0,18.0,21.0,28.0,34.0,34.0,35.0,38.0,46.0
448,22.0,18.0,21.0,28.0,34.0,34.0,35.0,38.0,46.0,46.0
449,18.0,21.0,28.0,34.0,34.0,35.0,38.0,46.0,46.0,101.0
450,9.0,7.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
451,69.0,72.0,97.0,98.0,82.0,70.0,60.0,57.0,54.0,55.0
452,72.0,97.0,98.0,82.0,70.0,60.0,57.0,54.0,55.0,50.0
453,97.0,98.0,82.0,70.0,60.0,57.0,54.0,55.0,50.0,43.0
454,98.0,82.0,70.0,60.0,57.0,54.0,55.0,50.0,43.0,38.0
455,82.0,70.0,60.0,57.0,54.0,55.0,50.0,43.0,38.0,32.0
456,70.0,60.0,57.0,54.0,55.0,50.0,43.0,38.0,32.0,32.0
457,60.0,57.0,54.0,55.0,50.0,43.0,38.0,32.0,32.0,31.0
