,diff_0,diff_1,diff_2,diff_3,diff_4,diff_5,diff_6,diff_7,diff_8,target
18077,77.0,77.0,75.0,67.0,67.0,70.0,69.0,71.0,68.0,69.0
18078,77.0,75.0,67.0,67.0,70.0,69.0,71.0,68.0,69.0,72.0
18079,75.0,67.0,67.0,70.0,69.0,71.0,68.0,69.0,72.0,70.0
18080,67.0,67.0,70.0,69.0,71.0,68.0,69.0,72.0,70.0,77.0
18081,67.0,70.0,69.0,71.0,68.0,69.0,72.0,70.0,77.0,77.0
18082,70.0,69.0,71.0,68.0,69.0,72.0,70.0,77.0,77.0,78.0
18083,69.0,71.0,68.0,69.0,72.0,70.0,77.0,77.0,78.0,80.0
18084,71.0,68.0,69.0,72.0,70.0,77.0,77.0,78.0,80.0,82.0
18085,68.0,69.0,72.0,70.0,77.0,77.0,78.0,80.0,82.0,85.0
18086,69.0,72.0,70.0,77.0,77.0,78.0,80.0,82.0,85.0,84.0
18087,72.0,70.0,77.0,77.0,78.0,80.0,82.0,85.0,84.0,84.0
18088,70.0,77.0,77.0,78.0,80.0,82.0,85.0,84.0,84.0,101.0
18089,94.0,89.0,84.0,88.0,82.0,70.0,72.0,59.0,56.0,60.0
18090,89.0,84.0,88.0,82.0,70.0,72.0,59.0,56.0,60.0,57.0
18091,84.0,88.0,82.0,70.0,72.0,59.0,56.0,60.0,57.0,55.0
18092,88.0,82.0,70.0,72.0,59.0,56.0,60.0,57.0,55.0,55.0
18093,82.0,70.0,72.0,59.0,56.0,60.0,57.0,55.0,55.0,64.0
18094,70.0,72.0,59.0,56.0,60.0,57.0,55.0,55.0,64.0,81.0
18095,72.0,59.0,56.0,60.0,57.0,55.0,55.0,64.0,81.0,98.0
18096,59.0,56.0,60.0,57.0,55.0,55.0,64.0,81.0,98.0,96.0
18097,56.0,60.0,57.0,55.0,55.0,64.0,81.0,98.0,96.0,98.0
18098,60.0,57.0,55.0,55.0,64.0,81.0,98.0,96.0,98.0,101.0
18099,68.0,65.0,56.0,56.0,57.0,61.0,51.0,67.0,77.0,86.0
18100,65.0,56.0,56.0,57.0,61.0,51.0,67.0,77.0,86.0,87.0
18101,56.0,56.0,57.0,61.0,51.0,67.0,77.0,86.0,87.0,95.0
18102,56.0,57.0,61.0,51.0,67.0,77.0,86.0,87.0,95.0,101.0
18103,73.0,70.0,68.0,62.0,61.0,56.0,52.0,52.0,51.0,51.0
18104,70.0,68.0,62.0,61.0,56.0,52.0,52.0,51.0,51.0,51.0
18105,68.0,62.0,61.0,56.0,52.0,52.0,51.0,51.0,51.0,47.0
18106,62.0,61.0,56.0,52.0,52.0,51.0,51.0,51.0,47.0,41.0
18107,61.0,56.0,52.0,52.0,51.0,51.0,51.0,47.0,41.0,47.0
18108,56.0,52.0,52.0,51.0,51.0,51.0,47.0,41.0,47.0,51.0
18109,52.0,52.0,51.0,51.0,51.0,47.0,41.0,47.0,51.0,51.0
18110,52.0,51.0,51.0,51.0,47.0,41.0,47.0,51.0,51.0,47.0
18111,51.0,51.0,51.0,47.0,41.0,47.0,51.0,51.0,47.0,49.0
18112,51.0,51.0,47.0,41.0,47.0,51.0,51.0,47.0,49.0,50.0
18113,51.0,47.0,41.0,47.0,51.0,51.0,47.0,49.0,50.0,48.0
18114,47.0,41.0,47.0,51.0,51.0,47.0,49.0,50.0,48.0,49.0
18115,41.0,47.0,51.0,51.0,47.0,49.0,50.0,48.0,49.0,101.0
18116,98.0,98.0,87.0,71.0,45.0,30.0,14.0,10.0,7.0,1.0
18117,98.0,87.0,71.0,45.0,30.0,14.0,10.0,7.0,1.0,1.0
18118,87.0,71.0,45.0,30.0,14.0,10.0,7.0,1.0,1.0,1.0
18119,71.0,45.0,30.0,14.0,10.0,7.0,1.0,1.0,1.0,2.0
18120,45.0,30.0,14.0,10.0,7.0,1.0,1.0,1.0,2.0,2.0
18121,30.0,14.0,10.0,7.0,1.0,1.0,1.0,2.0,2.0,2.0
18122,14.0,10.0,7.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0
18123,10.0,7.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0
18124,7.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0
18125,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0
18126,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0
18127,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0
18128,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0
18129,2.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,4.0
18130,2.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,4.0,7.0
18131,1.0,1.0,1.0,2.0,2.0,3.0,3.0,4.0,7.0,9.0
18132,1.0,1.0,2.0,2.0,3.0,3.0,4.0,7.0,9.0,10.0
18133,1.0,2.0,2.0,3.0,3.0,4.0,7.0,9.0,10.0,18.0
18134,2.0,2.0,3.0,3.0,4.0,7.0,9.0,10.0,18.0,18.0
18135,2.0,3.0,3.0,4.0,7.0,9.0,10.0,18.0,18.0,24.0
18136,3.0,3.0,4.0,7.0,9.0,10.0,18.0,18.0,24.0,29.0
18137,3.0,4.0,7.0,9.0,10.0,18.0,18.0,24.0,29.0,19.0
18138,4.0,7.0,9.0,10.0,18.0,18.0,24.0,29.0,19.0,25.0
18139,7.0,9.0,10.0,18.0,18.0,24.0,29.0,19.0,25.0,31.0
18140,9.0,10.0,18.0,18.0,24.0,29.0,19.0,25.0,31.0,36.0
18141,10.0,18.0,18.0,24.0,29.0,19.0,25.0,31.0,36.0,101.0
18142,12.0,35.0,62.0,59.0,43.0,44.0,53.0,46.0,18.0,15.0
18143,35.0,62.0,59.0,43.0,44.0,53.0,46.0,18.0,15.0,23.0
18144,62.0,59.0,43.0,44.0,53.0,46.0,18.0,15.0,23.0,35.0
18145,59.0,43.0,44.0,53.0,46.0,18.0,15.0,23.0,35.0,33.0
18146,43.0,44.0,53.0,46.0,18.0,15.0,23.0,35.0,33.0,31.0
18147,44.0,53.0,46.0,18.0,15.0,23.0,35.0,33.0,31.0,28.0
18148,53.0,46.0,18.0,15.0,23.0,35.0,33.0,31.0,28.0,25.0
18149,46.0,18.0,15.0,23.0,35.0,33.0,31.0,28.0,25.0,26.0
18150,18.0,15.0,23.0,35.0,33.0,31.0,28.0,25.0,26.0,29.0
18151,15.0,23.0,35.0,33.0,31.0,28.0,25.0,26.0,29.0,25.0
18152,23.0,35.0,33.0,31.0,28.0,25.0,26.0,29.0,25.0,25.0
18153,35.0,33.0,31.0,28.0,25.0,26.0,29.0,25.0,25.0,28.0
18154,33.0,31.0,28.0,25.0,26.0,29.0,25.0,25.0,28.0,32.0
18155,31.0,28.0,25.0,26.0,29.0,25.0,25.0,28.0,32.0,33.0
18156,28.0,25.0,26.0,29.0,25.0,25.0,28.0,32.0,33.0,39.0
18157,25.0,26.0,29.0,25.0,25.0,28.0,32.0,33.0,39.0,44.0
18158,26.0,29.0,25.0,25.0,28.0,32.0,33.0,39.0,44.0,38.0
18159,29.0,25.0,25.0,28.0,32.0,33.0,39.0,44.0,38.0,38.0
18160,25.0,25.0,28.0,32.0,33.0,39.0,44.0,38.0,38.0,39.0
18161,25.0,28.0,32.0,33.0,39.0,44.0,38.0,38.0,39.0,42.0
18162,28.0,32.0,33.0,39.0,44.0,38.0,38.0,39.0,42.0,46.0
18163,32.0,33.0,39.0,44.0,38.0,38.0,39.0,42.0,46.0,45.0
18164,33.0,39.0,44.0,38.0,38.0,39.0,42.0,46.0,45.0,101.0
18165,62.0,53.0,53.0,43.0,38.0,37.0,35.0,35.0,47.0,54.0
18166,53.0,53.0,43.0,38.0,37.0,35.0,35.0,47.0,54.0,60.0
18167,53.0,43.0,38.0,37.0,35.0,35.0,47.0,54.0,60.0,76.0
18168,43.0,38.0,37.0,35.0,35.0,47.0,54.0,60.0,76.0,93.0
18169,38.0,37.0,35.0,35.0,47.0,54.0,60.0,76.0,93.0,95.0
18170,37.0,35.0,35.0,47.0,54.0,60.0,76.0,93.0,95.0,100.0
18171,35.0,35.0,47.0,54.0,60.0,76.0,93.0,95.0,100.0,101.0
18172,76.0,62.0,49.0,37.0,35.0,29.0,28.0,19.0,19.0,18.0
18173,62.0,49.0,37.0,35.0,29.0,28.0,19.0,19.0,18.0,18.0
18174,49.0,37.0,35.0,29.0,28.0,19.0,19.0,18.0,18.0,20.0
18175,37.0,35.0,29.0,28.0,19.0,19.0,18.0,18.0,20.0,22.0
18176,35.0,29.0,28.0,19.0,19.0,18.0,18.0,20.0,22.0,22.0
18177,29.0,28.0,19.0,19.0,18.0,18.0,20.0,22.0,22.0,27.0
18178,28.0,19.0,19.0,18.0,18.0,20.0,22.0,22.0,27.0,38.0
18179,19.0,19.0,18.0,18.0,20.0,22.0,22.0,27.0,38.0,51.0
18180,19.0,18.0,18.0,20.0,22.0,22.0,27.0,38.0,51.0,60.0
18181,18.0,18.0,20.0,22.0,22.0,27.0,38.0,51.0,60.0,57.0
18182,18.0,20.0,22.0,22.0,27.0,38.0,51.0,60.0,57.0,63.0
18183,20.0,22.0,22.0,27.0,38.0,51.0,60.0,57.0,63.0,101.0
18184,70.0,64.0,54.0,40.0,34.0,29.0,29.0,32.0,32.0,37.0
18185,64.0,54.0,40.0,34.0,29.0,29.0,32.0,32.0,37.0,47.0
18186,54.0,40.0,34.0,29.0,29.0,32.0,32.0,37.0,47.0,49.0
18187,40.0,34.0,29.0,29.0,32.0,32.0,37.0,47.0,49.0,52.0
18188,34.0,29.0,29.0,32.0,32.0,37.0,47.0,49.0,52.0,60.0
18189,29.0,29.0,32.0,32.0,37.0,47.0,49.0,52.0,60.0,76.0
18190,29.0,32.0,32.0,37.0,47.0,49.0,52.0,60.0,76.0,80.0
18191,32.0,32.0,37.0,47.0,49.0,52.0,60.0,76.0,80.0,89.0
18192,32.0,37.0,47.0,49.0,52.0,60.0,76.0,80.0,89.0,97.0
18193,37.0,47.0,49.0,52.0,60.0,76.0,80.0,89.0,97.0,98.0
18194,47.0,49.0,52.0,60.0,76.0,80.0,89.0,97.0,98.0,100.0
18195,49.0,52.0,60.0,76.0,80.0,89.0,97.0,98.0,100.0,101.0
18196,65.0,60.0,60.0,60.0,58.0,55.0,52.0,54.0,66.0,79.0
18197,60.0,60.0,60.0,58.0,55.0,52.0,54.0,66.0,79.0,83.0
18198,60.0,60.0,58.0,55.0,52.0,54.0,66.0,79.0,83.0,83.0
18199,60.0,58.0,55.0,52.0,54.0,66.0,79.0,83.0,83.0,89.0
18200,58.0,55.0,52.0,54.0,66.0,79.0,83.0,83.0,89.0,95.0
18201,55.0,52.0,54.0,66.0,79.0,83.0,83.0,89.0,95.0,101.0
18202,84.0,67.0,64.0,51.0,39.0,39.0,36.0,35.0,32.0,30.0
18203,67.0,64.0,51.0,39.0,39.0,36.0,35.0,32.0,30.0,36.0
18204,64.0,51.0,39.0,39.0,36.0,35.0,32.0,30.0,36.0,44.0
18205,51.0,39.0,39.0,36.0,35.0,32.0,30.0,36.0,44.0,50.0
18206,39.0,39.0,36.0,35.0,32.0,30.0,36.0,44.0,50.0,50.0
18207,39.0,36.0,35.0,32.0,30.0,36.0,44.0,50.0,50.0,52.0
18208,36.0,35.0,32.0,30.0,36.0,44.0,50.0,50.0,52.0,63.0
18209,35.0,32.0,30.0,36.0,44.0,50.0,50.0,52.0,63.0,81.0
18210,32.0,30.0,36.0,44.0,50.0,50.0,52.0,63.0,81.0,88.0
18211,30.0,36.0,44.0,50.0,50.0,52.0,63.0,81.0,88.0,100.0
18212,36.0,44.0,50.0,50.0,52.0,63.0,81.0,88.0,100.0,101.0
18213,76.0,53.0,42.0,29.0,23.0,23.0,18.0,12.0,9.0,8.0
18214,53.0,42.0,29.0,23.0,23.0,18.0,12.0,9.0,8.0,5.0
18215,42.0,29.0,23.0,23.0,18.0,12.0,9.0,8.0,5.0,4.0
18216,29.0,23.0,23.0,18.0,12.0,9.0,8.0,5.0,4.0,3.0
18217,23.0,23.0,18.0,12.0,9.0,8.0,5.0,4.0,3.0,3.0
18218,23.0,18.0,12.0,9.0,8.0,5.0,4.0,3.0,3.0,1.0
18219,18.0,12.0,9.0,8.0,5.0,4.0,3.0,3.0,1.0,1.0
18220,12.0,9.0,8.0,5.0,4.0,3.0,3.0,1.0,1.0,1.0
18221,9.0,8.0,5.0,4.0,3.0,3.0,1.0,1.0,1.0,1.0
18222,8.0,5.0,4.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0
18223,5.0,4.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0
18224,4.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
18225,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0
18226,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0
18227,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0
18228,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,3.0
18229,1.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0
18230,1.0,1.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,6.0
18231,1.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,6.0,11.0
18232,1.0,2.0,3.0,3.0,3.0,3.0,3.0,6.0,11.0,12.0
18233,2.0,3.0,3.0,3.0,3.0,3.0,6.0,11.0,12.0,14.0
18234,3.0,3.0,3.0,3.0,3.0,6.0,11.0,12.0,14.0,18.0
18235,3.0,3.0,3.0,3.0,6.0,11.0,12.0,14.0,18.0,21.0
18236,3.0,3.0,3.0,6.0,11.0,12.0,14.0,18.0,21.0,23.0
18237,3.0,3.0,6.0,11.0,12.0,14.0,18.0,21.0,23.0,24.0
18238,3.0,6.0,11.0,12.0,14.0,18.0,21.0,23.0,24.0,25.0
18239,6.0,11.0,12.0,14.0,18.0,21.0,23.0,24.0,25.0,28.0
18240,11.0,12.0,14.0,18.0,21.0,23.0,24.0,25.0,28.0,35.0
18241,12.0,14.0,18.0,21.0,23.0,24.0,25.0,28.0,35.0,37.0
18242,14.0,18.0,21.0,23.0,24.0,25.0,28.0,35.0,37.0,38.0
18243,18.0,21.0,23.0,24.0,25.0,28.0,35.0,37.0,38.0,47.0
18244,21.0,23.0,24.0,25.0,28.0,35.0,37.0,38.0,47.0,46.0
18245,23.0,24.0,25.0,28.0,35.0,37.0,38.0,47.0,46.0,101.0
18246,58.0,53.0,40.0,40.0,30.0,25.0,21.0,20.0,20.0,20.0
18247,53.0,40.0,40.0,30.0,25.0,21.0,20.0,20.0,20.0,20.0
18248,40.0,40.0,30.0,25.0,21.0,20.0,20.0,20.0,20.0,27.0
18249,40.0,30.0,25.0,21.0,20.0,20.0,20.0,20.0,27.0,25.0
18250,30.0,25.0,21.0,20.0,20.0,20.0,20.0,27.0,25.0,31.0
18251,25.0,21.0,20.0,20.0,20.0,20.0,27.0,25.0,31.0,36.0
18252,21.0,20.0,20.0,20.0,20.0,27.0,25.0,31.0,36.0,42.0
18253,20.0,20.0,20.0,20.0,27.0,25.0,31.0,36.0,42.0,62.0
18254,20.0,20.0,20.0,27.0,25.0,31.0,36.0,42.0,62.0,80.0
18255,20.0,20.0,27.0,25.0,31.0,36.0,42.0,62.0,80.0,87.0
18256,20.0,27.0,25.0,31.0,36.0,42.0,62.0,80.0,87.0,90.0
18257,27.0,25.0,31.0,36.0,42.0,62.0,80.0,87.0,90.0,101.0
18258,97.0,85.0,74.0,63.0,57.0,49.0,25.0,32.0,32.0,32.0
18259,85.0,74.0,63.0,57.0,49.0,25.0,32.0,32.0,32.0,35.0
18260,74.0,63.0,57.0,49.0,25.0,32.0,32.0,32.0,35.0,35.0
18261,63.0,57.0,49.0,25.0,32.0,32.0,32.0,35.0,35.0,44.0
18262,57.0,49.0,25.0,32.0,32.0,32.0,35.0,35.0,44.0,53.0
18263,49.0,25.0,32.0,32.0,32.0,35.0,35.0,44.0,53.0,66.0
18264,25.0,32.0,32.0,32.0,35.0,35.0,44.0,53.0,66.0,64.0
18265,32.0,32.0,32.0,35.0,35.0,44.0,53.0,66.0,64.0,75.0
18266,32.0,32.0,35.0,35.0,44.0,53.0,66.0,64.0,75.0,81.0
18267,32.0,35.0,35.0,44.0,53.0,66.0,64.0,75.0,81.0,75.0
18268,35.0,35.0,44.0,53.0,66.0,64.0,75.0,81.0,75.0,101.0
18269,88.0,96.0,83.0,70.0,56.0,37.0,18.0,7.0,4.0,3.0
18270,96.0,83.0,70.0,56.0,37.0,18.0,7.0,4.0,3.0,2.0
18271,83.0,70.0,56.0,37.0,18.0,7.0,4.0,3.0,2.0,1.0
18272,70.0,56.0,37.0,18.0,7.0,4.0,3.0,2.0,1.0,1.0
18273,56.0,37.0,18.0,7.0,4.0,3.0,2.0,1.0,1.0,1.0
18274,37.0,18.0,7.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0
18275,18.0,7.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0
18276,7.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
18277,4.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
18278,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
18279,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0
18280,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0
18281,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0
18282,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0
18283,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,5.0
18284,1.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,5.0,11.0
18285,1.0,1.0,2.0,2.0,2.0,3.0,3.0,5.0,11.0,13.0
18286,1.0,2.0,2.0,2.0,3.0,3.0,5.0,11.0,13.0,16.0
18287,2.0,2.0,2.0,3.0,3.0,5.0,11.0,13.0,16.0,17.0
18288,2.0,2.0,3.0,3.0,5.0,11.0,13.0,16.0,17.0,20.0
18289,2.0,3.0,3.0,5.0,11.0,13.0,16.0,17.0,20.0,22.0
18290,3.0,3.0,5.0,11.0,13.0,16.0,17.0,20.0,22.0,30.0
18291,3.0,5.0,11.0,13.0,16.0,17.0,20.0,22.0,30.0,33.0
18292,5.0,11.0,13.0,16.0,17.0,20.0,22.0,30.0,33.0,35.0
18293,11.0,13.0,16.0,17.0,20.0,22.0,30.0,33.0,35.0,39.0
18294,13.0,16.0,17.0,20.0,22.0,30.0,33.0,35.0,39.0,41.0
18295,16.0,17.0,20.0,22.0,30.0,33.0,35.0,39.0,41.0,44.0
18296,17.0,20.0,22.0,30.0,33.0,35.0,39.0,41.0,44.0,45.0
18297,20.0,22.0,30.0,33.0,35.0,39.0,41.0,44.0,45.0,48.0
18298,22.0,30.0,33.0,35.0,39.0,41.0,44.0,45.0,48.0,44.0
18299,30.0,33.0,35.0,39.0,41.0,44.0,45.0,48.0,44.0,101.0
18300,75.0,63.0,50.0,35.0,18.0,11.0,7.0,6.0,3.0,3.0
18301,63.0,50.0,35.0,18.0,11.0,7.0,6.0,3.0,3.0,3.0
18302,50.0,35.0,18.0,11.0,7.0,6.0,3.0,3.0,3.0,3.0
18303,35.0,18.0,11.0,7.0,6.0,3.0,3.0,3.0,3.0,3.0
18304,18.0,11.0,7.0,6.0,3.0,3.0,3.0,3.0,3.0,4.0
18305,11.0,7.0,6.0,3.0,3.0,3.0,3.0,3.0,4.0,6.0
18306,7.0,6.0,3.0,3.0,3.0,3.0,3.0,4.0,6.0,7.0
18307,6.0,3.0,3.0,3.0,3.0,3.0,4.0,6.0,7.0,9.0
18308,3.0,3.0,3.0,3.0,3.0,4.0,6.0,7.0,9.0,12.0
18309,3.0,3.0,3.0,3.0,4.0,6.0,7.0,9.0,12.0,17.0
18310,3.0,3.0,3.0,4.0,6.0,7.0,9.0,12.0,17.0,26.0
18311,3.0,3.0,4.0,6.0,7.0,9.0,12.0,17.0,26.0,32.0
18312,3.0,4.0,6.0,7.0,9.0,12.0,17.0,26.0,32.0,30.0
18313,4.0,6.0,7.0,9.0,12.0,17.0,26.0,32.0,30.0,33.0
18314,6.0,7.0,9.0,12.0,17.0,26.0,32.0,30.0,33.0,38.0
18315,7.0,9.0,12.0,17.0,26.0,32.0,30.0,33.0,38.0,49.0
18316,9.0,12.0,17.0,26.0,32.0,30.0,33.0,38.0,49.0,101.0
18317,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0
18318,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,4.0
18319,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,4.0,4.0
18320,1.0,1.0,1.0,1.0,1.0,2.0,4.0,4.0,4.0,5.0
18321,1.0,1.0,1.0,1.0,2.0,4.0,4.0,4.0,5.0,6.0
18322,1.0,1.0,1.0,2.0,4.0,4.0,4.0,5.0,6.0,8.0
18323,1.0,1.0,2.0,4.0,4.0,4.0,5.0,6.0,8.0,7.0
18324,1.0,2.0,4.0,4.0,4.0,5.0,6.0,8.0,7.0,12.0
18325,2.0,4.0,4.0,4.0,5.0,6.0,8.0,7.0,12.0,13.0
18326,4.0,4.0,4.0,5.0,6.0,8.0,7.0,12.0,13.0,19.0
18327,4.0,4.0,5.0,6.0,8.0,7.0,12.0,13.0,19.0,23.0
18328,4.0,5.0,6.0,8.0,7.0,12.0,13.0,19.0,23.0,23.0
18329,5.0,6.0,8.0,7.0,12.0,13.0,19.0,23.0,23.0,29.0
18330,6.0,8.0,7.0,12.0,13.0,19.0,23.0,23.0,29.0,37.0
18331,8.0,7.0,12.0,13.0,19.0,23.0,23.0,29.0,37.0,42.0
18332,7.0,12.0,13.0,19.0,23.0,23.0,29.0,37.0,42.0,47.0
18333,12.0,13.0,19.0,23.0,23.0,29.0,37.0,42.0,47.0,101.0
18334,92.0,84.0,91.0,86.0,83.0,93.0,91.0,87.0,83.0,74.0
18335,84.0,91.0,86.0,83.0,93.0,91.0,87.0,83.0,74.0,85.0
18336,91.0,86.0,83.0,93.0,91.0,87.0,83.0,74.0,85.0,75.0
18337,86.0,83.0,93.0,91.0,87.0,83.0,74.0,85.0,75.0,82.0
18338,83.0,93.0,91.0,87.0,83.0,74.0,85.0,75.0,82.0,84.0
18339,93.0,91.0,87.0,83.0,74.0,85.0,75.0,82.0,84.0,83.0
18340,91.0,87.0,83.0,74.0,85.0,75.0,82.0,84.0,83.0,101.0
18341,72.0,43.0,29.0,23.0,11.0,11.0,9.0,8.0,13.0,11.0
18342,43.0,29.0,23.0,11.0,11.0,9.0,8.0,13.0,11.0,9.0
18343,29.0,23.0,11.0,11.0,9.0,8.0,13.0,11.0,9.0,10.0
18344,23.0,11.0,11.0,9.0,8.0,13.0,11.0,9.0,10.0,10.0
18345,11.0,11.0,9.0,8.0,13.0,11.0,9.0,10.0,10.0,10.0
18346,11.0,9.0,8.0,13.0,11.0,9.0,10.0,10.0,10.0,11.0
18347,9.0,8.0,13.0,11.0,9.0,10.0,10.0,10.0,11.0,12.0
18348,8.0,13.0,11.0,9.0,10.0,10.0,10.0,11.0,12.0,13.0
18349,13.0,11.0,9.0,10.0,10.0,10.0,11.0,12.0,13.0,15.0
18350,11.0,9.0,10.0,10.0,10.0,11.0,12.0,13.0,15.0,17.0
18351,9.0,10.0,10.0,10.0,11.0,12.0,13.0,15.0,17.0,16.0
18352,10.0,10.0,10.0,11.0,12.0,13.0,15.0,17.0,16.0,20.0
18353,10.0,10.0,11.0,12.0,13.0,15.0,17.0,16.0,20.0,20.0
18354,10.0,11.0,12.0,13.0,15.0,17.0,16.0,20.0,20.0,19.0
18355,11.0,12.0,13.0,15.0,17.0,16.0,20.0,20.0,19.0,20.0
18356,12.0,13.0,15.0,17.0,16.0,20.0,20.0,19.0,20.0,24.0
18357,13.0,15.0,17.0,16.0,20.0,20.0,19.0,20.0,24.0,28.0
18358,15.0,17.0,16.0,20.0,20.0,19.0,20.0,24.0,28.0,34.0
18359,17.0,16.0,20.0,20.0,19.0,20.0,24.0,28.0,34.0,34.0
18360,16.0,20.0,20.0,19.0,20.0,24.0,28.0,34.0,34.0,36.0
18361,20.0,20.0,19.0,20.0,24.0,28.0,34.0,34.0,36.0,48.0
18362,20.0,19.0,20.0,24.0,28.0,34.0,34.0,36.0,48.0,101.0
18363,58.0,37.0,34.0,32.0,22.0,18.0,20.0,23.0,24.0,26.0
18364,37.0,34.0,32.0,22.0,18.0,20.0,23.0,24.0,26.0,24.0
18365,34.0,32.0,22.0,18.0,20.0,23.0,24.0,26.0,24.0,26.0
18366,32.0,22.0,18.0,20.0,23.0,24.0,26.0,24.0,26.0,31.0
18367,22.0,18.0,20.0,23.0,24.0,26.0,24.0,26.0,31.0,35.0
18368,18.0,20.0,23.0,24.0,26.0,24.0,26.0,31.0,35.0,31.0
18369,20.0,23.0,24.0,26.0,24.0,26.0,31.0,35.0,31.0,36.0
18370,23.0,24.0,26.0,24.0,26.0,31.0,35.0,31.0,36.0,43.0
18371,24.0,26.0,24.0,26.0,31.0,35.0,31.0,36.0,43.0,46.0
18372,26.0,24.0,26.0,31.0,35.0,31.0,36.0,43.0,46.0,50.0
18373,24.0,26.0,31.0,35.0,31.0,36.0,43.0,46.0,50.0,51.0
18374,26.0,31.0,35.0,31.0,36.0,43.0,46.0,50.0,51.0,46.0
18375,31.0,35.0,31.0,36.0,43.0,46.0,50.0,51.0,46.0,49.0
18376,35.0,31.0,36.0,43.0,46.0,50.0,51.0,46.0,49.0,50.0
18377,31.0,36.0,43.0,46.0,50.0,51.0,46.0,49.0,50.0,101.0
18378,96.0,98.0,89.0,80.0,83.0,87.0,81.0,82.0,74.0,78.0
18379,98.0,89.0,80.0,83.0,87.0,81.0,82.0,74.0,78.0,80.0
18380,89.0,80.0,83.0,87.0,81.0,82.0,74.0,78.0,80.0,72.0
18381,80.0,83.0,87.0,81.0,82.0,74.0,78.0,80.0,72.0,63.0
18382,83.0,87.0,81.0,82.0,74.0,78.0,80.0,72.0,63.0,60.0
18383,87.0,81.0,82.0,74.0,78.0,80.0,72.0,63.0,60.0,60.0
18384,81.0,82.0,74.0,78.0,80.0,72.0,63.0,60.0,60.0,57.0
18385,82.0,74.0,78.0,80.0,72.0,63.0,60.0,60.0,57.0,52.0
18386,74.0,78.0,80.0,72.0,63.0,60.0,60.0,57.0,52.0,53.0
18387,78.0,80.0,72.0,63.0,60.0,60.0,57.0,52.0,53.0,47.0
18388,80.0,72.0,63.0,60.0,60.0,57.0,52.0,53.0,47.0,53.0
18389,72.0,63.0,60.0,60.0,57.0,52.0,53.0,47.0,53.0,52.0
18390,63.0,60.0,60.0,57.0,52.0,53.0,47.0,53.0,52.0,101.0
18391,96.0,87.0,80.0,70.0,70.0,82.0,90.0,95.0,97.0,97.0
18392,87.0,80.0,70.0,70.0,82.0,90.0,95.0,97.0,97.0,101.0
18393,86.0,81.0,73.0,66.0,55.0,48.0,43.0,39.0,40.0,40.0
18394,81.0,73.0,66.0,55.0,48.0,43.0,39.0,40.0,40.0,38.0
18395,73.0,66.0,55.0,48.0,43.0,39.0,40.0,40.0,38.0,42.0
18396,66.0,55.0,48.0,43.0,39.0,40.0,40.0,38.0,42.0,42.0
18397,55.0,48.0,43.0,39.0,40.0,40.0,38.0,42.0,42.0,46.0
18398,48.0,43.0,39.0,40.0,40.0,38.0,42.0,42.0,46.0,54.0
18399,43.0,39.0,40.0,40.0,38.0,42.0,42.0,46.0,54.0,54.0
18400,39.0,40.0,40.0,38.0,42.0,42.0,46.0,54.0,54.0,60.0
