,diff_0,diff_1,diff_2,target
151,68.0,48.0,51.0,59.0
152,48.0,51.0,59.0,58.0
153,51.0,59.0,58.0,53.0
154,59.0,58.0,53.0,78.0
155,58.0,53.0,78.0,90.0
156,53.0,78.0,90.0,91.0
157,78.0,90.0,91.0,97.0
158,90.0,91.0,97.0,101.0
159,64.0,70.0,61.0,57.0
160,70.0,61.0,57.0,63.0
161,61.0,57.0,63.0,63.0
162,57.0,63.0,63.0,63.0
163,63.0,63.0,63.0,71.0
164,63.0,63.0,71.0,73.0
165,63.0,71.0,73.0,101.0
166,81.0,83.0,87.0,83.0
167,83.0,87.0,83.0,99.0
168,87.0,83.0,99.0,99.0
169,83.0,99.0,99.0,101.0
170,94.0,74.0,72.0,65.0
171,74.0,72.0,65.0,61.0
172,72.0,65.0,61.0,62.0
173,65.0,61.0,62.0,61.0
174,61.0,62.0,61.0,66.0
175,62.0,61.0,66.0,54.0
176,61.0,66.0,54.0,65.0
177,66.0,54.0,65.0,81.0
178,54.0,65.0,81.0,99.0
179,65.0,81.0,99.0,101.0
180,34.0,34.0,32.0,29.0
181,34.0,32.0,29.0,34.0
182,32.0,29.0,34.0,33.0
183,29.0,34.0,33.0,33.0
184,34.0,33.0,33.0,30.0
185,33.0,33.0,30.0,33.0
186,33.0,30.0,33.0,40.0
187,30.0,33.0,40.0,47.0
188,33.0,40.0,47.0,101.0
189,47.0,29.0,50.0,44.0
190,29.0,50.0,44.0,101.0
191,63.0,47.0,43.0,41.0
192,47.0,43.0,41.0,26.0
193,43.0,41.0,26.0,22.0
194,41.0,26.0,22.0,22.0
195,26.0,22.0,22.0,18.0
196,22.0,22.0,18.0,14.0
197,22.0,18.0,14.0,11.0
198,18.0,14.0,11.0,10.0
199,14.0,11.0,10.0,9.0
200,11.0,10.0,9.0,10.0
201,10.0,9.0,10.0,9.0
202,9.0,10.0,9.0,9.0
203,10.0,9.0,9.0,9.0
204,9.0,9.0,9.0,11.0
205,54.0,42.0,61.0,48.0
206,15.0,15.0,21.0,24.0
207,15.0,21.0,24.0,24.0
208,21.0,24.0,24.0,27.0
209,24.0,24.0,27.0,32.0
210,24.0,27.0,32.0,35.0
211,27.0,32.0,35.0,42.0
212,32.0,35.0,42.0,42.0
