,diff_0,diff_1,diff_2,diff_3,diff_4,diff_5,diff_6,diff_7,diff_8,diff_9,target
7410,89.0,88.0,78.0,75.0,65.0,65.0,58.0,54.0,51.0,44.0,45.0
7411,88.0,78.0,75.0,65.0,65.0,58.0,54.0,51.0,44.0,45.0,40.0
7412,78.0,75.0,65.0,65.0,58.0,54.0,51.0,44.0,45.0,40.0,44.0
7413,75.0,65.0,65.0,58.0,54.0,51.0,44.0,45.0,40.0,44.0,49.0
7414,65.0,65.0,58.0,54.0,51.0,44.0,45.0,40.0,44.0,49.0,53.0
7415,65.0,58.0,54.0,51.0,44.0,45.0,40.0,44.0,49.0,53.0,64.0
7416,58.0,54.0,51.0,44.0,45.0,40.0,44.0,49.0,53.0,64.0,67.0
7417,54.0,51.0,44.0,45.0,40.0,44.0,49.0,53.0,64.0,67.0,101.0
7418,60.0,51.0,32.0,28.0,26.0,26.0,30.0,33.0,35.0,39.0,44.0
7419,51.0,32.0,28.0,26.0,26.0,30.0,33.0,35.0,39.0,44.0,52.0
7420,32.0,28.0,26.0,26.0,30.0,33.0,35.0,39.0,44.0,52.0,55.0
7421,28.0,26.0,26.0,30.0,33.0,35.0,39.0,44.0,52.0,55.0,62.0
7422,26.0,26.0,30.0,33.0,35.0,39.0,44.0,52.0,55.0,62.0,67.0
7423,26.0,30.0,33.0,35.0,39.0,44.0,52.0,55.0,62.0,67.0,72.0
7424,30.0,33.0,35.0,39.0,44.0,52.0,55.0,62.0,67.0,72.0,77.0
7425,33.0,35.0,39.0,44.0,52.0,55.0,62.0,67.0,72.0,77.0,86.0
7426,35.0,39.0,44.0,52.0,55.0,62.0,67.0,72.0,77.0,86.0,99.0
7427,39.0,44.0,52.0,55.0,62.0,67.0,72.0,77.0,86.0,99.0,101.0
7428,73.0,70.0,65.0,63.0,57.0,57.0,68.0,66.0,71.0,86.0,94.0
7429,70.0,65.0,63.0,57.0,57.0,68.0,66.0,71.0,86.0,94.0,101.0
7430,38.0,37.0,39.0,42.0,49.0,52.0,54.0,57.0,65.0,73.0,86.0
7431,37.0,39.0,42.0,49.0,52.0,54.0,57.0,65.0,73.0,86.0,97.0
7432,39.0,42.0,49.0,52.0,54.0,57.0,65.0,73.0,86.0,97.0,95.0
7433,42.0,49.0,52.0,54.0,57.0,65.0,73.0,86.0,97.0,95.0,97.0
7434,49.0,52.0,54.0,57.0,65.0,73.0,86.0,97.0,95.0,97.0,101.0
7435,67.0,67.0,62.0,55.0,50.0,54.0,49.0,47.0,44.0,42.0,42.0
7436,67.0,62.0,55.0,50.0,54.0,49.0,47.0,44.0,42.0,42.0,40.0
7437,62.0,55.0,50.0,54.0,49.0,47.0,44.0,42.0,42.0,40.0,35.0
7438,55.0,50.0,54.0,49.0,47.0,44.0,42.0,42.0,40.0,35.0,31.0
7439,50.0,54.0,49.0,47.0,44.0,42.0,42.0,40.0,35.0,31.0,30.0
7440,54.0,49.0,47.0,44.0,42.0,42.0,40.0,35.0,31.0,30.0,29.0
7441,49.0,47.0,44.0,42.0,42.0,40.0,35.0,31.0,30.0,29.0,29.0
7442,47.0,44.0,42.0,42.0,40.0,35.0,31.0,30.0,29.0,29.0,29.0
7443,44.0,42.0,42.0,40.0,35.0,31.0,30.0,29.0,29.0,29.0,37.0
7444,42.0,42.0,40.0,35.0,31.0,30.0,29.0,29.0,29.0,37.0,33.0
7445,42.0,40.0,35.0,31.0,30.0,29.0,29.0,29.0,37.0,33.0,34.0
7446,40.0,35.0,31.0,30.0,29.0,29.0,29.0,37.0,33.0,34.0,50.0
7447,35.0,31.0,30.0,29.0,29.0,29.0,37.0,33.0,34.0,50.0,101.0
7448,93.0,86.0,75.0,70.0,63.0,62.0,57.0,53.0,52.0,50.0,48.0
7449,86.0,75.0,70.0,63.0,62.0,57.0,53.0,52.0,50.0,48.0,46.0
7450,75.0,70.0,63.0,62.0,57.0,53.0,52.0,50.0,48.0,46.0,50.0
7451,70.0,63.0,62.0,57.0,53.0,52.0,50.0,48.0,46.0,50.0,58.0
7452,63.0,62.0,57.0,53.0,52.0,50.0,48.0,46.0,50.0,58.0,61.0
7453,62.0,57.0,53.0,52.0,50.0,48.0,46.0,50.0,58.0,61.0,74.0
7454,57.0,53.0,52.0,50.0,48.0,46.0,50.0,58.0,61.0,74.0,73.0
7455,53.0,52.0,50.0,48.0,46.0,50.0,58.0,61.0,74.0,73.0,78.0
7456,52.0,50.0,48.0,46.0,50.0,58.0,61.0,74.0,73.0,78.0,83.0
7457,50.0,48.0,46.0,50.0,58.0,61.0,74.0,73.0,78.0,83.0,84.0
7458,48.0,46.0,50.0,58.0,61.0,74.0,73.0,78.0,83.0,84.0,101.0
7459,87.0,82.0,71.0,60.0,52.0,46.0,39.0,32.0,25.0,17.0,13.0
7460,82.0,71.0,60.0,52.0,46.0,39.0,32.0,25.0,17.0,13.0,10.0
7461,71.0,60.0,52.0,46.0,39.0,32.0,25.0,17.0,13.0,10.0,5.0
7462,60.0,52.0,46.0,39.0,32.0,25.0,17.0,13.0,10.0,5.0,2.0
7463,52.0,46.0,39.0,32.0,25.0,17.0,13.0,10.0,5.0,2.0,1.0
7464,46.0,39.0,32.0,25.0,17.0,13.0,10.0,5.0,2.0,1.0,2.0
7465,39.0,32.0,25.0,17.0,13.0,10.0,5.0,2.0,1.0,2.0,5.0
7466,32.0,25.0,17.0,13.0,10.0,5.0,2.0,1.0,2.0,5.0,7.0
7467,25.0,17.0,13.0,10.0,5.0,2.0,1.0,2.0,5.0,7.0,13.0
7468,17.0,13.0,10.0,5.0,2.0,1.0,2.0,5.0,7.0,13.0,17.0
7469,13.0,10.0,5.0,2.0,1.0,2.0,5.0,7.0,13.0,17.0,23.0
7470,10.0,5.0,2.0,1.0,2.0,5.0,7.0,13.0,17.0,23.0,30.0
7471,5.0,2.0,1.0,2.0,5.0,7.0,13.0,17.0,23.0,30.0,36.0
7472,2.0,1.0,2.0,5.0,7.0,13.0,17.0,23.0,30.0,36.0,43.0
7473,1.0,2.0,5.0,7.0,13.0,17.0,23.0,30.0,36.0,43.0,47.0
7474,2.0,5.0,7.0,13.0,17.0,23.0,30.0,36.0,43.0,47.0,63.0
7475,5.0,7.0,13.0,17.0,23.0,30.0,36.0,43.0,47.0,63.0,63.0
7476,7.0,13.0,17.0,23.0,30.0,36.0,43.0,47.0,63.0,63.0,71.0
7477,13.0,17.0,23.0,30.0,36.0,43.0,47.0,63.0,63.0,71.0,77.0
7478,17.0,23.0,30.0,36.0,43.0,47.0,63.0,63.0,71.0,77.0,95.0
7479,23.0,30.0,36.0,43.0,47.0,63.0,63.0,71.0,77.0,95.0,101.0
7480,35.0,33.0,33.0,28.0,24.0,19.0,21.0,19.0,16.0,20.0,22.0
7481,33.0,33.0,28.0,24.0,19.0,21.0,19.0,16.0,20.0,22.0,24.0
7482,33.0,28.0,24.0,19.0,21.0,19.0,16.0,20.0,22.0,24.0,23.0
7483,28.0,24.0,19.0,21.0,19.0,16.0,20.0,22.0,24.0,23.0,36.0
7484,24.0,19.0,21.0,19.0,16.0,20.0,22.0,24.0,23.0,36.0,39.0
7485,19.0,21.0,19.0,16.0,20.0,22.0,24.0,23.0,36.0,39.0,42.0
7486,21.0,19.0,16.0,20.0,22.0,24.0,23.0,36.0,39.0,42.0,49.0
7487,19.0,16.0,20.0,22.0,24.0,23.0,36.0,39.0,42.0,49.0,51.0
7488,16.0,20.0,22.0,24.0,23.0,36.0,39.0,42.0,49.0,51.0,55.0
7489,20.0,22.0,24.0,23.0,36.0,39.0,42.0,49.0,51.0,55.0,57.0
7490,22.0,24.0,23.0,36.0,39.0,42.0,49.0,51.0,55.0,57.0,101.0
7491,84.0,72.0,67.0,55.0,46.0,43.0,43.0,48.0,54.0,66.0,95.0
7492,72.0,67.0,55.0,46.0,43.0,43.0,48.0,54.0,66.0,95.0,101.0
7493,95.0,69.0,54.0,54.0,47.0,55.0,45.0,38.0,25.0,28.0,29.0
7494,69.0,54.0,54.0,47.0,55.0,45.0,38.0,25.0,28.0,29.0,27.0
7495,54.0,54.0,47.0,55.0,45.0,38.0,25.0,28.0,29.0,27.0,17.0
7496,54.0,47.0,55.0,45.0,38.0,25.0,28.0,29.0,27.0,17.0,19.0
7497,47.0,55.0,45.0,38.0,25.0,28.0,29.0,27.0,17.0,19.0,14.0
7498,55.0,45.0,38.0,25.0,28.0,29.0,27.0,17.0,19.0,14.0,10.0
7499,45.0,38.0,25.0,28.0,29.0,27.0,17.0,19.0,14.0,10.0,10.0
7500,38.0,25.0,28.0,29.0,27.0,17.0,19.0,14.0,10.0,10.0,9.0
7501,25.0,28.0,29.0,27.0,17.0,19.0,14.0,10.0,10.0,9.0,8.0
7502,28.0,29.0,27.0,17.0,19.0,14.0,10.0,10.0,9.0,8.0,8.0
7503,29.0,27.0,17.0,19.0,14.0,10.0,10.0,9.0,8.0,8.0,8.0
7504,27.0,17.0,19.0,14.0,10.0,10.0,9.0,8.0,8.0,8.0,7.0
7505,17.0,19.0,14.0,10.0,10.0,9.0,8.0,8.0,8.0,7.0,7.0
7506,19.0,14.0,10.0,10.0,9.0,8.0,8.0,8.0,7.0,7.0,8.0
7507,14.0,10.0,10.0,9.0,8.0,8.0,8.0,7.0,7.0,8.0,12.0
7508,10.0,10.0,9.0,8.0,8.0,8.0,7.0,7.0,8.0,12.0,13.0
7509,10.0,9.0,8.0,8.0,8.0,7.0,7.0,8.0,12.0,13.0,16.0
7510,9.0,8.0,8.0,8.0,7.0,7.0,8.0,12.0,13.0,16.0,18.0
7511,8.0,8.0,8.0,7.0,7.0,8.0,12.0,13.0,16.0,18.0,22.0
7512,8.0,8.0,7.0,7.0,8.0,12.0,13.0,16.0,18.0,22.0,25.0
7513,8.0,7.0,7.0,8.0,12.0,13.0,16.0,18.0,22.0,25.0,26.0
7514,7.0,7.0,8.0,12.0,13.0,16.0,18.0,22.0,25.0,26.0,29.0
7515,7.0,8.0,12.0,13.0,16.0,18.0,22.0,25.0,26.0,29.0,31.0
7516,8.0,12.0,13.0,16.0,18.0,22.0,25.0,26.0,29.0,31.0,37.0
7517,12.0,13.0,16.0,18.0,22.0,25.0,26.0,29.0,31.0,37.0,38.0
7518,13.0,16.0,18.0,22.0,25.0,26.0,29.0,31.0,37.0,38.0,42.0
7519,16.0,18.0,22.0,25.0,26.0,29.0,31.0,37.0,38.0,42.0,45.0
7520,18.0,22.0,25.0,26.0,29.0,31.0,37.0,38.0,42.0,45.0,43.0
7521,22.0,25.0,26.0,29.0,31.0,37.0,38.0,42.0,45.0,43.0,50.0
7522,25.0,26.0,29.0,31.0,37.0,38.0,42.0,45.0,43.0,50.0,101.0
7523,75.0,83.0,87.0,81.0,82.0,66.0,66.0,57.0,57.0,62.0,62.0
7524,83.0,87.0,81.0,82.0,66.0,66.0,57.0,57.0,62.0,62.0,61.0
7525,87.0,81.0,82.0,66.0,66.0,57.0,57.0,62.0,62.0,61.0,56.0
7526,81.0,82.0,66.0,66.0,57.0,57.0,62.0,62.0,61.0,56.0,52.0
7527,82.0,66.0,66.0,57.0,57.0,62.0,62.0,61.0,56.0,52.0,51.0
7528,66.0,66.0,57.0,57.0,62.0,62.0,61.0,56.0,52.0,51.0,42.0
7529,66.0,57.0,57.0,62.0,62.0,61.0,56.0,52.0,51.0,42.0,43.0
7530,57.0,57.0,62.0,62.0,61.0,56.0,52.0,51.0,42.0,43.0,44.0
7531,57.0,62.0,62.0,61.0,56.0,52.0,51.0,42.0,43.0,44.0,41.0
7532,62.0,62.0,61.0,56.0,52.0,51.0,42.0,43.0,44.0,41.0,42.0
7533,62.0,61.0,56.0,52.0,51.0,42.0,43.0,44.0,41.0,42.0,45.0
7534,61.0,56.0,52.0,51.0,42.0,43.0,44.0,41.0,42.0,45.0,50.0
7535,56.0,52.0,51.0,42.0,43.0,44.0,41.0,42.0,45.0,50.0,101.0
7536,86.0,76.0,74.0,65.0,55.0,45.0,39.0,35.0,35.0,30.0,28.0
7537,76.0,74.0,65.0,55.0,45.0,39.0,35.0,35.0,30.0,28.0,42.0
7538,74.0,65.0,55.0,45.0,39.0,35.0,35.0,30.0,28.0,42.0,57.0
7539,65.0,55.0,45.0,39.0,35.0,35.0,30.0,28.0,42.0,57.0,63.0
7540,55.0,45.0,39.0,35.0,35.0,30.0,28.0,42.0,57.0,63.0,69.0
7541,45.0,39.0,35.0,35.0,30.0,28.0,42.0,57.0,63.0,69.0,90.0
7542,39.0,35.0,35.0,30.0,28.0,42.0,57.0,63.0,69.0,90.0,101.0
7543,81.0,80.0,65.0,64.0,52.0,56.0,51.0,51.0,39.0,48.0,48.0
7544,80.0,65.0,64.0,52.0,56.0,51.0,51.0,39.0,48.0,48.0,47.0
7545,65.0,64.0,52.0,56.0,51.0,51.0,39.0,48.0,48.0,47.0,48.0
7546,64.0,52.0,56.0,51.0,51.0,39.0,48.0,48.0,47.0,48.0,53.0
7547,52.0,56.0,51.0,51.0,39.0,48.0,48.0,47.0,48.0,53.0,54.0
7548,56.0,51.0,51.0,39.0,48.0,48.0,47.0,48.0,53.0,54.0,70.0
7549,51.0,51.0,39.0,48.0,48.0,47.0,48.0,53.0,54.0,70.0,63.0
7550,51.0,39.0,48.0,48.0,47.0,48.0,53.0,54.0,70.0,63.0,72.0
7551,39.0,48.0,48.0,47.0,48.0,53.0,54.0,70.0,63.0,72.0,67.0
7552,48.0,48.0,47.0,48.0,53.0,54.0,70.0,63.0,72.0,67.0,74.0
7553,48.0,47.0,48.0,53.0,54.0,70.0,63.0,72.0,67.0,74.0,101.0
7554,91.0,45.0,28.0,20.0,12.0,8.0,7.0,6.0,5.0,5.0,5.0
7555,45.0,28.0,20.0,12.0,8.0,7.0,6.0,5.0,5.0,5.0,6.0
7556,28.0,20.0,12.0,8.0,7.0,6.0,5.0,5.0,5.0,6.0,5.0
7557,20.0,12.0,8.0,7.0,6.0,5.0,5.0,5.0,6.0,5.0,5.0
7558,12.0,8.0,7.0,6.0,5.0,5.0,5.0,6.0,5.0,5.0,5.0
7559,8.0,7.0,6.0,5.0,5.0,5.0,6.0,5.0,5.0,5.0,6.0
7560,7.0,6.0,5.0,5.0,5.0,6.0,5.0,5.0,5.0,6.0,7.0
7561,6.0,5.0,5.0,5.0,6.0,5.0,5.0,5.0,6.0,7.0,11.0
7562,5.0,5.0,5.0,6.0,5.0,5.0,5.0,6.0,7.0,11.0,12.0
7563,5.0,5.0,6.0,5.0,5.0,5.0,6.0,7.0,11.0,12.0,17.0
7564,5.0,6.0,5.0,5.0,5.0,6.0,7.0,11.0,12.0,17.0,21.0
7565,6.0,5.0,5.0,5.0,6.0,7.0,11.0,12.0,17.0,21.0,30.0
7566,5.0,5.0,5.0,6.0,7.0,11.0,12.0,17.0,21.0,30.0,31.0
7567,5.0,5.0,6.0,7.0,11.0,12.0,17.0,21.0,30.0,31.0,34.0
7568,5.0,6.0,7.0,11.0,12.0,17.0,21.0,30.0,31.0,34.0,47.0
7569,6.0,7.0,11.0,12.0,17.0,21.0,30.0,31.0,34.0,47.0,101.0
7570,77.0,73.0,73.0,73.0,73.0,69.0,75.0,73.0,77.0,80.0,84.0
7571,73.0,73.0,73.0,73.0,69.0,75.0,73.0,77.0,80.0,84.0,86.0
7572,73.0,73.0,73.0,69.0,75.0,73.0,77.0,80.0,84.0,86.0,90.0
7573,73.0,73.0,69.0,75.0,73.0,77.0,80.0,84.0,86.0,90.0,95.0
7574,73.0,69.0,75.0,73.0,77.0,80.0,84.0,86.0,90.0,95.0,96.0
7575,69.0,75.0,73.0,77.0,80.0,84.0,86.0,90.0,95.0,96.0,101.0
7576,45.0,40.0,35.0,29.0,23.0,21.0,21.0,25.0,26.0,33.0,38.0
7577,40.0,35.0,29.0,23.0,21.0,21.0,25.0,26.0,33.0,38.0,34.0
7578,35.0,29.0,23.0,21.0,21.0,25.0,26.0,33.0,38.0,34.0,43.0
7579,29.0,23.0,21.0,21.0,25.0,26.0,33.0,38.0,34.0,43.0,46.0
7580,23.0,21.0,21.0,25.0,26.0,33.0,38.0,34.0,43.0,46.0,48.0
7581,21.0,21.0,25.0,26.0,33.0,38.0,34.0,43.0,46.0,48.0,52.0
7582,21.0,25.0,26.0,33.0,38.0,34.0,43.0,46.0,48.0,52.0,52.0
7583,25.0,26.0,33.0,38.0,34.0,43.0,46.0,48.0,52.0,52.0,56.0
7584,26.0,33.0,38.0,34.0,43.0,46.0,48.0,52.0,52.0,56.0,59.0
7585,33.0,38.0,34.0,43.0,46.0,48.0,52.0,52.0,56.0,59.0,61.0
7586,38.0,34.0,43.0,46.0,48.0,52.0,52.0,56.0,59.0,61.0,101.0
7587,80.0,79.0,76.0,72.0,68.0,68.0,65.0,70.0,84.0,91.0,101.0
7588,76.0,68.0,68.0,63.0,56.0,55.0,55.0,55.0,57.0,62.0,64.0
7589,68.0,68.0,63.0,56.0,55.0,55.0,55.0,57.0,62.0,64.0,63.0
7590,68.0,63.0,56.0,55.0,55.0,55.0,57.0,62.0,64.0,63.0,71.0
7591,63.0,56.0,55.0,55.0,55.0,57.0,62.0,64.0,63.0,71.0,74.0
7592,56.0,55.0,55.0,55.0,57.0,62.0,64.0,63.0,71.0,74.0,78.0
7593,55.0,55.0,55.0,57.0,62.0,64.0,63.0,71.0,74.0,78.0,82.0
7594,55.0,55.0,57.0,62.0,64.0,63.0,71.0,74.0,78.0,82.0,89.0
7595,55.0,57.0,62.0,64.0,63.0,71.0,74.0,78.0,82.0,89.0,90.0
7596,57.0,62.0,64.0,63.0,71.0,74.0,78.0,82.0,89.0,90.0,92.0
7597,62.0,64.0,63.0,71.0,74.0,78.0,82.0,89.0,90.0,92.0,92.0
7598,64.0,63.0,71.0,74.0,78.0,82.0,89.0,90.0,92.0,92.0,101.0
7599,67.0,58.0,42.0,40.0,31.0,26.0,24.0,22.0,19.0,15.0,13.0
7600,58.0,42.0,40.0,31.0,26.0,24.0,22.0,19.0,15.0,13.0,11.0
7601,42.0,40.0,31.0,26.0,24.0,22.0,19.0,15.0,13.0,11.0,14.0
7602,40.0,31.0,26.0,24.0,22.0,19.0,15.0,13.0,11.0,14.0,13.0
7603,31.0,26.0,24.0,22.0,19.0,15.0,13.0,11.0,14.0,13.0,13.0
7604,26.0,24.0,22.0,19.0,15.0,13.0,11.0,14.0,13.0,13.0,17.0
7605,24.0,22.0,19.0,15.0,13.0,11.0,14.0,13.0,13.0,17.0,28.0
7606,22.0,19.0,15.0,13.0,11.0,14.0,13.0,13.0,17.0,28.0,34.0
7607,19.0,15.0,13.0,11.0,14.0,13.0,13.0,17.0,28.0,34.0,41.0
7608,15.0,13.0,11.0,14.0,13.0,13.0,17.0,28.0,34.0,41.0,47.0
7609,13.0,11.0,14.0,13.0,13.0,17.0,28.0,34.0,41.0,47.0,101.0
7610,97.0,95.0,93.0,89.0,84.0,88.0,90.0,88.0,86.0,88.0,81.0
7611,95.0,93.0,89.0,84.0,88.0,90.0,88.0,86.0,88.0,81.0,81.0
7612,93.0,89.0,84.0,88.0,90.0,88.0,86.0,88.0,81.0,81.0,81.0
7613,89.0,84.0,88.0,90.0,88.0,86.0,88.0,81.0,81.0,81.0,101.0
7614,8.0,14.0,27.0,30.0,29.0,21.0,18.0,10.0,15.0,21.0,23.0
7615,14.0,27.0,30.0,29.0,21.0,18.0,10.0,15.0,21.0,23.0,21.0
7616,27.0,30.0,29.0,21.0,18.0,10.0,15.0,21.0,23.0,21.0,21.0
7617,30.0,29.0,21.0,18.0,10.0,15.0,21.0,23.0,21.0,21.0,23.0
7618,29.0,21.0,18.0,10.0,15.0,21.0,23.0,21.0,21.0,23.0,27.0
7619,21.0,18.0,10.0,15.0,21.0,23.0,21.0,21.0,23.0,27.0,30.0
7620,18.0,10.0,15.0,21.0,23.0,21.0,21.0,23.0,27.0,30.0,33.0
7621,10.0,15.0,21.0,23.0,21.0,21.0,23.0,27.0,30.0,33.0,43.0
7622,15.0,21.0,23.0,21.0,21.0,23.0,27.0,30.0,33.0,43.0,47.0
7623,21.0,23.0,21.0,21.0,23.0,27.0,30.0,33.0,43.0,47.0,40.0
7624,23.0,21.0,21.0,23.0,27.0,30.0,33.0,43.0,47.0,40.0,101.0
7625,78.0,68.0,65.0,61.0,60.0,54.0,54.0,53.0,51.0,44.0,41.0
7626,68.0,65.0,61.0,60.0,54.0,54.0,53.0,51.0,44.0,41.0,38.0
7627,65.0,61.0,60.0,54.0,54.0,53.0,51.0,44.0,41.0,38.0,40.0
7628,61.0,60.0,54.0,54.0,53.0,51.0,44.0,41.0,38.0,40.0,34.0
7629,60.0,54.0,54.0,53.0,51.0,44.0,41.0,38.0,40.0,34.0,33.0
7630,54.0,54.0,53.0,51.0,44.0,41.0,38.0,40.0,34.0,33.0,26.0
7631,54.0,53.0,51.0,44.0,41.0,38.0,40.0,34.0,33.0,26.0,26.0
7632,53.0,51.0,44.0,41.0,38.0,40.0,34.0,33.0,26.0,26.0,26.0
7633,51.0,44.0,41.0,38.0,40.0,34.0,33.0,26.0,26.0,26.0,20.0
7634,44.0,41.0,38.0,40.0,34.0,33.0,26.0,26.0,26.0,20.0,24.0
7635,41.0,38.0,40.0,34.0,33.0,26.0,26.0,26.0,20.0,24.0,27.0
7636,38.0,40.0,34.0,33.0,26.0,26.0,26.0,20.0,24.0,27.0,29.0
7637,40.0,34.0,33.0,26.0,26.0,26.0,20.0,24.0,27.0,29.0,28.0
7638,34.0,33.0,26.0,26.0,26.0,20.0,24.0,27.0,29.0,28.0,32.0
7639,33.0,26.0,26.0,26.0,20.0,24.0,27.0,29.0,28.0,32.0,34.0
7640,26.0,26.0,26.0,20.0,24.0,27.0,29.0,28.0,32.0,34.0,40.0
7641,26.0,26.0,20.0,24.0,27.0,29.0,28.0,32.0,34.0,40.0,43.0
7642,26.0,20.0,24.0,27.0,29.0,28.0,32.0,34.0,40.0,43.0,39.0
7643,20.0,24.0,27.0,29.0,28.0,32.0,34.0,40.0,43.0,39.0,43.0
7644,24.0,27.0,29.0,28.0,32.0,34.0,40.0,43.0,39.0,43.0,47.0
7645,27.0,29.0,28.0,32.0,34.0,40.0,43.0,39.0,43.0,47.0,48.0
7646,29.0,28.0,32.0,34.0,40.0,43.0,39.0,43.0,47.0,48.0,49.0
7647,28.0,32.0,34.0,40.0,43.0,39.0,43.0,47.0,48.0,49.0,101.0
7648,90.0,84.0,81.0,77.0,74.0,74.0,83.0,89.0,96.0,100.0,95.0
7649,84.0,81.0,77.0,74.0,74.0,83.0,89.0,96.0,100.0,95.0,91.0
7650,81.0,77.0,74.0,74.0,83.0,89.0,96.0,100.0,95.0,91.0,97.0
7651,77.0,74.0,74.0,83.0,89.0,96.0,100.0,95.0,91.0,97.0,92.0
7652,74.0,74.0,83.0,89.0,96.0,100.0,95.0,91.0,97.0,92.0,81.0
7653,74.0,83.0,89.0,96.0,100.0,95.0,91.0,97.0,92.0,81.0,81.0
7654,83.0,89.0,96.0,100.0,95.0,91.0,97.0,92.0,81.0,81.0,98.0
7655,89.0,96.0,100.0,95.0,91.0,97.0,92.0,81.0,81.0,98.0,101.0
7656,55.0,42.0,25.0,24.0,15.0,12.0,9.0,7.0,5.0,4.0,7.0
7657,42.0,25.0,24.0,15.0,12.0,9.0,7.0,5.0,4.0,7.0,7.0
7658,25.0,24.0,15.0,12.0,9.0,7.0,5.0,4.0,7.0,7.0,10.0
7659,24.0,15.0,12.0,9.0,7.0,5.0,4.0,7.0,7.0,10.0,11.0
7660,15.0,12.0,9.0,7.0,5.0,4.0,7.0,7.0,10.0,11.0,15.0
7661,12.0,9.0,7.0,5.0,4.0,7.0,7.0,10.0,11.0,15.0,21.0
7662,9.0,7.0,5.0,4.0,7.0,7.0,10.0,11.0,15.0,21.0,36.0
7663,7.0,5.0,4.0,7.0,7.0,10.0,11.0,15.0,21.0,36.0,22.0
7664,5.0,4.0,7.0,7.0,10.0,11.0,15.0,21.0,36.0,22.0,27.0
7665,4.0,7.0,7.0,10.0,11.0,15.0,21.0,36.0,22.0,27.0,31.0
7666,7.0,7.0,10.0,11.0,15.0,21.0,36.0,22.0,27.0,31.0,34.0
7667,7.0,10.0,11.0,15.0,21.0,36.0,22.0,27.0,31.0,34.0,46.0
7668,10.0,11.0,15.0,21.0,36.0,22.0,27.0,31.0,34.0,46.0,50.0
7669,11.0,15.0,21.0,36.0,22.0,27.0,31.0,34.0,46.0,50.0,101.0
7670,98.0,89.0,88.0,71.0,65.0,60.0,45.0,43.0,40.0,42.0,31.0
7671,89.0,88.0,71.0,65.0,60.0,45.0,43.0,40.0,42.0,31.0,34.0
7672,88.0,71.0,65.0,60.0,45.0,43.0,40.0,42.0,31.0,34.0,36.0
7673,71.0,65.0,60.0,45.0,43.0,40.0,42.0,31.0,34.0,36.0,39.0
7674,65.0,60.0,45.0,43.0,40.0,42.0,31.0,34.0,36.0,39.0,40.0
7675,60.0,45.0,43.0,40.0,42.0,31.0,34.0,36.0,39.0,40.0,49.0
7676,45.0,43.0,40.0,42.0,31.0,34.0,36.0,39.0,40.0,49.0,51.0
7677,43.0,40.0,42.0,31.0,34.0,36.0,39.0,40.0,49.0,51.0,58.0
7678,40.0,42.0,31.0,34.0,36.0,39.0,40.0,49.0,51.0,58.0,61.0
7679,42.0,31.0,34.0,36.0,39.0,40.0,49.0,51.0,58.0,61.0,69.0
7680,31.0,34.0,36.0,39.0,40.0,49.0,51.0,58.0,61.0,69.0,101.0
7681,81.0,76.0,65.0,58.0,55.0,55.0,50.0,57.0,69.0,91.0,101.0
7682,12.0,13.0,16.0,19.0,42.0,59.0,61.0,62.0,56.0,51.0,89.0
7683,13.0,16.0,19.0,42.0,59.0,61.0,62.0,56.0,51.0,89.0,98.0
7684,16.0,19.0,42.0,59.0,61.0,62.0,56.0,51.0,89.0,98.0,98.0
7685,19.0,42.0,59.0,61.0,62.0,56.0,51.0,89.0,98.0,98.0,101.0
7686,46.0,42.0,39.0,30.0,27.0,27.0,27.0,22.0,21.0,19.0,19.0
7687,42.0,39.0,30.0,27.0,27.0,27.0,22.0,21.0,19.0,19.0,20.0
7688,39.0,30.0,27.0,27.0,27.0,22.0,21.0,19.0,19.0,20.0,30.0
7689,30.0,27.0,27.0,27.0,22.0,21.0,19.0,19.0,20.0,30.0,34.0
7690,27.0,27.0,27.0,22.0,21.0,19.0,19.0,20.0,30.0,34.0,38.0
7691,27.0,27.0,22.0,21.0,19.0,19.0,20.0,30.0,34.0,38.0,41.0
7692,27.0,22.0,21.0,19.0,19.0,20.0,30.0,34.0,38.0,41.0,48.0
7693,22.0,21.0,19.0,19.0,20.0,30.0,34.0,38.0,41.0,48.0,54.0
7694,21.0,19.0,19.0,20.0,30.0,34.0,38.0,41.0,48.0,54.0,63.0
7695,19.0,19.0,20.0,30.0,34.0,38.0,41.0,48.0,54.0,63.0,69.0
7696,19.0,20.0,30.0,34.0,38.0,41.0,48.0,54.0,63.0,69.0,101.0
7697,97.0,79.0,71.0,55.0,48.0,45.0,44.0,32.0,32.0,27.0,26.0
7698,79.0,71.0,55.0,48.0,45.0,44.0,32.0,32.0,27.0,26.0,16.0
7699,71.0,55.0,48.0,45.0,44.0,32.0,32.0,27.0,26.0,16.0,18.0
7700,55.0,48.0,45.0,44.0,32.0,32.0,27.0,26.0,16.0,18.0,17.0
7701,48.0,45.0,44.0,32.0,32.0,27.0,26.0,16.0,18.0,17.0,18.0
7702,45.0,44.0,32.0,32.0,27.0,26.0,16.0,18.0,17.0,18.0,18.0
7703,44.0,32.0,32.0,27.0,26.0,16.0,18.0,17.0,18.0,18.0,18.0
7704,32.0,32.0,27.0,26.0,16.0,18.0,17.0,18.0,18.0,18.0,16.0
7705,32.0,27.0,26.0,16.0,18.0,17.0,18.0,18.0,18.0,16.0,12.0
