,diff_0,target
103,39.0,46.0
104,46.0,101.0
105,82.0,87.0
106,87.0,84.0
107,84.0,87.0
108,87.0,81.0
109,81.0,85.0
110,85.0,76.0
111,76.0,77.0
112,77.0,83.0
113,83.0,101.0
114,41.0,67.0
115,67.0,75.0
116,75.0,89.0
117,89.0,75.0
118,75.0,81.0
119,81.0,88.0
120,88.0,93.0
121,93.0,100.0
122,100.0,100.0
123,100.0,97.0
124,97.0,101.0
125,63.0,62.0
126,62.0,58.0
127,58.0,53.0
128,53.0,53.0
129,53.0,44.0
130,44.0,35.0
131,35.0,35.0
132,35.0,35.0
133,35.0,35.0
134,35.0,38.0
135,38.0,37.0
136,37.0,36.0
137,36.0,41.0
138,41.0,44.0
139,44.0,52.0
140,52.0,53.0
141,53.0,59.0
142,59.0,63.0
143,63.0,64.0
144,64.0,101.0
145,57.0,89.0
146,89.0,101.0
147,88.0,58.0
148,58.0,73.0
149,73.0,75.0
150,75.0,78.0
151,78.0,76.0
152,76.0,74.0
153,74.0,82.0
154,82.0,75.0
155,75.0,82.0
156,82.0,89.0
157,89.0,92.0
158,92.0,100.0
159,100.0,101.0
160,100.0,101.0
161,90.0,90.0
162,90.0,98.0
163,98.0,93.0
164,93.0,91.0
165,91.0,92.0
166,92.0,90.0
167,90.0,101.0
168,82.0,88.0
169,88.0,100.0
170,100.0,101.0
171,91.0,99.0
172,99.0,93.0
173,93.0,90.0
174,90.0,88.0
175,88.0,89.0
176,89.0,86.0
177,86.0,84.0
178,84.0,76.0
179,76.0,85.0
180,85.0,93.0
181,93.0,101.0
182,90.0,101.0
183,87.0,101.0
184,96.0,81.0
185,81.0,81.0
186,81.0,78.0
187,78.0,85.0
188,85.0,72.0
189,72.0,71.0
190,71.0,64.0
191,64.0,60.0
192,60.0,63.0
193,63.0,69.0
194,69.0,57.0
195,57.0,54.0
196,54.0,42.0
197,42.0,57.0
198,57.0,55.0
199,55.0,68.0
200,68.0,91.0
201,91.0,101.0
202,87.0,90.0
203,90.0,90.0
204,90.0,88.0
205,88.0,84.0
206,84.0,91.0
207,91.0,89.0
208,89.0,90.0
209,90.0,96.0
210,96.0,101.0
211,89.0,101.0
212,99.0,99.0
213,99.0,101.0
214,93.0,80.0
215,80.0,63.0
216,63.0,58.0
217,58.0,53.0
218,53.0,52.0
219,52.0,54.0
220,54.0,57.0
221,57.0,63.0
222,63.0,76.0
223,76.0,94.0
224,94.0,101.0
225,89.0,74.0
226,74.0,75.0
227,75.0,56.0
228,56.0,52.0
229,52.0,44.0
230,44.0,57.0
231,57.0,40.0
232,40.0,36.0
233,36.0,27.0
234,27.0,25.0
235,25.0,24.0
236,24.0,26.0
237,26.0,25.0
238,25.0,27.0
239,27.0,29.0
240,29.0,35.0
241,35.0,34.0
242,34.0,32.0
243,32.0,34.0
244,34.0,36.0
245,36.0,34.0
246,34.0,36.0
247,36.0,43.0
248,43.0,101.0
249,93.0,71.0
250,71.0,62.0
251,62.0,67.0
252,67.0,46.0
253,46.0,44.0
254,44.0,40.0
255,40.0,29.0
256,29.0,25.0
257,25.0,21.0
258,21.0,18.0
259,18.0,18.0
260,18.0,18.0
261,97.0,81.0
262,81.0,76.0
263,76.0,64.0
264,64.0,65.0
265,65.0,61.0
266,61.0,54.0
267,54.0,45.0
268,45.0,43.0
269,43.0,51.0
270,51.0,51.0
271,51.0,46.0
272,46.0,49.0
273,49.0,50.0
274,50.0,46.0
275,46.0,48.0
276,48.0,48.0
277,48.0,52.0
278,52.0,56.0
279,56.0,62.0
280,62.0,101.0
281,50.0,67.0
282,67.0,68.0
283,68.0,60.0
284,60.0,49.0
285,49.0,41.0
286,41.0,41.0
287,41.0,36.0
288,36.0,33.0
289,33.0,31.0
290,31.0,33.0
291,33.0,42.0
292,42.0,69.0
293,69.0,88.0
294,88.0,101.0
295,99.0,101.0
296,44.0,101.0
297,84.0,101.0
298,64.0,26.0
299,26.0,33.0
300,33.0,34.0
301,34.0,32.0
302,32.0,24.0
303,24.0,20.0
304,20.0,21.0
305,21.0,25.0
306,25.0,26.0
307,26.0,23.0
308,23.0,24.0
309,24.0,26.0
310,26.0,32.0
311,32.0,41.0
312,41.0,49.0
313,49.0,55.0
314,55.0,65.0
315,65.0,101.0
316,70.0,101.0
317,11.0,17.0
318,17.0,14.0
319,14.0,14.0
320,14.0,12.0
321,12.0,13.0
322,13.0,17.0
323,17.0,12.0
324,12.0,15.0
325,15.0,16.0
326,16.0,21.0
327,21.0,18.0
328,18.0,20.0
329,20.0,14.0
330,14.0,22.0
331,22.0,23.0
332,23.0,29.0
333,29.0,37.0
334,37.0,42.0
335,42.0,47.0
336,47.0,48.0
337,48.0,50.0
338,50.0,101.0
339,97.0,91.0
340,91.0,86.0
341,86.0,86.0
342,86.0,85.0
343,85.0,90.0
344,90.0,96.0
345,96.0,101.0
346,92.0,101.0
347,9.0,10.0
348,10.0,13.0
349,13.0,16.0
350,16.0,15.0
351,15.0,24.0
352,24.0,35.0
353,35.0,39.0
354,39.0,53.0
355,53.0,63.0
356,63.0,72.0
357,72.0,101.0
358,88.0,92.0
359,92.0,101.0
360,82.0,101.0
361,97.0,91.0
362,91.0,101.0
363,90.0,86.0
364,86.0,87.0
365,87.0,81.0
366,81.0,81.0
367,81.0,96.0
368,96.0,101.0
369,89.0,101.0
370,97.0,101.0
371,98.0,101.0
372,62.0,30.0
373,30.0,25.0
374,25.0,20.0
375,20.0,14.0
376,14.0,11.0
377,11.0,12.0
378,12.0,15.0
379,15.0,11.0
380,11.0,11.0
381,11.0,10.0
382,10.0,10.0
383,10.0,13.0
384,13.0,16.0
385,16.0,22.0
386,22.0,29.0
387,29.0,40.0
388,40.0,55.0
389,55.0,76.0
390,76.0,83.0
391,83.0,101.0
392,94.0,73.0
393,73.0,66.0
394,66.0,56.0
395,56.0,48.0
396,48.0,40.0
397,40.0,37.0
398,37.0,34.0
399,34.0,37.0
400,37.0,36.0
401,36.0,33.0
402,33.0,40.0
403,40.0,51.0
404,51.0,59.0
405,59.0,71.0
406,71.0,77.0
407,77.0,83.0
408,83.0,85.0
409,85.0,93.0
410,93.0,90.0
411,90.0,101.0
412,98.0,92.0
413,92.0,83.0
414,83.0,71.0
415,71.0,54.0
416,54.0,52.0
417,52.0,34.0
418,34.0,32.0
419,32.0,31.0
420,31.0,30.0
421,30.0,26.0
422,26.0,30.0
423,30.0,28.0
424,28.0,24.0
425,24.0,20.0
426,20.0,21.0
427,21.0,24.0
428,24.0,24.0
429,24.0,28.0
430,28.0,44.0
431,44.0,101.0
432,9.0,11.0
433,11.0,17.0
434,17.0,12.0
435,12.0,11.0
436,11.0,14.0
437,14.0,17.0
438,17.0,18.0
439,18.0,16.0
440,16.0,20.0
441,20.0,28.0
442,28.0,24.0
443,24.0,21.0
444,21.0,28.0
445,28.0,30.0
446,30.0,32.0
447,32.0,32.0
448,32.0,33.0
449,33.0,34.0
450,34.0,35.0
451,35.0,44.0
452,44.0,101.0
453,83.0,101.0
454,97.0,101.0
455,34.0,19.0
456,19.0,18.0
457,18.0,18.0
458,18.0,16.0
459,16.0,17.0
460,17.0,13.0
461,13.0,8.0
462,8.0,7.0
463,7.0,8.0
464,8.0,8.0
465,8.0,7.0
466,7.0,6.0
467,6.0,5.0
468,5.0,5.0
469,5.0,4.0
470,4.0,6.0
471,6.0,8.0
472,8.0,9.0
473,9.0,7.0
474,7.0,8.0
475,8.0,9.0
476,9.0,11.0
477,11.0,11.0
478,11.0,11.0
479,11.0,14.0
480,14.0,12.0
481,12.0,18.0
482,18.0,18.0
483,18.0,20.0
484,20.0,28.0
485,28.0,31.0
486,31.0,31.0
487,31.0,34.0
488,34.0,30.0
489,30.0,35.0
490,35.0,39.0
491,39.0,40.0
492,40.0,39.0
493,39.0,40.0
494,96.0,57.0
495,57.0,43.0
496,43.0,35.0
497,35.0,20.0
498,20.0,12.0
499,12.0,9.0
500,9.0,5.0
501,5.0,3.0
502,3.0,2.0
503,2.0,2.0
504,18.0,13.0
505,13.0,20.0
506,20.0,24.0
507,24.0,25.0
508,25.0,24.0
509,24.0,20.0
510,20.0,18.0
511,18.0,19.0
512,19.0,22.0
513,22.0,20.0
514,20.0,23.0
515,23.0,25.0
516,25.0,31.0
517,31.0,35.0
518,35.0,36.0
519,36.0,42.0
520,42.0,44.0
521,44.0,49.0
522,49.0,51.0
523,51.0,101.0
524,57.0,101.0
525,61.0,86.0
526,86.0,101.0
527,58.0,101.0
528,72.0,101.0
529,97.0,97.0
530,97.0,99.0
531,99.0,98.0
532,98.0,91.0
533,91.0,90.0
534,90.0,87.0
535,87.0,86.0
536,86.0,82.0
537,82.0,77.0
538,77.0,74.0
539,74.0,73.0
540,73.0,64.0
541,64.0,65.0
542,65.0,62.0
543,62.0,59.0
544,59.0,56.0
545,56.0,52.0
546,52.0,51.0
547,51.0,52.0
548,52.0,101.0
549,70.0,101.0
550,65.0,101.0
551,98.0,82.0
552,82.0,82.0
553,82.0,77.0
554,77.0,73.0
555,73.0,74.0
556,74.0,74.0
557,74.0,73.0
558,73.0,72.0
559,72.0,67.0
560,67.0,50.0
561,50.0,56.0
562,56.0,51.0
563,51.0,45.0
564,45.0,38.0
565,38.0,41.0
566,41.0,37.0
567,37.0,37.0
568,37.0,34.0
569,34.0,45.0
570,45.0,49.0
571,49.0,101.0
572,100.0,95.0
573,95.0,91.0
574,91.0,82.0
575,82.0,79.0
576,79.0,83.0
577,83.0,92.0
578,92.0,62.0
579,62.0,49.0
580,49.0,43.0
581,43.0,42.0
582,42.0,46.0
583,46.0,53.0
584,53.0,56.0
585,56.0,65.0
586,65.0,74.0
587,74.0,86.0
588,86.0,83.0
589,83.0,90.0
590,90.0,94.0
591,94.0,101.0
592,77.0,93.0
593,93.0,101.0
594,94.0,101.0
595,89.0,101.0
596,24.0,43.0
597,43.0,10.0
598,10.0,28.0
599,28.0,47.0
600,47.0,63.0
601,63.0,71.0
602,71.0,56.0
603,56.0,57.0
604,57.0,59.0
605,59.0,51.0
606,51.0,49.0
607,49.0,41.0
608,41.0,36.0
609,36.0,37.0
610,37.0,34.0
611,34.0,32.0
612,32.0,28.0
613,28.0,25.0
614,25.0,26.0
615,26.0,25.0
616,25.0,21.0
617,21.0,25.0
618,25.0,30.0
619,30.0,37.0
620,37.0,44.0
621,44.0,101.0
622,67.0,53.0
623,53.0,98.0
624,98.0,101.0
625,74.0,95.0
626,95.0,59.0
627,59.0,46.0
628,46.0,43.0
629,43.0,50.0
630,50.0,55.0
631,55.0,62.0
632,62.0,60.0
633,60.0,52.0
634,52.0,50.0
635,50.0,52.0
636,52.0,54.0
637,54.0,54.0
638,54.0,51.0
639,51.0,38.0
640,38.0,31.0
641,31.0,35.0
642,35.0,34.0
643,34.0,36.0
644,36.0,34.0
645,34.0,35.0
646,35.0,36.0
647,36.0,40.0
648,40.0,46.0
649,46.0,46.0
650,46.0,101.0
651,94.0,101.0
652,96.0,101.0
653,96.0,81.0
654,81.0,66.0
655,66.0,66.0
656,66.0,60.0
657,60.0,59.0
658,59.0,52.0
659,52.0,52.0
660,52.0,44.0
661,44.0,43.0
662,43.0,46.0
663,46.0,38.0
664,38.0,33.0
665,33.0,34.0
666,34.0,36.0
667,36.0,36.0
668,36.0,41.0
669,41.0,45.0
670,45.0,52.0
671,52.0,101.0
672,35.0,65.0
673,65.0,53.0
674,53.0,82.0
675,82.0,100.0
676,100.0,91.0
677,91.0,101.0
678,75.0,77.0
679,77.0,101.0
680,94.0,101.0
681,88.0,101.0
682,99.0,91.0
683,91.0,79.0
684,79.0,70.0
685,70.0,63.0
686,63.0,68.0
687,68.0,64.0
688,64.0,59.0
689,59.0,59.0
690,59.0,58.0
691,58.0,52.0
692,52.0,42.0
693,42.0,47.0
694,47.0,55.0
695,55.0,51.0
696,51.0,57.0
697,57.0,58.0
698,58.0,53.0
699,53.0,50.0
700,50.0,56.0
701,56.0,101.0
702,98.0,101.0
703,90.0,83.0
704,83.0,101.0
705,98.0,72.0
706,72.0,81.0
707,81.0,74.0
708,74.0,77.0
709,77.0,80.0
710,80.0,82.0
711,82.0,93.0
712,93.0,101.0
713,77.0,101.0
714,55.0,41.0
715,41.0,36.0
716,36.0,33.0
717,33.0,26.0
718,26.0,21.0
719,21.0,24.0
720,24.0,21.0
721,21.0,20.0
722,20.0,20.0
723,20.0,17.0
724,17.0,17.0
725,17.0,18.0
726,18.0,18.0
727,18.0,19.0
728,19.0,19.0
729,19.0,28.0
730,28.0,35.0
731,35.0,41.0
732,41.0,48.0
733,48.0,101.0
734,80.0,101.0
735,60.0,72.0
736,72.0,77.0
737,77.0,101.0
738,100.0,99.0
739,99.0,98.0
740,98.0,95.0
741,95.0,82.0
742,82.0,76.0
743,76.0,75.0
744,75.0,77.0
745,77.0,76.0
746,76.0,73.0
747,73.0,70.0
748,100.0,101.0
749,42.0,79.0
750,79.0,101.0
751,22.0,32.0
752,32.0,34.0
753,34.0,30.0
754,30.0,30.0
755,30.0,25.0
756,25.0,24.0
757,24.0,21.0
758,21.0,25.0
759,25.0,30.0
760,30.0,47.0
761,47.0,47.0
762,47.0,67.0
763,67.0,81.0
764,81.0,89.0
765,89.0,92.0
766,92.0,101.0
767,93.0,101.0
768,82.0,77.0
769,77.0,68.0
770,68.0,58.0
771,58.0,53.0
772,53.0,41.0
773,41.0,35.0
774,35.0,31.0
775,31.0,31.0
776,31.0,27.0
777,27.0,26.0
778,26.0,22.0
779,22.0,18.0
780,18.0,18.0
781,18.0,17.0
782,17.0,17.0
783,17.0,19.0
784,19.0,19.0
785,19.0,23.0
786,23.0,23.0
787,23.0,25.0
788,25.0,44.0
789,44.0,36.0
790,36.0,34.0
791,34.0,38.0
792,38.0,36.0
793,36.0,41.0
794,41.0,35.0
795,35.0,27.0
796,27.0,40.0
797,40.0,42.0
798,42.0,41.0
799,41.0,46.0
800,46.0,101.0
801,94.0,101.0
802,55.0,72.0
803,72.0,53.0
804,53.0,54.0
805,54.0,39.0
806,39.0,44.0
807,44.0,55.0
808,55.0,54.0
809,54.0,52.0
810,52.0,50.0
811,50.0,47.0
812,47.0,45.0
813,45.0,36.0
814,36.0,13.0
815,13.0,28.0
816,28.0,33.0
817,33.0,41.0
818,41.0,53.0
819,53.0,65.0
820,65.0,76.0
821,76.0,101.0
822,37.0,101.0
823,78.0,101.0
824,88.0,101.0
825,33.0,40.0
826,40.0,38.0
827,38.0,42.0
828,42.0,47.0
829,47.0,50.0
830,50.0,44.0
831,44.0,39.0
832,39.0,39.0
833,39.0,37.0
834,37.0,41.0
835,41.0,42.0
836,42.0,39.0
837,39.0,41.0
838,41.0,45.0
839,45.0,42.0
840,42.0,42.0
841,42.0,42.0
842,42.0,45.0
843,45.0,44.0
844,44.0,38.0
845,38.0,43.0
846,43.0,47.0
847,47.0,43.0
848,43.0,46.0
849,46.0,50.0
850,50.0,101.0
851,95.0,98.0
852,98.0,97.0
853,97.0,91.0
854,91.0,81.0
855,81.0,90.0
856,90.0,96.0
857,96.0,94.0
858,94.0,99.0
859,99.0,98.0
860,98.0,101.0
861,98.0,96.0
862,96.0,101.0
863,73.0,74.0
864,74.0,72.0
865,72.0,64.0
866,64.0,64.0
867,64.0,61.0
868,61.0,59.0
869,59.0,50.0
870,50.0,52.0
871,52.0,55.0
872,55.0,62.0
873,62.0,75.0
874,75.0,85.0
875,85.0,101.0
876,96.0,75.0
877,75.0,63.0
878,63.0,46.0
879,46.0,41.0
880,41.0,34.0
881,34.0,26.0
882,26.0,21.0
883,21.0,14.0
884,14.0,13.0
885,13.0,10.0
886,10.0,12.0
887,12.0,11.0
888,11.0,12.0
889,12.0,13.0
890,13.0,12.0
891,12.0,15.0
892,15.0,14.0
893,14.0,18.0
894,18.0,20.0
895,20.0,28.0
896,28.0,35.0
897,35.0,41.0
898,41.0,49.0
899,49.0,101.0
900,96.0,100.0
901,100.0,93.0
902,93.0,101.0
903,98.0,101.0
904,97.0,83.0
905,83.0,76.0
906,76.0,76.0
907,76.0,69.0
908,69.0,70.0
909,70.0,66.0
910,66.0,63.0
911,63.0,69.0
912,69.0,73.0
913,73.0,79.0
914,79.0,84.0
915,84.0,98.0
916,98.0,101.0
917,99.0,89.0
918,89.0,83.0
919,83.0,77.0
920,77.0,69.0
921,69.0,70.0
922,70.0,67.0
923,67.0,59.0
924,59.0,53.0
925,53.0,52.0
926,52.0,48.0
927,48.0,43.0
928,43.0,49.0
929,49.0,48.0
930,48.0,55.0
931,55.0,65.0
932,65.0,70.0
933,70.0,86.0
934,86.0,90.0
935,90.0,101.0
936,12.0,9.0
937,9.0,7.0
938,7.0,5.0
939,5.0,3.0
940,3.0,2.0
941,2.0,3.0
942,3.0,3.0
943,3.0,3.0
944,3.0,3.0
945,3.0,4.0
946,4.0,4.0
947,4.0,3.0
948,3.0,3.0
949,3.0,4.0
950,4.0,4.0
951,4.0,6.0
952,6.0,9.0
953,9.0,11.0
954,11.0,12.0
955,12.0,14.0
956,14.0,14.0
957,14.0,16.0
958,16.0,18.0
959,18.0,22.0
960,22.0,24.0
961,24.0,31.0
962,31.0,33.0
963,33.0,39.0
964,39.0,47.0
965,47.0,101.0
966,72.0,50.0
967,50.0,28.0
968,28.0,20.0
969,20.0,16.0
970,16.0,11.0
971,11.0,8.0
972,8.0,6.0
973,6.0,6.0
974,6.0,7.0
975,7.0,6.0
976,6.0,6.0
977,6.0,9.0
978,9.0,12.0
979,12.0,13.0
980,13.0,14.0
981,14.0,18.0
982,18.0,21.0
983,21.0,22.0
984,22.0,28.0
985,28.0,38.0
986,38.0,44.0
987,44.0,46.0
988,46.0,101.0
989,71.0,71.0
990,71.0,95.0
991,95.0,101.0
992,99.0,79.0
993,79.0,72.0
994,72.0,68.0
995,68.0,57.0
996,57.0,51.0
997,51.0,45.0
998,45.0,40.0
999,40.0,42.0
1000,42.0,44.0
1001,44.0,38.0
1002,38.0,32.0
1003,32.0,35.0
1004,35.0,44.0
1005,44.0,55.0
1006,55.0,60.0
1007,60.0,72.0
1008,72.0,72.0
1009,72.0,82.0
1010,82.0,89.0
1011,89.0,101.0
1012,56.0,101.0
1013,75.0,101.0
1014,99.0,101.0
1015,100.0,78.0
1016,78.0,76.0
1017,76.0,71.0
1018,71.0,101.0
1019,84.0,54.0
1020,54.0,28.0
1021,28.0,8.0
1022,8.0,4.0
1023,4.0,2.0
1024,2.0,3.0
1025,3.0,2.0
1026,2.0,1.0
1027,1.0,1.0
1028,1.0,1.0
1029,1.0,1.0
1030,1.0,1.0
1031,1.0,1.0
1032,1.0,1.0
1033,1.0,1.0
1034,1.0,2.0
1035,2.0,2.0
1036,2.0,2.0
1037,2.0,2.0
1038,2.0,2.0
1039,2.0,3.0
1040,3.0,7.0
1041,7.0,10.0
1042,10.0,5.0
1043,5.0,6.0
1044,6.0,10.0
1045,10.0,10.0
1046,10.0,11.0
1047,11.0,12.0
1048,12.0,16.0
1049,16.0,17.0
1050,17.0,19.0
1051,19.0,28.0
1052,28.0,26.0
1053,26.0,28.0
1054,28.0,25.0
1055,25.0,32.0
1056,32.0,37.0
1057,37.0,36.0
1058,36.0,35.0
1059,35.0,43.0
1060,43.0,43.0
1061,43.0,43.0
1062,43.0,49.0
1063,49.0,47.0
1064,47.0,49.0
1065,49.0,101.0
1066,98.0,97.0
1067,97.0,91.0
1068,91.0,84.0
1069,84.0,78.0
1070,78.0,81.0
1071,81.0,77.0
1072,77.0,70.0
1073,70.0,37.0
1074,37.0,52.0
1075,52.0,55.0
1076,55.0,61.0
1077,61.0,61.0
1078,61.0,73.0
1079,73.0,82.0
1080,82.0,90.0
1081,90.0,92.0
1082,92.0,92.0
1083,92.0,98.0
1084,98.0,101.0
1085,22.0,90.0
1086,90.0,101.0
1087,96.0,101.0
1088,90.0,86.0
1089,86.0,80.0
1090,80.0,74.0
1091,74.0,65.0
1092,65.0,97.0
1093,97.0,101.0
1094,50.0,101.0
1095,87.0,101.0
1096,15.0,51.0
1097,51.0,53.0
1098,53.0,62.0
1099,62.0,69.0
1100,69.0,52.0
1101,52.0,61.0
1102,61.0,55.0
1103,55.0,58.0
1104,58.0,59.0
1105,59.0,55.0
1106,55.0,60.0
1107,60.0,79.0
1108,79.0,91.0
1109,91.0,93.0
1110,93.0,101.0
1111,81.0,32.0
1112,32.0,29.0
1113,29.0,28.0
1114,28.0,30.0
1115,30.0,21.0
1116,21.0,43.0
1117,43.0,42.0
1118,42.0,47.0
1119,47.0,31.0
1120,31.0,28.0
1121,28.0,28.0
1122,28.0,26.0
1123,26.0,28.0
1124,28.0,30.0
1125,30.0,35.0
1126,35.0,36.0
1127,36.0,43.0
1128,43.0,45.0
1129,45.0,57.0
1130,57.0,101.0
1131,96.0,81.0
1132,81.0,77.0
1133,77.0,61.0
1134,61.0,52.0
1135,52.0,42.0
1136,42.0,40.0
1137,40.0,36.0
1138,36.0,37.0
1139,37.0,46.0
1140,46.0,41.0
1141,41.0,40.0
1142,40.0,44.0
1143,44.0,45.0
1144,45.0,52.0
1145,52.0,55.0
1146,55.0,67.0
1147,67.0,75.0
1148,75.0,81.0
1149,81.0,86.0
1150,86.0,101.0
1151,77.0,101.0
1152,64.0,80.0
1153,80.0,91.0
1154,91.0,97.0
1155,97.0,89.0
1156,89.0,73.0
1157,73.0,67.0
1158,67.0,64.0
1159,64.0,48.0
1160,48.0,45.0
1161,45.0,39.0
1162,39.0,43.0
1163,43.0,40.0
1164,40.0,39.0
1165,39.0,37.0
1166,37.0,33.0
1167,33.0,27.0
1168,27.0,29.0
1169,29.0,34.0
1170,34.0,26.0
1171,26.0,24.0
1172,24.0,27.0
1173,27.0,30.0
1174,30.0,44.0
1175,44.0,101.0
1176,99.0,96.0
1177,96.0,96.0
1178,96.0,97.0
1179,97.0,98.0
1180,98.0,100.0
1181,100.0,101.0
1182,86.0,101.0
1183,29.0,25.0
1184,25.0,21.0
1185,21.0,101.0
1186,26.0,27.0
1187,27.0,26.0
1188,26.0,101.0
1189,50.0,40.0
1190,40.0,35.0
1191,35.0,101.0
1192,26.0,22.0
1193,22.0,18.0
1194,18.0,11.0
1195,11.0,101.0
1196,99.0,101.0
1197,91.0,80.0
1198,80.0,85.0
1199,85.0,72.0
1200,72.0,61.0
1201,61.0,58.0
1202,58.0,61.0
1203,61.0,60.0
1204,60.0,73.0
1205,73.0,73.0
1206,73.0,89.0
1207,89.0,73.0
1208,73.0,79.0
1209,79.0,89.0
1210,89.0,101.0
1211,97.0,95.0
1212,95.0,99.0
1213,99.0,93.0
1214,93.0,89.0
1215,89.0,101.0
1216,20.0,40.0
1217,40.0,41.0
1218,41.0,43.0
1219,43.0,44.0
1220,44.0,45.0
1221,45.0,52.0
1222,52.0,45.0
1223,45.0,46.0
1224,46.0,40.0
1225,40.0,37.0
1226,37.0,40.0
1227,40.0,37.0
1228,37.0,41.0
1229,41.0,44.0
1230,44.0,42.0
1231,42.0,44.0
1232,44.0,44.0
1233,44.0,53.0
1234,53.0,54.0
1235,54.0,101.0
1236,97.0,101.0
1237,89.0,100.0
1238,100.0,101.0
1239,97.0,97.0
1240,97.0,66.0
1241,66.0,68.0
1242,68.0,72.0
1243,72.0,56.0
1244,56.0,52.0
1245,52.0,55.0
1246,55.0,68.0
1247,68.0,60.0
1248,60.0,54.0
1249,54.0,49.0
1250,49.0,27.0
1251,27.0,17.0
1252,17.0,15.0
1253,15.0,11.0
1254,11.0,4.0
1255,4.0,4.0
1256,4.0,3.0
1257,3.0,3.0
1258,3.0,2.0
1259,2.0,2.0
1260,2.0,2.0
1261,2.0,2.0
1262,2.0,2.0
1263,2.0,2.0
1264,2.0,1.0
1265,1.0,1.0
1266,1.0,1.0
1267,1.0,3.0
1268,3.0,3.0
1269,3.0,3.0
1270,3.0,4.0
1271,4.0,7.0
1272,7.0,7.0
1273,7.0,8.0
1274,8.0,7.0
1275,7.0,6.0
1276,6.0,8.0
1277,8.0,12.0
1278,12.0,14.0
1279,14.0,16.0
1280,16.0,20.0
1281,20.0,19.0
1282,19.0,22.0
1283,22.0,23.0
1284,23.0,24.0
1285,24.0,26.0
1286,26.0,27.0
1287,27.0,24.0
1288,24.0,28.0
1289,28.0,32.0
1290,32.0,39.0
1291,39.0,34.0
1292,34.0,36.0
1293,36.0,43.0
1294,43.0,101.0
1295,92.0,101.0
1296,88.0,74.0
1297,74.0,60.0
1298,60.0,55.0
1299,55.0,58.0
1300,58.0,59.0
1301,59.0,54.0
1302,54.0,31.0
1303,31.0,29.0
1304,29.0,28.0
1305,28.0,25.0
1306,25.0,25.0
1307,25.0,26.0
1308,26.0,23.0
1309,23.0,19.0
1310,19.0,20.0
1311,20.0,18.0
1312,18.0,20.0
1313,20.0,23.0
1314,23.0,27.0
1315,27.0,32.0
1316,32.0,32.0
1317,32.0,38.0
1318,38.0,47.0
1319,47.0,101.0
1320,99.0,101.0
1321,97.0,91.0
1322,91.0,87.0
1323,87.0,90.0
1324,90.0,84.0
1325,84.0,85.0
1326,85.0,83.0
1327,83.0,81.0
1328,81.0,77.0
1329,77.0,71.0
1330,71.0,66.0
1331,66.0,64.0
1332,64.0,63.0
1333,63.0,60.0
1334,60.0,59.0
1335,59.0,60.0
1336,60.0,73.0
1337,73.0,91.0
1338,91.0,101.0
1339,98.0,95.0
1340,95.0,89.0
1341,89.0,81.0
1342,81.0,81.0
1343,81.0,71.0
1344,71.0,66.0
1345,66.0,61.0
1346,61.0,60.0
1347,60.0,57.0
1348,57.0,57.0
1349,57.0,61.0
1350,61.0,58.0
1351,58.0,52.0
1352,52.0,54.0
1353,54.0,53.0
1354,53.0,54.0
1355,54.0,51.0
1356,51.0,59.0
1357,59.0,77.0
1358,77.0,101.0
1359,24.0,101.0
1360,53.0,84.0
1361,84.0,85.0
