,diff_0,diff_1,diff_2,diff_3,diff_4,target
0,24.0,20.0,20.0,17.0,15.0,15.0
1,20.0,20.0,17.0,15.0,15.0,16.0
2,20.0,17.0,15.0,15.0,16.0,17.0
3,17.0,15.0,15.0,16.0,17.0,17.0
4,15.0,15.0,16.0,17.0,17.0,23.0
5,15.0,16.0,17.0,17.0,23.0,37.0
6,16.0,17.0,17.0,23.0,37.0,54.0
7,17.0,17.0,23.0,37.0,54.0,60.0
8,17.0,23.0,37.0,54.0,60.0,73.0
9,23.0,37.0,54.0,60.0,73.0,86.0
10,37.0,54.0,60.0,73.0,86.0,95.0
11,54.0,60.0,73.0,86.0,95.0,101.0
12,55.0,28.0,18.0,16.0,18.0,20.0
13,28.0,18.0,16.0,18.0,20.0,33.0
14,18.0,16.0,18.0,20.0,33.0,45.0
15,16.0,18.0,20.0,33.0,45.0,61.0
16,18.0,20.0,33.0,45.0,61.0,79.0
17,20.0,33.0,45.0,61.0,79.0,95.0
18,33.0,45.0,61.0,79.0,95.0,101.0
19,42.0,60.0,65.0,60.0,43.0,17.0
20,60.0,65.0,60.0,43.0,17.0,19.0
21,65.0,60.0,43.0,17.0,19.0,20.0
22,60.0,43.0,17.0,19.0,20.0,19.0
23,43.0,17.0,19.0,20.0,19.0,19.0
24,17.0,19.0,20.0,19.0,19.0,21.0
25,19.0,20.0,19.0,19.0,21.0,33.0
26,20.0,19.0,19.0,21.0,33.0,54.0
27,19.0,19.0,21.0,33.0,54.0,61.0
28,19.0,21.0,33.0,54.0,61.0,71.0
29,21.0,33.0,54.0,61.0,71.0,85.0
30,33.0,54.0,61.0,71.0,85.0,101.0
31,98.0,100.0,94.0,89.0,93.0,101.0
32,87.0,81.0,73.0,78.0,77.0,77.0
33,81.0,73.0,78.0,77.0,77.0,73.0
34,73.0,78.0,77.0,77.0,73.0,80.0
35,78.0,77.0,77.0,73.0,80.0,82.0
36,77.0,77.0,73.0,80.0,82.0,89.0
37,77.0,73.0,80.0,82.0,89.0,95.0
38,73.0,80.0,82.0,89.0,95.0,95.0
39,80.0,82.0,89.0,95.0,95.0,89.0
40,82.0,89.0,95.0,95.0,89.0,101.0
41,92.0,90.0,86.0,85.0,79.0,82.0
42,90.0,86.0,85.0,79.0,82.0,69.0
43,86.0,85.0,79.0,82.0,69.0,64.0
44,85.0,79.0,82.0,69.0,64.0,59.0
45,79.0,82.0,69.0,64.0,59.0,63.0
46,82.0,69.0,64.0,59.0,63.0,59.0
47,69.0,64.0,59.0,63.0,59.0,63.0
48,64.0,59.0,63.0,59.0,63.0,58.0
49,59.0,63.0,59.0,63.0,58.0,72.0
50,63.0,59.0,63.0,58.0,72.0,82.0
51,59.0,63.0,58.0,72.0,82.0,94.0
52,63.0,58.0,72.0,82.0,94.0,101.0
53,97.0,88.0,85.0,83.0,84.0,81.0
54,88.0,85.0,83.0,84.0,81.0,72.0
55,85.0,83.0,84.0,81.0,72.0,44.0
56,83.0,84.0,81.0,72.0,44.0,54.0
57,84.0,81.0,72.0,44.0,54.0,55.0
58,81.0,72.0,44.0,54.0,55.0,51.0
59,72.0,44.0,54.0,55.0,51.0,48.0
60,44.0,54.0,55.0,51.0,48.0,45.0
61,54.0,55.0,51.0,48.0,45.0,43.0
62,55.0,51.0,48.0,45.0,43.0,40.0
63,51.0,48.0,45.0,43.0,40.0,36.0
64,48.0,45.0,43.0,40.0,36.0,36.0
65,45.0,43.0,40.0,36.0,36.0,34.0
66,43.0,40.0,36.0,36.0,34.0,39.0
67,40.0,36.0,36.0,34.0,39.0,46.0
68,36.0,36.0,34.0,39.0,46.0,101.0
69,82.0,87.0,84.0,87.0,81.0,85.0
70,87.0,84.0,87.0,81.0,85.0,76.0
71,84.0,87.0,81.0,85.0,76.0,77.0
72,87.0,81.0,85.0,76.0,77.0,83.0
73,81.0,85.0,76.0,77.0,83.0,101.0
74,41.0,67.0,75.0,89.0,75.0,81.0
75,67.0,75.0,89.0,75.0,81.0,88.0
76,75.0,89.0,75.0,81.0,88.0,93.0
77,89.0,75.0,81.0,88.0,93.0,100.0
78,75.0,81.0,88.0,93.0,100.0,100.0
79,81.0,88.0,93.0,100.0,100.0,97.0
80,88.0,93.0,100.0,100.0,97.0,101.0
81,63.0,62.0,58.0,53.0,53.0,44.0
82,62.0,58.0,53.0,53.0,44.0,35.0
83,58.0,53.0,53.0,44.0,35.0,35.0
84,53.0,53.0,44.0,35.0,35.0,35.0
85,53.0,44.0,35.0,35.0,35.0,35.0
86,44.0,35.0,35.0,35.0,35.0,38.0
87,35.0,35.0,35.0,35.0,38.0,37.0
88,35.0,35.0,35.0,38.0,37.0,36.0
89,35.0,35.0,38.0,37.0,36.0,41.0
90,35.0,38.0,37.0,36.0,41.0,44.0
91,38.0,37.0,36.0,41.0,44.0,52.0
92,37.0,36.0,41.0,44.0,52.0,53.0
93,36.0,41.0,44.0,52.0,53.0,59.0
94,41.0,44.0,52.0,53.0,59.0,63.0
95,44.0,52.0,53.0,59.0,63.0,64.0
96,52.0,53.0,59.0,63.0,64.0,101.0
97,88.0,58.0,73.0,75.0,78.0,76.0
98,58.0,73.0,75.0,78.0,76.0,74.0
99,73.0,75.0,78.0,76.0,74.0,82.0
100,75.0,78.0,76.0,74.0,82.0,75.0
101,78.0,76.0,74.0,82.0,75.0,82.0
102,76.0,74.0,82.0,75.0,82.0,89.0
103,74.0,82.0,75.0,82.0,89.0,92.0
104,82.0,75.0,82.0,89.0,92.0,100.0
105,75.0,82.0,89.0,92.0,100.0,101.0
106,90.0,90.0,98.0,93.0,91.0,92.0
107,90.0,98.0,93.0,91.0,92.0,90.0
108,98.0,93.0,91.0,92.0,90.0,101.0
109,91.0,99.0,93.0,90.0,88.0,89.0
110,99.0,93.0,90.0,88.0,89.0,86.0
111,93.0,90.0,88.0,89.0,86.0,84.0
112,90.0,88.0,89.0,86.0,84.0,76.0
113,88.0,89.0,86.0,84.0,76.0,85.0
114,89.0,86.0,84.0,76.0,85.0,93.0
115,86.0,84.0,76.0,85.0,93.0,101.0
116,96.0,81.0,81.0,78.0,85.0,72.0
117,81.0,81.0,78.0,85.0,72.0,71.0
118,81.0,78.0,85.0,72.0,71.0,64.0
119,78.0,85.0,72.0,71.0,64.0,60.0
120,85.0,72.0,71.0,64.0,60.0,63.0
121,72.0,71.0,64.0,60.0,63.0,69.0
122,71.0,64.0,60.0,63.0,69.0,57.0
123,64.0,60.0,63.0,69.0,57.0,54.0
124,60.0,63.0,69.0,57.0,54.0,42.0
125,63.0,69.0,57.0,54.0,42.0,57.0
126,69.0,57.0,54.0,42.0,57.0,55.0
127,57.0,54.0,42.0,57.0,55.0,68.0
128,54.0,42.0,57.0,55.0,68.0,91.0
129,42.0,57.0,55.0,68.0,91.0,101.0
130,87.0,90.0,90.0,88.0,84.0,91.0
131,90.0,90.0,88.0,84.0,91.0,89.0
132,90.0,88.0,84.0,91.0,89.0,90.0
133,88.0,84.0,91.0,89.0,90.0,96.0
134,84.0,91.0,89.0,90.0,96.0,101.0
135,93.0,80.0,63.0,58.0,53.0,52.0
136,80.0,63.0,58.0,53.0,52.0,54.0
137,63.0,58.0,53.0,52.0,54.0,57.0
138,58.0,53.0,52.0,54.0,57.0,63.0
139,53.0,52.0,54.0,57.0,63.0,76.0
140,52.0,54.0,57.0,63.0,76.0,94.0
141,54.0,57.0,63.0,76.0,94.0,101.0
142,89.0,74.0,75.0,56.0,52.0,44.0
143,74.0,75.0,56.0,52.0,44.0,57.0
144,75.0,56.0,52.0,44.0,57.0,40.0
145,56.0,52.0,44.0,57.0,40.0,36.0
146,52.0,44.0,57.0,40.0,36.0,27.0
147,44.0,57.0,40.0,36.0,27.0,25.0
148,57.0,40.0,36.0,27.0,25.0,24.0
149,40.0,36.0,27.0,25.0,24.0,26.0
150,36.0,27.0,25.0,24.0,26.0,25.0
151,27.0,25.0,24.0,26.0,25.0,27.0
152,25.0,24.0,26.0,25.0,27.0,29.0
153,24.0,26.0,25.0,27.0,29.0,35.0
154,26.0,25.0,27.0,29.0,35.0,34.0
155,25.0,27.0,29.0,35.0,34.0,32.0
156,27.0,29.0,35.0,34.0,32.0,34.0
157,29.0,35.0,34.0,32.0,34.0,36.0
158,35.0,34.0,32.0,34.0,36.0,34.0
159,34.0,32.0,34.0,36.0,34.0,36.0
160,32.0,34.0,36.0,34.0,36.0,43.0
161,34.0,36.0,34.0,36.0,43.0,101.0
162,93.0,71.0,62.0,67.0,46.0,44.0
163,71.0,62.0,67.0,46.0,44.0,40.0
164,62.0,67.0,46.0,44.0,40.0,29.0
165,67.0,46.0,44.0,40.0,29.0,25.0
166,46.0,44.0,40.0,29.0,25.0,21.0
167,44.0,40.0,29.0,25.0,21.0,18.0
168,40.0,29.0,25.0,21.0,18.0,18.0
169,29.0,25.0,21.0,18.0,18.0,18.0
170,97.0,81.0,76.0,64.0,65.0,61.0
171,81.0,76.0,64.0,65.0,61.0,54.0
172,76.0,64.0,65.0,61.0,54.0,45.0
173,64.0,65.0,61.0,54.0,45.0,43.0
174,65.0,61.0,54.0,45.0,43.0,51.0
175,61.0,54.0,45.0,43.0,51.0,51.0
176,54.0,45.0,43.0,51.0,51.0,46.0
177,45.0,43.0,51.0,51.0,46.0,49.0
178,43.0,51.0,51.0,46.0,49.0,50.0
179,51.0,51.0,46.0,49.0,50.0,46.0
180,51.0,46.0,49.0,50.0,46.0,48.0
181,46.0,49.0,50.0,46.0,48.0,48.0
182,49.0,50.0,46.0,48.0,48.0,52.0
183,50.0,46.0,48.0,48.0,52.0,56.0
184,46.0,48.0,48.0,52.0,56.0,62.0
185,48.0,48.0,52.0,56.0,62.0,101.0
186,50.0,67.0,68.0,60.0,49.0,41.0
187,67.0,68.0,60.0,49.0,41.0,41.0
188,68.0,60.0,49.0,41.0,41.0,36.0
189,60.0,49.0,41.0,41.0,36.0,33.0
190,49.0,41.0,41.0,36.0,33.0,31.0
191,41.0,41.0,36.0,33.0,31.0,33.0
192,41.0,36.0,33.0,31.0,33.0,42.0
193,36.0,33.0,31.0,33.0,42.0,69.0
194,33.0,31.0,33.0,42.0,69.0,88.0
195,31.0,33.0,42.0,69.0,88.0,101.0
196,64.0,26.0,33.0,34.0,32.0,24.0
197,26.0,33.0,34.0,32.0,24.0,20.0
198,33.0,34.0,32.0,24.0,20.0,21.0
199,34.0,32.0,24.0,20.0,21.0,25.0
200,32.0,24.0,20.0,21.0,25.0,26.0
201,24.0,20.0,21.0,25.0,26.0,23.0
202,20.0,21.0,25.0,26.0,23.0,24.0
203,21.0,25.0,26.0,23.0,24.0,26.0
204,25.0,26.0,23.0,24.0,26.0,32.0
205,26.0,23.0,24.0,26.0,32.0,41.0
206,23.0,24.0,26.0,32.0,41.0,49.0
207,24.0,26.0,32.0,41.0,49.0,55.0
208,26.0,32.0,41.0,49.0,55.0,65.0
209,32.0,41.0,49.0,55.0,65.0,101.0
210,11.0,17.0,14.0,14.0,12.0,13.0
211,17.0,14.0,14.0,12.0,13.0,17.0
212,14.0,14.0,12.0,13.0,17.0,12.0
213,14.0,12.0,13.0,17.0,12.0,15.0
214,12.0,13.0,17.0,12.0,15.0,16.0
215,13.0,17.0,12.0,15.0,16.0,21.0
216,17.0,12.0,15.0,16.0,21.0,18.0
217,12.0,15.0,16.0,21.0,18.0,20.0
218,15.0,16.0,21.0,18.0,20.0,14.0
219,16.0,21.0,18.0,20.0,14.0,22.0
220,21.0,18.0,20.0,14.0,22.0,23.0
221,18.0,20.0,14.0,22.0,23.0,29.0
222,20.0,14.0,22.0,23.0,29.0,37.0
223,14.0,22.0,23.0,29.0,37.0,42.0
224,22.0,23.0,29.0,37.0,42.0,47.0
225,23.0,29.0,37.0,42.0,47.0,48.0
226,29.0,37.0,42.0,47.0,48.0,50.0
227,37.0,42.0,47.0,48.0,50.0,101.0
228,97.0,91.0,86.0,86.0,85.0,90.0
229,91.0,86.0,86.0,85.0,90.0,96.0
230,86.0,86.0,85.0,90.0,96.0,101.0
231,9.0,10.0,13.0,16.0,15.0,24.0
232,10.0,13.0,16.0,15.0,24.0,35.0
233,13.0,16.0,15.0,24.0,35.0,39.0
234,16.0,15.0,24.0,35.0,39.0,53.0
235,15.0,24.0,35.0,39.0,53.0,63.0
236,24.0,35.0,39.0,53.0,63.0,72.0
237,35.0,39.0,53.0,63.0,72.0,101.0
238,90.0,86.0,87.0,81.0,81.0,96.0
239,86.0,87.0,81.0,81.0,96.0,101.0
240,62.0,30.0,25.0,20.0,14.0,11.0
241,30.0,25.0,20.0,14.0,11.0,12.0
242,25.0,20.0,14.0,11.0,12.0,15.0
243,20.0,14.0,11.0,12.0,15.0,11.0
244,14.0,11.0,12.0,15.0,11.0,11.0
245,11.0,12.0,15.0,11.0,11.0,10.0
246,12.0,15.0,11.0,11.0,10.0,10.0
247,15.0,11.0,11.0,10.0,10.0,13.0
248,11.0,11.0,10.0,10.0,13.0,16.0
249,11.0,10.0,10.0,13.0,16.0,22.0
250,10.0,10.0,13.0,16.0,22.0,29.0
251,10.0,13.0,16.0,22.0,29.0,40.0
252,13.0,16.0,22.0,29.0,40.0,55.0
253,16.0,22.0,29.0,40.0,55.0,76.0
254,22.0,29.0,40.0,55.0,76.0,83.0
255,29.0,40.0,55.0,76.0,83.0,101.0
256,94.0,73.0,66.0,56.0,48.0,40.0
257,73.0,66.0,56.0,48.0,40.0,37.0
258,66.0,56.0,48.0,40.0,37.0,34.0
259,56.0,48.0,40.0,37.0,34.0,37.0
260,48.0,40.0,37.0,34.0,37.0,36.0
261,40.0,37.0,34.0,37.0,36.0,33.0
262,37.0,34.0,37.0,36.0,33.0,40.0
263,34.0,37.0,36.0,33.0,40.0,51.0
264,37.0,36.0,33.0,40.0,51.0,59.0
265,36.0,33.0,40.0,51.0,59.0,71.0
266,33.0,40.0,51.0,59.0,71.0,77.0
267,40.0,51.0,59.0,71.0,77.0,83.0
268,51.0,59.0,71.0,77.0,83.0,85.0
269,59.0,71.0,77.0,83.0,85.0,93.0
270,71.0,77.0,83.0,85.0,93.0,90.0
271,77.0,83.0,85.0,93.0,90.0,101.0
272,98.0,92.0,83.0,71.0,54.0,52.0
273,92.0,83.0,71.0,54.0,52.0,34.0
274,83.0,71.0,54.0,52.0,34.0,32.0
275,71.0,54.0,52.0,34.0,32.0,31.0
276,54.0,52.0,34.0,32.0,31.0,30.0
277,52.0,34.0,32.0,31.0,30.0,26.0
278,34.0,32.0,31.0,30.0,26.0,30.0
279,32.0,31.0,30.0,26.0,30.0,28.0
280,31.0,30.0,26.0,30.0,28.0,24.0
281,30.0,26.0,30.0,28.0,24.0,20.0
282,26.0,30.0,28.0,24.0,20.0,21.0
283,30.0,28.0,24.0,20.0,21.0,24.0
284,28.0,24.0,20.0,21.0,24.0,24.0
285,24.0,20.0,21.0,24.0,24.0,28.0
286,20.0,21.0,24.0,24.0,28.0,44.0
287,21.0,24.0,24.0,28.0,44.0,101.0
288,9.0,11.0,17.0,12.0,11.0,14.0
289,11.0,17.0,12.0,11.0,14.0,17.0
290,17.0,12.0,11.0,14.0,17.0,18.0
291,12.0,11.0,14.0,17.0,18.0,16.0
292,11.0,14.0,17.0,18.0,16.0,20.0
293,14.0,17.0,18.0,16.0,20.0,28.0
294,17.0,18.0,16.0,20.0,28.0,24.0
295,18.0,16.0,20.0,28.0,24.0,21.0
296,16.0,20.0,28.0,24.0,21.0,28.0
297,20.0,28.0,24.0,21.0,28.0,30.0
298,28.0,24.0,21.0,28.0,30.0,32.0
299,24.0,21.0,28.0,30.0,32.0,32.0
300,21.0,28.0,30.0,32.0,32.0,33.0
301,28.0,30.0,32.0,32.0,33.0,34.0
302,30.0,32.0,32.0,33.0,34.0,35.0
303,32.0,32.0,33.0,34.0,35.0,44.0
304,32.0,33.0,34.0,35.0,44.0,101.0
305,34.0,19.0,18.0,18.0,16.0,17.0
306,19.0,18.0,18.0,16.0,17.0,13.0
307,18.0,18.0,16.0,17.0,13.0,8.0
308,18.0,16.0,17.0,13.0,8.0,7.0
309,16.0,17.0,13.0,8.0,7.0,8.0
310,17.0,13.0,8.0,7.0,8.0,8.0
311,13.0,8.0,7.0,8.0,8.0,7.0
312,8.0,7.0,8.0,8.0,7.0,6.0
313,7.0,8.0,8.0,7.0,6.0,5.0
314,8.0,8.0,7.0,6.0,5.0,5.0
315,8.0,7.0,6.0,5.0,5.0,4.0
316,7.0,6.0,5.0,5.0,4.0,6.0
317,6.0,5.0,5.0,4.0,6.0,8.0
318,5.0,5.0,4.0,6.0,8.0,9.0
319,5.0,4.0,6.0,8.0,9.0,7.0
320,4.0,6.0,8.0,9.0,7.0,8.0
321,6.0,8.0,9.0,7.0,8.0,9.0
322,8.0,9.0,7.0,8.0,9.0,11.0
323,9.0,7.0,8.0,9.0,11.0,11.0
324,7.0,8.0,9.0,11.0,11.0,11.0
325,8.0,9.0,11.0,11.0,11.0,14.0
326,9.0,11.0,11.0,11.0,14.0,12.0
327,11.0,11.0,11.0,14.0,12.0,18.0
328,11.0,11.0,14.0,12.0,18.0,18.0
329,11.0,14.0,12.0,18.0,18.0,20.0
330,14.0,12.0,18.0,18.0,20.0,28.0
331,12.0,18.0,18.0,20.0,28.0,31.0
332,18.0,18.0,20.0,28.0,31.0,31.0
333,18.0,20.0,28.0,31.0,31.0,34.0
334,20.0,28.0,31.0,31.0,34.0,30.0
335,28.0,31.0,31.0,34.0,30.0,35.0
336,31.0,31.0,34.0,30.0,35.0,39.0
337,31.0,34.0,30.0,35.0,39.0,40.0
338,34.0,30.0,35.0,39.0,40.0,39.0
339,30.0,35.0,39.0,40.0,39.0,40.0
340,96.0,57.0,43.0,35.0,20.0,12.0
341,57.0,43.0,35.0,20.0,12.0,9.0
342,43.0,35.0,20.0,12.0,9.0,5.0
343,35.0,20.0,12.0,9.0,5.0,3.0
344,20.0,12.0,9.0,5.0,3.0,2.0
345,12.0,9.0,5.0,3.0,2.0,2.0
346,18.0,13.0,20.0,24.0,25.0,24.0
347,13.0,20.0,24.0,25.0,24.0,20.0
348,20.0,24.0,25.0,24.0,20.0,18.0
349,24.0,25.0,24.0,20.0,18.0,19.0
350,25.0,24.0,20.0,18.0,19.0,22.0
351,24.0,20.0,18.0,19.0,22.0,20.0
352,20.0,18.0,19.0,22.0,20.0,23.0
353,18.0,19.0,22.0,20.0,23.0,25.0
354,19.0,22.0,20.0,23.0,25.0,31.0
355,22.0,20.0,23.0,25.0,31.0,35.0
356,20.0,23.0,25.0,31.0,35.0,36.0
357,23.0,25.0,31.0,35.0,36.0,42.0
358,25.0,31.0,35.0,36.0,42.0,44.0
359,31.0,35.0,36.0,42.0,44.0,49.0
360,35.0,36.0,42.0,44.0,49.0,51.0
361,36.0,42.0,44.0,49.0,51.0,101.0
362,97.0,97.0,99.0,98.0,91.0,90.0
363,97.0,99.0,98.0,91.0,90.0,87.0
364,99.0,98.0,91.0,90.0,87.0,86.0
365,98.0,91.0,90.0,87.0,86.0,82.0
366,91.0,90.0,87.0,86.0,82.0,77.0
367,90.0,87.0,86.0,82.0,77.0,74.0
368,87.0,86.0,82.0,77.0,74.0,73.0
369,86.0,82.0,77.0,74.0,73.0,64.0
370,82.0,77.0,74.0,73.0,64.0,65.0
371,77.0,74.0,73.0,64.0,65.0,62.0
372,74.0,73.0,64.0,65.0,62.0,59.0
373,73.0,64.0,65.0,62.0,59.0,56.0
374,64.0,65.0,62.0,59.0,56.0,52.0
375,65.0,62.0,59.0,56.0,52.0,51.0
376,62.0,59.0,56.0,52.0,51.0,52.0
377,59.0,56.0,52.0,51.0,52.0,101.0
378,98.0,82.0,82.0,77.0,73.0,74.0
379,82.0,82.0,77.0,73.0,74.0,74.0
380,82.0,77.0,73.0,74.0,74.0,73.0
381,77.0,73.0,74.0,74.0,73.0,72.0
382,73.0,74.0,74.0,73.0,72.0,67.0
383,74.0,74.0,73.0,72.0,67.0,50.0
384,74.0,73.0,72.0,67.0,50.0,56.0
385,73.0,72.0,67.0,50.0,56.0,51.0
386,72.0,67.0,50.0,56.0,51.0,45.0
387,67.0,50.0,56.0,51.0,45.0,38.0
388,50.0,56.0,51.0,45.0,38.0,41.0
389,56.0,51.0,45.0,38.0,41.0,37.0
390,51.0,45.0,38.0,41.0,37.0,37.0
391,45.0,38.0,41.0,37.0,37.0,34.0
392,38.0,41.0,37.0,37.0,34.0,45.0
393,41.0,37.0,37.0,34.0,45.0,49.0
394,37.0,37.0,34.0,45.0,49.0,101.0
395,100.0,95.0,91.0,82.0,79.0,83.0
396,95.0,91.0,82.0,79.0,83.0,92.0
397,91.0,82.0,79.0,83.0,92.0,62.0
398,82.0,79.0,83.0,92.0,62.0,49.0
399,79.0,83.0,92.0,62.0,49.0,43.0
400,83.0,92.0,62.0,49.0,43.0,42.0
401,92.0,62.0,49.0,43.0,42.0,46.0
402,62.0,49.0,43.0,42.0,46.0,53.0
403,49.0,43.0,42.0,46.0,53.0,56.0
404,43.0,42.0,46.0,53.0,56.0,65.0
405,42.0,46.0,53.0,56.0,65.0,74.0
406,46.0,53.0,56.0,65.0,74.0,86.0
407,53.0,56.0,65.0,74.0,86.0,83.0
408,56.0,65.0,74.0,86.0,83.0,90.0
409,65.0,74.0,86.0,83.0,90.0,94.0
410,74.0,86.0,83.0,90.0,94.0,101.0
411,24.0,43.0,10.0,28.0,47.0,63.0
412,43.0,10.0,28.0,47.0,63.0,71.0
413,10.0,28.0,47.0,63.0,71.0,56.0
414,28.0,47.0,63.0,71.0,56.0,57.0
415,47.0,63.0,71.0,56.0,57.0,59.0
416,63.0,71.0,56.0,57.0,59.0,51.0
417,71.0,56.0,57.0,59.0,51.0,49.0
418,56.0,57.0,59.0,51.0,49.0,41.0
419,57.0,59.0,51.0,49.0,41.0,36.0
420,59.0,51.0,49.0,41.0,36.0,37.0
421,51.0,49.0,41.0,36.0,37.0,34.0
422,49.0,41.0,36.0,37.0,34.0,32.0
423,41.0,36.0,37.0,34.0,32.0,28.0
424,36.0,37.0,34.0,32.0,28.0,25.0
425,37.0,34.0,32.0,28.0,25.0,26.0
426,34.0,32.0,28.0,25.0,26.0,25.0
427,32.0,28.0,25.0,26.0,25.0,21.0
428,28.0,25.0,26.0,25.0,21.0,25.0
429,25.0,26.0,25.0,21.0,25.0,30.0
430,26.0,25.0,21.0,25.0,30.0,37.0
431,25.0,21.0,25.0,30.0,37.0,44.0
432,21.0,25.0,30.0,37.0,44.0,101.0
433,74.0,95.0,59.0,46.0,43.0,50.0
434,95.0,59.0,46.0,43.0,50.0,55.0
435,59.0,46.0,43.0,50.0,55.0,62.0
436,46.0,43.0,50.0,55.0,62.0,60.0
437,43.0,50.0,55.0,62.0,60.0,52.0
438,50.0,55.0,62.0,60.0,52.0,50.0
439,55.0,62.0,60.0,52.0,50.0,52.0
440,62.0,60.0,52.0,50.0,52.0,54.0
441,60.0,52.0,50.0,52.0,54.0,54.0
442,52.0,50.0,52.0,54.0,54.0,51.0
443,50.0,52.0,54.0,54.0,51.0,38.0
444,52.0,54.0,54.0,51.0,38.0,31.0
445,54.0,54.0,51.0,38.0,31.0,35.0
446,54.0,51.0,38.0,31.0,35.0,34.0
447,51.0,38.0,31.0,35.0,34.0,36.0
448,38.0,31.0,35.0,34.0,36.0,34.0
449,31.0,35.0,34.0,36.0,34.0,35.0
450,35.0,34.0,36.0,34.0,35.0,36.0
451,34.0,36.0,34.0,35.0,36.0,40.0
452,36.0,34.0,35.0,36.0,40.0,46.0
453,34.0,35.0,36.0,40.0,46.0,46.0
454,35.0,36.0,40.0,46.0,46.0,101.0
455,96.0,81.0,66.0,66.0,60.0,59.0
456,81.0,66.0,66.0,60.0,59.0,52.0
457,66.0,66.0,60.0,59.0,52.0,52.0
458,66.0,60.0,59.0,52.0,52.0,44.0
459,60.0,59.0,52.0,52.0,44.0,43.0
460,59.0,52.0,52.0,44.0,43.0,46.0
461,52.0,52.0,44.0,43.0,46.0,38.0
462,52.0,44.0,43.0,46.0,38.0,33.0
463,44.0,43.0,46.0,38.0,33.0,34.0
464,43.0,46.0,38.0,33.0,34.0,36.0
465,46.0,38.0,33.0,34.0,36.0,36.0
466,38.0,33.0,34.0,36.0,36.0,41.0
467,33.0,34.0,36.0,36.0,41.0,45.0
468,34.0,36.0,36.0,41.0,45.0,52.0
469,36.0,36.0,41.0,45.0,52.0,101.0
470,35.0,65.0,53.0,82.0,100.0,91.0
471,65.0,53.0,82.0,100.0,91.0,101.0
472,99.0,91.0,79.0,70.0,63.0,68.0
473,91.0,79.0,70.0,63.0,68.0,64.0
474,79.0,70.0,63.0,68.0,64.0,59.0
475,70.0,63.0,68.0,64.0,59.0,59.0
476,63.0,68.0,64.0,59.0,59.0,58.0
477,68.0,64.0,59.0,59.0,58.0,52.0
478,64.0,59.0,59.0,58.0,52.0,42.0
479,59.0,59.0,58.0,52.0,42.0,47.0
480,59.0,58.0,52.0,42.0,47.0,55.0
481,58.0,52.0,42.0,47.0,55.0,51.0
482,52.0,42.0,47.0,55.0,51.0,57.0
483,42.0,47.0,55.0,51.0,57.0,58.0
484,47.0,55.0,51.0,57.0,58.0,53.0
485,55.0,51.0,57.0,58.0,53.0,50.0
486,51.0,57.0,58.0,53.0,50.0,56.0
487,57.0,58.0,53.0,50.0,56.0,101.0
488,98.0,72.0,81.0,74.0,77.0,80.0
489,72.0,81.0,74.0,77.0,80.0,82.0
490,81.0,74.0,77.0,80.0,82.0,93.0
491,74.0,77.0,80.0,82.0,93.0,101.0
492,55.0,41.0,36.0,33.0,26.0,21.0
493,41.0,36.0,33.0,26.0,21.0,24.0
494,36.0,33.0,26.0,21.0,24.0,21.0
495,33.0,26.0,21.0,24.0,21.0,20.0
496,26.0,21.0,24.0,21.0,20.0,20.0
497,21.0,24.0,21.0,20.0,20.0,17.0
498,24.0,21.0,20.0,20.0,17.0,17.0
499,21.0,20.0,20.0,17.0,17.0,18.0
500,20.0,20.0,17.0,17.0,18.0,18.0
501,20.0,17.0,17.0,18.0,18.0,19.0
502,17.0,17.0,18.0,18.0,19.0,19.0
503,17.0,18.0,18.0,19.0,19.0,28.0
504,18.0,18.0,19.0,19.0,28.0,35.0
505,18.0,19.0,19.0,28.0,35.0,41.0
506,19.0,19.0,28.0,35.0,41.0,48.0
507,19.0,28.0,35.0,41.0,48.0,101.0
508,100.0,99.0,98.0,95.0,82.0,76.0
509,99.0,98.0,95.0,82.0,76.0,75.0
510,98.0,95.0,82.0,76.0,75.0,77.0
511,95.0,82.0,76.0,75.0,77.0,76.0
512,82.0,76.0,75.0,77.0,76.0,73.0
513,76.0,75.0,77.0,76.0,73.0,70.0
514,22.0,32.0,34.0,30.0,30.0,25.0
515,32.0,34.0,30.0,30.0,25.0,24.0
516,34.0,30.0,30.0,25.0,24.0,21.0
517,30.0,30.0,25.0,24.0,21.0,25.0
518,30.0,25.0,24.0,21.0,25.0,30.0
519,25.0,24.0,21.0,25.0,30.0,47.0
520,24.0,21.0,25.0,30.0,47.0,47.0
521,21.0,25.0,30.0,47.0,47.0,67.0
522,25.0,30.0,47.0,47.0,67.0,81.0
523,30.0,47.0,47.0,67.0,81.0,89.0
524,47.0,47.0,67.0,81.0,89.0,92.0
525,47.0,67.0,81.0,89.0,92.0,101.0
526,82.0,77.0,68.0,58.0,53.0,41.0
527,77.0,68.0,58.0,53.0,41.0,35.0
528,68.0,58.0,53.0,41.0,35.0,31.0
529,58.0,53.0,41.0,35.0,31.0,31.0
530,53.0,41.0,35.0,31.0,31.0,27.0
531,41.0,35.0,31.0,31.0,27.0,26.0
532,35.0,31.0,31.0,27.0,26.0,22.0
533,31.0,31.0,27.0,26.0,22.0,18.0
534,31.0,27.0,26.0,22.0,18.0,18.0
535,27.0,26.0,22.0,18.0,18.0,17.0
536,26.0,22.0,18.0,18.0,17.0,17.0
