,diff_0,diff_1,diff_2,diff_3,diff_4,diff_5,diff_6,diff_7,target
364,36.0,37.0,34.0,26.0,22.0,17.0,15.0,12.0,14.0
365,37.0,34.0,26.0,22.0,17.0,15.0,12.0,14.0,16.0
366,34.0,26.0,22.0,17.0,15.0,12.0,14.0,16.0,15.0
367,26.0,22.0,17.0,15.0,12.0,14.0,16.0,15.0,14.0
368,22.0,17.0,15.0,12.0,14.0,16.0,15.0,14.0,14.0
369,17.0,15.0,12.0,14.0,16.0,15.0,14.0,14.0,16.0
370,81.0,64.0,55.0,53.0,53.0,48.0,45.0,28.0,27.0
371,64.0,55.0,53.0,53.0,48.0,45.0,28.0,27.0,33.0
372,55.0,53.0,53.0,48.0,45.0,28.0,27.0,33.0,27.0
373,53.0,53.0,48.0,45.0,28.0,27.0,33.0,27.0,24.0
374,53.0,48.0,45.0,28.0,27.0,33.0,27.0,24.0,21.0
375,46.0,55.0,50.0,44.0,49.0,51.0,53.0,77.0,101.0
376,32.0,32.0,31.0,26.0,28.0,35.0,38.0,43.0,54.0
377,32.0,31.0,26.0,28.0,35.0,38.0,43.0,54.0,63.0
378,31.0,26.0,28.0,35.0,38.0,43.0,54.0,63.0,72.0
379,26.0,28.0,35.0,38.0,43.0,54.0,63.0,72.0,79.0
380,28.0,35.0,38.0,43.0,54.0,63.0,72.0,79.0,87.0
381,35.0,38.0,43.0,54.0,63.0,72.0,79.0,87.0,101.0
382,1.0,7.0,6.0,6.0,6.0,6.0,6.0,8.0,4.0
383,92.0,93.0,93.0,100.0,89.0,89.0,91.0,92.0,100.0
384,93.0,93.0,100.0,89.0,89.0,91.0,92.0,100.0,101.0
385,94.0,79.0,83.0,83.0,76.0,82.0,59.0,62.0,67.0
386,79.0,83.0,83.0,76.0,82.0,59.0,62.0,67.0,61.0
387,83.0,83.0,76.0,82.0,59.0,62.0,67.0,61.0,64.0
388,83.0,76.0,82.0,59.0,62.0,67.0,61.0,64.0,59.0
389,76.0,82.0,59.0,62.0,67.0,61.0,64.0,59.0,62.0
390,82.0,59.0,62.0,67.0,61.0,64.0,59.0,62.0,59.0
391,59.0,62.0,67.0,61.0,64.0,59.0,62.0,59.0,54.0
392,29.0,26.0,20.0,22.0,13.0,11.0,8.0,6.0,9.0
393,26.0,20.0,22.0,13.0,11.0,8.0,6.0,9.0,9.0
394,20.0,22.0,13.0,11.0,8.0,6.0,9.0,9.0,9.0
395,22.0,13.0,11.0,8.0,6.0,9.0,9.0,9.0,10.0
396,13.0,11.0,8.0,6.0,9.0,9.0,9.0,10.0,13.0
397,11.0,8.0,6.0,9.0,9.0,9.0,10.0,13.0,14.0
398,8.0,6.0,9.0,9.0,9.0,10.0,13.0,14.0,17.0
399,6.0,9.0,9.0,9.0,10.0,13.0,14.0,17.0,16.0
400,9.0,9.0,9.0,10.0,13.0,14.0,17.0,16.0,20.0
401,9.0,6.0,6.0,7.0,6.0,5.0,7.0,8.0,15.0
402,6.0,6.0,7.0,6.0,5.0,7.0,8.0,15.0,18.0
403,6.0,7.0,6.0,5.0,7.0,8.0,15.0,18.0,17.0
404,7.0,6.0,5.0,7.0,8.0,15.0,18.0,17.0,20.0
405,6.0,5.0,7.0,8.0,15.0,18.0,17.0,20.0,26.0
406,5.0,7.0,8.0,15.0,18.0,17.0,20.0,26.0,35.0
407,7.0,8.0,15.0,18.0,17.0,20.0,26.0,35.0,45.0
408,8.0,15.0,18.0,17.0,20.0,26.0,35.0,45.0,48.0
409,15.0,18.0,17.0,20.0,26.0,35.0,45.0,48.0,101.0
410,30.0,28.0,26.0,32.0,30.0,26.0,23.0,27.0,27.0
411,28.0,26.0,32.0,30.0,26.0,23.0,27.0,27.0,29.0
412,26.0,32.0,30.0,26.0,23.0,27.0,27.0,29.0,30.0
413,32.0,30.0,26.0,23.0,27.0,27.0,29.0,30.0,27.0
414,30.0,26.0,23.0,27.0,27.0,29.0,30.0,27.0,32.0
415,26.0,23.0,27.0,27.0,29.0,30.0,27.0,32.0,30.0
416,23.0,27.0,27.0,29.0,30.0,27.0,32.0,30.0,37.0
417,27.0,27.0,29.0,30.0,27.0,32.0,30.0,37.0,38.0
418,27.0,29.0,30.0,27.0,32.0,30.0,37.0,38.0,42.0
419,41.0,42.0,41.0,30.0,36.0,38.0,37.0,41.0,45.0
420,42.0,41.0,30.0,36.0,38.0,37.0,41.0,45.0,45.0
421,41.0,30.0,36.0,38.0,37.0,41.0,45.0,45.0,44.0
422,30.0,36.0,38.0,37.0,41.0,45.0,45.0,44.0,45.0
423,36.0,38.0,37.0,41.0,45.0,45.0,44.0,45.0,49.0
424,38.0,37.0,41.0,45.0,45.0,44.0,45.0,49.0,101.0
425,100.0,88.0,82.0,79.0,71.0,70.0,62.0,64.0,60.0
426,88.0,82.0,79.0,71.0,70.0,62.0,64.0,60.0,55.0
427,81.0,70.0,66.0,62.0,43.0,53.0,52.0,72.0,87.0
428,70.0,66.0,62.0,43.0,53.0,52.0,72.0,87.0,96.0
429,95.0,90.0,77.0,80.0,74.0,67.0,77.0,83.0,80.0
430,90.0,77.0,80.0,74.0,67.0,77.0,83.0,80.0,84.0
431,77.0,80.0,74.0,67.0,77.0,83.0,80.0,84.0,86.0
432,80.0,74.0,67.0,77.0,83.0,80.0,84.0,86.0,93.0
433,74.0,67.0,77.0,83.0,80.0,84.0,86.0,93.0,99.0
434,67.0,77.0,83.0,80.0,84.0,86.0,93.0,99.0,95.0
435,77.0,83.0,80.0,84.0,86.0,93.0,99.0,95.0,99.0
436,83.0,80.0,84.0,86.0,93.0,99.0,95.0,99.0,101.0
437,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0
438,2.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,3.0
439,2.0,2.0,1.0,1.0,1.0,2.0,3.0,3.0,4.0
440,2.0,1.0,1.0,1.0,2.0,3.0,3.0,4.0,4.0
441,1.0,1.0,1.0,2.0,3.0,3.0,4.0,4.0,5.0
442,1.0,1.0,2.0,3.0,3.0,4.0,4.0,5.0,8.0
443,1.0,2.0,3.0,3.0,4.0,4.0,5.0,8.0,8.0
444,2.0,3.0,3.0,4.0,4.0,5.0,8.0,8.0,11.0
445,3.0,3.0,4.0,4.0,5.0,8.0,8.0,11.0,13.0
446,61.0,77.0,66.0,50.0,38.0,46.0,42.0,37.0,37.0
447,77.0,66.0,50.0,38.0,46.0,42.0,37.0,37.0,37.0
448,66.0,50.0,38.0,46.0,42.0,37.0,37.0,37.0,41.0
449,50.0,38.0,46.0,42.0,37.0,37.0,37.0,41.0,41.0
450,38.0,46.0,42.0,37.0,37.0,37.0,41.0,41.0,42.0
451,46.0,42.0,37.0,37.0,37.0,41.0,41.0,42.0,47.0
452,42.0,37.0,37.0,37.0,41.0,41.0,42.0,47.0,61.0
453,37.0,37.0,37.0,41.0,41.0,42.0,47.0,61.0,77.0
454,37.0,37.0,41.0,41.0,42.0,47.0,61.0,77.0,75.0
455,59.0,58.0,64.0,61.0,55.0,54.0,46.0,50.0,65.0
456,58.0,64.0,61.0,55.0,54.0,46.0,50.0,65.0,71.0
457,64.0,61.0,55.0,54.0,46.0,50.0,65.0,71.0,76.0
458,61.0,55.0,54.0,46.0,50.0,65.0,71.0,76.0,101.0
459,7.0,9.0,8.0,6.0,7.0,8.0,6.0,11.0,11.0
460,9.0,8.0,6.0,7.0,8.0,6.0,11.0,11.0,10.0
461,8.0,6.0,7.0,8.0,6.0,11.0,11.0,10.0,13.0
462,6.0,7.0,8.0,6.0,11.0,11.0,10.0,13.0,16.0
463,7.0,8.0,6.0,11.0,11.0,10.0,13.0,16.0,17.0
464,8.0,6.0,11.0,11.0,10.0,13.0,16.0,17.0,17.0
465,6.0,11.0,11.0,10.0,13.0,16.0,17.0,17.0,20.0
466,11.0,11.0,10.0,13.0,16.0,17.0,17.0,20.0,22.0
467,11.0,10.0,13.0,16.0,17.0,17.0,20.0,22.0,23.0
468,28.0,19.0,13.0,9.0,5.0,4.0,4.0,3.0,4.0
469,19.0,13.0,9.0,5.0,4.0,4.0,3.0,4.0,2.0
470,13.0,9.0,5.0,4.0,4.0,3.0,4.0,2.0,3.0
471,9.0,5.0,4.0,4.0,3.0,4.0,2.0,3.0,3.0
472,5.0,4.0,4.0,3.0,4.0,2.0,3.0,3.0,3.0
473,4.0,4.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0
474,4.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,4.0
475,3.0,4.0,2.0,3.0,3.0,3.0,3.0,4.0,5.0
476,4.0,2.0,3.0,3.0,3.0,3.0,4.0,5.0,7.0
477,87.0,68.0,58.0,54.0,60.0,57.0,56.0,47.0,45.0
478,68.0,58.0,54.0,60.0,57.0,56.0,47.0,45.0,44.0
479,58.0,54.0,60.0,57.0,56.0,47.0,45.0,44.0,51.0
480,54.0,60.0,57.0,56.0,47.0,45.0,44.0,51.0,63.0
481,60.0,57.0,56.0,47.0,45.0,44.0,51.0,63.0,68.0
482,6.0,26.0,31.0,32.0,30.0,29.0,31.0,33.0,36.0
483,62.0,65.0,62.0,69.0,68.0,66.0,66.0,74.0,87.0
484,65.0,62.0,69.0,68.0,66.0,66.0,74.0,87.0,97.0
485,62.0,69.0,68.0,66.0,66.0,74.0,87.0,97.0,101.0
486,6.0,7.0,9.0,11.0,11.0,14.0,18.0,21.0,23.0
487,7.0,9.0,11.0,11.0,14.0,18.0,21.0,23.0,25.0
488,9.0,11.0,11.0,14.0,18.0,21.0,23.0,25.0,27.0
489,11.0,11.0,14.0,18.0,21.0,23.0,25.0,27.0,22.0
490,11.0,14.0,18.0,21.0,23.0,25.0,27.0,22.0,21.0
491,14.0,18.0,21.0,23.0,25.0,27.0,22.0,21.0,24.0
492,18.0,21.0,23.0,25.0,27.0,22.0,21.0,24.0,25.0
493,21.0,23.0,25.0,27.0,22.0,21.0,24.0,25.0,28.0
494,23.0,25.0,27.0,22.0,21.0,24.0,25.0,28.0,33.0
495,57.0,54.0,58.0,63.0,65.0,73.0,77.0,84.0,95.0
496,54.0,58.0,63.0,65.0,73.0,77.0,84.0,95.0,92.0
497,58.0,63.0,65.0,73.0,77.0,84.0,95.0,92.0,101.0
498,26.0,27.0,19.0,19.0,27.0,29.0,28.0,39.0,38.0
499,27.0,19.0,19.0,27.0,29.0,28.0,39.0,38.0,47.0
500,19.0,19.0,27.0,29.0,28.0,39.0,38.0,47.0,101.0
501,85.0,86.0,85.0,88.0,64.0,74.0,77.0,91.0,89.0
502,86.0,85.0,88.0,64.0,74.0,77.0,91.0,89.0,98.0
503,85.0,88.0,64.0,74.0,77.0,91.0,89.0,98.0,91.0
504,88.0,64.0,74.0,77.0,91.0,89.0,98.0,91.0,101.0
505,98.0,92.0,93.0,90.0,72.0,72.0,72.0,71.0,63.0
506,92.0,93.0,90.0,72.0,72.0,72.0,71.0,63.0,60.0
507,93.0,90.0,72.0,72.0,72.0,71.0,63.0,60.0,75.0
508,90.0,72.0,72.0,72.0,71.0,63.0,60.0,75.0,91.0
509,72.0,72.0,72.0,71.0,63.0,60.0,75.0,91.0,101.0
510,4.0,5.0,5.0,5.0,8.0,10.0,10.0,17.0,21.0
511,5.0,5.0,5.0,8.0,10.0,10.0,17.0,21.0,23.0
512,5.0,5.0,8.0,10.0,10.0,17.0,21.0,23.0,25.0
513,5.0,8.0,10.0,10.0,17.0,21.0,23.0,25.0,25.0
514,8.0,10.0,10.0,17.0,21.0,23.0,25.0,25.0,29.0
515,10.0,10.0,17.0,21.0,23.0,25.0,25.0,29.0,34.0
516,10.0,17.0,21.0,23.0,25.0,25.0,29.0,34.0,36.0
517,17.0,21.0,23.0,25.0,25.0,29.0,34.0,36.0,37.0
518,21.0,23.0,25.0,25.0,29.0,34.0,36.0,37.0,41.0
519,78.0,55.0,54.0,47.0,41.0,41.0,35.0,29.0,29.0
520,55.0,54.0,47.0,41.0,41.0,35.0,29.0,29.0,20.0
521,54.0,47.0,41.0,41.0,35.0,29.0,29.0,20.0,14.0
522,47.0,41.0,41.0,35.0,29.0,29.0,20.0,14.0,18.0
523,41.0,41.0,35.0,29.0,29.0,20.0,14.0,18.0,23.0
524,41.0,35.0,29.0,29.0,20.0,14.0,18.0,23.0,28.0
525,35.0,29.0,29.0,20.0,14.0,18.0,23.0,28.0,34.0
526,29.0,29.0,20.0,14.0,18.0,23.0,28.0,34.0,50.0
527,29.0,20.0,14.0,18.0,23.0,28.0,34.0,50.0,58.0
528,23.0,22.0,24.0,15.0,14.0,16.0,17.0,19.0,24.0
529,22.0,24.0,15.0,14.0,16.0,17.0,19.0,24.0,34.0
530,24.0,15.0,14.0,16.0,17.0,19.0,24.0,34.0,39.0
531,15.0,14.0,16.0,17.0,19.0,24.0,34.0,39.0,42.0
532,14.0,16.0,17.0,19.0,24.0,34.0,39.0,42.0,44.0
533,16.0,17.0,19.0,24.0,34.0,39.0,42.0,44.0,46.0
534,17.0,19.0,24.0,34.0,39.0,42.0,44.0,46.0,49.0
535,19.0,24.0,34.0,39.0,42.0,44.0,46.0,49.0,45.0
536,24.0,34.0,39.0,42.0,44.0,46.0,49.0,45.0,49.0
537,18.0,23.0,22.0,18.0,21.0,28.0,34.0,34.0,35.0
538,23.0,22.0,18.0,21.0,28.0,34.0,34.0,35.0,38.0
539,22.0,18.0,21.0,28.0,34.0,34.0,35.0,38.0,46.0
540,18.0,21.0,28.0,34.0,34.0,35.0,38.0,46.0,46.0
541,21.0,28.0,34.0,34.0,35.0,38.0,46.0,46.0,101.0
542,9.0,7.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0
543,7.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
544,69.0,72.0,97.0,98.0,82.0,70.0,60.0,57.0,54.0
545,72.0,97.0,98.0,82.0,70.0,60.0,57.0,54.0,55.0
546,97.0,98.0,82.0,70.0,60.0,57.0,54.0,55.0,50.0
547,98.0,82.0,70.0,60.0,57.0,54.0,55.0,50.0,43.0
548,82.0,70.0,60.0,57.0,54.0,55.0,50.0,43.0,38.0
549,70.0,60.0,57.0,54.0,55.0,50.0,43.0,38.0,32.0
550,60.0,57.0,54.0,55.0,50.0,43.0,38.0,32.0,32.0
551,57.0,54.0,55.0,50.0,43.0,38.0,32.0,32.0,31.0
552,85.0,88.0,80.0,67.0,58.0,58.0,23.0,36.0,34.0
