,diff_0,diff_1,diff_2,diff_3,diff_4,diff_5,diff_6,diff_7,target
217,9.0,6.0,5.0,10.0,12.0,19.0,21.0,26.0,33.0
218,6.0,5.0,10.0,12.0,19.0,21.0,26.0,33.0,32.0
219,5.0,10.0,12.0,19.0,21.0,26.0,33.0,32.0,39.0
220,10.0,12.0,19.0,21.0,26.0,33.0,32.0,39.0,47.0
221,12.0,19.0,21.0,26.0,33.0,32.0,39.0,47.0,101.0
222,48.0,41.0,42.0,31.0,33.0,31.0,30.0,24.0,25.0
223,41.0,42.0,31.0,33.0,31.0,30.0,24.0,25.0,24.0
224,42.0,31.0,33.0,31.0,30.0,24.0,25.0,24.0,26.0
225,31.0,33.0,31.0,30.0,24.0,25.0,24.0,26.0,23.0
226,33.0,31.0,30.0,24.0,25.0,24.0,26.0,23.0,31.0
227,31.0,30.0,24.0,25.0,24.0,26.0,23.0,31.0,37.0
228,30.0,24.0,25.0,24.0,26.0,23.0,31.0,37.0,41.0
229,24.0,25.0,24.0,26.0,23.0,31.0,37.0,41.0,46.0
230,25.0,24.0,26.0,23.0,31.0,37.0,41.0,46.0,101.0
231,98.0,96.0,80.0,88.0,90.0,81.0,86.0,86.0,93.0
232,96.0,80.0,88.0,90.0,81.0,86.0,86.0,93.0,68.0
233,80.0,88.0,90.0,81.0,86.0,86.0,93.0,68.0,84.0
234,88.0,90.0,81.0,86.0,86.0,93.0,68.0,84.0,101.0
235,67.0,61.0,60.0,53.0,51.0,48.0,44.0,38.0,40.0
236,61.0,60.0,53.0,51.0,48.0,44.0,38.0,40.0,43.0
237,60.0,53.0,51.0,48.0,44.0,38.0,40.0,43.0,52.0
238,53.0,51.0,48.0,44.0,38.0,40.0,43.0,52.0,56.0
239,51.0,48.0,44.0,38.0,40.0,43.0,52.0,56.0,63.0
240,48.0,44.0,38.0,40.0,43.0,52.0,56.0,63.0,70.0
241,44.0,38.0,40.0,43.0,52.0,56.0,63.0,70.0,85.0
242,38.0,40.0,43.0,52.0,56.0,63.0,70.0,85.0,91.0
243,40.0,43.0,52.0,56.0,63.0,70.0,85.0,91.0,90.0
244,3.0,3.0,4.0,4.0,4.0,7.0,9.0,14.0,18.0
245,3.0,4.0,4.0,4.0,7.0,9.0,14.0,18.0,16.0
246,4.0,4.0,4.0,7.0,9.0,14.0,18.0,16.0,19.0
247,4.0,4.0,7.0,9.0,14.0,18.0,16.0,19.0,21.0
248,4.0,7.0,9.0,14.0,18.0,16.0,19.0,21.0,24.0
249,7.0,9.0,14.0,18.0,16.0,19.0,21.0,24.0,27.0
250,9.0,14.0,18.0,16.0,19.0,21.0,24.0,27.0,28.0
251,14.0,18.0,16.0,19.0,21.0,24.0,27.0,28.0,34.0
252,18.0,16.0,19.0,21.0,24.0,27.0,28.0,34.0,38.0
253,71.0,71.0,69.0,64.0,58.0,56.0,59.0,73.0,101.0
254,52.0,46.0,33.0,28.0,22.0,20.0,24.0,25.0,26.0
255,46.0,33.0,28.0,22.0,20.0,24.0,25.0,26.0,28.0
256,33.0,28.0,22.0,20.0,24.0,25.0,26.0,28.0,37.0
257,28.0,22.0,20.0,24.0,25.0,26.0,28.0,37.0,51.0
258,22.0,20.0,24.0,25.0,26.0,28.0,37.0,51.0,61.0
259,20.0,24.0,25.0,26.0,28.0,37.0,51.0,61.0,71.0
260,24.0,25.0,26.0,28.0,37.0,51.0,61.0,71.0,82.0
261,25.0,26.0,28.0,37.0,51.0,61.0,71.0,82.0,88.0
262,26.0,28.0,37.0,51.0,61.0,71.0,82.0,88.0,86.0
263,87.0,81.0,79.0,78.0,72.0,72.0,67.0,67.0,56.0
264,81.0,79.0,78.0,72.0,72.0,67.0,67.0,56.0,52.0
265,74.0,73.0,70.0,65.0,57.0,59.0,56.0,68.0,75.0
266,73.0,70.0,65.0,57.0,59.0,56.0,68.0,75.0,90.0
267,70.0,65.0,57.0,59.0,56.0,68.0,75.0,90.0,99.0
268,65.0,57.0,59.0,56.0,68.0,75.0,90.0,99.0,99.0
269,57.0,59.0,56.0,68.0,75.0,90.0,99.0,99.0,101.0
270,79.0,59.0,48.0,33.0,24.0,15.0,14.0,10.0,11.0
271,59.0,48.0,33.0,24.0,15.0,14.0,10.0,11.0,10.0
272,48.0,33.0,24.0,15.0,14.0,10.0,11.0,10.0,9.0
273,19.0,12.0,15.0,20.0,16.0,15.0,13.0,13.0,16.0
274,12.0,15.0,20.0,16.0,15.0,13.0,13.0,16.0,14.0
275,15.0,20.0,16.0,15.0,13.0,13.0,16.0,14.0,15.0
276,20.0,16.0,15.0,13.0,13.0,16.0,14.0,15.0,19.0
277,16.0,15.0,13.0,13.0,16.0,14.0,15.0,19.0,28.0
278,15.0,13.0,13.0,16.0,14.0,15.0,19.0,28.0,36.0
279,13.0,13.0,16.0,14.0,15.0,19.0,28.0,36.0,47.0
280,13.0,16.0,14.0,15.0,19.0,28.0,36.0,47.0,52.0
281,16.0,14.0,15.0,19.0,28.0,36.0,47.0,52.0,101.0
282,84.0,79.0,68.0,55.0,48.0,57.0,52.0,51.0,64.0
283,79.0,68.0,55.0,48.0,57.0,52.0,51.0,64.0,86.0
284,68.0,55.0,48.0,57.0,52.0,51.0,64.0,86.0,94.0
285,55.0,48.0,57.0,52.0,51.0,64.0,86.0,94.0,101.0
286,14.0,13.0,12.0,13.0,12.0,12.0,14.0,20.0,22.0
287,13.0,12.0,13.0,12.0,12.0,14.0,20.0,22.0,22.0
288,12.0,13.0,12.0,12.0,14.0,20.0,22.0,22.0,23.0
289,13.0,12.0,12.0,14.0,20.0,22.0,22.0,23.0,24.0
290,12.0,12.0,14.0,20.0,22.0,22.0,23.0,24.0,22.0
291,12.0,14.0,20.0,22.0,22.0,23.0,24.0,22.0,23.0
292,14.0,20.0,22.0,22.0,23.0,24.0,22.0,23.0,24.0
293,20.0,22.0,22.0,23.0,24.0,22.0,23.0,24.0,27.0
294,22.0,22.0,23.0,24.0,22.0,23.0,24.0,27.0,32.0
295,17.0,25.0,28.0,33.0,31.0,32.0,36.0,36.0,41.0
296,25.0,28.0,33.0,31.0,32.0,36.0,36.0,41.0,46.0
297,28.0,33.0,31.0,32.0,36.0,36.0,41.0,46.0,49.0
298,33.0,31.0,32.0,36.0,36.0,41.0,46.0,49.0,49.0
299,31.0,32.0,36.0,36.0,41.0,46.0,49.0,49.0,48.0
300,32.0,36.0,36.0,41.0,46.0,49.0,49.0,48.0,101.0
301,98.0,90.0,90.0,87.0,86.0,75.0,80.0,75.0,38.0
302,90.0,90.0,87.0,86.0,75.0,80.0,75.0,38.0,35.0
303,90.0,87.0,86.0,75.0,80.0,75.0,38.0,35.0,52.0
304,87.0,86.0,75.0,80.0,75.0,38.0,35.0,52.0,50.0
305,86.0,75.0,80.0,75.0,38.0,35.0,52.0,50.0,38.0
306,75.0,80.0,75.0,38.0,35.0,52.0,50.0,38.0,35.0
307,80.0,75.0,38.0,35.0,52.0,50.0,38.0,35.0,30.0
308,10.0,10.0,10.0,10.0,10.0,9.0,11.0,15.0,20.0
309,10.0,10.0,10.0,10.0,9.0,11.0,15.0,20.0,27.0
310,10.0,10.0,10.0,9.0,11.0,15.0,20.0,27.0,29.0
311,10.0,10.0,9.0,11.0,15.0,20.0,27.0,29.0,31.0
312,10.0,9.0,11.0,15.0,20.0,27.0,29.0,31.0,37.0
313,9.0,11.0,15.0,20.0,27.0,29.0,31.0,37.0,42.0
314,11.0,15.0,20.0,27.0,29.0,31.0,37.0,42.0,46.0
315,15.0,20.0,27.0,29.0,31.0,37.0,42.0,46.0,41.0
316,20.0,27.0,29.0,31.0,37.0,42.0,46.0,41.0,46.0
317,5.0,4.0,3.0,3.0,3.0,3.0,2.0,1.0,2.0
318,4.0,3.0,3.0,3.0,3.0,2.0,1.0,2.0,1.0
319,3.0,3.0,3.0,3.0,2.0,1.0,2.0,1.0,2.0
320,3.0,3.0,3.0,2.0,1.0,2.0,1.0,2.0,2.0
321,3.0,3.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0
322,3.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0
323,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0
324,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0
325,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,5.0
326,36.0,40.0,36.0,35.0,29.0,19.0,16.0,12.0,10.0
327,40.0,36.0,35.0,29.0,19.0,16.0,12.0,10.0,8.0
328,36.0,35.0,29.0,19.0,16.0,12.0,10.0,8.0,8.0
329,35.0,29.0,19.0,16.0,12.0,10.0,8.0,8.0,7.0
330,29.0,19.0,16.0,12.0,10.0,8.0,8.0,7.0,7.0
331,19.0,16.0,12.0,10.0,8.0,8.0,7.0,7.0,7.0
332,16.0,12.0,10.0,8.0,8.0,7.0,7.0,7.0,7.0
333,12.0,10.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0
334,10.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0,8.0
335,95.0,88.0,79.0,73.0,70.0,57.0,50.0,31.0,26.0
336,88.0,79.0,73.0,70.0,57.0,50.0,31.0,26.0,20.0
337,79.0,73.0,70.0,57.0,50.0,31.0,26.0,20.0,22.0
338,91.0,71.0,65.0,63.0,55.0,55.0,51.0,53.0,53.0
339,71.0,65.0,63.0,55.0,55.0,51.0,53.0,53.0,50.0
340,55.0,51.0,37.0,34.0,32.0,23.0,12.0,5.0,8.0
341,51.0,37.0,34.0,32.0,23.0,12.0,5.0,8.0,5.0
342,37.0,34.0,32.0,23.0,12.0,5.0,8.0,5.0,5.0
343,34.0,32.0,23.0,12.0,5.0,8.0,5.0,5.0,5.0
344,32.0,23.0,12.0,5.0,8.0,5.0,5.0,5.0,4.0
345,23.0,12.0,5.0,8.0,5.0,5.0,5.0,4.0,4.0
346,12.0,5.0,8.0,5.0,5.0,5.0,4.0,4.0,5.0
347,5.0,8.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0
348,8.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,6.0
349,91.0,84.0,74.0,64.0,66.0,68.0,71.0,64.0,59.0
350,37.0,36.0,40.0,43.0,40.0,43.0,41.0,42.0,47.0
351,36.0,40.0,43.0,40.0,43.0,41.0,42.0,47.0,101.0
352,97.0,97.0,80.0,76.0,77.0,76.0,73.0,70.0,74.0
353,97.0,80.0,76.0,77.0,76.0,73.0,70.0,74.0,78.0
354,80.0,76.0,77.0,76.0,73.0,70.0,74.0,78.0,81.0
355,76.0,77.0,76.0,73.0,70.0,74.0,78.0,81.0,82.0
356,77.0,76.0,73.0,70.0,74.0,78.0,81.0,82.0,81.0
357,13.0,14.0,17.0,16.0,15.0,21.0,27.0,32.0,34.0
358,14.0,17.0,16.0,15.0,21.0,27.0,32.0,34.0,41.0
359,17.0,16.0,15.0,21.0,27.0,32.0,34.0,41.0,48.0
360,16.0,15.0,21.0,27.0,32.0,34.0,41.0,48.0,101.0
361,75.0,60.0,57.0,36.0,37.0,34.0,26.0,22.0,17.0
362,60.0,57.0,36.0,37.0,34.0,26.0,22.0,17.0,15.0
363,57.0,36.0,37.0,34.0,26.0,22.0,17.0,15.0,12.0
