,diff_0,diff_1,diff_2,diff_3,diff_4,rank,target
13879,1,1,1,-1,-1,62.0,-1
13880,1,1,-1,-1,-1,79.0,-1
13881,1,-1,-1,-1,-1,91.0,1
13882,-1,-1,-1,-1,1,72.0,-1
13883,-1,-1,-1,1,-1,74.0,-1
13884,-1,-1,1,-1,-1,88.0,-1
13885,1,1,0,1,-1,37.0,-1
13886,1,0,1,-1,-1,43.0,-1
13887,0,1,-1,-1,-1,45.0,-1
13888,1,-1,-1,-1,-1,52.0,-1
13889,-1,-1,-1,-1,-1,65.0,-1
13890,-1,-1,-1,-1,-1,77.0,-1
13891,-1,-1,-1,-1,-1,87.0,-1
13892,1,1,-1,1,1,71.0,1
13893,1,-1,1,1,1,65.0,0
13894,-1,1,1,1,0,65.0,-1
13895,1,1,1,0,-1,75.0,0
13896,1,1,0,-1,0,75.0,1
13897,1,0,-1,0,1,70.0,-1
13898,0,-1,0,1,-1,78.0,1
13899,-1,0,1,-1,1,74.0,-1
13900,0,1,-1,1,-1,83.0,-1
13901,1,1,1,1,1,58.0,1
13902,1,1,1,1,1,56.0,-1
13903,1,1,1,1,-1,58.0,0
13904,1,1,1,-1,0,58.0,-1
13905,1,1,-1,0,-1,65.0,1
13906,1,-1,0,-1,1,64.0,-1
13907,-1,0,-1,1,-1,76.0,-1
13908,0,-1,1,-1,-1,79.0,-1
13909,-1,1,-1,-1,-1,84.0,1
13910,1,-1,-1,-1,1,76.0,1
13911,-1,-1,-1,1,1,71.0,-1
13912,-1,-1,1,1,-1,85.0,-1
13913,-1,1,1,-1,-1,96.0,-1
13914,1,-1,0,1,1,58.0,1
13915,-1,0,1,1,1,56.0,-1
13916,0,1,1,1,-1,60.0,1
13917,1,1,1,-1,1,23.0,-1
13918,1,1,-1,1,-1,48.0,-1
13919,1,-1,1,-1,-1,63.0,-1
13920,-1,1,-1,-1,-1,82.0,-1
13921,1,-1,-1,-1,-1,93.0,-1
13922,0,0,-1,-1,-1,87.0,-1
13923,1,1,1,1,1,62.0,1
13924,1,1,1,1,1,60.0,0
13925,1,1,1,1,0,60.0,1
13926,1,1,1,0,1,59.0,-1
13927,1,1,0,1,-1,60.0,-1
13928,1,0,1,-1,-1,61.0,1
13929,0,1,-1,-1,1,55.0,-1
13930,1,-1,-1,1,-1,65.0,-1
13931,-1,-1,1,-1,-1,79.0,-1
13932,1,1,1,1,1,53.0,1
13933,1,1,1,1,1,47.0,1
13934,1,1,1,1,1,40.0,1
13935,1,1,1,1,1,33.0,-1
13936,1,1,1,1,-1,34.0,0
13937,1,1,1,-1,0,34.0,-1
13938,1,1,-1,0,-1,37.0,-1
13939,1,-1,0,-1,-1,45.0,-1
13940,-1,0,-1,-1,-1,47.0,-1
13941,0,-1,-1,-1,-1,53.0,0
13942,-1,-1,-1,-1,0,53.0,-1
13943,-1,-1,-1,0,-1,57.0,-1
13944,-1,-1,0,-1,-1,59.0,1
13945,-1,0,-1,-1,1,58.0,-1
13946,1,1,1,-1,0,92.0,0
13947,1,1,-1,0,0,92.0,0
13948,1,0,1,1,1,69.0,-1
13949,0,1,1,1,-1,72.0,1
13950,1,1,1,-1,1,70.0,-1
13951,1,1,-1,1,-1,72.0,1
13952,1,-1,1,-1,1,64.0,-1
13953,-1,1,-1,1,-1,73.0,1
13954,1,-1,1,-1,1,63.0,-1
13955,-1,1,-1,1,-1,74.0,1
13956,1,-1,1,-1,1,70.0,-1
13957,-1,1,-1,1,-1,80.0,-1
13958,1,-1,1,-1,-1,81.0,1
13959,-1,1,-1,-1,1,78.0,1
13960,1,-1,-1,1,1,59.0,-1
13961,-1,-1,1,1,-1,67.0,-1
13962,1,1,1,1,1,9.0,0
13963,1,1,1,1,0,9.0,-1
13964,1,1,1,0,-1,11.0,1
13965,1,1,0,-1,1,1.0,0
13966,1,0,-1,1,0,1.0,0
13967,0,-1,1,0,0,1.0,0
13968,-1,1,0,0,0,1.0,-1
13969,1,0,0,0,-1,4.0,-1
13970,0,0,0,-1,-1,8.0,-1
13971,0,0,-1,-1,-1,12.0,-1
13972,0,-1,-1,-1,-1,22.0,-1
13973,-1,-1,-1,-1,-1,23.0,-1
13974,-1,-1,-1,-1,-1,43.0,-1
13975,-1,1,-1,-1,-1,87.0,-1
13976,1,1,1,0,0,58.0,0
13977,1,1,0,0,0,58.0,-1
13978,1,0,0,0,-1,61.0,-1
13979,0,0,0,-1,-1,70.0,-1
13980,1,0,0,1,1,52.0,1
13981,0,0,1,1,1,51.0,1
13982,0,1,1,1,1,47.0,1
13983,1,1,1,1,1,44.0,0
13984,1,1,1,1,0,44.0,0
13985,1,1,1,0,0,44.0,-1
13986,1,1,0,0,-1,52.0,-1
13987,1,0,0,-1,-1,55.0,-1
13988,0,0,-1,-1,-1,60.0,-1
13989,0,-1,-1,-1,-1,71.0,-1
13990,-1,-1,-1,-1,-1,81.0,-1
13991,-1,-1,-1,-1,-1,93.0,-1
13992,-1,-1,-1,-1,-1,96.0,-1
13993,1,1,1,1,1,81.0,-1
13994,1,1,1,1,-1,90.0,-1
13995,1,1,1,-1,-1,96.0,-1
13996,1,1,1,1,-1,51.0,1
13997,1,1,1,-1,1,47.0,1
13998,1,1,-1,1,1,44.0,-1
13999,1,-1,1,1,-1,47.0,1
14000,-1,1,1,-1,1,45.0,1
14001,1,1,-1,1,1,38.0,1
14002,1,-1,1,1,1,37.0,1
14003,-1,1,1,1,1,34.0,-1
14004,1,1,1,1,-1,40.0,1
14005,1,1,1,-1,1,32.0,0
14006,1,1,-1,1,0,32.0,-1
14007,1,-1,1,0,-1,34.0,-1
14008,-1,1,0,-1,-1,42.0,-1
14009,1,0,-1,-1,-1,44.0,-1
14010,-1,1,1,1,1,26.0,-1
14011,1,1,1,1,-1,27.0,1
14012,1,1,1,-1,1,23.0,0
14013,1,1,-1,1,0,23.0,-1
14014,1,-1,1,0,-1,25.0,0
14015,-1,1,0,-1,0,25.0,-1
14016,1,0,-1,0,-1,29.0,-1
14017,0,-1,0,-1,-1,32.0,-1
14018,-1,0,-1,-1,-1,36.0,-1
14019,0,-1,-1,-1,-1,41.0,-1
14020,-1,-1,-1,-1,-1,46.0,-1
14021,-1,-1,-1,-1,-1,57.0,-1
14022,-1,-1,-1,-1,-1,72.0,1
14023,-1,-1,-1,-1,1,71.0,-1
14024,1,1,1,1,1,39.0,0
14025,1,1,1,1,0,39.0,0
14026,1,1,1,0,0,39.0,1
14027,1,1,0,0,1,33.0,0
14028,1,0,0,1,0,33.0,0
14029,0,0,1,0,0,33.0,-1
14030,0,1,0,0,-1,47.0,1
14031,1,0,0,-1,1,45.0,-1
14032,0,0,-1,1,-1,52.0,-1
14033,0,-1,1,-1,-1,59.0,-1
14034,-1,1,-1,-1,-1,66.0,-1
14035,1,-1,-1,-1,-1,68.0,-1
14036,-1,-1,-1,-1,-1,80.0,-1
14037,-1,-1,-1,-1,-1,92.0,-1
14038,1,-1,-1,1,1,28.0,1
14039,-1,-1,1,1,1,18.0,1
14040,-1,1,1,1,1,9.0,-1
14041,1,1,1,1,-1,15.0,-1
14042,1,1,1,-1,-1,17.0,-1
14043,1,1,-1,-1,-1,20.0,-1
14044,1,-1,-1,-1,-1,21.0,-1
14045,-1,-1,-1,-1,-1,26.0,-1
14046,-1,-1,-1,-1,-1,34.0,-1
14047,-1,-1,-1,-1,-1,43.0,-1
14048,-1,-1,-1,-1,-1,48.0,-1
14049,-1,-1,-1,-1,-1,61.0,-1
14050,-1,-1,-1,-1,-1,67.0,-1
14051,-1,-1,-1,-1,-1,72.0,-1
14052,1,1,1,1,1,68.0,1
14053,1,1,1,1,1,62.0,1
14054,1,1,1,1,1,58.0,1
14055,1,1,1,1,1,48.0,0
14056,1,1,1,1,0,48.0,1
14057,1,1,1,0,1,40.0,1
14058,1,1,0,1,1,38.0,1
14059,1,0,1,1,1,37.0,0
14060,0,1,1,1,0,37.0,1
14061,1,1,1,0,1,36.0,1
14062,1,1,0,1,1,35.0,0
14063,1,0,1,1,0,35.0,1
14064,0,1,1,0,1,32.0,1
14065,1,1,0,1,1,31.0,1
14066,1,0,1,1,1,28.0,-1
14067,0,1,1,1,-1,30.0,0
14068,1,1,1,-1,0,30.0,1
14069,1,1,-1,0,1,27.0,-1
14070,1,-1,0,1,-1,28.0,1
14071,-1,0,1,-1,1,25.0,-1
14072,0,1,-1,1,-1,30.0,1
14073,1,-1,1,-1,1,28.0,0
14074,-1,1,-1,1,0,28.0,1
14075,1,-1,1,0,1,25.0,-1
14076,-1,1,0,1,-1,27.0,1
14077,1,0,1,-1,1,25.0,0
14078,0,1,-1,1,0,25.0,-1
14079,1,-1,1,0,-1,27.0,-1
14080,-1,1,0,-1,-1,37.0,1
14081,1,0,-1,-1,1,36.0,-1
14082,0,-1,-1,1,-1,37.0,-1
14083,-1,-1,1,-1,-1,45.0,1
14084,-1,1,-1,-1,1,43.0,1
14085,1,-1,-1,1,1,42.0,0
14086,-1,-1,1,1,0,42.0,-1
14087,-1,1,1,0,-1,44.0,-1
14088,1,1,0,-1,-1,48.0,1
14089,1,0,-1,-1,1,42.0,0
14090,1,1,1,1,1,17.0,1
14091,1,1,1,1,1,15.0,1
14092,1,1,1,1,1,11.0,1
14093,1,1,1,1,1,10.0,1
14094,1,1,1,1,1,7.0,0
14095,1,1,1,1,0,7.0,-1
14096,1,1,1,0,-1,9.0,-1
14097,1,1,0,-1,-1,10.0,-1
14098,1,0,-1,-1,-1,13.0,-1
14099,0,-1,-1,-1,-1,17.0,-1
14100,-1,-1,-1,-1,-1,19.0,-1
14101,-1,-1,-1,-1,-1,23.0,-1
14102,-1,-1,-1,-1,-1,34.0,-1
14103,-1,-1,-1,-1,-1,35.0,-1
14104,-1,-1,-1,-1,-1,42.0,1
14105,-1,-1,-1,-1,1,41.0,-1
14106,-1,-1,-1,1,-1,45.0,-1
14107,-1,-1,1,-1,-1,48.0,-1
14108,-1,1,-1,-1,-1,49.0,0
14109,1,1,1,1,1,67.0,-1
14110,1,1,1,1,-1,71.0,1
14111,1,1,1,-1,1,70.0,1
14112,1,1,-1,1,1,59.0,-1
14113,1,-1,1,1,-1,63.0,-1
14114,-1,1,1,-1,-1,65.0,1
14115,1,1,-1,-1,1,64.0,1
14116,1,-1,-1,1,1,62.0,1
14117,-1,-1,1,1,1,59.0,-1
14118,-1,1,1,1,-1,60.0,1
14119,1,1,1,-1,1,57.0,1
14120,1,1,-1,1,1,53.0,1
14121,1,-1,1,1,1,52.0,-1
14122,-1,1,1,1,-1,62.0,-1
14123,1,1,1,1,1,62.0,1
14124,1,1,1,1,1,54.0,1
14125,1,1,1,1,1,52.0,1
14126,1,1,1,1,1,43.0,1
14127,1,1,1,1,1,39.0,0
14128,1,1,1,1,0,39.0,1
14129,1,1,1,0,1,38.0,0
14130,1,1,0,1,0,38.0,0
14131,1,0,1,0,0,38.0,1
14132,0,1,0,0,1,31.0,0
14133,1,0,0,1,0,31.0,-1
14134,0,0,1,0,-1,39.0,-1
14135,0,1,0,-1,-1,44.0,-1
14136,1,0,-1,-1,-1,46.0,1
14137,0,-1,-1,-1,1,36.0,-1
14138,1,0,-1,1,1,69.0,-1
14139,0,-1,1,1,-1,90.0,1
14140,-1,1,1,-1,1,89.0,1
14141,1,1,-1,1,1,86.0,1
14142,1,-1,1,1,1,84.0,-1
14143,1,-1,1,1,-1,6.0,-1
14144,-1,1,1,-1,-1,7.0,-1
14145,1,1,-1,-1,-1,9.0,-1
14146,1,-1,-1,-1,-1,14.0,-1
14147,-1,-1,-1,-1,-1,17.0,-1
14148,-1,-1,-1,-1,-1,20.0,-1
14149,-1,-1,-1,-1,-1,24.0,-1
14150,-1,-1,-1,-1,-1,29.0,-1
14151,-1,-1,-1,-1,-1,32.0,-1
14152,-1,-1,-1,-1,-1,39.0,-1
14153,-1,-1,-1,-1,-1,48.0,-1
14154,-1,-1,-1,-1,-1,54.0,-1
14155,-1,-1,-1,-1,-1,61.0,-1
14156,-1,-1,-1,-1,-1,67.0,-1
14157,1,1,1,1,0,71.0,1
14158,1,1,1,0,1,69.0,1
14159,1,1,0,1,1,62.0,1
14160,1,0,1,1,1,55.0,1
14161,0,1,1,1,1,44.0,1
14162,1,1,1,1,1,43.0,0
14163,1,1,1,1,0,43.0,-1
14164,1,1,1,0,-1,49.0,-1
14165,1,1,0,-1,-1,50.0,-1
14166,1,0,-1,-1,-1,58.0,-1
14167,0,-1,-1,-1,-1,64.0,-1
14168,-1,-1,-1,-1,-1,68.0,1
14169,-1,-1,-1,-1,1,66.0,1
14170,-1,-1,-1,1,1,64.0,-1
14171,1,1,1,0,1,41.0,1
14172,1,1,0,1,1,35.0,1
14173,1,0,1,1,1,34.0,1
14174,0,1,1,1,1,33.0,1
14175,1,1,1,1,1,30.0,-1
14176,1,1,1,1,-1,33.0,-1
14177,1,1,1,-1,-1,37.0,-1
14178,1,1,-1,-1,-1,38.0,-1
14179,1,-1,-1,-1,-1,42.0,-1
14180,-1,-1,-1,-1,-1,50.0,-1
14181,-1,-1,-1,-1,-1,56.0,1
14182,-1,-1,-1,-1,1,53.0,-1
14183,-1,-1,-1,1,-1,61.0,1
14184,-1,-1,1,-1,1,60.0,1
14185,1,1,1,1,1,54.0,-1
14186,1,1,1,1,-1,58.0,-1
14187,1,1,1,-1,-1,60.0,-1
14188,1,1,-1,-1,-1,64.0,1
14189,1,-1,-1,-1,1,62.0,-1
14190,-1,-1,-1,1,-1,63.0,0
14191,-1,-1,1,-1,0,63.0,-1
14192,-1,1,-1,0,-1,69.0,-1
14193,1,-1,0,-1,-1,77.0,-1
14194,1,1,1,1,1,20.0,1
14195,1,1,1,1,1,17.0,1
14196,1,1,1,1,1,15.0,1
14197,1,1,1,1,1,13.0,-1
14198,1,1,1,1,-1,15.0,1
14199,1,1,1,-1,1,13.0,1
14200,1,1,-1,1,1,11.0,1
14201,1,-1,1,1,1,10.0,-1
14202,-1,1,1,1,-1,12.0,0
14203,1,1,1,-1,0,12.0,-1
14204,1,1,-1,0,-1,13.0,-1
14205,1,-1,0,-1,-1,16.0,-1
14206,-1,0,-1,-1,-1,20.0,-1
14207,0,-1,-1,-1,-1,25.0,-1
14208,-1,-1,-1,-1,-1,28.0,-1
14209,-1,-1,-1,-1,-1,37.0,-1
14210,-1,-1,-1,-1,-1,38.0,-1
14211,-1,-1,-1,-1,-1,40.0,-1
14212,0,1,1,1,1,71.0,1
14213,1,1,1,1,1,64.0,1
14214,1,1,1,1,1,58.0,1
14215,1,1,1,1,1,57.0,1
14216,1,1,1,1,1,56.0,-1
14217,1,1,1,1,-1,57.0,-1
14218,1,1,1,-1,-1,69.0,1
14219,1,1,-1,-1,1,68.0,-1
14220,1,-1,-1,1,-1,70.0,1
14221,-1,-1,1,-1,1,68.0,-1
14222,-1,1,-1,1,-1,77.0,-1
14223,1,1,1,1,-1,23.0,1
14224,1,1,1,-1,1,20.0,1
14225,1,1,-1,1,1,19.0,1
14226,1,-1,1,1,1,13.0,1
14227,-1,1,1,1,1,12.0,-1
14228,1,1,1,1,-1,14.0,-1
14229,1,1,1,-1,-1,26.0,1
14230,1,1,-1,-1,1,22.0,1
14231,1,-1,-1,1,1,19.0,-1
14232,-1,-1,1,1,-1,22.0,1
14233,-1,1,1,-1,1,11.0,-1
14234,1,1,-1,1,-1,14.0,-1
14235,1,-1,1,-1,-1,18.0,-1
14236,-1,1,-1,-1,-1,23.0,-1
14237,1,-1,-1,-1,-1,24.0,-1
14238,-1,-1,-1,-1,-1,25.0,-1
14239,-1,-1,-1,-1,-1,26.0,-1
14240,-1,-1,-1,-1,-1,31.0,-1
14241,1,1,1,1,-1,63.0,-1
14242,1,1,1,-1,-1,64.0,1
14243,1,1,-1,-1,1,61.0,-1
14244,1,-1,-1,1,-1,76.0,-1
14245,-1,-1,1,-1,-1,79.0,-1
14246,-1,1,-1,-1,-1,86.0,-1
14247,1,1,1,1,1,10.0,1
14248,1,1,1,1,1,9.0,1
14249,1,1,1,1,1,4.0,1
14250,1,1,1,1,1,3.0,1
14251,1,1,1,1,1,1.0,0
14252,1,1,1,1,0,1.0,-1
14253,1,1,1,0,-1,8.0,-1
14254,1,1,0,-1,-1,19.0,-1
14255,1,0,-1,-1,-1,28.0,-1
14256,0,-1,-1,-1,-1,38.0,-1
14257,-1,-1,-1,-1,-1,57.0,-1
14258,-1,-1,-1,-1,-1,75.0,-1
14259,-1,-1,-1,-1,-1,80.0,-1
14260,1,1,1,1,-1,65.0,1
14261,1,1,1,-1,1,60.0,-1
14262,1,1,-1,1,-1,61.0,1
14263,1,-1,1,-1,1,55.0,-1
14264,-1,1,-1,1,-1,57.0,1
14265,1,-1,1,-1,1,55.0,0
14266,-1,1,-1,1,0,55.0,-1
14267,1,-1,1,0,-1,59.0,-1
14268,-1,1,0,-1,-1,64.0,-1
14269,1,0,-1,-1,-1,67.0,1
14270,0,-1,-1,-1,1,64.0,-1
14271,-1,-1,-1,1,-1,73.0,1
14272,-1,-1,1,-1,1,71.0,-1
14273,-1,1,-1,1,-1,86.0,-1
14274,0,1,1,-1,1,73.0,-1
14275,1,1,-1,1,-1,75.0,1
14276,1,-1,1,-1,1,72.0,1
14277,-1,1,-1,1,1,63.0,0
14278,1,-1,1,1,0,63.0,1
14279,-1,1,1,0,1,62.0,1
14280,1,1,0,1,1,56.0,0
14281,1,0,1,1,0,56.0,1
14282,0,1,1,0,1,53.0,1
14283,1,1,0,1,1,50.0,1
14284,1,0,1,1,1,46.0,-1
14285,0,1,1,1,-1,47.0,-1
14286,1,1,1,-1,-1,50.0,-1
14287,1,1,-1,-1,-1,68.0,-1
14288,1,1,1,1,1,32.0,0
14289,1,1,1,1,0,32.0,-1
14290,1,1,1,0,-1,35.0,-1
14291,1,1,0,-1,-1,44.0,-1
14292,1,0,-1,-1,-1,55.0,-1
14293,0,-1,-1,-1,-1,68.0,-1
14294,-1,-1,-1,-1,-1,71.0,-1
14295,-1,-1,-1,-1,-1,81.0,-1
14296,-1,-1,-1,-1,-1,93.0,-1
14297,1,1,1,1,1,11.0,1
14298,1,1,1,1,1,7.0,1
14299,1,1,1,1,1,4.0,1
14300,1,1,1,1,1,3.0,1
14301,1,1,1,1,1,2.0,-1
14302,1,1,1,1,-1,3.0,0
14303,1,1,1,-1,0,3.0,0
14304,1,1,-1,0,0,3.0,0
14305,1,-1,0,0,0,3.0,1
14306,-1,0,0,0,1,2.0,-1
14307,0,0,0,1,-1,3.0,0
14308,0,0,1,-1,0,3.0,0
14309,0,1,-1,0,0,3.0,-1
14310,1,-1,0,0,-1,4.0,0
14311,-1,0,0,-1,0,4.0,-1
14312,0,0,-1,0,-1,6.0,-1
14313,0,-1,0,-1,-1,10.0,-1
14314,-1,0,-1,-1,-1,12.0,-1
14315,0,-1,-1,-1,-1,15.0,0
14316,-1,-1,-1,-1,0,15.0,-1
14317,-1,-1,-1,0,-1,19.0,-1
14318,-1,-1,0,-1,-1,23.0,-1
14319,-1,0,-1,-1,-1,27.0,-1
14320,0,-1,-1,-1,-1,32.0,-1
14321,-1,-1,-1,-1,-1,36.0,-1
14322,1,1,-1,1,0,60.0,-1
14323,1,-1,1,0,-1,61.0,0
14324,-1,1,0,-1,0,61.0,-1
14325,1,0,-1,0,-1,62.0,-1
14326,0,-1,0,-1,-1,74.0,-1
14327,-1,0,-1,-1,-1,82.0,-1
14328,0,-1,-1,-1,-1,90.0,-1
14329,-1,-1,-1,-1,-1,91.0,-1
14330,-1,-1,-1,-1,-1,92.0,-1
14331,1,1,1,0,1,47.0,0
14332,1,1,0,1,0,47.0,-1
14333,1,0,1,0,-1,53.0,-1
14334,0,1,0,-1,-1,61.0,-1
14335,1,0,-1,-1,-1,78.0,-1
14336,0,-1,-1,-1,-1,81.0,-1
14337,-1,-1,-1,-1,-1,82.0,0
14338,-1,-1,-1,-1,0,82.0,-1
14339,-1,-1,-1,0,-1,93.0,-1
14340,-1,-1,0,-1,-1,95.0,-1
14341,-1,0,-1,-1,-1,97.0,-1
14342,0,-1,-1,-1,-1,99.0,0
14343,-1,-1,-1,-1,0,99.0,0
14344,1,1,1,1,0,69.0,1
14345,1,1,1,0,1,68.0,-1
14346,1,1,0,1,-1,69.0,1
14347,1,0,1,-1,1,62.0,0
14348,0,1,-1,1,0,62.0,1
14349,1,-1,1,0,1,60.0,0
14350,-1,1,0,1,0,60.0,1
14351,1,0,1,0,1,55.0,-1
14352,1,1,1,1,1,9.0,1
14353,1,1,1,1,1,8.0,1
14354,1,1,1,1,1,5.0,1
14355,1,1,1,1,1,2.0,0
14356,1,1,1,1,0,2.0,-1
14357,1,1,1,0,-1,3.0,1
14358,1,1,0,-1,1,2.0,1
14359,1,0,-1,1,1,1.0,0
14360,0,-1,1,1,0,1.0,-1
14361,-1,1,1,0,-1,2.0,-1
14362,1,1,0,-1,-1,3.0,-1
14363,1,0,-1,-1,-1,7.0,-1
14364,0,-1,-1,-1,-1,8.0,-1
14365,-1,-1,-1,-1,-1,11.0,-1
14366,-1,-1,-1,-1,-1,17.0,-1
14367,-1,-1,-1,-1,-1,23.0,-1
14368,-1,-1,-1,-1,-1,26.0,-1
14369,-1,-1,-1,-1,-1,30.0,-1
14370,-1,-1,-1,-1,-1,44.0,-1
14371,1,-1,1,0,-1,36.0,1
14372,-1,1,0,-1,1,28.0,1
14373,1,0,-1,1,1,21.0,-1
14374,0,-1,1,1,-1,31.0,1
14375,-1,1,1,-1,1,30.0,1
14376,1,1,-1,1,1,27.0,1
14377,1,-1,1,1,1,23.0,-1
14378,-1,1,1,1,-1,25.0,-1
14379,1,1,1,-1,-1,30.0,-1
14380,1,1,-1,-1,-1,40.0,-1
14381,1,-1,-1,-1,-1,47.0,-1
14382,-1,-1,-1,-1,-1,67.0,-1
14383,-1,-1,-1,-1,-1,70.0,-1
14384,1,1,1,1,1,31.0,1
14385,1,1,1,1,1,25.0,0
14386,1,1,1,1,0,25.0,0
14387,1,1,1,0,0,25.0,1
14388,1,1,0,0,1,23.0,1
14389,1,0,0,1,1,22.0,1
14390,0,0,1,1,1,20.0,-1
14391,0,1,1,1,-1,24.0,-1
14392,1,1,1,-1,-1,27.0,-1
14393,1,1,-1,-1,-1,33.0,-1
14394,1,-1,-1,-1,-1,42.0,-1
14395,-1,-1,-1,-1,-1,52.0,-1
14396,-1,-1,-1,-1,-1,58.0,-1
14397,-1,-1,-1,-1,-1,71.0,-1
14398,0,1,-1,1,1,65.0,1
14399,1,-1,1,1,1,64.0,1
14400,-1,1,1,1,1,57.0,1
14401,1,1,1,1,1,56.0,1
14402,1,1,1,1,1,53.0,-1
14403,1,1,1,1,-1,55.0,-1
14404,1,1,1,-1,-1,64.0,-1
14405,1,1,-1,-1,-1,67.0,-1
14406,1,-1,-1,-1,-1,76.0,-1
14407,-1,-1,-1,-1,-1,82.0,-1
14408,-1,-1,-1,-1,-1,83.0,-1
14409,1,1,1,1,1,49.0,1
14410,1,1,1,1,1,39.0,0
14411,1,1,1,1,0,39.0,0
14412,1,1,1,0,0,39.0,1
14413,1,1,0,0,1,38.0,-1
14414,1,0,0,1,-1,40.0,-1
14415,0,0,1,-1,-1,45.0,-1
14416,0,1,-1,-1,-1,61.0,1
14417,1,-1,-1,-1,1,54.0,-1
14418,-1,-1,-1,1,-1,59.0,-1
14419,-1,-1,1,-1,-1,69.0,-1
14420,-1,1,-1,-1,-1,83.0,-1
14421,1,-1,-1,-1,-1,84.0,-1
14422,1,1,1,1,1,66.0,1
14423,1,1,1,1,1,55.0,1
14424,1,1,1,1,1,52.0,1
14425,1,1,1,1,1,43.0,1
14426,1,1,1,1,1,40.0,1
14427,1,1,1,1,1,38.0,-1
14428,1,1,1,1,-1,39.0,-1
14429,1,1,1,-1,-1,48.0,-1
14430,1,1,-1,-1,-1,52.0,-1
14431,1,-1,-1,-1,-1,61.0,-1
14432,-1,-1,-1,-1,-1,67.0,-1
14433,-1,-1,-1,-1,-1,84.0,-1
14434,1,1,0,1,1,29.0,1
14435,1,0,1,1,1,19.0,1
14436,0,1,1,1,1,17.0,-1
14437,1,1,1,1,-1,19.0,-1
14438,1,1,1,-1,-1,22.0,1
14439,1,1,-1,-1,1,16.0,-1
14440,1,-1,-1,1,-1,17.0,-1
14441,-1,-1,1,-1,-1,19.0,-1
14442,-1,1,-1,-1,-1,21.0,-1
14443,1,-1,-1,-1,-1,27.0,1
14444,-1,-1,-1,-1,1,26.0,-1
14445,-1,-1,-1,1,-1,34.0,-1
14446,-1,-1,1,-1,-1,43.0,-1
14447,-1,1,-1,-1,-1,55.0,-1
14448,1,1,1,1,1,21.0,1
14449,1,1,1,1,1,20.0,-1
14450,1,1,1,1,-1,21.0,1
14451,1,1,1,-1,1,19.0,-1
14452,1,1,-1,1,-1,26.0,1
14453,1,-1,1,-1,1,21.0,-1
14454,-1,1,-1,1,-1,24.0,-1
14455,1,-1,1,-1,-1,32.0,-1
14456,-1,1,-1,-1,-1,40.0,-1
14457,1,-1,-1,-1,-1,56.0,-1
14458,-1,-1,-1,-1,-1,63.0,-1
14459,-1,-1,-1,-1,-1,81.0,-1
14460,-1,-1,-1,-1,-1,91.0,-1
14461,-1,-1,-1,-1,-1,71.0,-1
14462,-1,-1,-1,-1,-1,81.0,-1
14463,1,1,-1,-1,-1,81.0,0
14464,1,-1,-1,-1,0,81.0,0
14465,-1,-1,-1,0,0,81.0,1
14466,-1,-1,0,0,1,79.0,0
14467,-1,0,0,1,0,79.0,-1
14468,0,0,1,0,-1,84.0,-1
14469,0,1,0,-1,-1,86.0,0
14470,1,0,-1,-1,0,86.0,1
14471,0,-1,-1,0,1,85.0,-1
14472,-1,-1,0,1,-1,87.0,-1
14473,-1,0,1,-1,-1,90.0,-1
14474,0,1,-1,-1,-1,93.0,-1
14475,1,-1,-1,-1,-1,94.0,1
14476,-1,-1,-1,-1,1,92.0,-1
14477,1,1,1,1,-1,80.0,-1
14478,1,1,1,-1,-1,82.0,1
14479,1,1,-1,-1,1,81.0,0
14480,1,-1,-1,1,0,81.0,0
14481,-1,-1,1,0,0,81.0,-1
14482,-1,1,0,0,-1,83.0,-1
14483,1,0,0,-1,-1,86.0,-1
14484,1,-1,1,1,-1,20.0,1
14485,-1,1,1,-1,1,16.0,-1
14486,1,1,-1,1,-1,17.0,0
14487,1,-1,1,-1,0,17.0,1
14488,-1,1,-1,0,1,11.0,0
14489,1,-1,0,1,0,11.0,-1
14490,-1,0,1,0,-1,14.0,-1
14491,0,1,0,-1,-1,17.0,-1
14492,1,0,-1,-1,-1,19.0,-1
14493,0,-1,-1,-1,-1,32.0,-1
14494,-1,-1,-1,-1,-1,40.0,-1
14495,-1,-1,-1,-1,-1,42.0,-1
14496,-1,-1,-1,-1,-1,57.0,-1
14497,-1,-1,-1,-1,-1,72.0,-1
14498,1,1,1,1,1,31.0,1
14499,1,1,1,1,1,25.0,-1
14500,1,1,1,1,-1,26.0,1
14501,1,1,1,-1,1,23.0,1
14502,1,1,-1,1,1,21.0,1
14503,1,-1,1,1,1,19.0,-1
14504,-1,1,1,1,-1,20.0,1
14505,1,1,1,-1,1,19.0,1
14506,1,1,-1,1,1,16.0,1
14507,1,-1,1,1,1,13.0,-1
14508,-1,1,1,1,-1,15.0,-1
14509,1,1,1,-1,-1,17.0,-1
14510,1,1,-1,-1,-1,24.0,0
14511,1,-1,-1,-1,0,24.0,-1
14512,-1,-1,-1,0,-1,30.0,-1
14513,-1,-1,0,-1,-1,36.0,-1
14514,-1,0,-1,-1,-1,39.0,-1
14515,1,1,1,1,1,23.0,1
14516,1,1,1,1,1,19.0,1
14517,1,1,1,1,1,13.0,-1
14518,1,1,1,1,-1,21.0,0
14519,1,1,1,-1,0,21.0,1
14520,1,1,-1,0,1,20.0,-1
14521,1,-1,0,1,-1,21.0,-1
