,diff_0,diff_1,diff_2,diff_3,diff_4,rank,target
81772,0,1,0,-1,-1,33.0,-1
81773,1,0,-1,-1,-1,37.0,1
81774,0,-1,-1,-1,1,30.0,1
81775,-1,-1,-1,1,1,26.0,-1
81776,-1,-1,1,1,-1,30.0,-1
81777,-1,1,1,-1,-1,31.0,-1
81778,1,1,-1,-1,-1,32.0,-1
81779,1,-1,-1,-1,-1,35.0,0
81780,-1,-1,-1,-1,0,35.0,-1
81781,-1,-1,-1,0,-1,38.0,-1
81782,-1,-1,0,-1,-1,49.0,1
81783,-1,0,-1,-1,1,44.0,-1
81784,-1,1,-1,1,1,48.0,1
81785,1,-1,1,1,1,41.0,1
81786,-1,1,1,1,1,38.0,1
81787,1,1,1,1,1,37.0,1
81788,1,1,1,1,1,35.0,-1
81789,1,1,1,1,-1,39.0,-1
81790,1,1,1,-1,-1,40.0,1
81791,1,1,-1,-1,1,39.0,1
81792,1,-1,-1,1,1,34.0,0
81793,-1,-1,1,1,0,34.0,1
81794,-1,1,1,0,1,30.0,-1
81795,1,1,0,1,-1,31.0,1
81796,1,0,1,-1,1,29.0,-1
81797,0,1,-1,1,-1,32.0,0
81798,1,-1,1,-1,0,32.0,-1
81799,-1,1,-1,0,-1,39.0,-1
81800,1,-1,1,1,1,46.0,1
81801,-1,1,1,1,1,44.0,1
81802,1,1,1,1,1,37.0,1
81803,1,1,1,1,1,36.0,1
81804,1,1,1,1,1,28.0,0
81805,1,1,1,1,0,28.0,1
81806,1,1,1,0,1,25.0,1
81807,1,1,0,1,1,22.0,-1
81808,1,0,1,1,-1,23.0,1
81809,0,1,1,-1,1,22.0,-1
81810,1,1,-1,1,-1,24.0,1
81811,1,-1,1,-1,1,15.0,1
81812,-1,1,-1,1,1,14.0,-1
81813,1,-1,1,1,-1,16.0,-1
81814,-1,1,1,-1,-1,17.0,-1
81815,1,1,-1,-1,-1,19.0,-1
81816,1,-1,-1,-1,-1,24.0,-1
81817,-1,-1,-1,-1,-1,34.0,-1
81818,-1,-1,-1,-1,-1,39.0,-1
81819,-1,-1,-1,-1,-1,42.0,-1
81820,-1,-1,-1,-1,-1,44.0,-1
81821,-1,-1,-1,-1,-1,46.0,-1
81822,-1,-1,-1,-1,-1,49.0,1
81823,-1,-1,-1,-1,1,45.0,-1
81824,1,1,1,1,-1,42.0,-1
81825,1,1,1,-1,-1,44.0,-1
81826,1,1,-1,-1,-1,46.0,-1
81827,1,-1,-1,-1,-1,49.0,-1
81828,-1,-1,-1,-1,-1,52.0,1
81829,-1,-1,-1,-1,1,49.0,1
81830,-1,-1,-1,1,1,47.0,-1
81831,-1,-1,1,1,-1,51.0,1
81832,-1,1,1,-1,1,47.0,-1
81833,1,1,-1,1,-1,49.0,-1
81834,1,-1,1,-1,-1,54.0,-1
81835,-1,1,-1,-1,-1,60.0,-1
81836,1,-1,-1,-1,-1,66.0,-1
81837,-1,-1,-1,-1,-1,78.0,-1
81838,1,0,1,1,0,82.0,0
81839,0,1,1,0,0,82.0,0
81840,1,1,0,0,0,82.0,-1
81841,1,0,0,0,-1,84.0,-1
81842,0,0,0,-1,-1,86.0,1
81843,0,0,-1,-1,1,79.0,-1
81844,0,-1,-1,1,-1,87.0,-1
81845,1,1,1,1,1,56.0,1
81846,1,1,1,1,1,49.0,1
81847,1,1,1,1,1,39.0,1
81848,1,1,1,1,1,31.0,1
81849,1,1,1,1,1,23.0,1
81850,1,1,1,1,1,22.0,1
81851,1,1,1,1,1,17.0,1
81852,1,1,1,1,1,15.0,-1
81853,1,1,1,1,-1,19.0,1
81854,1,1,1,-1,1,18.0,-1
81855,1,1,-1,1,-1,21.0,-1
81856,1,-1,1,-1,-1,22.0,-1
81857,-1,1,-1,-1,-1,23.0,-1
81858,1,-1,-1,-1,-1,28.0,-1
81859,-1,-1,-1,-1,-1,29.0,-1
81860,-1,-1,-1,-1,-1,44.0,-1
81861,1,1,1,1,1,58.0,1
81862,1,1,1,1,1,55.0,1
81863,1,1,1,1,1,46.0,-1
81864,1,1,1,1,-1,47.0,1
81865,1,1,1,-1,1,44.0,1
81866,1,1,-1,1,1,40.0,0
81867,1,-1,1,1,0,40.0,-1
81868,-1,1,1,0,-1,44.0,1
81869,1,1,0,-1,1,43.0,0
81870,1,0,-1,1,0,43.0,1
81871,0,-1,1,0,1,41.0,-1
81872,-1,1,0,1,-1,43.0,1
81873,1,0,1,-1,1,41.0,-1
81874,0,1,-1,1,-1,52.0,-1
81875,1,1,1,1,1,54.0,1
81876,1,1,1,1,1,51.0,-1
81877,1,1,1,1,-1,54.0,1
81878,1,1,1,-1,1,51.0,-1
81879,1,1,-1,1,-1,52.0,1
81880,1,-1,1,-1,1,50.0,1
81881,-1,1,-1,1,1,46.0,0
81882,1,-1,1,1,0,46.0,0
81883,-1,1,1,0,0,46.0,-1
81884,1,1,0,0,-1,55.0,-1
81885,1,0,0,-1,-1,56.0,1
81886,0,0,-1,-1,1,54.0,1
81887,0,-1,-1,1,1,53.0,-1
81888,-1,-1,1,1,-1,61.0,-1
81889,1,-1,-1,-1,-1,62.0,-1
81890,-1,-1,-1,-1,-1,67.0,-1
81891,-1,-1,-1,-1,-1,71.0,-1
81892,1,-1,1,1,1,76.0,1
81893,-1,1,1,1,1,73.0,1
81894,1,1,1,1,1,68.0,-1
81895,1,1,1,1,-1,70.0,1
81896,1,1,1,-1,1,66.0,-1
81897,1,1,-1,1,-1,69.0,-1
81898,1,-1,1,-1,-1,74.0,1
81899,-1,1,-1,-1,1,73.0,-1
81900,1,-1,-1,1,-1,85.0,-1
81901,1,1,1,1,1,8.0,-1
81902,1,1,1,1,-1,12.0,-1
81903,1,1,1,-1,-1,18.0,-1
81904,1,1,-1,-1,-1,19.0,-1
81905,1,-1,-1,-1,-1,22.0,-1
81906,-1,-1,-1,-1,-1,23.0,-1
81907,-1,-1,-1,-1,-1,28.0,-1
81908,-1,-1,-1,-1,-1,29.0,-1
81909,-1,-1,-1,-1,-1,36.0,-1
81910,-1,-1,-1,-1,-1,43.0,-1
81911,-1,-1,-1,-1,-1,52.0,-1
81912,-1,-1,-1,-1,-1,55.0,-1
81913,-1,-1,-1,-1,-1,59.0,-1
81914,-1,-1,-1,-1,-1,67.0,-1
81915,-1,-1,1,1,1,39.0,1
81916,-1,1,1,1,1,29.0,-1
81917,1,1,1,1,-1,32.0,-1
81918,1,1,1,-1,-1,34.0,-1
81919,1,1,-1,-1,-1,40.0,-1
81920,1,-1,-1,-1,-1,54.0,1
81921,-1,-1,-1,-1,1,53.0,-1
81922,-1,-1,-1,1,-1,56.0,-1
81923,-1,-1,1,-1,-1,64.0,-1
81924,1,1,1,1,-1,7.0,0
81925,1,1,1,-1,0,7.0,-1
81926,1,1,-1,0,-1,9.0,-1
81927,1,-1,0,-1,-1,11.0,-1
81928,-1,0,-1,-1,-1,18.0,-1
81929,0,-1,-1,-1,-1,21.0,-1
81930,-1,-1,-1,-1,-1,32.0,-1
81931,-1,-1,-1,-1,-1,48.0,-1
81932,-1,-1,-1,-1,-1,58.0,-1
81933,-1,-1,-1,-1,-1,69.0,-1
81934,-1,-1,-1,-1,-1,78.0,-1
81935,-1,-1,-1,-1,-1,86.0,-1
81936,-1,-1,-1,-1,-1,87.0,-1
81937,-1,-1,-1,-1,-1,98.0,-1
81938,1,1,1,1,1,30.0,0
81939,1,1,1,1,0,30.0,1
81940,1,1,1,0,1,25.0,0
81941,1,1,0,1,0,25.0,0
81942,1,0,1,0,0,25.0,1
81943,0,1,0,0,1,20.0,1
81944,1,0,0,1,1,19.0,-1
81945,0,0,1,1,-1,20.0,1
81946,0,1,1,-1,1,17.0,-1
81947,1,1,-1,1,-1,22.0,-1
81948,1,-1,1,-1,-1,27.0,-1
81949,-1,1,-1,-1,-1,42.0,-1
81950,1,-1,-1,-1,-1,50.0,-1
81951,-1,-1,-1,-1,-1,58.0,-1
81952,1,-1,0,-1,-1,65.0,1
81953,-1,0,-1,-1,1,64.0,-1
81954,0,-1,-1,1,-1,65.0,1
81955,-1,-1,1,-1,1,64.0,1
81956,-1,1,-1,1,1,61.0,-1
81957,1,-1,1,1,-1,62.0,1
81958,-1,1,1,-1,1,58.0,-1
81959,1,1,-1,1,-1,67.0,1
81960,1,-1,1,-1,1,65.0,0
81961,-1,1,-1,1,0,65.0,-1
81962,1,-1,1,0,-1,68.0,-1
81963,-1,1,0,-1,-1,72.0,-1
81964,1,0,-1,-1,-1,80.0,-1
81965,0,-1,-1,-1,-1,82.0,0
81966,1,1,1,1,-1,70.0,1
81967,1,1,1,-1,1,65.0,1
81968,1,1,-1,1,1,62.0,1
81969,1,-1,1,1,1,58.0,-1
81970,-1,1,1,1,-1,81.0,-1
81971,1,1,1,1,1,61.0,1
81972,1,1,1,1,1,57.0,1
81973,1,1,1,1,1,51.0,1
81974,1,1,1,1,1,48.0,-1
81975,1,1,1,1,-1,51.0,1
81976,1,1,1,-1,1,50.0,0
81977,1,1,-1,1,0,50.0,-1
81978,1,-1,1,0,-1,51.0,-1
81979,-1,1,0,-1,-1,65.0,-1
81980,1,0,-1,-1,-1,78.0,-1
81981,0,-1,-1,-1,-1,81.0,-1
81982,-1,-1,-1,-1,-1,92.0,-1
81983,-1,-1,-1,-1,-1,95.0,-1
81984,1,1,1,1,1,39.0,1
81985,1,1,1,1,1,37.0,1
81986,1,1,1,1,1,36.0,1
81987,1,1,1,1,1,33.0,0
81988,1,1,1,1,0,33.0,1
81989,1,1,1,0,1,28.0,-1
81990,1,1,0,1,-1,31.0,1
81991,1,0,1,-1,1,30.0,-1
81992,0,1,-1,1,-1,35.0,-1
81993,1,-1,1,-1,-1,36.0,-1
81994,-1,1,-1,-1,-1,40.0,-1
81995,1,-1,-1,-1,-1,47.0,-1
81996,-1,-1,-1,-1,-1,63.0,-1
81997,-1,-1,-1,-1,-1,70.0,-1
81998,1,1,1,1,1,14.0,0
81999,1,1,1,1,0,14.0,-1
82000,1,1,1,0,-1,18.0,-1
82001,1,1,0,-1,-1,21.0,-1
82002,1,0,-1,-1,-1,32.0,-1
82003,0,-1,-1,-1,-1,39.0,-1
82004,-1,-1,-1,-1,-1,50.0,-1
82005,-1,-1,-1,-1,-1,61.0,-1
82006,-1,-1,-1,-1,-1,70.0,-1
82007,-1,-1,-1,-1,-1,72.0,-1
82008,-1,-1,-1,-1,-1,81.0,-1
82009,-1,-1,-1,-1,-1,91.0,-1
82010,1,1,1,1,1,40.0,1
82011,1,1,1,1,1,27.0,1
82012,1,1,1,1,1,21.0,1
82013,1,1,1,1,1,20.0,1
82014,1,1,1,1,1,16.0,1
82015,1,1,1,1,1,12.0,-1
82016,1,1,1,1,-1,14.0,1
82017,1,1,1,-1,1,9.0,0
82018,1,1,-1,1,0,9.0,-1
82019,1,-1,1,0,-1,14.0,0
82020,-1,1,0,-1,0,14.0,0
82021,1,0,-1,0,0,14.0,-1
82022,0,-1,0,0,-1,15.0,0
82023,-1,0,0,-1,0,15.0,-1
82024,0,0,-1,0,-1,17.0,-1
82025,0,-1,0,-1,-1,20.0,0
82026,-1,0,-1,-1,0,20.0,-1
82027,0,-1,-1,0,-1,30.0,0
82028,-1,-1,0,-1,0,30.0,-1
82029,-1,0,-1,0,-1,36.0,-1
82030,0,-1,0,-1,-1,44.0,-1
82031,-1,0,-1,-1,-1,49.0,1
82032,0,-1,-1,-1,1,47.0,1
82033,-1,-1,-1,1,1,42.0,1
82034,-1,-1,1,1,1,41.0,0
82035,-1,1,1,1,0,41.0,-1
82036,1,1,1,0,-1,42.0,1
82037,1,1,0,-1,1,41.0,-1
82038,1,1,1,1,1,54.0,-1
82039,1,1,1,1,-1,61.0,1
82040,1,1,1,-1,1,58.0,1
82041,1,1,-1,1,1,54.0,0
82042,1,-1,1,1,0,54.0,1
82043,-1,1,1,0,1,53.0,0
82044,1,1,0,1,0,53.0,1
82045,1,0,1,0,1,43.0,1
82046,0,1,0,1,1,40.0,-1
82047,1,0,1,1,-1,44.0,1
82048,0,1,1,-1,1,41.0,-1
82049,1,1,-1,1,-1,51.0,-1
82050,1,-1,1,-1,-1,65.0,-1
82051,-1,1,-1,-1,-1,78.0,-1
82052,1,1,1,1,0,67.0,0
82053,1,1,1,0,0,67.0,-1
82054,1,1,0,0,-1,68.0,1
82055,1,0,0,-1,1,67.0,1
82056,0,0,-1,1,1,65.0,-1
82057,0,-1,1,1,-1,69.0,-1
82058,-1,1,1,-1,-1,86.0,-1
82059,1,1,1,1,1,54.0,1
82060,1,1,1,1,1,37.0,1
82061,1,1,1,1,1,34.0,1
82062,1,1,1,1,1,32.0,1
82063,1,1,1,1,1,25.0,-1
82064,1,1,1,1,-1,26.0,1
82065,1,1,1,-1,1,23.0,-1
82066,1,1,-1,1,-1,27.0,1
82067,1,-1,1,-1,1,25.0,1
82068,-1,1,-1,1,1,24.0,0
82069,1,-1,1,1,0,24.0,-1
82070,-1,1,1,0,-1,27.0,0
82071,1,1,0,-1,0,27.0,-1
82072,1,0,-1,0,-1,30.0,-1
82073,0,-1,0,-1,-1,34.0,-1
82074,-1,0,-1,-1,-1,36.0,-1
82075,0,-1,-1,-1,-1,39.0,-1
82076,-1,-1,-1,-1,-1,40.0,-1
82077,-1,-1,-1,-1,-1,44.0,-1
82078,-1,-1,-1,-1,-1,48.0,0
82079,-1,-1,-1,1,1,55.0,-1
82080,-1,-1,1,1,-1,79.0,-1
82081,-1,-1,1,-1,1,25.0,-1
82082,-1,1,-1,1,-1,28.0,-1
82083,1,-1,1,-1,-1,35.0,-1
82084,-1,1,-1,-1,-1,40.0,1
82085,1,-1,-1,-1,1,35.0,0
82086,-1,-1,-1,1,0,35.0,1
82087,-1,-1,1,0,1,31.0,1
82088,-1,1,0,1,1,27.0,1
82089,1,0,1,1,1,22.0,1
82090,0,1,1,1,1,21.0,-1
82091,1,1,1,1,-1,28.0,-1
82092,1,1,1,-1,-1,38.0,-1
82093,1,1,-1,-1,-1,52.0,-1
82094,1,-1,-1,-1,-1,64.0,-1
82095,1,0,1,1,1,62.0,1
82096,0,1,1,1,1,60.0,-1
82097,1,1,1,1,-1,65.0,1
82098,1,1,1,-1,1,64.0,-1
82099,1,1,-1,1,-1,75.0,-1
82100,1,-1,1,-1,-1,89.0,-1
82101,0,1,1,1,1,18.0,1
82102,1,1,1,1,1,13.0,0
82103,1,1,1,1,0,13.0,1
82104,1,1,1,0,1,12.0,1
82105,1,1,0,1,1,11.0,0
82106,1,0,1,1,0,11.0,-1
82107,0,1,1,0,-1,12.0,0
82108,1,1,0,-1,0,12.0,-1
82109,1,0,-1,0,-1,13.0,0
82110,0,-1,0,-1,0,13.0,-1
82111,-1,0,-1,0,-1,15.0,1
82112,0,-1,0,-1,1,14.0,-1
82113,-1,0,-1,1,-1,15.0,-1
82114,0,-1,1,-1,-1,17.0,-1
82115,-1,1,-1,-1,-1,19.0,-1
82116,1,-1,-1,-1,-1,28.0,-1
82117,-1,-1,-1,-1,-1,31.0,0
82118,-1,-1,-1,-1,0,31.0,-1
82119,-1,-1,-1,0,-1,34.0,-1
82120,-1,-1,0,-1,-1,38.0,-1
82121,-1,0,-1,-1,-1,40.0,-1
82122,0,-1,-1,-1,-1,44.0,1
82123,-1,-1,-1,-1,1,41.0,1
82124,-1,-1,-1,1,1,40.0,-1
82125,1,1,1,1,0,56.0,1
82126,1,1,1,0,1,52.0,1
82127,1,1,0,1,1,47.0,1
82128,1,0,1,1,1,43.0,0
82129,0,1,1,1,0,43.0,1
82130,1,1,1,0,1,36.0,1
82131,1,1,0,1,1,32.0,1
82132,1,0,1,1,1,31.0,1
82133,0,1,1,1,1,30.0,-1
82134,1,1,1,1,-1,36.0,-1
82135,1,1,1,-1,-1,38.0,-1
82136,1,1,-1,-1,-1,51.0,-1
82137,1,-1,-1,-1,-1,60.0,-1
82138,-1,-1,-1,-1,-1,65.0,-1
82139,1,-1,1,1,0,49.0,1
82140,-1,1,1,0,1,46.0,1
82141,1,1,0,1,1,39.0,1
82142,1,0,1,1,1,37.0,-1
82143,0,1,1,1,-1,41.0,-1
82144,1,1,1,-1,-1,44.0,-1
82145,1,1,-1,-1,-1,47.0,-1
82146,1,-1,-1,-1,-1,56.0,-1
82147,-1,-1,-1,-1,-1,66.0,-1
82148,-1,-1,-1,-1,-1,76.0,0
82149,-1,-1,-1,-1,0,76.0,-1
82150,1,1,1,1,1,37.0,1
82151,1,1,1,1,1,35.0,0
82152,1,1,1,1,0,35.0,-1
82153,1,1,1,0,-1,38.0,-1
82154,1,1,0,-1,-1,43.0,1
82155,1,0,-1,-1,1,42.0,-1
82156,0,-1,-1,1,-1,56.0,-1
82157,-1,-1,1,-1,-1,68.0,-1
82158,-1,1,-1,-1,-1,79.0,-1
82159,1,-1,-1,-1,-1,88.0,-1
82160,1,-1,1,-1,-1,82.0,-1
82161,-1,1,-1,-1,-1,87.0,-1
82162,1,1,1,0,-1,52.0,1
82163,1,1,0,-1,1,51.0,-1
82164,1,0,-1,1,-1,55.0,-1
82165,0,-1,1,-1,-1,59.0,-1
82166,-1,1,-1,-1,-1,60.0,-1
82167,1,-1,-1,-1,-1,71.0,-1
82168,-1,-1,-1,-1,-1,74.0,-1
82169,-1,-1,-1,-1,-1,79.0,-1
82170,-1,-1,-1,-1,-1,83.0,-1
82171,-1,-1,-1,-1,-1,88.0,-1
82172,-1,-1,-1,-1,-1,94.0,-1
82173,-1,-1,-1,-1,-1,95.0,-1
82174,1,-1,1,1,1,51.0,1
82175,1,1,1,1,-1,28.0,-1
82176,1,1,1,-1,-1,34.0,-1
82177,1,1,-1,-1,-1,39.0,0
82178,1,-1,-1,-1,0,39.0,-1
82179,-1,-1,-1,0,-1,47.0,-1
82180,-1,-1,0,-1,-1,53.0,-1
82181,-1,0,-1,-1,-1,55.0,-1
82182,1,1,1,1,1,46.0,1
82183,1,1,1,1,1,43.0,-1
82184,1,1,1,1,-1,47.0,0
82185,1,1,1,-1,0,47.0,-1
82186,1,1,-1,0,-1,58.0,1
82187,1,-1,0,-1,1,54.0,-1
82188,-1,0,-1,1,-1,57.0,-1
82189,0,-1,1,-1,-1,70.0,-1
82190,-1,1,-1,-1,-1,85.0,1
82191,1,-1,-1,-1,1,84.0,-1
82192,-1,-1,-1,1,-1,93.0,-1
82193,1,1,-1,0,-1,85.0,-1
82194,1,-1,0,-1,-1,86.0,-1
82195,-1,0,-1,-1,-1,92.0,-1
82196,0,-1,-1,-1,-1,99.0,1
82197,-1,-1,-1,-1,1,92.0,-1
82198,-1,-1,-1,1,-1,99.0,1
82199,-1,-1,1,-1,1,92.0,-1
82200,1,1,1,1,1,39.0,1
82201,1,1,1,1,1,36.0,1
82202,1,1,1,1,1,33.0,1
82203,1,1,1,1,1,26.0,1
82204,1,1,1,1,1,23.0,1
82205,1,1,1,1,1,15.0,1
82206,1,1,1,1,1,13.0,0
82207,1,1,1,1,0,13.0,1
82208,1,1,1,0,1,10.0,1
82209,1,1,0,1,1,9.0,-1
82210,1,0,1,1,-1,19.0,-1
82211,0,1,1,-1,-1,39.0,-1
82212,1,1,-1,-1,-1,56.0,-1
82213,1,-1,-1,-1,-1,79.0,-1
82214,1,1,1,1,1,4.0,1
82215,1,1,1,1,1,3.0,0
82216,1,1,1,1,0,3.0,0
82217,1,1,1,0,0,3.0,1
82218,1,1,0,0,1,2.0,0
82219,1,0,0,1,0,2.0,0
82220,0,0,1,0,0,2.0,0
82221,0,1,0,0,0,2.0,0
82222,1,0,0,0,0,2.0,-1
82223,0,0,0,0,-1,3.0,0
82224,0,0,0,-1,0,3.0,1
82225,0,0,-1,0,1,2.0,0
82226,0,-1,0,1,0,2.0,-1
82227,-1,0,1,0,-1,3.0,0
82228,0,1,0,-1,0,3.0,-1
82229,1,0,-1,0,-1,4.0,-1
82230,0,-1,0,-1,-1,7.0,0
82231,-1,0,-1,-1,0,7.0,-1
82232,0,-1,-1,0,-1,9.0,0
82233,-1,-1,0,-1,0,9.0,-1
82234,-1,0,-1,0,-1,11.0,1
82235,0,-1,0,-1,1,9.0,-1
82236,-1,0,-1,1,-1,11.0,-1
82237,0,-1,1,-1,-1,14.0,0
82238,-1,1,-1,-1,0,14.0,1
82239,1,-1,-1,0,1,13.0,1
82240,-1,-1,0,1,1,11.0,1
82241,-1,0,1,1,1,7.0,-1
82242,0,1,1,1,-1,8.0,-1
82243,1,1,1,-1,-1,16.0,-1
82244,1,1,-1,-1,-1,21.0,1
82245,1,-1,-1,-1,1,20.0,-1
82246,-1,-1,-1,1,-1,29.0,1
82247,-1,-1,1,-1,1,28.0,-1
82248,-1,1,-1,1,-1,32.0,1
82249,1,-1,1,-1,1,31.0,-1
82250,-1,1,-1,1,-1,36.0,-1
82251,1,-1,1,-1,-1,38.0,-1
82252,-1,1,-1,-1,-1,41.0,-1
82253,1,1,1,1,-1,61.0,1
82254,1,1,1,-1,1,50.0,1
82255,1,1,-1,1,1,35.0,1
82256,1,-1,1,1,1,23.0,1
82257,-1,1,1,1,1,18.0,1
82258,1,1,1,1,1,14.0,-1
82259,1,1,1,1,-1,15.0,1
82260,1,1,1,-1,1,14.0,0
82261,1,1,-1,1,0,14.0,0
82262,1,-1,1,0,0,14.0,1
82263,-1,1,0,0,1,11.0,-1
82264,1,0,0,1,-1,12.0,-1
82265,0,0,1,-1,-1,15.0,-1
82266,0,1,-1,-1,-1,18.0,-1
82267,1,-1,-1,-1,-1,23.0,0
82268,-1,-1,-1,-1,0,23.0,-1
82269,-1,-1,-1,0,-1,29.0,-1
82270,-1,-1,0,-1,-1,39.0,-1
82271,-1,0,-1,-1,-1,45.0,-1
82272,1,1,1,1,0,40.0,-1
82273,1,1,1,0,-1,45.0,1
82274,1,1,0,-1,1,36.0,0
82275,1,0,-1,1,0,36.0,-1
82276,0,-1,1,0,-1,37.0,1
82277,-1,1,0,-1,1,31.0,-1
82278,1,0,-1,1,-1,38.0,-1
82279,0,-1,1,-1,-1,42.0,-1
82280,-1,1,-1,-1,-1,53.0,-1
82281,1,-1,-1,-1,-1,59.0,-1
82282,-1,-1,-1,-1,-1,76.0,-1
82283,0,1,0,1,0,53.0,1
82284,1,0,1,0,1,52.0,1
82285,0,1,0,1,1,49.0,0
82286,1,0,1,1,0,49.0,1
82287,0,1,1,0,1,41.0,1
82288,1,1,0,1,1,36.0,1
82289,1,0,1,1,1,35.0,1
82290,0,1,1,1,1,34.0,1
82291,1,1,1,1,1,32.0,0
82292,1,1,1,1,0,32.0,-1
82293,1,1,1,0,-1,37.0,-1
82294,1,1,0,-1,-1,43.0,0
82295,1,0,-1,-1,0,43.0,-1
82296,0,-1,-1,0,-1,52.0,-1
82297,1,1,1,0,-1,83.0,-1
82298,1,1,0,-1,-1,84.0,-1
82299,1,0,1,1,-1,29.0,-1
82300,0,1,1,-1,-1,30.0,0
82301,1,1,-1,-1,0,30.0,-1
82302,1,-1,-1,0,-1,34.0,-1
82303,-1,-1,0,-1,-1,46.0,-1
82304,-1,0,-1,-1,-1,56.0,-1
82305,0,-1,-1,-1,-1,65.0,-1
82306,-1,-1,-1,-1,-1,68.0,-1
82307,-1,-1,-1,-1,-1,72.0,-1
82308,-1,-1,-1,-1,-1,80.0,-1
82309,-1,-1,-1,-1,-1,81.0,-1
82310,-1,-1,-1,-1,-1,87.0,0
82311,-1,-1,-1,-1,0,87.0,1
82312,-1,-1,-1,0,1,84.0,0
82313,0,1,1,1,-1,57.0,1
82314,1,1,1,-1,1,46.0,1
82315,1,1,-1,1,1,41.0,1
82316,1,-1,1,1,1,38.0,1
82317,-1,1,1,1,1,28.0,1
82318,1,1,1,1,1,27.0,1
82319,1,1,1,1,1,26.0,1
82320,1,1,1,1,1,23.0,-1
82321,1,1,1,1,-1,24.0,-1
82322,1,1,1,-1,-1,42.0,-1
82323,1,1,-1,-1,-1,59.0,-1
82324,1,-1,-1,-1,-1,79.0,-1
82325,-1,-1,-1,-1,-1,85.0,-1
82326,1,1,1,1,1,64.0,-1
82327,1,1,1,1,-1,74.0,1
82328,1,1,1,-1,1,65.0,1
82329,1,1,-1,1,1,64.0,1
82330,1,-1,1,1,1,51.0,-1
82331,-1,1,1,1,-1,53.0,1
82332,1,1,1,-1,1,44.0,1
82333,1,1,-1,1,1,42.0,1
82334,1,-1,1,1,1,35.0,-1
82335,-1,1,1,1,-1,39.0,1
82336,1,1,1,-1,1,38.0,-1
82337,1,1,-1,1,-1,45.0,-1
82338,1,-1,1,-1,-1,49.0,-1
82339,-1,1,-1,-1,-1,50.0,-1
82340,1,1,1,1,1,34.0,1
82341,1,1,1,1,1,32.0,1
82342,1,1,1,1,1,20.0,1
82343,1,1,1,1,1,16.0,1
82344,1,1,1,1,1,14.0,1
82345,1,1,1,1,1,12.0,0
82346,1,1,1,1,0,12.0,1
82347,1,1,1,0,1,11.0,1
82348,1,1,0,1,1,8.0,-1
82349,1,0,1,1,-1,10.0,1
82350,0,1,1,-1,1,9.0,0
82351,1,1,-1,1,0,9.0,-1
82352,1,-1,1,0,-1,12.0,0
82353,-1,1,0,-1,0,12.0,-1
82354,1,0,-1,0,-1,14.0,-1
82355,0,-1,0,-1,-1,18.0,-1
82356,-1,0,-1,-1,-1,21.0,-1
82357,0,-1,-1,-1,-1,22.0,1
82358,-1,-1,-1,-1,1,21.0,-1
82359,-1,-1,-1,1,-1,23.0,0
82360,-1,-1,1,-1,0,23.0,-1
82361,-1,1,-1,0,-1,25.0,-1
82362,1,-1,0,-1,-1,27.0,-1
82363,-1,0,-1,-1,-1,30.0,-1
82364,0,-1,-1,-1,-1,34.0,1
82365,-1,-1,-1,-1,1,33.0,0
82366,-1,-1,-1,1,0,33.0,0
82367,-1,-1,1,0,0,33.0,-1
82368,-1,1,0,0,-1,39.0,-1
82369,0,0,1,1,1,74.0,-1
82370,0,1,1,1,-1,78.0,-1
82371,1,1,1,-1,-1,83.0,-1
82372,1,1,-1,-1,-1,94.0,1
82373,1,-1,-1,-1,1,84.0,-1
82374,-1,-1,-1,1,-1,93.0,-1
82375,1,1,1,1,-1,10.0,-1
82376,1,1,1,-1,-1,14.0,-1
82377,1,1,-1,-1,-1,18.0,-1
82378,1,-1,-1,-1,-1,20.0,1
82379,-1,-1,-1,-1,1,17.0,0
82380,-1,-1,-1,1,0,17.0,-1
82381,-1,-1,1,0,-1,20.0,-1
82382,-1,1,0,-1,-1,21.0,-1
82383,1,0,-1,-1,-1,22.0,-1
82384,0,-1,-1,-1,-1,32.0,-1
82385,-1,-1,-1,-1,-1,33.0,-1
82386,-1,-1,-1,-1,-1,44.0,-1
82387,-1,-1,-1,-1,-1,51.0,-1
82388,-1,-1,-1,-1,-1,55.0,-1
82389,1,1,1,1,1,46.0,-1
82390,1,1,1,1,-1,50.0,1
82391,1,1,1,-1,1,46.0,1
82392,1,1,-1,1,1,44.0,-1
82393,1,-1,1,1,-1,48.0,1
82394,-1,1,1,-1,1,47.0,-1
82395,1,1,-1,1,-1,53.0,-1
82396,1,-1,1,-1,-1,61.0,-1
82397,-1,1,-1,-1,-1,77.0,1
82398,1,-1,-1,-1,1,74.0,-1
82399,-1,-1,-1,1,-1,84.0,-1
82400,0,-1,1,1,-1,87.0,-1
82401,-1,-1,-1,1,1,75.0,1
82402,-1,-1,1,1,1,72.0,1
82403,-1,1,1,1,1,69.0,1
82404,1,1,1,1,1,63.0,0
82405,1,1,1,1,0,63.0,-1
82406,1,1,1,0,-1,66.0,1
82407,1,1,0,-1,1,64.0,1
82408,1,0,-1,1,1,61.0,1
82409,0,-1,1,1,1,52.0,-1
82410,-1,1,1,1,-1,53.0,0
82411,1,1,1,-1,0,53.0,-1
82412,1,1,-1,0,-1,58.0,-1
82413,1,-1,0,-1,-1,65.0,-1
82414,-1,0,-1,-1,-1,97.0,1
82415,0,1,1,-1,1,74.0,-1
