,diff_0,diff_1,diff_2,diff_3,target
633,32.0,23.0,12.0,5.0,8.0
634,23.0,12.0,5.0,8.0,5.0
635,12.0,5.0,8.0,5.0,5.0
636,5.0,8.0,5.0,5.0,5.0
637,8.0,5.0,5.0,5.0,4.0
638,5.0,5.0,5.0,4.0,4.0
639,5.0,5.0,4.0,4.0,5.0
640,5.0,4.0,4.0,5.0,4.0
641,4.0,4.0,5.0,4.0,6.0
642,91.0,84.0,74.0,64.0,66.0
643,84.0,74.0,64.0,66.0,68.0
644,74.0,64.0,66.0,68.0,71.0
645,64.0,66.0,68.0,71.0,64.0
646,66.0,68.0,71.0,64.0,59.0
647,83.0,58.0,34.0,22.0,19.0
648,58.0,34.0,22.0,19.0,17.0
649,34.0,22.0,19.0,17.0,15.0
650,82.0,80.0,71.0,60.0,64.0
651,80.0,71.0,60.0,64.0,76.0
652,71.0,60.0,64.0,76.0,87.0
653,60.0,64.0,76.0,87.0,101.0
654,37.0,36.0,40.0,43.0,40.0
655,36.0,40.0,43.0,40.0,43.0
656,40.0,43.0,40.0,43.0,41.0
657,43.0,40.0,43.0,41.0,42.0
658,40.0,43.0,41.0,42.0,47.0
659,43.0,41.0,42.0,47.0,101.0
660,97.0,97.0,80.0,76.0,77.0
661,97.0,80.0,76.0,77.0,76.0
662,80.0,76.0,77.0,76.0,73.0
663,76.0,77.0,76.0,73.0,70.0
664,77.0,76.0,73.0,70.0,74.0
665,76.0,73.0,70.0,74.0,78.0
666,73.0,70.0,74.0,78.0,81.0
667,70.0,74.0,78.0,81.0,82.0
668,74.0,78.0,81.0,82.0,81.0
669,13.0,14.0,17.0,16.0,15.0
670,14.0,17.0,16.0,15.0,21.0
671,17.0,16.0,15.0,21.0,27.0
672,16.0,15.0,21.0,27.0,32.0
673,15.0,21.0,27.0,32.0,34.0
674,21.0,27.0,32.0,34.0,41.0
675,27.0,32.0,34.0,41.0,48.0
676,32.0,34.0,41.0,48.0,101.0
677,75.0,60.0,57.0,36.0,37.0
678,60.0,57.0,36.0,37.0,34.0
679,57.0,36.0,37.0,34.0,26.0
680,36.0,37.0,34.0,26.0,22.0
681,37.0,34.0,26.0,22.0,17.0
682,34.0,26.0,22.0,17.0,15.0
683,26.0,22.0,17.0,15.0,12.0
684,22.0,17.0,15.0,12.0,14.0
685,17.0,15.0,12.0,14.0,16.0
686,15.0,12.0,14.0,16.0,15.0
687,12.0,14.0,16.0,15.0,14.0
688,14.0,16.0,15.0,14.0,14.0
689,16.0,15.0,14.0,14.0,16.0
690,81.0,64.0,55.0,53.0,53.0
691,64.0,55.0,53.0,53.0,48.0
692,55.0,53.0,53.0,48.0,45.0
693,53.0,53.0,48.0,45.0,28.0
694,53.0,48.0,45.0,28.0,27.0
695,48.0,45.0,28.0,27.0,33.0
696,45.0,28.0,27.0,33.0,27.0
697,28.0,27.0,33.0,27.0,24.0
698,27.0,33.0,27.0,24.0,21.0
699,46.0,55.0,50.0,44.0,49.0
700,55.0,50.0,44.0,49.0,51.0
701,50.0,44.0,49.0,51.0,53.0
702,44.0,49.0,51.0,53.0,77.0
703,49.0,51.0,53.0,77.0,101.0
704,96.0,94.0,72.0,33.0,21.0
705,94.0,72.0,33.0,21.0,14.0
706,32.0,32.0,31.0,26.0,28.0
707,32.0,31.0,26.0,28.0,35.0
708,31.0,26.0,28.0,35.0,38.0
709,26.0,28.0,35.0,38.0,43.0
710,28.0,35.0,38.0,43.0,54.0
711,35.0,38.0,43.0,54.0,63.0
712,38.0,43.0,54.0,63.0,72.0
713,43.0,54.0,63.0,72.0,79.0
714,54.0,63.0,72.0,79.0,87.0
715,63.0,72.0,79.0,87.0,101.0
716,8.0,20.0,70.0,78.0,82.0
717,1.0,7.0,6.0,6.0,6.0
718,7.0,6.0,6.0,6.0,6.0
719,6.0,6.0,6.0,6.0,6.0
720,6.0,6.0,6.0,6.0,8.0
721,6.0,6.0,6.0,8.0,4.0
722,92.0,93.0,93.0,100.0,89.0
723,93.0,93.0,100.0,89.0,89.0
724,93.0,100.0,89.0,89.0,91.0
725,100.0,89.0,89.0,91.0,92.0
726,89.0,89.0,91.0,92.0,100.0
727,89.0,91.0,92.0,100.0,101.0
728,92.0,82.0,83.0,85.0,75.0
729,82.0,83.0,85.0,75.0,70.0
730,83.0,85.0,75.0,70.0,67.0
731,85.0,100.0,95.0,86.0,101.0
732,86.0,74.0,94.0,95.0,101.0
733,94.0,79.0,83.0,83.0,76.0
734,79.0,83.0,83.0,76.0,82.0
735,83.0,83.0,76.0,82.0,59.0
736,83.0,76.0,82.0,59.0,62.0
737,76.0,82.0,59.0,62.0,67.0
738,82.0,59.0,62.0,67.0,61.0
739,59.0,62.0,67.0,61.0,64.0
740,62.0,67.0,61.0,64.0,59.0
741,67.0,61.0,64.0,59.0,62.0
742,61.0,64.0,59.0,62.0,59.0
743,64.0,59.0,62.0,59.0,54.0
744,88.0,94.0,79.0,66.0,78.0
745,94.0,79.0,66.0,78.0,91.0
746,79.0,66.0,78.0,91.0,94.0
747,66.0,78.0,91.0,94.0,101.0
748,29.0,26.0,20.0,22.0,13.0
749,26.0,20.0,22.0,13.0,11.0
750,20.0,22.0,13.0,11.0,8.0
751,22.0,13.0,11.0,8.0,6.0
752,13.0,11.0,8.0,6.0,9.0
753,11.0,8.0,6.0,9.0,9.0
754,8.0,6.0,9.0,9.0,9.0
755,6.0,9.0,9.0,9.0,10.0
756,9.0,9.0,9.0,10.0,13.0
757,9.0,9.0,10.0,13.0,14.0
758,9.0,10.0,13.0,14.0,17.0
759,10.0,13.0,14.0,17.0,16.0
760,13.0,14.0,17.0,16.0,20.0
761,9.0,6.0,6.0,7.0,6.0
762,6.0,6.0,7.0,6.0,5.0
763,6.0,7.0,6.0,5.0,7.0
764,7.0,6.0,5.0,7.0,8.0
765,6.0,5.0,7.0,8.0,15.0
766,5.0,7.0,8.0,15.0,18.0
767,7.0,8.0,15.0,18.0,17.0
768,8.0,15.0,18.0,17.0,20.0
769,15.0,18.0,17.0,20.0,26.0
770,18.0,17.0,20.0,26.0,35.0
771,17.0,20.0,26.0,35.0,45.0
772,20.0,26.0,35.0,45.0,48.0
773,26.0,35.0,45.0,48.0,101.0
774,93.0,90.0,95.0,90.0,89.0
775,90.0,95.0,90.0,89.0,83.0
776,30.0,28.0,26.0,32.0,30.0
777,28.0,26.0,32.0,30.0,26.0
778,26.0,32.0,30.0,26.0,23.0
779,32.0,30.0,26.0,23.0,27.0
780,30.0,26.0,23.0,27.0,27.0
781,26.0,23.0,27.0,27.0,29.0
782,23.0,27.0,27.0,29.0,30.0
783,27.0,27.0,29.0,30.0,27.0
784,27.0,29.0,30.0,27.0,32.0
785,29.0,30.0,27.0,32.0,30.0
786,30.0,27.0,32.0,30.0,37.0
787,27.0,32.0,30.0,37.0,38.0
788,32.0,30.0,37.0,38.0,42.0
789,41.0,42.0,41.0,30.0,36.0
790,42.0,41.0,30.0,36.0,38.0
791,41.0,30.0,36.0,38.0,37.0
792,30.0,36.0,38.0,37.0,41.0
793,36.0,38.0,37.0,41.0,45.0
794,38.0,37.0,41.0,45.0,45.0
795,37.0,41.0,45.0,45.0,44.0
796,41.0,45.0,45.0,44.0,45.0
797,45.0,45.0,44.0,45.0,49.0
798,45.0,44.0,45.0,49.0,101.0
799,100.0,88.0,82.0,79.0,71.0
800,88.0,82.0,79.0,71.0,70.0
801,82.0,79.0,71.0,70.0,62.0
802,79.0,71.0,70.0,62.0,64.0
803,71.0,70.0,62.0,64.0,60.0
804,70.0,62.0,64.0,60.0,55.0
805,81.0,70.0,66.0,62.0,43.0
806,70.0,66.0,62.0,43.0,53.0
807,66.0,62.0,43.0,53.0,52.0
808,62.0,43.0,53.0,52.0,72.0
809,43.0,53.0,52.0,72.0,87.0
810,53.0,52.0,72.0,87.0,96.0
811,100.0,87.0,78.0,68.0,61.0
812,87.0,78.0,68.0,61.0,59.0
813,78.0,68.0,61.0,59.0,54.0
814,68.0,61.0,59.0,54.0,43.0
815,95.0,90.0,77.0,80.0,74.0
816,90.0,77.0,80.0,74.0,67.0
817,77.0,80.0,74.0,67.0,77.0
818,80.0,74.0,67.0,77.0,83.0
819,74.0,67.0,77.0,83.0,80.0
820,67.0,77.0,83.0,80.0,84.0
821,77.0,83.0,80.0,84.0,86.0
822,83.0,80.0,84.0,86.0,93.0
823,80.0,84.0,86.0,93.0,99.0
824,84.0,86.0,93.0,99.0,95.0
825,86.0,93.0,99.0,95.0,99.0
826,93.0,99.0,95.0,99.0,101.0
827,2.0,2.0,2.0,2.0,1.0
828,2.0,2.0,2.0,1.0,1.0
829,2.0,2.0,1.0,1.0,1.0
830,2.0,1.0,1.0,1.0,2.0
831,1.0,1.0,1.0,2.0,3.0
832,1.0,1.0,2.0,3.0,3.0
833,1.0,2.0,3.0,3.0,4.0
834,2.0,3.0,3.0,4.0,4.0
835,3.0,3.0,4.0,4.0,5.0
836,3.0,4.0,4.0,5.0,8.0
837,4.0,4.0,5.0,8.0,8.0
838,4.0,5.0,8.0,8.0,11.0
839,5.0,8.0,8.0,11.0,13.0
840,61.0,77.0,66.0,50.0,38.0
841,77.0,66.0,50.0,38.0,46.0
842,66.0,50.0,38.0,46.0,42.0
843,50.0,38.0,46.0,42.0,37.0
844,38.0,46.0,42.0,37.0,37.0
845,46.0,42.0,37.0,37.0,37.0
846,42.0,37.0,37.0,37.0,41.0
847,37.0,37.0,37.0,41.0,41.0
848,37.0,37.0,41.0,41.0,42.0
849,37.0,41.0,41.0,42.0,47.0
850,41.0,41.0,42.0,47.0,61.0
851,41.0,42.0,47.0,61.0,77.0
852,42.0,47.0,61.0,77.0,75.0
853,59.0,58.0,64.0,61.0,55.0
854,58.0,64.0,61.0,55.0,54.0
855,64.0,61.0,55.0,54.0,46.0
856,61.0,55.0,54.0,46.0,50.0
857,55.0,54.0,46.0,50.0,65.0
858,54.0,46.0,50.0,65.0,71.0
859,46.0,50.0,65.0,71.0,76.0
860,50.0,65.0,71.0,76.0,101.0
861,7.0,9.0,8.0,6.0,7.0
862,9.0,8.0,6.0,7.0,8.0
863,8.0,6.0,7.0,8.0,6.0
864,6.0,7.0,8.0,6.0,11.0
865,7.0,8.0,6.0,11.0,11.0
866,8.0,6.0,11.0,11.0,10.0
867,6.0,11.0,11.0,10.0,13.0
868,11.0,11.0,10.0,13.0,16.0
869,11.0,10.0,13.0,16.0,17.0
870,10.0,13.0,16.0,17.0,17.0
871,13.0,16.0,17.0,17.0,20.0
872,16.0,17.0,17.0,20.0,22.0
873,17.0,17.0,20.0,22.0,23.0
874,28.0,19.0,13.0,9.0,5.0
875,19.0,13.0,9.0,5.0,4.0
876,13.0,9.0,5.0,4.0,4.0
877,9.0,5.0,4.0,4.0,3.0
878,5.0,4.0,4.0,3.0,4.0
879,4.0,4.0,3.0,4.0,2.0
880,4.0,3.0,4.0,2.0,3.0
881,3.0,4.0,2.0,3.0,3.0
882,4.0,2.0,3.0,3.0,3.0
883,2.0,3.0,3.0,3.0,3.0
884,3.0,3.0,3.0,3.0,4.0
885,3.0,3.0,3.0,4.0,5.0
886,3.0,3.0,4.0,5.0,7.0
887,87.0,68.0,58.0,54.0,60.0
888,68.0,58.0,54.0,60.0,57.0
889,58.0,54.0,60.0,57.0,56.0
890,54.0,60.0,57.0,56.0,47.0
891,60.0,57.0,56.0,47.0,45.0
892,57.0,56.0,47.0,45.0,44.0
893,56.0,47.0,45.0,44.0,51.0
894,47.0,45.0,44.0,51.0,63.0
895,45.0,44.0,51.0,63.0,68.0
896,6.0,26.0,31.0,32.0,30.0
897,26.0,31.0,32.0,30.0,29.0
898,31.0,32.0,30.0,29.0,31.0
899,32.0,30.0,29.0,31.0,33.0
900,30.0,29.0,31.0,33.0,36.0
901,92.0,84.0,80.0,74.0,63.0
902,98.0,92.0,88.0,93.0,92.0
903,92.0,88.0,93.0,92.0,90.0
904,88.0,93.0,92.0,90.0,64.0
905,70.0,82.0,84.0,93.0,101.0
906,62.0,65.0,62.0,69.0,68.0
907,65.0,62.0,69.0,68.0,66.0
908,62.0,69.0,68.0,66.0,66.0
909,69.0,68.0,66.0,66.0,74.0
910,68.0,66.0,66.0,74.0,87.0
911,66.0,66.0,74.0,87.0,97.0
912,66.0,74.0,87.0,97.0,101.0
913,6.0,7.0,9.0,11.0,11.0
914,7.0,9.0,11.0,11.0,14.0
915,9.0,11.0,11.0,14.0,18.0
916,11.0,11.0,14.0,18.0,21.0
917,11.0,14.0,18.0,21.0,23.0
918,14.0,18.0,21.0,23.0,25.0
919,18.0,21.0,23.0,25.0,27.0
920,21.0,23.0,25.0,27.0,22.0
921,23.0,25.0,27.0,22.0,21.0
922,25.0,27.0,22.0,21.0,24.0
923,27.0,22.0,21.0,24.0,25.0
924,22.0,21.0,24.0,25.0,28.0
925,21.0,24.0,25.0,28.0,33.0
926,88.0,81.0,76.0,73.0,69.0
927,81.0,76.0,73.0,69.0,51.0
928,86.0,74.0,69.0,64.0,68.0
929,74.0,69.0,64.0,68.0,57.0
930,69.0,64.0,68.0,57.0,53.0
931,73.0,76.0,85.0,84.0,79.0
932,76.0,85.0,84.0,79.0,101.0
933,27.0,31.0,29.0,27.0,35.0
934,31.0,29.0,27.0,35.0,39.0
935,29.0,27.0,35.0,39.0,101.0
936,56.0,67.0,67.0,68.0,61.0
937,67.0,67.0,68.0,61.0,80.0
938,67.0,68.0,61.0,80.0,101.0
939,57.0,54.0,58.0,63.0,65.0
940,54.0,58.0,63.0,65.0,73.0
941,58.0,63.0,65.0,73.0,77.0
942,63.0,65.0,73.0,77.0,84.0
943,65.0,73.0,77.0,84.0,95.0
944,73.0,77.0,84.0,95.0,92.0
945,77.0,84.0,95.0,92.0,101.0
946,26.0,27.0,19.0,19.0,27.0
947,27.0,19.0,19.0,27.0,29.0
948,19.0,19.0,27.0,29.0,28.0
949,19.0,27.0,29.0,28.0,39.0
950,27.0,29.0,28.0,39.0,38.0
951,29.0,28.0,39.0,38.0,47.0
952,28.0,39.0,38.0,47.0,101.0
953,85.0,86.0,85.0,88.0,64.0
954,86.0,85.0,88.0,64.0,74.0
955,85.0,88.0,64.0,74.0,77.0
956,88.0,64.0,74.0,77.0,91.0
957,64.0,74.0,77.0,91.0,89.0
958,74.0,77.0,91.0,89.0,98.0
959,77.0,91.0,89.0,98.0,91.0
960,91.0,89.0,98.0,91.0,101.0
961,98.0,92.0,93.0,90.0,72.0
962,92.0,93.0,90.0,72.0,72.0
963,93.0,90.0,72.0,72.0,72.0
964,90.0,72.0,72.0,72.0,71.0
965,72.0,72.0,72.0,71.0,63.0
966,72.0,72.0,71.0,63.0,60.0
967,72.0,71.0,63.0,60.0,75.0
968,71.0,63.0,60.0,75.0,91.0
969,63.0,60.0,75.0,91.0,101.0
970,4.0,5.0,5.0,5.0,8.0
971,5.0,5.0,5.0,8.0,10.0
972,5.0,5.0,8.0,10.0,10.0
973,5.0,8.0,10.0,10.0,17.0
974,8.0,10.0,10.0,17.0,21.0
975,10.0,10.0,17.0,21.0,23.0
976,10.0,17.0,21.0,23.0,25.0
977,17.0,21.0,23.0,25.0,25.0
978,21.0,23.0,25.0,25.0,29.0
979,23.0,25.0,25.0,29.0,34.0
980,25.0,25.0,29.0,34.0,36.0
981,25.0,29.0,34.0,36.0,37.0
982,29.0,34.0,36.0,37.0,41.0
983,78.0,55.0,54.0,47.0,41.0
984,55.0,54.0,47.0,41.0,41.0
985,54.0,47.0,41.0,41.0,35.0
986,47.0,41.0,41.0,35.0,29.0
987,41.0,41.0,35.0,29.0,29.0
988,41.0,35.0,29.0,29.0,20.0
989,35.0,29.0,29.0,20.0,14.0
990,29.0,29.0,20.0,14.0,18.0
991,29.0,20.0,14.0,18.0,23.0
992,20.0,14.0,18.0,23.0,28.0
993,14.0,18.0,23.0,28.0,34.0
994,18.0,23.0,28.0,34.0,50.0
995,23.0,28.0,34.0,50.0,58.0
996,38.0,39.0,49.0,49.0,49.0
997,39.0,49.0,49.0,49.0,101.0
998,35.0,35.0,45.0,45.0,47.0
999,35.0,45.0,45.0,47.0,101.0
1000,23.0,22.0,24.0,15.0,14.0
1001,22.0,24.0,15.0,14.0,16.0
1002,24.0,15.0,14.0,16.0,17.0
1003,15.0,14.0,16.0,17.0,19.0
1004,14.0,16.0,17.0,19.0,24.0
1005,16.0,17.0,19.0,24.0,34.0
1006,17.0,19.0,24.0,34.0,39.0
1007,19.0,24.0,34.0,39.0,42.0
1008,24.0,34.0,39.0,42.0,44.0
1009,34.0,39.0,42.0,44.0,46.0
1010,39.0,42.0,44.0,46.0,49.0
1011,42.0,44.0,46.0,49.0,45.0
1012,44.0,46.0,49.0,45.0,49.0
1013,91.0,80.0,69.0,66.0,58.0
1014,80.0,69.0,66.0,58.0,60.0
1015,18.0,23.0,22.0,18.0,21.0
1016,23.0,22.0,18.0,21.0,28.0
1017,22.0,18.0,21.0,28.0,34.0
1018,18.0,21.0,28.0,34.0,34.0
1019,21.0,28.0,34.0,34.0,35.0
1020,28.0,34.0,34.0,35.0,38.0
1021,34.0,34.0,35.0,38.0,46.0
1022,34.0,35.0,38.0,46.0,46.0
1023,35.0,38.0,46.0,46.0,101.0
1024,12.0,16.0,13.0,12.0,10.0
1025,9.0,7.0,4.0,1.0,1.0
1026,7.0,4.0,1.0,1.0,1.0
1027,4.0,1.0,1.0,1.0,1.0
1028,1.0,1.0,1.0,1.0,1.0
1029,1.0,1.0,1.0,1.0,1.0
1030,1.0,1.0,1.0,1.0,1.0
1031,69.0,72.0,97.0,98.0,82.0
1032,72.0,97.0,98.0,82.0,70.0
1033,97.0,98.0,82.0,70.0,60.0
1034,98.0,82.0,70.0,60.0,57.0
1035,82.0,70.0,60.0,57.0,54.0
1036,70.0,60.0,57.0,54.0,55.0
1037,60.0,57.0,54.0,55.0,50.0
1038,57.0,54.0,55.0,50.0,43.0
1039,54.0,55.0,50.0,43.0,38.0
1040,55.0,50.0,43.0,38.0,32.0
1041,50.0,43.0,38.0,32.0,32.0
1042,43.0,38.0,32.0,32.0,31.0
1043,85.0,88.0,80.0,67.0,58.0
1044,88.0,80.0,67.0,58.0,58.0
1045,80.0,67.0,58.0,58.0,23.0
1046,67.0,58.0,58.0,23.0,36.0
1047,58.0,58.0,23.0,36.0,34.0
