,diff_0,diff_1,diff_2,diff_3,diff_4,diff_5,diff_6,diff_7,diff_8,diff_9,target
70,75.0,56.0,52.0,44.0,57.0,40.0,36.0,27.0,25.0,24.0,26.0
71,56.0,52.0,44.0,57.0,40.0,36.0,27.0,25.0,24.0,26.0,25.0
72,52.0,44.0,57.0,40.0,36.0,27.0,25.0,24.0,26.0,25.0,27.0
73,44.0,57.0,40.0,36.0,27.0,25.0,24.0,26.0,25.0,27.0,29.0
74,57.0,40.0,36.0,27.0,25.0,24.0,26.0,25.0,27.0,29.0,35.0
75,40.0,36.0,27.0,25.0,24.0,26.0,25.0,27.0,29.0,35.0,34.0
76,36.0,27.0,25.0,24.0,26.0,25.0,27.0,29.0,35.0,34.0,32.0
77,27.0,25.0,24.0,26.0,25.0,27.0,29.0,35.0,34.0,32.0,34.0
78,25.0,24.0,26.0,25.0,27.0,29.0,35.0,34.0,32.0,34.0,36.0
79,24.0,26.0,25.0,27.0,29.0,35.0,34.0,32.0,34.0,36.0,34.0
80,26.0,25.0,27.0,29.0,35.0,34.0,32.0,34.0,36.0,34.0,36.0
81,25.0,27.0,29.0,35.0,34.0,32.0,34.0,36.0,34.0,36.0,43.0
82,27.0,29.0,35.0,34.0,32.0,34.0,36.0,34.0,36.0,43.0,101.0
83,93.0,71.0,62.0,67.0,46.0,44.0,40.0,29.0,25.0,21.0,18.0
84,71.0,62.0,67.0,46.0,44.0,40.0,29.0,25.0,21.0,18.0,18.0
85,62.0,67.0,46.0,44.0,40.0,29.0,25.0,21.0,18.0,18.0,18.0
86,97.0,81.0,76.0,64.0,65.0,61.0,54.0,45.0,43.0,51.0,51.0
87,81.0,76.0,64.0,65.0,61.0,54.0,45.0,43.0,51.0,51.0,46.0
88,76.0,64.0,65.0,61.0,54.0,45.0,43.0,51.0,51.0,46.0,49.0
89,64.0,65.0,61.0,54.0,45.0,43.0,51.0,51.0,46.0,49.0,50.0
90,65.0,61.0,54.0,45.0,43.0,51.0,51.0,46.0,49.0,50.0,46.0
91,61.0,54.0,45.0,43.0,51.0,51.0,46.0,49.0,50.0,46.0,48.0
92,54.0,45.0,43.0,51.0,51.0,46.0,49.0,50.0,46.0,48.0,48.0
93,45.0,43.0,51.0,51.0,46.0,49.0,50.0,46.0,48.0,48.0,52.0
94,43.0,51.0,51.0,46.0,49.0,50.0,46.0,48.0,48.0,52.0,56.0
95,51.0,51.0,46.0,49.0,50.0,46.0,48.0,48.0,52.0,56.0,62.0
96,51.0,46.0,49.0,50.0,46.0,48.0,48.0,52.0,56.0,62.0,101.0
97,50.0,67.0,68.0,60.0,49.0,41.0,41.0,36.0,33.0,31.0,33.0
98,67.0,68.0,60.0,49.0,41.0,41.0,36.0,33.0,31.0,33.0,42.0
99,68.0,60.0,49.0,41.0,41.0,36.0,33.0,31.0,33.0,42.0,69.0
100,60.0,49.0,41.0,41.0,36.0,33.0,31.0,33.0,42.0,69.0,88.0
101,49.0,41.0,41.0,36.0,33.0,31.0,33.0,42.0,69.0,88.0,101.0
102,64.0,26.0,33.0,34.0,32.0,24.0,20.0,21.0,25.0,26.0,23.0
103,26.0,33.0,34.0,32.0,24.0,20.0,21.0,25.0,26.0,23.0,24.0
104,33.0,34.0,32.0,24.0,20.0,21.0,25.0,26.0,23.0,24.0,26.0
105,34.0,32.0,24.0,20.0,21.0,25.0,26.0,23.0,24.0,26.0,32.0
106,32.0,24.0,20.0,21.0,25.0,26.0,23.0,24.0,26.0,32.0,41.0
107,24.0,20.0,21.0,25.0,26.0,23.0,24.0,26.0,32.0,41.0,49.0
108,20.0,21.0,25.0,26.0,23.0,24.0,26.0,32.0,41.0,49.0,55.0
109,21.0,25.0,26.0,23.0,24.0,26.0,32.0,41.0,49.0,55.0,65.0
110,25.0,26.0,23.0,24.0,26.0,32.0,41.0,49.0,55.0,65.0,101.0
111,11.0,17.0,14.0,14.0,12.0,13.0,17.0,12.0,15.0,16.0,21.0
112,17.0,14.0,14.0,12.0,13.0,17.0,12.0,15.0,16.0,21.0,18.0
113,14.0,14.0,12.0,13.0,17.0,12.0,15.0,16.0,21.0,18.0,20.0
114,14.0,12.0,13.0,17.0,12.0,15.0,16.0,21.0,18.0,20.0,14.0
115,12.0,13.0,17.0,12.0,15.0,16.0,21.0,18.0,20.0,14.0,22.0
116,13.0,17.0,12.0,15.0,16.0,21.0,18.0,20.0,14.0,22.0,23.0
117,17.0,12.0,15.0,16.0,21.0,18.0,20.0,14.0,22.0,23.0,29.0
118,12.0,15.0,16.0,21.0,18.0,20.0,14.0,22.0,23.0,29.0,37.0
119,15.0,16.0,21.0,18.0,20.0,14.0,22.0,23.0,29.0,37.0,42.0
120,16.0,21.0,18.0,20.0,14.0,22.0,23.0,29.0,37.0,42.0,47.0
121,21.0,18.0,20.0,14.0,22.0,23.0,29.0,37.0,42.0,47.0,48.0
122,18.0,20.0,14.0,22.0,23.0,29.0,37.0,42.0,47.0,48.0,50.0
123,20.0,14.0,22.0,23.0,29.0,37.0,42.0,47.0,48.0,50.0,101.0
124,9.0,10.0,13.0,16.0,15.0,24.0,35.0,39.0,53.0,63.0,72.0
125,10.0,13.0,16.0,15.0,24.0,35.0,39.0,53.0,63.0,72.0,101.0
126,62.0,30.0,25.0,20.0,14.0,11.0,12.0,15.0,11.0,11.0,10.0
127,30.0,25.0,20.0,14.0,11.0,12.0,15.0,11.0,11.0,10.0,10.0
128,25.0,20.0,14.0,11.0,12.0,15.0,11.0,11.0,10.0,10.0,13.0
129,20.0,14.0,11.0,12.0,15.0,11.0,11.0,10.0,10.0,13.0,16.0
130,14.0,11.0,12.0,15.0,11.0,11.0,10.0,10.0,13.0,16.0,22.0
131,11.0,12.0,15.0,11.0,11.0,10.0,10.0,13.0,16.0,22.0,29.0
132,12.0,15.0,11.0,11.0,10.0,10.0,13.0,16.0,22.0,29.0,40.0
133,15.0,11.0,11.0,10.0,10.0,13.0,16.0,22.0,29.0,40.0,55.0
134,11.0,11.0,10.0,10.0,13.0,16.0,22.0,29.0,40.0,55.0,76.0
135,11.0,10.0,10.0,13.0,16.0,22.0,29.0,40.0,55.0,76.0,83.0
136,10.0,10.0,13.0,16.0,22.0,29.0,40.0,55.0,76.0,83.0,101.0
137,94.0,73.0,66.0,56.0,48.0,40.0,37.0,34.0,37.0,36.0,33.0
138,73.0,66.0,56.0,48.0,40.0,37.0,34.0,37.0,36.0,33.0,40.0
139,66.0,56.0,48.0,40.0,37.0,34.0,37.0,36.0,33.0,40.0,51.0
140,56.0,48.0,40.0,37.0,34.0,37.0,36.0,33.0,40.0,51.0,59.0
141,48.0,40.0,37.0,34.0,37.0,36.0,33.0,40.0,51.0,59.0,71.0
142,40.0,37.0,34.0,37.0,36.0,33.0,40.0,51.0,59.0,71.0,77.0
143,37.0,34.0,37.0,36.0,33.0,40.0,51.0,59.0,71.0,77.0,83.0
144,34.0,37.0,36.0,33.0,40.0,51.0,59.0,71.0,77.0,83.0,85.0
145,37.0,36.0,33.0,40.0,51.0,59.0,71.0,77.0,83.0,85.0,93.0
146,36.0,33.0,40.0,51.0,59.0,71.0,77.0,83.0,85.0,93.0,90.0
147,33.0,40.0,51.0,59.0,71.0,77.0,83.0,85.0,93.0,90.0,101.0
148,98.0,92.0,83.0,71.0,54.0,52.0,34.0,32.0,31.0,30.0,26.0
149,92.0,83.0,71.0,54.0,52.0,34.0,32.0,31.0,30.0,26.0,30.0
150,83.0,71.0,54.0,52.0,34.0,32.0,31.0,30.0,26.0,30.0,28.0
151,71.0,54.0,52.0,34.0,32.0,31.0,30.0,26.0,30.0,28.0,24.0
152,54.0,52.0,34.0,32.0,31.0,30.0,26.0,30.0,28.0,24.0,20.0
153,52.0,34.0,32.0,31.0,30.0,26.0,30.0,28.0,24.0,20.0,21.0
154,34.0,32.0,31.0,30.0,26.0,30.0,28.0,24.0,20.0,21.0,24.0
155,32.0,31.0,30.0,26.0,30.0,28.0,24.0,20.0,21.0,24.0,24.0
156,31.0,30.0,26.0,30.0,28.0,24.0,20.0,21.0,24.0,24.0,28.0
157,30.0,26.0,30.0,28.0,24.0,20.0,21.0,24.0,24.0,28.0,44.0
158,26.0,30.0,28.0,24.0,20.0,21.0,24.0,24.0,28.0,44.0,101.0
159,9.0,11.0,17.0,12.0,11.0,14.0,17.0,18.0,16.0,20.0,28.0
160,11.0,17.0,12.0,11.0,14.0,17.0,18.0,16.0,20.0,28.0,24.0
161,17.0,12.0,11.0,14.0,17.0,18.0,16.0,20.0,28.0,24.0,21.0
162,12.0,11.0,14.0,17.0,18.0,16.0,20.0,28.0,24.0,21.0,28.0
163,11.0,14.0,17.0,18.0,16.0,20.0,28.0,24.0,21.0,28.0,30.0
164,14.0,17.0,18.0,16.0,20.0,28.0,24.0,21.0,28.0,30.0,32.0
165,17.0,18.0,16.0,20.0,28.0,24.0,21.0,28.0,30.0,32.0,32.0
166,18.0,16.0,20.0,28.0,24.0,21.0,28.0,30.0,32.0,32.0,33.0
167,16.0,20.0,28.0,24.0,21.0,28.0,30.0,32.0,32.0,33.0,34.0
168,20.0,28.0,24.0,21.0,28.0,30.0,32.0,32.0,33.0,34.0,35.0
169,28.0,24.0,21.0,28.0,30.0,32.0,32.0,33.0,34.0,35.0,44.0
170,24.0,21.0,28.0,30.0,32.0,32.0,33.0,34.0,35.0,44.0,101.0
171,34.0,19.0,18.0,18.0,16.0,17.0,13.0,8.0,7.0,8.0,8.0
172,19.0,18.0,18.0,16.0,17.0,13.0,8.0,7.0,8.0,8.0,7.0
173,18.0,18.0,16.0,17.0,13.0,8.0,7.0,8.0,8.0,7.0,6.0
174,18.0,16.0,17.0,13.0,8.0,7.0,8.0,8.0,7.0,6.0,5.0
175,16.0,17.0,13.0,8.0,7.0,8.0,8.0,7.0,6.0,5.0,5.0
176,17.0,13.0,8.0,7.0,8.0,8.0,7.0,6.0,5.0,5.0,4.0
177,13.0,8.0,7.0,8.0,8.0,7.0,6.0,5.0,5.0,4.0,6.0
178,8.0,7.0,8.0,8.0,7.0,6.0,5.0,5.0,4.0,6.0,8.0
179,7.0,8.0,8.0,7.0,6.0,5.0,5.0,4.0,6.0,8.0,9.0
180,8.0,8.0,7.0,6.0,5.0,5.0,4.0,6.0,8.0,9.0,7.0
181,8.0,7.0,6.0,5.0,5.0,4.0,6.0,8.0,9.0,7.0,8.0
182,7.0,6.0,5.0,5.0,4.0,6.0,8.0,9.0,7.0,8.0,9.0
183,6.0,5.0,5.0,4.0,6.0,8.0,9.0,7.0,8.0,9.0,11.0
184,5.0,5.0,4.0,6.0,8.0,9.0,7.0,8.0,9.0,11.0,11.0
185,5.0,4.0,6.0,8.0,9.0,7.0,8.0,9.0,11.0,11.0,11.0
186,4.0,6.0,8.0,9.0,7.0,8.0,9.0,11.0,11.0,11.0,14.0
187,6.0,8.0,9.0,7.0,8.0,9.0,11.0,11.0,11.0,14.0,12.0
188,8.0,9.0,7.0,8.0,9.0,11.0,11.0,11.0,14.0,12.0,18.0
189,9.0,7.0,8.0,9.0,11.0,11.0,11.0,14.0,12.0,18.0,18.0
190,7.0,8.0,9.0,11.0,11.0,11.0,14.0,12.0,18.0,18.0,20.0
191,8.0,9.0,11.0,11.0,11.0,14.0,12.0,18.0,18.0,20.0,28.0
192,9.0,11.0,11.0,11.0,14.0,12.0,18.0,18.0,20.0,28.0,31.0
193,11.0,11.0,11.0,14.0,12.0,18.0,18.0,20.0,28.0,31.0,31.0
194,11.0,11.0,14.0,12.0,18.0,18.0,20.0,28.0,31.0,31.0,34.0
195,11.0,14.0,12.0,18.0,18.0,20.0,28.0,31.0,31.0,34.0,30.0
196,14.0,12.0,18.0,18.0,20.0,28.0,31.0,31.0,34.0,30.0,35.0
197,12.0,18.0,18.0,20.0,28.0,31.0,31.0,34.0,30.0,35.0,39.0
198,18.0,18.0,20.0,28.0,31.0,31.0,34.0,30.0,35.0,39.0,40.0
199,18.0,20.0,28.0,31.0,31.0,34.0,30.0,35.0,39.0,40.0,39.0
200,20.0,28.0,31.0,31.0,34.0,30.0,35.0,39.0,40.0,39.0,40.0
201,96.0,57.0,43.0,35.0,20.0,12.0,9.0,5.0,3.0,2.0,2.0
202,18.0,13.0,20.0,24.0,25.0,24.0,20.0,18.0,19.0,22.0,20.0
203,13.0,20.0,24.0,25.0,24.0,20.0,18.0,19.0,22.0,20.0,23.0
204,20.0,24.0,25.0,24.0,20.0,18.0,19.0,22.0,20.0,23.0,25.0
205,24.0,25.0,24.0,20.0,18.0,19.0,22.0,20.0,23.0,25.0,31.0
206,25.0,24.0,20.0,18.0,19.0,22.0,20.0,23.0,25.0,31.0,35.0
207,24.0,20.0,18.0,19.0,22.0,20.0,23.0,25.0,31.0,35.0,36.0
208,20.0,18.0,19.0,22.0,20.0,23.0,25.0,31.0,35.0,36.0,42.0
209,18.0,19.0,22.0,20.0,23.0,25.0,31.0,35.0,36.0,42.0,44.0
210,19.0,22.0,20.0,23.0,25.0,31.0,35.0,36.0,42.0,44.0,49.0
211,22.0,20.0,23.0,25.0,31.0,35.0,36.0,42.0,44.0,49.0,51.0
212,20.0,23.0,25.0,31.0,35.0,36.0,42.0,44.0,49.0,51.0,101.0
213,97.0,97.0,99.0,98.0,91.0,90.0,87.0,86.0,82.0,77.0,74.0
214,97.0,99.0,98.0,91.0,90.0,87.0,86.0,82.0,77.0,74.0,73.0
215,99.0,98.0,91.0,90.0,87.0,86.0,82.0,77.0,74.0,73.0,64.0
216,98.0,91.0,90.0,87.0,86.0,82.0,77.0,74.0,73.0,64.0,65.0
217,91.0,90.0,87.0,86.0,82.0,77.0,74.0,73.0,64.0,65.0,62.0
218,90.0,87.0,86.0,82.0,77.0,74.0,73.0,64.0,65.0,62.0,59.0
219,87.0,86.0,82.0,77.0,74.0,73.0,64.0,65.0,62.0,59.0,56.0
220,86.0,82.0,77.0,74.0,73.0,64.0,65.0,62.0,59.0,56.0,52.0
221,82.0,77.0,74.0,73.0,64.0,65.0,62.0,59.0,56.0,52.0,51.0
222,77.0,74.0,73.0,64.0,65.0,62.0,59.0,56.0,52.0,51.0,52.0
223,74.0,73.0,64.0,65.0,62.0,59.0,56.0,52.0,51.0,52.0,101.0
224,98.0,82.0,82.0,77.0,73.0,74.0,74.0,73.0,72.0,67.0,50.0
225,82.0,82.0,77.0,73.0,74.0,74.0,73.0,72.0,67.0,50.0,56.0
226,82.0,77.0,73.0,74.0,74.0,73.0,72.0,67.0,50.0,56.0,51.0
227,77.0,73.0,74.0,74.0,73.0,72.0,67.0,50.0,56.0,51.0,45.0
228,73.0,74.0,74.0,73.0,72.0,67.0,50.0,56.0,51.0,45.0,38.0
229,74.0,74.0,73.0,72.0,67.0,50.0,56.0,51.0,45.0,38.0,41.0
230,74.0,73.0,72.0,67.0,50.0,56.0,51.0,45.0,38.0,41.0,37.0
231,73.0,72.0,67.0,50.0,56.0,51.0,45.0,38.0,41.0,37.0,37.0
232,72.0,67.0,50.0,56.0,51.0,45.0,38.0,41.0,37.0,37.0,34.0
233,67.0,50.0,56.0,51.0,45.0,38.0,41.0,37.0,37.0,34.0,45.0
234,50.0,56.0,51.0,45.0,38.0,41.0,37.0,37.0,34.0,45.0,49.0
235,56.0,51.0,45.0,38.0,41.0,37.0,37.0,34.0,45.0,49.0,101.0
236,100.0,95.0,91.0,82.0,79.0,83.0,92.0,62.0,49.0,43.0,42.0
237,95.0,91.0,82.0,79.0,83.0,92.0,62.0,49.0,43.0,42.0,46.0
238,91.0,82.0,79.0,83.0,92.0,62.0,49.0,43.0,42.0,46.0,53.0
239,82.0,79.0,83.0,92.0,62.0,49.0,43.0,42.0,46.0,53.0,56.0
240,79.0,83.0,92.0,62.0,49.0,43.0,42.0,46.0,53.0,56.0,65.0
241,83.0,92.0,62.0,49.0,43.0,42.0,46.0,53.0,56.0,65.0,74.0
242,92.0,62.0,49.0,43.0,42.0,46.0,53.0,56.0,65.0,74.0,86.0
243,62.0,49.0,43.0,42.0,46.0,53.0,56.0,65.0,74.0,86.0,83.0
244,49.0,43.0,42.0,46.0,53.0,56.0,65.0,74.0,86.0,83.0,90.0
245,43.0,42.0,46.0,53.0,56.0,65.0,74.0,86.0,83.0,90.0,94.0
246,42.0,46.0,53.0,56.0,65.0,74.0,86.0,83.0,90.0,94.0,101.0
247,24.0,43.0,10.0,28.0,47.0,63.0,71.0,56.0,57.0,59.0,51.0
248,43.0,10.0,28.0,47.0,63.0,71.0,56.0,57.0,59.0,51.0,49.0
249,10.0,28.0,47.0,63.0,71.0,56.0,57.0,59.0,51.0,49.0,41.0
250,28.0,47.0,63.0,71.0,56.0,57.0,59.0,51.0,49.0,41.0,36.0
251,47.0,63.0,71.0,56.0,57.0,59.0,51.0,49.0,41.0,36.0,37.0
252,63.0,71.0,56.0,57.0,59.0,51.0,49.0,41.0,36.0,37.0,34.0
253,71.0,56.0,57.0,59.0,51.0,49.0,41.0,36.0,37.0,34.0,32.0
254,56.0,57.0,59.0,51.0,49.0,41.0,36.0,37.0,34.0,32.0,28.0
255,57.0,59.0,51.0,49.0,41.0,36.0,37.0,34.0,32.0,28.0,25.0
256,59.0,51.0,49.0,41.0,36.0,37.0,34.0,32.0,28.0,25.0,26.0
257,51.0,49.0,41.0,36.0,37.0,34.0,32.0,28.0,25.0,26.0,25.0
258,49.0,41.0,36.0,37.0,34.0,32.0,28.0,25.0,26.0,25.0,21.0
259,41.0,36.0,37.0,34.0,32.0,28.0,25.0,26.0,25.0,21.0,25.0
260,36.0,37.0,34.0,32.0,28.0,25.0,26.0,25.0,21.0,25.0,30.0
261,37.0,34.0,32.0,28.0,25.0,26.0,25.0,21.0,25.0,30.0,37.0
262,34.0,32.0,28.0,25.0,26.0,25.0,21.0,25.0,30.0,37.0,44.0
263,32.0,28.0,25.0,26.0,25.0,21.0,25.0,30.0,37.0,44.0,101.0
264,74.0,95.0,59.0,46.0,43.0,50.0,55.0,62.0,60.0,52.0,50.0
265,95.0,59.0,46.0,43.0,50.0,55.0,62.0,60.0,52.0,50.0,52.0
266,59.0,46.0,43.0,50.0,55.0,62.0,60.0,52.0,50.0,52.0,54.0
267,46.0,43.0,50.0,55.0,62.0,60.0,52.0,50.0,52.0,54.0,54.0
268,43.0,50.0,55.0,62.0,60.0,52.0,50.0,52.0,54.0,54.0,51.0
269,50.0,55.0,62.0,60.0,52.0,50.0,52.0,54.0,54.0,51.0,38.0
270,55.0,62.0,60.0,52.0,50.0,52.0,54.0,54.0,51.0,38.0,31.0
271,62.0,60.0,52.0,50.0,52.0,54.0,54.0,51.0,38.0,31.0,35.0
272,60.0,52.0,50.0,52.0,54.0,54.0,51.0,38.0,31.0,35.0,34.0
273,52.0,50.0,52.0,54.0,54.0,51.0,38.0,31.0,35.0,34.0,36.0
274,50.0,52.0,54.0,54.0,51.0,38.0,31.0,35.0,34.0,36.0,34.0
275,52.0,54.0,54.0,51.0,38.0,31.0,35.0,34.0,36.0,34.0,35.0
276,54.0,54.0,51.0,38.0,31.0,35.0,34.0,36.0,34.0,35.0,36.0
277,54.0,51.0,38.0,31.0,35.0,34.0,36.0,34.0,35.0,36.0,40.0
278,51.0,38.0,31.0,35.0,34.0,36.0,34.0,35.0,36.0,40.0,46.0
279,38.0,31.0,35.0,34.0,36.0,34.0,35.0,36.0,40.0,46.0,46.0
280,31.0,35.0,34.0,36.0,34.0,35.0,36.0,40.0,46.0,46.0,101.0
281,96.0,81.0,66.0,66.0,60.0,59.0,52.0,52.0,44.0,43.0,46.0
282,81.0,66.0,66.0,60.0,59.0,52.0,52.0,44.0,43.0,46.0,38.0
283,66.0,66.0,60.0,59.0,52.0,52.0,44.0,43.0,46.0,38.0,33.0
284,66.0,60.0,59.0,52.0,52.0,44.0,43.0,46.0,38.0,33.0,34.0
285,60.0,59.0,52.0,52.0,44.0,43.0,46.0,38.0,33.0,34.0,36.0
286,59.0,52.0,52.0,44.0,43.0,46.0,38.0,33.0,34.0,36.0,36.0
287,52.0,52.0,44.0,43.0,46.0,38.0,33.0,34.0,36.0,36.0,41.0
288,52.0,44.0,43.0,46.0,38.0,33.0,34.0,36.0,36.0,41.0,45.0
289,44.0,43.0,46.0,38.0,33.0,34.0,36.0,36.0,41.0,45.0,52.0
290,43.0,46.0,38.0,33.0,34.0,36.0,36.0,41.0,45.0,52.0,101.0
291,99.0,91.0,79.0,70.0,63.0,68.0,64.0,59.0,59.0,58.0,52.0
292,91.0,79.0,70.0,63.0,68.0,64.0,59.0,59.0,58.0,52.0,42.0
293,79.0,70.0,63.0,68.0,64.0,59.0,59.0,58.0,52.0,42.0,47.0
294,70.0,63.0,68.0,64.0,59.0,59.0,58.0,52.0,42.0,47.0,55.0
295,63.0,68.0,64.0,59.0,59.0,58.0,52.0,42.0,47.0,55.0,51.0
296,68.0,64.0,59.0,59.0,58.0,52.0,42.0,47.0,55.0,51.0,57.0
297,64.0,59.0,59.0,58.0,52.0,42.0,47.0,55.0,51.0,57.0,58.0
298,59.0,59.0,58.0,52.0,42.0,47.0,55.0,51.0,57.0,58.0,53.0
299,59.0,58.0,52.0,42.0,47.0,55.0,51.0,57.0,58.0,53.0,50.0
