,diff_0,diff_1,diff_2,diff_3,diff_4,diff_5,diff_6,diff_7,diff_8,diff_9,target
3148,59.0,61.0,62.0,59.0,53.0,49.0,41.0,40.0,43.0,52.0,58.0
3149,61.0,62.0,59.0,53.0,49.0,41.0,40.0,43.0,52.0,58.0,81.0
3150,62.0,59.0,53.0,49.0,41.0,40.0,43.0,52.0,58.0,81.0,97.0
3151,59.0,53.0,49.0,41.0,40.0,43.0,52.0,58.0,81.0,97.0,101.0
3152,92.0,79.0,76.0,76.0,77.0,65.0,61.0,57.0,57.0,51.0,54.0
3153,79.0,76.0,76.0,77.0,65.0,61.0,57.0,57.0,51.0,54.0,53.0
3154,76.0,76.0,77.0,65.0,61.0,57.0,57.0,51.0,54.0,53.0,62.0
3155,76.0,77.0,65.0,61.0,57.0,57.0,51.0,54.0,53.0,62.0,68.0
3156,77.0,65.0,61.0,57.0,57.0,51.0,54.0,53.0,62.0,68.0,82.0
3157,65.0,61.0,57.0,57.0,51.0,54.0,53.0,62.0,68.0,82.0,91.0
3158,61.0,57.0,57.0,51.0,54.0,53.0,62.0,68.0,82.0,91.0,98.0
3159,57.0,57.0,51.0,54.0,53.0,62.0,68.0,82.0,91.0,98.0,101.0
3160,95.0,91.0,88.0,80.0,78.0,73.0,76.0,73.0,73.0,74.0,72.0
3161,91.0,88.0,80.0,78.0,73.0,76.0,73.0,73.0,74.0,72.0,67.0
3162,88.0,80.0,78.0,73.0,76.0,73.0,73.0,74.0,72.0,67.0,66.0
3163,80.0,78.0,73.0,76.0,73.0,73.0,74.0,72.0,67.0,66.0,67.0
3164,78.0,73.0,76.0,73.0,73.0,74.0,72.0,67.0,66.0,67.0,61.0
3165,73.0,76.0,73.0,73.0,74.0,72.0,67.0,66.0,67.0,61.0,59.0
3166,76.0,73.0,73.0,74.0,72.0,67.0,66.0,67.0,61.0,59.0,56.0
3167,73.0,73.0,74.0,72.0,67.0,66.0,67.0,61.0,59.0,56.0,68.0
3168,73.0,74.0,72.0,67.0,66.0,67.0,61.0,59.0,56.0,68.0,67.0
3169,74.0,72.0,67.0,66.0,67.0,61.0,59.0,56.0,68.0,67.0,79.0
3170,72.0,67.0,66.0,67.0,61.0,59.0,56.0,68.0,67.0,79.0,101.0
3171,100.0,88.0,93.0,93.0,87.0,97.0,89.0,88.0,82.0,80.0,82.0
3172,88.0,93.0,93.0,87.0,97.0,89.0,88.0,82.0,80.0,82.0,82.0
3173,93.0,93.0,87.0,97.0,89.0,88.0,82.0,80.0,82.0,82.0,85.0
3174,93.0,87.0,97.0,89.0,88.0,82.0,80.0,82.0,82.0,85.0,82.0
3175,87.0,97.0,89.0,88.0,82.0,80.0,82.0,82.0,85.0,82.0,82.0
3176,97.0,89.0,88.0,82.0,80.0,82.0,82.0,85.0,82.0,82.0,89.0
3177,89.0,88.0,82.0,80.0,82.0,82.0,85.0,82.0,82.0,89.0,87.0
3178,88.0,82.0,80.0,82.0,82.0,85.0,82.0,82.0,89.0,87.0,91.0
3179,82.0,80.0,82.0,82.0,85.0,82.0,82.0,89.0,87.0,91.0,95.0
3180,80.0,82.0,82.0,85.0,82.0,82.0,89.0,87.0,91.0,95.0,96.0
3181,82.0,82.0,85.0,82.0,82.0,89.0,87.0,91.0,95.0,96.0,101.0
3182,74.0,66.0,58.0,61.0,56.0,55.0,47.0,48.0,50.0,47.0,44.0
3183,66.0,58.0,61.0,56.0,55.0,47.0,48.0,50.0,47.0,44.0,37.0
3184,58.0,61.0,56.0,55.0,47.0,48.0,50.0,47.0,44.0,37.0,36.0
3185,61.0,56.0,55.0,47.0,48.0,50.0,47.0,44.0,37.0,36.0,27.0
3186,56.0,55.0,47.0,48.0,50.0,47.0,44.0,37.0,36.0,27.0,27.0
3187,55.0,47.0,48.0,50.0,47.0,44.0,37.0,36.0,27.0,27.0,32.0
3188,47.0,48.0,50.0,47.0,44.0,37.0,36.0,27.0,27.0,32.0,34.0
3189,48.0,50.0,47.0,44.0,37.0,36.0,27.0,27.0,32.0,34.0,35.0
3190,50.0,47.0,44.0,37.0,36.0,27.0,27.0,32.0,34.0,35.0,38.0
3191,47.0,44.0,37.0,36.0,27.0,27.0,32.0,34.0,35.0,38.0,46.0
3192,44.0,37.0,36.0,27.0,27.0,32.0,34.0,35.0,38.0,46.0,101.0
3193,99.0,86.0,76.0,72.0,59.0,48.0,45.0,43.0,34.0,29.0,24.0
3194,86.0,76.0,72.0,59.0,48.0,45.0,43.0,34.0,29.0,24.0,20.0
3195,76.0,72.0,59.0,48.0,45.0,43.0,34.0,29.0,24.0,20.0,18.0
3196,72.0,59.0,48.0,45.0,43.0,34.0,29.0,24.0,20.0,18.0,16.0
3197,59.0,48.0,45.0,43.0,34.0,29.0,24.0,20.0,18.0,16.0,17.0
3198,48.0,45.0,43.0,34.0,29.0,24.0,20.0,18.0,16.0,17.0,16.0
3199,45.0,43.0,34.0,29.0,24.0,20.0,18.0,16.0,17.0,16.0,17.0
3200,43.0,34.0,29.0,24.0,20.0,18.0,16.0,17.0,16.0,17.0,20.0
3201,34.0,29.0,24.0,20.0,18.0,16.0,17.0,16.0,17.0,20.0,22.0
3202,29.0,24.0,20.0,18.0,16.0,17.0,16.0,17.0,20.0,22.0,19.0
3203,24.0,20.0,18.0,16.0,17.0,16.0,17.0,20.0,22.0,19.0,23.0
3204,20.0,18.0,16.0,17.0,16.0,17.0,20.0,22.0,19.0,23.0,30.0
3205,18.0,16.0,17.0,16.0,17.0,20.0,22.0,19.0,23.0,30.0,37.0
3206,16.0,17.0,16.0,17.0,20.0,22.0,19.0,23.0,30.0,37.0,38.0
3207,17.0,16.0,17.0,20.0,22.0,19.0,23.0,30.0,37.0,38.0,42.0
3208,16.0,17.0,20.0,22.0,19.0,23.0,30.0,37.0,38.0,42.0,46.0
3209,17.0,20.0,22.0,19.0,23.0,30.0,37.0,38.0,42.0,46.0,101.0
3210,8.0,11.0,14.0,13.0,9.0,10.0,6.0,5.0,5.0,5.0,6.0
3211,11.0,14.0,13.0,9.0,10.0,6.0,5.0,5.0,5.0,6.0,4.0
3212,14.0,13.0,9.0,10.0,6.0,5.0,5.0,5.0,6.0,4.0,6.0
3213,13.0,9.0,10.0,6.0,5.0,5.0,5.0,6.0,4.0,6.0,5.0
3214,9.0,10.0,6.0,5.0,5.0,5.0,6.0,4.0,6.0,5.0,6.0
3215,10.0,6.0,5.0,5.0,5.0,6.0,4.0,6.0,5.0,6.0,7.0
3216,6.0,5.0,5.0,5.0,6.0,4.0,6.0,5.0,6.0,7.0,10.0
3217,5.0,5.0,5.0,6.0,4.0,6.0,5.0,6.0,7.0,10.0,12.0
3218,5.0,5.0,6.0,4.0,6.0,5.0,6.0,7.0,10.0,12.0,14.0
3219,5.0,6.0,4.0,6.0,5.0,6.0,7.0,10.0,12.0,14.0,19.0
3220,6.0,4.0,6.0,5.0,6.0,7.0,10.0,12.0,14.0,19.0,23.0
3221,4.0,6.0,5.0,6.0,7.0,10.0,12.0,14.0,19.0,23.0,26.0
3222,6.0,5.0,6.0,7.0,10.0,12.0,14.0,19.0,23.0,26.0,26.0
3223,5.0,6.0,7.0,10.0,12.0,14.0,19.0,23.0,26.0,26.0,33.0
3224,6.0,7.0,10.0,12.0,14.0,19.0,23.0,26.0,26.0,33.0,42.0
3225,7.0,10.0,12.0,14.0,19.0,23.0,26.0,26.0,33.0,42.0,46.0
3226,10.0,12.0,14.0,19.0,23.0,26.0,26.0,33.0,42.0,46.0,48.0
3227,12.0,14.0,19.0,23.0,26.0,26.0,33.0,42.0,46.0,48.0,50.0
3228,14.0,19.0,23.0,26.0,26.0,33.0,42.0,46.0,48.0,50.0,101.0
3229,98.0,96.0,100.0,96.0,83.0,79.0,77.0,72.0,69.0,70.0,68.0
3230,96.0,100.0,96.0,83.0,79.0,77.0,72.0,69.0,70.0,68.0,66.0
3231,100.0,96.0,83.0,79.0,77.0,72.0,69.0,70.0,68.0,66.0,67.0
3232,96.0,83.0,79.0,77.0,72.0,69.0,70.0,68.0,66.0,67.0,86.0
3233,83.0,79.0,77.0,72.0,69.0,70.0,68.0,66.0,67.0,86.0,97.0
3234,79.0,77.0,72.0,69.0,70.0,68.0,66.0,67.0,86.0,97.0,101.0
3235,93.0,81.0,68.0,66.0,64.0,66.0,76.0,89.0,85.0,85.0,85.0
3236,81.0,68.0,66.0,64.0,66.0,76.0,89.0,85.0,85.0,85.0,95.0
3237,68.0,66.0,64.0,66.0,76.0,89.0,85.0,85.0,85.0,95.0,88.0
3238,66.0,64.0,66.0,76.0,89.0,85.0,85.0,85.0,95.0,88.0,81.0
3239,64.0,66.0,76.0,89.0,85.0,85.0,85.0,95.0,88.0,81.0,81.0
3240,66.0,76.0,89.0,85.0,85.0,85.0,95.0,88.0,81.0,81.0,85.0
3241,76.0,89.0,85.0,85.0,85.0,95.0,88.0,81.0,81.0,85.0,59.0
3242,89.0,85.0,85.0,85.0,95.0,88.0,81.0,81.0,85.0,59.0,60.0
3243,85.0,85.0,85.0,95.0,88.0,81.0,81.0,85.0,59.0,60.0,52.0
3244,85.0,85.0,95.0,88.0,81.0,81.0,85.0,59.0,60.0,52.0,44.0
3245,85.0,95.0,88.0,81.0,81.0,85.0,59.0,60.0,52.0,44.0,36.0
3246,95.0,88.0,81.0,81.0,85.0,59.0,60.0,52.0,44.0,36.0,30.0
3247,88.0,81.0,81.0,85.0,59.0,60.0,52.0,44.0,36.0,30.0,27.0
3248,81.0,81.0,85.0,59.0,60.0,52.0,44.0,36.0,30.0,27.0,22.0
3249,81.0,85.0,59.0,60.0,52.0,44.0,36.0,30.0,27.0,22.0,18.0
3250,85.0,59.0,60.0,52.0,44.0,36.0,30.0,27.0,22.0,18.0,17.0
3251,59.0,60.0,52.0,44.0,36.0,30.0,27.0,22.0,18.0,17.0,13.0
3252,60.0,52.0,44.0,36.0,30.0,27.0,22.0,18.0,17.0,13.0,10.0
3253,52.0,44.0,36.0,30.0,27.0,22.0,18.0,17.0,13.0,10.0,10.0
3254,44.0,36.0,30.0,27.0,22.0,18.0,17.0,13.0,10.0,10.0,9.0
3255,36.0,30.0,27.0,22.0,18.0,17.0,13.0,10.0,10.0,9.0,8.0
3256,30.0,27.0,22.0,18.0,17.0,13.0,10.0,10.0,9.0,8.0,6.0
3257,27.0,22.0,18.0,17.0,13.0,10.0,10.0,9.0,8.0,6.0,6.0
3258,22.0,18.0,17.0,13.0,10.0,10.0,9.0,8.0,6.0,6.0,9.0
3259,18.0,17.0,13.0,10.0,10.0,9.0,8.0,6.0,6.0,9.0,14.0
3260,17.0,13.0,10.0,10.0,9.0,8.0,6.0,6.0,9.0,14.0,18.0
3261,13.0,10.0,10.0,9.0,8.0,6.0,6.0,9.0,14.0,18.0,16.0
3262,10.0,10.0,9.0,8.0,6.0,6.0,9.0,14.0,18.0,16.0,18.0
3263,10.0,9.0,8.0,6.0,6.0,9.0,14.0,18.0,16.0,18.0,23.0
3264,9.0,8.0,6.0,6.0,9.0,14.0,18.0,16.0,18.0,23.0,24.0
3265,8.0,6.0,6.0,9.0,14.0,18.0,16.0,18.0,23.0,24.0,30.0
3266,6.0,6.0,9.0,14.0,18.0,16.0,18.0,23.0,24.0,30.0,38.0
3267,6.0,9.0,14.0,18.0,16.0,18.0,23.0,24.0,30.0,38.0,34.0
3268,9.0,14.0,18.0,16.0,18.0,23.0,24.0,30.0,38.0,34.0,45.0
3269,14.0,18.0,16.0,18.0,23.0,24.0,30.0,38.0,34.0,45.0,101.0
3270,89.0,90.0,90.0,85.0,80.0,72.0,71.0,60.0,59.0,55.0,49.0
3271,90.0,90.0,85.0,80.0,72.0,71.0,60.0,59.0,55.0,49.0,56.0
3272,90.0,85.0,80.0,72.0,71.0,60.0,59.0,55.0,49.0,56.0,61.0
3273,85.0,80.0,72.0,71.0,60.0,59.0,55.0,49.0,56.0,61.0,77.0
3274,80.0,72.0,71.0,60.0,59.0,55.0,49.0,56.0,61.0,77.0,72.0
3275,72.0,71.0,60.0,59.0,55.0,49.0,56.0,61.0,77.0,72.0,71.0
3276,71.0,60.0,59.0,55.0,49.0,56.0,61.0,77.0,72.0,71.0,80.0
3277,60.0,59.0,55.0,49.0,56.0,61.0,77.0,72.0,71.0,80.0,82.0
3278,59.0,55.0,49.0,56.0,61.0,77.0,72.0,71.0,80.0,82.0,87.0
3279,55.0,49.0,56.0,61.0,77.0,72.0,71.0,80.0,82.0,87.0,83.0
3280,49.0,56.0,61.0,77.0,72.0,71.0,80.0,82.0,87.0,83.0,101.0
3281,19.0,12.0,9.0,8.0,7.0,5.0,5.0,6.0,6.0,5.0,4.0
3282,12.0,9.0,8.0,7.0,5.0,5.0,6.0,6.0,5.0,4.0,5.0
3283,9.0,8.0,7.0,5.0,5.0,6.0,6.0,5.0,4.0,5.0,5.0
3284,8.0,7.0,5.0,5.0,6.0,6.0,5.0,4.0,5.0,5.0,5.0
3285,7.0,5.0,5.0,6.0,6.0,5.0,4.0,5.0,5.0,5.0,5.0
3286,5.0,5.0,6.0,6.0,5.0,4.0,5.0,5.0,5.0,5.0,6.0
3287,5.0,6.0,6.0,5.0,4.0,5.0,5.0,5.0,5.0,6.0,9.0
3288,6.0,6.0,5.0,4.0,5.0,5.0,5.0,5.0,6.0,9.0,11.0
3289,6.0,5.0,4.0,5.0,5.0,5.0,5.0,6.0,9.0,11.0,12.0
3290,5.0,4.0,5.0,5.0,5.0,5.0,6.0,9.0,11.0,12.0,12.0
3291,4.0,5.0,5.0,5.0,5.0,6.0,9.0,11.0,12.0,12.0,12.0
3292,5.0,5.0,5.0,5.0,6.0,9.0,11.0,12.0,12.0,12.0,13.0
3293,5.0,5.0,5.0,6.0,9.0,11.0,12.0,12.0,12.0,13.0,15.0
3294,5.0,5.0,6.0,9.0,11.0,12.0,12.0,12.0,13.0,15.0,17.0
3295,5.0,6.0,9.0,11.0,12.0,12.0,12.0,13.0,15.0,17.0,16.0
3296,6.0,9.0,11.0,12.0,12.0,12.0,13.0,15.0,17.0,16.0,18.0
3297,9.0,11.0,12.0,12.0,12.0,13.0,15.0,17.0,16.0,18.0,25.0
3298,11.0,12.0,12.0,12.0,13.0,15.0,17.0,16.0,18.0,25.0,24.0
3299,12.0,12.0,12.0,13.0,15.0,17.0,16.0,18.0,25.0,24.0,30.0
3300,12.0,12.0,13.0,15.0,17.0,16.0,18.0,25.0,24.0,30.0,33.0
3301,12.0,13.0,15.0,17.0,16.0,18.0,25.0,24.0,30.0,33.0,40.0
3302,13.0,15.0,17.0,16.0,18.0,25.0,24.0,30.0,33.0,40.0,41.0
3303,15.0,17.0,16.0,18.0,25.0,24.0,30.0,33.0,40.0,41.0,43.0
3304,17.0,16.0,18.0,25.0,24.0,30.0,33.0,40.0,41.0,43.0,47.0
3305,16.0,18.0,25.0,24.0,30.0,33.0,40.0,41.0,43.0,47.0,101.0
3306,87.0,87.0,94.0,53.0,46.0,54.0,59.0,63.0,62.0,59.0,59.0
3307,87.0,94.0,53.0,46.0,54.0,59.0,63.0,62.0,59.0,59.0,51.0
3308,94.0,53.0,46.0,54.0,59.0,63.0,62.0,59.0,59.0,51.0,55.0
3309,53.0,46.0,54.0,59.0,63.0,62.0,59.0,59.0,51.0,55.0,53.0
3310,46.0,54.0,59.0,63.0,62.0,59.0,59.0,51.0,55.0,53.0,55.0
3311,54.0,59.0,63.0,62.0,59.0,59.0,51.0,55.0,53.0,55.0,48.0
3312,59.0,63.0,62.0,59.0,59.0,51.0,55.0,53.0,55.0,48.0,43.0
3313,63.0,62.0,59.0,59.0,51.0,55.0,53.0,55.0,48.0,43.0,45.0
3314,62.0,59.0,59.0,51.0,55.0,53.0,55.0,48.0,43.0,45.0,47.0
3315,59.0,59.0,51.0,55.0,53.0,55.0,48.0,43.0,45.0,47.0,67.0
3316,59.0,51.0,55.0,53.0,55.0,48.0,43.0,45.0,47.0,67.0,101.0
3317,93.0,69.0,63.0,30.0,20.0,20.0,21.0,18.0,16.0,14.0,12.0
3318,69.0,63.0,30.0,20.0,20.0,21.0,18.0,16.0,14.0,12.0,10.0
3319,63.0,30.0,20.0,20.0,21.0,18.0,16.0,14.0,12.0,10.0,12.0
3320,30.0,20.0,20.0,21.0,18.0,16.0,14.0,12.0,10.0,12.0,13.0
3321,20.0,20.0,21.0,18.0,16.0,14.0,12.0,10.0,12.0,13.0,11.0
3322,20.0,21.0,18.0,16.0,14.0,12.0,10.0,12.0,13.0,11.0,14.0
3323,21.0,18.0,16.0,14.0,12.0,10.0,12.0,13.0,11.0,14.0,14.0
3324,18.0,16.0,14.0,12.0,10.0,12.0,13.0,11.0,14.0,14.0,17.0
3325,16.0,14.0,12.0,10.0,12.0,13.0,11.0,14.0,14.0,17.0,27.0
3326,14.0,12.0,10.0,12.0,13.0,11.0,14.0,14.0,17.0,27.0,33.0
3327,12.0,10.0,12.0,13.0,11.0,14.0,14.0,17.0,27.0,33.0,37.0
3328,10.0,12.0,13.0,11.0,14.0,14.0,17.0,27.0,33.0,37.0,42.0
3329,12.0,13.0,11.0,14.0,14.0,17.0,27.0,33.0,37.0,42.0,40.0
3330,13.0,11.0,14.0,14.0,17.0,27.0,33.0,37.0,42.0,40.0,46.0
3331,11.0,14.0,14.0,17.0,27.0,33.0,37.0,42.0,40.0,46.0,101.0
3332,27.0,34.0,29.0,25.0,20.0,17.0,19.0,34.0,52.0,65.0,76.0
3333,34.0,29.0,25.0,20.0,17.0,19.0,34.0,52.0,65.0,76.0,80.0
3334,29.0,25.0,20.0,17.0,19.0,34.0,52.0,65.0,76.0,80.0,78.0
3335,25.0,20.0,17.0,19.0,34.0,52.0,65.0,76.0,80.0,78.0,87.0
3336,20.0,17.0,19.0,34.0,52.0,65.0,76.0,80.0,78.0,87.0,92.0
3337,17.0,19.0,34.0,52.0,65.0,76.0,80.0,78.0,87.0,92.0,100.0
3338,19.0,34.0,52.0,65.0,76.0,80.0,78.0,87.0,92.0,100.0,90.0
3339,34.0,52.0,65.0,76.0,80.0,78.0,87.0,92.0,100.0,90.0,90.0
3340,52.0,65.0,76.0,80.0,78.0,87.0,92.0,100.0,90.0,90.0,101.0
3341,100.0,90.0,84.0,78.0,83.0,79.0,79.0,79.0,79.0,80.0,87.0
3342,90.0,84.0,78.0,83.0,79.0,79.0,79.0,79.0,80.0,87.0,92.0
3343,84.0,78.0,83.0,79.0,79.0,79.0,79.0,80.0,87.0,92.0,92.0
3344,78.0,83.0,79.0,79.0,79.0,79.0,80.0,87.0,92.0,92.0,98.0
3345,83.0,79.0,79.0,79.0,79.0,80.0,87.0,92.0,92.0,98.0,95.0
3346,79.0,79.0,79.0,79.0,80.0,87.0,92.0,92.0,98.0,95.0,101.0
3347,96.0,76.0,71.0,68.0,74.0,61.0,56.0,52.0,52.0,53.0,51.0
3348,76.0,71.0,68.0,74.0,61.0,56.0,52.0,52.0,53.0,51.0,47.0
3349,71.0,68.0,74.0,61.0,56.0,52.0,52.0,53.0,51.0,47.0,48.0
3350,68.0,74.0,61.0,56.0,52.0,52.0,53.0,51.0,47.0,48.0,46.0
3351,74.0,61.0,56.0,52.0,52.0,53.0,51.0,47.0,48.0,46.0,50.0
3352,61.0,56.0,52.0,52.0,53.0,51.0,47.0,48.0,46.0,50.0,55.0
3353,56.0,52.0,52.0,53.0,51.0,47.0,48.0,46.0,50.0,55.0,73.0
3354,52.0,52.0,53.0,51.0,47.0,48.0,46.0,50.0,55.0,73.0,85.0
3355,52.0,53.0,51.0,47.0,48.0,46.0,50.0,55.0,73.0,85.0,101.0
3356,96.0,94.0,79.0,71.0,66.0,61.0,56.0,60.0,68.0,70.0,70.0
3357,94.0,79.0,71.0,66.0,61.0,56.0,60.0,68.0,70.0,70.0,81.0
3358,79.0,71.0,66.0,61.0,56.0,60.0,68.0,70.0,70.0,81.0,90.0
3359,71.0,66.0,61.0,56.0,60.0,68.0,70.0,70.0,81.0,90.0,97.0
3360,66.0,61.0,56.0,60.0,68.0,70.0,70.0,81.0,90.0,97.0,87.0
3361,61.0,56.0,60.0,68.0,70.0,70.0,81.0,90.0,97.0,87.0,101.0
3362,95.0,75.0,83.0,53.0,60.0,77.0,76.0,70.0,71.0,98.0,101.0
3363,17.0,39.0,38.0,60.0,57.0,28.0,43.0,50.0,47.0,42.0,37.0
3364,39.0,38.0,60.0,57.0,28.0,43.0,50.0,47.0,42.0,37.0,36.0
3365,38.0,60.0,57.0,28.0,43.0,50.0,47.0,42.0,37.0,36.0,22.0
3366,60.0,57.0,28.0,43.0,50.0,47.0,42.0,37.0,36.0,22.0,14.0
3367,57.0,28.0,43.0,50.0,47.0,42.0,37.0,36.0,22.0,14.0,11.0
3368,28.0,43.0,50.0,47.0,42.0,37.0,36.0,22.0,14.0,11.0,6.0
3369,43.0,50.0,47.0,42.0,37.0,36.0,22.0,14.0,11.0,6.0,4.0
3370,50.0,47.0,42.0,37.0,36.0,22.0,14.0,11.0,6.0,4.0,2.0
3371,47.0,42.0,37.0,36.0,22.0,14.0,11.0,6.0,4.0,2.0,1.0
3372,42.0,37.0,36.0,22.0,14.0,11.0,6.0,4.0,2.0,1.0,1.0
3373,37.0,36.0,22.0,14.0,11.0,6.0,4.0,2.0,1.0,1.0,1.0
3374,36.0,22.0,14.0,11.0,6.0,4.0,2.0,1.0,1.0,1.0,1.0
3375,22.0,14.0,11.0,6.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0
3376,14.0,11.0,6.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0
3377,11.0,6.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0
3378,6.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0
3379,4.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0
3380,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0
3381,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0
3382,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0
3383,1.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0
3384,1.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0
3385,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,5.0
3386,2.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,5.0,5.0
3387,2.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,5.0,5.0,6.0
3388,2.0,3.0,3.0,3.0,3.0,4.0,3.0,5.0,5.0,6.0,6.0
3389,3.0,3.0,3.0,3.0,4.0,3.0,5.0,5.0,6.0,6.0,7.0
3390,3.0,3.0,3.0,4.0,3.0,5.0,5.0,6.0,6.0,7.0,11.0
3391,3.0,3.0,4.0,3.0,5.0,5.0,6.0,6.0,7.0,11.0,11.0
3392,3.0,4.0,3.0,5.0,5.0,6.0,6.0,7.0,11.0,11.0,11.0
3393,4.0,3.0,5.0,5.0,6.0,6.0,7.0,11.0,11.0,11.0,12.0
3394,3.0,5.0,5.0,6.0,6.0,7.0,11.0,11.0,11.0,12.0,13.0
3395,5.0,5.0,6.0,6.0,7.0,11.0,11.0,11.0,12.0,13.0,15.0
3396,5.0,6.0,6.0,7.0,11.0,11.0,11.0,12.0,13.0,15.0,16.0
3397,6.0,6.0,7.0,11.0,11.0,11.0,12.0,13.0,15.0,16.0,20.0
3398,6.0,7.0,11.0,11.0,11.0,12.0,13.0,15.0,16.0,20.0,23.0
3399,7.0,11.0,11.0,11.0,12.0,13.0,15.0,16.0,20.0,23.0,16.0
3400,11.0,11.0,11.0,12.0,13.0,15.0,16.0,20.0,23.0,16.0,23.0
3401,11.0,11.0,12.0,13.0,15.0,16.0,20.0,23.0,16.0,23.0,30.0
3402,11.0,12.0,13.0,15.0,16.0,20.0,23.0,16.0,23.0,30.0,32.0
3403,12.0,13.0,15.0,16.0,20.0,23.0,16.0,23.0,30.0,32.0,32.0
3404,13.0,15.0,16.0,20.0,23.0,16.0,23.0,30.0,32.0,32.0,38.0
3405,15.0,16.0,20.0,23.0,16.0,23.0,30.0,32.0,32.0,38.0,43.0
3406,16.0,20.0,23.0,16.0,23.0,30.0,32.0,32.0,38.0,43.0,46.0
3407,20.0,23.0,16.0,23.0,30.0,32.0,32.0,38.0,43.0,46.0,47.0
3408,23.0,16.0,23.0,30.0,32.0,32.0,38.0,43.0,46.0,47.0,43.0
3409,16.0,23.0,30.0,32.0,32.0,38.0,43.0,46.0,47.0,43.0,49.0
3410,23.0,30.0,32.0,32.0,38.0,43.0,46.0,47.0,43.0,49.0,101.0
3411,93.0,79.0,75.0,57.0,54.0,49.0,44.0,42.0,45.0,50.0,47.0
3412,79.0,75.0,57.0,54.0,49.0,44.0,42.0,45.0,50.0,47.0,56.0
3413,75.0,57.0,54.0,49.0,44.0,42.0,45.0,50.0,47.0,56.0,63.0
3414,57.0,54.0,49.0,44.0,42.0,45.0,50.0,47.0,56.0,63.0,74.0
3415,54.0,49.0,44.0,42.0,45.0,50.0,47.0,56.0,63.0,74.0,84.0
3416,49.0,44.0,42.0,45.0,50.0,47.0,56.0,63.0,74.0,84.0,101.0
3417,100.0,78.0,89.0,82.0,78.0,76.0,74.0,78.0,73.0,73.0,72.0
3418,78.0,89.0,82.0,78.0,76.0,74.0,78.0,73.0,73.0,72.0,70.0
3419,89.0,82.0,78.0,76.0,74.0,78.0,73.0,73.0,72.0,70.0,59.0
3420,82.0,78.0,76.0,74.0,78.0,73.0,73.0,72.0,70.0,59.0,61.0
3421,78.0,76.0,74.0,78.0,73.0,73.0,72.0,70.0,59.0,61.0,40.0
3422,76.0,74.0,78.0,73.0,73.0,72.0,70.0,59.0,61.0,40.0,55.0
3423,74.0,78.0,73.0,73.0,72.0,70.0,59.0,61.0,40.0,55.0,58.0
3424,78.0,73.0,73.0,72.0,70.0,59.0,61.0,40.0,55.0,58.0,66.0
3425,73.0,73.0,72.0,70.0,59.0,61.0,40.0,55.0,58.0,66.0,82.0
3426,73.0,72.0,70.0,59.0,61.0,40.0,55.0,58.0,66.0,82.0,101.0
3427,77.0,58.0,46.0,42.0,34.0,25.0,21.0,17.0,14.0,7.0,13.0
3428,58.0,46.0,42.0,34.0,25.0,21.0,17.0,14.0,7.0,13.0,14.0
3429,46.0,42.0,34.0,25.0,21.0,17.0,14.0,7.0,13.0,14.0,14.0
3430,42.0,34.0,25.0,21.0,17.0,14.0,7.0,13.0,14.0,14.0,12.0
3431,34.0,25.0,21.0,17.0,14.0,7.0,13.0,14.0,14.0,12.0,12.0
3432,25.0,21.0,17.0,14.0,7.0,13.0,14.0,14.0,12.0,12.0,12.0
3433,21.0,17.0,14.0,7.0,13.0,14.0,14.0,12.0,12.0,12.0,13.0
3434,17.0,14.0,7.0,13.0,14.0,14.0,12.0,12.0,12.0,13.0,14.0
3435,14.0,7.0,13.0,14.0,14.0,12.0,12.0,12.0,13.0,14.0,17.0
3436,7.0,13.0,14.0,14.0,12.0,12.0,12.0,13.0,14.0,17.0,18.0
3437,13.0,14.0,14.0,12.0,12.0,12.0,13.0,14.0,17.0,18.0,24.0
3438,14.0,14.0,12.0,12.0,12.0,13.0,14.0,17.0,18.0,24.0,28.0
3439,14.0,12.0,12.0,12.0,13.0,14.0,17.0,18.0,24.0,28.0,34.0
3440,12.0,12.0,12.0,13.0,14.0,17.0,18.0,24.0,28.0,34.0,39.0
3441,12.0,12.0,13.0,14.0,17.0,18.0,24.0,28.0,34.0,39.0,47.0
3442,12.0,13.0,14.0,17.0,18.0,24.0,28.0,34.0,39.0,47.0,101.0
3443,47.0,55.0,39.0,26.0,24.0,20.0,18.0,16.0,17.0,14.0,21.0
