,diff_0,diff_1,diff_2,diff_3,diff_4,diff_5,diff_6,target
7125,65.0,56.0,42.0,41.0,38.0,37.0,33.0,31.0
7126,56.0,42.0,41.0,38.0,37.0,33.0,31.0,27.0
7127,42.0,41.0,38.0,37.0,33.0,31.0,27.0,25.0
7128,41.0,38.0,37.0,33.0,31.0,27.0,25.0,26.0
7129,38.0,37.0,33.0,31.0,27.0,25.0,26.0,29.0
7130,37.0,33.0,31.0,27.0,25.0,26.0,29.0,37.0
7131,33.0,31.0,27.0,25.0,26.0,29.0,37.0,43.0
7132,31.0,27.0,25.0,26.0,29.0,37.0,43.0,47.0
7133,27.0,25.0,26.0,29.0,37.0,43.0,47.0,60.0
7134,25.0,26.0,29.0,37.0,43.0,47.0,60.0,64.0
7135,26.0,29.0,37.0,43.0,47.0,60.0,64.0,66.0
7136,29.0,37.0,43.0,47.0,60.0,64.0,66.0,67.0
7137,37.0,43.0,47.0,60.0,64.0,66.0,67.0,101.0
7138,77.0,65.0,60.0,52.0,45.0,47.0,52.0,10.0
7139,65.0,60.0,52.0,45.0,47.0,52.0,10.0,9.0
7140,60.0,52.0,45.0,47.0,52.0,10.0,9.0,13.0
7141,52.0,45.0,47.0,52.0,10.0,9.0,13.0,21.0
7142,45.0,47.0,52.0,10.0,9.0,13.0,21.0,34.0
7143,47.0,52.0,10.0,9.0,13.0,21.0,34.0,47.0
7144,52.0,10.0,9.0,13.0,21.0,34.0,47.0,51.0
7145,10.0,9.0,13.0,21.0,34.0,47.0,51.0,58.0
7146,9.0,13.0,21.0,34.0,47.0,51.0,58.0,101.0
7147,100.0,95.0,71.0,59.0,63.0,60.0,46.0,46.0
7148,95.0,71.0,59.0,63.0,60.0,46.0,46.0,46.0
7149,71.0,59.0,63.0,60.0,46.0,46.0,46.0,45.0
7150,59.0,63.0,60.0,46.0,46.0,46.0,45.0,43.0
7151,63.0,60.0,46.0,46.0,46.0,45.0,43.0,45.0
7152,60.0,46.0,46.0,46.0,45.0,43.0,45.0,62.0
7153,46.0,46.0,46.0,45.0,43.0,45.0,62.0,63.0
7154,46.0,46.0,45.0,43.0,45.0,62.0,63.0,61.0
7155,46.0,45.0,43.0,45.0,62.0,63.0,61.0,71.0
7156,45.0,43.0,45.0,62.0,63.0,61.0,71.0,87.0
7157,43.0,45.0,62.0,63.0,61.0,71.0,87.0,101.0
7158,95.0,90.0,88.0,76.0,70.0,78.0,81.0,100.0
7159,90.0,88.0,76.0,70.0,78.0,81.0,100.0,101.0
7160,98.0,84.0,71.0,60.0,51.0,35.0,31.0,20.0
7161,84.0,71.0,60.0,51.0,35.0,31.0,20.0,19.0
7162,71.0,60.0,51.0,35.0,31.0,20.0,19.0,17.0
7163,60.0,51.0,35.0,31.0,20.0,19.0,17.0,15.0
7164,51.0,35.0,31.0,20.0,19.0,17.0,15.0,14.0
7165,35.0,31.0,20.0,19.0,17.0,15.0,14.0,17.0
7166,31.0,20.0,19.0,17.0,15.0,14.0,17.0,20.0
7167,20.0,19.0,17.0,15.0,14.0,17.0,20.0,20.0
7168,19.0,17.0,15.0,14.0,17.0,20.0,20.0,16.0
7169,17.0,15.0,14.0,17.0,20.0,20.0,16.0,23.0
7170,15.0,14.0,17.0,20.0,20.0,16.0,23.0,18.0
7171,14.0,17.0,20.0,20.0,16.0,23.0,18.0,23.0
7172,17.0,20.0,20.0,16.0,23.0,18.0,23.0,35.0
7173,20.0,20.0,16.0,23.0,18.0,23.0,35.0,34.0
7174,20.0,16.0,23.0,18.0,23.0,35.0,34.0,41.0
7175,16.0,23.0,18.0,23.0,35.0,34.0,41.0,46.0
7176,23.0,18.0,23.0,35.0,34.0,41.0,46.0,101.0
7177,92.0,86.0,83.0,79.0,70.0,57.0,44.0,41.0
7178,86.0,83.0,79.0,70.0,57.0,44.0,41.0,30.0
7179,83.0,79.0,70.0,57.0,44.0,41.0,30.0,37.0
7180,79.0,70.0,57.0,44.0,41.0,30.0,37.0,31.0
7181,70.0,57.0,44.0,41.0,30.0,37.0,31.0,26.0
7182,57.0,44.0,41.0,30.0,37.0,31.0,26.0,26.0
7183,44.0,41.0,30.0,37.0,31.0,26.0,26.0,26.0
7184,41.0,30.0,37.0,31.0,26.0,26.0,26.0,27.0
7185,30.0,37.0,31.0,26.0,26.0,26.0,27.0,31.0
7186,37.0,31.0,26.0,26.0,26.0,27.0,31.0,49.0
7187,31.0,26.0,26.0,26.0,27.0,31.0,49.0,48.0
7188,26.0,26.0,26.0,27.0,31.0,49.0,48.0,53.0
7189,26.0,26.0,27.0,31.0,49.0,48.0,53.0,64.0
7190,26.0,27.0,31.0,49.0,48.0,53.0,64.0,101.0
7191,91.0,88.0,93.0,86.0,89.0,95.0,88.0,95.0
7192,88.0,93.0,86.0,89.0,95.0,88.0,95.0,87.0
7193,93.0,86.0,89.0,95.0,88.0,95.0,87.0,94.0
7194,86.0,89.0,95.0,88.0,95.0,87.0,94.0,90.0
7195,89.0,95.0,88.0,95.0,87.0,94.0,90.0,89.0
7196,95.0,88.0,95.0,87.0,94.0,90.0,89.0,82.0
7197,60.0,54.0,48.0,42.0,31.0,27.0,20.0,14.0
7198,54.0,48.0,42.0,31.0,27.0,20.0,14.0,12.0
7199,48.0,42.0,31.0,27.0,20.0,14.0,12.0,10.0
7200,42.0,31.0,27.0,20.0,14.0,12.0,10.0,9.0
7201,31.0,27.0,20.0,14.0,12.0,10.0,9.0,8.0
7202,27.0,20.0,14.0,12.0,10.0,9.0,8.0,6.0
7203,20.0,14.0,12.0,10.0,9.0,8.0,6.0,8.0
7204,14.0,12.0,10.0,9.0,8.0,6.0,8.0,8.0
7205,12.0,10.0,9.0,8.0,6.0,8.0,8.0,9.0
7206,10.0,9.0,8.0,6.0,8.0,8.0,9.0,11.0
7207,9.0,8.0,6.0,8.0,8.0,9.0,11.0,10.0
7208,8.0,6.0,8.0,8.0,9.0,11.0,10.0,12.0
7209,6.0,8.0,8.0,9.0,11.0,10.0,12.0,11.0
7210,8.0,8.0,9.0,11.0,10.0,12.0,11.0,10.0
7211,8.0,9.0,11.0,10.0,12.0,11.0,10.0,12.0
7212,9.0,11.0,10.0,12.0,11.0,10.0,12.0,12.0
7213,11.0,10.0,12.0,11.0,10.0,12.0,12.0,11.0
7214,10.0,12.0,11.0,10.0,12.0,12.0,11.0,10.0
7215,12.0,11.0,10.0,12.0,12.0,11.0,10.0,15.0
7216,11.0,10.0,12.0,12.0,11.0,10.0,15.0,18.0
7217,10.0,12.0,12.0,11.0,10.0,15.0,18.0,16.0
7218,12.0,12.0,11.0,10.0,15.0,18.0,16.0,15.0
7219,12.0,11.0,10.0,15.0,18.0,16.0,15.0,17.0
7220,11.0,10.0,15.0,18.0,16.0,15.0,17.0,15.0
7221,10.0,15.0,18.0,16.0,15.0,17.0,15.0,18.0
7222,15.0,18.0,16.0,15.0,17.0,15.0,18.0,20.0
7223,18.0,16.0,15.0,17.0,15.0,18.0,20.0,20.0
7224,16.0,15.0,17.0,15.0,18.0,20.0,20.0,28.0
7225,15.0,17.0,15.0,18.0,20.0,20.0,28.0,34.0
7226,17.0,15.0,18.0,20.0,20.0,28.0,34.0,38.0
7227,15.0,18.0,20.0,20.0,28.0,34.0,38.0,39.0
7228,18.0,20.0,20.0,28.0,34.0,38.0,39.0,40.0
7229,20.0,20.0,28.0,34.0,38.0,39.0,40.0,38.0
7230,20.0,28.0,34.0,38.0,39.0,40.0,38.0,40.0
7231,28.0,34.0,38.0,39.0,40.0,38.0,40.0,38.0
7232,34.0,38.0,39.0,40.0,38.0,40.0,38.0,33.0
7233,38.0,39.0,40.0,38.0,40.0,38.0,33.0,36.0
7234,39.0,40.0,38.0,40.0,38.0,33.0,36.0,42.0
7235,40.0,38.0,40.0,38.0,33.0,36.0,42.0,50.0
7236,38.0,40.0,38.0,33.0,36.0,42.0,50.0,101.0
7237,79.0,67.0,72.0,73.0,78.0,80.0,88.0,91.0
7238,67.0,72.0,73.0,78.0,80.0,88.0,91.0,93.0
7239,72.0,73.0,78.0,80.0,88.0,91.0,93.0,94.0
7240,73.0,78.0,80.0,88.0,91.0,93.0,94.0,96.0
7241,78.0,80.0,88.0,91.0,93.0,94.0,96.0,88.0
7242,80.0,88.0,91.0,93.0,94.0,96.0,88.0,88.0
7243,88.0,91.0,93.0,94.0,96.0,88.0,88.0,91.0
7244,91.0,93.0,94.0,96.0,88.0,88.0,91.0,69.0
7245,93.0,94.0,96.0,88.0,88.0,91.0,69.0,80.0
7246,94.0,96.0,88.0,88.0,91.0,69.0,80.0,75.0
7247,96.0,88.0,88.0,91.0,69.0,80.0,75.0,82.0
7248,88.0,88.0,91.0,69.0,80.0,75.0,82.0,82.0
7249,88.0,91.0,69.0,80.0,75.0,82.0,82.0,94.0
7250,91.0,69.0,80.0,75.0,82.0,82.0,94.0,101.0
7251,90.0,79.0,74.0,64.0,60.0,54.0,54.0,43.0
7252,79.0,74.0,64.0,60.0,54.0,54.0,43.0,38.0
7253,74.0,64.0,60.0,54.0,54.0,43.0,38.0,29.0
7254,64.0,60.0,54.0,54.0,43.0,38.0,29.0,24.0
7255,60.0,54.0,54.0,43.0,38.0,29.0,24.0,21.0
7256,54.0,54.0,43.0,38.0,29.0,24.0,21.0,21.0
7257,54.0,43.0,38.0,29.0,24.0,21.0,21.0,17.0
7258,43.0,38.0,29.0,24.0,21.0,21.0,17.0,17.0
7259,38.0,29.0,24.0,21.0,21.0,17.0,17.0,15.0
7260,29.0,24.0,21.0,21.0,17.0,17.0,15.0,13.0
7261,24.0,21.0,21.0,17.0,17.0,15.0,13.0,11.0
7262,21.0,21.0,17.0,17.0,15.0,13.0,11.0,10.0
7263,21.0,17.0,17.0,15.0,13.0,11.0,10.0,8.0
7264,17.0,17.0,15.0,13.0,11.0,10.0,8.0,7.0
7265,17.0,15.0,13.0,11.0,10.0,8.0,7.0,6.0
7266,15.0,13.0,11.0,10.0,8.0,7.0,6.0,5.0
7267,13.0,11.0,10.0,8.0,7.0,6.0,5.0,7.0
7268,11.0,10.0,8.0,7.0,6.0,5.0,7.0,7.0
7269,10.0,8.0,7.0,6.0,5.0,7.0,7.0,10.0
7270,8.0,7.0,6.0,5.0,7.0,7.0,10.0,12.0
7271,7.0,6.0,5.0,7.0,7.0,10.0,12.0,18.0
7272,6.0,5.0,7.0,7.0,10.0,12.0,18.0,19.0
7273,5.0,7.0,7.0,10.0,12.0,18.0,19.0,25.0
7274,7.0,7.0,10.0,12.0,18.0,19.0,25.0,29.0
7275,7.0,10.0,12.0,18.0,19.0,25.0,29.0,31.0
7276,10.0,12.0,18.0,19.0,25.0,29.0,31.0,36.0
7277,12.0,18.0,19.0,25.0,29.0,31.0,36.0,38.0
7278,18.0,19.0,25.0,29.0,31.0,36.0,38.0,42.0
7279,19.0,25.0,29.0,31.0,36.0,38.0,42.0,46.0
7280,25.0,29.0,31.0,36.0,38.0,42.0,46.0,101.0
7281,94.0,80.0,73.0,59.0,47.0,38.0,24.0,24.0
7282,80.0,73.0,59.0,47.0,38.0,24.0,24.0,24.0
7283,73.0,59.0,47.0,38.0,24.0,24.0,24.0,18.0
7284,59.0,47.0,38.0,24.0,24.0,24.0,18.0,14.0
7285,47.0,38.0,24.0,24.0,24.0,18.0,14.0,10.0
7286,38.0,24.0,24.0,24.0,18.0,14.0,10.0,7.0
7287,24.0,24.0,24.0,18.0,14.0,10.0,7.0,7.0
7288,24.0,24.0,18.0,14.0,10.0,7.0,7.0,6.0
7289,24.0,18.0,14.0,10.0,7.0,7.0,6.0,10.0
7290,18.0,14.0,10.0,7.0,7.0,6.0,10.0,11.0
7291,14.0,10.0,7.0,7.0,6.0,10.0,11.0,15.0
7292,10.0,7.0,7.0,6.0,10.0,11.0,15.0,22.0
7293,7.0,7.0,6.0,10.0,11.0,15.0,22.0,24.0
7294,7.0,6.0,10.0,11.0,15.0,22.0,24.0,33.0
7295,6.0,10.0,11.0,15.0,22.0,24.0,33.0,42.0
7296,10.0,11.0,15.0,22.0,24.0,33.0,42.0,42.0
7297,11.0,15.0,22.0,24.0,33.0,42.0,42.0,47.0
7298,15.0,22.0,24.0,33.0,42.0,42.0,47.0,101.0
7299,60.0,48.0,40.0,37.0,35.0,32.0,32.0,32.0
7300,48.0,40.0,37.0,35.0,32.0,32.0,32.0,36.0
7301,40.0,37.0,35.0,32.0,32.0,32.0,36.0,39.0
7302,37.0,35.0,32.0,32.0,32.0,36.0,39.0,37.0
7303,35.0,32.0,32.0,32.0,36.0,39.0,37.0,38.0
7304,32.0,32.0,32.0,36.0,39.0,37.0,38.0,42.0
7305,32.0,32.0,36.0,39.0,37.0,38.0,42.0,48.0
7306,32.0,36.0,39.0,37.0,38.0,42.0,48.0,52.0
7307,36.0,39.0,37.0,38.0,42.0,48.0,52.0,54.0
7308,39.0,37.0,38.0,42.0,48.0,52.0,54.0,57.0
7309,37.0,38.0,42.0,48.0,52.0,54.0,57.0,61.0
7310,38.0,42.0,48.0,52.0,54.0,57.0,61.0,68.0
7311,42.0,48.0,52.0,54.0,57.0,61.0,68.0,73.0
7312,48.0,52.0,54.0,57.0,61.0,68.0,73.0,101.0
7313,86.0,4.0,19.0,41.0,51.0,80.0,85.0,79.0
7314,4.0,19.0,41.0,51.0,80.0,85.0,79.0,80.0
7315,19.0,41.0,51.0,80.0,85.0,79.0,80.0,88.0
7316,41.0,51.0,80.0,85.0,79.0,80.0,88.0,90.0
7317,51.0,80.0,85.0,79.0,80.0,88.0,90.0,101.0
7318,74.0,60.0,47.0,36.0,35.0,29.0,25.0,23.0
7319,60.0,47.0,36.0,35.0,29.0,25.0,23.0,20.0
7320,47.0,36.0,35.0,29.0,25.0,23.0,20.0,20.0
7321,36.0,35.0,29.0,25.0,23.0,20.0,20.0,22.0
7322,35.0,29.0,25.0,23.0,20.0,20.0,22.0,22.0
7323,29.0,25.0,23.0,20.0,20.0,22.0,22.0,30.0
7324,25.0,23.0,20.0,20.0,22.0,22.0,30.0,36.0
7325,23.0,20.0,20.0,22.0,22.0,30.0,36.0,50.0
7326,20.0,20.0,22.0,22.0,30.0,36.0,50.0,56.0
7327,20.0,22.0,22.0,30.0,36.0,50.0,56.0,57.0
7328,22.0,22.0,30.0,36.0,50.0,56.0,57.0,58.0
7329,22.0,30.0,36.0,50.0,56.0,57.0,58.0,62.0
7330,30.0,36.0,50.0,56.0,57.0,58.0,62.0,68.0
7331,36.0,50.0,56.0,57.0,58.0,62.0,68.0,101.0
7332,97.0,93.0,96.0,84.0,87.0,91.0,97.0,101.0
7333,92.0,69.0,56.0,60.0,60.0,56.0,60.0,60.0
7334,69.0,56.0,60.0,60.0,56.0,60.0,60.0,62.0
7335,56.0,60.0,60.0,56.0,60.0,60.0,62.0,59.0
7336,60.0,60.0,56.0,60.0,60.0,62.0,59.0,56.0
7337,60.0,56.0,60.0,60.0,62.0,59.0,56.0,57.0
7338,56.0,60.0,60.0,62.0,59.0,56.0,57.0,57.0
7339,60.0,60.0,62.0,59.0,56.0,57.0,57.0,57.0
7340,60.0,62.0,59.0,56.0,57.0,57.0,57.0,54.0
7341,62.0,59.0,56.0,57.0,57.0,57.0,54.0,58.0
7342,59.0,56.0,57.0,57.0,57.0,54.0,58.0,56.0
7343,56.0,57.0,57.0,57.0,54.0,58.0,56.0,53.0
7344,57.0,57.0,57.0,54.0,58.0,56.0,53.0,56.0
7345,57.0,57.0,54.0,58.0,56.0,53.0,56.0,54.0
7346,57.0,54.0,58.0,56.0,53.0,56.0,54.0,101.0
7347,45.0,50.0,50.0,47.0,50.0,51.0,55.0,61.0
7348,50.0,50.0,47.0,50.0,51.0,55.0,61.0,65.0
7349,50.0,47.0,50.0,51.0,55.0,61.0,65.0,70.0
7350,47.0,50.0,51.0,55.0,61.0,65.0,70.0,73.0
7351,50.0,51.0,55.0,61.0,65.0,70.0,73.0,77.0
7352,51.0,55.0,61.0,65.0,70.0,73.0,77.0,78.0
7353,55.0,61.0,65.0,70.0,73.0,77.0,78.0,92.0
7354,61.0,65.0,70.0,73.0,77.0,78.0,92.0,101.0
7355,53.0,41.0,19.0,15.0,14.0,12.0,11.0,9.0
7356,41.0,19.0,15.0,14.0,12.0,11.0,9.0,8.0
7357,19.0,15.0,14.0,12.0,11.0,9.0,8.0,8.0
7358,15.0,14.0,12.0,11.0,9.0,8.0,8.0,8.0
7359,14.0,12.0,11.0,9.0,8.0,8.0,8.0,6.0
7360,12.0,11.0,9.0,8.0,8.0,8.0,6.0,6.0
7361,11.0,9.0,8.0,8.0,8.0,6.0,6.0,5.0
7362,9.0,8.0,8.0,8.0,6.0,6.0,5.0,3.0
7363,8.0,8.0,8.0,6.0,6.0,5.0,3.0,3.0
7364,8.0,8.0,6.0,6.0,5.0,3.0,3.0,4.0
7365,8.0,6.0,6.0,5.0,3.0,3.0,4.0,3.0
7366,6.0,6.0,5.0,3.0,3.0,4.0,3.0,4.0
7367,6.0,5.0,3.0,3.0,4.0,3.0,4.0,5.0
7368,5.0,3.0,3.0,4.0,3.0,4.0,5.0,5.0
7369,3.0,3.0,4.0,3.0,4.0,5.0,5.0,7.0
7370,3.0,4.0,3.0,4.0,5.0,5.0,7.0,8.0
7371,4.0,3.0,4.0,5.0,5.0,7.0,8.0,10.0
7372,3.0,4.0,5.0,5.0,7.0,8.0,10.0,13.0
7373,4.0,5.0,5.0,7.0,8.0,10.0,13.0,15.0
7374,5.0,5.0,7.0,8.0,10.0,13.0,15.0,20.0
7375,5.0,7.0,8.0,10.0,13.0,15.0,20.0,20.0
7376,7.0,8.0,10.0,13.0,15.0,20.0,20.0,21.0
7377,8.0,10.0,13.0,15.0,20.0,20.0,21.0,26.0
7378,10.0,13.0,15.0,20.0,20.0,21.0,26.0,26.0
7379,13.0,15.0,20.0,20.0,21.0,26.0,26.0,30.0
7380,15.0,20.0,20.0,21.0,26.0,26.0,30.0,34.0
7381,20.0,20.0,21.0,26.0,26.0,30.0,34.0,37.0
7382,20.0,21.0,26.0,26.0,30.0,34.0,37.0,39.0
7383,21.0,26.0,26.0,30.0,34.0,37.0,39.0,101.0
7384,64.0,51.0,41.0,30.0,29.0,28.0,28.0,28.0
7385,51.0,41.0,30.0,29.0,28.0,28.0,28.0,29.0
7386,41.0,30.0,29.0,28.0,28.0,28.0,29.0,30.0
7387,30.0,29.0,28.0,28.0,28.0,29.0,30.0,41.0
7388,29.0,28.0,28.0,28.0,29.0,30.0,41.0,54.0
7389,28.0,28.0,28.0,29.0,30.0,41.0,54.0,61.0
7390,28.0,28.0,29.0,30.0,41.0,54.0,61.0,78.0
7391,28.0,29.0,30.0,41.0,54.0,61.0,78.0,89.0
7392,29.0,30.0,41.0,54.0,61.0,78.0,89.0,96.0
7393,30.0,41.0,54.0,61.0,78.0,89.0,96.0,101.0
7394,99.0,95.0,86.0,85.0,85.0,85.0,85.0,81.0
7395,95.0,86.0,85.0,85.0,85.0,85.0,81.0,84.0
7396,86.0,85.0,85.0,85.0,85.0,81.0,84.0,84.0
7397,85.0,85.0,85.0,85.0,81.0,84.0,84.0,82.0
7398,85.0,85.0,85.0,81.0,84.0,84.0,82.0,82.0
7399,85.0,85.0,81.0,84.0,84.0,82.0,82.0,80.0
7400,85.0,81.0,84.0,84.0,82.0,82.0,80.0,78.0
7401,81.0,84.0,84.0,82.0,82.0,80.0,78.0,70.0
7402,84.0,84.0,82.0,82.0,80.0,78.0,70.0,81.0
7403,84.0,82.0,82.0,80.0,78.0,70.0,81.0,94.0
7404,82.0,82.0,80.0,78.0,70.0,81.0,94.0,95.0
7405,82.0,80.0,78.0,70.0,81.0,94.0,95.0,101.0
7406,94.0,83.0,75.0,60.0,50.0,42.0,24.0,18.0
7407,83.0,75.0,60.0,50.0,42.0,24.0,18.0,11.0
7408,75.0,60.0,50.0,42.0,24.0,18.0,11.0,11.0
7409,60.0,50.0,42.0,24.0,18.0,11.0,11.0,10.0
7410,50.0,42.0,24.0,18.0,11.0,11.0,10.0,11.0
7411,42.0,24.0,18.0,11.0,11.0,10.0,11.0,11.0
7412,24.0,18.0,11.0,11.0,10.0,11.0,11.0,13.0
7413,18.0,11.0,11.0,10.0,11.0,11.0,13.0,20.0
7414,11.0,11.0,10.0,11.0,11.0,13.0,20.0,33.0
7415,11.0,10.0,11.0,11.0,13.0,20.0,33.0,40.0
7416,10.0,11.0,11.0,13.0,20.0,33.0,40.0,45.0
7417,11.0,11.0,13.0,20.0,33.0,40.0,45.0,61.0
7418,11.0,13.0,20.0,33.0,40.0,45.0,61.0,83.0
7419,13.0,20.0,33.0,40.0,45.0,61.0,83.0,101.0
7420,81.0,68.0,62.0,51.0,42.0,35.0,28.0,28.0
7421,68.0,62.0,51.0,42.0,35.0,28.0,28.0,26.0
7422,62.0,51.0,42.0,35.0,28.0,28.0,26.0,43.0
7423,51.0,42.0,35.0,28.0,28.0,26.0,43.0,30.0
7424,42.0,35.0,28.0,28.0,26.0,43.0,30.0,23.0
7425,35.0,28.0,28.0,26.0,43.0,30.0,23.0,23.0
7426,28.0,28.0,26.0,43.0,30.0,23.0,23.0,21.0
7427,28.0,26.0,43.0,30.0,23.0,23.0,21.0,21.0
7428,26.0,43.0,30.0,23.0,23.0,21.0,21.0,21.0
7429,43.0,30.0,23.0,23.0,21.0,21.0,21.0,5.0
7430,30.0,23.0,23.0,21.0,21.0,21.0,5.0,3.0
7431,23.0,23.0,21.0,21.0,21.0,5.0,3.0,3.0
7432,23.0,21.0,21.0,21.0,5.0,3.0,3.0,4.0
7433,21.0,21.0,21.0,5.0,3.0,3.0,4.0,4.0
7434,21.0,21.0,5.0,3.0,3.0,4.0,4.0,3.0
7435,21.0,5.0,3.0,3.0,4.0,4.0,3.0,3.0
7436,5.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0
7437,3.0,3.0,4.0,4.0,3.0,3.0,3.0,2.0
7438,3.0,4.0,4.0,3.0,3.0,3.0,2.0,2.0
7439,4.0,4.0,3.0,3.0,3.0,2.0,2.0,3.0
7440,4.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0
7441,3.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0
7442,3.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0
7443,3.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0
7444,2.0,2.0,3.0,3.0,2.0,2.0,3.0,4.0
7445,2.0,3.0,3.0,2.0,2.0,3.0,4.0,2.0
7446,3.0,3.0,2.0,2.0,3.0,4.0,2.0,5.0
7447,3.0,2.0,2.0,3.0,4.0,2.0,5.0,8.0
7448,2.0,2.0,3.0,4.0,2.0,5.0,8.0,11.0
7449,2.0,3.0,4.0,2.0,5.0,8.0,11.0,13.0
7450,3.0,4.0,2.0,5.0,8.0,11.0,13.0,14.0
7451,4.0,2.0,5.0,8.0,11.0,13.0,14.0,18.0
7452,2.0,5.0,8.0,11.0,13.0,14.0,18.0,22.0
7453,5.0,8.0,11.0,13.0,14.0,18.0,22.0,23.0
7454,8.0,11.0,13.0,14.0,18.0,22.0,23.0,22.0
7455,11.0,13.0,14.0,18.0,22.0,23.0,22.0,24.0
7456,13.0,14.0,18.0,22.0,23.0,22.0,24.0,30.0
7457,14.0,18.0,22.0,23.0,22.0,24.0,30.0,31.0
7458,18.0,22.0,23.0,22.0,24.0,30.0,31.0,31.0
7459,22.0,23.0,22.0,24.0,30.0,31.0,31.0,38.0
7460,23.0,22.0,24.0,30.0,31.0,31.0,38.0,39.0
7461,22.0,24.0,30.0,31.0,31.0,38.0,39.0,42.0
7462,24.0,30.0,31.0,31.0,38.0,39.0,42.0,49.0
7463,30.0,31.0,31.0,38.0,39.0,42.0,49.0,49.0
7464,31.0,31.0,38.0,39.0,42.0,49.0,49.0,48.0
7465,31.0,38.0,39.0,42.0,49.0,49.0,48.0,47.0
7466,38.0,39.0,42.0,49.0,49.0,48.0,47.0,101.0
7467,63.0,57.0,56.0,52.0,41.0,36.0,39.0,45.0
7468,57.0,56.0,52.0,41.0,36.0,39.0,45.0,50.0
7469,56.0,52.0,41.0,36.0,39.0,45.0,50.0,54.0
7470,52.0,41.0,36.0,39.0,45.0,50.0,54.0,58.0
7471,41.0,36.0,39.0,45.0,50.0,54.0,58.0,63.0
7472,36.0,39.0,45.0,50.0,54.0,58.0,63.0,79.0
7473,39.0,45.0,50.0,54.0,58.0,63.0,79.0,80.0
7474,45.0,50.0,54.0,58.0,63.0,79.0,80.0,86.0
7475,50.0,54.0,58.0,63.0,79.0,80.0,86.0,91.0
7476,54.0,58.0,63.0,79.0,80.0,86.0,91.0,92.0
7477,58.0,63.0,79.0,80.0,86.0,91.0,92.0,94.0
7478,63.0,79.0,80.0,86.0,91.0,92.0,94.0,101.0
7479,98.0,96.0,99.0,99.0,94.0,80.0,78.0,78.0
7480,96.0,99.0,99.0,94.0,80.0,78.0,78.0,86.0
7481,99.0,99.0,94.0,80.0,78.0,78.0,86.0,95.0
7482,99.0,94.0,80.0,78.0,78.0,86.0,95.0,101.0
7483,45.0,44.0,38.0,36.0,34.0,34.0,38.0,39.0
7484,44.0,38.0,36.0,34.0,34.0,38.0,39.0,46.0
7485,38.0,36.0,34.0,34.0,38.0,39.0,46.0,51.0
7486,36.0,34.0,34.0,38.0,39.0,46.0,51.0,59.0
7487,34.0,34.0,38.0,39.0,46.0,51.0,59.0,70.0
7488,34.0,38.0,39.0,46.0,51.0,59.0,70.0,74.0
7489,38.0,39.0,46.0,51.0,59.0,70.0,74.0,83.0
7490,39.0,46.0,51.0,59.0,70.0,74.0,83.0,101.0
7491,92.0,92.0,92.0,100.0,100.0,100.0,100.0,95.0
7492,92.0,92.0,100.0,100.0,100.0,100.0,95.0,83.0
7493,92.0,100.0,100.0,100.0,100.0,95.0,83.0,75.0
7494,100.0,100.0,100.0,100.0,95.0,83.0,75.0,72.0
7495,100.0,100.0,100.0,95.0,83.0,75.0,72.0,68.0
7496,100.0,100.0,95.0,83.0,75.0,72.0,68.0,68.0
7497,100.0,95.0,83.0,75.0,72.0,68.0,68.0,68.0
7498,95.0,83.0,75.0,72.0,68.0,68.0,68.0,75.0
7499,83.0,75.0,72.0,68.0,68.0,68.0,75.0,74.0
7500,75.0,72.0,68.0,68.0,68.0,75.0,74.0,74.0
7501,72.0,68.0,68.0,68.0,75.0,74.0,74.0,78.0
7502,68.0,68.0,68.0,75.0,74.0,74.0,78.0,82.0
7503,68.0,68.0,75.0,74.0,74.0,78.0,82.0,80.0
7504,68.0,75.0,74.0,74.0,78.0,82.0,80.0,101.0
7505,73.0,64.0,60.0,50.0,44.0,41.0,32.0,23.0
7506,64.0,60.0,50.0,44.0,41.0,32.0,23.0,23.0
7507,60.0,50.0,44.0,41.0,32.0,23.0,23.0,23.0
7508,50.0,44.0,41.0,32.0,23.0,23.0,23.0,23.0
7509,44.0,41.0,32.0,23.0,23.0,23.0,23.0,23.0
7510,41.0,32.0,23.0,23.0,23.0,23.0,23.0,25.0
7511,32.0,23.0,23.0,23.0,23.0,23.0,25.0,31.0
7512,23.0,23.0,23.0,23.0,23.0,25.0,31.0,35.0
7513,23.0,23.0,23.0,23.0,25.0,31.0,35.0,36.0
7514,23.0,23.0,23.0,25.0,31.0,35.0,36.0,36.0
7515,23.0,23.0,25.0,31.0,35.0,36.0,36.0,45.0
7516,23.0,25.0,31.0,35.0,36.0,36.0,45.0,47.0
7517,25.0,31.0,35.0,36.0,36.0,45.0,47.0,48.0
7518,31.0,35.0,36.0,36.0,45.0,47.0,48.0,44.0
7519,35.0,36.0,36.0,45.0,47.0,48.0,44.0,101.0
7520,88.0,74.0,51.0,40.0,35.0,26.0,20.0,18.0
7521,74.0,51.0,40.0,35.0,26.0,20.0,18.0,18.0
7522,51.0,40.0,35.0,26.0,20.0,18.0,18.0,14.0
