,diff_0,diff_1,diff_2,diff_3,target
480,50.0,52.0,54.0,54.0,51.0
481,52.0,54.0,54.0,51.0,38.0
482,54.0,54.0,51.0,38.0,31.0
483,54.0,51.0,38.0,31.0,35.0
484,51.0,38.0,31.0,35.0,34.0
485,38.0,31.0,35.0,34.0,36.0
486,31.0,35.0,34.0,36.0,34.0
487,35.0,34.0,36.0,34.0,35.0
488,34.0,36.0,34.0,35.0,36.0
489,36.0,34.0,35.0,36.0,40.0
490,34.0,35.0,36.0,40.0,46.0
491,35.0,36.0,40.0,46.0,46.0
492,36.0,40.0,46.0,46.0,101.0
493,96.0,81.0,66.0,66.0,60.0
494,81.0,66.0,66.0,60.0,59.0
495,66.0,66.0,60.0,59.0,52.0
496,66.0,60.0,59.0,52.0,52.0
497,60.0,59.0,52.0,52.0,44.0
498,59.0,52.0,52.0,44.0,43.0
499,52.0,52.0,44.0,43.0,46.0
500,52.0,44.0,43.0,46.0,38.0
501,44.0,43.0,46.0,38.0,33.0
502,43.0,46.0,38.0,33.0,34.0
503,46.0,38.0,33.0,34.0,36.0
504,38.0,33.0,34.0,36.0,36.0
505,33.0,34.0,36.0,36.0,41.0
506,34.0,36.0,36.0,41.0,45.0
507,36.0,36.0,41.0,45.0,52.0
508,36.0,41.0,45.0,52.0,101.0
509,35.0,65.0,53.0,82.0,100.0
510,65.0,53.0,82.0,100.0,91.0
511,53.0,82.0,100.0,91.0,101.0
512,99.0,91.0,79.0,70.0,63.0
513,91.0,79.0,70.0,63.0,68.0
514,79.0,70.0,63.0,68.0,64.0
515,70.0,63.0,68.0,64.0,59.0
516,63.0,68.0,64.0,59.0,59.0
517,68.0,64.0,59.0,59.0,58.0
518,64.0,59.0,59.0,58.0,52.0
519,59.0,59.0,58.0,52.0,42.0
520,59.0,58.0,52.0,42.0,47.0
521,58.0,52.0,42.0,47.0,55.0
522,52.0,42.0,47.0,55.0,51.0
523,42.0,47.0,55.0,51.0,57.0
524,47.0,55.0,51.0,57.0,58.0
525,55.0,51.0,57.0,58.0,53.0
526,51.0,57.0,58.0,53.0,50.0
527,57.0,58.0,53.0,50.0,56.0
528,58.0,53.0,50.0,56.0,101.0
529,98.0,72.0,81.0,74.0,77.0
530,72.0,81.0,74.0,77.0,80.0
531,81.0,74.0,77.0,80.0,82.0
532,74.0,77.0,80.0,82.0,93.0
533,77.0,80.0,82.0,93.0,101.0
534,55.0,41.0,36.0,33.0,26.0
535,41.0,36.0,33.0,26.0,21.0
536,36.0,33.0,26.0,21.0,24.0
537,33.0,26.0,21.0,24.0,21.0
538,26.0,21.0,24.0,21.0,20.0
539,21.0,24.0,21.0,20.0,20.0
540,24.0,21.0,20.0,20.0,17.0
541,21.0,20.0,20.0,17.0,17.0
542,20.0,20.0,17.0,17.0,18.0
543,20.0,17.0,17.0,18.0,18.0
544,17.0,17.0,18.0,18.0,19.0
545,17.0,18.0,18.0,19.0,19.0
546,18.0,18.0,19.0,19.0,28.0
547,18.0,19.0,19.0,28.0,35.0
548,19.0,19.0,28.0,35.0,41.0
549,19.0,28.0,35.0,41.0,48.0
550,28.0,35.0,41.0,48.0,101.0
551,100.0,99.0,98.0,95.0,82.0
552,99.0,98.0,95.0,82.0,76.0
553,98.0,95.0,82.0,76.0,75.0
554,95.0,82.0,76.0,75.0,77.0
555,82.0,76.0,75.0,77.0,76.0
556,76.0,75.0,77.0,76.0,73.0
557,75.0,77.0,76.0,73.0,70.0
558,22.0,32.0,34.0,30.0,30.0
559,32.0,34.0,30.0,30.0,25.0
560,34.0,30.0,30.0,25.0,24.0
561,30.0,30.0,25.0,24.0,21.0
562,30.0,25.0,24.0,21.0,25.0
563,25.0,24.0,21.0,25.0,30.0
564,24.0,21.0,25.0,30.0,47.0
565,21.0,25.0,30.0,47.0,47.0
566,25.0,30.0,47.0,47.0,67.0
567,30.0,47.0,47.0,67.0,81.0
568,47.0,47.0,67.0,81.0,89.0
569,47.0,67.0,81.0,89.0,92.0
570,67.0,81.0,89.0,92.0,101.0
571,82.0,77.0,68.0,58.0,53.0
572,77.0,68.0,58.0,53.0,41.0
573,68.0,58.0,53.0,41.0,35.0
574,58.0,53.0,41.0,35.0,31.0
575,53.0,41.0,35.0,31.0,31.0
576,41.0,35.0,31.0,31.0,27.0
577,35.0,31.0,31.0,27.0,26.0
578,31.0,31.0,27.0,26.0,22.0
579,31.0,27.0,26.0,22.0,18.0
580,27.0,26.0,22.0,18.0,18.0
581,26.0,22.0,18.0,18.0,17.0
582,22.0,18.0,18.0,17.0,17.0
583,18.0,18.0,17.0,17.0,19.0
584,18.0,17.0,17.0,19.0,19.0
585,17.0,17.0,19.0,19.0,23.0
586,17.0,19.0,19.0,23.0,23.0
587,19.0,19.0,23.0,23.0,25.0
588,19.0,23.0,23.0,25.0,44.0
589,23.0,23.0,25.0,44.0,36.0
590,23.0,25.0,44.0,36.0,34.0
591,25.0,44.0,36.0,34.0,38.0
592,44.0,36.0,34.0,38.0,36.0
593,36.0,34.0,38.0,36.0,41.0
594,34.0,38.0,36.0,41.0,35.0
595,38.0,36.0,41.0,35.0,27.0
596,36.0,41.0,35.0,27.0,40.0
597,41.0,35.0,27.0,40.0,42.0
598,35.0,27.0,40.0,42.0,41.0
599,27.0,40.0,42.0,41.0,46.0
600,40.0,42.0,41.0,46.0,101.0
601,55.0,72.0,53.0,54.0,39.0
602,72.0,53.0,54.0,39.0,44.0
603,53.0,54.0,39.0,44.0,55.0
604,54.0,39.0,44.0,55.0,54.0
605,39.0,44.0,55.0,54.0,52.0
606,44.0,55.0,54.0,52.0,50.0
607,55.0,54.0,52.0,50.0,47.0
608,54.0,52.0,50.0,47.0,45.0
609,52.0,50.0,47.0,45.0,36.0
610,50.0,47.0,45.0,36.0,13.0
611,47.0,45.0,36.0,13.0,28.0
612,45.0,36.0,13.0,28.0,33.0
613,36.0,13.0,28.0,33.0,41.0
614,13.0,28.0,33.0,41.0,53.0
615,28.0,33.0,41.0,53.0,65.0
616,33.0,41.0,53.0,65.0,76.0
617,41.0,53.0,65.0,76.0,101.0
618,33.0,40.0,38.0,42.0,47.0
619,40.0,38.0,42.0,47.0,50.0
620,38.0,42.0,47.0,50.0,44.0
621,42.0,47.0,50.0,44.0,39.0
622,47.0,50.0,44.0,39.0,39.0
623,50.0,44.0,39.0,39.0,37.0
624,44.0,39.0,39.0,37.0,41.0
625,39.0,39.0,37.0,41.0,42.0
626,39.0,37.0,41.0,42.0,39.0
627,37.0,41.0,42.0,39.0,41.0
628,41.0,42.0,39.0,41.0,45.0
629,42.0,39.0,41.0,45.0,42.0
630,39.0,41.0,45.0,42.0,42.0
631,41.0,45.0,42.0,42.0,42.0
632,45.0,42.0,42.0,42.0,45.0
633,42.0,42.0,42.0,45.0,44.0
