,diff_0,target
26504,80.0,80.0
26505,80.0,86.0
26506,86.0,91.0
26507,91.0,95.0
26508,95.0,100.0
26509,100.0,101.0
26510,97.0,94.0
26511,94.0,82.0
26512,82.0,58.0
26513,58.0,46.0
26514,46.0,24.0
26515,24.0,11.0
26516,11.0,9.0
26517,9.0,7.0
26518,7.0,1.0
26519,1.0,2.0
26520,2.0,1.0
26521,1.0,2.0
26522,2.0,3.0
26523,3.0,4.0
26524,4.0,5.0
26525,91.0,78.0
26526,78.0,85.0
26527,85.0,72.0
26528,72.0,50.0
26529,50.0,36.0
26530,36.0,32.0
26531,32.0,38.0
26532,38.0,38.0
26533,38.0,37.0
26534,37.0,42.0
26535,42.0,42.0
26536,42.0,55.0
26537,55.0,56.0
26538,56.0,74.0
26539,74.0,78.0
26540,78.0,96.0
26541,96.0,101.0
26542,84.0,67.0
26543,67.0,66.0
26544,66.0,59.0
26545,59.0,46.0
26546,46.0,41.0
26547,41.0,32.0
26548,32.0,32.0
26549,32.0,32.0
26550,32.0,30.0
26551,30.0,40.0
26552,40.0,48.0
26553,48.0,54.0
26554,54.0,57.0
26555,57.0,60.0
26556,60.0,60.0
26557,60.0,64.0
26558,64.0,69.0
26559,69.0,74.0
26560,74.0,74.0
26561,74.0,101.0
26562,85.0,76.0
26563,76.0,86.0
26564,86.0,85.0
26565,85.0,85.0
26566,85.0,85.0
26567,85.0,86.0
26568,86.0,99.0
26569,99.0,101.0
26570,99.0,101.0
26571,48.0,74.0
26572,74.0,89.0
26573,89.0,86.0
26574,86.0,83.0
26575,83.0,77.0
26576,77.0,63.0
26577,63.0,63.0
26578,63.0,53.0
26579,53.0,45.0
26580,45.0,36.0
26581,36.0,37.0
26582,37.0,41.0
26583,41.0,34.0
26584,34.0,32.0
26585,32.0,29.0
26586,29.0,26.0
26587,26.0,29.0
26588,29.0,32.0
26589,32.0,30.0
26590,30.0,35.0
26591,35.0,41.0
26592,41.0,37.0
26593,37.0,34.0
26594,34.0,38.0
26595,38.0,45.0
26596,45.0,101.0
26597,96.0,95.0
26598,95.0,86.0
26599,86.0,82.0
26600,82.0,83.0
26601,83.0,81.0
26602,81.0,81.0
26603,81.0,88.0
26604,88.0,89.0
26605,89.0,92.0
26606,92.0,91.0
26607,91.0,93.0
26608,93.0,101.0
26609,77.0,59.0
26610,59.0,75.0
26611,75.0,84.0
26612,84.0,88.0
26613,88.0,101.0
26614,96.0,101.0
26615,97.0,101.0
26616,81.0,58.0
26617,58.0,58.0
26618,58.0,60.0
26619,60.0,59.0
26620,59.0,63.0
26621,63.0,68.0
26622,68.0,79.0
26623,79.0,84.0
26624,84.0,85.0
26625,85.0,101.0
26626,75.0,75.0
26627,75.0,74.0
26628,74.0,73.0
26629,73.0,80.0
26630,80.0,78.0
26631,78.0,77.0
26632,77.0,74.0
26633,74.0,73.0
26634,73.0,75.0
26635,75.0,81.0
26636,81.0,81.0
26637,81.0,81.0
26638,81.0,79.0
26639,79.0,82.0
26640,82.0,90.0
26641,90.0,93.0
26642,93.0,101.0
26643,63.0,54.0
26644,54.0,53.0
26645,53.0,52.0
26646,52.0,52.0
26647,52.0,65.0
26648,65.0,54.0
26649,54.0,66.0
26650,66.0,73.0
26651,73.0,87.0
26652,87.0,95.0
26653,95.0,101.0
26654,75.0,57.0
26655,57.0,50.0
26656,50.0,39.0
26657,39.0,36.0
26658,36.0,49.0
26659,49.0,35.0
26660,35.0,30.0
26661,30.0,29.0
26662,29.0,30.0
26663,30.0,33.0
26664,33.0,36.0
26665,36.0,33.0
26666,33.0,38.0
26667,38.0,37.0
26668,37.0,46.0
26669,46.0,54.0
26670,54.0,62.0
26671,62.0,62.0
26672,62.0,64.0
26673,64.0,101.0
26674,75.0,101.0
26675,74.0,73.0
26676,73.0,90.0
26677,90.0,101.0
26678,68.0,51.0
26679,51.0,44.0
26680,44.0,36.0
26681,36.0,29.0
26682,29.0,20.0
26683,20.0,20.0
26684,20.0,20.0
26685,20.0,21.0
26686,21.0,16.0
26687,16.0,19.0
26688,19.0,19.0
26689,19.0,23.0
26690,23.0,9.0
26691,9.0,10.0
26692,10.0,16.0
26693,16.0,18.0
26694,18.0,23.0
26695,23.0,27.0
26696,27.0,32.0
26697,32.0,35.0
26698,35.0,31.0
26699,31.0,31.0
26700,31.0,43.0
26701,43.0,49.0
26702,49.0,101.0
26703,69.0,55.0
26704,55.0,55.0
26705,55.0,49.0
26706,49.0,47.0
26707,47.0,43.0
26708,43.0,41.0
26709,41.0,41.0
26710,41.0,41.0
26711,41.0,42.0
26712,42.0,43.0
26713,43.0,49.0
26714,49.0,53.0
26715,53.0,64.0
26716,64.0,85.0
26717,85.0,87.0
26718,87.0,91.0
26719,91.0,94.0
26720,94.0,99.0
26721,99.0,97.0
26722,97.0,101.0
26723,83.0,62.0
26724,62.0,53.0
26725,53.0,45.0
26726,45.0,38.0
26727,38.0,30.0
26728,30.0,30.0
26729,30.0,29.0
26730,29.0,26.0
26731,26.0,26.0
26732,26.0,22.0
26733,22.0,16.0
26734,16.0,13.0
26735,13.0,27.0
26736,27.0,44.0
26737,44.0,51.0
26738,51.0,61.0
26739,61.0,80.0
26740,80.0,99.0
26741,99.0,101.0
26742,95.0,98.0
26743,98.0,100.0
26744,100.0,101.0
26745,97.0,90.0
26746,90.0,90.0
26747,90.0,90.0
26748,90.0,90.0
26749,90.0,83.0
26750,83.0,81.0
26751,81.0,78.0
26752,78.0,78.0
26753,78.0,78.0
26754,78.0,78.0
26755,78.0,73.0
26756,73.0,69.0
26757,69.0,75.0
26758,75.0,68.0
26759,68.0,75.0
26760,75.0,78.0
26761,78.0,81.0
26762,81.0,91.0
26763,91.0,99.0
26764,99.0,101.0
26765,73.0,72.0
26766,72.0,65.0
26767,65.0,57.0
26768,57.0,54.0
26769,54.0,47.0
26770,47.0,47.0
26771,47.0,51.0
26772,51.0,57.0
26773,57.0,56.0
26774,56.0,61.0
26775,61.0,64.0
26776,64.0,69.0
26777,69.0,75.0
26778,75.0,93.0
26779,93.0,86.0
26780,86.0,82.0
26781,82.0,99.0
26782,99.0,101.0
26783,56.0,46.0
26784,46.0,40.0
26785,40.0,37.0
26786,37.0,37.0
26787,37.0,37.0
26788,37.0,37.0
26789,37.0,41.0
26790,41.0,41.0
26791,41.0,47.0
26792,47.0,52.0
26793,52.0,54.0
26794,54.0,58.0
26795,58.0,62.0
26796,62.0,68.0
26797,68.0,77.0
26798,77.0,82.0
26799,82.0,85.0
26800,85.0,93.0
26801,93.0,101.0
26802,89.0,91.0
26803,91.0,101.0
26804,83.0,89.0
26805,89.0,101.0
26806,95.0,88.0
26807,88.0,88.0
26808,88.0,82.0
26809,82.0,82.0
26810,82.0,77.0
26811,77.0,72.0
26812,72.0,67.0
26813,67.0,65.0
26814,65.0,65.0
26815,65.0,65.0
26816,65.0,60.0
26817,60.0,60.0
26818,60.0,53.0
26819,53.0,51.0
26820,51.0,50.0
26821,50.0,57.0
26822,57.0,77.0
26823,77.0,101.0
26824,95.0,85.0
26825,85.0,75.0
26826,75.0,68.0
26827,68.0,62.0
26828,62.0,72.0
26829,72.0,71.0
26830,71.0,61.0
26831,61.0,54.0
26832,54.0,54.0
26833,54.0,53.0
26834,53.0,56.0
26835,56.0,55.0
26836,55.0,69.0
26837,69.0,93.0
26838,93.0,101.0
26839,52.0,48.0
26840,48.0,45.0
26841,45.0,53.0
26842,53.0,52.0
26843,52.0,45.0
26844,45.0,41.0
26845,41.0,39.0
26846,39.0,39.0
26847,39.0,40.0
26848,40.0,41.0
26849,41.0,32.0
26850,32.0,34.0
26851,34.0,36.0
26852,36.0,31.0
26853,31.0,31.0
26854,31.0,28.0
26855,28.0,29.0
26856,29.0,22.0
26857,22.0,22.0
26858,22.0,21.0
26859,21.0,15.0
26860,15.0,12.0
26861,12.0,14.0
26862,14.0,21.0
26863,21.0,24.0
26864,24.0,25.0
26865,25.0,28.0
26866,28.0,29.0
26867,29.0,36.0
26868,36.0,43.0
26869,43.0,50.0
26870,50.0,101.0
26871,91.0,86.0
26872,86.0,81.0
26873,81.0,72.0
26874,72.0,62.0
26875,62.0,62.0
26876,62.0,58.0
26877,58.0,51.0
26878,51.0,48.0
26879,48.0,47.0
26880,47.0,65.0
26881,65.0,82.0
26882,82.0,91.0
26883,91.0,101.0
26884,17.0,17.0
26885,17.0,13.0
26886,13.0,12.0
26887,12.0,10.0
26888,10.0,15.0
26889,15.0,20.0
26890,20.0,25.0
26891,25.0,34.0
26892,34.0,51.0
26893,51.0,59.0
26894,59.0,67.0
26895,67.0,75.0
26896,75.0,81.0
26897,81.0,82.0
26898,82.0,75.0
26899,75.0,74.0
26900,74.0,75.0
26901,75.0,84.0
26902,84.0,91.0
26903,91.0,101.0
26904,89.0,97.0
26905,97.0,101.0
26906,84.0,91.0
26907,91.0,101.0
26908,97.0,80.0
26909,80.0,61.0
26910,61.0,50.0
26911,50.0,42.0
26912,42.0,36.0
26913,36.0,28.0
26914,28.0,23.0
26915,23.0,23.0
26916,23.0,20.0
26917,20.0,19.0
26918,19.0,29.0
26919,29.0,39.0
26920,39.0,43.0
26921,43.0,49.0
26922,49.0,61.0
26923,61.0,64.0
26924,64.0,92.0
26925,92.0,101.0
26926,83.0,101.0
26927,2.0,2.0
26928,2.0,13.0
26929,13.0,18.0
26930,18.0,38.0
26931,38.0,55.0
26932,55.0,70.0
26933,70.0,71.0
26934,71.0,85.0
26935,85.0,91.0
26936,91.0,101.0
26937,89.0,85.0
26938,85.0,84.0
26939,84.0,84.0
26940,84.0,84.0
26941,84.0,81.0
26942,81.0,71.0
26943,71.0,78.0
26944,78.0,85.0
26945,85.0,96.0
26946,96.0,96.0
26947,96.0,101.0
26948,48.0,42.0
26949,42.0,42.0
26950,42.0,41.0
26951,41.0,46.0
26952,46.0,47.0
26953,47.0,54.0
26954,54.0,57.0
26955,57.0,66.0
26956,66.0,73.0
26957,73.0,79.0
26958,79.0,88.0
26959,88.0,89.0
26960,89.0,98.0
26961,98.0,101.0
26962,72.0,60.0
26963,60.0,55.0
26964,55.0,49.0
26965,49.0,32.0
26966,32.0,25.0
26967,25.0,22.0
26968,22.0,13.0
26969,13.0,9.0
26970,9.0,9.0
26971,9.0,7.0
26972,7.0,6.0
26973,6.0,6.0
26974,6.0,5.0
26975,5.0,5.0
26976,5.0,7.0
26977,7.0,11.0
26978,11.0,15.0
26979,15.0,13.0
26980,13.0,16.0
26981,16.0,23.0
26982,23.0,23.0
26983,23.0,24.0
26984,24.0,23.0
26985,23.0,26.0
26986,26.0,29.0
26987,29.0,29.0
26988,29.0,32.0
26989,32.0,33.0
26990,33.0,37.0
26991,37.0,39.0
26992,39.0,48.0
26993,48.0,50.0
26994,50.0,101.0
26995,92.0,77.0
26996,77.0,73.0
26997,73.0,72.0
26998,72.0,74.0
26999,74.0,100.0
27000,100.0,101.0
27001,12.0,11.0
27002,11.0,11.0
27003,11.0,10.0
27004,10.0,9.0
27005,9.0,9.0
27006,9.0,9.0
27007,9.0,9.0
27008,9.0,11.0
27009,11.0,10.0
27010,10.0,13.0
27011,13.0,11.0
27012,11.0,10.0
27013,10.0,12.0
27014,12.0,11.0
27015,11.0,10.0
27016,10.0,11.0
27017,11.0,14.0
27018,14.0,17.0
27019,17.0,19.0
27020,19.0,20.0
27021,20.0,22.0
27022,22.0,27.0
27023,27.0,33.0
27024,33.0,30.0
27025,30.0,27.0
27026,27.0,27.0
27027,27.0,30.0
27028,30.0,33.0
27029,33.0,33.0
27030,33.0,37.0
27031,37.0,39.0
27032,39.0,43.0
27033,43.0,48.0
27034,48.0,45.0
27035,45.0,43.0
27036,43.0,43.0
27037,43.0,44.0
27038,44.0,42.0
27039,42.0,46.0
27040,46.0,47.0
27041,47.0,48.0
27042,48.0,45.0
27043,45.0,40.0
27044,40.0,45.0
27045,45.0,44.0
27046,44.0,101.0
27047,46.0,46.0
27048,46.0,54.0
27049,54.0,73.0
27050,73.0,88.0
27051,88.0,98.0
27052,98.0,101.0
27053,96.0,90.0
27054,90.0,75.0
27055,75.0,71.0
27056,71.0,62.0
27057,62.0,54.0
27058,54.0,47.0
27059,47.0,43.0
27060,43.0,43.0
27061,43.0,42.0
27062,42.0,41.0
27063,41.0,38.0
27064,38.0,40.0
27065,40.0,53.0
27066,53.0,54.0
27067,54.0,68.0
27068,68.0,72.0
27069,72.0,83.0
27070,83.0,88.0
27071,88.0,96.0
27072,96.0,101.0
27073,10.0,11.0
27074,11.0,11.0
27075,11.0,13.0
27076,13.0,14.0
27077,14.0,18.0
27078,18.0,22.0
27079,22.0,26.0
27080,26.0,29.0
27081,29.0,25.0
27082,25.0,25.0
27083,25.0,33.0
27084,33.0,38.0
27085,38.0,42.0
27086,42.0,47.0
27087,47.0,101.0
27088,94.0,94.0
27089,94.0,98.0
27090,98.0,101.0
27091,78.0,69.0
27092,69.0,51.0
27093,51.0,29.0
27094,29.0,20.0
27095,20.0,11.0
27096,11.0,9.0
27097,9.0,4.0
27098,4.0,3.0
27099,3.0,1.0
27100,1.0,1.0
27101,1.0,1.0
27102,1.0,1.0
27103,1.0,1.0
27104,1.0,1.0
27105,1.0,1.0
27106,1.0,1.0
27107,1.0,1.0
27108,1.0,1.0
27109,1.0,3.0
27110,3.0,3.0
27111,3.0,5.0
27112,5.0,9.0
27113,9.0,13.0
27114,13.0,17.0
27115,17.0,20.0
27116,20.0,21.0
27117,21.0,27.0
27118,27.0,34.0
27119,34.0,47.0
27120,47.0,50.0
27121,50.0,49.0
27122,49.0,101.0
27123,97.0,93.0
27124,93.0,96.0
27125,96.0,94.0
27126,94.0,93.0
27127,93.0,100.0
27128,100.0,101.0
27129,86.0,74.0
27130,74.0,68.0
27131,68.0,60.0
27132,60.0,61.0
27133,61.0,64.0
27134,64.0,56.0
27135,56.0,45.0
27136,45.0,41.0
27137,41.0,39.0
27138,39.0,37.0
27139,37.0,43.0
27140,43.0,52.0
27141,52.0,62.0
27142,62.0,91.0
27143,91.0,101.0
27144,98.0,91.0
27145,91.0,82.0
27146,82.0,78.0
27147,78.0,72.0
27148,72.0,72.0
27149,72.0,74.0
27150,74.0,81.0
27151,81.0,82.0
27152,82.0,91.0
27153,91.0,98.0
27154,98.0,101.0
27155,94.0,81.0
27156,81.0,81.0
27157,81.0,85.0
27158,85.0,88.0
27159,88.0,86.0
27160,86.0,89.0
27161,89.0,89.0
27162,89.0,88.0
27163,88.0,101.0
27164,90.0,90.0
27165,90.0,90.0
27166,90.0,66.0
27167,66.0,66.0
27168,66.0,82.0
27169,82.0,84.0
27170,84.0,96.0
27171,96.0,101.0
27172,90.0,64.0
27173,64.0,55.0
27174,55.0,53.0
27175,53.0,55.0
27176,55.0,53.0
27177,53.0,44.0
27178,44.0,31.0
27179,31.0,34.0
27180,34.0,40.0
27181,40.0,35.0
27182,35.0,30.0
27183,30.0,29.0
27184,29.0,29.0
27185,29.0,34.0
27186,34.0,35.0
27187,35.0,41.0
27188,41.0,47.0
27189,47.0,55.0
27190,55.0,60.0
27191,60.0,101.0
27192,9.0,9.0
27193,9.0,8.0
27194,8.0,9.0
27195,9.0,5.0
27196,5.0,4.0
27197,4.0,4.0
27198,4.0,4.0
27199,4.0,5.0
27200,5.0,5.0
27201,5.0,4.0
27202,4.0,6.0
27203,6.0,12.0
27204,12.0,13.0
27205,13.0,14.0
27206,14.0,14.0
27207,14.0,15.0
27208,15.0,18.0
27209,18.0,20.0
27210,20.0,24.0
27211,24.0,25.0
27212,25.0,25.0
27213,25.0,26.0
27214,26.0,26.0
27215,26.0,27.0
27216,27.0,29.0
27217,29.0,32.0
27218,32.0,28.0
27219,28.0,33.0
27220,33.0,40.0
27221,40.0,42.0
27222,42.0,49.0
27223,49.0,101.0
27224,76.0,74.0
27225,74.0,75.0
27226,75.0,75.0
27227,75.0,79.0
27228,79.0,82.0
27229,82.0,82.0
27230,82.0,79.0
27231,79.0,55.0
27232,55.0,61.0
27233,61.0,52.0
27234,52.0,54.0
27235,54.0,53.0
27236,53.0,57.0
27237,57.0,49.0
27238,49.0,49.0
27239,49.0,64.0
27240,64.0,74.0
27241,74.0,86.0
27242,86.0,91.0
27243,91.0,101.0
27244,80.0,59.0
27245,59.0,56.0
27246,56.0,49.0
27247,49.0,46.0
27248,46.0,40.0
27249,40.0,40.0
27250,40.0,37.0
27251,37.0,36.0
27252,36.0,33.0
27253,33.0,35.0
27254,35.0,42.0
27255,42.0,49.0
27256,49.0,55.0
27257,55.0,58.0
27258,58.0,70.0
27259,70.0,84.0
27260,84.0,89.0
27261,89.0,98.0
27262,98.0,98.0
27263,98.0,101.0
27264,87.0,80.0
27265,80.0,75.0
27266,75.0,64.0
27267,64.0,60.0
27268,60.0,60.0
27269,60.0,69.0
27270,69.0,69.0
27271,69.0,80.0
27272,80.0,85.0
27273,85.0,96.0
27274,96.0,101.0
27275,68.0,57.0
27276,57.0,50.0
27277,50.0,45.0
27278,45.0,39.0
27279,39.0,35.0
27280,35.0,32.0
27281,32.0,26.0
27282,26.0,26.0
27283,26.0,24.0
27284,24.0,21.0
27285,21.0,21.0
27286,21.0,31.0
27287,31.0,49.0
27288,49.0,57.0
27289,57.0,70.0
27290,70.0,78.0
27291,78.0,94.0
27292,94.0,101.0
27293,75.0,74.0
27294,74.0,69.0
27295,69.0,69.0
27296,69.0,71.0
27297,71.0,66.0
27298,66.0,66.0
27299,66.0,65.0
27300,65.0,65.0
27301,65.0,67.0
27302,67.0,66.0
27303,66.0,63.0
27304,63.0,69.0
27305,69.0,71.0
27306,71.0,69.0
27307,69.0,80.0
27308,80.0,81.0
27309,81.0,80.0
27310,80.0,83.0
27311,83.0,86.0
27312,86.0,101.0
27313,84.0,101.0
27314,61.0,101.0
27315,71.0,64.0
27316,64.0,56.0
27317,56.0,53.0
27318,53.0,57.0
27319,57.0,57.0
27320,57.0,56.0
27321,56.0,61.0
27322,61.0,66.0
27323,66.0,73.0
27324,73.0,72.0
27325,72.0,70.0
27326,70.0,79.0
27327,79.0,90.0
27328,90.0,101.0
27329,99.0,90.0
27330,90.0,86.0
27331,86.0,91.0
27332,91.0,101.0
27333,84.0,84.0
27334,84.0,74.0
27335,74.0,83.0
27336,83.0,84.0
27337,84.0,90.0
27338,90.0,95.0
27339,95.0,83.0
27340,83.0,78.0
27341,78.0,82.0
27342,82.0,94.0
27343,94.0,101.0
27344,49.0,101.0
27345,34.0,100.0
27346,100.0,101.0
27347,87.0,84.0
27348,84.0,81.0
27349,81.0,78.0
27350,78.0,80.0
27351,80.0,77.0
27352,77.0,79.0
27353,79.0,86.0
27354,86.0,99.0
27355,99.0,101.0
27356,75.0,73.0
27357,73.0,61.0
27358,61.0,56.0
27359,56.0,45.0
27360,45.0,42.0
27361,42.0,36.0
27362,36.0,36.0
27363,36.0,36.0
27364,36.0,36.0
27365,36.0,30.0
27366,30.0,24.0
27367,24.0,22.0
27368,22.0,21.0
27369,21.0,21.0
27370,21.0,20.0
27371,20.0,25.0
27372,25.0,29.0
27373,29.0,31.0
27374,31.0,32.0
27375,32.0,37.0
27376,37.0,37.0
27377,37.0,45.0
27378,45.0,101.0
27379,95.0,80.0
27380,80.0,70.0
27381,70.0,73.0
27382,73.0,73.0
27383,73.0,65.0
27384,65.0,50.0
27385,50.0,48.0
27386,48.0,39.0
27387,39.0,30.0
27388,30.0,24.0
27389,24.0,24.0
27390,24.0,22.0
27391,22.0,18.0
27392,18.0,18.0
27393,18.0,20.0
27394,20.0,22.0
27395,22.0,26.0
27396,26.0,29.0
27397,29.0,33.0
27398,33.0,39.0
27399,39.0,48.0
27400,48.0,50.0
27401,50.0,101.0
27402,98.0,83.0
27403,83.0,81.0
27404,81.0,86.0
27405,86.0,85.0
27406,85.0,92.0
27407,92.0,92.0
27408,92.0,100.0
27409,100.0,101.0
27410,24.0,23.0
27411,23.0,21.0
27412,21.0,15.0
27413,15.0,15.0
27414,15.0,16.0
27415,16.0,18.0
27416,18.0,21.0
27417,21.0,25.0
27418,25.0,37.0
27419,37.0,48.0
27420,48.0,55.0
27421,55.0,61.0
27422,61.0,64.0
27423,64.0,68.0
27424,68.0,68.0
27425,68.0,68.0
27426,68.0,87.0
27427,87.0,101.0
27428,83.0,69.0
27429,69.0,65.0
27430,65.0,65.0
27431,65.0,63.0
27432,63.0,63.0
27433,63.0,63.0
27434,63.0,64.0
27435,64.0,66.0
27436,66.0,73.0
27437,73.0,80.0
27438,80.0,87.0
27439,87.0,96.0
27440,96.0,101.0
27441,100.0,97.0
27442,97.0,96.0
27443,96.0,100.0
27444,100.0,101.0
27445,71.0,57.0
27446,57.0,46.0
27447,46.0,37.0
27448,37.0,29.0
27449,29.0,30.0
27450,30.0,27.0
27451,27.0,25.0
27452,25.0,28.0
27453,28.0,28.0
27454,28.0,29.0
27455,29.0,26.0
27456,26.0,29.0
27457,29.0,35.0
27458,35.0,40.0
27459,40.0,48.0
27460,48.0,58.0
27461,58.0,60.0
27462,60.0,73.0
27463,73.0,82.0
27464,82.0,101.0
27465,91.0,86.0
27466,86.0,86.0
27467,86.0,86.0
27468,86.0,91.0
27469,91.0,96.0
27470,96.0,96.0
27471,96.0,97.0
27472,97.0,101.0
27473,9.0,15.0
27474,15.0,25.0
27475,25.0,20.0
27476,20.0,23.0
27477,23.0,16.0
27478,16.0,11.0
27479,11.0,8.0
27480,8.0,7.0
27481,7.0,8.0
27482,8.0,6.0
27483,6.0,4.0
27484,4.0,3.0
27485,3.0,3.0
27486,3.0,2.0
27487,2.0,2.0
27488,2.0,3.0
27489,3.0,3.0
27490,3.0,4.0
27491,4.0,4.0
27492,4.0,6.0
27493,6.0,11.0
27494,11.0,13.0
27495,13.0,18.0
27496,18.0,20.0
27497,20.0,26.0
27498,26.0,28.0
27499,28.0,33.0
27500,33.0,36.0
27501,36.0,37.0
27502,37.0,40.0
27503,40.0,39.0
27504,39.0,45.0
27505,45.0,101.0
27506,8.0,12.0
27507,12.0,13.0
27508,13.0,15.0
27509,15.0,15.0
27510,15.0,14.0
27511,14.0,17.0
27512,17.0,16.0
27513,16.0,19.0
27514,19.0,17.0
27515,17.0,16.0
27516,16.0,15.0
27517,72.0,59.0
27518,59.0,44.0
27519,44.0,36.0
27520,36.0,32.0
27521,32.0,26.0
27522,26.0,23.0
27523,23.0,17.0
27524,17.0,12.0
27525,12.0,10.0
27526,10.0,9.0
27527,9.0,8.0
27528,8.0,19.0
27529,19.0,29.0
27530,29.0,53.0
27531,53.0,74.0
27532,74.0,90.0
27533,90.0,101.0
27534,95.0,90.0
27535,90.0,80.0
27536,80.0,62.0
27537,62.0,55.0
27538,55.0,56.0
27539,56.0,58.0
27540,58.0,58.0
27541,58.0,60.0
27542,60.0,63.0
27543,63.0,64.0
27544,64.0,69.0
27545,69.0,71.0
27546,71.0,73.0
27547,73.0,81.0
27548,81.0,85.0
27549,85.0,76.0
27550,76.0,97.0
27551,97.0,101.0
27552,53.0,101.0
27553,75.0,55.0
27554,55.0,47.0
27555,47.0,101.0
27556,75.0,71.0
27557,71.0,74.0
27558,74.0,95.0
27559,95.0,100.0
27560,100.0,101.0
27561,36.0,36.0
27562,36.0,30.0
27563,30.0,30.0
27564,30.0,31.0
27565,31.0,26.0
27566,26.0,25.0
27567,25.0,25.0
27568,25.0,26.0
27569,26.0,26.0
27570,26.0,28.0
27571,28.0,34.0
27572,34.0,47.0
27573,47.0,58.0
27574,58.0,68.0
27575,68.0,80.0
27576,80.0,82.0
27577,82.0,101.0
27578,99.0,84.0
27579,84.0,81.0
27580,81.0,72.0
27581,72.0,66.0
27582,66.0,66.0
27583,66.0,54.0
27584,54.0,53.0
27585,53.0,53.0
27586,53.0,63.0
27587,63.0,68.0
27588,68.0,70.0
27589,70.0,81.0
27590,81.0,83.0
27591,83.0,85.0
27592,85.0,99.0
27593,99.0,99.0
27594,99.0,101.0
27595,78.0,71.0
27596,71.0,61.0
27597,61.0,53.0
27598,53.0,38.0
27599,38.0,9.0
27600,9.0,6.0
27601,6.0,4.0
27602,4.0,4.0
27603,4.0,4.0
27604,4.0,5.0
27605,5.0,8.0
27606,8.0,7.0
27607,7.0,9.0
27608,9.0,11.0
27609,11.0,11.0
27610,11.0,11.0
27611,11.0,13.0
27612,13.0,15.0
27613,15.0,19.0
27614,19.0,24.0
27615,24.0,30.0
27616,30.0,35.0
27617,35.0,40.0
27618,40.0,37.0
27619,37.0,101.0
27620,87.0,76.0
27621,76.0,64.0
27622,64.0,60.0
27623,60.0,48.0
27624,48.0,46.0
27625,46.0,39.0
27626,39.0,44.0
27627,44.0,40.0
27628,40.0,31.0
27629,31.0,30.0
27630,30.0,25.0
27631,25.0,30.0
27632,30.0,30.0
27633,30.0,33.0
27634,33.0,30.0
27635,30.0,26.0
27636,26.0,31.0
27637,31.0,31.0
27638,31.0,30.0
27639,30.0,33.0
27640,33.0,41.0
27641,41.0,40.0
27642,40.0,43.0
27643,43.0,45.0
27644,45.0,39.0
27645,39.0,40.0
27646,40.0,44.0
27647,44.0,41.0
27648,41.0,46.0
27649,46.0,45.0
27650,45.0,49.0
27651,49.0,48.0
27652,48.0,49.0
27653,49.0,101.0
27654,70.0,70.0
27655,70.0,70.0
27656,70.0,66.0
27657,66.0,63.0
27658,63.0,63.0
27659,63.0,63.0
27660,63.0,73.0
27661,73.0,83.0
27662,83.0,88.0
27663,88.0,94.0
27664,94.0,93.0
27665,93.0,96.0
27666,96.0,101.0
27667,54.0,44.0
27668,44.0,32.0
27669,32.0,26.0
27670,26.0,17.0
27671,17.0,14.0
27672,14.0,14.0
27673,14.0,13.0
27674,13.0,12.0
27675,12.0,6.0
27676,6.0,4.0
27677,4.0,3.0
27678,3.0,2.0
27679,2.0,2.0
27680,2.0,3.0
27681,3.0,5.0
27682,5.0,6.0
27683,6.0,7.0
27684,7.0,8.0
27685,8.0,10.0
27686,10.0,9.0
27687,9.0,11.0
27688,11.0,14.0
27689,14.0,20.0
27690,20.0,24.0
27691,24.0,24.0
27692,24.0,31.0
27693,31.0,34.0
27694,34.0,40.0
27695,40.0,46.0
27696,46.0,101.0
27697,80.0,77.0
27698,77.0,73.0
27699,73.0,72.0
27700,72.0,76.0
27701,76.0,68.0
27702,68.0,62.0
27703,62.0,62.0
27704,62.0,60.0
27705,60.0,66.0
27706,66.0,71.0
27707,71.0,80.0
27708,80.0,98.0
27709,98.0,101.0
27710,96.0,90.0
27711,90.0,84.0
27712,84.0,81.0
27713,81.0,81.0
27714,81.0,101.0
27715,42.0,40.0
27716,40.0,21.0
27717,21.0,6.0
27718,6.0,3.0
27719,3.0,2.0
27720,2.0,2.0
27721,2.0,2.0
27722,2.0,2.0
27723,2.0,2.0
27724,2.0,1.0
27725,1.0,1.0
27726,1.0,2.0
27727,2.0,2.0
27728,2.0,2.0
27729,2.0,2.0
27730,2.0,2.0
27731,2.0,4.0
27732,4.0,4.0
27733,4.0,12.0
27734,12.0,19.0
27735,19.0,27.0
27736,27.0,34.0
27737,34.0,47.0
27738,47.0,101.0
27739,89.0,101.0
27740,84.0,79.0
27741,79.0,68.0
27742,68.0,63.0
27743,63.0,63.0
27744,63.0,67.0
27745,67.0,63.0
27746,63.0,81.0
27747,81.0,81.0
27748,81.0,92.0
27749,92.0,100.0
27750,100.0,101.0
27751,99.0,99.0
27752,99.0,99.0
27753,99.0,99.0
27754,99.0,101.0
27755,68.0,43.0
27756,43.0,43.0
27757,43.0,52.0
27758,52.0,59.0
27759,59.0,58.0
27760,58.0,63.0
27761,63.0,64.0
27762,64.0,67.0
27763,67.0,72.0
27764,72.0,89.0
27765,89.0,98.0
27766,98.0,101.0
27767,69.0,81.0
27768,81.0,88.0
27769,88.0,91.0
27770,91.0,88.0
27771,88.0,88.0
27772,88.0,90.0
27773,90.0,86.0
27774,86.0,94.0
27775,94.0,99.0
