,diff_0,diff_1,diff_2,diff_3,diff_4,target
535,79.0,73.0,70.0,57.0,50.0,31.0
536,73.0,70.0,57.0,50.0,31.0,26.0
537,70.0,57.0,50.0,31.0,26.0,20.0
538,57.0,50.0,31.0,26.0,20.0,22.0
539,85.0,80.0,78.0,82.0,84.0,83.0
540,80.0,78.0,82.0,84.0,83.0,78.0
541,100.0,96.0,94.0,83.0,81.0,77.0
542,85.0,84.0,88.0,86.0,84.0,74.0
543,92.0,84.0,86.0,85.0,85.0,101.0
544,91.0,71.0,65.0,63.0,55.0,55.0
545,71.0,65.0,63.0,55.0,55.0,51.0
546,65.0,63.0,55.0,55.0,51.0,53.0
547,63.0,55.0,55.0,51.0,53.0,53.0
548,55.0,55.0,51.0,53.0,53.0,50.0
549,55.0,51.0,37.0,34.0,32.0,23.0
550,51.0,37.0,34.0,32.0,23.0,12.0
551,37.0,34.0,32.0,23.0,12.0,5.0
552,34.0,32.0,23.0,12.0,5.0,8.0
553,32.0,23.0,12.0,5.0,8.0,5.0
554,23.0,12.0,5.0,8.0,5.0,5.0
555,12.0,5.0,8.0,5.0,5.0,5.0
556,5.0,8.0,5.0,5.0,5.0,4.0
557,8.0,5.0,5.0,5.0,4.0,4.0
558,5.0,5.0,5.0,4.0,4.0,5.0
559,5.0,5.0,4.0,4.0,5.0,4.0
560,5.0,4.0,4.0,5.0,4.0,6.0
561,91.0,84.0,74.0,64.0,66.0,68.0
562,84.0,74.0,64.0,66.0,68.0,71.0
563,74.0,64.0,66.0,68.0,71.0,64.0
564,64.0,66.0,68.0,71.0,64.0,59.0
565,83.0,58.0,34.0,22.0,19.0,17.0
566,58.0,34.0,22.0,19.0,17.0,15.0
567,82.0,80.0,71.0,60.0,64.0,76.0
568,80.0,71.0,60.0,64.0,76.0,87.0
569,71.0,60.0,64.0,76.0,87.0,101.0
570,37.0,36.0,40.0,43.0,40.0,43.0
571,36.0,40.0,43.0,40.0,43.0,41.0
572,40.0,43.0,40.0,43.0,41.0,42.0
573,43.0,40.0,43.0,41.0,42.0,47.0
574,40.0,43.0,41.0,42.0,47.0,101.0
575,97.0,97.0,80.0,76.0,77.0,76.0
576,97.0,80.0,76.0,77.0,76.0,73.0
577,80.0,76.0,77.0,76.0,73.0,70.0
578,76.0,77.0,76.0,73.0,70.0,74.0
579,77.0,76.0,73.0,70.0,74.0,78.0
580,76.0,73.0,70.0,74.0,78.0,81.0
581,73.0,70.0,74.0,78.0,81.0,82.0
582,70.0,74.0,78.0,81.0,82.0,81.0
583,13.0,14.0,17.0,16.0,15.0,21.0
584,14.0,17.0,16.0,15.0,21.0,27.0
585,17.0,16.0,15.0,21.0,27.0,32.0
586,16.0,15.0,21.0,27.0,32.0,34.0
587,15.0,21.0,27.0,32.0,34.0,41.0
588,21.0,27.0,32.0,34.0,41.0,48.0
589,27.0,32.0,34.0,41.0,48.0,101.0
590,75.0,60.0,57.0,36.0,37.0,34.0
591,60.0,57.0,36.0,37.0,34.0,26.0
592,57.0,36.0,37.0,34.0,26.0,22.0
593,36.0,37.0,34.0,26.0,22.0,17.0
594,37.0,34.0,26.0,22.0,17.0,15.0
595,34.0,26.0,22.0,17.0,15.0,12.0
596,26.0,22.0,17.0,15.0,12.0,14.0
597,22.0,17.0,15.0,12.0,14.0,16.0
598,17.0,15.0,12.0,14.0,16.0,15.0
599,15.0,12.0,14.0,16.0,15.0,14.0
600,12.0,14.0,16.0,15.0,14.0,14.0
601,14.0,16.0,15.0,14.0,14.0,16.0
602,81.0,64.0,55.0,53.0,53.0,48.0
603,64.0,55.0,53.0,53.0,48.0,45.0
604,55.0,53.0,53.0,48.0,45.0,28.0
605,53.0,53.0,48.0,45.0,28.0,27.0
606,53.0,48.0,45.0,28.0,27.0,33.0
607,48.0,45.0,28.0,27.0,33.0,27.0
608,45.0,28.0,27.0,33.0,27.0,24.0
609,28.0,27.0,33.0,27.0,24.0,21.0
610,46.0,55.0,50.0,44.0,49.0,51.0
611,55.0,50.0,44.0,49.0,51.0,53.0
612,50.0,44.0,49.0,51.0,53.0,77.0
613,44.0,49.0,51.0,53.0,77.0,101.0
614,96.0,94.0,72.0,33.0,21.0,14.0
615,32.0,32.0,31.0,26.0,28.0,35.0
616,32.0,31.0,26.0,28.0,35.0,38.0
617,31.0,26.0,28.0,35.0,38.0,43.0
618,26.0,28.0,35.0,38.0,43.0,54.0
619,28.0,35.0,38.0,43.0,54.0,63.0
620,35.0,38.0,43.0,54.0,63.0,72.0
621,38.0,43.0,54.0,63.0,72.0,79.0
622,43.0,54.0,63.0,72.0,79.0,87.0
623,54.0,63.0,72.0,79.0,87.0,101.0
624,1.0,7.0,6.0,6.0,6.0,6.0
625,7.0,6.0,6.0,6.0,6.0,6.0
626,6.0,6.0,6.0,6.0,6.0,8.0
627,6.0,6.0,6.0,6.0,8.0,4.0
628,92.0,93.0,93.0,100.0,89.0,89.0
629,93.0,93.0,100.0,89.0,89.0,91.0
630,93.0,100.0,89.0,89.0,91.0,92.0
631,100.0,89.0,89.0,91.0,92.0,100.0
632,89.0,89.0,91.0,92.0,100.0,101.0
633,92.0,82.0,83.0,85.0,75.0,70.0
634,82.0,83.0,85.0,75.0,70.0,67.0
635,94.0,79.0,83.0,83.0,76.0,82.0
636,79.0,83.0,83.0,76.0,82.0,59.0
637,83.0,83.0,76.0,82.0,59.0,62.0
638,83.0,76.0,82.0,59.0,62.0,67.0
639,76.0,82.0,59.0,62.0,67.0,61.0
640,82.0,59.0,62.0,67.0,61.0,64.0
641,59.0,62.0,67.0,61.0,64.0,59.0
642,62.0,67.0,61.0,64.0,59.0,62.0
643,67.0,61.0,64.0,59.0,62.0,59.0
644,61.0,64.0,59.0,62.0,59.0,54.0
645,88.0,94.0,79.0,66.0,78.0,91.0
646,94.0,79.0,66.0,78.0,91.0,94.0
647,79.0,66.0,78.0,91.0,94.0,101.0
648,29.0,26.0,20.0,22.0,13.0,11.0
649,26.0,20.0,22.0,13.0,11.0,8.0
650,20.0,22.0,13.0,11.0,8.0,6.0
651,22.0,13.0,11.0,8.0,6.0,9.0
652,13.0,11.0,8.0,6.0,9.0,9.0
653,11.0,8.0,6.0,9.0,9.0,9.0
654,8.0,6.0,9.0,9.0,9.0,10.0
655,6.0,9.0,9.0,9.0,10.0,13.0
656,9.0,9.0,9.0,10.0,13.0,14.0
657,9.0,9.0,10.0,13.0,14.0,17.0
658,9.0,10.0,13.0,14.0,17.0,16.0
659,10.0,13.0,14.0,17.0,16.0,20.0
660,9.0,6.0,6.0,7.0,6.0,5.0
661,6.0,6.0,7.0,6.0,5.0,7.0
662,6.0,7.0,6.0,5.0,7.0,8.0
663,7.0,6.0,5.0,7.0,8.0,15.0
664,6.0,5.0,7.0,8.0,15.0,18.0
665,5.0,7.0,8.0,15.0,18.0,17.0
666,7.0,8.0,15.0,18.0,17.0,20.0
667,8.0,15.0,18.0,17.0,20.0,26.0
668,15.0,18.0,17.0,20.0,26.0,35.0
669,18.0,17.0,20.0,26.0,35.0,45.0
670,17.0,20.0,26.0,35.0,45.0,48.0
671,20.0,26.0,35.0,45.0,48.0,101.0
672,93.0,90.0,95.0,90.0,89.0,83.0
673,30.0,28.0,26.0,32.0,30.0,26.0
674,28.0,26.0,32.0,30.0,26.0,23.0
675,26.0,32.0,30.0,26.0,23.0,27.0
676,32.0,30.0,26.0,23.0,27.0,27.0
677,30.0,26.0,23.0,27.0,27.0,29.0
678,26.0,23.0,27.0,27.0,29.0,30.0
679,23.0,27.0,27.0,29.0,30.0,27.0
680,27.0,27.0,29.0,30.0,27.0,32.0
681,27.0,29.0,30.0,27.0,32.0,30.0
682,29.0,30.0,27.0,32.0,30.0,37.0
683,30.0,27.0,32.0,30.0,37.0,38.0
684,27.0,32.0,30.0,37.0,38.0,42.0
685,41.0,42.0,41.0,30.0,36.0,38.0
686,42.0,41.0,30.0,36.0,38.0,37.0
687,41.0,30.0,36.0,38.0,37.0,41.0
688,30.0,36.0,38.0,37.0,41.0,45.0
689,36.0,38.0,37.0,41.0,45.0,45.0
690,38.0,37.0,41.0,45.0,45.0,44.0
691,37.0,41.0,45.0,45.0,44.0,45.0
692,41.0,45.0,45.0,44.0,45.0,49.0
693,45.0,45.0,44.0,45.0,49.0,101.0
694,100.0,88.0,82.0,79.0,71.0,70.0
695,88.0,82.0,79.0,71.0,70.0,62.0
696,82.0,79.0,71.0,70.0,62.0,64.0
697,79.0,71.0,70.0,62.0,64.0,60.0
698,71.0,70.0,62.0,64.0,60.0,55.0
699,81.0,70.0,66.0,62.0,43.0,53.0
700,70.0,66.0,62.0,43.0,53.0,52.0
701,66.0,62.0,43.0,53.0,52.0,72.0
702,62.0,43.0,53.0,52.0,72.0,87.0
703,43.0,53.0,52.0,72.0,87.0,96.0
704,100.0,87.0,78.0,68.0,61.0,59.0
705,87.0,78.0,68.0,61.0,59.0,54.0
706,78.0,68.0,61.0,59.0,54.0,43.0
707,95.0,90.0,77.0,80.0,74.0,67.0
708,90.0,77.0,80.0,74.0,67.0,77.0
709,77.0,80.0,74.0,67.0,77.0,83.0
710,80.0,74.0,67.0,77.0,83.0,80.0
711,74.0,67.0,77.0,83.0,80.0,84.0
712,67.0,77.0,83.0,80.0,84.0,86.0
713,77.0,83.0,80.0,84.0,86.0,93.0
714,83.0,80.0,84.0,86.0,93.0,99.0
715,80.0,84.0,86.0,93.0,99.0,95.0
716,84.0,86.0,93.0,99.0,95.0,99.0
717,86.0,93.0,99.0,95.0,99.0,101.0
718,2.0,2.0,2.0,2.0,1.0,1.0
719,2.0,2.0,2.0,1.0,1.0,1.0
720,2.0,2.0,1.0,1.0,1.0,2.0
721,2.0,1.0,1.0,1.0,2.0,3.0
722,1.0,1.0,1.0,2.0,3.0,3.0
723,1.0,1.0,2.0,3.0,3.0,4.0
724,1.0,2.0,3.0,3.0,4.0,4.0
725,2.0,3.0,3.0,4.0,4.0,5.0
726,3.0,3.0,4.0,4.0,5.0,8.0
727,3.0,4.0,4.0,5.0,8.0,8.0
728,4.0,4.0,5.0,8.0,8.0,11.0
729,4.0,5.0,8.0,8.0,11.0,13.0
730,61.0,77.0,66.0,50.0,38.0,46.0
731,77.0,66.0,50.0,38.0,46.0,42.0
732,66.0,50.0,38.0,46.0,42.0,37.0
733,50.0,38.0,46.0,42.0,37.0,37.0
734,38.0,46.0,42.0,37.0,37.0,37.0
735,46.0,42.0,37.0,37.0,37.0,41.0
736,42.0,37.0,37.0,37.0,41.0,41.0
737,37.0,37.0,37.0,41.0,41.0,42.0
738,37.0,37.0,41.0,41.0,42.0,47.0
739,37.0,41.0,41.0,42.0,47.0,61.0
740,41.0,41.0,42.0,47.0,61.0,77.0
741,41.0,42.0,47.0,61.0,77.0,75.0
742,59.0,58.0,64.0,61.0,55.0,54.0
743,58.0,64.0,61.0,55.0,54.0,46.0
744,64.0,61.0,55.0,54.0,46.0,50.0
745,61.0,55.0,54.0,46.0,50.0,65.0
746,55.0,54.0,46.0,50.0,65.0,71.0
747,54.0,46.0,50.0,65.0,71.0,76.0
748,46.0,50.0,65.0,71.0,76.0,101.0
749,7.0,9.0,8.0,6.0,7.0,8.0
750,9.0,8.0,6.0,7.0,8.0,6.0
751,8.0,6.0,7.0,8.0,6.0,11.0
752,6.0,7.0,8.0,6.0,11.0,11.0
753,7.0,8.0,6.0,11.0,11.0,10.0
754,8.0,6.0,11.0,11.0,10.0,13.0
755,6.0,11.0,11.0,10.0,13.0,16.0
756,11.0,11.0,10.0,13.0,16.0,17.0
757,11.0,10.0,13.0,16.0,17.0,17.0
758,10.0,13.0,16.0,17.0,17.0,20.0
759,13.0,16.0,17.0,17.0,20.0,22.0
760,16.0,17.0,17.0,20.0,22.0,23.0
761,28.0,19.0,13.0,9.0,5.0,4.0
762,19.0,13.0,9.0,5.0,4.0,4.0
763,13.0,9.0,5.0,4.0,4.0,3.0
764,9.0,5.0,4.0,4.0,3.0,4.0
765,5.0,4.0,4.0,3.0,4.0,2.0
766,4.0,4.0,3.0,4.0,2.0,3.0
767,4.0,3.0,4.0,2.0,3.0,3.0
768,3.0,4.0,2.0,3.0,3.0,3.0
769,4.0,2.0,3.0,3.0,3.0,3.0
770,2.0,3.0,3.0,3.0,3.0,4.0
771,3.0,3.0,3.0,3.0,4.0,5.0
772,3.0,3.0,3.0,4.0,5.0,7.0
773,87.0,68.0,58.0,54.0,60.0,57.0
774,68.0,58.0,54.0,60.0,57.0,56.0
775,58.0,54.0,60.0,57.0,56.0,47.0
776,54.0,60.0,57.0,56.0,47.0,45.0
777,60.0,57.0,56.0,47.0,45.0,44.0
778,57.0,56.0,47.0,45.0,44.0,51.0
779,56.0,47.0,45.0,44.0,51.0,63.0
780,47.0,45.0,44.0,51.0,63.0,68.0
781,6.0,26.0,31.0,32.0,30.0,29.0
782,26.0,31.0,32.0,30.0,29.0,31.0
783,31.0,32.0,30.0,29.0,31.0,33.0
784,32.0,30.0,29.0,31.0,33.0,36.0
785,98.0,92.0,88.0,93.0,92.0,90.0
786,92.0,88.0,93.0,92.0,90.0,64.0
787,62.0,65.0,62.0,69.0,68.0,66.0
788,65.0,62.0,69.0,68.0,66.0,66.0
789,62.0,69.0,68.0,66.0,66.0,74.0
790,69.0,68.0,66.0,66.0,74.0,87.0
791,68.0,66.0,66.0,74.0,87.0,97.0
792,66.0,66.0,74.0,87.0,97.0,101.0
793,6.0,7.0,9.0,11.0,11.0,14.0
794,7.0,9.0,11.0,11.0,14.0,18.0
795,9.0,11.0,11.0,14.0,18.0,21.0
796,11.0,11.0,14.0,18.0,21.0,23.0
797,11.0,14.0,18.0,21.0,23.0,25.0
798,14.0,18.0,21.0,23.0,25.0,27.0
799,18.0,21.0,23.0,25.0,27.0,22.0
800,21.0,23.0,25.0,27.0,22.0,21.0
801,23.0,25.0,27.0,22.0,21.0,24.0
802,25.0,27.0,22.0,21.0,24.0,25.0
803,27.0,22.0,21.0,24.0,25.0,28.0
804,22.0,21.0,24.0,25.0,28.0,33.0
805,88.0,81.0,76.0,73.0,69.0,51.0
806,86.0,74.0,69.0,64.0,68.0,57.0
807,74.0,69.0,64.0,68.0,57.0,53.0
808,73.0,76.0,85.0,84.0,79.0,101.0
809,27.0,31.0,29.0,27.0,35.0,39.0
810,31.0,29.0,27.0,35.0,39.0,101.0
811,56.0,67.0,67.0,68.0,61.0,80.0
812,67.0,67.0,68.0,61.0,80.0,101.0
813,57.0,54.0,58.0,63.0,65.0,73.0
814,54.0,58.0,63.0,65.0,73.0,77.0
815,58.0,63.0,65.0,73.0,77.0,84.0
816,63.0,65.0,73.0,77.0,84.0,95.0
817,65.0,73.0,77.0,84.0,95.0,92.0
818,73.0,77.0,84.0,95.0,92.0,101.0
819,26.0,27.0,19.0,19.0,27.0,29.0
820,27.0,19.0,19.0,27.0,29.0,28.0
821,19.0,19.0,27.0,29.0,28.0,39.0
822,19.0,27.0,29.0,28.0,39.0,38.0
823,27.0,29.0,28.0,39.0,38.0,47.0
824,29.0,28.0,39.0,38.0,47.0,101.0
825,85.0,86.0,85.0,88.0,64.0,74.0
826,86.0,85.0,88.0,64.0,74.0,77.0
827,85.0,88.0,64.0,74.0,77.0,91.0
828,88.0,64.0,74.0,77.0,91.0,89.0
829,64.0,74.0,77.0,91.0,89.0,98.0
830,74.0,77.0,91.0,89.0,98.0,91.0
831,77.0,91.0,89.0,98.0,91.0,101.0
832,98.0,92.0,93.0,90.0,72.0,72.0
833,92.0,93.0,90.0,72.0,72.0,72.0
834,93.0,90.0,72.0,72.0,72.0,71.0
835,90.0,72.0,72.0,72.0,71.0,63.0
836,72.0,72.0,72.0,71.0,63.0,60.0
837,72.0,72.0,71.0,63.0,60.0,75.0
838,72.0,71.0,63.0,60.0,75.0,91.0
839,71.0,63.0,60.0,75.0,91.0,101.0
840,4.0,5.0,5.0,5.0,8.0,10.0
841,5.0,5.0,5.0,8.0,10.0,10.0
842,5.0,5.0,8.0,10.0,10.0,17.0
843,5.0,8.0,10.0,10.0,17.0,21.0
844,8.0,10.0,10.0,17.0,21.0,23.0
845,10.0,10.0,17.0,21.0,23.0,25.0
846,10.0,17.0,21.0,23.0,25.0,25.0
847,17.0,21.0,23.0,25.0,25.0,29.0
848,21.0,23.0,25.0,25.0,29.0,34.0
849,23.0,25.0,25.0,29.0,34.0,36.0
850,25.0,25.0,29.0,34.0,36.0,37.0
851,25.0,29.0,34.0,36.0,37.0,41.0
852,78.0,55.0,54.0,47.0,41.0,41.0
853,55.0,54.0,47.0,41.0,41.0,35.0
854,54.0,47.0,41.0,41.0,35.0,29.0
855,47.0,41.0,41.0,35.0,29.0,29.0
856,41.0,41.0,35.0,29.0,29.0,20.0
857,41.0,35.0,29.0,29.0,20.0,14.0
858,35.0,29.0,29.0,20.0,14.0,18.0
859,29.0,29.0,20.0,14.0,18.0,23.0
860,29.0,20.0,14.0,18.0,23.0,28.0
861,20.0,14.0,18.0,23.0,28.0,34.0
862,14.0,18.0,23.0,28.0,34.0,50.0
863,18.0,23.0,28.0,34.0,50.0,58.0
864,38.0,39.0,49.0,49.0,49.0,101.0
865,35.0,35.0,45.0,45.0,47.0,101.0
866,23.0,22.0,24.0,15.0,14.0,16.0
867,22.0,24.0,15.0,14.0,16.0,17.0
868,24.0,15.0,14.0,16.0,17.0,19.0
869,15.0,14.0,16.0,17.0,19.0,24.0
870,14.0,16.0,17.0,19.0,24.0,34.0
871,16.0,17.0,19.0,24.0,34.0,39.0
872,17.0,19.0,24.0,34.0,39.0,42.0
873,19.0,24.0,34.0,39.0,42.0,44.0
874,24.0,34.0,39.0,42.0,44.0,46.0
875,34.0,39.0,42.0,44.0,46.0,49.0
876,39.0,42.0,44.0,46.0,49.0,45.0
877,42.0,44.0,46.0,49.0,45.0,49.0
878,91.0,80.0,69.0,66.0,58.0,60.0
879,18.0,23.0,22.0,18.0,21.0,28.0
880,23.0,22.0,18.0,21.0,28.0,34.0
881,22.0,18.0,21.0,28.0,34.0,34.0
882,18.0,21.0,28.0,34.0,34.0,35.0
883,21.0,28.0,34.0,34.0,35.0,38.0
884,28.0,34.0,34.0,35.0,38.0,46.0
885,34.0,34.0,35.0,38.0,46.0,46.0
886,34.0,35.0,38.0,46.0,46.0,101.0
887,9.0,7.0,4.0,1.0,1.0,1.0
888,7.0,4.0,1.0,1.0,1.0,1.0
889,4.0,1.0,1.0,1.0,1.0,1.0
890,1.0,1.0,1.0,1.0,1.0,1.0
891,1.0,1.0,1.0,1.0,1.0,1.0
892,69.0,72.0,97.0,98.0,82.0,70.0
893,72.0,97.0,98.0,82.0,70.0,60.0
894,97.0,98.0,82.0,70.0,60.0,57.0
895,98.0,82.0,70.0,60.0,57.0,54.0
896,82.0,70.0,60.0,57.0,54.0,55.0
897,70.0,60.0,57.0,54.0,55.0,50.0
898,60.0,57.0,54.0,55.0,50.0,43.0
899,57.0,54.0,55.0,50.0,43.0,38.0
900,54.0,55.0,50.0,43.0,38.0,32.0
901,55.0,50.0,43.0,38.0,32.0,32.0
902,50.0,43.0,38.0,32.0,32.0,31.0
903,85.0,88.0,80.0,67.0,58.0,58.0
904,88.0,80.0,67.0,58.0,58.0,23.0
905,80.0,67.0,58.0,58.0,23.0,36.0
906,67.0,58.0,58.0,23.0,36.0,34.0
