,diff_0,diff_1,diff_2,diff_3,diff_4,target
152,43.0,41.0,26.0,22.0,22.0,18.0
153,41.0,26.0,22.0,22.0,18.0,14.0
154,26.0,22.0,22.0,18.0,14.0,11.0
155,22.0,22.0,18.0,14.0,11.0,10.0
156,22.0,18.0,14.0,11.0,10.0,9.0
157,18.0,14.0,11.0,10.0,9.0,10.0
158,14.0,11.0,10.0,9.0,10.0,9.0
159,11.0,10.0,9.0,10.0,9.0,9.0
160,10.0,9.0,10.0,9.0,9.0,9.0
161,9.0,10.0,9.0,9.0,9.0,11.0
162,15.0,15.0,21.0,24.0,24.0,27.0
163,15.0,21.0,24.0,24.0,27.0,32.0
164,21.0,24.0,24.0,27.0,32.0,35.0
165,24.0,24.0,27.0,32.0,35.0,42.0
166,24.0,27.0,32.0,35.0,42.0,42.0
167,27.0,32.0,35.0,42.0,42.0,32.0
168,32.0,35.0,42.0,42.0,32.0,38.0
169,35.0,42.0,42.0,32.0,38.0,39.0
170,42.0,42.0,32.0,38.0,39.0,45.0
171,42.0,32.0,38.0,39.0,45.0,50.0
172,32.0,38.0,39.0,45.0,50.0,101.0
173,81.0,97.0,91.0,92.0,87.0,71.0
174,97.0,91.0,92.0,87.0,71.0,39.0
175,79.0,84.0,76.0,71.0,85.0,96.0
176,84.0,76.0,71.0,85.0,96.0,97.0
177,76.0,71.0,85.0,96.0,97.0,101.0
178,99.0,91.0,84.0,78.0,69.0,69.0
179,91.0,84.0,78.0,69.0,69.0,68.0
180,84.0,78.0,69.0,69.0,68.0,69.0
181,78.0,69.0,69.0,68.0,69.0,62.0
182,69.0,69.0,68.0,69.0,62.0,62.0
183,69.0,68.0,69.0,62.0,62.0,60.0
184,68.0,69.0,62.0,62.0,60.0,60.0
185,69.0,62.0,62.0,60.0,60.0,55.0
186,62.0,62.0,60.0,60.0,55.0,56.0
187,31.0,30.0,27.0,23.0,25.0,30.0
188,30.0,27.0,23.0,25.0,30.0,40.0
189,27.0,23.0,25.0,30.0,40.0,47.0
190,23.0,25.0,30.0,40.0,47.0,67.0
191,25.0,30.0,40.0,47.0,67.0,70.0
192,30.0,40.0,47.0,67.0,70.0,75.0
193,40.0,47.0,67.0,70.0,75.0,101.0
194,94.0,85.0,80.0,74.0,68.0,62.0
195,89.0,92.0,75.0,73.0,73.0,79.0
196,92.0,75.0,73.0,73.0,79.0,68.0
197,75.0,73.0,73.0,79.0,68.0,90.0
198,73.0,73.0,79.0,68.0,90.0,93.0
199,73.0,79.0,68.0,90.0,93.0,98.0
200,79.0,68.0,90.0,93.0,98.0,100.0
201,68.0,90.0,93.0,98.0,100.0,101.0
202,86.0,87.0,97.0,76.0,75.0,75.0
203,87.0,97.0,76.0,75.0,75.0,71.0
204,97.0,76.0,75.0,75.0,71.0,66.0
205,76.0,75.0,75.0,71.0,66.0,66.0
206,75.0,75.0,71.0,66.0,66.0,58.0
207,75.0,71.0,66.0,66.0,58.0,60.0
208,71.0,66.0,66.0,58.0,60.0,69.0
209,66.0,66.0,58.0,60.0,69.0,101.0
210,25.0,21.0,25.0,25.0,23.0,24.0
211,21.0,25.0,25.0,23.0,24.0,25.0
212,25.0,25.0,23.0,24.0,25.0,26.0
213,25.0,23.0,24.0,25.0,26.0,30.0
214,23.0,24.0,25.0,26.0,30.0,30.0
215,24.0,25.0,26.0,30.0,30.0,35.0
216,25.0,26.0,30.0,30.0,35.0,39.0
217,26.0,30.0,30.0,35.0,39.0,38.0
218,30.0,30.0,35.0,39.0,38.0,41.0
219,30.0,35.0,39.0,38.0,41.0,43.0
220,35.0,39.0,38.0,41.0,43.0,44.0
221,39.0,38.0,41.0,43.0,44.0,45.0
222,81.0,76.0,63.0,54.0,31.0,25.0
223,20.0,20.0,18.0,21.0,17.0,13.0
224,20.0,18.0,21.0,17.0,13.0,15.0
225,18.0,21.0,17.0,13.0,15.0,16.0
226,21.0,17.0,13.0,15.0,16.0,19.0
227,17.0,13.0,15.0,16.0,19.0,17.0
228,13.0,15.0,16.0,19.0,17.0,16.0
229,15.0,16.0,19.0,17.0,16.0,17.0
230,16.0,19.0,17.0,16.0,17.0,19.0
231,19.0,17.0,16.0,17.0,19.0,19.0
232,17.0,16.0,17.0,19.0,19.0,21.0
233,16.0,17.0,19.0,19.0,21.0,23.0
234,17.0,19.0,19.0,21.0,23.0,24.0
235,68.0,57.0,52.0,48.0,39.0,36.0
236,57.0,52.0,48.0,39.0,36.0,31.0
237,52.0,48.0,39.0,36.0,31.0,33.0
238,48.0,39.0,36.0,31.0,33.0,39.0
239,39.0,36.0,31.0,33.0,39.0,21.0
240,36.0,31.0,33.0,39.0,21.0,18.0
241,31.0,33.0,39.0,21.0,18.0,13.0
242,33.0,39.0,21.0,18.0,13.0,18.0
243,39.0,21.0,18.0,13.0,18.0,18.0
244,21.0,18.0,13.0,18.0,18.0,22.0
245,18.0,13.0,18.0,18.0,22.0,25.0
246,13.0,18.0,18.0,22.0,25.0,26.0
247,76.0,89.0,82.0,72.0,70.0,101.0
248,94.0,69.0,62.0,61.0,59.0,61.0
249,69.0,62.0,61.0,59.0,61.0,52.0
250,62.0,61.0,59.0,61.0,52.0,54.0
251,61.0,59.0,61.0,52.0,54.0,49.0
252,59.0,61.0,52.0,54.0,49.0,44.0
253,61.0,52.0,54.0,49.0,44.0,40.0
254,52.0,54.0,49.0,44.0,40.0,35.0
255,12.0,17.0,23.0,14.0,20.0,25.0
256,17.0,23.0,14.0,20.0,25.0,29.0
257,23.0,14.0,20.0,25.0,29.0,31.0
258,14.0,20.0,25.0,29.0,31.0,32.0
259,20.0,25.0,29.0,31.0,32.0,36.0
260,25.0,29.0,31.0,32.0,36.0,33.0
261,29.0,31.0,32.0,36.0,33.0,34.0
262,31.0,32.0,36.0,33.0,34.0,40.0
263,32.0,36.0,33.0,34.0,40.0,40.0
264,36.0,33.0,34.0,40.0,40.0,48.0
265,33.0,34.0,40.0,40.0,48.0,49.0
266,34.0,40.0,40.0,48.0,49.0,101.0
267,53.0,48.0,51.0,46.0,44.0,44.0
268,48.0,51.0,46.0,44.0,44.0,39.0
269,51.0,46.0,44.0,44.0,39.0,40.0
270,46.0,44.0,44.0,39.0,40.0,44.0
271,44.0,44.0,39.0,40.0,44.0,39.0
272,44.0,39.0,40.0,44.0,39.0,43.0
273,39.0,40.0,44.0,39.0,43.0,37.0
274,40.0,44.0,39.0,43.0,37.0,36.0
275,44.0,39.0,43.0,37.0,36.0,26.0
276,39.0,43.0,37.0,36.0,26.0,30.0
277,43.0,37.0,36.0,26.0,30.0,26.0
278,37.0,36.0,26.0,30.0,26.0,29.0
279,24.0,33.0,35.0,39.0,50.0,53.0
280,33.0,35.0,39.0,50.0,53.0,51.0
281,35.0,39.0,50.0,53.0,51.0,89.0
282,39.0,50.0,53.0,51.0,89.0,101.0
283,100.0,70.0,66.0,62.0,54.0,52.0
284,70.0,66.0,62.0,54.0,52.0,56.0
285,66.0,62.0,54.0,52.0,56.0,56.0
286,62.0,54.0,52.0,56.0,56.0,58.0
287,54.0,52.0,56.0,56.0,58.0,65.0
288,52.0,56.0,56.0,58.0,65.0,77.0
289,56.0,56.0,58.0,65.0,77.0,97.0
290,56.0,58.0,65.0,77.0,97.0,101.0
291,65.0,66.0,65.0,56.0,54.0,61.0
292,66.0,65.0,56.0,54.0,61.0,74.0
293,65.0,56.0,54.0,61.0,74.0,93.0
294,56.0,54.0,61.0,74.0,93.0,101.0
295,54.0,63.0,74.0,75.0,72.0,92.0
296,63.0,74.0,75.0,72.0,92.0,101.0
297,86.0,83.0,62.0,62.0,81.0,83.0
298,83.0,62.0,62.0,81.0,83.0,70.0
299,62.0,62.0,81.0,83.0,70.0,84.0
300,62.0,81.0,83.0,70.0,84.0,87.0
301,81.0,83.0,70.0,84.0,87.0,90.0
302,83.0,70.0,84.0,87.0,90.0,101.0
303,77.0,62.0,39.0,42.0,42.0,37.0
304,62.0,39.0,42.0,42.0,37.0,21.0
305,39.0,42.0,42.0,37.0,21.0,7.0
306,42.0,42.0,37.0,21.0,7.0,13.0
307,42.0,37.0,21.0,7.0,13.0,12.0
308,37.0,21.0,7.0,13.0,12.0,11.0
309,21.0,7.0,13.0,12.0,11.0,11.0
310,7.0,13.0,12.0,11.0,11.0,15.0
311,13.0,12.0,11.0,11.0,15.0,13.0
312,12.0,11.0,11.0,15.0,13.0,15.0
313,11.0,11.0,15.0,13.0,15.0,15.0
314,11.0,15.0,13.0,15.0,15.0,17.0
315,76.0,70.0,60.0,58.0,58.0,55.0
316,70.0,60.0,58.0,58.0,55.0,42.0
317,60.0,58.0,58.0,55.0,42.0,44.0
318,58.0,58.0,55.0,42.0,44.0,46.0
319,58.0,55.0,42.0,44.0,46.0,48.0
320,55.0,42.0,44.0,46.0,48.0,56.0
321,42.0,44.0,46.0,48.0,56.0,75.0
322,44.0,46.0,48.0,56.0,75.0,80.0
323,1.0,1.0,1.0,1.0,2.0,2.0
324,1.0,1.0,1.0,2.0,2.0,3.0
325,1.0,1.0,2.0,2.0,3.0,4.0
326,1.0,2.0,2.0,3.0,4.0,5.0
327,2.0,2.0,3.0,4.0,5.0,6.0
328,2.0,3.0,4.0,5.0,6.0,7.0
329,3.0,4.0,5.0,6.0,7.0,8.0
330,4.0,5.0,6.0,7.0,8.0,11.0
331,5.0,6.0,7.0,8.0,11.0,12.0
332,6.0,7.0,8.0,11.0,12.0,16.0
333,7.0,8.0,11.0,12.0,16.0,19.0
334,8.0,11.0,12.0,16.0,19.0,19.0
335,8.0,8.0,7.0,8.0,9.0,6.0
336,8.0,7.0,8.0,9.0,6.0,5.0
337,7.0,8.0,9.0,6.0,5.0,10.0
338,8.0,9.0,6.0,5.0,10.0,12.0
339,9.0,6.0,5.0,10.0,12.0,19.0
340,6.0,5.0,10.0,12.0,19.0,21.0
341,5.0,10.0,12.0,19.0,21.0,26.0
342,10.0,12.0,19.0,21.0,26.0,33.0
343,12.0,19.0,21.0,26.0,33.0,32.0
344,19.0,21.0,26.0,33.0,32.0,39.0
345,21.0,26.0,33.0,32.0,39.0,47.0
346,26.0,33.0,32.0,39.0,47.0,101.0
347,48.0,41.0,42.0,31.0,33.0,31.0
348,41.0,42.0,31.0,33.0,31.0,30.0
349,42.0,31.0,33.0,31.0,30.0,24.0
350,31.0,33.0,31.0,30.0,24.0,25.0
351,33.0,31.0,30.0,24.0,25.0,24.0
352,31.0,30.0,24.0,25.0,24.0,26.0
353,30.0,24.0,25.0,24.0,26.0,23.0
354,24.0,25.0,24.0,26.0,23.0,31.0
355,25.0,24.0,26.0,23.0,31.0,37.0
356,24.0,26.0,23.0,31.0,37.0,41.0
357,26.0,23.0,31.0,37.0,41.0,46.0
358,23.0,31.0,37.0,41.0,46.0,101.0
359,92.0,96.0,96.0,98.0,100.0,101.0
360,98.0,96.0,80.0,88.0,90.0,81.0
361,96.0,80.0,88.0,90.0,81.0,86.0
362,80.0,88.0,90.0,81.0,86.0,86.0
363,88.0,90.0,81.0,86.0,86.0,93.0
364,90.0,81.0,86.0,86.0,93.0,68.0
365,81.0,86.0,86.0,93.0,68.0,84.0
366,86.0,86.0,93.0,68.0,84.0,101.0
367,67.0,61.0,60.0,53.0,51.0,48.0
368,61.0,60.0,53.0,51.0,48.0,44.0
369,60.0,53.0,51.0,48.0,44.0,38.0
370,53.0,51.0,48.0,44.0,38.0,40.0
371,51.0,48.0,44.0,38.0,40.0,43.0
372,48.0,44.0,38.0,40.0,43.0,52.0
373,44.0,38.0,40.0,43.0,52.0,56.0
374,38.0,40.0,43.0,52.0,56.0,63.0
375,40.0,43.0,52.0,56.0,63.0,70.0
376,43.0,52.0,56.0,63.0,70.0,85.0
377,52.0,56.0,63.0,70.0,85.0,91.0
378,56.0,63.0,70.0,85.0,91.0,90.0
379,3.0,3.0,4.0,4.0,4.0,7.0
380,3.0,4.0,4.0,4.0,7.0,9.0
381,4.0,4.0,4.0,7.0,9.0,14.0
382,4.0,4.0,7.0,9.0,14.0,18.0
383,4.0,7.0,9.0,14.0,18.0,16.0
384,7.0,9.0,14.0,18.0,16.0,19.0
385,9.0,14.0,18.0,16.0,19.0,21.0
386,14.0,18.0,16.0,19.0,21.0,24.0
387,18.0,16.0,19.0,21.0,24.0,27.0
388,16.0,19.0,21.0,24.0,27.0,28.0
389,19.0,21.0,24.0,27.0,28.0,34.0
390,21.0,24.0,27.0,28.0,34.0,38.0
391,88.0,73.0,67.0,57.0,58.0,51.0
392,73.0,67.0,57.0,58.0,51.0,44.0
393,71.0,71.0,69.0,64.0,58.0,56.0
394,71.0,69.0,64.0,58.0,56.0,59.0
395,69.0,64.0,58.0,56.0,59.0,73.0
396,64.0,58.0,56.0,59.0,73.0,101.0
397,52.0,46.0,33.0,28.0,22.0,20.0
398,46.0,33.0,28.0,22.0,20.0,24.0
399,33.0,28.0,22.0,20.0,24.0,25.0
400,28.0,22.0,20.0,24.0,25.0,26.0
401,22.0,20.0,24.0,25.0,26.0,28.0
402,20.0,24.0,25.0,26.0,28.0,37.0
403,24.0,25.0,26.0,28.0,37.0,51.0
404,25.0,26.0,28.0,37.0,51.0,61.0
405,26.0,28.0,37.0,51.0,61.0,71.0
406,28.0,37.0,51.0,61.0,71.0,82.0
407,37.0,51.0,61.0,71.0,82.0,88.0
408,51.0,61.0,71.0,82.0,88.0,86.0
409,87.0,81.0,79.0,78.0,72.0,72.0
410,81.0,79.0,78.0,72.0,72.0,67.0
411,79.0,78.0,72.0,72.0,67.0,67.0
412,78.0,72.0,72.0,67.0,67.0,56.0
413,72.0,72.0,67.0,67.0,56.0,52.0
414,74.0,73.0,70.0,65.0,57.0,59.0
415,73.0,70.0,65.0,57.0,59.0,56.0
416,70.0,65.0,57.0,59.0,56.0,68.0
417,65.0,57.0,59.0,56.0,68.0,75.0
418,57.0,59.0,56.0,68.0,75.0,90.0
419,59.0,56.0,68.0,75.0,90.0,99.0
420,56.0,68.0,75.0,90.0,99.0,99.0
421,68.0,75.0,90.0,99.0,99.0,101.0
422,79.0,59.0,48.0,33.0,24.0,15.0
423,59.0,48.0,33.0,24.0,15.0,14.0
424,48.0,33.0,24.0,15.0,14.0,10.0
425,33.0,24.0,15.0,14.0,10.0,11.0
426,24.0,15.0,14.0,10.0,11.0,10.0
427,15.0,14.0,10.0,11.0,10.0,9.0
428,51.0,59.0,59.0,58.0,67.0,67.0
429,59.0,59.0,58.0,67.0,67.0,75.0
430,59.0,58.0,67.0,67.0,75.0,101.0
431,19.0,12.0,15.0,20.0,16.0,15.0
432,12.0,15.0,20.0,16.0,15.0,13.0
433,15.0,20.0,16.0,15.0,13.0,13.0
434,20.0,16.0,15.0,13.0,13.0,16.0
435,16.0,15.0,13.0,13.0,16.0,14.0
436,15.0,13.0,13.0,16.0,14.0,15.0
437,13.0,13.0,16.0,14.0,15.0,19.0
438,13.0,16.0,14.0,15.0,19.0,28.0
439,16.0,14.0,15.0,19.0,28.0,36.0
440,14.0,15.0,19.0,28.0,36.0,47.0
441,15.0,19.0,28.0,36.0,47.0,52.0
442,19.0,28.0,36.0,47.0,52.0,101.0
443,84.0,79.0,68.0,55.0,48.0,57.0
444,79.0,68.0,55.0,48.0,57.0,52.0
445,68.0,55.0,48.0,57.0,52.0,51.0
446,55.0,48.0,57.0,52.0,51.0,64.0
447,48.0,57.0,52.0,51.0,64.0,86.0
448,57.0,52.0,51.0,64.0,86.0,94.0
449,52.0,51.0,64.0,86.0,94.0,101.0
450,69.0,65.0,66.0,73.0,74.0,78.0
451,65.0,66.0,73.0,74.0,78.0,79.0
452,66.0,73.0,74.0,78.0,79.0,69.0
453,14.0,13.0,12.0,13.0,12.0,12.0
454,13.0,12.0,13.0,12.0,12.0,14.0
455,12.0,13.0,12.0,12.0,14.0,20.0
456,13.0,12.0,12.0,14.0,20.0,22.0
457,12.0,12.0,14.0,20.0,22.0,22.0
458,12.0,14.0,20.0,22.0,22.0,23.0
459,14.0,20.0,22.0,22.0,23.0,24.0
460,20.0,22.0,22.0,23.0,24.0,22.0
461,22.0,22.0,23.0,24.0,22.0,23.0
462,22.0,23.0,24.0,22.0,23.0,24.0
463,23.0,24.0,22.0,23.0,24.0,27.0
464,24.0,22.0,23.0,24.0,27.0,32.0
465,58.0,75.0,78.0,88.0,82.0,88.0
466,75.0,78.0,88.0,82.0,88.0,93.0
467,78.0,88.0,82.0,88.0,93.0,101.0
468,17.0,25.0,28.0,33.0,31.0,32.0
469,25.0,28.0,33.0,31.0,32.0,36.0
470,28.0,33.0,31.0,32.0,36.0,36.0
471,33.0,31.0,32.0,36.0,36.0,41.0
472,31.0,32.0,36.0,36.0,41.0,46.0
473,32.0,36.0,36.0,41.0,46.0,49.0
474,36.0,36.0,41.0,46.0,49.0,49.0
475,36.0,41.0,46.0,49.0,49.0,48.0
476,41.0,46.0,49.0,49.0,48.0,101.0
477,98.0,90.0,90.0,87.0,86.0,75.0
478,90.0,90.0,87.0,86.0,75.0,80.0
479,90.0,87.0,86.0,75.0,80.0,75.0
480,87.0,86.0,75.0,80.0,75.0,38.0
481,86.0,75.0,80.0,75.0,38.0,35.0
482,75.0,80.0,75.0,38.0,35.0,52.0
483,80.0,75.0,38.0,35.0,52.0,50.0
484,75.0,38.0,35.0,52.0,50.0,38.0
485,38.0,35.0,52.0,50.0,38.0,35.0
486,35.0,52.0,50.0,38.0,35.0,30.0
487,10.0,10.0,10.0,10.0,10.0,9.0
488,10.0,10.0,10.0,10.0,9.0,11.0
489,10.0,10.0,10.0,9.0,11.0,15.0
490,10.0,10.0,9.0,11.0,15.0,20.0
491,10.0,9.0,11.0,15.0,20.0,27.0
492,9.0,11.0,15.0,20.0,27.0,29.0
493,11.0,15.0,20.0,27.0,29.0,31.0
494,15.0,20.0,27.0,29.0,31.0,37.0
495,20.0,27.0,29.0,31.0,37.0,42.0
496,27.0,29.0,31.0,37.0,42.0,46.0
497,29.0,31.0,37.0,42.0,46.0,41.0
498,31.0,37.0,42.0,46.0,41.0,46.0
499,99.0,89.0,83.0,82.0,86.0,88.0
500,89.0,83.0,82.0,86.0,88.0,85.0
501,83.0,82.0,86.0,88.0,85.0,79.0
502,33.0,37.0,46.0,40.0,45.0,49.0
503,37.0,46.0,40.0,45.0,49.0,48.0
504,46.0,40.0,45.0,49.0,48.0,101.0
505,75.0,86.0,87.0,79.0,67.0,47.0
506,5.0,4.0,3.0,3.0,3.0,3.0
507,4.0,3.0,3.0,3.0,3.0,2.0
508,3.0,3.0,3.0,3.0,2.0,1.0
509,3.0,3.0,3.0,2.0,1.0,2.0
510,3.0,3.0,2.0,1.0,2.0,1.0
511,3.0,2.0,1.0,2.0,1.0,2.0
512,2.0,1.0,2.0,1.0,2.0,2.0
513,1.0,2.0,1.0,2.0,2.0,2.0
514,2.0,1.0,2.0,2.0,2.0,2.0
515,1.0,2.0,2.0,2.0,2.0,2.0
516,2.0,2.0,2.0,2.0,2.0,3.0
517,2.0,2.0,2.0,2.0,3.0,5.0
518,52.0,59.0,53.0,56.0,43.0,35.0
519,59.0,53.0,56.0,43.0,35.0,29.0
520,53.0,56.0,43.0,35.0,29.0,28.0
521,36.0,40.0,36.0,35.0,29.0,19.0
522,40.0,36.0,35.0,29.0,19.0,16.0
523,36.0,35.0,29.0,19.0,16.0,12.0
524,35.0,29.0,19.0,16.0,12.0,10.0
525,29.0,19.0,16.0,12.0,10.0,8.0
526,19.0,16.0,12.0,10.0,8.0,8.0
527,16.0,12.0,10.0,8.0,8.0,7.0
528,12.0,10.0,8.0,8.0,7.0,7.0
529,10.0,8.0,8.0,7.0,7.0,7.0
530,8.0,8.0,7.0,7.0,7.0,7.0
531,8.0,7.0,7.0,7.0,7.0,7.0
532,7.0,7.0,7.0,7.0,7.0,8.0
533,95.0,88.0,79.0,73.0,70.0,57.0
534,88.0,79.0,73.0,70.0,57.0,50.0
