,diff_0,diff_1,diff_2,target
7323,90.0,73.0,63.0,56.0
7324,73.0,63.0,56.0,47.0
7325,63.0,56.0,47.0,44.0
7326,56.0,47.0,44.0,51.0
7327,47.0,44.0,51.0,49.0
7328,44.0,51.0,49.0,47.0
7329,51.0,49.0,47.0,44.0
7330,49.0,47.0,44.0,50.0
7331,47.0,44.0,50.0,56.0
7332,44.0,50.0,56.0,69.0
7333,50.0,56.0,69.0,76.0
7334,56.0,69.0,76.0,84.0
7335,69.0,76.0,84.0,90.0
7336,76.0,84.0,90.0,97.0
7337,84.0,90.0,97.0,101.0
7338,96.0,91.0,86.0,77.0
7339,91.0,86.0,77.0,68.0
7340,86.0,77.0,68.0,71.0
7341,77.0,68.0,71.0,67.0
7342,68.0,71.0,67.0,57.0
7343,71.0,67.0,57.0,50.0
7344,67.0,57.0,50.0,46.0
7345,57.0,50.0,46.0,34.0
7346,50.0,46.0,34.0,30.0
7347,46.0,34.0,30.0,22.0
7348,34.0,30.0,22.0,20.0
7349,30.0,22.0,20.0,16.0
7350,22.0,20.0,16.0,15.0
7351,20.0,16.0,15.0,12.0
7352,16.0,15.0,12.0,12.0
7353,15.0,12.0,12.0,10.0
7354,12.0,12.0,10.0,12.0
7355,12.0,10.0,12.0,12.0
7356,10.0,12.0,12.0,12.0
7357,12.0,12.0,12.0,12.0
7358,12.0,12.0,12.0,17.0
7359,12.0,12.0,17.0,23.0
7360,12.0,17.0,23.0,14.0
7361,17.0,23.0,14.0,20.0
7362,23.0,14.0,20.0,25.0
7363,14.0,20.0,25.0,29.0
7364,20.0,25.0,29.0,31.0
7365,25.0,29.0,31.0,32.0
7366,29.0,31.0,32.0,36.0
7367,31.0,32.0,36.0,33.0
7368,32.0,36.0,33.0,34.0
7369,36.0,33.0,34.0,40.0
7370,33.0,34.0,40.0,40.0
7371,34.0,40.0,40.0,48.0
7372,40.0,40.0,48.0,49.0
7373,40.0,48.0,49.0,101.0
7374,98.0,86.0,76.0,78.0
7375,86.0,76.0,78.0,71.0
7376,76.0,78.0,71.0,60.0
7377,78.0,71.0,60.0,53.0
7378,71.0,60.0,53.0,48.0
7379,60.0,53.0,48.0,51.0
7380,53.0,48.0,51.0,46.0
7381,48.0,51.0,46.0,44.0
7382,51.0,46.0,44.0,44.0
7383,46.0,44.0,44.0,39.0
7384,44.0,44.0,39.0,40.0
7385,44.0,39.0,40.0,44.0
7386,39.0,40.0,44.0,39.0
7387,40.0,44.0,39.0,43.0
7388,44.0,39.0,43.0,37.0
7389,39.0,43.0,37.0,36.0
7390,43.0,37.0,36.0,26.0
7391,37.0,36.0,26.0,30.0
7392,36.0,26.0,30.0,26.0
7393,26.0,30.0,26.0,29.0
7394,19.0,26.0,29.0,23.0
7395,26.0,29.0,23.0,21.0
7396,29.0,23.0,21.0,20.0
7397,23.0,21.0,20.0,23.0
7398,21.0,20.0,23.0,36.0
7399,20.0,23.0,36.0,45.0
7400,23.0,36.0,45.0,60.0
7401,36.0,45.0,60.0,75.0
7402,45.0,60.0,75.0,87.0
7403,60.0,75.0,87.0,93.0
7404,75.0,87.0,93.0,101.0
7405,73.0,79.0,70.0,66.0
7406,79.0,70.0,66.0,59.0
7407,70.0,66.0,59.0,42.0
7408,66.0,59.0,42.0,32.0
7409,59.0,42.0,32.0,24.0
7410,42.0,32.0,24.0,26.0
7411,32.0,24.0,26.0,22.0
7412,24.0,26.0,22.0,18.0
7413,26.0,22.0,18.0,15.0
7414,22.0,18.0,15.0,10.0
7415,18.0,15.0,10.0,8.0
7416,15.0,10.0,8.0,11.0
7417,10.0,8.0,11.0,15.0
7418,8.0,11.0,15.0,15.0
7419,11.0,15.0,15.0,15.0
7420,15.0,15.0,15.0,15.0
7421,15.0,15.0,15.0,16.0
7422,15.0,15.0,16.0,18.0
7423,15.0,16.0,18.0,21.0
7424,16.0,18.0,21.0,28.0
7425,18.0,21.0,28.0,34.0
7426,21.0,28.0,34.0,38.0
7427,28.0,34.0,38.0,45.0
7428,34.0,38.0,45.0,43.0
7429,38.0,45.0,43.0,101.0
7430,64.0,73.0,88.0,91.0
7431,73.0,88.0,91.0,96.0
7432,88.0,91.0,96.0,91.0
7433,91.0,96.0,91.0,92.0
7434,96.0,91.0,92.0,92.0
7435,91.0,92.0,92.0,95.0
7436,92.0,92.0,95.0,101.0
7437,52.0,57.0,70.0,82.0
7438,57.0,70.0,82.0,91.0
7439,70.0,82.0,91.0,100.0
7440,82.0,91.0,100.0,82.0
7441,91.0,100.0,82.0,78.0
7442,100.0,82.0,78.0,70.0
7443,82.0,78.0,70.0,64.0
7444,78.0,70.0,64.0,61.0
7445,70.0,64.0,61.0,58.0
7446,64.0,61.0,58.0,50.0
7447,61.0,58.0,50.0,50.0
7448,58.0,50.0,50.0,42.0
7449,50.0,50.0,42.0,41.0
7450,50.0,42.0,41.0,37.0
7451,42.0,41.0,37.0,36.0
7452,41.0,37.0,36.0,33.0
7453,37.0,36.0,33.0,38.0
7454,36.0,33.0,38.0,41.0
7455,33.0,38.0,41.0,42.0
7456,38.0,41.0,42.0,101.0
7457,95.0,75.0,62.0,78.0
7458,75.0,62.0,78.0,72.0
7459,62.0,78.0,72.0,66.0
7460,78.0,72.0,66.0,54.0
7461,72.0,66.0,54.0,51.0
7462,66.0,54.0,51.0,50.0
7463,54.0,51.0,50.0,61.0
7464,51.0,50.0,61.0,63.0
7465,50.0,61.0,63.0,59.0
7466,61.0,63.0,59.0,61.0
7467,63.0,59.0,61.0,69.0
7468,59.0,61.0,69.0,75.0
7469,61.0,69.0,75.0,77.0
7470,69.0,75.0,77.0,84.0
7471,75.0,77.0,84.0,93.0
7472,77.0,84.0,93.0,101.0
7473,39.0,44.0,38.0,38.0
7474,44.0,38.0,38.0,39.0
7475,38.0,38.0,39.0,42.0
7476,38.0,39.0,42.0,46.0
7477,39.0,42.0,46.0,45.0
7478,42.0,46.0,45.0,101.0
7479,86.0,89.0,85.0,84.0
7480,89.0,85.0,84.0,95.0
7481,85.0,84.0,95.0,95.0
7482,84.0,95.0,95.0,101.0
7483,97.0,85.0,74.0,63.0
7484,85.0,74.0,63.0,57.0
7485,74.0,63.0,57.0,49.0
7486,63.0,57.0,49.0,25.0
7487,57.0,49.0,25.0,32.0
7488,49.0,25.0,32.0,32.0
7489,25.0,32.0,32.0,32.0
7490,32.0,32.0,32.0,35.0
7491,32.0,32.0,35.0,35.0
7492,32.0,35.0,35.0,44.0
7493,35.0,35.0,44.0,53.0
7494,35.0,44.0,53.0,66.0
7495,44.0,53.0,66.0,64.0
7496,53.0,66.0,64.0,75.0
7497,66.0,64.0,75.0,81.0
7498,64.0,75.0,81.0,75.0
7499,75.0,81.0,75.0,101.0
7500,88.0,96.0,83.0,70.0
7501,96.0,83.0,70.0,56.0
7502,83.0,70.0,56.0,37.0
7503,70.0,56.0,37.0,18.0
7504,56.0,37.0,18.0,7.0
7505,37.0,18.0,7.0,4.0
7506,18.0,7.0,4.0,3.0
7507,7.0,4.0,3.0,2.0
7508,4.0,3.0,2.0,1.0
7509,3.0,2.0,1.0,1.0
7510,2.0,1.0,1.0,1.0
7511,1.0,1.0,1.0,1.0
7512,1.0,1.0,1.0,1.0
7513,1.0,1.0,1.0,1.0
7514,1.0,1.0,1.0,1.0
7515,1.0,1.0,1.0,2.0
7516,1.0,1.0,2.0,2.0
7517,1.0,2.0,2.0,2.0
7518,2.0,2.0,2.0,3.0
7519,2.0,2.0,3.0,3.0
7520,2.0,3.0,3.0,5.0
7521,3.0,3.0,5.0,11.0
7522,3.0,5.0,11.0,13.0
7523,5.0,11.0,13.0,16.0
7524,11.0,13.0,16.0,17.0
7525,13.0,16.0,17.0,20.0
7526,16.0,17.0,20.0,22.0
7527,17.0,20.0,22.0,30.0
7528,20.0,22.0,30.0,33.0
7529,22.0,30.0,33.0,35.0
7530,30.0,33.0,35.0,39.0
7531,33.0,35.0,39.0,41.0
7532,35.0,39.0,41.0,44.0
7533,39.0,41.0,44.0,45.0
7534,41.0,44.0,45.0,48.0
7535,44.0,45.0,48.0,44.0
7536,45.0,48.0,44.0,101.0
7537,92.0,84.0,91.0,86.0
7538,84.0,91.0,86.0,83.0
7539,91.0,86.0,83.0,93.0
7540,86.0,83.0,93.0,91.0
7541,83.0,93.0,91.0,87.0
7542,93.0,91.0,87.0,83.0
7543,91.0,87.0,83.0,74.0
7544,87.0,83.0,74.0,85.0
7545,83.0,74.0,85.0,75.0
7546,74.0,85.0,75.0,82.0
7547,85.0,75.0,82.0,84.0
7548,75.0,82.0,84.0,83.0
7549,82.0,84.0,83.0,101.0
7550,87.0,100.0,99.0,101.0
7551,93.0,86.0,92.0,98.0
7552,86.0,92.0,98.0,101.0
7553,96.0,98.0,89.0,80.0
7554,98.0,89.0,80.0,83.0
7555,89.0,80.0,83.0,87.0
7556,80.0,83.0,87.0,81.0
7557,83.0,87.0,81.0,82.0
7558,87.0,81.0,82.0,74.0
7559,81.0,82.0,74.0,78.0
7560,82.0,74.0,78.0,80.0
7561,74.0,78.0,80.0,72.0
7562,78.0,80.0,72.0,63.0
7563,80.0,72.0,63.0,60.0
7564,72.0,63.0,60.0,60.0
7565,63.0,60.0,60.0,57.0
7566,60.0,60.0,57.0,52.0
7567,60.0,57.0,52.0,53.0
7568,57.0,52.0,53.0,47.0
7569,52.0,53.0,47.0,53.0
7570,53.0,47.0,53.0,52.0
7571,47.0,53.0,52.0,101.0
7572,99.0,90.0,87.0,93.0
7573,90.0,87.0,93.0,74.0
7574,87.0,93.0,74.0,85.0
7575,93.0,74.0,85.0,88.0
7576,74.0,85.0,88.0,94.0
7577,85.0,88.0,94.0,85.0
7578,88.0,94.0,85.0,85.0
7579,94.0,85.0,85.0,92.0
7580,85.0,85.0,92.0,100.0
7581,85.0,92.0,100.0,101.0
7582,94.0,85.0,81.0,73.0
7583,85.0,81.0,73.0,71.0
7584,81.0,73.0,71.0,70.0
7585,73.0,71.0,70.0,74.0
7586,71.0,70.0,74.0,76.0
7587,70.0,74.0,76.0,64.0
7588,74.0,76.0,64.0,68.0
7589,76.0,64.0,68.0,68.0
7590,64.0,68.0,68.0,65.0
7591,68.0,68.0,65.0,60.0
7592,68.0,65.0,60.0,56.0
7593,65.0,60.0,56.0,47.0
7594,60.0,56.0,47.0,52.0
7595,56.0,47.0,52.0,54.0
7596,47.0,52.0,54.0,58.0
7597,52.0,54.0,58.0,79.0
7598,54.0,58.0,79.0,101.0
7599,94.0,87.0,77.0,77.0
7600,87.0,77.0,77.0,76.0
7601,77.0,77.0,76.0,76.0
7602,77.0,76.0,76.0,78.0
7603,76.0,76.0,78.0,84.0
7604,76.0,78.0,84.0,101.0
7605,67.0,85.0,82.0,83.0
7606,85.0,82.0,83.0,75.0
7607,82.0,83.0,75.0,67.0
7608,83.0,75.0,67.0,70.0
7609,75.0,67.0,70.0,67.0
7610,67.0,70.0,67.0,70.0
7611,70.0,67.0,70.0,67.0
7612,67.0,70.0,67.0,66.0
7613,70.0,67.0,66.0,81.0
7614,67.0,66.0,81.0,93.0
7615,66.0,81.0,93.0,101.0
7616,61.0,79.0,78.0,67.0
7617,79.0,78.0,67.0,67.0
7618,78.0,67.0,67.0,59.0
7619,67.0,67.0,59.0,59.0
7620,67.0,59.0,59.0,56.0
7621,59.0,59.0,56.0,50.0
7622,59.0,56.0,50.0,50.0
7623,56.0,50.0,50.0,45.0
7624,50.0,50.0,45.0,40.0
7625,50.0,45.0,40.0,38.0
7626,45.0,40.0,38.0,36.0
7627,40.0,38.0,36.0,37.0
7628,38.0,36.0,37.0,52.0
7629,36.0,37.0,52.0,53.0
7630,37.0,52.0,53.0,58.0
7631,52.0,53.0,58.0,53.0
7632,53.0,58.0,53.0,55.0
7633,58.0,53.0,55.0,101.0
7634,40.0,58.0,56.0,55.0
7635,58.0,56.0,55.0,60.0
7636,56.0,55.0,60.0,65.0
7637,55.0,60.0,65.0,83.0
7638,60.0,65.0,83.0,101.0
7639,90.0,77.0,46.0,34.0
7640,77.0,46.0,34.0,22.0
7641,46.0,34.0,22.0,18.0
7642,34.0,22.0,18.0,15.0
7643,22.0,18.0,15.0,14.0
7644,18.0,15.0,14.0,13.0
7645,15.0,14.0,13.0,12.0
7646,14.0,13.0,12.0,14.0
7647,13.0,12.0,14.0,13.0
7648,12.0,14.0,13.0,12.0
7649,14.0,13.0,12.0,12.0
7650,13.0,12.0,12.0,12.0
7651,12.0,12.0,12.0,18.0
7652,12.0,12.0,18.0,22.0
7653,12.0,18.0,22.0,23.0
7654,18.0,22.0,23.0,23.0
7655,22.0,23.0,23.0,22.0
7656,23.0,23.0,22.0,29.0
7657,23.0,22.0,29.0,31.0
7658,22.0,29.0,31.0,37.0
7659,29.0,31.0,37.0,39.0
7660,31.0,37.0,39.0,38.0
7661,37.0,39.0,38.0,37.0
7662,39.0,38.0,37.0,101.0
7663,99.0,76.0,55.0,47.0
7664,76.0,55.0,47.0,28.0
7665,55.0,47.0,28.0,18.0
7666,47.0,28.0,18.0,13.0
7667,28.0,18.0,13.0,11.0
7668,18.0,13.0,11.0,8.0
7669,13.0,11.0,8.0,9.0
7670,11.0,8.0,9.0,10.0
7671,8.0,9.0,10.0,8.0
7672,9.0,10.0,8.0,9.0
7673,10.0,8.0,9.0,8.0
7674,8.0,9.0,8.0,10.0
7675,9.0,8.0,10.0,13.0
7676,8.0,10.0,13.0,17.0
7677,10.0,13.0,17.0,18.0
7678,13.0,17.0,18.0,23.0
7679,17.0,18.0,23.0,30.0
7680,18.0,23.0,30.0,34.0
7681,23.0,30.0,34.0,31.0
7682,30.0,34.0,31.0,39.0
7683,34.0,31.0,39.0,42.0
7684,31.0,39.0,42.0,101.0
7685,96.0,99.0,95.0,93.0
7686,99.0,95.0,93.0,89.0
7687,95.0,93.0,89.0,92.0
7688,93.0,89.0,92.0,84.0
7689,89.0,92.0,84.0,84.0
7690,92.0,84.0,84.0,87.0
7691,84.0,84.0,87.0,87.0
7692,84.0,87.0,87.0,86.0
7693,87.0,87.0,86.0,101.0
7694,43.0,59.0,59.0,61.0
7695,59.0,59.0,61.0,61.0
7696,59.0,61.0,61.0,58.0
7697,61.0,61.0,58.0,58.0
7698,61.0,58.0,58.0,61.0
7699,58.0,58.0,61.0,60.0
7700,58.0,61.0,60.0,62.0
7701,61.0,60.0,62.0,63.0
7702,60.0,62.0,63.0,66.0
7703,62.0,63.0,66.0,69.0
7704,63.0,66.0,69.0,71.0
7705,66.0,69.0,71.0,75.0
7706,69.0,71.0,75.0,85.0
7707,71.0,75.0,85.0,80.0
7708,75.0,85.0,80.0,95.0
7709,85.0,80.0,95.0,101.0
7710,26.0,39.0,42.0,45.0
7711,39.0,42.0,45.0,48.0
7712,42.0,45.0,48.0,41.0
7713,45.0,48.0,41.0,40.0
7714,48.0,41.0,40.0,47.0
7715,41.0,40.0,47.0,42.0
7716,40.0,47.0,42.0,32.0
7717,47.0,42.0,32.0,41.0
7718,42.0,32.0,41.0,44.0
7719,32.0,41.0,44.0,45.0
7720,41.0,44.0,45.0,53.0
7721,44.0,45.0,53.0,66.0
7722,45.0,53.0,66.0,71.0
7723,53.0,66.0,71.0,78.0
7724,66.0,71.0,78.0,75.0
7725,71.0,78.0,75.0,87.0
7726,78.0,75.0,87.0,85.0
7727,75.0,87.0,85.0,101.0
7728,27.0,30.0,25.0,28.0
7729,30.0,25.0,28.0,37.0
7730,25.0,28.0,37.0,36.0
7731,28.0,37.0,36.0,40.0
7732,37.0,36.0,40.0,101.0
7733,95.0,93.0,93.0,90.0
7734,93.0,93.0,90.0,88.0
7735,93.0,90.0,88.0,76.0
7736,90.0,88.0,76.0,69.0
7737,88.0,76.0,69.0,72.0
7738,76.0,69.0,72.0,72.0
7739,69.0,72.0,72.0,72.0
7740,72.0,72.0,72.0,76.0
7741,72.0,72.0,76.0,82.0
7742,72.0,76.0,82.0,83.0
7743,76.0,82.0,83.0,86.0
7744,82.0,83.0,86.0,92.0
7745,83.0,86.0,92.0,99.0
7746,86.0,92.0,99.0,101.0
7747,80.0,71.0,50.0,53.0
7748,71.0,50.0,53.0,28.0
7749,50.0,53.0,28.0,30.0
7750,53.0,28.0,30.0,36.0
7751,28.0,30.0,36.0,25.0
7752,30.0,36.0,25.0,19.0
7753,36.0,25.0,19.0,13.0
7754,25.0,19.0,13.0,14.0
7755,19.0,13.0,14.0,10.0
7756,13.0,14.0,10.0,8.0
7757,14.0,10.0,8.0,8.0
7758,10.0,8.0,8.0,8.0
7759,8.0,8.0,8.0,9.0
7760,8.0,8.0,9.0,7.0
7761,8.0,9.0,7.0,6.0
7762,9.0,7.0,6.0,7.0
7763,7.0,6.0,7.0,10.0
7764,6.0,7.0,10.0,13.0
7765,7.0,10.0,13.0,17.0
7766,10.0,13.0,17.0,18.0
7767,13.0,17.0,18.0,19.0
7768,17.0,18.0,19.0,26.0
7769,18.0,19.0,26.0,26.0
7770,19.0,26.0,26.0,32.0
7771,26.0,26.0,32.0,34.0
7772,26.0,32.0,34.0,38.0
7773,32.0,34.0,38.0,40.0
7774,34.0,38.0,40.0,47.0
7775,38.0,40.0,47.0,101.0
7776,94.0,83.0,24.0,36.0
7777,83.0,24.0,36.0,37.0
7778,24.0,36.0,37.0,36.0
7779,36.0,37.0,36.0,31.0
7780,37.0,36.0,31.0,37.0
7781,36.0,31.0,37.0,37.0
7782,31.0,37.0,37.0,43.0
7783,37.0,37.0,43.0,54.0
7784,37.0,43.0,54.0,71.0
7785,43.0,54.0,71.0,92.0
7786,54.0,71.0,92.0,100.0
7787,71.0,92.0,100.0,101.0
7788,34.0,20.0,20.0,15.0
7789,20.0,20.0,15.0,13.0
7790,20.0,15.0,13.0,10.0
7791,15.0,13.0,10.0,5.0
7792,13.0,10.0,5.0,6.0
7793,10.0,5.0,6.0,8.0
7794,5.0,6.0,8.0,9.0
7795,6.0,8.0,9.0,9.0
7796,8.0,9.0,9.0,9.0
7797,9.0,9.0,9.0,12.0
7798,9.0,9.0,12.0,12.0
7799,9.0,12.0,12.0,13.0
7800,12.0,12.0,13.0,18.0
7801,12.0,13.0,18.0,21.0
7802,13.0,18.0,21.0,23.0
7803,18.0,21.0,23.0,25.0
7804,21.0,23.0,25.0,34.0
7805,23.0,25.0,34.0,47.0
7806,25.0,34.0,47.0,101.0
7807,87.0,84.0,92.0,94.0
7808,84.0,92.0,94.0,91.0
7809,92.0,94.0,91.0,92.0
7810,94.0,91.0,92.0,84.0
7811,91.0,92.0,84.0,87.0
7812,92.0,84.0,87.0,89.0
7813,84.0,87.0,89.0,95.0
7814,87.0,89.0,95.0,101.0
7815,52.0,54.0,51.0,48.0
7816,54.0,51.0,48.0,42.0
7817,51.0,48.0,42.0,40.0
7818,48.0,42.0,40.0,34.0
7819,42.0,40.0,34.0,31.0
7820,40.0,34.0,31.0,39.0
7821,34.0,31.0,39.0,48.0
7822,31.0,39.0,48.0,57.0
7823,39.0,48.0,57.0,62.0
7824,48.0,57.0,62.0,67.0
7825,57.0,62.0,67.0,75.0
7826,62.0,67.0,75.0,87.0
7827,67.0,75.0,87.0,99.0
7828,75.0,87.0,99.0,101.0
7829,84.0,82.0,70.0,64.0
7830,82.0,70.0,64.0,69.0
7831,70.0,64.0,69.0,67.0
7832,64.0,69.0,67.0,84.0
7833,69.0,67.0,84.0,89.0
7834,67.0,84.0,89.0,94.0
7835,84.0,89.0,94.0,97.0
7836,89.0,94.0,97.0,101.0
7837,93.0,88.0,68.0,63.0
7838,88.0,68.0,63.0,54.0
7839,68.0,63.0,54.0,46.0
7840,63.0,54.0,46.0,31.0
7841,54.0,46.0,31.0,30.0
7842,46.0,31.0,30.0,31.0
7843,31.0,30.0,31.0,34.0
7844,30.0,31.0,34.0,32.0
7845,31.0,34.0,32.0,30.0
7846,34.0,32.0,30.0,23.0
7847,32.0,30.0,23.0,56.0
7848,30.0,23.0,56.0,64.0
7849,23.0,56.0,64.0,68.0
7850,56.0,64.0,68.0,50.0
7851,64.0,68.0,50.0,72.0
7852,68.0,50.0,72.0,88.0
7853,50.0,72.0,88.0,96.0
7854,72.0,88.0,96.0,101.0
7855,5.0,5.0,4.0,5.0
7856,5.0,4.0,5.0,5.0
7857,4.0,5.0,5.0,9.0
7858,5.0,5.0,9.0,13.0
7859,5.0,9.0,13.0,15.0
7860,9.0,13.0,15.0,17.0
7861,13.0,15.0,17.0,24.0
7862,15.0,17.0,24.0,30.0
7863,17.0,24.0,30.0,32.0
7864,24.0,30.0,32.0,38.0
7865,30.0,32.0,38.0,38.0
7866,32.0,38.0,38.0,48.0
7867,38.0,38.0,48.0,101.0
7868,57.0,29.0,10.0,9.0
7869,29.0,10.0,9.0,6.0
7870,10.0,9.0,6.0,2.0
7871,9.0,6.0,2.0,1.0
7872,6.0,2.0,1.0,1.0
7873,2.0,1.0,1.0,1.0
7874,1.0,1.0,1.0,2.0
7875,1.0,1.0,2.0,1.0
7876,1.0,2.0,1.0,2.0
7877,2.0,1.0,2.0,3.0
7878,1.0,2.0,3.0,2.0
7879,2.0,3.0,2.0,3.0
7880,3.0,2.0,3.0,3.0
7881,2.0,3.0,3.0,2.0
7882,3.0,3.0,2.0,5.0
7883,3.0,2.0,5.0,6.0
7884,2.0,5.0,6.0,10.0
7885,5.0,6.0,10.0,14.0
7886,6.0,10.0,14.0,15.0
7887,10.0,14.0,15.0,14.0
7888,14.0,15.0,14.0,14.0
7889,15.0,14.0,14.0,18.0
7890,14.0,14.0,18.0,22.0
7891,14.0,18.0,22.0,24.0
7892,18.0,22.0,24.0,23.0
7893,22.0,24.0,23.0,25.0
7894,24.0,23.0,25.0,28.0
7895,23.0,25.0,28.0,32.0
7896,25.0,28.0,32.0,37.0
7897,28.0,32.0,37.0,36.0
7898,32.0,37.0,36.0,40.0
7899,37.0,36.0,40.0,40.0
7900,36.0,40.0,40.0,45.0
7901,40.0,40.0,45.0,43.0
7902,40.0,45.0,43.0,36.0
7903,45.0,43.0,36.0,45.0
7904,43.0,36.0,45.0,101.0
7905,87.0,93.0,99.0,101.0
7906,97.0,95.0,94.0,85.0
7907,95.0,94.0,85.0,83.0
7908,94.0,85.0,83.0,93.0
7909,85.0,83.0,93.0,92.0
7910,83.0,93.0,92.0,93.0
7911,93.0,92.0,93.0,89.0
7912,92.0,93.0,89.0,95.0
7913,93.0,89.0,95.0,101.0
7914,96.0,94.0,100.0,101.0
7915,68.0,61.0,74.0,76.0
7916,61.0,74.0,76.0,88.0
7917,74.0,76.0,88.0,88.0
7918,76.0,88.0,88.0,95.0
7919,88.0,88.0,95.0,101.0
7920,96.0,66.0,62.0,62.0
7921,66.0,62.0,62.0,44.0
7922,62.0,62.0,44.0,31.0
7923,62.0,44.0,31.0,30.0
7924,44.0,31.0,30.0,27.0
7925,31.0,30.0,27.0,26.0
7926,30.0,27.0,26.0,29.0
7927,27.0,26.0,29.0,29.0
7928,26.0,29.0,29.0,31.0
7929,29.0,29.0,31.0,29.0
7930,29.0,31.0,29.0,29.0
7931,31.0,29.0,29.0,27.0
7932,29.0,29.0,27.0,29.0
7933,29.0,27.0,29.0,29.0
7934,27.0,29.0,29.0,28.0
7935,29.0,29.0,28.0,30.0
7936,29.0,28.0,30.0,31.0
7937,28.0,30.0,31.0,29.0
7938,30.0,31.0,29.0,31.0
7939,31.0,29.0,31.0,32.0
7940,29.0,31.0,32.0,35.0
7941,31.0,32.0,35.0,40.0
7942,32.0,35.0,40.0,44.0
7943,35.0,40.0,44.0,49.0
7944,40.0,44.0,49.0,101.0
7945,92.0,64.0,61.0,55.0
7946,64.0,61.0,55.0,56.0
7947,61.0,55.0,56.0,50.0
7948,55.0,56.0,50.0,43.0
7949,56.0,50.0,43.0,39.0
7950,50.0,43.0,39.0,37.0
7951,43.0,39.0,37.0,34.0
7952,39.0,37.0,34.0,34.0
7953,37.0,34.0,34.0,32.0
7954,34.0,34.0,32.0,33.0
7955,34.0,32.0,33.0,37.0
7956,32.0,33.0,37.0,44.0
7957,33.0,37.0,44.0,57.0
7958,37.0,44.0,57.0,69.0
7959,44.0,57.0,69.0,71.0
7960,57.0,69.0,71.0,73.0
7961,69.0,71.0,73.0,79.0
7962,71.0,73.0,79.0,101.0
7963,92.0,89.0,80.0,77.0
7964,89.0,80.0,77.0,67.0
7965,80.0,77.0,67.0,75.0
7966,77.0,67.0,75.0,77.0
7967,67.0,75.0,77.0,69.0
7968,75.0,77.0,69.0,62.0
7969,77.0,69.0,62.0,61.0
7970,69.0,62.0,61.0,72.0
7971,62.0,61.0,72.0,75.0
7972,61.0,72.0,75.0,70.0
7973,72.0,75.0,70.0,95.0
7974,75.0,70.0,95.0,101.0
7975,64.0,75.0,58.0,52.0
7976,75.0,58.0,52.0,43.0
7977,58.0,52.0,43.0,39.0
7978,52.0,43.0,39.0,34.0
7979,43.0,39.0,34.0,28.0
7980,39.0,34.0,28.0,22.0
7981,34.0,28.0,22.0,21.0
7982,28.0,22.0,21.0,24.0
7983,22.0,21.0,24.0,25.0
7984,21.0,24.0,25.0,19.0
7985,24.0,25.0,19.0,25.0
7986,25.0,19.0,25.0,37.0
7987,19.0,25.0,37.0,46.0
7988,25.0,37.0,46.0,42.0
7989,37.0,46.0,42.0,45.0
7990,46.0,42.0,45.0,59.0
7991,42.0,45.0,59.0,101.0
7992,7.0,13.0,14.0,16.0
7993,13.0,14.0,16.0,17.0
7994,14.0,16.0,17.0,24.0
7995,16.0,17.0,24.0,33.0
7996,17.0,24.0,33.0,35.0
7997,24.0,33.0,35.0,39.0
7998,33.0,35.0,39.0,50.0
7999,35.0,39.0,50.0,53.0
8000,39.0,50.0,53.0,51.0
8001,50.0,53.0,51.0,89.0
8002,53.0,51.0,89.0,101.0
8003,74.0,71.0,65.0,64.0
8004,71.0,65.0,64.0,57.0
8005,65.0,64.0,57.0,66.0
8006,64.0,57.0,66.0,69.0
8007,57.0,66.0,69.0,78.0
8008,66.0,69.0,78.0,82.0
8009,69.0,78.0,82.0,87.0
8010,78.0,82.0,87.0,74.0
8011,82.0,87.0,74.0,85.0
8012,87.0,74.0,85.0,65.0
8013,74.0,85.0,65.0,61.0
8014,85.0,65.0,61.0,63.0
8015,65.0,61.0,63.0,75.0
8016,61.0,63.0,75.0,76.0
8017,63.0,75.0,76.0,82.0
8018,75.0,76.0,82.0,98.0
8019,76.0,82.0,98.0,101.0
8020,91.0,80.0,45.0,52.0
8021,80.0,45.0,52.0,56.0
8022,45.0,52.0,56.0,64.0
8023,52.0,56.0,64.0,60.0
8024,56.0,64.0,60.0,57.0
8025,64.0,60.0,57.0,51.0
8026,60.0,57.0,51.0,51.0
8027,57.0,51.0,51.0,50.0
8028,51.0,51.0,50.0,47.0
8029,51.0,50.0,47.0,42.0
8030,50.0,47.0,42.0,39.0
8031,47.0,42.0,39.0,36.0
8032,42.0,39.0,36.0,30.0
8033,39.0,36.0,30.0,24.0
8034,36.0,30.0,24.0,23.0
8035,30.0,24.0,23.0,24.0
8036,24.0,23.0,24.0,26.0
8037,23.0,24.0,26.0,30.0
8038,24.0,26.0,30.0,30.0
8039,26.0,30.0,30.0,35.0
8040,30.0,30.0,35.0,38.0
8041,30.0,35.0,38.0,40.0
8042,35.0,38.0,40.0,48.0
8043,38.0,40.0,48.0,45.0
8044,40.0,48.0,45.0,46.0
8045,48.0,45.0,46.0,101.0
8046,97.0,83.0,78.0,78.0
8047,83.0,78.0,78.0,70.0
8048,78.0,78.0,70.0,67.0
8049,78.0,70.0,67.0,65.0
8050,70.0,67.0,65.0,65.0
8051,67.0,65.0,65.0,71.0
8052,65.0,65.0,71.0,73.0
8053,65.0,71.0,73.0,69.0
8054,71.0,73.0,69.0,67.0
8055,73.0,69.0,67.0,64.0
8056,69.0,67.0,64.0,55.0
8057,67.0,64.0,55.0,59.0
