,artist,date,rank,song
19,LIL WAYNE featuring EMINEM,2010-01-30,20 ,Drop The World
20,THE BLACK EYED PEAS,2010-01-30,21 ,Meet Me Halfway
21,LADY GAGA,2010-01-30,22 ,Paparazzi
22,TRAIN,2010-01-30,23 ,"Hey, Soul Sister"
23,BOYS LIKE GIRLS featuring TAYLOR SWIFT,2010-01-30,24 ,Two Is Better Than One
24,KELLY CLARKSON,2010-01-30,25 ,Already Gone
25,ORIANTHI,2010-01-30,26 ,According To You
26,KE$HA,2010-01-30,27 ,Your Love Is My Drug
27,TREY SONGZ,2010-01-30,28 ,Say Aah
28,KINGS OF LEON,2010-01-30,29 ,Use Somebody
29,BEYONCE,2010-01-30,30 ,Sweet Dreams
30,LADY GAGA featuring BEYONCE,2010-01-30,31 ,Telephone
31,NEW BOYZ featuring RAY J,2010-01-30,32 ,Tie Me Down
32,KRIS ALLEN,2010-01-30,33 ,Live Like We're Dying
33,THE BLACK EYED PEAS,2010-01-30,34 ,Imma Be
34,CASCADA,2010-01-30,35 ,Evacuate The Dancefloor
35,SELENA GOMEZ & THE SCENE,2010-01-30,36 ,Naturally
36,TAYLOR SWIFT,2010-01-30,37 ,Fifteen
37,BIRDMAN featuring LIL WAYNE & DRAKE,2010-01-30,38 ,Money To Blow
38,COLBIE CAILLAT,2010-01-30,39 ,Falling For You
39,SNOOP DOGG featuring THE-DREAM,2010-01-30,40 ,Gangsta Luv
40,TIMBALAND featuring JUSTIN TIMBERLAKE,2010-01-30,41 ,Carry Out
41,JUSTIN BIEBER,2010-01-30,42 ,One Time
42,CARRIE UNDERWOOD,2010-01-30,43 ,Cowboy Casanova
43,JASON DERULO,2010-01-30,44 ,In My Head
44,CHRIS BROWN featuring LIL WAYNE & SWIZZ BEATZ,2010-01-30,45 ,I Can Transform Ya
45,JASON ALDEAN,2010-01-30,46 ,The Truth
46,UNCLE KRACKER,2010-01-30,47 ,Smile
47,JUSTIN BIEBER,2010-01-30,48 ,One Less Lonely Girl
48,ALICIA KEYS,2010-01-30,49 ,Try Sleeping With A Broken Heart
49,SHINEDOWN,2010-01-30,50 ,If You Only Knew
50,MIRANDA LAMBERT,2010-01-30,51 ,White Liar
51,MICHAEL BUBLE,2010-01-30,52 ,Haven't Met You Yet
52,MELANIE FIONA,2010-01-30,53 ,It Kills Me
53,TREY SONGZ featuring DRAKE,2010-01-30,54 ,I Invented Sex
54,TIM McGRAW,2010-01-30,55 ,Southern Voice
55,DAUGHTRY,2010-01-30,56 ,Life After You
56,ONEREPUBLIC,2010-01-30,57 ,All The Right Moves
57,SHAKIRA featuring LIL WAYNE,2010-01-30,58 ,Give It Up To Me
58,REBA,2010-01-30,59 ,Consider Me Gone
59,50 CENT featuring NE-YO,2010-01-30,60 ,Baby By Me
60,GUCCI MANE featuring USHER,2010-01-30,61 ,Spotlight
61,MUSE,2010-01-30,62 ,Uprising
62,DIERKS BENTLEY,2010-01-30,63 ,I Wanna Make You Close Your Eyes
63,JOSH TURNER,2010-01-30,64 ,Why Don't We Just Dance
64,ADAM LAMBERT,2010-01-30,65 ,Whataya Want From Me
65,NICKELBACK,2010-01-30,66 ,Never Gonna Be Alone
66,PITBULL featuring AKON,2010-01-30,67 ,Shut It Down
67,MARY J. BLIGE,2010-01-30,68 ,I Am
68,LUKE BRYAN,2010-01-30,69 ,Do I
69,DARIUS RUCKER,2010-01-30,70 ,History In The Making
70,BLAKE SHELTON featuring TRACE ADKINS,2010-01-30,71 ,Hillbilly Bone
71,CHRIS BROWN,2010-01-30,72 ,Crawl
72,THE SCRIPT,2010-01-30,73 ,Breakeven
73,JOHN MAYER,2010-01-30,74 ,Heartbreak Warfare
74,JAKE OWEN,2010-01-30,75 ,Eight Second Ride
75,RIHANNA,2010-01-30,76 ,Russian Roulette
76,SNOOP DOGG,2010-01-30,77 ,I Wanna Rock
77,ROB THOMAS,2010-01-30,78 ,Someday
78,LIFEHOUSE,2010-01-30,79 ,Halfway Gone
79,BREAKING BENJAMIN,2010-01-30,80 ,I Will Not Bow
80,USHER,2010-01-30,81 ,Papers
81,DAVID NAIL,2010-01-30,82 ,Red Light
82,LMFAO featuring LIL JON,2010-01-30,83 ,Shots
83,PHOENIX,2010-01-30,84 ,1901
84,KE$HA,2010-01-30,85 ,Take It Off
85,ROBIN THICKE,2010-01-30,86 ,Sex Therapy
86,BRAD PAISLEY,2010-01-30,87 ,American Saturday Night
87,TOBY KEITH,2010-01-30,88 ,Cryin' For Me (Wayman's Song)
88,CARRIE UNDERWOOD,2010-01-30,89 ,Temporary Home
89,THREE DAYS GRACE,2010-01-30,90 ,Break
90,COBRA STARSHIP,2010-01-30,91 ,Hot Mess
91,BILLY CURRINGTON,2010-01-30,92 ,That's How Country Boys Roll
92,LADY ANTEBELLUM,2010-01-30,93 ,Love This Pain
93,TIMBALAND featuring DRAKE,2010-01-30,94 ,Say Something
94,YOUNG MONEY featuring GUCCI MANE,2010-01-30,95 ,Steady Mobbin'
95,DRAKE featuring LIL WAYNE & YOUNG JEEZY,2010-01-30,96 ,I'm Going In
96,GUCCI MANE featuring PLIES,2010-01-30,97 ,Wasted
97,JESSE McCARTNEY featuring T-PAIN,2010-01-30,98 ,Body Language
98,MAXWELL,2010-01-30,99 ,Bad Habits
99,EASTON CORBIN,2010-01-30,100,A Little More Country Than That
0,KE$HA,2010-02-06,1  ,TiK ToK
1,LADY GAGA,2010-02-06,2  ,Bad Romance
2,JAY-Z & ALICIA KEYS,2010-02-06,3  ,Empire State Of Mind
3,YOUNG MONEY featuring LLOYD,2010-02-06,4  ,Bedrock
4,IYAZ,2010-02-06,5  ,Replay
5,DAVID GUETTA featuring AKON,2010-02-06,6  ,Sexy Bitch
6,TRAIN,2010-02-06,7  ,"Hey, Soul Sister"
7,RIHANNA featuring JEEZY,2010-02-06,8  ,Hard
8,OWL CITY,2010-02-06,9  ,Fireflies
9,LUDACRIS,2010-02-06,10 ,How Low
10,THE BLACK EYED PEAS,2010-02-06,11 ,I Gotta Feeling
11,KE$HA featuring 3OH!3,2010-02-06,12 ,Blah Blah Blah
12,JAY SEAN featuring SEAN PAUL & LIL JON,2010-02-06,13 ,Do You Remember
13,JASON DeRULO,2010-02-06,14 ,Whatcha Say
14,THE BLACK EYED PEAS,2010-02-06,15 ,Imma Be
15,JAY SEAN featuring LIL WAYNE,2010-02-06,16 ,Down
16,LADY ANTEBELLUM,2010-02-06,17 ,Need You Now
17,BOYS LIKE GIRLS featuring TAYLOR SWIFT,2010-02-06,18 ,Two Is Better Than One
18,TREY SONGZ,2010-02-06,19 ,Say Aah
19,LADY GAGA featuring BEYONCE,2010-02-06,20 ,Telephone
20,ORIANTHI,2010-02-06,21 ,According To You
21,TAYLOR SWIFT,2010-02-06,22 ,You Belong With Me
22,"DRAKE featuring KANYE WEST, LIL WAYNE & EMINEM",2010-02-06,23 ,Forever
23,BRITNEY SPEARS,2010-02-06,24 ,3
24,KRIS ALLEN,2010-02-06,25 ,Live Like We're Dying
25,MILEY CYRUS,2010-02-06,26 ,Party In The U.S.A.
26,LADY GAGA,2010-02-06,27 ,Paparazzi
27,KELLY CLARKSON,2010-02-06,28 ,Already Gone
28,SELENA GOMEZ & THE SCENE,2010-02-06,29 ,Naturally
29,THE BLACK EYED PEAS,2010-02-06,30 ,Meet Me Halfway
30,NEW BOYZ featuring RAY J,2010-02-06,31 ,Tie Me Down
31,TIMBALAND featuring JUSTIN TIMBERLAKE,2010-02-06,32 ,Carry Out
32,KINGS OF LEON,2010-02-06,33 ,Use Somebody
33,CASCADA,2010-02-06,34 ,Evacuate The Dancefloor
34,BEYONCE,2010-02-06,35 ,Sweet Dreams
35,TAYLOR SWIFT,2010-02-06,36 ,Fifteen
36,JASON DERULO,2010-02-06,37 ,In My Head
37,BIRDMAN featuring LIL WAYNE & DRAKE,2010-02-06,38 ,Money To Blow
38,SNOOP DOGG featuring THE-DREAM,2010-02-06,39 ,Gangsta Luv
39,MICHAEL BUBLE,2010-02-06,40 ,Haven't Met You Yet
40,JASON ALDEAN,2010-02-06,41 ,The Truth
41,COLBIE CAILLAT,2010-02-06,42 ,Falling For You
42,SHINEDOWN,2010-02-06,43 ,If You Only Knew
43,UNCLE KRACKER,2010-02-06,44 ,Smile
44,CARRIE UNDERWOOD,2010-02-06,45 ,Cowboy Casanova
45,ALICIA KEYS,2010-02-06,46 ,Try Sleeping With A Broken Heart
46,MIRANDA LAMBERT,2010-02-06,47 ,White Liar
47,DAUGHTRY,2010-02-06,48 ,Life After You
48,MELANIE FIONA,2010-02-06,49 ,It Kills Me
49,ONEREPUBLIC,2010-02-06,50 ,All The Right Moves
50,JOSH TURNER,2010-02-06,51 ,Why Don't We Just Dance
51,JUSTIN BIEBER,2010-02-06,52 ,One Less Lonely Girl
52,PITBULL featuring AKON,2010-02-06,53 ,Shut It Down
53,TIM McGRAW,2010-02-06,54 ,Southern Voice
54,ADAM LAMBERT,2010-02-06,55 ,Whataya Want From Me
55,LIL WAYNE featuring EMINEM,2010-02-06,56 ,Drop The World
56,CHRIS BROWN featuring LIL WAYNE & SWIZZ BEATZ,2010-02-06,57 ,I Can Transform Ya
57,SADE,2010-02-06,58 ,Soldier Of Love
58,KE$HA,2010-02-06,59 ,Your Love Is My Drug
59,NICKELBACK,2010-02-06,60 ,Never Gonna Be Alone
60,DIERKS BENTLEY,2010-02-06,61 ,I Wanna Make You Close Your Eyes
61,GUCCI MANE featuring USHER,2010-02-06,62 ,Spotlight
62,MARY J. BLIGE,2010-02-06,63 ,I Am
63,SNOOP DOGG,2010-02-06,64 ,I Wanna Rock
64,TREY SONGZ featuring DRAKE,2010-02-06,65 ,I Invented Sex
65,THE SCRIPT,2010-02-06,66 ,Breakeven
66,MUSE,2010-02-06,67 ,Uprising
67,DARIUS RUCKER,2010-02-06,68 ,History In The Making
68,REBA,2010-02-06,69 ,Consider Me Gone
69,JOHN MAYER,2010-02-06,70 ,Heartbreak Warfare
70,LIFEHOUSE,2010-02-06,71 ,Halfway Gone
71,LADY ANTEBELLUM,2010-02-06,72 ,Ready To Love Again
72,BLAKE SHELTON featuring TRACE ADKINS,2010-02-06,73 ,Hillbilly Bone
73,LUKE BRYAN,2010-02-06,74 ,Do I
74,ROB THOMAS,2010-02-06,75 ,Someday
75,50 CENT featuring NE-YO,2010-02-06,76 ,Baby By Me
76,LMFAO featuring LIL JON,2010-02-06,77 ,Shots
77,JAY-Z + SWIZZ BEATZ,2010-02-06,78 ,On To The Next One
78,SHAKIRA featuring LIL WAYNE,2010-02-06,79 ,Give It Up To Me
79,BRAD PAISLEY,2010-02-06,80 ,American Saturday Night
80,JAKE OWEN,2010-02-06,81 ,Eight Second Ride
81,TIMBALAND featuring DRAKE,2010-02-06,82 ,Say Something
82,CHRIS BROWN,2010-02-06,83 ,Crawl
83,CARRIE UNDERWOOD,2010-02-06,84 ,Temporary Home
84,TOBY KEITH,2010-02-06,85 ,Cryin' For Me (Wayman's Song)
85,SNOW PATROL featuring MARTHA WAINWRIGHT,2010-02-06,86 ,Set The Fire To The Third Bar
86,BILLY CURRINGTON,2010-02-06,87 ,That's How Country Boys Roll
87,MILEY CYRUS,2010-02-06,88 ,When I Look At You
88,ROBIN THICKE,2010-02-06,89 ,Sex Therapy
89,RIHANNA,2010-02-06,90 ,Russian Roulette
90,PHOENIX,2010-02-06,91 ,1901
91,KEITH URBAN,2010-02-06,92 ,'Til Summer Comes Around
92,BREAKING BENJAMIN,2010-02-06,93 ,I Will Not Bow
93,THREE DAYS GRACE,2010-02-06,94 ,Break
94,EASTON CORBIN,2010-02-06,95 ,A Little More Country Than That
95,USHER,2010-02-06,96 ,Papers
96,COBRA STARSHIP,2010-02-06,97 ,Hot Mess
97,ZAC BROWN BAND,2010-02-06,98 ,Highway 20 Ride
98,PEARL JAM,2010-02-06,99 ,Just Breath
99,USHER featuring PLIES,2010-02-06,100,Hey Daddy (Daddy's Home)
0,KE$HA,2010-02-13,1  ,TiK ToK
1,TAYLOR SWIFT,2010-02-13,2  ,Today Was A Fairytale
2,LADY GAGA,2010-02-13,3  ,Bad Romance
3,YOUNG MONEY featuring LLOYD,2010-02-13,4  ,Bedrock
4,JUSTIN BIEBER featuring LUDACRIS,2010-02-13,5  ,Baby
5,IYAZ,2010-02-13,6  ,Replay
6,DAVID GUETTA featuring AKON,2010-02-13,7  ,Sexy Bitch
7,JAY-Z & ALICIA KEYS,2010-02-13,8  ,Empire State Of Mind
8,RIHANNA featuring JEEZY,2010-02-13,9  ,Hard
9,TRAIN,2010-02-13,10 ,"Hey, Soul Sister"
10,THE BLACK EYED PEAS,2010-02-13,11 ,Imma Be
11,LUDACRIS,2010-02-13,12 ,How Low
12,OWL CITY,2010-02-13,13 ,Fireflies
13,TIMBALAND featuring JUSTIN TIMBERLAKE,2010-02-13,14 ,Carry Out
14,THE BLACK EYED PEAS,2010-02-13,15 ,I Gotta Feeling
15,"JAY-Z, BONO, THE EDGE & RIHANNA",2010-02-13,16 ,Stranded (Haiti Mon Amour)
16,JAY SEAN featuring SEAN PAUL & LIL JON,2010-02-13,17 ,Do You Remember
17,LADY ANTEBELLUM,2010-02-13,18 ,Need You Now
18,TREY SONGZ,2010-02-13,19 ,Say Aah
19,LADY GAGA featuring BEYONCE,2010-02-13,20 ,Telephone
20,KE$HA featuring 3OH!3,2010-02-13,21 ,Blah Blah Blah
21,BOYS LIKE GIRLS featuring TAYLOR SWIFT,2010-02-13,22 ,Two Is Better Than One
22,JAY SEAN featuring LIL WAYNE,2010-02-13,23 ,Down
23,ORIANTHI,2010-02-13,24 ,According To You
24,JASON DeRULO,2010-02-13,25 ,Whatcha Say
25,KRIS ALLEN,2010-02-13,26 ,Live Like We're Dying
26,TAYLOR SWIFT,2010-02-13,27 ,You Belong With Me
27,JASON DERULO,2010-02-13,28 ,In My Head
28,"DRAKE featuring KANYE WEST, LIL WAYNE & EMINEM",2010-02-13,29 ,Forever
29,LADY GAGA,2010-02-13,30 ,Paparazzi
30,THE BLACK EYED PEAS,2010-02-13,31 ,Meet Me Halfway
31,NEW BOYZ featuring RAY J,2010-02-13,32 ,Tie Me Down
32,KELLY CLARKSON,2010-02-13,33 ,Already Gone
33,MILEY CYRUS,2010-02-13,34 ,Party In The U.S.A.
34,BRITNEY SPEARS,2010-02-13,35 ,3
35,KINGS OF LEON,2010-02-13,36 ,Use Somebody
36,ADAM LAMBERT,2010-02-13,37 ,Whataya Want From Me
37,CASCADA,2010-02-13,38 ,Evacuate The Dancefloor
38,BEYONCE,2010-02-13,39 ,Sweet Dreams
39,TAYLOR SWIFT,2010-02-13,40 ,Fifteen
40,MICHAEL BUBLE,2010-02-13,41 ,Haven't Met You Yet
41,SHINEDOWN,2010-02-13,42 ,If You Only Knew
42,JASON ALDEAN,2010-02-13,43 ,The Truth
43,BIRDMAN featuring LIL WAYNE & DRAKE,2010-02-13,44 ,Money To Blow
44,ALICIA KEYS,2010-02-13,45 ,Try Sleeping With A Broken Heart
45,COLBIE CAILLAT,2010-02-13,46 ,Falling For You
46,SELENA GOMEZ & THE SCENE,2010-02-13,47 ,Naturally
47,JUSTIN TIMBERLAKE & MATT MORRIS featuring CHARLIE SEXTON,2010-02-13,48 ,Hallelujah
48,MIRANDA LAMBERT,2010-02-13,49 ,White Liar
49,MELANIE FIONA,2010-02-13,50 ,It Kills Me
50,PITBULL featuring AKON,2010-02-13,51 ,Shut It Down
51,SNOOP DOGG featuring THE-DREAM,2010-02-13,52 ,Gangsta Luv
52,JOSH TURNER,2010-02-13,53 ,Why Don't We Just Dance
53,SNOW PATROL featuring MARTHA WAINWRIGHT,2010-02-13,54 ,Set The Fire To The Third Bar
54,CARRIE UNDERWOOD,2010-02-13,55 ,Cowboy Casanova
55,ONEREPUBLIC,2010-02-13,56 ,All The Right Moves
56,DAUGHTRY,2010-02-13,57 ,Life After You
57,TIM McGRAW,2010-02-13,58 ,Southern Voice
58,THE SCRIPT,2010-02-13,59 ,Breakeven
59,SNOOP DOGG,2010-02-13,60 ,I Wanna Rock
60,TIMBALAND featuring DRAKE,2010-02-13,61 ,Say Something
61,MARY J. BLIGE,2010-02-13,62 ,I Am
62,JUSTIN BIEBER,2010-02-13,63 ,One Less Lonely Girl
63,JAY-Z + SWIZZ BEATZ,2010-02-13,64 ,On To The Next One
64,NICKELBACK,2010-02-13,65 ,Never Gonna Be Alone
65,JOHN MAYER,2010-02-13,66 ,Heartbreak Warfare
66,LIFEHOUSE,2010-02-13,67 ,Halfway Gone
67,LMFAO featuring LIL JON,2010-02-13,68 ,Shots
68,SADE,2010-02-13,69 ,Soldier Of Love
69,TREY SONGZ featuring DRAKE,2010-02-13,70 ,I Invented Sex
70,CHRIS BROWN featuring LIL WAYNE & SWIZZ BEATZ,2010-02-13,71 ,I Can Transform Ya
71,DARIUS RUCKER,2010-02-13,72 ,History In The Making
72,MUSE,2010-02-13,73 ,Uprising
73,DIERKS BENTLEY,2010-02-13,74 ,I Wanna Make You Close Your Eyes
74,LIL WAYNE featuring EMINEM,2010-02-13,75 ,Drop The World
75,ROB THOMAS,2010-02-13,76 ,Someday
76,BLAKE SHELTON featuring TRACE ADKINS,2010-02-13,77 ,Hillbilly Bone
77,BRAD PAISLEY,2010-02-13,78 ,American Saturday Night
78,GUCCI MANE featuring USHER,2010-02-13,79 ,Spotlight
79,LADY ANTEBELLUM,2010-02-13,80 ,Our Kind Of Love
80,RIHANNA,2010-02-13,81 ,Redemption Song
81,CARRIE UNDERWOOD,2010-02-13,82 ,Temporary Home
82,REBA,2010-02-13,83 ,Consider Me Gone
83,ROBIN THICKE,2010-02-13,84 ,Sex Therapy
84,BILLY CURRINGTON,2010-02-13,85 ,That's How Country Boys Roll
85,TOBY KEITH,2010-02-13,86 ,Cryin' For Me (Wayman's Song)
86,KE$HA,2010-02-13,87 ,Your Love Is My Drug
87,JAKE OWEN,2010-02-13,88 ,Eight Second Ride
88,PHOENIX,2010-02-13,89 ,1901
89,KEITH URBAN,2010-02-13,90 ,'Til Summer Comes Around
90,EASTON CORBIN,2010-02-13,91 ,A Little More Country Than That
91,PEARL JAM,2010-02-13,92 ,Just Breath
92,ZAC BROWN BAND,2010-02-13,93 ,Highway 20 Ride
93,USHER,2010-02-13,94 ,Papers
94,THREE DAYS GRACE,2010-02-13,95 ,Break
95,CHRIS BROWN,2010-02-13,96 ,Crawl
96,LADY ANTEBELLUM,2010-02-13,97 ,American Honey
97,50 CENT featuring NE-YO,2010-02-13,98 ,Baby By Me
98,SHAKIRA featuring LIL WAYNE,2010-02-13,99 ,Give It Up To Me
99,RIHANNA,2010-02-13,100,Russian Roulette
0,KE$HA,2010-02-20,1  ,TiK ToK
1,LADY GAGA,2010-02-20,2  ,Bad Romance
2,YOUNG MONEY featuring LLOYD,2010-02-20,3  ,Bedrock
3,THE BLACK EYED PEAS,2010-02-20,4  ,Imma Be
4,DAVID GUETTA featuring AKON,2010-02-20,5  ,Sexy Bitch
5,LUDACRIS,2010-02-20,6  ,How Low
6,IYAZ,2010-02-20,7  ,Replay
7,LADY ANTEBELLUM,2010-02-20,8  ,Need You Now
8,TRAIN,2010-02-20,9  ,"Hey, Soul Sister"
9,RIHANNA featuring JEEZY,2010-02-20,10 ,Hard
10,TIMBALAND featuring JUSTIN TIMBERLAKE,2010-02-20,11 ,Carry Out
11,JAY-Z & ALICIA KEYS,2010-02-20,12 ,Empire State Of Mind
12,JUSTIN TIMBERLAKE & MATT MORRIS featuring CHARLIE SEXTON,2010-02-20,13 ,Hallelujah
13,JASON DERULO,2010-02-20,14 ,In My Head
14,OWL CITY,2010-02-20,15 ,Fireflies
15,THE BLACK EYED PEAS,2010-02-20,16 ,I Gotta Feeling
16,TREY SONGZ,2010-02-20,17 ,Say Aah
17,JAY SEAN featuring SEAN PAUL & LIL JON,2010-02-20,18 ,Do You Remember
18,LADY GAGA featuring BEYONCE,2010-02-20,19 ,Telephone
19,BOYS LIKE GIRLS featuring TAYLOR SWIFT,2010-02-20,20 ,Two Is Better Than One
20,ORIANTHI,2010-02-20,21 ,According To You
21,TAYLOR SWIFT,2010-02-20,22 ,Today Was A Fairytale
22,KRIS ALLEN,2010-02-20,23 ,Live Like We're Dying
23,JAY SEAN featuring LIL WAYNE,2010-02-20,24 ,Down
24,JUSTIN BIEBER featuring LUDACRIS,2010-02-20,25 ,Baby
25,TAYLOR SWIFT,2010-02-20,26 ,You Belong With Me
26,KE$HA featuring 3OH!3,2010-02-20,27 ,Blah Blah Blah
27,JASON DeRULO,2010-02-20,28 ,Whatcha Say
28,NEW BOYZ featuring RAY J,2010-02-20,29 ,Tie Me Down
29,KELLY CLARKSON,2010-02-20,30 ,Already Gone
30,KINGS OF LEON,2010-02-20,31 ,Use Somebody
31,LADY GAGA,2010-02-20,32 ,Paparazzi
32,THE BLACK EYED PEAS,2010-02-20,33 ,Meet Me Halfway
33,"DRAKE featuring KANYE WEST, LIL WAYNE & EMINEM",2010-02-20,34 ,Forever
34,ADAM LAMBERT,2010-02-20,35 ,Whataya Want From Me
35,MICHAEL BUBLE,2010-02-20,36 ,Haven't Met You Yet
36,MILEY CYRUS,2010-02-20,37 ,Party In The U.S.A.
37,CASCADA,2010-02-20,38 ,Evacuate The Dancefloor
38,BRITNEY SPEARS,2010-02-20,39 ,3
39,JASON ALDEAN,2010-02-20,40 ,The Truth
40,SNOOP DOGG,2010-02-20,41 ,I Wanna Rock
41,PITBULL featuring AKON,2010-02-20,42 ,Shut It Down
42,MELANIE FIONA,2010-02-20,43 ,It Kills Me
43,JOSH TURNER,2010-02-20,44 ,Why Don't We Just Dance
44,COLBIE CAILLAT,2010-02-20,45 ,Falling For You
45,TIMBALAND featuring DRAKE,2010-02-20,46 ,Say Something
46,"SHERYL CROW, KID ROCK & KEITH URBAN",2010-02-20,47 ,Lean On Me
47,BEYONCE,2010-02-20,48 ,Sweet Dreams
48,SHINEDOWN,2010-02-20,49 ,If You Only Knew
49,ONEREPUBLIC,2010-02-20,50 ,All The Right Moves
50,DAUGHTRY,2010-02-20,51 ,Life After You
51,BIRDMAN featuring LIL WAYNE & DRAKE,2010-02-20,52 ,Money To Blow
52,THE SCRIPT,2010-02-20,53 ,Breakeven
53,MIRANDA LAMBERT,2010-02-20,54 ,White Liar
54,SELENA GOMEZ & THE SCENE,2010-02-20,55 ,Naturally
55,ALICIA KEYS,2010-02-20,56 ,Try Sleeping With A Broken Heart
56,JOHN MAYER,2010-02-20,57 ,Heartbreak Warfare
57,JAY-Z + SWIZZ BEATZ,2010-02-20,58 ,On To The Next One
58,SNOOP DOGG featuring THE-DREAM,2010-02-20,59 ,Gangsta Luv
59,MARY J. BLIGE,2010-02-20,60 ,I Am
60,CARRIE UNDERWOOD,2010-02-20,61 ,Cowboy Casanova
61,LIFEHOUSE,2010-02-20,62 ,Halfway Gone
62,DARIUS RUCKER,2010-02-20,63 ,History In The Making
63,TIM McGRAW,2010-02-20,64 ,Southern Voice
64,TREY SONGZ featuring DRAKE,2010-02-20,65 ,I Invented Sex
65,BLAKE SHELTON featuring TRACE ADKINS,2010-02-20,66 ,Hillbilly Bone
66,BRAD PAISLEY,2010-02-20,67 ,American Saturday Night
67,NICKELBACK,2010-02-20,68 ,Never Gonna Be Alone
68,LMFAO featuring LIL JON,2010-02-20,69 ,Shots
69,CARRIE UNDERWOOD,2010-02-20,70 ,Temporary Home
70,SNOW PATROL featuring MARTHA WAINWRIGHT,2010-02-20,71 ,Set The Fire To The Third Bar
71,TAYLOR SWIFT,2010-02-20,72 ,Breathless
72,ROBIN THICKE,2010-02-20,73 ,Sex Therapy
73,SADE,2010-02-20,74 ,Soldier Of Love
74,DIERKS BENTLEY,2010-02-20,75 ,I Wanna Make You Close Your Eyes
75,BILLY CURRINGTON,2010-02-20,76 ,That's How Country Boys Roll
76,LIL WAYNE featuring EMINEM,2010-02-20,77 ,Drop The World
77,TOBY KEITH,2010-02-20,78 ,Cryin' For Me (Wayman's Song)
78,ROB THOMAS,2010-02-20,79 ,Someday
79,USHER featuring PLIES,2010-02-20,80 ,Hey Daddy (Daddy's Home)
80,ZAC BROWN BAND,2010-02-20,81 ,Highway 20 Ride
81,EASTON CORBIN,2010-02-20,82 ,A Little More Country Than That
82,CHRIS BROWN featuring LIL WAYNE & SWIZZ BEATZ,2010-02-20,83 ,I Can Transform Ya
83,REBA,2010-02-20,84 ,Consider Me Gone
84,"JAY-Z, BONO, THE EDGE & RIHANNA",2010-02-20,85 ,Stranded (Haiti Mon Amour)
85,KEITH URBAN,2010-02-20,86 ,'Til Summer Comes Around
86,GUCCI MANE featuring USHER,2010-02-20,87 ,Spotlight
87,PEARL JAM,2010-02-20,88 ,Just Breath
88,B.O.B featuring BRUNO MARS,2010-02-20,89 ,Nothin' On You
89,PHOENIX,2010-02-20,90 ,1901
90,JUSTIN BIEBER,2010-02-20,91 ,One Less Lonely Girl
91,EDDIE VEDDER,2010-02-20,92 ,My City Of Ruins (Live From The Kennedy Center Honors)
92,KE$HA,2010-02-20,93 ,Your Love Is My Drug
93,JAKE OWEN,2010-02-20,94 ,Eight Second Ride
94,YOUNG MONEY featuring GUCCI MANE,2010-02-20,95 ,Steady Mobbin'
95,JAHEIM,2010-02-20,96 ,Ain't Leavin' Without You
96,USHER,2010-02-20,97 ,Papers
97,JENNIFER HUDSON featuring THE ROOTS,2010-02-20,98 ,Let It Be
98,JASON MICHAEL CARROLL,2010-02-20,99 ,Hurry Home
99,ROSCOE DASH featuring SOULJA BOY TELL'EM,2010-02-20,100,All The Way Turnt Up
0,KE$HA,2010-02-27,1  ,TiK ToK
1,THE BLACK EYED PEAS,2010-02-27,2  ,Imma Be
2,LADY ANTEBELLUM,2010-02-27,3  ,Need You Now
3,YOUNG MONEY featuring LLOYD,2010-02-27,4  ,Bedrock
4,LADY GAGA,2010-02-27,5  ,Bad Romance
5,DAVID GUETTA featuring AKON,2010-02-27,6  ,Sexy Bitch
6,TRAIN,2010-02-27,7  ,"Hey, Soul Sister"
7,LUDACRIS,2010-02-27,8  ,How Low
8,THE BLACK EYED PEAS,2010-02-27,9  ,I Gotta Feeling
9,IYAZ,2010-02-27,10 ,Replay
10,JASON DERULO,2010-02-27,11 ,In My Head
11,TIMBALAND featuring JUSTIN TIMBERLAKE,2010-02-27,12 ,Carry Out
12,RIHANNA featuring JEEZY,2010-02-27,13 ,Hard
13,JAY-Z & ALICIA KEYS,2010-02-27,14 ,Empire State Of Mind
14,TREY SONGZ,2010-02-27,15 ,Say Aah
15,LADY GAGA featuring BEYONCE,2010-02-27,16 ,Telephone
16,OWL CITY,2010-02-27,17 ,Fireflies
17,PINK,2010-02-27,18 ,Glitter In The Air
18,JAY SEAN featuring SEAN PAUL & LIL JON,2010-02-27,19 ,Do You Remember
19,ORIANTHI,2010-02-27,20 ,According To You
20,BOYS LIKE GIRLS featuring TAYLOR SWIFT,2010-02-27,21 ,Two Is Better Than One
21,KE$HA featuring 3OH!3,2010-02-27,22 ,Blah Blah Blah
22,JAY SEAN featuring LIL WAYNE,2010-02-27,23 ,Down
23,KRIS ALLEN,2010-02-27,24 ,Live Like We're Dying
24,JUSTIN BIEBER featuring LUDACRIS,2010-02-27,25 ,Baby
25,"DRAKE featuring KANYE WEST, LIL WAYNE & EMINEM",2010-02-27,26 ,Forever
26,TAYLOR SWIFT,2010-02-27,27 ,You Belong With Me
27,KINGS OF LEON,2010-02-27,28 ,Use Somebody
28,NEW BOYZ featuring RAY J,2010-02-27,29 ,Tie Me Down
29,MICHAEL BUBLE,2010-02-27,30 ,Haven't Met You Yet
30,JASON DeRULO,2010-02-27,31 ,Whatcha Say
31,THE BLACK EYED PEAS,2010-02-27,32 ,Meet Me Halfway
32,LADY GAGA,2010-02-27,33 ,Paparazzi
