,diff_0,diff_1,diff_2,diff_3,diff_4,diff_5,diff_6,target
407,32.0,23.0,12.0,5.0,8.0,5.0,5.0,5.0
408,23.0,12.0,5.0,8.0,5.0,5.0,5.0,4.0
409,12.0,5.0,8.0,5.0,5.0,5.0,4.0,4.0
410,5.0,8.0,5.0,5.0,5.0,4.0,4.0,5.0
411,8.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0
412,5.0,5.0,5.0,4.0,4.0,5.0,4.0,6.0
413,91.0,84.0,74.0,64.0,66.0,68.0,71.0,64.0
414,84.0,74.0,64.0,66.0,68.0,71.0,64.0,59.0
415,82.0,80.0,71.0,60.0,64.0,76.0,87.0,101.0
416,37.0,36.0,40.0,43.0,40.0,43.0,41.0,42.0
417,36.0,40.0,43.0,40.0,43.0,41.0,42.0,47.0
418,40.0,43.0,40.0,43.0,41.0,42.0,47.0,101.0
419,97.0,97.0,80.0,76.0,77.0,76.0,73.0,70.0
420,97.0,80.0,76.0,77.0,76.0,73.0,70.0,74.0
421,80.0,76.0,77.0,76.0,73.0,70.0,74.0,78.0
422,76.0,77.0,76.0,73.0,70.0,74.0,78.0,81.0
423,77.0,76.0,73.0,70.0,74.0,78.0,81.0,82.0
424,76.0,73.0,70.0,74.0,78.0,81.0,82.0,81.0
425,13.0,14.0,17.0,16.0,15.0,21.0,27.0,32.0
426,14.0,17.0,16.0,15.0,21.0,27.0,32.0,34.0
427,17.0,16.0,15.0,21.0,27.0,32.0,34.0,41.0
428,16.0,15.0,21.0,27.0,32.0,34.0,41.0,48.0
429,15.0,21.0,27.0,32.0,34.0,41.0,48.0,101.0
430,75.0,60.0,57.0,36.0,37.0,34.0,26.0,22.0
431,60.0,57.0,36.0,37.0,34.0,26.0,22.0,17.0
432,57.0,36.0,37.0,34.0,26.0,22.0,17.0,15.0
433,36.0,37.0,34.0,26.0,22.0,17.0,15.0,12.0
434,37.0,34.0,26.0,22.0,17.0,15.0,12.0,14.0
435,34.0,26.0,22.0,17.0,15.0,12.0,14.0,16.0
436,26.0,22.0,17.0,15.0,12.0,14.0,16.0,15.0
437,22.0,17.0,15.0,12.0,14.0,16.0,15.0,14.0
438,17.0,15.0,12.0,14.0,16.0,15.0,14.0,14.0
439,15.0,12.0,14.0,16.0,15.0,14.0,14.0,16.0
440,81.0,64.0,55.0,53.0,53.0,48.0,45.0,28.0
441,64.0,55.0,53.0,53.0,48.0,45.0,28.0,27.0
442,55.0,53.0,53.0,48.0,45.0,28.0,27.0,33.0
443,53.0,53.0,48.0,45.0,28.0,27.0,33.0,27.0
444,53.0,48.0,45.0,28.0,27.0,33.0,27.0,24.0
445,48.0,45.0,28.0,27.0,33.0,27.0,24.0,21.0
446,46.0,55.0,50.0,44.0,49.0,51.0,53.0,77.0
447,55.0,50.0,44.0,49.0,51.0,53.0,77.0,101.0
448,32.0,32.0,31.0,26.0,28.0,35.0,38.0,43.0
449,32.0,31.0,26.0,28.0,35.0,38.0,43.0,54.0
450,31.0,26.0,28.0,35.0,38.0,43.0,54.0,63.0
451,26.0,28.0,35.0,38.0,43.0,54.0,63.0,72.0
452,28.0,35.0,38.0,43.0,54.0,63.0,72.0,79.0
453,35.0,38.0,43.0,54.0,63.0,72.0,79.0,87.0
454,38.0,43.0,54.0,63.0,72.0,79.0,87.0,101.0
455,1.0,7.0,6.0,6.0,6.0,6.0,6.0,8.0
456,7.0,6.0,6.0,6.0,6.0,6.0,8.0,4.0
457,92.0,93.0,93.0,100.0,89.0,89.0,91.0,92.0
458,93.0,93.0,100.0,89.0,89.0,91.0,92.0,100.0
459,93.0,100.0,89.0,89.0,91.0,92.0,100.0,101.0
460,94.0,79.0,83.0,83.0,76.0,82.0,59.0,62.0
461,79.0,83.0,83.0,76.0,82.0,59.0,62.0,67.0
462,83.0,83.0,76.0,82.0,59.0,62.0,67.0,61.0
463,83.0,76.0,82.0,59.0,62.0,67.0,61.0,64.0
464,76.0,82.0,59.0,62.0,67.0,61.0,64.0,59.0
465,82.0,59.0,62.0,67.0,61.0,64.0,59.0,62.0
466,59.0,62.0,67.0,61.0,64.0,59.0,62.0,59.0
467,62.0,67.0,61.0,64.0,59.0,62.0,59.0,54.0
468,88.0,94.0,79.0,66.0,78.0,91.0,94.0,101.0
469,29.0,26.0,20.0,22.0,13.0,11.0,8.0,6.0
470,26.0,20.0,22.0,13.0,11.0,8.0,6.0,9.0
471,20.0,22.0,13.0,11.0,8.0,6.0,9.0,9.0
472,22.0,13.0,11.0,8.0,6.0,9.0,9.0,9.0
473,13.0,11.0,8.0,6.0,9.0,9.0,9.0,10.0
474,11.0,8.0,6.0,9.0,9.0,9.0,10.0,13.0
475,8.0,6.0,9.0,9.0,9.0,10.0,13.0,14.0
476,6.0,9.0,9.0,9.0,10.0,13.0,14.0,17.0
477,9.0,9.0,9.0,10.0,13.0,14.0,17.0,16.0
478,9.0,9.0,10.0,13.0,14.0,17.0,16.0,20.0
479,9.0,6.0,6.0,7.0,6.0,5.0,7.0,8.0
480,6.0,6.0,7.0,6.0,5.0,7.0,8.0,15.0
481,6.0,7.0,6.0,5.0,7.0,8.0,15.0,18.0
482,7.0,6.0,5.0,7.0,8.0,15.0,18.0,17.0
483,6.0,5.0,7.0,8.0,15.0,18.0,17.0,20.0
484,5.0,7.0,8.0,15.0,18.0,17.0,20.0,26.0
485,7.0,8.0,15.0,18.0,17.0,20.0,26.0,35.0
486,8.0,15.0,18.0,17.0,20.0,26.0,35.0,45.0
487,15.0,18.0,17.0,20.0,26.0,35.0,45.0,48.0
488,18.0,17.0,20.0,26.0,35.0,45.0,48.0,101.0
489,30.0,28.0,26.0,32.0,30.0,26.0,23.0,27.0
490,28.0,26.0,32.0,30.0,26.0,23.0,27.0,27.0
491,26.0,32.0,30.0,26.0,23.0,27.0,27.0,29.0
492,32.0,30.0,26.0,23.0,27.0,27.0,29.0,30.0
493,30.0,26.0,23.0,27.0,27.0,29.0,30.0,27.0
494,26.0,23.0,27.0,27.0,29.0,30.0,27.0,32.0
495,23.0,27.0,27.0,29.0,30.0,27.0,32.0,30.0
496,27.0,27.0,29.0,30.0,27.0,32.0,30.0,37.0
497,27.0,29.0,30.0,27.0,32.0,30.0,37.0,38.0
498,29.0,30.0,27.0,32.0,30.0,37.0,38.0,42.0
499,41.0,42.0,41.0,30.0,36.0,38.0,37.0,41.0
500,42.0,41.0,30.0,36.0,38.0,37.0,41.0,45.0
501,41.0,30.0,36.0,38.0,37.0,41.0,45.0,45.0
502,30.0,36.0,38.0,37.0,41.0,45.0,45.0,44.0
503,36.0,38.0,37.0,41.0,45.0,45.0,44.0,45.0
504,38.0,37.0,41.0,45.0,45.0,44.0,45.0,49.0
505,37.0,41.0,45.0,45.0,44.0,45.0,49.0,101.0
506,100.0,88.0,82.0,79.0,71.0,70.0,62.0,64.0
507,88.0,82.0,79.0,71.0,70.0,62.0,64.0,60.0
508,82.0,79.0,71.0,70.0,62.0,64.0,60.0,55.0
509,81.0,70.0,66.0,62.0,43.0,53.0,52.0,72.0
510,70.0,66.0,62.0,43.0,53.0,52.0,72.0,87.0
511,66.0,62.0,43.0,53.0,52.0,72.0,87.0,96.0
512,100.0,87.0,78.0,68.0,61.0,59.0,54.0,43.0
513,95.0,90.0,77.0,80.0,74.0,67.0,77.0,83.0
514,90.0,77.0,80.0,74.0,67.0,77.0,83.0,80.0
515,77.0,80.0,74.0,67.0,77.0,83.0,80.0,84.0
516,80.0,74.0,67.0,77.0,83.0,80.0,84.0,86.0
517,74.0,67.0,77.0,83.0,80.0,84.0,86.0,93.0
518,67.0,77.0,83.0,80.0,84.0,86.0,93.0,99.0
519,77.0,83.0,80.0,84.0,86.0,93.0,99.0,95.0
520,83.0,80.0,84.0,86.0,93.0,99.0,95.0,99.0
521,80.0,84.0,86.0,93.0,99.0,95.0,99.0,101.0
522,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0
523,2.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0
524,2.0,2.0,1.0,1.0,1.0,2.0,3.0,3.0
525,2.0,1.0,1.0,1.0,2.0,3.0,3.0,4.0
526,1.0,1.0,1.0,2.0,3.0,3.0,4.0,4.0
527,1.0,1.0,2.0,3.0,3.0,4.0,4.0,5.0
528,1.0,2.0,3.0,3.0,4.0,4.0,5.0,8.0
529,2.0,3.0,3.0,4.0,4.0,5.0,8.0,8.0
530,3.0,3.0,4.0,4.0,5.0,8.0,8.0,11.0
531,3.0,4.0,4.0,5.0,8.0,8.0,11.0,13.0
532,61.0,77.0,66.0,50.0,38.0,46.0,42.0,37.0
533,77.0,66.0,50.0,38.0,46.0,42.0,37.0,37.0
534,66.0,50.0,38.0,46.0,42.0,37.0,37.0,37.0
535,50.0,38.0,46.0,42.0,37.0,37.0,37.0,41.0
536,38.0,46.0,42.0,37.0,37.0,37.0,41.0,41.0
537,46.0,42.0,37.0,37.0,37.0,41.0,41.0,42.0
538,42.0,37.0,37.0,37.0,41.0,41.0,42.0,47.0
539,37.0,37.0,37.0,41.0,41.0,42.0,47.0,61.0
540,37.0,37.0,41.0,41.0,42.0,47.0,61.0,77.0
541,37.0,41.0,41.0,42.0,47.0,61.0,77.0,75.0
542,59.0,58.0,64.0,61.0,55.0,54.0,46.0,50.0
543,58.0,64.0,61.0,55.0,54.0,46.0,50.0,65.0
544,64.0,61.0,55.0,54.0,46.0,50.0,65.0,71.0
545,61.0,55.0,54.0,46.0,50.0,65.0,71.0,76.0
546,55.0,54.0,46.0,50.0,65.0,71.0,76.0,101.0
547,7.0,9.0,8.0,6.0,7.0,8.0,6.0,11.0
548,9.0,8.0,6.0,7.0,8.0,6.0,11.0,11.0
549,8.0,6.0,7.0,8.0,6.0,11.0,11.0,10.0
550,6.0,7.0,8.0,6.0,11.0,11.0,10.0,13.0
551,7.0,8.0,6.0,11.0,11.0,10.0,13.0,16.0
552,8.0,6.0,11.0,11.0,10.0,13.0,16.0,17.0
553,6.0,11.0,11.0,10.0,13.0,16.0,17.0,17.0
554,11.0,11.0,10.0,13.0,16.0,17.0,17.0,20.0
555,11.0,10.0,13.0,16.0,17.0,17.0,20.0,22.0
556,10.0,13.0,16.0,17.0,17.0,20.0,22.0,23.0
557,28.0,19.0,13.0,9.0,5.0,4.0,4.0,3.0
558,19.0,13.0,9.0,5.0,4.0,4.0,3.0,4.0
559,13.0,9.0,5.0,4.0,4.0,3.0,4.0,2.0
560,9.0,5.0,4.0,4.0,3.0,4.0,2.0,3.0
561,5.0,4.0,4.0,3.0,4.0,2.0,3.0,3.0
562,4.0,4.0,3.0,4.0,2.0,3.0,3.0,3.0
563,4.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0
564,3.0,4.0,2.0,3.0,3.0,3.0,3.0,4.0
565,4.0,2.0,3.0,3.0,3.0,3.0,4.0,5.0
566,2.0,3.0,3.0,3.0,3.0,4.0,5.0,7.0
567,87.0,68.0,58.0,54.0,60.0,57.0,56.0,47.0
568,68.0,58.0,54.0,60.0,57.0,56.0,47.0,45.0
569,58.0,54.0,60.0,57.0,56.0,47.0,45.0,44.0
570,54.0,60.0,57.0,56.0,47.0,45.0,44.0,51.0
571,60.0,57.0,56.0,47.0,45.0,44.0,51.0,63.0
572,57.0,56.0,47.0,45.0,44.0,51.0,63.0,68.0
573,6.0,26.0,31.0,32.0,30.0,29.0,31.0,33.0
574,26.0,31.0,32.0,30.0,29.0,31.0,33.0,36.0
575,62.0,65.0,62.0,69.0,68.0,66.0,66.0,74.0
576,65.0,62.0,69.0,68.0,66.0,66.0,74.0,87.0
577,62.0,69.0,68.0,66.0,66.0,74.0,87.0,97.0
578,69.0,68.0,66.0,66.0,74.0,87.0,97.0,101.0
579,6.0,7.0,9.0,11.0,11.0,14.0,18.0,21.0
580,7.0,9.0,11.0,11.0,14.0,18.0,21.0,23.0
581,9.0,11.0,11.0,14.0,18.0,21.0,23.0,25.0
582,11.0,11.0,14.0,18.0,21.0,23.0,25.0,27.0
583,11.0,14.0,18.0,21.0,23.0,25.0,27.0,22.0
584,14.0,18.0,21.0,23.0,25.0,27.0,22.0,21.0
585,18.0,21.0,23.0,25.0,27.0,22.0,21.0,24.0
586,21.0,23.0,25.0,27.0,22.0,21.0,24.0,25.0
587,23.0,25.0,27.0,22.0,21.0,24.0,25.0,28.0
588,25.0,27.0,22.0,21.0,24.0,25.0,28.0,33.0
589,57.0,54.0,58.0,63.0,65.0,73.0,77.0,84.0
590,54.0,58.0,63.0,65.0,73.0,77.0,84.0,95.0
591,58.0,63.0,65.0,73.0,77.0,84.0,95.0,92.0
592,63.0,65.0,73.0,77.0,84.0,95.0,92.0,101.0
593,26.0,27.0,19.0,19.0,27.0,29.0,28.0,39.0
594,27.0,19.0,19.0,27.0,29.0,28.0,39.0,38.0
595,19.0,19.0,27.0,29.0,28.0,39.0,38.0,47.0
596,19.0,27.0,29.0,28.0,39.0,38.0,47.0,101.0
597,85.0,86.0,85.0,88.0,64.0,74.0,77.0,91.0
598,86.0,85.0,88.0,64.0,74.0,77.0,91.0,89.0
599,85.0,88.0,64.0,74.0,77.0,91.0,89.0,98.0
600,88.0,64.0,74.0,77.0,91.0,89.0,98.0,91.0
601,64.0,74.0,77.0,91.0,89.0,98.0,91.0,101.0
602,98.0,92.0,93.0,90.0,72.0,72.0,72.0,71.0
603,92.0,93.0,90.0,72.0,72.0,72.0,71.0,63.0
604,93.0,90.0,72.0,72.0,72.0,71.0,63.0,60.0
605,90.0,72.0,72.0,72.0,71.0,63.0,60.0,75.0
606,72.0,72.0,72.0,71.0,63.0,60.0,75.0,91.0
607,72.0,72.0,71.0,63.0,60.0,75.0,91.0,101.0
608,4.0,5.0,5.0,5.0,8.0,10.0,10.0,17.0
609,5.0,5.0,5.0,8.0,10.0,10.0,17.0,21.0
610,5.0,5.0,8.0,10.0,10.0,17.0,21.0,23.0
611,5.0,8.0,10.0,10.0,17.0,21.0,23.0,25.0
612,8.0,10.0,10.0,17.0,21.0,23.0,25.0,25.0
613,10.0,10.0,17.0,21.0,23.0,25.0,25.0,29.0
614,10.0,17.0,21.0,23.0,25.0,25.0,29.0,34.0
615,17.0,21.0,23.0,25.0,25.0,29.0,34.0,36.0
616,21.0,23.0,25.0,25.0,29.0,34.0,36.0,37.0
617,23.0,25.0,25.0,29.0,34.0,36.0,37.0,41.0
618,78.0,55.0,54.0,47.0,41.0,41.0,35.0,29.0
619,55.0,54.0,47.0,41.0,41.0,35.0,29.0,29.0
620,54.0,47.0,41.0,41.0,35.0,29.0,29.0,20.0
621,47.0,41.0,41.0,35.0,29.0,29.0,20.0,14.0
622,41.0,41.0,35.0,29.0,29.0,20.0,14.0,18.0
623,41.0,35.0,29.0,29.0,20.0,14.0,18.0,23.0
624,35.0,29.0,29.0,20.0,14.0,18.0,23.0,28.0
625,29.0,29.0,20.0,14.0,18.0,23.0,28.0,34.0
626,29.0,20.0,14.0,18.0,23.0,28.0,34.0,50.0
627,20.0,14.0,18.0,23.0,28.0,34.0,50.0,58.0
628,23.0,22.0,24.0,15.0,14.0,16.0,17.0,19.0
629,22.0,24.0,15.0,14.0,16.0,17.0,19.0,24.0
630,24.0,15.0,14.0,16.0,17.0,19.0,24.0,34.0
631,15.0,14.0,16.0,17.0,19.0,24.0,34.0,39.0
632,14.0,16.0,17.0,19.0,24.0,34.0,39.0,42.0
633,16.0,17.0,19.0,24.0,34.0,39.0,42.0,44.0
634,17.0,19.0,24.0,34.0,39.0,42.0,44.0,46.0
635,19.0,24.0,34.0,39.0,42.0,44.0,46.0,49.0
636,24.0,34.0,39.0,42.0,44.0,46.0,49.0,45.0
637,34.0,39.0,42.0,44.0,46.0,49.0,45.0,49.0
638,18.0,23.0,22.0,18.0,21.0,28.0,34.0,34.0
639,23.0,22.0,18.0,21.0,28.0,34.0,34.0,35.0
640,22.0,18.0,21.0,28.0,34.0,34.0,35.0,38.0
641,18.0,21.0,28.0,34.0,34.0,35.0,38.0,46.0
642,21.0,28.0,34.0,34.0,35.0,38.0,46.0,46.0
643,28.0,34.0,34.0,35.0,38.0,46.0,46.0,101.0
644,9.0,7.0,4.0,1.0,1.0,1.0,1.0,1.0
645,7.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0
646,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
647,69.0,72.0,97.0,98.0,82.0,70.0,60.0,57.0
648,72.0,97.0,98.0,82.0,70.0,60.0,57.0,54.0
649,97.0,98.0,82.0,70.0,60.0,57.0,54.0,55.0
650,98.0,82.0,70.0,60.0,57.0,54.0,55.0,50.0
651,82.0,70.0,60.0,57.0,54.0,55.0,50.0,43.0
652,70.0,60.0,57.0,54.0,55.0,50.0,43.0,38.0
653,60.0,57.0,54.0,55.0,50.0,43.0,38.0,32.0
654,57.0,54.0,55.0,50.0,43.0,38.0,32.0,32.0
655,54.0,55.0,50.0,43.0,38.0,32.0,32.0,31.0
656,85.0,88.0,80.0,67.0,58.0,58.0,23.0,36.0
657,88.0,80.0,67.0,58.0,58.0,23.0,36.0,34.0
