,diff_0,diff_1,diff_2,diff_3,diff_4,diff_5,diff_6,target
136,69.0,69.0,68.0,69.0,62.0,62.0,60.0,60.0
137,69.0,68.0,69.0,62.0,62.0,60.0,60.0,55.0
138,68.0,69.0,62.0,62.0,60.0,60.0,55.0,56.0
139,31.0,30.0,27.0,23.0,25.0,30.0,40.0,47.0
140,30.0,27.0,23.0,25.0,30.0,40.0,47.0,67.0
141,27.0,23.0,25.0,30.0,40.0,47.0,67.0,70.0
142,23.0,25.0,30.0,40.0,47.0,67.0,70.0,75.0
143,25.0,30.0,40.0,47.0,67.0,70.0,75.0,101.0
144,89.0,92.0,75.0,73.0,73.0,79.0,68.0,90.0
145,92.0,75.0,73.0,73.0,79.0,68.0,90.0,93.0
146,75.0,73.0,73.0,79.0,68.0,90.0,93.0,98.0
147,73.0,73.0,79.0,68.0,90.0,93.0,98.0,100.0
148,73.0,79.0,68.0,90.0,93.0,98.0,100.0,101.0
149,86.0,87.0,97.0,76.0,75.0,75.0,71.0,66.0
150,87.0,97.0,76.0,75.0,75.0,71.0,66.0,66.0
151,97.0,76.0,75.0,75.0,71.0,66.0,66.0,58.0
152,76.0,75.0,75.0,71.0,66.0,66.0,58.0,60.0
153,75.0,75.0,71.0,66.0,66.0,58.0,60.0,69.0
154,75.0,71.0,66.0,66.0,58.0,60.0,69.0,101.0
155,25.0,21.0,25.0,25.0,23.0,24.0,25.0,26.0
156,21.0,25.0,25.0,23.0,24.0,25.0,26.0,30.0
157,25.0,25.0,23.0,24.0,25.0,26.0,30.0,30.0
158,25.0,23.0,24.0,25.0,26.0,30.0,30.0,35.0
159,23.0,24.0,25.0,26.0,30.0,30.0,35.0,39.0
160,24.0,25.0,26.0,30.0,30.0,35.0,39.0,38.0
161,25.0,26.0,30.0,30.0,35.0,39.0,38.0,41.0
162,26.0,30.0,30.0,35.0,39.0,38.0,41.0,43.0
163,30.0,30.0,35.0,39.0,38.0,41.0,43.0,44.0
164,30.0,35.0,39.0,38.0,41.0,43.0,44.0,45.0
165,20.0,20.0,18.0,21.0,17.0,13.0,15.0,16.0
166,20.0,18.0,21.0,17.0,13.0,15.0,16.0,19.0
167,18.0,21.0,17.0,13.0,15.0,16.0,19.0,17.0
168,21.0,17.0,13.0,15.0,16.0,19.0,17.0,16.0
169,17.0,13.0,15.0,16.0,19.0,17.0,16.0,17.0
170,13.0,15.0,16.0,19.0,17.0,16.0,17.0,19.0
171,15.0,16.0,19.0,17.0,16.0,17.0,19.0,19.0
172,16.0,19.0,17.0,16.0,17.0,19.0,19.0,21.0
173,19.0,17.0,16.0,17.0,19.0,19.0,21.0,23.0
174,17.0,16.0,17.0,19.0,19.0,21.0,23.0,24.0
175,68.0,57.0,52.0,48.0,39.0,36.0,31.0,33.0
176,57.0,52.0,48.0,39.0,36.0,31.0,33.0,39.0
177,52.0,48.0,39.0,36.0,31.0,33.0,39.0,21.0
178,48.0,39.0,36.0,31.0,33.0,39.0,21.0,18.0
179,39.0,36.0,31.0,33.0,39.0,21.0,18.0,13.0
180,36.0,31.0,33.0,39.0,21.0,18.0,13.0,18.0
181,31.0,33.0,39.0,21.0,18.0,13.0,18.0,18.0
182,33.0,39.0,21.0,18.0,13.0,18.0,18.0,22.0
183,39.0,21.0,18.0,13.0,18.0,18.0,22.0,25.0
184,21.0,18.0,13.0,18.0,18.0,22.0,25.0,26.0
185,94.0,69.0,62.0,61.0,59.0,61.0,52.0,54.0
186,69.0,62.0,61.0,59.0,61.0,52.0,54.0,49.0
187,62.0,61.0,59.0,61.0,52.0,54.0,49.0,44.0
188,61.0,59.0,61.0,52.0,54.0,49.0,44.0,40.0
189,59.0,61.0,52.0,54.0,49.0,44.0,40.0,35.0
190,12.0,17.0,23.0,14.0,20.0,25.0,29.0,31.0
191,17.0,23.0,14.0,20.0,25.0,29.0,31.0,32.0
192,23.0,14.0,20.0,25.0,29.0,31.0,32.0,36.0
193,14.0,20.0,25.0,29.0,31.0,32.0,36.0,33.0
194,20.0,25.0,29.0,31.0,32.0,36.0,33.0,34.0
195,25.0,29.0,31.0,32.0,36.0,33.0,34.0,40.0
196,29.0,31.0,32.0,36.0,33.0,34.0,40.0,40.0
197,31.0,32.0,36.0,33.0,34.0,40.0,40.0,48.0
198,32.0,36.0,33.0,34.0,40.0,40.0,48.0,49.0
199,36.0,33.0,34.0,40.0,40.0,48.0,49.0,101.0
200,53.0,48.0,51.0,46.0,44.0,44.0,39.0,40.0
201,48.0,51.0,46.0,44.0,44.0,39.0,40.0,44.0
202,51.0,46.0,44.0,44.0,39.0,40.0,44.0,39.0
203,46.0,44.0,44.0,39.0,40.0,44.0,39.0,43.0
204,44.0,44.0,39.0,40.0,44.0,39.0,43.0,37.0
205,44.0,39.0,40.0,44.0,39.0,43.0,37.0,36.0
206,39.0,40.0,44.0,39.0,43.0,37.0,36.0,26.0
207,40.0,44.0,39.0,43.0,37.0,36.0,26.0,30.0
208,44.0,39.0,43.0,37.0,36.0,26.0,30.0,26.0
209,39.0,43.0,37.0,36.0,26.0,30.0,26.0,29.0
210,24.0,33.0,35.0,39.0,50.0,53.0,51.0,89.0
211,33.0,35.0,39.0,50.0,53.0,51.0,89.0,101.0
212,100.0,70.0,66.0,62.0,54.0,52.0,56.0,56.0
213,70.0,66.0,62.0,54.0,52.0,56.0,56.0,58.0
214,66.0,62.0,54.0,52.0,56.0,56.0,58.0,65.0
215,62.0,54.0,52.0,56.0,56.0,58.0,65.0,77.0
216,54.0,52.0,56.0,56.0,58.0,65.0,77.0,97.0
217,52.0,56.0,56.0,58.0,65.0,77.0,97.0,101.0
218,65.0,66.0,65.0,56.0,54.0,61.0,74.0,93.0
219,66.0,65.0,56.0,54.0,61.0,74.0,93.0,101.0
220,86.0,83.0,62.0,62.0,81.0,83.0,70.0,84.0
221,83.0,62.0,62.0,81.0,83.0,70.0,84.0,87.0
222,62.0,62.0,81.0,83.0,70.0,84.0,87.0,90.0
223,62.0,81.0,83.0,70.0,84.0,87.0,90.0,101.0
224,77.0,62.0,39.0,42.0,42.0,37.0,21.0,7.0
225,62.0,39.0,42.0,42.0,37.0,21.0,7.0,13.0
226,39.0,42.0,42.0,37.0,21.0,7.0,13.0,12.0
227,42.0,42.0,37.0,21.0,7.0,13.0,12.0,11.0
228,42.0,37.0,21.0,7.0,13.0,12.0,11.0,11.0
229,37.0,21.0,7.0,13.0,12.0,11.0,11.0,15.0
230,21.0,7.0,13.0,12.0,11.0,11.0,15.0,13.0
231,7.0,13.0,12.0,11.0,11.0,15.0,13.0,15.0
232,13.0,12.0,11.0,11.0,15.0,13.0,15.0,15.0
233,12.0,11.0,11.0,15.0,13.0,15.0,15.0,17.0
234,76.0,70.0,60.0,58.0,58.0,55.0,42.0,44.0
235,70.0,60.0,58.0,58.0,55.0,42.0,44.0,46.0
236,60.0,58.0,58.0,55.0,42.0,44.0,46.0,48.0
237,58.0,58.0,55.0,42.0,44.0,46.0,48.0,56.0
238,58.0,55.0,42.0,44.0,46.0,48.0,56.0,75.0
239,55.0,42.0,44.0,46.0,48.0,56.0,75.0,80.0
240,1.0,1.0,1.0,1.0,2.0,2.0,3.0,4.0
241,1.0,1.0,1.0,2.0,2.0,3.0,4.0,5.0
242,1.0,1.0,2.0,2.0,3.0,4.0,5.0,6.0
243,1.0,2.0,2.0,3.0,4.0,5.0,6.0,7.0
244,2.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0
245,2.0,3.0,4.0,5.0,6.0,7.0,8.0,11.0
246,3.0,4.0,5.0,6.0,7.0,8.0,11.0,12.0
247,4.0,5.0,6.0,7.0,8.0,11.0,12.0,16.0
248,5.0,6.0,7.0,8.0,11.0,12.0,16.0,19.0
249,6.0,7.0,8.0,11.0,12.0,16.0,19.0,19.0
250,8.0,8.0,7.0,8.0,9.0,6.0,5.0,10.0
251,8.0,7.0,8.0,9.0,6.0,5.0,10.0,12.0
252,7.0,8.0,9.0,6.0,5.0,10.0,12.0,19.0
253,8.0,9.0,6.0,5.0,10.0,12.0,19.0,21.0
254,9.0,6.0,5.0,10.0,12.0,19.0,21.0,26.0
255,6.0,5.0,10.0,12.0,19.0,21.0,26.0,33.0
256,5.0,10.0,12.0,19.0,21.0,26.0,33.0,32.0
257,10.0,12.0,19.0,21.0,26.0,33.0,32.0,39.0
258,12.0,19.0,21.0,26.0,33.0,32.0,39.0,47.0
259,19.0,21.0,26.0,33.0,32.0,39.0,47.0,101.0
260,48.0,41.0,42.0,31.0,33.0,31.0,30.0,24.0
261,41.0,42.0,31.0,33.0,31.0,30.0,24.0,25.0
262,42.0,31.0,33.0,31.0,30.0,24.0,25.0,24.0
263,31.0,33.0,31.0,30.0,24.0,25.0,24.0,26.0
264,33.0,31.0,30.0,24.0,25.0,24.0,26.0,23.0
265,31.0,30.0,24.0,25.0,24.0,26.0,23.0,31.0
266,30.0,24.0,25.0,24.0,26.0,23.0,31.0,37.0
267,24.0,25.0,24.0,26.0,23.0,31.0,37.0,41.0
268,25.0,24.0,26.0,23.0,31.0,37.0,41.0,46.0
269,24.0,26.0,23.0,31.0,37.0,41.0,46.0,101.0
270,98.0,96.0,80.0,88.0,90.0,81.0,86.0,86.0
271,96.0,80.0,88.0,90.0,81.0,86.0,86.0,93.0
272,80.0,88.0,90.0,81.0,86.0,86.0,93.0,68.0
273,88.0,90.0,81.0,86.0,86.0,93.0,68.0,84.0
274,90.0,81.0,86.0,86.0,93.0,68.0,84.0,101.0
275,67.0,61.0,60.0,53.0,51.0,48.0,44.0,38.0
276,61.0,60.0,53.0,51.0,48.0,44.0,38.0,40.0
277,60.0,53.0,51.0,48.0,44.0,38.0,40.0,43.0
278,53.0,51.0,48.0,44.0,38.0,40.0,43.0,52.0
279,51.0,48.0,44.0,38.0,40.0,43.0,52.0,56.0
280,48.0,44.0,38.0,40.0,43.0,52.0,56.0,63.0
281,44.0,38.0,40.0,43.0,52.0,56.0,63.0,70.0
282,38.0,40.0,43.0,52.0,56.0,63.0,70.0,85.0
283,40.0,43.0,52.0,56.0,63.0,70.0,85.0,91.0
284,43.0,52.0,56.0,63.0,70.0,85.0,91.0,90.0
285,3.0,3.0,4.0,4.0,4.0,7.0,9.0,14.0
286,3.0,4.0,4.0,4.0,7.0,9.0,14.0,18.0
287,4.0,4.0,4.0,7.0,9.0,14.0,18.0,16.0
288,4.0,4.0,7.0,9.0,14.0,18.0,16.0,19.0
289,4.0,7.0,9.0,14.0,18.0,16.0,19.0,21.0
290,7.0,9.0,14.0,18.0,16.0,19.0,21.0,24.0
291,9.0,14.0,18.0,16.0,19.0,21.0,24.0,27.0
292,14.0,18.0,16.0,19.0,21.0,24.0,27.0,28.0
293,18.0,16.0,19.0,21.0,24.0,27.0,28.0,34.0
294,16.0,19.0,21.0,24.0,27.0,28.0,34.0,38.0
295,71.0,71.0,69.0,64.0,58.0,56.0,59.0,73.0
296,71.0,69.0,64.0,58.0,56.0,59.0,73.0,101.0
297,52.0,46.0,33.0,28.0,22.0,20.0,24.0,25.0
298,46.0,33.0,28.0,22.0,20.0,24.0,25.0,26.0
299,33.0,28.0,22.0,20.0,24.0,25.0,26.0,28.0
300,28.0,22.0,20.0,24.0,25.0,26.0,28.0,37.0
301,22.0,20.0,24.0,25.0,26.0,28.0,37.0,51.0
302,20.0,24.0,25.0,26.0,28.0,37.0,51.0,61.0
303,24.0,25.0,26.0,28.0,37.0,51.0,61.0,71.0
304,25.0,26.0,28.0,37.0,51.0,61.0,71.0,82.0
305,26.0,28.0,37.0,51.0,61.0,71.0,82.0,88.0
306,28.0,37.0,51.0,61.0,71.0,82.0,88.0,86.0
307,87.0,81.0,79.0,78.0,72.0,72.0,67.0,67.0
308,81.0,79.0,78.0,72.0,72.0,67.0,67.0,56.0
309,79.0,78.0,72.0,72.0,67.0,67.0,56.0,52.0
310,74.0,73.0,70.0,65.0,57.0,59.0,56.0,68.0
311,73.0,70.0,65.0,57.0,59.0,56.0,68.0,75.0
312,70.0,65.0,57.0,59.0,56.0,68.0,75.0,90.0
313,65.0,57.0,59.0,56.0,68.0,75.0,90.0,99.0
314,57.0,59.0,56.0,68.0,75.0,90.0,99.0,99.0
315,59.0,56.0,68.0,75.0,90.0,99.0,99.0,101.0
316,79.0,59.0,48.0,33.0,24.0,15.0,14.0,10.0
317,59.0,48.0,33.0,24.0,15.0,14.0,10.0,11.0
318,48.0,33.0,24.0,15.0,14.0,10.0,11.0,10.0
319,33.0,24.0,15.0,14.0,10.0,11.0,10.0,9.0
320,51.0,59.0,59.0,58.0,67.0,67.0,75.0,101.0
321,19.0,12.0,15.0,20.0,16.0,15.0,13.0,13.0
322,12.0,15.0,20.0,16.0,15.0,13.0,13.0,16.0
323,15.0,20.0,16.0,15.0,13.0,13.0,16.0,14.0
324,20.0,16.0,15.0,13.0,13.0,16.0,14.0,15.0
325,16.0,15.0,13.0,13.0,16.0,14.0,15.0,19.0
326,15.0,13.0,13.0,16.0,14.0,15.0,19.0,28.0
327,13.0,13.0,16.0,14.0,15.0,19.0,28.0,36.0
328,13.0,16.0,14.0,15.0,19.0,28.0,36.0,47.0
329,16.0,14.0,15.0,19.0,28.0,36.0,47.0,52.0
330,14.0,15.0,19.0,28.0,36.0,47.0,52.0,101.0
331,84.0,79.0,68.0,55.0,48.0,57.0,52.0,51.0
332,79.0,68.0,55.0,48.0,57.0,52.0,51.0,64.0
333,68.0,55.0,48.0,57.0,52.0,51.0,64.0,86.0
334,55.0,48.0,57.0,52.0,51.0,64.0,86.0,94.0
335,48.0,57.0,52.0,51.0,64.0,86.0,94.0,101.0
336,69.0,65.0,66.0,73.0,74.0,78.0,79.0,69.0
337,14.0,13.0,12.0,13.0,12.0,12.0,14.0,20.0
338,13.0,12.0,13.0,12.0,12.0,14.0,20.0,22.0
339,12.0,13.0,12.0,12.0,14.0,20.0,22.0,22.0
340,13.0,12.0,12.0,14.0,20.0,22.0,22.0,23.0
341,12.0,12.0,14.0,20.0,22.0,22.0,23.0,24.0
342,12.0,14.0,20.0,22.0,22.0,23.0,24.0,22.0
343,14.0,20.0,22.0,22.0,23.0,24.0,22.0,23.0
344,20.0,22.0,22.0,23.0,24.0,22.0,23.0,24.0
345,22.0,22.0,23.0,24.0,22.0,23.0,24.0,27.0
346,22.0,23.0,24.0,22.0,23.0,24.0,27.0,32.0
347,58.0,75.0,78.0,88.0,82.0,88.0,93.0,101.0
348,17.0,25.0,28.0,33.0,31.0,32.0,36.0,36.0
349,25.0,28.0,33.0,31.0,32.0,36.0,36.0,41.0
350,28.0,33.0,31.0,32.0,36.0,36.0,41.0,46.0
351,33.0,31.0,32.0,36.0,36.0,41.0,46.0,49.0
352,31.0,32.0,36.0,36.0,41.0,46.0,49.0,49.0
353,32.0,36.0,36.0,41.0,46.0,49.0,49.0,48.0
354,36.0,36.0,41.0,46.0,49.0,49.0,48.0,101.0
355,98.0,90.0,90.0,87.0,86.0,75.0,80.0,75.0
356,90.0,90.0,87.0,86.0,75.0,80.0,75.0,38.0
357,90.0,87.0,86.0,75.0,80.0,75.0,38.0,35.0
358,87.0,86.0,75.0,80.0,75.0,38.0,35.0,52.0
359,86.0,75.0,80.0,75.0,38.0,35.0,52.0,50.0
360,75.0,80.0,75.0,38.0,35.0,52.0,50.0,38.0
361,80.0,75.0,38.0,35.0,52.0,50.0,38.0,35.0
362,75.0,38.0,35.0,52.0,50.0,38.0,35.0,30.0
363,10.0,10.0,10.0,10.0,10.0,9.0,11.0,15.0
364,10.0,10.0,10.0,10.0,9.0,11.0,15.0,20.0
365,10.0,10.0,10.0,9.0,11.0,15.0,20.0,27.0
366,10.0,10.0,9.0,11.0,15.0,20.0,27.0,29.0
367,10.0,9.0,11.0,15.0,20.0,27.0,29.0,31.0
368,9.0,11.0,15.0,20.0,27.0,29.0,31.0,37.0
369,11.0,15.0,20.0,27.0,29.0,31.0,37.0,42.0
370,15.0,20.0,27.0,29.0,31.0,37.0,42.0,46.0
371,20.0,27.0,29.0,31.0,37.0,42.0,46.0,41.0
372,27.0,29.0,31.0,37.0,42.0,46.0,41.0,46.0
373,99.0,89.0,83.0,82.0,86.0,88.0,85.0,79.0
374,33.0,37.0,46.0,40.0,45.0,49.0,48.0,101.0
375,5.0,4.0,3.0,3.0,3.0,3.0,2.0,1.0
376,4.0,3.0,3.0,3.0,3.0,2.0,1.0,2.0
377,3.0,3.0,3.0,3.0,2.0,1.0,2.0,1.0
378,3.0,3.0,3.0,2.0,1.0,2.0,1.0,2.0
379,3.0,3.0,2.0,1.0,2.0,1.0,2.0,2.0
380,3.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0
381,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0
382,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0
383,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0
384,1.0,2.0,2.0,2.0,2.0,2.0,3.0,5.0
385,52.0,59.0,53.0,56.0,43.0,35.0,29.0,28.0
386,36.0,40.0,36.0,35.0,29.0,19.0,16.0,12.0
387,40.0,36.0,35.0,29.0,19.0,16.0,12.0,10.0
388,36.0,35.0,29.0,19.0,16.0,12.0,10.0,8.0
389,35.0,29.0,19.0,16.0,12.0,10.0,8.0,8.0
390,29.0,19.0,16.0,12.0,10.0,8.0,8.0,7.0
391,19.0,16.0,12.0,10.0,8.0,8.0,7.0,7.0
392,16.0,12.0,10.0,8.0,8.0,7.0,7.0,7.0
393,12.0,10.0,8.0,8.0,7.0,7.0,7.0,7.0
394,10.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0
395,8.0,8.0,7.0,7.0,7.0,7.0,7.0,8.0
396,95.0,88.0,79.0,73.0,70.0,57.0,50.0,31.0
397,88.0,79.0,73.0,70.0,57.0,50.0,31.0,26.0
398,79.0,73.0,70.0,57.0,50.0,31.0,26.0,20.0
399,73.0,70.0,57.0,50.0,31.0,26.0,20.0,22.0
400,91.0,71.0,65.0,63.0,55.0,55.0,51.0,53.0
401,71.0,65.0,63.0,55.0,55.0,51.0,53.0,53.0
402,65.0,63.0,55.0,55.0,51.0,53.0,53.0,50.0
403,55.0,51.0,37.0,34.0,32.0,23.0,12.0,5.0
404,51.0,37.0,34.0,32.0,23.0,12.0,5.0,8.0
405,37.0,34.0,32.0,23.0,12.0,5.0,8.0,5.0
406,34.0,32.0,23.0,12.0,5.0,8.0,5.0,5.0
