,diff_0,diff_1,diff_2,diff_3,diff_4,diff_5,target
127,32.0,29.0,34.0,33.0,33.0,30.0,33.0
128,29.0,34.0,33.0,33.0,30.0,33.0,40.0
129,34.0,33.0,33.0,30.0,33.0,40.0,47.0
130,33.0,33.0,30.0,33.0,40.0,47.0,101.0
131,63.0,47.0,43.0,41.0,26.0,22.0,22.0
132,47.0,43.0,41.0,26.0,22.0,22.0,18.0
133,43.0,41.0,26.0,22.0,22.0,18.0,14.0
134,41.0,26.0,22.0,22.0,18.0,14.0,11.0
135,26.0,22.0,22.0,18.0,14.0,11.0,10.0
136,22.0,22.0,18.0,14.0,11.0,10.0,9.0
137,22.0,18.0,14.0,11.0,10.0,9.0,10.0
138,18.0,14.0,11.0,10.0,9.0,10.0,9.0
139,14.0,11.0,10.0,9.0,10.0,9.0,9.0
140,11.0,10.0,9.0,10.0,9.0,9.0,9.0
141,10.0,9.0,10.0,9.0,9.0,9.0,11.0
142,15.0,15.0,21.0,24.0,24.0,27.0,32.0
143,15.0,21.0,24.0,24.0,27.0,32.0,35.0
144,21.0,24.0,24.0,27.0,32.0,35.0,42.0
145,24.0,24.0,27.0,32.0,35.0,42.0,42.0
146,24.0,27.0,32.0,35.0,42.0,42.0,32.0
147,27.0,32.0,35.0,42.0,42.0,32.0,38.0
148,32.0,35.0,42.0,42.0,32.0,38.0,39.0
149,35.0,42.0,42.0,32.0,38.0,39.0,45.0
150,42.0,42.0,32.0,38.0,39.0,45.0,50.0
151,42.0,32.0,38.0,39.0,45.0,50.0,101.0
152,81.0,97.0,91.0,92.0,87.0,71.0,39.0
153,79.0,84.0,76.0,71.0,85.0,96.0,97.0
154,84.0,76.0,71.0,85.0,96.0,97.0,101.0
155,99.0,91.0,84.0,78.0,69.0,69.0,68.0
156,91.0,84.0,78.0,69.0,69.0,68.0,69.0
157,84.0,78.0,69.0,69.0,68.0,69.0,62.0
158,78.0,69.0,69.0,68.0,69.0,62.0,62.0
159,69.0,69.0,68.0,69.0,62.0,62.0,60.0
160,69.0,68.0,69.0,62.0,62.0,60.0,60.0
161,68.0,69.0,62.0,62.0,60.0,60.0,55.0
162,69.0,62.0,62.0,60.0,60.0,55.0,56.0
163,31.0,30.0,27.0,23.0,25.0,30.0,40.0
164,30.0,27.0,23.0,25.0,30.0,40.0,47.0
165,27.0,23.0,25.0,30.0,40.0,47.0,67.0
166,23.0,25.0,30.0,40.0,47.0,67.0,70.0
167,25.0,30.0,40.0,47.0,67.0,70.0,75.0
168,30.0,40.0,47.0,67.0,70.0,75.0,101.0
169,89.0,92.0,75.0,73.0,73.0,79.0,68.0
170,92.0,75.0,73.0,73.0,79.0,68.0,90.0
171,75.0,73.0,73.0,79.0,68.0,90.0,93.0
172,73.0,73.0,79.0,68.0,90.0,93.0,98.0
173,73.0,79.0,68.0,90.0,93.0,98.0,100.0
174,79.0,68.0,90.0,93.0,98.0,100.0,101.0
175,86.0,87.0,97.0,76.0,75.0,75.0,71.0
176,87.0,97.0,76.0,75.0,75.0,71.0,66.0
177,97.0,76.0,75.0,75.0,71.0,66.0,66.0
178,76.0,75.0,75.0,71.0,66.0,66.0,58.0
179,75.0,75.0,71.0,66.0,66.0,58.0,60.0
180,75.0,71.0,66.0,66.0,58.0,60.0,69.0
181,71.0,66.0,66.0,58.0,60.0,69.0,101.0
182,25.0,21.0,25.0,25.0,23.0,24.0,25.0
183,21.0,25.0,25.0,23.0,24.0,25.0,26.0
184,25.0,25.0,23.0,24.0,25.0,26.0,30.0
185,25.0,23.0,24.0,25.0,26.0,30.0,30.0
186,23.0,24.0,25.0,26.0,30.0,30.0,35.0
187,24.0,25.0,26.0,30.0,30.0,35.0,39.0
188,25.0,26.0,30.0,30.0,35.0,39.0,38.0
189,26.0,30.0,30.0,35.0,39.0,38.0,41.0
190,30.0,30.0,35.0,39.0,38.0,41.0,43.0
191,30.0,35.0,39.0,38.0,41.0,43.0,44.0
192,35.0,39.0,38.0,41.0,43.0,44.0,45.0
193,20.0,20.0,18.0,21.0,17.0,13.0,15.0
194,20.0,18.0,21.0,17.0,13.0,15.0,16.0
195,18.0,21.0,17.0,13.0,15.0,16.0,19.0
196,21.0,17.0,13.0,15.0,16.0,19.0,17.0
197,17.0,13.0,15.0,16.0,19.0,17.0,16.0
198,13.0,15.0,16.0,19.0,17.0,16.0,17.0
199,15.0,16.0,19.0,17.0,16.0,17.0,19.0
200,16.0,19.0,17.0,16.0,17.0,19.0,19.0
201,19.0,17.0,16.0,17.0,19.0,19.0,21.0
202,17.0,16.0,17.0,19.0,19.0,21.0,23.0
203,16.0,17.0,19.0,19.0,21.0,23.0,24.0
204,68.0,57.0,52.0,48.0,39.0,36.0,31.0
205,57.0,52.0,48.0,39.0,36.0,31.0,33.0
206,52.0,48.0,39.0,36.0,31.0,33.0,39.0
207,48.0,39.0,36.0,31.0,33.0,39.0,21.0
208,39.0,36.0,31.0,33.0,39.0,21.0,18.0
209,36.0,31.0,33.0,39.0,21.0,18.0,13.0
210,31.0,33.0,39.0,21.0,18.0,13.0,18.0
211,33.0,39.0,21.0,18.0,13.0,18.0,18.0
212,39.0,21.0,18.0,13.0,18.0,18.0,22.0
213,21.0,18.0,13.0,18.0,18.0,22.0,25.0
214,18.0,13.0,18.0,18.0,22.0,25.0,26.0
215,94.0,69.0,62.0,61.0,59.0,61.0,52.0
216,69.0,62.0,61.0,59.0,61.0,52.0,54.0
217,62.0,61.0,59.0,61.0,52.0,54.0,49.0
218,61.0,59.0,61.0,52.0,54.0,49.0,44.0
219,59.0,61.0,52.0,54.0,49.0,44.0,40.0
220,61.0,52.0,54.0,49.0,44.0,40.0,35.0
221,12.0,17.0,23.0,14.0,20.0,25.0,29.0
222,17.0,23.0,14.0,20.0,25.0,29.0,31.0
223,23.0,14.0,20.0,25.0,29.0,31.0,32.0
224,14.0,20.0,25.0,29.0,31.0,32.0,36.0
225,20.0,25.0,29.0,31.0,32.0,36.0,33.0
226,25.0,29.0,31.0,32.0,36.0,33.0,34.0
227,29.0,31.0,32.0,36.0,33.0,34.0,40.0
228,31.0,32.0,36.0,33.0,34.0,40.0,40.0
229,32.0,36.0,33.0,34.0,40.0,40.0,48.0
230,36.0,33.0,34.0,40.0,40.0,48.0,49.0
231,33.0,34.0,40.0,40.0,48.0,49.0,101.0
232,53.0,48.0,51.0,46.0,44.0,44.0,39.0
233,48.0,51.0,46.0,44.0,44.0,39.0,40.0
234,51.0,46.0,44.0,44.0,39.0,40.0,44.0
235,46.0,44.0,44.0,39.0,40.0,44.0,39.0
236,44.0,44.0,39.0,40.0,44.0,39.0,43.0
237,44.0,39.0,40.0,44.0,39.0,43.0,37.0
238,39.0,40.0,44.0,39.0,43.0,37.0,36.0
239,40.0,44.0,39.0,43.0,37.0,36.0,26.0
240,44.0,39.0,43.0,37.0,36.0,26.0,30.0
241,39.0,43.0,37.0,36.0,26.0,30.0,26.0
242,43.0,37.0,36.0,26.0,30.0,26.0,29.0
243,24.0,33.0,35.0,39.0,50.0,53.0,51.0
244,33.0,35.0,39.0,50.0,53.0,51.0,89.0
245,35.0,39.0,50.0,53.0,51.0,89.0,101.0
246,100.0,70.0,66.0,62.0,54.0,52.0,56.0
247,70.0,66.0,62.0,54.0,52.0,56.0,56.0
248,66.0,62.0,54.0,52.0,56.0,56.0,58.0
249,62.0,54.0,52.0,56.0,56.0,58.0,65.0
250,54.0,52.0,56.0,56.0,58.0,65.0,77.0
251,52.0,56.0,56.0,58.0,65.0,77.0,97.0
252,56.0,56.0,58.0,65.0,77.0,97.0,101.0
253,65.0,66.0,65.0,56.0,54.0,61.0,74.0
254,66.0,65.0,56.0,54.0,61.0,74.0,93.0
255,65.0,56.0,54.0,61.0,74.0,93.0,101.0
256,54.0,63.0,74.0,75.0,72.0,92.0,101.0
257,86.0,83.0,62.0,62.0,81.0,83.0,70.0
258,83.0,62.0,62.0,81.0,83.0,70.0,84.0
259,62.0,62.0,81.0,83.0,70.0,84.0,87.0
260,62.0,81.0,83.0,70.0,84.0,87.0,90.0
261,81.0,83.0,70.0,84.0,87.0,90.0,101.0
262,77.0,62.0,39.0,42.0,42.0,37.0,21.0
263,62.0,39.0,42.0,42.0,37.0,21.0,7.0
264,39.0,42.0,42.0,37.0,21.0,7.0,13.0
265,42.0,42.0,37.0,21.0,7.0,13.0,12.0
266,42.0,37.0,21.0,7.0,13.0,12.0,11.0
267,37.0,21.0,7.0,13.0,12.0,11.0,11.0
268,21.0,7.0,13.0,12.0,11.0,11.0,15.0
269,7.0,13.0,12.0,11.0,11.0,15.0,13.0
270,13.0,12.0,11.0,11.0,15.0,13.0,15.0
271,12.0,11.0,11.0,15.0,13.0,15.0,15.0
272,11.0,11.0,15.0,13.0,15.0,15.0,17.0
273,76.0,70.0,60.0,58.0,58.0,55.0,42.0
274,70.0,60.0,58.0,58.0,55.0,42.0,44.0
275,60.0,58.0,58.0,55.0,42.0,44.0,46.0
276,58.0,58.0,55.0,42.0,44.0,46.0,48.0
277,58.0,55.0,42.0,44.0,46.0,48.0,56.0
278,55.0,42.0,44.0,46.0,48.0,56.0,75.0
279,42.0,44.0,46.0,48.0,56.0,75.0,80.0
280,1.0,1.0,1.0,1.0,2.0,2.0,3.0
281,1.0,1.0,1.0,2.0,2.0,3.0,4.0
282,1.0,1.0,2.0,2.0,3.0,4.0,5.0
283,1.0,2.0,2.0,3.0,4.0,5.0,6.0
284,2.0,2.0,3.0,4.0,5.0,6.0,7.0
285,2.0,3.0,4.0,5.0,6.0,7.0,8.0
286,3.0,4.0,5.0,6.0,7.0,8.0,11.0
287,4.0,5.0,6.0,7.0,8.0,11.0,12.0
288,5.0,6.0,7.0,8.0,11.0,12.0,16.0
289,6.0,7.0,8.0,11.0,12.0,16.0,19.0
290,7.0,8.0,11.0,12.0,16.0,19.0,19.0
291,8.0,8.0,7.0,8.0,9.0,6.0,5.0
292,8.0,7.0,8.0,9.0,6.0,5.0,10.0
293,7.0,8.0,9.0,6.0,5.0,10.0,12.0
294,8.0,9.0,6.0,5.0,10.0,12.0,19.0
295,9.0,6.0,5.0,10.0,12.0,19.0,21.0
296,6.0,5.0,10.0,12.0,19.0,21.0,26.0
297,5.0,10.0,12.0,19.0,21.0,26.0,33.0
298,10.0,12.0,19.0,21.0,26.0,33.0,32.0
299,12.0,19.0,21.0,26.0,33.0,32.0,39.0
300,19.0,21.0,26.0,33.0,32.0,39.0,47.0
301,21.0,26.0,33.0,32.0,39.0,47.0,101.0
302,48.0,41.0,42.0,31.0,33.0,31.0,30.0
303,41.0,42.0,31.0,33.0,31.0,30.0,24.0
304,42.0,31.0,33.0,31.0,30.0,24.0,25.0
305,31.0,33.0,31.0,30.0,24.0,25.0,24.0
306,33.0,31.0,30.0,24.0,25.0,24.0,26.0
307,31.0,30.0,24.0,25.0,24.0,26.0,23.0
308,30.0,24.0,25.0,24.0,26.0,23.0,31.0
309,24.0,25.0,24.0,26.0,23.0,31.0,37.0
310,25.0,24.0,26.0,23.0,31.0,37.0,41.0
311,24.0,26.0,23.0,31.0,37.0,41.0,46.0
312,26.0,23.0,31.0,37.0,41.0,46.0,101.0
313,98.0,96.0,80.0,88.0,90.0,81.0,86.0
314,96.0,80.0,88.0,90.0,81.0,86.0,86.0
315,80.0,88.0,90.0,81.0,86.0,86.0,93.0
316,88.0,90.0,81.0,86.0,86.0,93.0,68.0
317,90.0,81.0,86.0,86.0,93.0,68.0,84.0
318,81.0,86.0,86.0,93.0,68.0,84.0,101.0
319,67.0,61.0,60.0,53.0,51.0,48.0,44.0
320,61.0,60.0,53.0,51.0,48.0,44.0,38.0
321,60.0,53.0,51.0,48.0,44.0,38.0,40.0
322,53.0,51.0,48.0,44.0,38.0,40.0,43.0
323,51.0,48.0,44.0,38.0,40.0,43.0,52.0
324,48.0,44.0,38.0,40.0,43.0,52.0,56.0
325,44.0,38.0,40.0,43.0,52.0,56.0,63.0
326,38.0,40.0,43.0,52.0,56.0,63.0,70.0
327,40.0,43.0,52.0,56.0,63.0,70.0,85.0
328,43.0,52.0,56.0,63.0,70.0,85.0,91.0
329,52.0,56.0,63.0,70.0,85.0,91.0,90.0
330,3.0,3.0,4.0,4.0,4.0,7.0,9.0
331,3.0,4.0,4.0,4.0,7.0,9.0,14.0
332,4.0,4.0,4.0,7.0,9.0,14.0,18.0
333,4.0,4.0,7.0,9.0,14.0,18.0,16.0
334,4.0,7.0,9.0,14.0,18.0,16.0,19.0
335,7.0,9.0,14.0,18.0,16.0,19.0,21.0
336,9.0,14.0,18.0,16.0,19.0,21.0,24.0
337,14.0,18.0,16.0,19.0,21.0,24.0,27.0
338,18.0,16.0,19.0,21.0,24.0,27.0,28.0
339,16.0,19.0,21.0,24.0,27.0,28.0,34.0
340,19.0,21.0,24.0,27.0,28.0,34.0,38.0
341,88.0,73.0,67.0,57.0,58.0,51.0,44.0
342,71.0,71.0,69.0,64.0,58.0,56.0,59.0
343,71.0,69.0,64.0,58.0,56.0,59.0,73.0
344,69.0,64.0,58.0,56.0,59.0,73.0,101.0
345,52.0,46.0,33.0,28.0,22.0,20.0,24.0
346,46.0,33.0,28.0,22.0,20.0,24.0,25.0
347,33.0,28.0,22.0,20.0,24.0,25.0,26.0
348,28.0,22.0,20.0,24.0,25.0,26.0,28.0
349,22.0,20.0,24.0,25.0,26.0,28.0,37.0
350,20.0,24.0,25.0,26.0,28.0,37.0,51.0
351,24.0,25.0,26.0,28.0,37.0,51.0,61.0
352,25.0,26.0,28.0,37.0,51.0,61.0,71.0
353,26.0,28.0,37.0,51.0,61.0,71.0,82.0
354,28.0,37.0,51.0,61.0,71.0,82.0,88.0
355,37.0,51.0,61.0,71.0,82.0,88.0,86.0
356,87.0,81.0,79.0,78.0,72.0,72.0,67.0
357,81.0,79.0,78.0,72.0,72.0,67.0,67.0
358,79.0,78.0,72.0,72.0,67.0,67.0,56.0
359,78.0,72.0,72.0,67.0,67.0,56.0,52.0
360,74.0,73.0,70.0,65.0,57.0,59.0,56.0
361,73.0,70.0,65.0,57.0,59.0,56.0,68.0
362,70.0,65.0,57.0,59.0,56.0,68.0,75.0
363,65.0,57.0,59.0,56.0,68.0,75.0,90.0
364,57.0,59.0,56.0,68.0,75.0,90.0,99.0
365,59.0,56.0,68.0,75.0,90.0,99.0,99.0
366,56.0,68.0,75.0,90.0,99.0,99.0,101.0
367,79.0,59.0,48.0,33.0,24.0,15.0,14.0
368,59.0,48.0,33.0,24.0,15.0,14.0,10.0
369,48.0,33.0,24.0,15.0,14.0,10.0,11.0
370,33.0,24.0,15.0,14.0,10.0,11.0,10.0
371,24.0,15.0,14.0,10.0,11.0,10.0,9.0
372,51.0,59.0,59.0,58.0,67.0,67.0,75.0
373,59.0,59.0,58.0,67.0,67.0,75.0,101.0
374,19.0,12.0,15.0,20.0,16.0,15.0,13.0
375,12.0,15.0,20.0,16.0,15.0,13.0,13.0
376,15.0,20.0,16.0,15.0,13.0,13.0,16.0
377,20.0,16.0,15.0,13.0,13.0,16.0,14.0
378,16.0,15.0,13.0,13.0,16.0,14.0,15.0
379,15.0,13.0,13.0,16.0,14.0,15.0,19.0
380,13.0,13.0,16.0,14.0,15.0,19.0,28.0
381,13.0,16.0,14.0,15.0,19.0,28.0,36.0
382,16.0,14.0,15.0,19.0,28.0,36.0,47.0
383,14.0,15.0,19.0,28.0,36.0,47.0,52.0
384,15.0,19.0,28.0,36.0,47.0,52.0,101.0
385,84.0,79.0,68.0,55.0,48.0,57.0,52.0
386,79.0,68.0,55.0,48.0,57.0,52.0,51.0
387,68.0,55.0,48.0,57.0,52.0,51.0,64.0
388,55.0,48.0,57.0,52.0,51.0,64.0,86.0
389,48.0,57.0,52.0,51.0,64.0,86.0,94.0
390,57.0,52.0,51.0,64.0,86.0,94.0,101.0
391,69.0,65.0,66.0,73.0,74.0,78.0,79.0
392,65.0,66.0,73.0,74.0,78.0,79.0,69.0
393,14.0,13.0,12.0,13.0,12.0,12.0,14.0
394,13.0,12.0,13.0,12.0,12.0,14.0,20.0
395,12.0,13.0,12.0,12.0,14.0,20.0,22.0
396,13.0,12.0,12.0,14.0,20.0,22.0,22.0
397,12.0,12.0,14.0,20.0,22.0,22.0,23.0
398,12.0,14.0,20.0,22.0,22.0,23.0,24.0
399,14.0,20.0,22.0,22.0,23.0,24.0,22.0
400,20.0,22.0,22.0,23.0,24.0,22.0,23.0
401,22.0,22.0,23.0,24.0,22.0,23.0,24.0
402,22.0,23.0,24.0,22.0,23.0,24.0,27.0
403,23.0,24.0,22.0,23.0,24.0,27.0,32.0
404,58.0,75.0,78.0,88.0,82.0,88.0,93.0
405,75.0,78.0,88.0,82.0,88.0,93.0,101.0
406,17.0,25.0,28.0,33.0,31.0,32.0,36.0
407,25.0,28.0,33.0,31.0,32.0,36.0,36.0
408,28.0,33.0,31.0,32.0,36.0,36.0,41.0
409,33.0,31.0,32.0,36.0,36.0,41.0,46.0
410,31.0,32.0,36.0,36.0,41.0,46.0,49.0
411,32.0,36.0,36.0,41.0,46.0,49.0,49.0
412,36.0,36.0,41.0,46.0,49.0,49.0,48.0
413,36.0,41.0,46.0,49.0,49.0,48.0,101.0
414,98.0,90.0,90.0,87.0,86.0,75.0,80.0
415,90.0,90.0,87.0,86.0,75.0,80.0,75.0
416,90.0,87.0,86.0,75.0,80.0,75.0,38.0
417,87.0,86.0,75.0,80.0,75.0,38.0,35.0
418,86.0,75.0,80.0,75.0,38.0,35.0,52.0
419,75.0,80.0,75.0,38.0,35.0,52.0,50.0
420,80.0,75.0,38.0,35.0,52.0,50.0,38.0
421,75.0,38.0,35.0,52.0,50.0,38.0,35.0
422,38.0,35.0,52.0,50.0,38.0,35.0,30.0
423,10.0,10.0,10.0,10.0,10.0,9.0,11.0
424,10.0,10.0,10.0,10.0,9.0,11.0,15.0
425,10.0,10.0,10.0,9.0,11.0,15.0,20.0
426,10.0,10.0,9.0,11.0,15.0,20.0,27.0
427,10.0,9.0,11.0,15.0,20.0,27.0,29.0
428,9.0,11.0,15.0,20.0,27.0,29.0,31.0
429,11.0,15.0,20.0,27.0,29.0,31.0,37.0
430,15.0,20.0,27.0,29.0,31.0,37.0,42.0
431,20.0,27.0,29.0,31.0,37.0,42.0,46.0
432,27.0,29.0,31.0,37.0,42.0,46.0,41.0
433,29.0,31.0,37.0,42.0,46.0,41.0,46.0
434,99.0,89.0,83.0,82.0,86.0,88.0,85.0
435,89.0,83.0,82.0,86.0,88.0,85.0,79.0
436,33.0,37.0,46.0,40.0,45.0,49.0,48.0
437,37.0,46.0,40.0,45.0,49.0,48.0,101.0
438,5.0,4.0,3.0,3.0,3.0,3.0,2.0
439,4.0,3.0,3.0,3.0,3.0,2.0,1.0
440,3.0,3.0,3.0,3.0,2.0,1.0,2.0
441,3.0,3.0,3.0,2.0,1.0,2.0,1.0
442,3.0,3.0,2.0,1.0,2.0,1.0,2.0
443,3.0,2.0,1.0,2.0,1.0,2.0,2.0
444,2.0,1.0,2.0,1.0,2.0,2.0,2.0
445,1.0,2.0,1.0,2.0,2.0,2.0,2.0
446,2.0,1.0,2.0,2.0,2.0,2.0,2.0
447,1.0,2.0,2.0,2.0,2.0,2.0,3.0
448,2.0,2.0,2.0,2.0,2.0,3.0,5.0
449,52.0,59.0,53.0,56.0,43.0,35.0,29.0
450,59.0,53.0,56.0,43.0,35.0,29.0,28.0
451,36.0,40.0,36.0,35.0,29.0,19.0,16.0
452,40.0,36.0,35.0,29.0,19.0,16.0,12.0
453,36.0,35.0,29.0,19.0,16.0,12.0,10.0
454,35.0,29.0,19.0,16.0,12.0,10.0,8.0
455,29.0,19.0,16.0,12.0,10.0,8.0,8.0
456,19.0,16.0,12.0,10.0,8.0,8.0,7.0
457,16.0,12.0,10.0,8.0,8.0,7.0,7.0
458,12.0,10.0,8.0,8.0,7.0,7.0,7.0
459,10.0,8.0,8.0,7.0,7.0,7.0,7.0
460,8.0,8.0,7.0,7.0,7.0,7.0,7.0
461,8.0,7.0,7.0,7.0,7.0,7.0,8.0
462,95.0,88.0,79.0,73.0,70.0,57.0,50.0
