,diff_0,diff_1,diff_2,diff_3,diff_4,diff_5,target
463,88.0,79.0,73.0,70.0,57.0,50.0,31.0
464,79.0,73.0,70.0,57.0,50.0,31.0,26.0
465,73.0,70.0,57.0,50.0,31.0,26.0,20.0
466,70.0,57.0,50.0,31.0,26.0,20.0,22.0
467,85.0,80.0,78.0,82.0,84.0,83.0,78.0
468,91.0,71.0,65.0,63.0,55.0,55.0,51.0
469,71.0,65.0,63.0,55.0,55.0,51.0,53.0
470,65.0,63.0,55.0,55.0,51.0,53.0,53.0
471,63.0,55.0,55.0,51.0,53.0,53.0,50.0
472,55.0,51.0,37.0,34.0,32.0,23.0,12.0
473,51.0,37.0,34.0,32.0,23.0,12.0,5.0
474,37.0,34.0,32.0,23.0,12.0,5.0,8.0
475,34.0,32.0,23.0,12.0,5.0,8.0,5.0
476,32.0,23.0,12.0,5.0,8.0,5.0,5.0
477,23.0,12.0,5.0,8.0,5.0,5.0,5.0
478,12.0,5.0,8.0,5.0,5.0,5.0,4.0
479,5.0,8.0,5.0,5.0,5.0,4.0,4.0
480,8.0,5.0,5.0,5.0,4.0,4.0,5.0
481,5.0,5.0,5.0,4.0,4.0,5.0,4.0
482,5.0,5.0,4.0,4.0,5.0,4.0,6.0
483,91.0,84.0,74.0,64.0,66.0,68.0,71.0
484,84.0,74.0,64.0,66.0,68.0,71.0,64.0
485,74.0,64.0,66.0,68.0,71.0,64.0,59.0
486,83.0,58.0,34.0,22.0,19.0,17.0,15.0
487,82.0,80.0,71.0,60.0,64.0,76.0,87.0
488,80.0,71.0,60.0,64.0,76.0,87.0,101.0
489,37.0,36.0,40.0,43.0,40.0,43.0,41.0
490,36.0,40.0,43.0,40.0,43.0,41.0,42.0
491,40.0,43.0,40.0,43.0,41.0,42.0,47.0
492,43.0,40.0,43.0,41.0,42.0,47.0,101.0
493,97.0,97.0,80.0,76.0,77.0,76.0,73.0
494,97.0,80.0,76.0,77.0,76.0,73.0,70.0
495,80.0,76.0,77.0,76.0,73.0,70.0,74.0
496,76.0,77.0,76.0,73.0,70.0,74.0,78.0
497,77.0,76.0,73.0,70.0,74.0,78.0,81.0
498,76.0,73.0,70.0,74.0,78.0,81.0,82.0
499,73.0,70.0,74.0,78.0,81.0,82.0,81.0
500,13.0,14.0,17.0,16.0,15.0,21.0,27.0
501,14.0,17.0,16.0,15.0,21.0,27.0,32.0
502,17.0,16.0,15.0,21.0,27.0,32.0,34.0
503,16.0,15.0,21.0,27.0,32.0,34.0,41.0
504,15.0,21.0,27.0,32.0,34.0,41.0,48.0
505,21.0,27.0,32.0,34.0,41.0,48.0,101.0
506,75.0,60.0,57.0,36.0,37.0,34.0,26.0
507,60.0,57.0,36.0,37.0,34.0,26.0,22.0
508,57.0,36.0,37.0,34.0,26.0,22.0,17.0
509,36.0,37.0,34.0,26.0,22.0,17.0,15.0
510,37.0,34.0,26.0,22.0,17.0,15.0,12.0
511,34.0,26.0,22.0,17.0,15.0,12.0,14.0
512,26.0,22.0,17.0,15.0,12.0,14.0,16.0
513,22.0,17.0,15.0,12.0,14.0,16.0,15.0
514,17.0,15.0,12.0,14.0,16.0,15.0,14.0
515,15.0,12.0,14.0,16.0,15.0,14.0,14.0
516,12.0,14.0,16.0,15.0,14.0,14.0,16.0
517,81.0,64.0,55.0,53.0,53.0,48.0,45.0
518,64.0,55.0,53.0,53.0,48.0,45.0,28.0
519,55.0,53.0,53.0,48.0,45.0,28.0,27.0
520,53.0,53.0,48.0,45.0,28.0,27.0,33.0
521,53.0,48.0,45.0,28.0,27.0,33.0,27.0
522,48.0,45.0,28.0,27.0,33.0,27.0,24.0
523,45.0,28.0,27.0,33.0,27.0,24.0,21.0
524,46.0,55.0,50.0,44.0,49.0,51.0,53.0
525,55.0,50.0,44.0,49.0,51.0,53.0,77.0
526,50.0,44.0,49.0,51.0,53.0,77.0,101.0
527,32.0,32.0,31.0,26.0,28.0,35.0,38.0
528,32.0,31.0,26.0,28.0,35.0,38.0,43.0
529,31.0,26.0,28.0,35.0,38.0,43.0,54.0
530,26.0,28.0,35.0,38.0,43.0,54.0,63.0
531,28.0,35.0,38.0,43.0,54.0,63.0,72.0
532,35.0,38.0,43.0,54.0,63.0,72.0,79.0
533,38.0,43.0,54.0,63.0,72.0,79.0,87.0
534,43.0,54.0,63.0,72.0,79.0,87.0,101.0
535,1.0,7.0,6.0,6.0,6.0,6.0,6.0
536,7.0,6.0,6.0,6.0,6.0,6.0,8.0
537,6.0,6.0,6.0,6.0,6.0,8.0,4.0
538,92.0,93.0,93.0,100.0,89.0,89.0,91.0
539,93.0,93.0,100.0,89.0,89.0,91.0,92.0
540,93.0,100.0,89.0,89.0,91.0,92.0,100.0
541,100.0,89.0,89.0,91.0,92.0,100.0,101.0
542,92.0,82.0,83.0,85.0,75.0,70.0,67.0
543,94.0,79.0,83.0,83.0,76.0,82.0,59.0
544,79.0,83.0,83.0,76.0,82.0,59.0,62.0
545,83.0,83.0,76.0,82.0,59.0,62.0,67.0
546,83.0,76.0,82.0,59.0,62.0,67.0,61.0
547,76.0,82.0,59.0,62.0,67.0,61.0,64.0
548,82.0,59.0,62.0,67.0,61.0,64.0,59.0
549,59.0,62.0,67.0,61.0,64.0,59.0,62.0
550,62.0,67.0,61.0,64.0,59.0,62.0,59.0
551,67.0,61.0,64.0,59.0,62.0,59.0,54.0
552,88.0,94.0,79.0,66.0,78.0,91.0,94.0
553,94.0,79.0,66.0,78.0,91.0,94.0,101.0
554,29.0,26.0,20.0,22.0,13.0,11.0,8.0
555,26.0,20.0,22.0,13.0,11.0,8.0,6.0
556,20.0,22.0,13.0,11.0,8.0,6.0,9.0
557,22.0,13.0,11.0,8.0,6.0,9.0,9.0
558,13.0,11.0,8.0,6.0,9.0,9.0,9.0
559,11.0,8.0,6.0,9.0,9.0,9.0,10.0
560,8.0,6.0,9.0,9.0,9.0,10.0,13.0
561,6.0,9.0,9.0,9.0,10.0,13.0,14.0
562,9.0,9.0,9.0,10.0,13.0,14.0,17.0
563,9.0,9.0,10.0,13.0,14.0,17.0,16.0
564,9.0,10.0,13.0,14.0,17.0,16.0,20.0
565,9.0,6.0,6.0,7.0,6.0,5.0,7.0
566,6.0,6.0,7.0,6.0,5.0,7.0,8.0
567,6.0,7.0,6.0,5.0,7.0,8.0,15.0
568,7.0,6.0,5.0,7.0,8.0,15.0,18.0
569,6.0,5.0,7.0,8.0,15.0,18.0,17.0
570,5.0,7.0,8.0,15.0,18.0,17.0,20.0
571,7.0,8.0,15.0,18.0,17.0,20.0,26.0
572,8.0,15.0,18.0,17.0,20.0,26.0,35.0
573,15.0,18.0,17.0,20.0,26.0,35.0,45.0
574,18.0,17.0,20.0,26.0,35.0,45.0,48.0
575,17.0,20.0,26.0,35.0,45.0,48.0,101.0
576,30.0,28.0,26.0,32.0,30.0,26.0,23.0
577,28.0,26.0,32.0,30.0,26.0,23.0,27.0
578,26.0,32.0,30.0,26.0,23.0,27.0,27.0
579,32.0,30.0,26.0,23.0,27.0,27.0,29.0
580,30.0,26.0,23.0,27.0,27.0,29.0,30.0
581,26.0,23.0,27.0,27.0,29.0,30.0,27.0
582,23.0,27.0,27.0,29.0,30.0,27.0,32.0
583,27.0,27.0,29.0,30.0,27.0,32.0,30.0
584,27.0,29.0,30.0,27.0,32.0,30.0,37.0
585,29.0,30.0,27.0,32.0,30.0,37.0,38.0
586,30.0,27.0,32.0,30.0,37.0,38.0,42.0
587,41.0,42.0,41.0,30.0,36.0,38.0,37.0
588,42.0,41.0,30.0,36.0,38.0,37.0,41.0
589,41.0,30.0,36.0,38.0,37.0,41.0,45.0
590,30.0,36.0,38.0,37.0,41.0,45.0,45.0
591,36.0,38.0,37.0,41.0,45.0,45.0,44.0
592,38.0,37.0,41.0,45.0,45.0,44.0,45.0
593,37.0,41.0,45.0,45.0,44.0,45.0,49.0
594,41.0,45.0,45.0,44.0,45.0,49.0,101.0
595,100.0,88.0,82.0,79.0,71.0,70.0,62.0
596,88.0,82.0,79.0,71.0,70.0,62.0,64.0
597,82.0,79.0,71.0,70.0,62.0,64.0,60.0
598,79.0,71.0,70.0,62.0,64.0,60.0,55.0
599,81.0,70.0,66.0,62.0,43.0,53.0,52.0
600,70.0,66.0,62.0,43.0,53.0,52.0,72.0
601,66.0,62.0,43.0,53.0,52.0,72.0,87.0
602,62.0,43.0,53.0,52.0,72.0,87.0,96.0
603,100.0,87.0,78.0,68.0,61.0,59.0,54.0
604,87.0,78.0,68.0,61.0,59.0,54.0,43.0
605,95.0,90.0,77.0,80.0,74.0,67.0,77.0
606,90.0,77.0,80.0,74.0,67.0,77.0,83.0
607,77.0,80.0,74.0,67.0,77.0,83.0,80.0
608,80.0,74.0,67.0,77.0,83.0,80.0,84.0
609,74.0,67.0,77.0,83.0,80.0,84.0,86.0
610,67.0,77.0,83.0,80.0,84.0,86.0,93.0
611,77.0,83.0,80.0,84.0,86.0,93.0,99.0
612,83.0,80.0,84.0,86.0,93.0,99.0,95.0
613,80.0,84.0,86.0,93.0,99.0,95.0,99.0
614,84.0,86.0,93.0,99.0,95.0,99.0,101.0
615,2.0,2.0,2.0,2.0,1.0,1.0,1.0
616,2.0,2.0,2.0,1.0,1.0,1.0,2.0
617,2.0,2.0,1.0,1.0,1.0,2.0,3.0
618,2.0,1.0,1.0,1.0,2.0,3.0,3.0
619,1.0,1.0,1.0,2.0,3.0,3.0,4.0
620,1.0,1.0,2.0,3.0,3.0,4.0,4.0
621,1.0,2.0,3.0,3.0,4.0,4.0,5.0
622,2.0,3.0,3.0,4.0,4.0,5.0,8.0
623,3.0,3.0,4.0,4.0,5.0,8.0,8.0
624,3.0,4.0,4.0,5.0,8.0,8.0,11.0
625,4.0,4.0,5.0,8.0,8.0,11.0,13.0
626,61.0,77.0,66.0,50.0,38.0,46.0,42.0
627,77.0,66.0,50.0,38.0,46.0,42.0,37.0
628,66.0,50.0,38.0,46.0,42.0,37.0,37.0
629,50.0,38.0,46.0,42.0,37.0,37.0,37.0
630,38.0,46.0,42.0,37.0,37.0,37.0,41.0
631,46.0,42.0,37.0,37.0,37.0,41.0,41.0
632,42.0,37.0,37.0,37.0,41.0,41.0,42.0
633,37.0,37.0,37.0,41.0,41.0,42.0,47.0
634,37.0,37.0,41.0,41.0,42.0,47.0,61.0
635,37.0,41.0,41.0,42.0,47.0,61.0,77.0
636,41.0,41.0,42.0,47.0,61.0,77.0,75.0
637,59.0,58.0,64.0,61.0,55.0,54.0,46.0
638,58.0,64.0,61.0,55.0,54.0,46.0,50.0
639,64.0,61.0,55.0,54.0,46.0,50.0,65.0
640,61.0,55.0,54.0,46.0,50.0,65.0,71.0
641,55.0,54.0,46.0,50.0,65.0,71.0,76.0
642,54.0,46.0,50.0,65.0,71.0,76.0,101.0
643,7.0,9.0,8.0,6.0,7.0,8.0,6.0
644,9.0,8.0,6.0,7.0,8.0,6.0,11.0
645,8.0,6.0,7.0,8.0,6.0,11.0,11.0
646,6.0,7.0,8.0,6.0,11.0,11.0,10.0
647,7.0,8.0,6.0,11.0,11.0,10.0,13.0
648,8.0,6.0,11.0,11.0,10.0,13.0,16.0
649,6.0,11.0,11.0,10.0,13.0,16.0,17.0
650,11.0,11.0,10.0,13.0,16.0,17.0,17.0
651,11.0,10.0,13.0,16.0,17.0,17.0,20.0
652,10.0,13.0,16.0,17.0,17.0,20.0,22.0
653,13.0,16.0,17.0,17.0,20.0,22.0,23.0
654,28.0,19.0,13.0,9.0,5.0,4.0,4.0
655,19.0,13.0,9.0,5.0,4.0,4.0,3.0
656,13.0,9.0,5.0,4.0,4.0,3.0,4.0
657,9.0,5.0,4.0,4.0,3.0,4.0,2.0
658,5.0,4.0,4.0,3.0,4.0,2.0,3.0
659,4.0,4.0,3.0,4.0,2.0,3.0,3.0
660,4.0,3.0,4.0,2.0,3.0,3.0,3.0
661,3.0,4.0,2.0,3.0,3.0,3.0,3.0
662,4.0,2.0,3.0,3.0,3.0,3.0,4.0
663,2.0,3.0,3.0,3.0,3.0,4.0,5.0
664,3.0,3.0,3.0,3.0,4.0,5.0,7.0
665,87.0,68.0,58.0,54.0,60.0,57.0,56.0
666,68.0,58.0,54.0,60.0,57.0,56.0,47.0
667,58.0,54.0,60.0,57.0,56.0,47.0,45.0
668,54.0,60.0,57.0,56.0,47.0,45.0,44.0
669,60.0,57.0,56.0,47.0,45.0,44.0,51.0
670,57.0,56.0,47.0,45.0,44.0,51.0,63.0
671,56.0,47.0,45.0,44.0,51.0,63.0,68.0
672,6.0,26.0,31.0,32.0,30.0,29.0,31.0
673,26.0,31.0,32.0,30.0,29.0,31.0,33.0
674,31.0,32.0,30.0,29.0,31.0,33.0,36.0
675,98.0,92.0,88.0,93.0,92.0,90.0,64.0
676,62.0,65.0,62.0,69.0,68.0,66.0,66.0
677,65.0,62.0,69.0,68.0,66.0,66.0,74.0
678,62.0,69.0,68.0,66.0,66.0,74.0,87.0
679,69.0,68.0,66.0,66.0,74.0,87.0,97.0
680,68.0,66.0,66.0,74.0,87.0,97.0,101.0
681,6.0,7.0,9.0,11.0,11.0,14.0,18.0
682,7.0,9.0,11.0,11.0,14.0,18.0,21.0
683,9.0,11.0,11.0,14.0,18.0,21.0,23.0
684,11.0,11.0,14.0,18.0,21.0,23.0,25.0
685,11.0,14.0,18.0,21.0,23.0,25.0,27.0
686,14.0,18.0,21.0,23.0,25.0,27.0,22.0
687,18.0,21.0,23.0,25.0,27.0,22.0,21.0
688,21.0,23.0,25.0,27.0,22.0,21.0,24.0
689,23.0,25.0,27.0,22.0,21.0,24.0,25.0
690,25.0,27.0,22.0,21.0,24.0,25.0,28.0
691,27.0,22.0,21.0,24.0,25.0,28.0,33.0
692,86.0,74.0,69.0,64.0,68.0,57.0,53.0
693,27.0,31.0,29.0,27.0,35.0,39.0,101.0
694,56.0,67.0,67.0,68.0,61.0,80.0,101.0
695,57.0,54.0,58.0,63.0,65.0,73.0,77.0
696,54.0,58.0,63.0,65.0,73.0,77.0,84.0
697,58.0,63.0,65.0,73.0,77.0,84.0,95.0
698,63.0,65.0,73.0,77.0,84.0,95.0,92.0
699,65.0,73.0,77.0,84.0,95.0,92.0,101.0
700,26.0,27.0,19.0,19.0,27.0,29.0,28.0
701,27.0,19.0,19.0,27.0,29.0,28.0,39.0
702,19.0,19.0,27.0,29.0,28.0,39.0,38.0
703,19.0,27.0,29.0,28.0,39.0,38.0,47.0
704,27.0,29.0,28.0,39.0,38.0,47.0,101.0
705,85.0,86.0,85.0,88.0,64.0,74.0,77.0
706,86.0,85.0,88.0,64.0,74.0,77.0,91.0
707,85.0,88.0,64.0,74.0,77.0,91.0,89.0
708,88.0,64.0,74.0,77.0,91.0,89.0,98.0
709,64.0,74.0,77.0,91.0,89.0,98.0,91.0
710,74.0,77.0,91.0,89.0,98.0,91.0,101.0
711,98.0,92.0,93.0,90.0,72.0,72.0,72.0
712,92.0,93.0,90.0,72.0,72.0,72.0,71.0
713,93.0,90.0,72.0,72.0,72.0,71.0,63.0
714,90.0,72.0,72.0,72.0,71.0,63.0,60.0
715,72.0,72.0,72.0,71.0,63.0,60.0,75.0
716,72.0,72.0,71.0,63.0,60.0,75.0,91.0
717,72.0,71.0,63.0,60.0,75.0,91.0,101.0
718,4.0,5.0,5.0,5.0,8.0,10.0,10.0
719,5.0,5.0,5.0,8.0,10.0,10.0,17.0
720,5.0,5.0,8.0,10.0,10.0,17.0,21.0
721,5.0,8.0,10.0,10.0,17.0,21.0,23.0
722,8.0,10.0,10.0,17.0,21.0,23.0,25.0
723,10.0,10.0,17.0,21.0,23.0,25.0,25.0
724,10.0,17.0,21.0,23.0,25.0,25.0,29.0
725,17.0,21.0,23.0,25.0,25.0,29.0,34.0
726,21.0,23.0,25.0,25.0,29.0,34.0,36.0
727,23.0,25.0,25.0,29.0,34.0,36.0,37.0
728,25.0,25.0,29.0,34.0,36.0,37.0,41.0
729,78.0,55.0,54.0,47.0,41.0,41.0,35.0
730,55.0,54.0,47.0,41.0,41.0,35.0,29.0
731,54.0,47.0,41.0,41.0,35.0,29.0,29.0
732,47.0,41.0,41.0,35.0,29.0,29.0,20.0
733,41.0,41.0,35.0,29.0,29.0,20.0,14.0
734,41.0,35.0,29.0,29.0,20.0,14.0,18.0
735,35.0,29.0,29.0,20.0,14.0,18.0,23.0
736,29.0,29.0,20.0,14.0,18.0,23.0,28.0
737,29.0,20.0,14.0,18.0,23.0,28.0,34.0
738,20.0,14.0,18.0,23.0,28.0,34.0,50.0
739,14.0,18.0,23.0,28.0,34.0,50.0,58.0
740,23.0,22.0,24.0,15.0,14.0,16.0,17.0
741,22.0,24.0,15.0,14.0,16.0,17.0,19.0
742,24.0,15.0,14.0,16.0,17.0,19.0,24.0
743,15.0,14.0,16.0,17.0,19.0,24.0,34.0
744,14.0,16.0,17.0,19.0,24.0,34.0,39.0
745,16.0,17.0,19.0,24.0,34.0,39.0,42.0
746,17.0,19.0,24.0,34.0,39.0,42.0,44.0
747,19.0,24.0,34.0,39.0,42.0,44.0,46.0
748,24.0,34.0,39.0,42.0,44.0,46.0,49.0
749,34.0,39.0,42.0,44.0,46.0,49.0,45.0
750,39.0,42.0,44.0,46.0,49.0,45.0,49.0
751,18.0,23.0,22.0,18.0,21.0,28.0,34.0
752,23.0,22.0,18.0,21.0,28.0,34.0,34.0
753,22.0,18.0,21.0,28.0,34.0,34.0,35.0
754,18.0,21.0,28.0,34.0,34.0,35.0,38.0
755,21.0,28.0,34.0,34.0,35.0,38.0,46.0
756,28.0,34.0,34.0,35.0,38.0,46.0,46.0
757,34.0,34.0,35.0,38.0,46.0,46.0,101.0
758,9.0,7.0,4.0,1.0,1.0,1.0,1.0
759,7.0,4.0,1.0,1.0,1.0,1.0,1.0
760,4.0,1.0,1.0,1.0,1.0,1.0,1.0
761,1.0,1.0,1.0,1.0,1.0,1.0,1.0
762,69.0,72.0,97.0,98.0,82.0,70.0,60.0
763,72.0,97.0,98.0,82.0,70.0,60.0,57.0
764,97.0,98.0,82.0,70.0,60.0,57.0,54.0
765,98.0,82.0,70.0,60.0,57.0,54.0,55.0
766,82.0,70.0,60.0,57.0,54.0,55.0,50.0
767,70.0,60.0,57.0,54.0,55.0,50.0,43.0
768,60.0,57.0,54.0,55.0,50.0,43.0,38.0
769,57.0,54.0,55.0,50.0,43.0,38.0,32.0
770,54.0,55.0,50.0,43.0,38.0,32.0,32.0
771,55.0,50.0,43.0,38.0,32.0,32.0,31.0
772,85.0,88.0,80.0,67.0,58.0,58.0,23.0
773,88.0,80.0,67.0,58.0,58.0,23.0,36.0
774,80.0,67.0,58.0,58.0,23.0,36.0,34.0
