,diff_0,diff_1,diff_2,diff_3,diff_4,diff_5,target
216,30.0,25.0,20.0,14.0,11.0,12.0,15.0
217,25.0,20.0,14.0,11.0,12.0,15.0,11.0
218,20.0,14.0,11.0,12.0,15.0,11.0,11.0
219,14.0,11.0,12.0,15.0,11.0,11.0,10.0
220,11.0,12.0,15.0,11.0,11.0,10.0,10.0
221,12.0,15.0,11.0,11.0,10.0,10.0,13.0
222,15.0,11.0,11.0,10.0,10.0,13.0,16.0
223,11.0,11.0,10.0,10.0,13.0,16.0,22.0
224,11.0,10.0,10.0,13.0,16.0,22.0,29.0
225,10.0,10.0,13.0,16.0,22.0,29.0,40.0
226,10.0,13.0,16.0,22.0,29.0,40.0,55.0
227,13.0,16.0,22.0,29.0,40.0,55.0,76.0
228,16.0,22.0,29.0,40.0,55.0,76.0,83.0
229,22.0,29.0,40.0,55.0,76.0,83.0,101.0
230,94.0,73.0,66.0,56.0,48.0,40.0,37.0
231,73.0,66.0,56.0,48.0,40.0,37.0,34.0
232,66.0,56.0,48.0,40.0,37.0,34.0,37.0
233,56.0,48.0,40.0,37.0,34.0,37.0,36.0
234,48.0,40.0,37.0,34.0,37.0,36.0,33.0
235,40.0,37.0,34.0,37.0,36.0,33.0,40.0
236,37.0,34.0,37.0,36.0,33.0,40.0,51.0
237,34.0,37.0,36.0,33.0,40.0,51.0,59.0
238,37.0,36.0,33.0,40.0,51.0,59.0,71.0
239,36.0,33.0,40.0,51.0,59.0,71.0,77.0
240,33.0,40.0,51.0,59.0,71.0,77.0,83.0
241,40.0,51.0,59.0,71.0,77.0,83.0,85.0
242,51.0,59.0,71.0,77.0,83.0,85.0,93.0
243,59.0,71.0,77.0,83.0,85.0,93.0,90.0
244,71.0,77.0,83.0,85.0,93.0,90.0,101.0
245,98.0,92.0,83.0,71.0,54.0,52.0,34.0
246,92.0,83.0,71.0,54.0,52.0,34.0,32.0
247,83.0,71.0,54.0,52.0,34.0,32.0,31.0
248,71.0,54.0,52.0,34.0,32.0,31.0,30.0
249,54.0,52.0,34.0,32.0,31.0,30.0,26.0
250,52.0,34.0,32.0,31.0,30.0,26.0,30.0
251,34.0,32.0,31.0,30.0,26.0,30.0,28.0
252,32.0,31.0,30.0,26.0,30.0,28.0,24.0
253,31.0,30.0,26.0,30.0,28.0,24.0,20.0
254,30.0,26.0,30.0,28.0,24.0,20.0,21.0
255,26.0,30.0,28.0,24.0,20.0,21.0,24.0
256,30.0,28.0,24.0,20.0,21.0,24.0,24.0
257,28.0,24.0,20.0,21.0,24.0,24.0,28.0
258,24.0,20.0,21.0,24.0,24.0,28.0,44.0
259,20.0,21.0,24.0,24.0,28.0,44.0,101.0
260,9.0,11.0,17.0,12.0,11.0,14.0,17.0
261,11.0,17.0,12.0,11.0,14.0,17.0,18.0
262,17.0,12.0,11.0,14.0,17.0,18.0,16.0
263,12.0,11.0,14.0,17.0,18.0,16.0,20.0
264,11.0,14.0,17.0,18.0,16.0,20.0,28.0
265,14.0,17.0,18.0,16.0,20.0,28.0,24.0
266,17.0,18.0,16.0,20.0,28.0,24.0,21.0
267,18.0,16.0,20.0,28.0,24.0,21.0,28.0
268,16.0,20.0,28.0,24.0,21.0,28.0,30.0
269,20.0,28.0,24.0,21.0,28.0,30.0,32.0
270,28.0,24.0,21.0,28.0,30.0,32.0,32.0
271,24.0,21.0,28.0,30.0,32.0,32.0,33.0
272,21.0,28.0,30.0,32.0,32.0,33.0,34.0
273,28.0,30.0,32.0,32.0,33.0,34.0,35.0
274,30.0,32.0,32.0,33.0,34.0,35.0,44.0
275,32.0,32.0,33.0,34.0,35.0,44.0,101.0
276,34.0,19.0,18.0,18.0,16.0,17.0,13.0
277,19.0,18.0,18.0,16.0,17.0,13.0,8.0
278,18.0,18.0,16.0,17.0,13.0,8.0,7.0
279,18.0,16.0,17.0,13.0,8.0,7.0,8.0
280,16.0,17.0,13.0,8.0,7.0,8.0,8.0
281,17.0,13.0,8.0,7.0,8.0,8.0,7.0
282,13.0,8.0,7.0,8.0,8.0,7.0,6.0
283,8.0,7.0,8.0,8.0,7.0,6.0,5.0
284,7.0,8.0,8.0,7.0,6.0,5.0,5.0
285,8.0,8.0,7.0,6.0,5.0,5.0,4.0
286,8.0,7.0,6.0,5.0,5.0,4.0,6.0
287,7.0,6.0,5.0,5.0,4.0,6.0,8.0
288,6.0,5.0,5.0,4.0,6.0,8.0,9.0
289,5.0,5.0,4.0,6.0,8.0,9.0,7.0
290,5.0,4.0,6.0,8.0,9.0,7.0,8.0
291,4.0,6.0,8.0,9.0,7.0,8.0,9.0
292,6.0,8.0,9.0,7.0,8.0,9.0,11.0
293,8.0,9.0,7.0,8.0,9.0,11.0,11.0
294,9.0,7.0,8.0,9.0,11.0,11.0,11.0
295,7.0,8.0,9.0,11.0,11.0,11.0,14.0
296,8.0,9.0,11.0,11.0,11.0,14.0,12.0
297,9.0,11.0,11.0,11.0,14.0,12.0,18.0
298,11.0,11.0,11.0,14.0,12.0,18.0,18.0
299,11.0,11.0,14.0,12.0,18.0,18.0,20.0
300,11.0,14.0,12.0,18.0,18.0,20.0,28.0
301,14.0,12.0,18.0,18.0,20.0,28.0,31.0
302,12.0,18.0,18.0,20.0,28.0,31.0,31.0
303,18.0,18.0,20.0,28.0,31.0,31.0,34.0
304,18.0,20.0,28.0,31.0,31.0,34.0,30.0
305,20.0,28.0,31.0,31.0,34.0,30.0,35.0
306,28.0,31.0,31.0,34.0,30.0,35.0,39.0
307,31.0,31.0,34.0,30.0,35.0,39.0,40.0
308,31.0,34.0,30.0,35.0,39.0,40.0,39.0
309,34.0,30.0,35.0,39.0,40.0,39.0,40.0
310,96.0,57.0,43.0,35.0,20.0,12.0,9.0
311,57.0,43.0,35.0,20.0,12.0,9.0,5.0
312,43.0,35.0,20.0,12.0,9.0,5.0,3.0
313,35.0,20.0,12.0,9.0,5.0,3.0,2.0
314,20.0,12.0,9.0,5.0,3.0,2.0,2.0
315,18.0,13.0,20.0,24.0,25.0,24.0,20.0
316,13.0,20.0,24.0,25.0,24.0,20.0,18.0
317,20.0,24.0,25.0,24.0,20.0,18.0,19.0
318,24.0,25.0,24.0,20.0,18.0,19.0,22.0
319,25.0,24.0,20.0,18.0,19.0,22.0,20.0
320,24.0,20.0,18.0,19.0,22.0,20.0,23.0
321,20.0,18.0,19.0,22.0,20.0,23.0,25.0
322,18.0,19.0,22.0,20.0,23.0,25.0,31.0
323,19.0,22.0,20.0,23.0,25.0,31.0,35.0
324,22.0,20.0,23.0,25.0,31.0,35.0,36.0
325,20.0,23.0,25.0,31.0,35.0,36.0,42.0
326,23.0,25.0,31.0,35.0,36.0,42.0,44.0
327,25.0,31.0,35.0,36.0,42.0,44.0,49.0
328,31.0,35.0,36.0,42.0,44.0,49.0,51.0
329,35.0,36.0,42.0,44.0,49.0,51.0,101.0
330,97.0,97.0,99.0,98.0,91.0,90.0,87.0
331,97.0,99.0,98.0,91.0,90.0,87.0,86.0
332,99.0,98.0,91.0,90.0,87.0,86.0,82.0
333,98.0,91.0,90.0,87.0,86.0,82.0,77.0
334,91.0,90.0,87.0,86.0,82.0,77.0,74.0
335,90.0,87.0,86.0,82.0,77.0,74.0,73.0
336,87.0,86.0,82.0,77.0,74.0,73.0,64.0
337,86.0,82.0,77.0,74.0,73.0,64.0,65.0
338,82.0,77.0,74.0,73.0,64.0,65.0,62.0
339,77.0,74.0,73.0,64.0,65.0,62.0,59.0
340,74.0,73.0,64.0,65.0,62.0,59.0,56.0
341,73.0,64.0,65.0,62.0,59.0,56.0,52.0
342,64.0,65.0,62.0,59.0,56.0,52.0,51.0
343,65.0,62.0,59.0,56.0,52.0,51.0,52.0
344,62.0,59.0,56.0,52.0,51.0,52.0,101.0
345,98.0,82.0,82.0,77.0,73.0,74.0,74.0
346,82.0,82.0,77.0,73.0,74.0,74.0,73.0
347,82.0,77.0,73.0,74.0,74.0,73.0,72.0
348,77.0,73.0,74.0,74.0,73.0,72.0,67.0
349,73.0,74.0,74.0,73.0,72.0,67.0,50.0
350,74.0,74.0,73.0,72.0,67.0,50.0,56.0
351,74.0,73.0,72.0,67.0,50.0,56.0,51.0
352,73.0,72.0,67.0,50.0,56.0,51.0,45.0
353,72.0,67.0,50.0,56.0,51.0,45.0,38.0
354,67.0,50.0,56.0,51.0,45.0,38.0,41.0
355,50.0,56.0,51.0,45.0,38.0,41.0,37.0
356,56.0,51.0,45.0,38.0,41.0,37.0,37.0
357,51.0,45.0,38.0,41.0,37.0,37.0,34.0
358,45.0,38.0,41.0,37.0,37.0,34.0,45.0
359,38.0,41.0,37.0,37.0,34.0,45.0,49.0
360,41.0,37.0,37.0,34.0,45.0,49.0,101.0
361,100.0,95.0,91.0,82.0,79.0,83.0,92.0
362,95.0,91.0,82.0,79.0,83.0,92.0,62.0
363,91.0,82.0,79.0,83.0,92.0,62.0,49.0
364,82.0,79.0,83.0,92.0,62.0,49.0,43.0
365,79.0,83.0,92.0,62.0,49.0,43.0,42.0
366,83.0,92.0,62.0,49.0,43.0,42.0,46.0
367,92.0,62.0,49.0,43.0,42.0,46.0,53.0
368,62.0,49.0,43.0,42.0,46.0,53.0,56.0
369,49.0,43.0,42.0,46.0,53.0,56.0,65.0
370,43.0,42.0,46.0,53.0,56.0,65.0,74.0
371,42.0,46.0,53.0,56.0,65.0,74.0,86.0
372,46.0,53.0,56.0,65.0,74.0,86.0,83.0
373,53.0,56.0,65.0,74.0,86.0,83.0,90.0
374,56.0,65.0,74.0,86.0,83.0,90.0,94.0
375,65.0,74.0,86.0,83.0,90.0,94.0,101.0
376,24.0,43.0,10.0,28.0,47.0,63.0,71.0
377,43.0,10.0,28.0,47.0,63.0,71.0,56.0
378,10.0,28.0,47.0,63.0,71.0,56.0,57.0
379,28.0,47.0,63.0,71.0,56.0,57.0,59.0
380,47.0,63.0,71.0,56.0,57.0,59.0,51.0
381,63.0,71.0,56.0,57.0,59.0,51.0,49.0
382,71.0,56.0,57.0,59.0,51.0,49.0,41.0
383,56.0,57.0,59.0,51.0,49.0,41.0,36.0
384,57.0,59.0,51.0,49.0,41.0,36.0,37.0
385,59.0,51.0,49.0,41.0,36.0,37.0,34.0
386,51.0,49.0,41.0,36.0,37.0,34.0,32.0
387,49.0,41.0,36.0,37.0,34.0,32.0,28.0
388,41.0,36.0,37.0,34.0,32.0,28.0,25.0
389,36.0,37.0,34.0,32.0,28.0,25.0,26.0
390,37.0,34.0,32.0,28.0,25.0,26.0,25.0
391,34.0,32.0,28.0,25.0,26.0,25.0,21.0
392,32.0,28.0,25.0,26.0,25.0,21.0,25.0
393,28.0,25.0,26.0,25.0,21.0,25.0,30.0
394,25.0,26.0,25.0,21.0,25.0,30.0,37.0
395,26.0,25.0,21.0,25.0,30.0,37.0,44.0
396,25.0,21.0,25.0,30.0,37.0,44.0,101.0
397,74.0,95.0,59.0,46.0,43.0,50.0,55.0
398,95.0,59.0,46.0,43.0,50.0,55.0,62.0
399,59.0,46.0,43.0,50.0,55.0,62.0,60.0
400,46.0,43.0,50.0,55.0,62.0,60.0,52.0
401,43.0,50.0,55.0,62.0,60.0,52.0,50.0
402,50.0,55.0,62.0,60.0,52.0,50.0,52.0
403,55.0,62.0,60.0,52.0,50.0,52.0,54.0
404,62.0,60.0,52.0,50.0,52.0,54.0,54.0
405,60.0,52.0,50.0,52.0,54.0,54.0,51.0
406,52.0,50.0,52.0,54.0,54.0,51.0,38.0
407,50.0,52.0,54.0,54.0,51.0,38.0,31.0
408,52.0,54.0,54.0,51.0,38.0,31.0,35.0
409,54.0,54.0,51.0,38.0,31.0,35.0,34.0
410,54.0,51.0,38.0,31.0,35.0,34.0,36.0
411,51.0,38.0,31.0,35.0,34.0,36.0,34.0
412,38.0,31.0,35.0,34.0,36.0,34.0,35.0
413,31.0,35.0,34.0,36.0,34.0,35.0,36.0
414,35.0,34.0,36.0,34.0,35.0,36.0,40.0
415,34.0,36.0,34.0,35.0,36.0,40.0,46.0
416,36.0,34.0,35.0,36.0,40.0,46.0,46.0
417,34.0,35.0,36.0,40.0,46.0,46.0,101.0
418,96.0,81.0,66.0,66.0,60.0,59.0,52.0
419,81.0,66.0,66.0,60.0,59.0,52.0,52.0
420,66.0,66.0,60.0,59.0,52.0,52.0,44.0
421,66.0,60.0,59.0,52.0,52.0,44.0,43.0
422,60.0,59.0,52.0,52.0,44.0,43.0,46.0
423,59.0,52.0,52.0,44.0,43.0,46.0,38.0
424,52.0,52.0,44.0,43.0,46.0,38.0,33.0
425,52.0,44.0,43.0,46.0,38.0,33.0,34.0
426,44.0,43.0,46.0,38.0,33.0,34.0,36.0
427,43.0,46.0,38.0,33.0,34.0,36.0,36.0
428,46.0,38.0,33.0,34.0,36.0,36.0,41.0
429,38.0,33.0,34.0,36.0,36.0,41.0,45.0
430,33.0,34.0,36.0,36.0,41.0,45.0,52.0
431,34.0,36.0,36.0,41.0,45.0,52.0,101.0
432,35.0,65.0,53.0,82.0,100.0,91.0,101.0
433,99.0,91.0,79.0,70.0,63.0,68.0,64.0
434,91.0,79.0,70.0,63.0,68.0,64.0,59.0
435,79.0,70.0,63.0,68.0,64.0,59.0,59.0
436,70.0,63.0,68.0,64.0,59.0,59.0,58.0
437,63.0,68.0,64.0,59.0,59.0,58.0,52.0
438,68.0,64.0,59.0,59.0,58.0,52.0,42.0
439,64.0,59.0,59.0,58.0,52.0,42.0,47.0
440,59.0,59.0,58.0,52.0,42.0,47.0,55.0
441,59.0,58.0,52.0,42.0,47.0,55.0,51.0
442,58.0,52.0,42.0,47.0,55.0,51.0,57.0
443,52.0,42.0,47.0,55.0,51.0,57.0,58.0
444,42.0,47.0,55.0,51.0,57.0,58.0,53.0
445,47.0,55.0,51.0,57.0,58.0,53.0,50.0
446,55.0,51.0,57.0,58.0,53.0,50.0,56.0
447,51.0,57.0,58.0,53.0,50.0,56.0,101.0
448,98.0,72.0,81.0,74.0,77.0,80.0,82.0
449,72.0,81.0,74.0,77.0,80.0,82.0,93.0
450,81.0,74.0,77.0,80.0,82.0,93.0,101.0
451,55.0,41.0,36.0,33.0,26.0,21.0,24.0
452,41.0,36.0,33.0,26.0,21.0,24.0,21.0
453,36.0,33.0,26.0,21.0,24.0,21.0,20.0
454,33.0,26.0,21.0,24.0,21.0,20.0,20.0
455,26.0,21.0,24.0,21.0,20.0,20.0,17.0
456,21.0,24.0,21.0,20.0,20.0,17.0,17.0
457,24.0,21.0,20.0,20.0,17.0,17.0,18.0
458,21.0,20.0,20.0,17.0,17.0,18.0,18.0
459,20.0,20.0,17.0,17.0,18.0,18.0,19.0
460,20.0,17.0,17.0,18.0,18.0,19.0,19.0
461,17.0,17.0,18.0,18.0,19.0,19.0,28.0
462,17.0,18.0,18.0,19.0,19.0,28.0,35.0
