,diff_0,diff_1,diff_2,diff_3,diff_4,diff_5,target
30695,27.0,29.0,32.0,35.0,39.0,42.0,101.0
30696,100.0,67.0,56.0,47.0,43.0,38.0,35.0
30697,67.0,56.0,47.0,43.0,38.0,35.0,26.0
30698,56.0,47.0,43.0,38.0,35.0,26.0,26.0
30699,47.0,43.0,38.0,35.0,26.0,26.0,28.0
30700,43.0,38.0,35.0,26.0,26.0,28.0,35.0
30701,38.0,35.0,26.0,26.0,28.0,35.0,40.0
30702,35.0,26.0,26.0,28.0,35.0,40.0,45.0
30703,26.0,26.0,28.0,35.0,40.0,45.0,58.0
30704,26.0,28.0,35.0,40.0,45.0,58.0,71.0
30705,28.0,35.0,40.0,45.0,58.0,71.0,91.0
30706,35.0,40.0,45.0,58.0,71.0,91.0,101.0
30707,55.0,50.0,40.0,32.0,25.0,22.0,21.0
30708,50.0,40.0,32.0,25.0,22.0,21.0,25.0
30709,40.0,32.0,25.0,22.0,21.0,25.0,19.0
30710,32.0,25.0,22.0,21.0,25.0,19.0,18.0
30711,25.0,22.0,21.0,25.0,19.0,18.0,20.0
30712,22.0,21.0,25.0,19.0,18.0,20.0,25.0
30713,21.0,25.0,19.0,18.0,20.0,25.0,27.0
30714,25.0,19.0,18.0,20.0,25.0,27.0,30.0
30715,19.0,18.0,20.0,25.0,27.0,30.0,32.0
30716,18.0,20.0,25.0,27.0,30.0,32.0,44.0
30717,20.0,25.0,27.0,30.0,32.0,44.0,49.0
30718,25.0,27.0,30.0,32.0,44.0,49.0,57.0
30719,27.0,30.0,32.0,44.0,49.0,57.0,58.0
30720,30.0,32.0,44.0,49.0,57.0,58.0,69.0
30721,32.0,44.0,49.0,57.0,58.0,69.0,101.0
30722,12.0,22.0,19.0,21.0,17.0,15.0,10.0
30723,22.0,19.0,21.0,17.0,15.0,10.0,11.0
30724,19.0,21.0,17.0,15.0,10.0,11.0,12.0
30725,21.0,17.0,15.0,10.0,11.0,12.0,12.0
30726,17.0,15.0,10.0,11.0,12.0,12.0,11.0
30727,15.0,10.0,11.0,12.0,12.0,11.0,14.0
30728,10.0,11.0,12.0,12.0,11.0,14.0,14.0
30729,11.0,12.0,12.0,11.0,14.0,14.0,15.0
30730,12.0,12.0,11.0,14.0,14.0,15.0,20.0
30731,12.0,11.0,14.0,14.0,15.0,20.0,26.0
30732,11.0,14.0,14.0,15.0,20.0,26.0,34.0
30733,14.0,14.0,15.0,20.0,26.0,34.0,38.0
30734,14.0,15.0,20.0,26.0,34.0,38.0,48.0
30735,15.0,20.0,26.0,34.0,38.0,48.0,60.0
30736,20.0,26.0,34.0,38.0,48.0,60.0,101.0
30737,99.0,98.0,96.0,81.0,80.0,69.0,71.0
30738,98.0,96.0,81.0,80.0,69.0,71.0,60.0
30739,96.0,81.0,80.0,69.0,71.0,60.0,56.0
30740,81.0,80.0,69.0,71.0,60.0,56.0,52.0
30741,80.0,69.0,71.0,60.0,56.0,52.0,46.0
30742,69.0,71.0,60.0,56.0,52.0,46.0,42.0
30743,71.0,60.0,56.0,52.0,46.0,42.0,44.0
30744,60.0,56.0,52.0,46.0,42.0,44.0,49.0
30745,56.0,52.0,46.0,42.0,44.0,49.0,49.0
30746,52.0,46.0,42.0,44.0,49.0,49.0,44.0
30747,46.0,42.0,44.0,49.0,49.0,44.0,45.0
30748,42.0,44.0,49.0,49.0,44.0,45.0,43.0
30749,44.0,49.0,49.0,44.0,45.0,43.0,42.0
30750,49.0,49.0,44.0,45.0,43.0,42.0,39.0
30751,49.0,44.0,45.0,43.0,42.0,39.0,35.0
30752,44.0,45.0,43.0,42.0,39.0,35.0,38.0
30753,45.0,43.0,42.0,39.0,35.0,38.0,44.0
30754,43.0,42.0,39.0,35.0,38.0,44.0,42.0
30755,42.0,39.0,35.0,38.0,44.0,42.0,50.0
30756,39.0,35.0,38.0,44.0,42.0,50.0,101.0
30757,93.0,80.0,62.0,54.0,46.0,44.0,37.0
30758,80.0,62.0,54.0,46.0,44.0,37.0,32.0
30759,62.0,54.0,46.0,44.0,37.0,32.0,35.0
30760,54.0,46.0,44.0,37.0,32.0,35.0,50.0
30761,46.0,44.0,37.0,32.0,35.0,50.0,77.0
30762,44.0,37.0,32.0,35.0,50.0,77.0,101.0
30763,95.0,85.0,80.0,72.0,75.0,65.0,63.0
30764,85.0,80.0,72.0,75.0,65.0,63.0,54.0
30765,80.0,72.0,75.0,65.0,63.0,54.0,44.0
30766,72.0,75.0,65.0,63.0,54.0,44.0,45.0
30767,75.0,65.0,63.0,54.0,44.0,45.0,49.0
30768,65.0,63.0,54.0,44.0,45.0,49.0,52.0
30769,63.0,54.0,44.0,45.0,49.0,52.0,53.0
30770,54.0,44.0,45.0,49.0,52.0,53.0,55.0
30771,44.0,45.0,49.0,52.0,53.0,55.0,56.0
30772,45.0,49.0,52.0,53.0,55.0,56.0,60.0
30773,49.0,52.0,53.0,55.0,56.0,60.0,58.0
30774,52.0,53.0,55.0,56.0,60.0,58.0,77.0
30775,53.0,55.0,56.0,60.0,58.0,77.0,88.0
30776,55.0,56.0,60.0,58.0,77.0,88.0,91.0
30777,56.0,60.0,58.0,77.0,88.0,91.0,101.0
30778,92.0,75.0,61.0,54.0,48.0,42.0,36.0
30779,75.0,61.0,54.0,48.0,42.0,36.0,31.0
30780,61.0,54.0,48.0,42.0,36.0,31.0,23.0
30781,54.0,48.0,42.0,36.0,31.0,23.0,20.0
30782,48.0,42.0,36.0,31.0,23.0,20.0,27.0
30783,42.0,36.0,31.0,23.0,20.0,27.0,39.0
30784,36.0,31.0,23.0,20.0,27.0,39.0,66.0
30785,31.0,23.0,20.0,27.0,39.0,66.0,100.0
30786,23.0,20.0,27.0,39.0,66.0,100.0,101.0
30787,64.0,54.0,40.0,35.0,27.0,21.0,20.0
30788,54.0,40.0,35.0,27.0,21.0,20.0,14.0
30789,40.0,35.0,27.0,21.0,20.0,14.0,12.0
30790,35.0,27.0,21.0,20.0,14.0,12.0,14.0
30791,27.0,21.0,20.0,14.0,12.0,14.0,27.0
30792,21.0,20.0,14.0,12.0,14.0,27.0,38.0
30793,20.0,14.0,12.0,14.0,27.0,38.0,52.0
30794,14.0,12.0,14.0,27.0,38.0,52.0,67.0
30795,12.0,14.0,27.0,38.0,52.0,67.0,78.0
30796,14.0,27.0,38.0,52.0,67.0,78.0,96.0
30797,27.0,38.0,52.0,67.0,78.0,96.0,101.0
30798,37.0,67.0,56.0,34.0,44.0,46.0,37.0
30799,67.0,56.0,34.0,44.0,46.0,37.0,21.0
30800,56.0,34.0,44.0,46.0,37.0,21.0,30.0
30801,34.0,44.0,46.0,37.0,21.0,30.0,28.0
30802,44.0,46.0,37.0,21.0,30.0,28.0,31.0
30803,46.0,37.0,21.0,30.0,28.0,31.0,24.0
30804,37.0,21.0,30.0,28.0,31.0,24.0,31.0
30805,21.0,30.0,28.0,31.0,24.0,31.0,44.0
30806,30.0,28.0,31.0,24.0,31.0,44.0,49.0
30807,28.0,31.0,24.0,31.0,44.0,49.0,51.0
30808,31.0,24.0,31.0,44.0,49.0,51.0,58.0
30809,24.0,31.0,44.0,49.0,51.0,58.0,61.0
30810,31.0,44.0,49.0,51.0,58.0,61.0,71.0
30811,44.0,49.0,51.0,58.0,61.0,71.0,72.0
30812,49.0,51.0,58.0,61.0,71.0,72.0,101.0
30813,76.0,70.0,60.0,58.0,58.0,55.0,42.0
30814,70.0,60.0,58.0,58.0,55.0,42.0,44.0
30815,60.0,58.0,58.0,55.0,42.0,44.0,46.0
30816,58.0,58.0,55.0,42.0,44.0,46.0,48.0
30817,58.0,55.0,42.0,44.0,46.0,48.0,56.0
30818,55.0,42.0,44.0,46.0,48.0,56.0,75.0
30819,42.0,44.0,46.0,48.0,56.0,75.0,80.0
30820,69.0,60.0,46.0,37.0,31.0,25.0,19.0
30821,60.0,46.0,37.0,31.0,25.0,19.0,16.0
30822,46.0,37.0,31.0,25.0,19.0,16.0,15.0
30823,37.0,31.0,25.0,19.0,16.0,15.0,13.0
30824,31.0,25.0,19.0,16.0,15.0,13.0,13.0
30825,25.0,19.0,16.0,15.0,13.0,13.0,22.0
30826,19.0,16.0,15.0,13.0,13.0,22.0,37.0
30827,16.0,15.0,13.0,13.0,22.0,37.0,68.0
30828,15.0,13.0,13.0,22.0,37.0,68.0,87.0
30829,13.0,13.0,22.0,37.0,68.0,87.0,99.0
30830,13.0,22.0,37.0,68.0,87.0,99.0,101.0
30831,95.0,93.0,68.0,70.0,63.0,67.0,63.0
30832,93.0,68.0,70.0,63.0,67.0,63.0,64.0
30833,68.0,70.0,63.0,67.0,63.0,64.0,67.0
30834,70.0,63.0,67.0,63.0,64.0,67.0,65.0
30835,63.0,67.0,63.0,64.0,67.0,65.0,61.0
30836,67.0,63.0,64.0,67.0,65.0,61.0,60.0
30837,63.0,64.0,67.0,65.0,61.0,60.0,53.0
30838,64.0,67.0,65.0,61.0,60.0,53.0,51.0
30839,67.0,65.0,61.0,60.0,53.0,51.0,42.0
30840,65.0,61.0,60.0,53.0,51.0,42.0,65.0
30841,61.0,60.0,53.0,51.0,42.0,65.0,101.0
30842,84.0,77.0,73.0,77.0,58.0,55.0,29.0
30843,77.0,73.0,77.0,58.0,55.0,29.0,7.0
30844,73.0,77.0,58.0,55.0,29.0,7.0,4.0
30845,77.0,58.0,55.0,29.0,7.0,4.0,3.0
30846,58.0,55.0,29.0,7.0,4.0,3.0,3.0
30847,55.0,29.0,7.0,4.0,3.0,3.0,3.0
30848,29.0,7.0,4.0,3.0,3.0,3.0,2.0
30849,7.0,4.0,3.0,3.0,3.0,2.0,2.0
30850,4.0,3.0,3.0,3.0,2.0,2.0,2.0
30851,3.0,3.0,3.0,2.0,2.0,2.0,5.0
30852,3.0,3.0,2.0,2.0,2.0,5.0,5.0
30853,3.0,2.0,2.0,2.0,5.0,5.0,6.0
30854,2.0,2.0,2.0,5.0,5.0,6.0,6.0
30855,2.0,2.0,5.0,5.0,6.0,6.0,7.0
30856,2.0,5.0,5.0,6.0,6.0,7.0,7.0
30857,5.0,5.0,6.0,6.0,7.0,7.0,8.0
30858,5.0,6.0,6.0,7.0,7.0,8.0,11.0
30859,6.0,6.0,7.0,7.0,8.0,11.0,15.0
30860,6.0,7.0,7.0,8.0,11.0,15.0,23.0
30861,7.0,7.0,8.0,11.0,15.0,23.0,26.0
30862,7.0,8.0,11.0,15.0,23.0,26.0,34.0
30863,8.0,11.0,15.0,23.0,26.0,34.0,44.0
30864,11.0,15.0,23.0,26.0,34.0,44.0,101.0
30865,99.0,85.0,72.0,63.0,58.0,54.0,44.0
30866,85.0,72.0,63.0,58.0,54.0,44.0,53.0
30867,72.0,63.0,58.0,54.0,44.0,53.0,77.0
30868,63.0,58.0,54.0,44.0,53.0,77.0,84.0
30869,58.0,54.0,44.0,53.0,77.0,84.0,97.0
30870,54.0,44.0,53.0,77.0,84.0,97.0,101.0
30871,85.0,93.0,79.0,74.0,70.0,66.0,57.0
30872,93.0,79.0,74.0,70.0,66.0,57.0,55.0
30873,79.0,74.0,70.0,66.0,57.0,55.0,50.0
30874,74.0,70.0,66.0,57.0,55.0,50.0,48.0
30875,70.0,66.0,57.0,55.0,50.0,48.0,39.0
30876,66.0,57.0,55.0,50.0,48.0,39.0,37.0
30877,57.0,55.0,50.0,48.0,39.0,37.0,34.0
30878,55.0,50.0,48.0,39.0,37.0,34.0,37.0
30879,50.0,48.0,39.0,37.0,34.0,37.0,38.0
30880,48.0,39.0,37.0,34.0,37.0,38.0,41.0
30881,39.0,37.0,34.0,37.0,38.0,41.0,42.0
30882,37.0,34.0,37.0,38.0,41.0,42.0,46.0
30883,34.0,37.0,38.0,41.0,42.0,46.0,52.0
30884,37.0,38.0,41.0,42.0,46.0,52.0,101.0
30885,23.0,23.0,16.0,1.0,1.0,2.0,3.0
30886,23.0,16.0,1.0,1.0,2.0,3.0,3.0
30887,16.0,1.0,1.0,2.0,3.0,3.0,4.0
30888,1.0,1.0,2.0,3.0,3.0,4.0,5.0
30889,1.0,2.0,3.0,3.0,4.0,5.0,8.0
30890,2.0,3.0,3.0,4.0,5.0,8.0,14.0
30891,3.0,3.0,4.0,5.0,8.0,14.0,21.0
30892,3.0,4.0,5.0,8.0,14.0,21.0,41.0
30893,4.0,5.0,8.0,14.0,21.0,41.0,51.0
30894,5.0,8.0,14.0,21.0,41.0,51.0,60.0
30895,8.0,14.0,21.0,41.0,51.0,60.0,66.0
30896,14.0,21.0,41.0,51.0,60.0,66.0,61.0
30897,21.0,41.0,51.0,60.0,66.0,61.0,101.0
30898,4.0,12.0,21.0,19.0,16.0,7.0,4.0
30899,12.0,21.0,19.0,16.0,7.0,4.0,4.0
30900,21.0,19.0,16.0,7.0,4.0,4.0,5.0
30901,19.0,16.0,7.0,4.0,4.0,5.0,3.0
30902,16.0,7.0,4.0,4.0,5.0,3.0,3.0
30903,7.0,4.0,4.0,5.0,3.0,3.0,4.0
30904,4.0,4.0,5.0,3.0,3.0,4.0,3.0
30905,4.0,5.0,3.0,3.0,4.0,3.0,2.0
30906,5.0,3.0,3.0,4.0,3.0,2.0,4.0
30907,3.0,3.0,4.0,3.0,2.0,4.0,3.0
30908,3.0,4.0,3.0,2.0,4.0,3.0,6.0
30909,4.0,3.0,2.0,4.0,3.0,6.0,8.0
30910,3.0,2.0,4.0,3.0,6.0,8.0,7.0
30911,2.0,4.0,3.0,6.0,8.0,7.0,8.0
30912,4.0,3.0,6.0,8.0,7.0,8.0,16.0
30913,3.0,6.0,8.0,7.0,8.0,16.0,19.0
30914,6.0,8.0,7.0,8.0,16.0,19.0,19.0
30915,8.0,7.0,8.0,16.0,19.0,19.0,32.0
30916,7.0,8.0,16.0,19.0,19.0,32.0,33.0
30917,8.0,16.0,19.0,19.0,32.0,33.0,33.0
30918,16.0,19.0,19.0,32.0,33.0,33.0,45.0
30919,19.0,19.0,32.0,33.0,33.0,45.0,35.0
30920,19.0,32.0,33.0,33.0,45.0,35.0,48.0
30921,32.0,33.0,33.0,45.0,35.0,48.0,51.0
30922,33.0,33.0,45.0,35.0,48.0,51.0,101.0
30923,92.0,72.0,59.0,59.0,53.0,56.0,46.0
30924,72.0,59.0,59.0,53.0,56.0,46.0,33.0
30925,59.0,59.0,53.0,56.0,46.0,33.0,31.0
30926,59.0,53.0,56.0,46.0,33.0,31.0,28.0
30927,53.0,56.0,46.0,33.0,31.0,28.0,32.0
30928,56.0,46.0,33.0,31.0,28.0,32.0,45.0
30929,46.0,33.0,31.0,28.0,32.0,45.0,63.0
30930,33.0,31.0,28.0,32.0,45.0,63.0,83.0
30931,31.0,28.0,32.0,45.0,63.0,83.0,101.0
30932,92.0,92.0,92.0,85.0,85.0,94.0,101.0
30933,92.0,73.0,70.0,64.0,62.0,62.0,48.0
30934,73.0,70.0,64.0,62.0,62.0,48.0,48.0
30935,70.0,64.0,62.0,62.0,48.0,48.0,41.0
30936,64.0,62.0,62.0,48.0,48.0,41.0,28.0
30937,62.0,62.0,48.0,48.0,41.0,28.0,22.0
30938,62.0,48.0,48.0,41.0,28.0,22.0,20.0
30939,48.0,48.0,41.0,28.0,22.0,20.0,19.0
30940,48.0,41.0,28.0,22.0,20.0,19.0,33.0
30941,41.0,28.0,22.0,20.0,19.0,33.0,43.0
30942,28.0,22.0,20.0,19.0,33.0,43.0,58.0
30943,22.0,20.0,19.0,33.0,43.0,58.0,78.0
30944,20.0,19.0,33.0,43.0,58.0,78.0,96.0
30945,19.0,33.0,43.0,58.0,78.0,96.0,101.0
30946,92.0,75.0,69.0,60.0,58.0,64.0,64.0
30947,75.0,69.0,60.0,58.0,64.0,64.0,83.0
30948,69.0,60.0,58.0,64.0,64.0,83.0,101.0
30949,80.0,68.0,66.0,68.0,77.0,80.0,93.0
30950,68.0,66.0,68.0,77.0,80.0,93.0,95.0
30951,66.0,68.0,77.0,80.0,93.0,95.0,96.0
30952,68.0,77.0,80.0,93.0,95.0,96.0,101.0
30953,83.0,59.0,55.0,57.0,42.0,33.0,34.0
30954,59.0,55.0,57.0,42.0,33.0,34.0,39.0
30955,55.0,57.0,42.0,33.0,34.0,39.0,35.0
30956,57.0,42.0,33.0,34.0,39.0,35.0,37.0
30957,42.0,33.0,34.0,39.0,35.0,37.0,28.0
30958,33.0,34.0,39.0,35.0,37.0,28.0,32.0
30959,34.0,39.0,35.0,37.0,28.0,32.0,32.0
30960,39.0,35.0,37.0,28.0,32.0,32.0,36.0
30961,35.0,37.0,28.0,32.0,32.0,36.0,39.0
30962,37.0,28.0,32.0,32.0,36.0,39.0,42.0
30963,28.0,32.0,32.0,36.0,39.0,42.0,48.0
30964,32.0,32.0,36.0,39.0,42.0,48.0,61.0
30965,32.0,36.0,39.0,42.0,48.0,61.0,67.0
30966,36.0,39.0,42.0,48.0,61.0,67.0,72.0
30967,39.0,42.0,48.0,61.0,67.0,72.0,101.0
30968,93.0,75.0,65.0,51.0,38.0,25.0,20.0
30969,75.0,65.0,51.0,38.0,25.0,20.0,15.0
30970,65.0,51.0,38.0,25.0,20.0,15.0,15.0
30971,51.0,38.0,25.0,20.0,15.0,15.0,11.0
30972,38.0,25.0,20.0,15.0,15.0,11.0,8.0
30973,25.0,20.0,15.0,15.0,11.0,8.0,9.0
30974,20.0,15.0,15.0,11.0,8.0,9.0,11.0
30975,15.0,15.0,11.0,8.0,9.0,11.0,13.0
30976,15.0,11.0,8.0,9.0,11.0,13.0,15.0
30977,11.0,8.0,9.0,11.0,13.0,15.0,16.0
30978,8.0,9.0,11.0,13.0,15.0,16.0,16.0
30979,9.0,11.0,13.0,15.0,16.0,16.0,23.0
30980,11.0,13.0,15.0,16.0,16.0,23.0,26.0
30981,13.0,15.0,16.0,16.0,23.0,26.0,31.0
30982,15.0,16.0,16.0,23.0,26.0,31.0,34.0
30983,16.0,16.0,23.0,26.0,31.0,34.0,36.0
30984,16.0,23.0,26.0,31.0,34.0,36.0,34.0
30985,23.0,26.0,31.0,34.0,36.0,34.0,31.0
30986,26.0,31.0,34.0,36.0,34.0,31.0,32.0
30987,31.0,34.0,36.0,34.0,31.0,32.0,42.0
30988,34.0,36.0,34.0,31.0,32.0,42.0,43.0
30989,36.0,34.0,31.0,32.0,42.0,43.0,101.0
30990,79.0,79.0,77.0,72.0,72.0,66.0,66.0
30991,79.0,77.0,72.0,72.0,66.0,66.0,59.0
30992,77.0,72.0,72.0,66.0,66.0,59.0,59.0
30993,72.0,72.0,66.0,66.0,59.0,59.0,60.0
30994,72.0,66.0,66.0,59.0,59.0,60.0,64.0
30995,66.0,66.0,59.0,59.0,60.0,64.0,67.0
30996,66.0,59.0,59.0,60.0,64.0,67.0,71.0
30997,59.0,59.0,60.0,64.0,67.0,71.0,77.0
30998,59.0,60.0,64.0,67.0,71.0,77.0,84.0
30999,60.0,64.0,67.0,71.0,77.0,84.0,86.0
31000,64.0,67.0,71.0,77.0,84.0,86.0,89.0
31001,67.0,71.0,77.0,84.0,86.0,89.0,85.0
31002,71.0,77.0,84.0,86.0,89.0,85.0,97.0
31003,77.0,84.0,86.0,89.0,85.0,97.0,97.0
31004,84.0,86.0,89.0,85.0,97.0,97.0,101.0
31005,67.0,62.0,56.0,43.0,34.0,30.0,25.0
31006,62.0,56.0,43.0,34.0,30.0,25.0,22.0
31007,56.0,43.0,34.0,30.0,25.0,22.0,22.0
31008,43.0,34.0,30.0,25.0,22.0,22.0,22.0
31009,34.0,30.0,25.0,22.0,22.0,22.0,22.0
31010,30.0,25.0,22.0,22.0,22.0,22.0,20.0
31011,25.0,22.0,22.0,22.0,22.0,20.0,19.0
31012,22.0,22.0,22.0,22.0,20.0,19.0,19.0
31013,22.0,22.0,22.0,20.0,19.0,19.0,16.0
31014,22.0,22.0,20.0,19.0,19.0,16.0,21.0
31015,22.0,20.0,19.0,19.0,16.0,21.0,21.0
31016,20.0,19.0,19.0,16.0,21.0,21.0,20.0
31017,19.0,19.0,16.0,21.0,21.0,20.0,22.0
31018,19.0,16.0,21.0,21.0,20.0,22.0,22.0
31019,16.0,21.0,21.0,20.0,22.0,22.0,23.0
31020,21.0,21.0,20.0,22.0,22.0,23.0,24.0
31021,21.0,20.0,22.0,22.0,23.0,24.0,23.0
31022,20.0,22.0,22.0,23.0,24.0,23.0,21.0
31023,22.0,22.0,23.0,24.0,23.0,21.0,22.0
31024,22.0,23.0,24.0,23.0,21.0,22.0,26.0
31025,23.0,24.0,23.0,21.0,22.0,26.0,29.0
31026,24.0,23.0,21.0,22.0,26.0,29.0,34.0
31027,23.0,21.0,22.0,26.0,29.0,34.0,32.0
31028,21.0,22.0,26.0,29.0,34.0,32.0,42.0
31029,22.0,26.0,29.0,34.0,32.0,42.0,101.0
31030,58.0,54.0,48.0,45.0,42.0,41.0,39.0
31031,54.0,48.0,45.0,42.0,41.0,39.0,39.0
31032,48.0,45.0,42.0,41.0,39.0,39.0,39.0
31033,45.0,42.0,41.0,39.0,39.0,39.0,36.0
31034,42.0,41.0,39.0,39.0,39.0,36.0,36.0
31035,41.0,39.0,39.0,39.0,36.0,36.0,33.0
31036,39.0,39.0,39.0,36.0,36.0,33.0,33.0
31037,39.0,39.0,36.0,36.0,33.0,33.0,32.0
31038,39.0,36.0,36.0,33.0,33.0,32.0,33.0
31039,36.0,36.0,33.0,33.0,32.0,33.0,28.0
31040,36.0,33.0,33.0,32.0,33.0,28.0,27.0
31041,33.0,33.0,32.0,33.0,28.0,27.0,27.0
31042,33.0,32.0,33.0,28.0,27.0,27.0,27.0
31043,32.0,33.0,28.0,27.0,27.0,27.0,35.0
31044,33.0,28.0,27.0,27.0,27.0,35.0,38.0
31045,28.0,27.0,27.0,27.0,35.0,38.0,41.0
31046,27.0,27.0,27.0,35.0,38.0,41.0,42.0
31047,27.0,27.0,35.0,38.0,41.0,42.0,48.0
31048,27.0,35.0,38.0,41.0,42.0,48.0,101.0
31049,95.0,78.0,74.0,72.0,63.0,53.0,51.0
31050,78.0,74.0,72.0,63.0,53.0,51.0,49.0
31051,74.0,72.0,63.0,53.0,51.0,49.0,44.0
31052,72.0,63.0,53.0,51.0,49.0,44.0,54.0
31053,63.0,53.0,51.0,49.0,44.0,54.0,50.0
31054,53.0,51.0,49.0,44.0,54.0,50.0,49.0
31055,51.0,49.0,44.0,54.0,50.0,49.0,42.0
31056,49.0,44.0,54.0,50.0,49.0,42.0,53.0
31057,44.0,54.0,50.0,49.0,42.0,53.0,50.0
31058,54.0,50.0,49.0,42.0,53.0,50.0,57.0
31059,50.0,49.0,42.0,53.0,50.0,57.0,61.0
31060,49.0,42.0,53.0,50.0,57.0,61.0,69.0
31061,42.0,53.0,50.0,57.0,61.0,69.0,90.0
31062,53.0,50.0,57.0,61.0,69.0,90.0,94.0
31063,50.0,57.0,61.0,69.0,90.0,94.0,101.0
31064,34.0,29.0,29.0,27.0,27.0,30.0,37.0
31065,29.0,29.0,27.0,27.0,30.0,37.0,39.0
31066,29.0,27.0,27.0,30.0,37.0,39.0,43.0
31067,27.0,27.0,30.0,37.0,39.0,43.0,48.0
31068,27.0,30.0,37.0,39.0,43.0,48.0,45.0
31069,30.0,37.0,39.0,43.0,48.0,45.0,45.0
31070,37.0,39.0,43.0,48.0,45.0,45.0,48.0
31071,39.0,43.0,48.0,45.0,45.0,48.0,48.0
31072,43.0,48.0,45.0,45.0,48.0,48.0,53.0
31073,48.0,45.0,45.0,48.0,48.0,53.0,57.0
31074,45.0,45.0,48.0,48.0,53.0,57.0,58.0
31075,45.0,48.0,48.0,53.0,57.0,58.0,55.0
31076,48.0,48.0,53.0,57.0,58.0,55.0,57.0
31077,48.0,53.0,57.0,58.0,55.0,57.0,68.0
31078,53.0,57.0,58.0,55.0,57.0,68.0,101.0
31079,88.0,86.0,80.0,80.0,73.0,73.0,84.0
31080,86.0,80.0,80.0,73.0,73.0,84.0,84.0
31081,80.0,80.0,73.0,73.0,84.0,84.0,84.0
31082,80.0,73.0,73.0,84.0,84.0,84.0,77.0
31083,73.0,73.0,84.0,84.0,84.0,77.0,79.0
31084,73.0,84.0,84.0,84.0,77.0,79.0,86.0
31085,84.0,84.0,84.0,77.0,79.0,86.0,96.0
31086,84.0,84.0,77.0,79.0,86.0,96.0,98.0
31087,84.0,77.0,79.0,86.0,96.0,98.0,97.0
31088,77.0,79.0,86.0,96.0,98.0,97.0,100.0
31089,79.0,86.0,96.0,98.0,97.0,100.0,95.0
31090,86.0,96.0,98.0,97.0,100.0,95.0,92.0
31091,96.0,98.0,97.0,100.0,95.0,92.0,92.0
31092,98.0,97.0,100.0,95.0,92.0,92.0,96.0
31093,97.0,100.0,95.0,92.0,92.0,96.0,101.0
31094,98.0,84.0,87.0,80.0,74.0,75.0,71.0
31095,84.0,87.0,80.0,74.0,75.0,71.0,73.0
31096,87.0,80.0,74.0,75.0,71.0,73.0,71.0
31097,80.0,74.0,75.0,71.0,73.0,71.0,72.0
31098,74.0,75.0,71.0,73.0,71.0,72.0,33.0
31099,75.0,71.0,73.0,71.0,72.0,33.0,41.0
31100,71.0,73.0,71.0,72.0,33.0,41.0,58.0
31101,73.0,71.0,72.0,33.0,41.0,58.0,74.0
31102,71.0,72.0,33.0,41.0,58.0,74.0,80.0
31103,72.0,33.0,41.0,58.0,74.0,80.0,87.0
31104,33.0,41.0,58.0,74.0,80.0,87.0,101.0
31105,99.0,89.0,82.0,78.0,75.0,72.0,68.0
31106,89.0,82.0,78.0,75.0,72.0,68.0,66.0
31107,82.0,78.0,75.0,72.0,68.0,66.0,64.0
31108,78.0,75.0,72.0,68.0,66.0,64.0,61.0
31109,75.0,72.0,68.0,66.0,64.0,61.0,56.0
31110,72.0,68.0,66.0,64.0,61.0,56.0,59.0
31111,68.0,66.0,64.0,61.0,56.0,59.0,55.0
31112,66.0,64.0,61.0,56.0,59.0,55.0,61.0
31113,64.0,61.0,56.0,59.0,55.0,61.0,65.0
31114,61.0,56.0,59.0,55.0,61.0,65.0,80.0
31115,56.0,59.0,55.0,61.0,65.0,80.0,101.0
31116,100.0,85.0,85.0,79.0,77.0,72.0,74.0
31117,85.0,85.0,79.0,77.0,72.0,74.0,69.0
31118,85.0,79.0,77.0,72.0,74.0,69.0,67.0
31119,79.0,77.0,72.0,74.0,69.0,67.0,70.0
31120,77.0,72.0,74.0,69.0,67.0,70.0,79.0
31121,72.0,74.0,69.0,67.0,70.0,79.0,91.0
31122,74.0,69.0,67.0,70.0,79.0,91.0,101.0
31123,38.0,27.0,20.0,18.0,18.0,18.0,17.0
31124,27.0,20.0,18.0,18.0,18.0,17.0,17.0
31125,20.0,18.0,18.0,18.0,17.0,17.0,22.0
31126,18.0,18.0,18.0,17.0,17.0,22.0,20.0
31127,18.0,18.0,17.0,17.0,22.0,20.0,27.0
31128,18.0,17.0,17.0,22.0,20.0,27.0,40.0
31129,17.0,17.0,22.0,20.0,27.0,40.0,51.0
31130,17.0,22.0,20.0,27.0,40.0,51.0,68.0
31131,22.0,20.0,27.0,40.0,51.0,68.0,78.0
31132,20.0,27.0,40.0,51.0,68.0,78.0,90.0
31133,27.0,40.0,51.0,68.0,78.0,90.0,93.0
31134,40.0,51.0,68.0,78.0,90.0,93.0,101.0
31135,74.0,67.0,64.0,60.0,55.0,50.0,45.0
31136,67.0,64.0,60.0,55.0,50.0,45.0,48.0
31137,64.0,60.0,55.0,50.0,45.0,48.0,64.0
31138,60.0,55.0,50.0,45.0,48.0,64.0,69.0
31139,55.0,50.0,45.0,48.0,64.0,69.0,79.0
31140,50.0,45.0,48.0,64.0,69.0,79.0,78.0
31141,45.0,48.0,64.0,69.0,79.0,78.0,80.0
31142,48.0,64.0,69.0,79.0,78.0,80.0,87.0
31143,64.0,69.0,79.0,78.0,80.0,87.0,101.0
31144,96.0,97.0,98.0,97.0,96.0,99.0,101.0
