,diff_0,diff_1,diff_2,diff_3,diff_4,target
3147,64.0,80.0,91.0,97.0,89.0,73.0
3148,80.0,91.0,97.0,89.0,73.0,67.0
3149,91.0,97.0,89.0,73.0,67.0,64.0
3150,97.0,89.0,73.0,67.0,64.0,48.0
3151,89.0,73.0,67.0,64.0,48.0,45.0
3152,73.0,67.0,64.0,48.0,45.0,39.0
3153,67.0,64.0,48.0,45.0,39.0,43.0
3154,64.0,48.0,45.0,39.0,43.0,40.0
3155,48.0,45.0,39.0,43.0,40.0,39.0
3156,45.0,39.0,43.0,40.0,39.0,37.0
3157,39.0,43.0,40.0,39.0,37.0,33.0
3158,43.0,40.0,39.0,37.0,33.0,27.0
3159,40.0,39.0,37.0,33.0,27.0,29.0
3160,39.0,37.0,33.0,27.0,29.0,34.0
3161,37.0,33.0,27.0,29.0,34.0,26.0
3162,33.0,27.0,29.0,34.0,26.0,24.0
3163,27.0,29.0,34.0,26.0,24.0,27.0
3164,29.0,34.0,26.0,24.0,27.0,30.0
3165,34.0,26.0,24.0,27.0,30.0,44.0
3166,26.0,24.0,27.0,30.0,44.0,101.0
3167,56.0,53.0,53.0,47.0,47.0,51.0
3168,53.0,53.0,47.0,47.0,51.0,61.0
3169,53.0,47.0,47.0,51.0,61.0,76.0
3170,47.0,47.0,51.0,61.0,76.0,80.0
3171,47.0,51.0,61.0,76.0,80.0,87.0
3172,51.0,61.0,76.0,80.0,87.0,92.0
3173,61.0,76.0,80.0,87.0,92.0,101.0
3174,99.0,96.0,96.0,97.0,98.0,100.0
3175,96.0,96.0,97.0,98.0,100.0,101.0
3176,57.0,5.0,6.0,6.0,7.0,6.0
3177,5.0,6.0,6.0,7.0,6.0,5.0
3178,6.0,6.0,7.0,6.0,5.0,6.0
3179,6.0,7.0,6.0,5.0,6.0,9.0
3180,7.0,6.0,5.0,6.0,9.0,10.0
3181,6.0,5.0,6.0,9.0,10.0,11.0
3182,5.0,6.0,9.0,10.0,11.0,11.0
3183,6.0,9.0,10.0,11.0,11.0,12.0
3184,9.0,10.0,11.0,11.0,12.0,22.0
3185,10.0,11.0,11.0,12.0,22.0,22.0
3186,11.0,11.0,12.0,22.0,22.0,27.0
3187,11.0,12.0,22.0,22.0,27.0,34.0
3188,12.0,22.0,22.0,27.0,34.0,34.0
3189,22.0,22.0,27.0,34.0,34.0,35.0
3190,22.0,27.0,34.0,34.0,35.0,34.0
3191,27.0,34.0,34.0,35.0,34.0,50.0
3192,34.0,34.0,35.0,34.0,50.0,101.0
3193,25.0,15.0,15.0,12.0,10.0,5.0
3194,15.0,15.0,12.0,10.0,5.0,1.0
3195,15.0,12.0,10.0,5.0,1.0,1.0
3196,12.0,10.0,5.0,1.0,1.0,1.0
3197,10.0,5.0,1.0,1.0,1.0,1.0
3198,5.0,1.0,1.0,1.0,1.0,2.0
3199,1.0,1.0,1.0,1.0,2.0,2.0
3200,1.0,1.0,1.0,2.0,2.0,2.0
3201,1.0,1.0,2.0,2.0,2.0,3.0
3202,1.0,2.0,2.0,2.0,3.0,5.0
3203,2.0,2.0,2.0,3.0,5.0,9.0
3204,2.0,2.0,3.0,5.0,9.0,12.0
3205,2.0,3.0,5.0,9.0,12.0,18.0
3206,3.0,5.0,9.0,12.0,18.0,26.0
3207,5.0,9.0,12.0,18.0,26.0,31.0
3208,9.0,12.0,18.0,26.0,31.0,49.0
3209,12.0,18.0,26.0,31.0,49.0,101.0
3210,97.0,90.0,80.0,72.0,61.0,54.0
3211,90.0,80.0,72.0,61.0,54.0,51.0
3212,80.0,72.0,61.0,54.0,51.0,46.0
3213,72.0,61.0,54.0,51.0,46.0,77.0
3214,61.0,54.0,51.0,46.0,77.0,81.0
3215,54.0,51.0,46.0,77.0,81.0,91.0
3216,51.0,46.0,77.0,81.0,91.0,100.0
3217,46.0,77.0,81.0,91.0,100.0,100.0
3218,77.0,81.0,91.0,100.0,100.0,101.0
3219,99.0,94.0,92.0,89.0,89.0,86.0
3220,94.0,92.0,89.0,89.0,86.0,86.0
3221,92.0,89.0,89.0,86.0,86.0,94.0
3222,89.0,89.0,86.0,86.0,94.0,101.0
3223,77.0,76.0,76.0,76.0,74.0,74.0
3224,76.0,76.0,76.0,74.0,74.0,66.0
3225,76.0,76.0,74.0,74.0,66.0,66.0
3226,76.0,74.0,74.0,66.0,66.0,68.0
3227,74.0,74.0,66.0,66.0,68.0,69.0
3228,74.0,66.0,66.0,68.0,69.0,71.0
3229,66.0,66.0,68.0,69.0,71.0,73.0
3230,66.0,68.0,69.0,71.0,73.0,79.0
3231,68.0,69.0,71.0,73.0,79.0,86.0
3232,69.0,71.0,73.0,79.0,86.0,101.0
3233,57.0,41.0,26.0,18.0,10.0,5.0
3234,41.0,26.0,18.0,10.0,5.0,4.0
3235,26.0,18.0,10.0,5.0,4.0,3.0
3236,18.0,10.0,5.0,4.0,3.0,2.0
3237,10.0,5.0,4.0,3.0,2.0,2.0
3238,5.0,4.0,3.0,2.0,2.0,4.0
3239,4.0,3.0,2.0,2.0,4.0,6.0
3240,3.0,2.0,2.0,4.0,6.0,11.0
3241,2.0,2.0,4.0,6.0,11.0,21.0
3242,2.0,4.0,6.0,11.0,21.0,31.0
3243,4.0,6.0,11.0,21.0,31.0,43.0
3244,6.0,11.0,21.0,31.0,43.0,53.0
3245,11.0,21.0,31.0,43.0,53.0,59.0
3246,21.0,31.0,43.0,53.0,59.0,81.0
3247,31.0,43.0,53.0,59.0,81.0,98.0
3248,43.0,53.0,59.0,81.0,98.0,101.0
3249,84.0,63.0,54.0,39.0,19.0,13.0
3250,63.0,54.0,39.0,19.0,13.0,9.0
3251,54.0,39.0,19.0,13.0,9.0,7.0
3252,39.0,19.0,13.0,9.0,7.0,3.0
3253,19.0,13.0,9.0,7.0,3.0,2.0
3254,13.0,9.0,7.0,3.0,2.0,2.0
3255,9.0,7.0,3.0,2.0,2.0,2.0
3256,7.0,3.0,2.0,2.0,2.0,2.0
3257,3.0,2.0,2.0,2.0,2.0,2.0
3258,2.0,2.0,2.0,2.0,2.0,2.0
3259,2.0,2.0,2.0,2.0,2.0,3.0
3260,2.0,2.0,2.0,2.0,3.0,7.0
3261,2.0,2.0,2.0,3.0,7.0,7.0
3262,2.0,2.0,3.0,7.0,7.0,8.0
3263,2.0,3.0,7.0,7.0,8.0,8.0
3264,3.0,7.0,7.0,8.0,8.0,12.0
3265,7.0,7.0,8.0,8.0,12.0,17.0
3266,7.0,8.0,8.0,12.0,17.0,17.0
3267,8.0,8.0,12.0,17.0,17.0,18.0
3268,8.0,12.0,17.0,17.0,18.0,17.0
3269,12.0,17.0,17.0,18.0,17.0,25.0
3270,17.0,17.0,18.0,17.0,25.0,27.0
3271,17.0,18.0,17.0,25.0,27.0,31.0
3272,18.0,17.0,25.0,27.0,31.0,35.0
3273,17.0,25.0,27.0,31.0,35.0,39.0
3274,25.0,27.0,31.0,35.0,39.0,47.0
3275,27.0,31.0,35.0,39.0,47.0,48.0
3276,31.0,35.0,39.0,47.0,48.0,50.0
3277,35.0,39.0,47.0,48.0,50.0,101.0
3278,91.0,80.0,85.0,72.0,61.0,58.0
3279,80.0,85.0,72.0,61.0,58.0,61.0
3280,85.0,72.0,61.0,58.0,61.0,60.0
3281,72.0,61.0,58.0,61.0,60.0,73.0
3282,61.0,58.0,61.0,60.0,73.0,73.0
3283,58.0,61.0,60.0,73.0,73.0,89.0
3284,61.0,60.0,73.0,73.0,89.0,73.0
3285,60.0,73.0,73.0,89.0,73.0,79.0
3286,73.0,73.0,89.0,73.0,79.0,89.0
3287,73.0,89.0,73.0,79.0,89.0,101.0
3288,91.0,19.0,18.0,25.0,23.0,22.0
3289,19.0,18.0,25.0,23.0,22.0,27.0
3290,18.0,25.0,23.0,22.0,27.0,34.0
3291,25.0,23.0,22.0,27.0,34.0,40.0
3292,23.0,22.0,27.0,34.0,40.0,50.0
3293,22.0,27.0,34.0,40.0,50.0,58.0
3294,27.0,34.0,40.0,50.0,58.0,57.0
3295,34.0,40.0,50.0,58.0,57.0,67.0
3296,40.0,50.0,58.0,57.0,67.0,82.0
3297,50.0,58.0,57.0,67.0,82.0,79.0
3298,58.0,57.0,67.0,82.0,79.0,83.0
3299,57.0,67.0,82.0,79.0,83.0,101.0
3300,51.0,40.0,36.0,35.0,35.0,42.0
3301,40.0,36.0,35.0,35.0,42.0,52.0
3302,36.0,35.0,35.0,42.0,52.0,53.0
3303,35.0,35.0,42.0,52.0,53.0,53.0
3304,35.0,42.0,52.0,53.0,53.0,72.0
3305,42.0,52.0,53.0,53.0,72.0,72.0
3306,52.0,53.0,53.0,72.0,72.0,95.0
3307,53.0,53.0,72.0,72.0,95.0,101.0
3308,95.0,85.0,82.0,82.0,82.0,82.0
3309,85.0,82.0,82.0,82.0,82.0,93.0
3310,82.0,82.0,82.0,82.0,93.0,79.0
3311,82.0,82.0,82.0,93.0,79.0,77.0
3312,82.0,82.0,93.0,79.0,77.0,85.0
3313,82.0,93.0,79.0,77.0,85.0,88.0
3314,93.0,79.0,77.0,85.0,88.0,97.0
3315,79.0,77.0,85.0,88.0,97.0,101.0
3316,82.0,75.0,57.0,43.0,35.0,34.0
3317,75.0,57.0,43.0,35.0,34.0,28.0
3318,57.0,43.0,35.0,34.0,28.0,25.0
3319,43.0,35.0,34.0,28.0,25.0,22.0
3320,35.0,34.0,28.0,25.0,22.0,17.0
3321,34.0,28.0,25.0,22.0,17.0,17.0
3322,28.0,25.0,22.0,17.0,17.0,15.0
3323,25.0,22.0,17.0,17.0,15.0,18.0
3324,22.0,17.0,17.0,15.0,18.0,16.0
3325,17.0,17.0,15.0,18.0,16.0,17.0
3326,17.0,15.0,18.0,16.0,17.0,20.0
3327,15.0,18.0,16.0,17.0,20.0,23.0
3328,18.0,16.0,17.0,20.0,23.0,26.0
3329,16.0,17.0,20.0,23.0,26.0,30.0
3330,17.0,20.0,23.0,26.0,30.0,32.0
3331,20.0,23.0,26.0,30.0,32.0,33.0
3332,23.0,26.0,30.0,32.0,33.0,38.0
3333,26.0,30.0,32.0,33.0,38.0,41.0
3334,30.0,32.0,33.0,38.0,41.0,44.0
3335,32.0,33.0,38.0,41.0,44.0,46.0
3336,33.0,38.0,41.0,44.0,46.0,101.0
3337,72.0,63.0,51.0,43.0,41.0,37.0
3338,63.0,51.0,43.0,41.0,37.0,35.0
3339,51.0,43.0,41.0,37.0,35.0,32.0
3340,43.0,41.0,37.0,35.0,32.0,35.0
3341,41.0,37.0,35.0,32.0,35.0,61.0
3342,37.0,35.0,32.0,35.0,61.0,74.0
3343,35.0,32.0,35.0,61.0,74.0,87.0
3344,32.0,35.0,61.0,74.0,87.0,97.0
3345,35.0,61.0,74.0,87.0,97.0,101.0
3346,97.0,87.0,90.0,82.0,76.0,47.0
3347,87.0,90.0,82.0,76.0,47.0,42.0
3348,90.0,82.0,76.0,47.0,42.0,49.0
3349,82.0,76.0,47.0,42.0,49.0,50.0
3350,76.0,47.0,42.0,49.0,50.0,71.0
3351,47.0,42.0,49.0,50.0,71.0,98.0
3352,42.0,49.0,50.0,71.0,98.0,101.0
3353,97.0,95.0,99.0,93.0,89.0,101.0
3354,92.0,85.0,81.0,76.0,82.0,101.0
3355,20.0,40.0,41.0,43.0,44.0,45.0
3356,40.0,41.0,43.0,44.0,45.0,52.0
3357,41.0,43.0,44.0,45.0,52.0,45.0
3358,43.0,44.0,45.0,52.0,45.0,46.0
3359,44.0,45.0,52.0,45.0,46.0,40.0
3360,45.0,52.0,45.0,46.0,40.0,37.0
3361,52.0,45.0,46.0,40.0,37.0,40.0
3362,45.0,46.0,40.0,37.0,40.0,37.0
3363,46.0,40.0,37.0,40.0,37.0,41.0
3364,40.0,37.0,40.0,37.0,41.0,44.0
3365,37.0,40.0,37.0,41.0,44.0,42.0
3366,40.0,37.0,41.0,44.0,42.0,44.0
3367,37.0,41.0,44.0,42.0,44.0,44.0
3368,41.0,44.0,42.0,44.0,44.0,53.0
3369,44.0,42.0,44.0,44.0,53.0,54.0
3370,42.0,44.0,44.0,53.0,54.0,101.0
3371,90.0,86.0,79.0,72.0,61.0,63.0
3372,86.0,79.0,72.0,61.0,63.0,59.0
3373,79.0,72.0,61.0,63.0,59.0,60.0
3374,72.0,61.0,63.0,59.0,60.0,62.0
3375,61.0,63.0,59.0,60.0,62.0,74.0
3376,63.0,59.0,60.0,62.0,74.0,86.0
3377,59.0,60.0,62.0,74.0,86.0,95.0
3378,60.0,62.0,74.0,86.0,95.0,95.0
3379,62.0,74.0,86.0,95.0,95.0,101.0
3380,71.0,67.0,56.0,51.0,51.0,49.0
3381,67.0,56.0,51.0,51.0,49.0,46.0
3382,56.0,51.0,51.0,49.0,46.0,43.0
3383,51.0,51.0,49.0,46.0,43.0,50.0
3384,51.0,49.0,46.0,43.0,50.0,48.0
3385,49.0,46.0,43.0,50.0,48.0,50.0
3386,46.0,43.0,50.0,48.0,50.0,52.0
3387,43.0,50.0,48.0,50.0,52.0,57.0
3388,50.0,48.0,50.0,52.0,57.0,57.0
3389,48.0,50.0,52.0,57.0,57.0,60.0
3390,50.0,52.0,57.0,57.0,60.0,72.0
3391,52.0,57.0,57.0,60.0,72.0,74.0
3392,57.0,57.0,60.0,72.0,74.0,80.0
3393,57.0,60.0,72.0,74.0,80.0,81.0
3394,60.0,72.0,74.0,80.0,81.0,82.0
3395,72.0,74.0,80.0,81.0,82.0,101.0
3396,15.0,1.0,1.0,1.0,2.0,4.0
3397,1.0,1.0,1.0,2.0,4.0,8.0
3398,1.0,1.0,2.0,4.0,8.0,9.0
3399,1.0,2.0,4.0,8.0,9.0,9.0
3400,2.0,4.0,8.0,9.0,9.0,9.0
3401,4.0,8.0,9.0,9.0,9.0,8.0
3402,8.0,9.0,9.0,9.0,8.0,7.0
3403,9.0,9.0,9.0,8.0,7.0,8.0
3404,9.0,9.0,8.0,7.0,8.0,11.0
3405,9.0,8.0,7.0,8.0,11.0,11.0
3406,8.0,7.0,8.0,11.0,11.0,12.0
3407,7.0,8.0,11.0,11.0,12.0,13.0
3408,8.0,11.0,11.0,12.0,13.0,12.0
3409,11.0,11.0,12.0,13.0,12.0,14.0
3410,11.0,12.0,13.0,12.0,14.0,17.0
3411,12.0,13.0,12.0,14.0,17.0,18.0
3412,13.0,12.0,14.0,17.0,18.0,20.0
3413,12.0,14.0,17.0,18.0,20.0,21.0
3414,14.0,17.0,18.0,20.0,21.0,22.0
3415,17.0,18.0,20.0,21.0,22.0,25.0
3416,18.0,20.0,21.0,22.0,25.0,25.0
3417,20.0,21.0,22.0,25.0,25.0,28.0
3418,21.0,22.0,25.0,25.0,28.0,28.0
3419,22.0,25.0,25.0,28.0,28.0,29.0
3420,25.0,25.0,28.0,28.0,29.0,32.0
3421,25.0,28.0,28.0,29.0,32.0,35.0
3422,28.0,28.0,29.0,32.0,35.0,37.0
3423,28.0,29.0,32.0,35.0,37.0,39.0
3424,29.0,32.0,35.0,37.0,39.0,39.0
3425,32.0,35.0,37.0,39.0,39.0,45.0
3426,35.0,37.0,39.0,39.0,45.0,42.0
3427,37.0,39.0,39.0,45.0,42.0,101.0
3428,47.0,43.0,34.0,29.0,25.0,22.0
3429,43.0,34.0,29.0,25.0,22.0,16.0
3430,34.0,29.0,25.0,22.0,16.0,11.0
3431,29.0,25.0,22.0,16.0,11.0,12.0
3432,25.0,22.0,16.0,11.0,12.0,18.0
3433,22.0,16.0,11.0,12.0,18.0,33.0
3434,16.0,11.0,12.0,18.0,33.0,46.0
3435,11.0,12.0,18.0,33.0,46.0,63.0
3436,12.0,18.0,33.0,46.0,63.0,76.0
3437,18.0,33.0,46.0,63.0,76.0,98.0
3438,33.0,46.0,63.0,76.0,98.0,101.0
3439,41.0,34.0,28.0,32.0,34.0,32.0
3440,34.0,28.0,32.0,34.0,32.0,39.0
3441,28.0,32.0,34.0,32.0,39.0,54.0
3442,32.0,34.0,32.0,39.0,54.0,53.0
3443,34.0,32.0,39.0,54.0,53.0,61.0
3444,32.0,39.0,54.0,53.0,61.0,69.0
3445,39.0,54.0,53.0,61.0,69.0,74.0
3446,54.0,53.0,61.0,69.0,74.0,77.0
3447,53.0,61.0,69.0,74.0,77.0,80.0
3448,61.0,69.0,74.0,77.0,80.0,99.0
3449,69.0,74.0,77.0,80.0,99.0,101.0
3450,71.0,57.0,54.0,54.0,54.0,47.0
3451,57.0,54.0,54.0,54.0,47.0,19.0
3452,54.0,54.0,54.0,47.0,19.0,11.0
3453,54.0,54.0,47.0,19.0,11.0,9.0
3454,54.0,47.0,19.0,11.0,9.0,9.0
3455,47.0,19.0,11.0,9.0,9.0,12.0
3456,19.0,11.0,9.0,9.0,12.0,15.0
3457,11.0,9.0,9.0,12.0,15.0,23.0
3458,9.0,9.0,12.0,15.0,23.0,28.0
3459,9.0,12.0,15.0,23.0,28.0,43.0
3460,12.0,15.0,23.0,28.0,43.0,58.0
3461,15.0,23.0,28.0,43.0,58.0,69.0
3462,23.0,28.0,43.0,58.0,69.0,84.0
3463,28.0,43.0,58.0,69.0,84.0,82.0
3464,43.0,58.0,69.0,84.0,82.0,101.0
3465,88.0,83.0,74.0,74.0,71.0,71.0
3466,83.0,74.0,74.0,71.0,71.0,95.0
3467,74.0,74.0,71.0,71.0,95.0,101.0
3468,97.0,97.0,66.0,68.0,72.0,56.0
3469,97.0,66.0,68.0,72.0,56.0,52.0
3470,66.0,68.0,72.0,56.0,52.0,55.0
3471,68.0,72.0,56.0,52.0,55.0,68.0
3472,72.0,56.0,52.0,55.0,68.0,60.0
3473,56.0,52.0,55.0,68.0,60.0,54.0
3474,52.0,55.0,68.0,60.0,54.0,49.0
3475,55.0,68.0,60.0,54.0,49.0,27.0
3476,68.0,60.0,54.0,49.0,27.0,17.0
3477,60.0,54.0,49.0,27.0,17.0,15.0
3478,54.0,49.0,27.0,17.0,15.0,11.0
3479,49.0,27.0,17.0,15.0,11.0,4.0
3480,27.0,17.0,15.0,11.0,4.0,4.0
3481,17.0,15.0,11.0,4.0,4.0,3.0
3482,15.0,11.0,4.0,4.0,3.0,3.0
3483,11.0,4.0,4.0,3.0,3.0,2.0
3484,4.0,4.0,3.0,3.0,2.0,2.0
3485,4.0,3.0,3.0,2.0,2.0,2.0
3486,3.0,3.0,2.0,2.0,2.0,2.0
3487,3.0,2.0,2.0,2.0,2.0,2.0
3488,2.0,2.0,2.0,2.0,2.0,2.0
3489,2.0,2.0,2.0,2.0,2.0,1.0
3490,2.0,2.0,2.0,2.0,1.0,1.0
3491,2.0,2.0,2.0,1.0,1.0,1.0
3492,2.0,2.0,1.0,1.0,1.0,3.0
3493,2.0,1.0,1.0,1.0,3.0,3.0
3494,1.0,1.0,1.0,3.0,3.0,3.0
3495,1.0,1.0,3.0,3.0,3.0,4.0
3496,1.0,3.0,3.0,3.0,4.0,7.0
3497,3.0,3.0,3.0,4.0,7.0,7.0
3498,3.0,3.0,4.0,7.0,7.0,8.0
3499,3.0,4.0,7.0,7.0,8.0,7.0
3500,4.0,7.0,7.0,8.0,7.0,6.0
3501,7.0,7.0,8.0,7.0,6.0,8.0
3502,7.0,8.0,7.0,6.0,8.0,12.0
3503,8.0,7.0,6.0,8.0,12.0,14.0
3504,7.0,6.0,8.0,12.0,14.0,16.0
3505,6.0,8.0,12.0,14.0,16.0,20.0
3506,8.0,12.0,14.0,16.0,20.0,19.0
3507,12.0,14.0,16.0,20.0,19.0,22.0
3508,14.0,16.0,20.0,19.0,22.0,23.0
3509,16.0,20.0,19.0,22.0,23.0,24.0
3510,20.0,19.0,22.0,23.0,24.0,26.0
3511,19.0,22.0,23.0,24.0,26.0,27.0
3512,22.0,23.0,24.0,26.0,27.0,24.0
3513,23.0,24.0,26.0,27.0,24.0,28.0
3514,24.0,26.0,27.0,24.0,28.0,32.0
3515,26.0,27.0,24.0,28.0,32.0,39.0
3516,27.0,24.0,28.0,32.0,39.0,34.0
3517,24.0,28.0,32.0,39.0,34.0,36.0
3518,28.0,32.0,39.0,34.0,36.0,43.0
3519,32.0,39.0,34.0,36.0,43.0,101.0
3520,88.0,88.0,88.0,69.0,65.0,65.0
3521,88.0,88.0,69.0,65.0,65.0,78.0
3522,88.0,69.0,65.0,65.0,78.0,87.0
3523,69.0,65.0,65.0,78.0,87.0,90.0
3524,65.0,65.0,78.0,87.0,90.0,94.0
3525,65.0,78.0,87.0,90.0,94.0,98.0
3526,78.0,87.0,90.0,94.0,98.0,99.0
3527,87.0,90.0,94.0,98.0,99.0,101.0
3528,88.0,74.0,60.0,55.0,58.0,59.0
3529,74.0,60.0,55.0,58.0,59.0,54.0
3530,60.0,55.0,58.0,59.0,54.0,31.0
3531,55.0,58.0,59.0,54.0,31.0,29.0
3532,58.0,59.0,54.0,31.0,29.0,28.0
3533,59.0,54.0,31.0,29.0,28.0,25.0
3534,54.0,31.0,29.0,28.0,25.0,25.0
3535,31.0,29.0,28.0,25.0,25.0,26.0
3536,29.0,28.0,25.0,25.0,26.0,23.0
3537,28.0,25.0,25.0,26.0,23.0,19.0
3538,25.0,25.0,26.0,23.0,19.0,20.0
3539,25.0,26.0,23.0,19.0,20.0,18.0
3540,26.0,23.0,19.0,20.0,18.0,20.0
3541,23.0,19.0,20.0,18.0,20.0,23.0
3542,19.0,20.0,18.0,20.0,23.0,27.0
3543,20.0,18.0,20.0,23.0,27.0,32.0
3544,18.0,20.0,23.0,27.0,32.0,32.0
3545,20.0,23.0,27.0,32.0,32.0,38.0
3546,23.0,27.0,32.0,32.0,38.0,47.0
3547,27.0,32.0,32.0,38.0,47.0,101.0
3548,51.0,51.0,39.0,30.0,22.0,16.0
3549,51.0,39.0,30.0,22.0,16.0,10.0
3550,39.0,30.0,22.0,16.0,10.0,7.0
3551,30.0,22.0,16.0,10.0,7.0,4.0
3552,22.0,16.0,10.0,7.0,4.0,5.0
3553,16.0,10.0,7.0,4.0,5.0,16.0
3554,10.0,7.0,4.0,5.0,16.0,30.0
3555,7.0,4.0,5.0,16.0,30.0,51.0
3556,4.0,5.0,16.0,30.0,51.0,67.0
3557,5.0,16.0,30.0,51.0,67.0,98.0
3558,16.0,30.0,51.0,67.0,98.0,101.0
3559,60.0,49.0,29.0,24.0,18.0,17.0
3560,49.0,29.0,24.0,18.0,17.0,9.0
3561,29.0,24.0,18.0,17.0,9.0,3.0
3562,24.0,18.0,17.0,9.0,3.0,4.0
3563,18.0,17.0,9.0,3.0,4.0,6.0
3564,17.0,9.0,3.0,4.0,6.0,8.0
3565,9.0,3.0,4.0,6.0,8.0,8.0
3566,3.0,4.0,6.0,8.0,8.0,12.0
3567,4.0,6.0,8.0,8.0,12.0,11.0
3568,6.0,8.0,8.0,12.0,11.0,19.0
3569,8.0,8.0,12.0,11.0,19.0,23.0
3570,8.0,12.0,11.0,19.0,23.0,26.0
3571,12.0,11.0,19.0,23.0,26.0,28.0
3572,11.0,19.0,23.0,26.0,28.0,46.0
3573,19.0,23.0,26.0,28.0,46.0,48.0
3574,23.0,26.0,28.0,46.0,48.0,101.0
3575,97.0,91.0,87.0,90.0,84.0,85.0
3576,91.0,87.0,90.0,84.0,85.0,83.0
3577,87.0,90.0,84.0,85.0,83.0,81.0
3578,90.0,84.0,85.0,83.0,81.0,77.0
3579,84.0,85.0,83.0,81.0,77.0,71.0
3580,85.0,83.0,81.0,77.0,71.0,66.0
3581,83.0,81.0,77.0,71.0,66.0,64.0
3582,81.0,77.0,71.0,66.0,64.0,63.0
3583,77.0,71.0,66.0,64.0,63.0,60.0
3584,71.0,66.0,64.0,63.0,60.0,59.0
3585,66.0,64.0,63.0,60.0,59.0,60.0
3586,64.0,63.0,60.0,59.0,60.0,73.0
3587,63.0,60.0,59.0,60.0,73.0,91.0
3588,60.0,59.0,60.0,73.0,91.0,101.0
3589,98.0,95.0,89.0,81.0,81.0,71.0
3590,95.0,89.0,81.0,81.0,71.0,66.0
3591,89.0,81.0,81.0,71.0,66.0,61.0
3592,81.0,81.0,71.0,66.0,61.0,60.0
3593,81.0,71.0,66.0,61.0,60.0,57.0
3594,71.0,66.0,61.0,60.0,57.0,57.0
3595,66.0,61.0,60.0,57.0,57.0,61.0
3596,61.0,60.0,57.0,57.0,61.0,58.0
3597,60.0,57.0,57.0,61.0,58.0,52.0
3598,57.0,57.0,61.0,58.0,52.0,54.0
3599,57.0,61.0,58.0,52.0,54.0,53.0
3600,61.0,58.0,52.0,54.0,53.0,54.0
3601,58.0,52.0,54.0,53.0,54.0,51.0
3602,52.0,54.0,53.0,54.0,51.0,59.0
3603,54.0,53.0,54.0,51.0,59.0,77.0
3604,53.0,54.0,51.0,59.0,77.0,101.0
3605,88.0,72.0,76.0,69.0,68.0,60.0
3606,72.0,76.0,69.0,68.0,60.0,60.0
3607,76.0,69.0,68.0,60.0,60.0,60.0
3608,69.0,68.0,60.0,60.0,60.0,59.0
3609,68.0,60.0,60.0,60.0,59.0,58.0
3610,60.0,60.0,60.0,59.0,58.0,64.0
3611,60.0,60.0,59.0,58.0,64.0,73.0
3612,60.0,59.0,58.0,64.0,73.0,87.0
3613,59.0,58.0,64.0,73.0,87.0,93.0
3614,58.0,64.0,73.0,87.0,93.0,101.0
3615,75.0,48.0,27.0,24.0,21.0,21.0
3616,48.0,27.0,24.0,21.0,21.0,19.0
3617,27.0,24.0,21.0,21.0,19.0,13.0
3618,24.0,21.0,21.0,19.0,13.0,10.0
3619,21.0,21.0,19.0,13.0,10.0,9.0
3620,21.0,19.0,13.0,10.0,9.0,7.0
3621,19.0,13.0,10.0,9.0,7.0,7.0
3622,13.0,10.0,9.0,7.0,7.0,4.0
3623,10.0,9.0,7.0,7.0,4.0,5.0
3624,9.0,7.0,7.0,4.0,5.0,5.0
3625,7.0,7.0,4.0,5.0,5.0,5.0
3626,7.0,4.0,5.0,5.0,5.0,7.0
3627,4.0,5.0,5.0,5.0,7.0,8.0
3628,5.0,5.0,5.0,7.0,8.0,8.0
3629,5.0,5.0,7.0,8.0,8.0,8.0
3630,5.0,7.0,8.0,8.0,8.0,12.0
3631,7.0,8.0,8.0,8.0,12.0,15.0
3632,8.0,8.0,8.0,12.0,15.0,19.0
3633,8.0,8.0,12.0,15.0,19.0,19.0
3634,8.0,12.0,15.0,19.0,19.0,22.0
3635,12.0,15.0,19.0,19.0,22.0,22.0
3636,15.0,19.0,19.0,22.0,22.0,27.0
3637,19.0,19.0,22.0,22.0,27.0,29.0
3638,19.0,22.0,22.0,27.0,29.0,36.0
3639,22.0,22.0,27.0,29.0,36.0,50.0
3640,22.0,27.0,29.0,36.0,50.0,101.0
3641,65.0,19.0,33.0,63.0,88.0,101.0
3642,80.0,65.0,52.0,38.0,34.0,28.0
3643,65.0,52.0,38.0,34.0,28.0,25.0
3644,52.0,38.0,34.0,28.0,25.0,25.0
3645,38.0,34.0,28.0,25.0,25.0,23.0
3646,34.0,28.0,25.0,25.0,23.0,25.0
3647,28.0,25.0,25.0,23.0,25.0,28.0
3648,25.0,25.0,23.0,25.0,28.0,29.0
3649,25.0,23.0,25.0,28.0,29.0,28.0
3650,23.0,25.0,28.0,29.0,28.0,34.0
3651,25.0,28.0,29.0,28.0,34.0,35.0
3652,28.0,29.0,28.0,34.0,35.0,42.0
3653,29.0,28.0,34.0,35.0,42.0,48.0
3654,28.0,34.0,35.0,42.0,48.0,54.0
3655,34.0,35.0,42.0,48.0,54.0,64.0
3656,35.0,42.0,48.0,54.0,64.0,65.0
3657,42.0,48.0,54.0,64.0,65.0,101.0
3658,38.0,29.0,48.0,57.0,57.0,64.0
3659,29.0,48.0,57.0,57.0,64.0,69.0
3660,48.0,57.0,57.0,64.0,69.0,83.0
3661,57.0,57.0,64.0,69.0,83.0,67.0
3662,57.0,64.0,69.0,83.0,67.0,93.0
3663,64.0,69.0,83.0,67.0,93.0,97.0
