,diff_0,diff_1,diff_2,diff_3,diff_4,diff_5,diff_6,target
96,72.0,71.0,64.0,60.0,63.0,69.0,57.0,54.0
97,71.0,64.0,60.0,63.0,69.0,57.0,54.0,42.0
98,64.0,60.0,63.0,69.0,57.0,54.0,42.0,57.0
99,60.0,63.0,69.0,57.0,54.0,42.0,57.0,55.0
100,63.0,69.0,57.0,54.0,42.0,57.0,55.0,68.0
101,69.0,57.0,54.0,42.0,57.0,55.0,68.0,91.0
102,57.0,54.0,42.0,57.0,55.0,68.0,91.0,101.0
103,87.0,90.0,90.0,88.0,84.0,91.0,89.0,90.0
104,90.0,90.0,88.0,84.0,91.0,89.0,90.0,96.0
105,90.0,88.0,84.0,91.0,89.0,90.0,96.0,101.0
106,93.0,80.0,63.0,58.0,53.0,52.0,54.0,57.0
107,80.0,63.0,58.0,53.0,52.0,54.0,57.0,63.0
108,63.0,58.0,53.0,52.0,54.0,57.0,63.0,76.0
109,58.0,53.0,52.0,54.0,57.0,63.0,76.0,94.0
110,53.0,52.0,54.0,57.0,63.0,76.0,94.0,101.0
111,89.0,74.0,75.0,56.0,52.0,44.0,57.0,40.0
112,74.0,75.0,56.0,52.0,44.0,57.0,40.0,36.0
113,75.0,56.0,52.0,44.0,57.0,40.0,36.0,27.0
114,56.0,52.0,44.0,57.0,40.0,36.0,27.0,25.0
115,52.0,44.0,57.0,40.0,36.0,27.0,25.0,24.0
116,44.0,57.0,40.0,36.0,27.0,25.0,24.0,26.0
117,57.0,40.0,36.0,27.0,25.0,24.0,26.0,25.0
118,40.0,36.0,27.0,25.0,24.0,26.0,25.0,27.0
119,36.0,27.0,25.0,24.0,26.0,25.0,27.0,29.0
120,27.0,25.0,24.0,26.0,25.0,27.0,29.0,35.0
121,25.0,24.0,26.0,25.0,27.0,29.0,35.0,34.0
122,24.0,26.0,25.0,27.0,29.0,35.0,34.0,32.0
123,26.0,25.0,27.0,29.0,35.0,34.0,32.0,34.0
124,25.0,27.0,29.0,35.0,34.0,32.0,34.0,36.0
125,27.0,29.0,35.0,34.0,32.0,34.0,36.0,34.0
126,29.0,35.0,34.0,32.0,34.0,36.0,34.0,36.0
127,35.0,34.0,32.0,34.0,36.0,34.0,36.0,43.0
128,34.0,32.0,34.0,36.0,34.0,36.0,43.0,101.0
129,93.0,71.0,62.0,67.0,46.0,44.0,40.0,29.0
130,71.0,62.0,67.0,46.0,44.0,40.0,29.0,25.0
131,62.0,67.0,46.0,44.0,40.0,29.0,25.0,21.0
132,67.0,46.0,44.0,40.0,29.0,25.0,21.0,18.0
133,46.0,44.0,40.0,29.0,25.0,21.0,18.0,18.0
134,44.0,40.0,29.0,25.0,21.0,18.0,18.0,18.0
135,97.0,81.0,76.0,64.0,65.0,61.0,54.0,45.0
136,81.0,76.0,64.0,65.0,61.0,54.0,45.0,43.0
137,76.0,64.0,65.0,61.0,54.0,45.0,43.0,51.0
138,64.0,65.0,61.0,54.0,45.0,43.0,51.0,51.0
139,65.0,61.0,54.0,45.0,43.0,51.0,51.0,46.0
140,61.0,54.0,45.0,43.0,51.0,51.0,46.0,49.0
141,54.0,45.0,43.0,51.0,51.0,46.0,49.0,50.0
142,45.0,43.0,51.0,51.0,46.0,49.0,50.0,46.0
143,43.0,51.0,51.0,46.0,49.0,50.0,46.0,48.0
144,51.0,51.0,46.0,49.0,50.0,46.0,48.0,48.0
145,51.0,46.0,49.0,50.0,46.0,48.0,48.0,52.0
146,46.0,49.0,50.0,46.0,48.0,48.0,52.0,56.0
147,49.0,50.0,46.0,48.0,48.0,52.0,56.0,62.0
148,50.0,46.0,48.0,48.0,52.0,56.0,62.0,101.0
149,50.0,67.0,68.0,60.0,49.0,41.0,41.0,36.0
150,67.0,68.0,60.0,49.0,41.0,41.0,36.0,33.0
151,68.0,60.0,49.0,41.0,41.0,36.0,33.0,31.0
152,60.0,49.0,41.0,41.0,36.0,33.0,31.0,33.0
153,49.0,41.0,41.0,36.0,33.0,31.0,33.0,42.0
154,41.0,41.0,36.0,33.0,31.0,33.0,42.0,69.0
155,41.0,36.0,33.0,31.0,33.0,42.0,69.0,88.0
156,36.0,33.0,31.0,33.0,42.0,69.0,88.0,101.0
157,64.0,26.0,33.0,34.0,32.0,24.0,20.0,21.0
158,26.0,33.0,34.0,32.0,24.0,20.0,21.0,25.0
159,33.0,34.0,32.0,24.0,20.0,21.0,25.0,26.0
160,34.0,32.0,24.0,20.0,21.0,25.0,26.0,23.0
161,32.0,24.0,20.0,21.0,25.0,26.0,23.0,24.0
162,24.0,20.0,21.0,25.0,26.0,23.0,24.0,26.0
163,20.0,21.0,25.0,26.0,23.0,24.0,26.0,32.0
164,21.0,25.0,26.0,23.0,24.0,26.0,32.0,41.0
165,25.0,26.0,23.0,24.0,26.0,32.0,41.0,49.0
166,26.0,23.0,24.0,26.0,32.0,41.0,49.0,55.0
167,23.0,24.0,26.0,32.0,41.0,49.0,55.0,65.0
168,24.0,26.0,32.0,41.0,49.0,55.0,65.0,101.0
169,11.0,17.0,14.0,14.0,12.0,13.0,17.0,12.0
170,17.0,14.0,14.0,12.0,13.0,17.0,12.0,15.0
171,14.0,14.0,12.0,13.0,17.0,12.0,15.0,16.0
172,14.0,12.0,13.0,17.0,12.0,15.0,16.0,21.0
173,12.0,13.0,17.0,12.0,15.0,16.0,21.0,18.0
174,13.0,17.0,12.0,15.0,16.0,21.0,18.0,20.0
175,17.0,12.0,15.0,16.0,21.0,18.0,20.0,14.0
176,12.0,15.0,16.0,21.0,18.0,20.0,14.0,22.0
177,15.0,16.0,21.0,18.0,20.0,14.0,22.0,23.0
178,16.0,21.0,18.0,20.0,14.0,22.0,23.0,29.0
179,21.0,18.0,20.0,14.0,22.0,23.0,29.0,37.0
180,18.0,20.0,14.0,22.0,23.0,29.0,37.0,42.0
181,20.0,14.0,22.0,23.0,29.0,37.0,42.0,47.0
182,14.0,22.0,23.0,29.0,37.0,42.0,47.0,48.0
183,22.0,23.0,29.0,37.0,42.0,47.0,48.0,50.0
184,23.0,29.0,37.0,42.0,47.0,48.0,50.0,101.0
185,97.0,91.0,86.0,86.0,85.0,90.0,96.0,101.0
186,9.0,10.0,13.0,16.0,15.0,24.0,35.0,39.0
187,10.0,13.0,16.0,15.0,24.0,35.0,39.0,53.0
188,13.0,16.0,15.0,24.0,35.0,39.0,53.0,63.0
189,16.0,15.0,24.0,35.0,39.0,53.0,63.0,72.0
190,15.0,24.0,35.0,39.0,53.0,63.0,72.0,101.0
191,62.0,30.0,25.0,20.0,14.0,11.0,12.0,15.0
192,30.0,25.0,20.0,14.0,11.0,12.0,15.0,11.0
193,25.0,20.0,14.0,11.0,12.0,15.0,11.0,11.0
194,20.0,14.0,11.0,12.0,15.0,11.0,11.0,10.0
195,14.0,11.0,12.0,15.0,11.0,11.0,10.0,10.0
196,11.0,12.0,15.0,11.0,11.0,10.0,10.0,13.0
197,12.0,15.0,11.0,11.0,10.0,10.0,13.0,16.0
198,15.0,11.0,11.0,10.0,10.0,13.0,16.0,22.0
199,11.0,11.0,10.0,10.0,13.0,16.0,22.0,29.0
200,11.0,10.0,10.0,13.0,16.0,22.0,29.0,40.0
201,10.0,10.0,13.0,16.0,22.0,29.0,40.0,55.0
202,10.0,13.0,16.0,22.0,29.0,40.0,55.0,76.0
203,13.0,16.0,22.0,29.0,40.0,55.0,76.0,83.0
204,16.0,22.0,29.0,40.0,55.0,76.0,83.0,101.0
205,94.0,73.0,66.0,56.0,48.0,40.0,37.0,34.0
206,73.0,66.0,56.0,48.0,40.0,37.0,34.0,37.0
207,66.0,56.0,48.0,40.0,37.0,34.0,37.0,36.0
208,56.0,48.0,40.0,37.0,34.0,37.0,36.0,33.0
209,48.0,40.0,37.0,34.0,37.0,36.0,33.0,40.0
210,40.0,37.0,34.0,37.0,36.0,33.0,40.0,51.0
211,37.0,34.0,37.0,36.0,33.0,40.0,51.0,59.0
212,34.0,37.0,36.0,33.0,40.0,51.0,59.0,71.0
213,37.0,36.0,33.0,40.0,51.0,59.0,71.0,77.0
214,36.0,33.0,40.0,51.0,59.0,71.0,77.0,83.0
215,33.0,40.0,51.0,59.0,71.0,77.0,83.0,85.0
216,40.0,51.0,59.0,71.0,77.0,83.0,85.0,93.0
217,51.0,59.0,71.0,77.0,83.0,85.0,93.0,90.0
218,59.0,71.0,77.0,83.0,85.0,93.0,90.0,101.0
219,98.0,92.0,83.0,71.0,54.0,52.0,34.0,32.0
220,92.0,83.0,71.0,54.0,52.0,34.0,32.0,31.0
221,83.0,71.0,54.0,52.0,34.0,32.0,31.0,30.0
222,71.0,54.0,52.0,34.0,32.0,31.0,30.0,26.0
223,54.0,52.0,34.0,32.0,31.0,30.0,26.0,30.0
224,52.0,34.0,32.0,31.0,30.0,26.0,30.0,28.0
225,34.0,32.0,31.0,30.0,26.0,30.0,28.0,24.0
226,32.0,31.0,30.0,26.0,30.0,28.0,24.0,20.0
227,31.0,30.0,26.0,30.0,28.0,24.0,20.0,21.0
228,30.0,26.0,30.0,28.0,24.0,20.0,21.0,24.0
229,26.0,30.0,28.0,24.0,20.0,21.0,24.0,24.0
230,30.0,28.0,24.0,20.0,21.0,24.0,24.0,28.0
231,28.0,24.0,20.0,21.0,24.0,24.0,28.0,44.0
232,24.0,20.0,21.0,24.0,24.0,28.0,44.0,101.0
233,9.0,11.0,17.0,12.0,11.0,14.0,17.0,18.0
234,11.0,17.0,12.0,11.0,14.0,17.0,18.0,16.0
235,17.0,12.0,11.0,14.0,17.0,18.0,16.0,20.0
236,12.0,11.0,14.0,17.0,18.0,16.0,20.0,28.0
237,11.0,14.0,17.0,18.0,16.0,20.0,28.0,24.0
238,14.0,17.0,18.0,16.0,20.0,28.0,24.0,21.0
239,17.0,18.0,16.0,20.0,28.0,24.0,21.0,28.0
240,18.0,16.0,20.0,28.0,24.0,21.0,28.0,30.0
241,16.0,20.0,28.0,24.0,21.0,28.0,30.0,32.0
242,20.0,28.0,24.0,21.0,28.0,30.0,32.0,32.0
243,28.0,24.0,21.0,28.0,30.0,32.0,32.0,33.0
244,24.0,21.0,28.0,30.0,32.0,32.0,33.0,34.0
245,21.0,28.0,30.0,32.0,32.0,33.0,34.0,35.0
246,28.0,30.0,32.0,32.0,33.0,34.0,35.0,44.0
247,30.0,32.0,32.0,33.0,34.0,35.0,44.0,101.0
248,34.0,19.0,18.0,18.0,16.0,17.0,13.0,8.0
249,19.0,18.0,18.0,16.0,17.0,13.0,8.0,7.0
250,18.0,18.0,16.0,17.0,13.0,8.0,7.0,8.0
251,18.0,16.0,17.0,13.0,8.0,7.0,8.0,8.0
252,16.0,17.0,13.0,8.0,7.0,8.0,8.0,7.0
253,17.0,13.0,8.0,7.0,8.0,8.0,7.0,6.0
254,13.0,8.0,7.0,8.0,8.0,7.0,6.0,5.0
255,8.0,7.0,8.0,8.0,7.0,6.0,5.0,5.0
256,7.0,8.0,8.0,7.0,6.0,5.0,5.0,4.0
257,8.0,8.0,7.0,6.0,5.0,5.0,4.0,6.0
258,8.0,7.0,6.0,5.0,5.0,4.0,6.0,8.0
259,7.0,6.0,5.0,5.0,4.0,6.0,8.0,9.0
260,6.0,5.0,5.0,4.0,6.0,8.0,9.0,7.0
261,5.0,5.0,4.0,6.0,8.0,9.0,7.0,8.0
262,5.0,4.0,6.0,8.0,9.0,7.0,8.0,9.0
263,4.0,6.0,8.0,9.0,7.0,8.0,9.0,11.0
264,6.0,8.0,9.0,7.0,8.0,9.0,11.0,11.0
265,8.0,9.0,7.0,8.0,9.0,11.0,11.0,11.0
266,9.0,7.0,8.0,9.0,11.0,11.0,11.0,14.0
267,7.0,8.0,9.0,11.0,11.0,11.0,14.0,12.0
268,8.0,9.0,11.0,11.0,11.0,14.0,12.0,18.0
269,9.0,11.0,11.0,11.0,14.0,12.0,18.0,18.0
270,11.0,11.0,11.0,14.0,12.0,18.0,18.0,20.0
271,11.0,11.0,14.0,12.0,18.0,18.0,20.0,28.0
272,11.0,14.0,12.0,18.0,18.0,20.0,28.0,31.0
273,14.0,12.0,18.0,18.0,20.0,28.0,31.0,31.0
274,12.0,18.0,18.0,20.0,28.0,31.0,31.0,34.0
275,18.0,18.0,20.0,28.0,31.0,31.0,34.0,30.0
276,18.0,20.0,28.0,31.0,31.0,34.0,30.0,35.0
277,20.0,28.0,31.0,31.0,34.0,30.0,35.0,39.0
278,28.0,31.0,31.0,34.0,30.0,35.0,39.0,40.0
279,31.0,31.0,34.0,30.0,35.0,39.0,40.0,39.0
280,31.0,34.0,30.0,35.0,39.0,40.0,39.0,40.0
281,96.0,57.0,43.0,35.0,20.0,12.0,9.0,5.0
282,57.0,43.0,35.0,20.0,12.0,9.0,5.0,3.0
283,43.0,35.0,20.0,12.0,9.0,5.0,3.0,2.0
284,35.0,20.0,12.0,9.0,5.0,3.0,2.0,2.0
285,18.0,13.0,20.0,24.0,25.0,24.0,20.0,18.0
286,13.0,20.0,24.0,25.0,24.0,20.0,18.0,19.0
287,20.0,24.0,25.0,24.0,20.0,18.0,19.0,22.0
288,24.0,25.0,24.0,20.0,18.0,19.0,22.0,20.0
289,25.0,24.0,20.0,18.0,19.0,22.0,20.0,23.0
290,24.0,20.0,18.0,19.0,22.0,20.0,23.0,25.0
291,20.0,18.0,19.0,22.0,20.0,23.0,25.0,31.0
292,18.0,19.0,22.0,20.0,23.0,25.0,31.0,35.0
293,19.0,22.0,20.0,23.0,25.0,31.0,35.0,36.0
294,22.0,20.0,23.0,25.0,31.0,35.0,36.0,42.0
295,20.0,23.0,25.0,31.0,35.0,36.0,42.0,44.0
296,23.0,25.0,31.0,35.0,36.0,42.0,44.0,49.0
297,25.0,31.0,35.0,36.0,42.0,44.0,49.0,51.0
298,31.0,35.0,36.0,42.0,44.0,49.0,51.0,101.0
299,97.0,97.0,99.0,98.0,91.0,90.0,87.0,86.0
300,97.0,99.0,98.0,91.0,90.0,87.0,86.0,82.0
301,99.0,98.0,91.0,90.0,87.0,86.0,82.0,77.0
302,98.0,91.0,90.0,87.0,86.0,82.0,77.0,74.0
303,91.0,90.0,87.0,86.0,82.0,77.0,74.0,73.0
304,90.0,87.0,86.0,82.0,77.0,74.0,73.0,64.0
305,87.0,86.0,82.0,77.0,74.0,73.0,64.0,65.0
306,86.0,82.0,77.0,74.0,73.0,64.0,65.0,62.0
307,82.0,77.0,74.0,73.0,64.0,65.0,62.0,59.0
308,77.0,74.0,73.0,64.0,65.0,62.0,59.0,56.0
309,74.0,73.0,64.0,65.0,62.0,59.0,56.0,52.0
310,73.0,64.0,65.0,62.0,59.0,56.0,52.0,51.0
311,64.0,65.0,62.0,59.0,56.0,52.0,51.0,52.0
312,65.0,62.0,59.0,56.0,52.0,51.0,52.0,101.0
313,98.0,82.0,82.0,77.0,73.0,74.0,74.0,73.0
314,82.0,82.0,77.0,73.0,74.0,74.0,73.0,72.0
315,82.0,77.0,73.0,74.0,74.0,73.0,72.0,67.0
316,77.0,73.0,74.0,74.0,73.0,72.0,67.0,50.0
317,73.0,74.0,74.0,73.0,72.0,67.0,50.0,56.0
318,74.0,74.0,73.0,72.0,67.0,50.0,56.0,51.0
319,74.0,73.0,72.0,67.0,50.0,56.0,51.0,45.0
320,73.0,72.0,67.0,50.0,56.0,51.0,45.0,38.0
321,72.0,67.0,50.0,56.0,51.0,45.0,38.0,41.0
322,67.0,50.0,56.0,51.0,45.0,38.0,41.0,37.0
323,50.0,56.0,51.0,45.0,38.0,41.0,37.0,37.0
324,56.0,51.0,45.0,38.0,41.0,37.0,37.0,34.0
325,51.0,45.0,38.0,41.0,37.0,37.0,34.0,45.0
326,45.0,38.0,41.0,37.0,37.0,34.0,45.0,49.0
327,38.0,41.0,37.0,37.0,34.0,45.0,49.0,101.0
328,100.0,95.0,91.0,82.0,79.0,83.0,92.0,62.0
329,95.0,91.0,82.0,79.0,83.0,92.0,62.0,49.0
330,91.0,82.0,79.0,83.0,92.0,62.0,49.0,43.0
331,82.0,79.0,83.0,92.0,62.0,49.0,43.0,42.0
332,79.0,83.0,92.0,62.0,49.0,43.0,42.0,46.0
333,83.0,92.0,62.0,49.0,43.0,42.0,46.0,53.0
334,92.0,62.0,49.0,43.0,42.0,46.0,53.0,56.0
335,62.0,49.0,43.0,42.0,46.0,53.0,56.0,65.0
336,49.0,43.0,42.0,46.0,53.0,56.0,65.0,74.0
337,43.0,42.0,46.0,53.0,56.0,65.0,74.0,86.0
338,42.0,46.0,53.0,56.0,65.0,74.0,86.0,83.0
339,46.0,53.0,56.0,65.0,74.0,86.0,83.0,90.0
340,53.0,56.0,65.0,74.0,86.0,83.0,90.0,94.0
341,56.0,65.0,74.0,86.0,83.0,90.0,94.0,101.0
342,24.0,43.0,10.0,28.0,47.0,63.0,71.0,56.0
343,43.0,10.0,28.0,47.0,63.0,71.0,56.0,57.0
344,10.0,28.0,47.0,63.0,71.0,56.0,57.0,59.0
345,28.0,47.0,63.0,71.0,56.0,57.0,59.0,51.0
346,47.0,63.0,71.0,56.0,57.0,59.0,51.0,49.0
347,63.0,71.0,56.0,57.0,59.0,51.0,49.0,41.0
348,71.0,56.0,57.0,59.0,51.0,49.0,41.0,36.0
349,56.0,57.0,59.0,51.0,49.0,41.0,36.0,37.0
350,57.0,59.0,51.0,49.0,41.0,36.0,37.0,34.0
351,59.0,51.0,49.0,41.0,36.0,37.0,34.0,32.0
352,51.0,49.0,41.0,36.0,37.0,34.0,32.0,28.0
353,49.0,41.0,36.0,37.0,34.0,32.0,28.0,25.0
354,41.0,36.0,37.0,34.0,32.0,28.0,25.0,26.0
355,36.0,37.0,34.0,32.0,28.0,25.0,26.0,25.0
356,37.0,34.0,32.0,28.0,25.0,26.0,25.0,21.0
357,34.0,32.0,28.0,25.0,26.0,25.0,21.0,25.0
358,32.0,28.0,25.0,26.0,25.0,21.0,25.0,30.0
359,28.0,25.0,26.0,25.0,21.0,25.0,30.0,37.0
360,25.0,26.0,25.0,21.0,25.0,30.0,37.0,44.0
361,26.0,25.0,21.0,25.0,30.0,37.0,44.0,101.0
362,74.0,95.0,59.0,46.0,43.0,50.0,55.0,62.0
363,95.0,59.0,46.0,43.0,50.0,55.0,62.0,60.0
364,59.0,46.0,43.0,50.0,55.0,62.0,60.0,52.0
365,46.0,43.0,50.0,55.0,62.0,60.0,52.0,50.0
366,43.0,50.0,55.0,62.0,60.0,52.0,50.0,52.0
367,50.0,55.0,62.0,60.0,52.0,50.0,52.0,54.0
368,55.0,62.0,60.0,52.0,50.0,52.0,54.0,54.0
369,62.0,60.0,52.0,50.0,52.0,54.0,54.0,51.0
370,60.0,52.0,50.0,52.0,54.0,54.0,51.0,38.0
371,52.0,50.0,52.0,54.0,54.0,51.0,38.0,31.0
372,50.0,52.0,54.0,54.0,51.0,38.0,31.0,35.0
373,52.0,54.0,54.0,51.0,38.0,31.0,35.0,34.0
374,54.0,54.0,51.0,38.0,31.0,35.0,34.0,36.0
375,54.0,51.0,38.0,31.0,35.0,34.0,36.0,34.0
376,51.0,38.0,31.0,35.0,34.0,36.0,34.0,35.0
377,38.0,31.0,35.0,34.0,36.0,34.0,35.0,36.0
378,31.0,35.0,34.0,36.0,34.0,35.0,36.0,40.0
379,35.0,34.0,36.0,34.0,35.0,36.0,40.0,46.0
380,34.0,36.0,34.0,35.0,36.0,40.0,46.0,46.0
381,36.0,34.0,35.0,36.0,40.0,46.0,46.0,101.0
382,96.0,81.0,66.0,66.0,60.0,59.0,52.0,52.0
383,81.0,66.0,66.0,60.0,59.0,52.0,52.0,44.0
384,66.0,66.0,60.0,59.0,52.0,52.0,44.0,43.0
385,66.0,60.0,59.0,52.0,52.0,44.0,43.0,46.0
386,60.0,59.0,52.0,52.0,44.0,43.0,46.0,38.0
387,59.0,52.0,52.0,44.0,43.0,46.0,38.0,33.0
388,52.0,52.0,44.0,43.0,46.0,38.0,33.0,34.0
389,52.0,44.0,43.0,46.0,38.0,33.0,34.0,36.0
390,44.0,43.0,46.0,38.0,33.0,34.0,36.0,36.0
391,43.0,46.0,38.0,33.0,34.0,36.0,36.0,41.0
392,46.0,38.0,33.0,34.0,36.0,36.0,41.0,45.0
393,38.0,33.0,34.0,36.0,36.0,41.0,45.0,52.0
394,33.0,34.0,36.0,36.0,41.0,45.0,52.0,101.0
395,99.0,91.0,79.0,70.0,63.0,68.0,64.0,59.0
396,91.0,79.0,70.0,63.0,68.0,64.0,59.0,59.0
397,79.0,70.0,63.0,68.0,64.0,59.0,59.0,58.0
398,70.0,63.0,68.0,64.0,59.0,59.0,58.0,52.0
399,63.0,68.0,64.0,59.0,59.0,58.0,52.0,42.0
400,68.0,64.0,59.0,59.0,58.0,52.0,42.0,47.0
401,64.0,59.0,59.0,58.0,52.0,42.0,47.0,55.0
402,59.0,59.0,58.0,52.0,42.0,47.0,55.0,51.0
403,59.0,58.0,52.0,42.0,47.0,55.0,51.0,57.0
404,58.0,52.0,42.0,47.0,55.0,51.0,57.0,58.0
405,52.0,42.0,47.0,55.0,51.0,57.0,58.0,53.0
406,42.0,47.0,55.0,51.0,57.0,58.0,53.0,50.0
407,47.0,55.0,51.0,57.0,58.0,53.0,50.0,56.0
408,55.0,51.0,57.0,58.0,53.0,50.0,56.0,101.0
