,diff_0,diff_1,diff_2,diff_3,diff_4,target
170,37.0,37.0,37.0,59.0,64.0,67.0
171,37.0,37.0,59.0,64.0,67.0,71.0
172,37.0,59.0,64.0,67.0,71.0,82.0
173,59.0,64.0,67.0,71.0,82.0,84.0
174,64.0,67.0,71.0,82.0,84.0,98.0
175,67.0,71.0,82.0,84.0,98.0,101.0
176,33.0,33.0,46.0,64.0,78.0,92.0
177,33.0,46.0,64.0,78.0,92.0,101.0
178,40.0,37.0,33.0,31.0,36.0,37.0
179,37.0,33.0,31.0,36.0,37.0,42.0
180,33.0,31.0,36.0,37.0,42.0,52.0
181,31.0,36.0,37.0,42.0,52.0,61.0
182,36.0,37.0,42.0,52.0,61.0,81.0
183,37.0,42.0,52.0,61.0,81.0,87.0
184,42.0,52.0,61.0,81.0,87.0,96.0
185,52.0,61.0,81.0,87.0,96.0,101.0
186,33.0,42.0,56.0,70.0,90.0,101.0
187,82.0,80.0,78.0,78.0,75.0,78.0
188,80.0,78.0,78.0,75.0,78.0,72.0
189,78.0,78.0,75.0,78.0,72.0,72.0
190,78.0,75.0,78.0,72.0,72.0,78.0
191,75.0,78.0,72.0,72.0,78.0,82.0
192,78.0,72.0,72.0,78.0,82.0,93.0
193,72.0,72.0,78.0,82.0,93.0,101.0
194,95.0,89.0,89.0,96.0,100.0,101.0
195,93.0,87.0,87.0,78.0,77.0,71.0
196,87.0,87.0,78.0,77.0,71.0,64.0
197,87.0,78.0,77.0,71.0,64.0,70.0
198,78.0,77.0,71.0,64.0,70.0,69.0
199,77.0,71.0,64.0,70.0,69.0,67.0
200,71.0,64.0,70.0,69.0,67.0,60.0
201,64.0,70.0,69.0,67.0,60.0,57.0
202,70.0,69.0,67.0,60.0,57.0,62.0
203,69.0,67.0,60.0,57.0,62.0,63.0
204,67.0,60.0,57.0,62.0,63.0,60.0
205,60.0,57.0,62.0,63.0,60.0,64.0
206,57.0,62.0,63.0,60.0,64.0,63.0
207,62.0,63.0,60.0,64.0,63.0,65.0
208,63.0,60.0,64.0,63.0,65.0,70.0
209,60.0,64.0,63.0,65.0,70.0,71.0
210,64.0,63.0,65.0,70.0,71.0,101.0
211,48.0,46.0,44.0,54.0,75.0,84.0
212,46.0,44.0,54.0,75.0,84.0,96.0
213,44.0,54.0,75.0,84.0,96.0,101.0
214,80.0,67.0,63.0,53.0,48.0,101.0
215,84.0,79.0,73.0,68.0,56.0,54.0
216,79.0,73.0,68.0,56.0,54.0,49.0
217,73.0,68.0,56.0,54.0,49.0,41.0
218,68.0,56.0,54.0,49.0,41.0,40.0
219,56.0,54.0,49.0,41.0,40.0,34.0
220,54.0,49.0,41.0,40.0,34.0,33.0
221,49.0,41.0,40.0,34.0,33.0,31.0
222,41.0,40.0,34.0,33.0,31.0,30.0
223,40.0,34.0,33.0,31.0,30.0,30.0
224,34.0,33.0,31.0,30.0,30.0,38.0
225,33.0,31.0,30.0,30.0,38.0,44.0
226,31.0,30.0,30.0,38.0,44.0,52.0
227,30.0,30.0,38.0,44.0,52.0,56.0
228,30.0,38.0,44.0,52.0,56.0,62.0
229,38.0,44.0,52.0,56.0,62.0,82.0
230,44.0,52.0,56.0,62.0,82.0,101.0
231,34.0,29.0,24.0,23.0,16.0,14.0
232,29.0,24.0,23.0,16.0,14.0,10.0
233,24.0,23.0,16.0,14.0,10.0,14.0
234,23.0,16.0,14.0,10.0,14.0,17.0
235,16.0,14.0,10.0,14.0,17.0,18.0
236,14.0,10.0,14.0,17.0,18.0,23.0
237,10.0,14.0,17.0,18.0,23.0,36.0
238,14.0,17.0,18.0,23.0,36.0,53.0
239,17.0,18.0,23.0,36.0,53.0,76.0
240,18.0,23.0,36.0,53.0,76.0,89.0
241,23.0,36.0,53.0,76.0,89.0,73.0
242,36.0,53.0,76.0,89.0,73.0,87.0
243,53.0,76.0,89.0,73.0,87.0,99.0
244,76.0,89.0,73.0,87.0,99.0,101.0
245,27.0,39.0,69.0,83.0,87.0,84.0
246,39.0,69.0,83.0,87.0,84.0,71.0
247,69.0,83.0,87.0,84.0,71.0,39.0
248,83.0,87.0,84.0,71.0,39.0,55.0
249,87.0,84.0,71.0,39.0,55.0,59.0
250,84.0,71.0,39.0,55.0,59.0,68.0
251,71.0,39.0,55.0,59.0,68.0,77.0
252,39.0,55.0,59.0,68.0,77.0,88.0
253,55.0,59.0,68.0,77.0,88.0,86.0
254,59.0,68.0,77.0,88.0,86.0,90.0
255,68.0,77.0,88.0,86.0,90.0,99.0
256,77.0,88.0,86.0,90.0,99.0,97.0
257,88.0,86.0,90.0,99.0,97.0,95.0
258,86.0,90.0,99.0,97.0,95.0,92.0
259,90.0,99.0,97.0,95.0,92.0,98.0
260,99.0,97.0,95.0,92.0,98.0,101.0
261,17.0,14.0,18.0,9.0,8.0,5.0
262,14.0,18.0,9.0,8.0,5.0,4.0
263,18.0,9.0,8.0,5.0,4.0,4.0
264,9.0,8.0,5.0,4.0,4.0,4.0
265,8.0,5.0,4.0,4.0,4.0,3.0
266,5.0,4.0,4.0,4.0,3.0,1.0
267,4.0,4.0,4.0,3.0,1.0,1.0
268,4.0,4.0,3.0,1.0,1.0,2.0
269,4.0,3.0,1.0,1.0,2.0,2.0
270,3.0,1.0,1.0,2.0,2.0,4.0
271,1.0,1.0,2.0,2.0,4.0,5.0
272,1.0,2.0,2.0,4.0,5.0,8.0
273,2.0,2.0,4.0,5.0,8.0,11.0
274,2.0,4.0,5.0,8.0,11.0,13.0
275,4.0,5.0,8.0,11.0,13.0,14.0
276,5.0,8.0,11.0,13.0,14.0,17.0
277,8.0,11.0,13.0,14.0,17.0,19.0
278,11.0,13.0,14.0,17.0,19.0,20.0
279,13.0,14.0,17.0,19.0,20.0,21.0
280,14.0,17.0,19.0,20.0,21.0,18.0
281,17.0,19.0,20.0,21.0,18.0,24.0
282,19.0,20.0,21.0,18.0,24.0,29.0
283,20.0,21.0,18.0,24.0,29.0,31.0
284,21.0,18.0,24.0,29.0,31.0,38.0
285,18.0,24.0,29.0,31.0,38.0,46.0
286,24.0,29.0,31.0,38.0,46.0,46.0
287,29.0,31.0,38.0,46.0,46.0,49.0
288,31.0,38.0,46.0,46.0,49.0,101.0
289,61.0,28.0,8.0,27.0,51.0,76.0
290,28.0,8.0,27.0,51.0,76.0,82.0
291,8.0,27.0,51.0,76.0,82.0,86.0
292,27.0,51.0,76.0,82.0,86.0,83.0
293,51.0,76.0,82.0,86.0,83.0,85.0
294,76.0,82.0,86.0,83.0,85.0,96.0
295,82.0,86.0,83.0,85.0,96.0,101.0
296,91.0,62.0,52.0,51.0,51.0,52.0
297,62.0,52.0,51.0,51.0,52.0,47.0
298,52.0,51.0,51.0,52.0,47.0,49.0
299,51.0,51.0,52.0,47.0,49.0,46.0
300,51.0,52.0,47.0,49.0,46.0,42.0
301,52.0,47.0,49.0,46.0,42.0,41.0
302,47.0,49.0,46.0,42.0,41.0,35.0
303,49.0,46.0,42.0,41.0,35.0,36.0
304,46.0,42.0,41.0,35.0,36.0,39.0
305,42.0,41.0,35.0,36.0,39.0,35.0
306,41.0,35.0,36.0,39.0,35.0,34.0
307,35.0,36.0,39.0,35.0,34.0,43.0
308,36.0,39.0,35.0,34.0,43.0,53.0
309,39.0,35.0,34.0,43.0,53.0,50.0
310,35.0,34.0,43.0,53.0,50.0,47.0
311,34.0,43.0,53.0,50.0,47.0,101.0
312,74.0,42.0,24.0,16.0,13.0,9.0
313,42.0,24.0,16.0,13.0,9.0,6.0
314,24.0,16.0,13.0,9.0,6.0,5.0
315,16.0,13.0,9.0,6.0,5.0,3.0
316,13.0,9.0,6.0,5.0,3.0,3.0
317,9.0,6.0,5.0,3.0,3.0,2.0
318,6.0,5.0,3.0,3.0,2.0,2.0
319,5.0,3.0,3.0,2.0,2.0,2.0
320,3.0,3.0,2.0,2.0,2.0,2.0
321,3.0,2.0,2.0,2.0,2.0,2.0
322,2.0,2.0,2.0,2.0,2.0,2.0
323,2.0,2.0,2.0,2.0,2.0,2.0
324,2.0,2.0,2.0,2.0,2.0,4.0
325,2.0,2.0,2.0,2.0,4.0,5.0
326,2.0,2.0,2.0,4.0,5.0,6.0
327,2.0,2.0,4.0,5.0,6.0,7.0
328,2.0,4.0,5.0,6.0,7.0,9.0
329,4.0,5.0,6.0,7.0,9.0,11.0
330,5.0,6.0,7.0,9.0,11.0,11.0
331,6.0,7.0,9.0,11.0,11.0,11.0
332,7.0,9.0,11.0,11.0,11.0,19.0
333,9.0,11.0,11.0,11.0,19.0,21.0
334,11.0,11.0,11.0,19.0,21.0,25.0
335,11.0,11.0,19.0,21.0,25.0,30.0
336,11.0,19.0,21.0,25.0,30.0,34.0
337,19.0,21.0,25.0,30.0,34.0,32.0
338,21.0,25.0,30.0,34.0,32.0,34.0
339,25.0,30.0,34.0,32.0,34.0,32.0
340,30.0,34.0,32.0,34.0,32.0,36.0
341,34.0,32.0,34.0,32.0,36.0,42.0
342,32.0,34.0,32.0,36.0,42.0,44.0
343,34.0,32.0,36.0,42.0,44.0,43.0
344,32.0,36.0,42.0,44.0,43.0,44.0
345,36.0,42.0,44.0,43.0,44.0,50.0
346,42.0,44.0,43.0,44.0,50.0,101.0
347,93.0,90.0,86.0,87.0,100.0,101.0
348,68.0,35.0,19.0,16.0,10.0,7.0
349,35.0,19.0,16.0,10.0,7.0,6.0
350,19.0,16.0,10.0,7.0,6.0,5.0
351,16.0,10.0,7.0,6.0,5.0,5.0
352,10.0,7.0,6.0,5.0,5.0,7.0
353,7.0,6.0,5.0,5.0,7.0,7.0
354,6.0,5.0,5.0,7.0,7.0,9.0
355,5.0,5.0,7.0,7.0,9.0,14.0
356,5.0,7.0,7.0,9.0,14.0,23.0
357,7.0,7.0,9.0,14.0,23.0,29.0
358,7.0,9.0,14.0,23.0,29.0,39.0
359,9.0,14.0,23.0,29.0,39.0,42.0
360,14.0,23.0,29.0,39.0,42.0,45.0
361,23.0,29.0,39.0,42.0,45.0,46.0
362,29.0,39.0,42.0,45.0,46.0,50.0
363,39.0,42.0,45.0,46.0,50.0,50.0
364,42.0,45.0,46.0,50.0,50.0,101.0
365,97.0,83.0,81.0,93.0,91.0,98.0
366,83.0,81.0,93.0,91.0,98.0,91.0
367,81.0,93.0,91.0,98.0,91.0,100.0
368,93.0,91.0,98.0,91.0,100.0,101.0
369,92.0,75.0,75.0,79.0,77.0,77.0
370,75.0,75.0,79.0,77.0,77.0,73.0
371,75.0,79.0,77.0,77.0,73.0,71.0
372,79.0,77.0,77.0,73.0,71.0,73.0
373,77.0,77.0,73.0,71.0,73.0,76.0
374,77.0,73.0,71.0,73.0,76.0,81.0
375,73.0,71.0,73.0,76.0,81.0,86.0
376,71.0,73.0,76.0,81.0,86.0,87.0
377,73.0,76.0,81.0,86.0,87.0,93.0
378,76.0,81.0,86.0,87.0,93.0,101.0
379,70.0,61.0,55.0,52.0,46.0,45.0
380,61.0,55.0,52.0,46.0,45.0,34.0
381,55.0,52.0,46.0,45.0,34.0,36.0
382,52.0,46.0,45.0,34.0,36.0,36.0
383,46.0,45.0,34.0,36.0,36.0,35.0
384,45.0,34.0,36.0,36.0,35.0,35.0
385,34.0,36.0,36.0,35.0,35.0,35.0
386,36.0,36.0,35.0,35.0,35.0,35.0
387,36.0,35.0,35.0,35.0,35.0,33.0
388,35.0,35.0,35.0,35.0,33.0,28.0
389,35.0,35.0,35.0,33.0,28.0,31.0
390,35.0,35.0,33.0,28.0,31.0,32.0
391,35.0,33.0,28.0,31.0,32.0,35.0
392,33.0,28.0,31.0,32.0,35.0,37.0
393,28.0,31.0,32.0,35.0,37.0,41.0
394,31.0,32.0,35.0,37.0,41.0,47.0
395,32.0,35.0,37.0,41.0,47.0,49.0
396,35.0,37.0,41.0,47.0,49.0,101.0
397,89.0,79.0,67.0,57.0,47.0,43.0
398,79.0,67.0,57.0,47.0,43.0,36.0
399,67.0,57.0,47.0,43.0,36.0,35.0
400,57.0,47.0,43.0,36.0,35.0,36.0
401,47.0,43.0,36.0,35.0,36.0,36.0
402,43.0,36.0,35.0,36.0,36.0,32.0
403,36.0,35.0,36.0,36.0,32.0,28.0
404,35.0,36.0,36.0,32.0,28.0,28.0
405,36.0,36.0,32.0,28.0,28.0,25.0
406,36.0,32.0,28.0,28.0,25.0,21.0
407,32.0,28.0,28.0,25.0,21.0,18.0
408,28.0,28.0,25.0,21.0,18.0,18.0
409,28.0,25.0,21.0,18.0,18.0,14.0
410,25.0,21.0,18.0,18.0,14.0,13.0
411,21.0,18.0,18.0,14.0,13.0,11.0
412,18.0,18.0,14.0,13.0,11.0,11.0
413,18.0,14.0,13.0,11.0,11.0,12.0
414,14.0,13.0,11.0,11.0,12.0,12.0
415,13.0,11.0,11.0,12.0,12.0,12.0
416,11.0,11.0,12.0,12.0,12.0,13.0
417,11.0,12.0,12.0,12.0,13.0,15.0
418,12.0,12.0,12.0,13.0,15.0,15.0
419,12.0,12.0,13.0,15.0,15.0,15.0
420,12.0,13.0,15.0,15.0,15.0,15.0
421,13.0,15.0,15.0,15.0,15.0,16.0
422,15.0,15.0,15.0,15.0,16.0,19.0
423,15.0,15.0,15.0,16.0,19.0,21.0
424,15.0,15.0,16.0,19.0,21.0,26.0
425,15.0,16.0,19.0,21.0,26.0,22.0
426,16.0,19.0,21.0,26.0,22.0,26.0
427,19.0,21.0,26.0,22.0,26.0,29.0
428,21.0,26.0,22.0,26.0,29.0,29.0
429,26.0,22.0,26.0,29.0,29.0,33.0
430,22.0,26.0,29.0,29.0,33.0,34.0
431,26.0,29.0,29.0,33.0,34.0,38.0
432,29.0,29.0,33.0,34.0,38.0,46.0
433,29.0,33.0,34.0,38.0,46.0,44.0
434,33.0,34.0,38.0,46.0,44.0,48.0
435,34.0,38.0,46.0,44.0,48.0,47.0
436,38.0,46.0,44.0,48.0,47.0,50.0
437,46.0,44.0,48.0,47.0,50.0,101.0
438,91.0,85.0,85.0,66.0,59.0,55.0
439,85.0,85.0,66.0,59.0,55.0,54.0
440,85.0,66.0,59.0,55.0,54.0,41.0
441,66.0,59.0,55.0,54.0,41.0,44.0
442,59.0,55.0,54.0,41.0,44.0,29.0
443,55.0,54.0,41.0,44.0,29.0,36.0
444,54.0,41.0,44.0,29.0,36.0,27.0
445,41.0,44.0,29.0,36.0,27.0,43.0
446,44.0,29.0,36.0,27.0,43.0,59.0
447,29.0,36.0,27.0,43.0,59.0,67.0
448,36.0,27.0,43.0,59.0,67.0,78.0
449,27.0,43.0,59.0,67.0,78.0,101.0
450,69.0,58.0,52.0,42.0,34.0,31.0
451,58.0,52.0,42.0,34.0,31.0,28.0
452,52.0,42.0,34.0,31.0,28.0,28.0
453,42.0,34.0,31.0,28.0,28.0,23.0
454,34.0,31.0,28.0,28.0,23.0,23.0
455,31.0,28.0,28.0,23.0,23.0,23.0
456,28.0,28.0,23.0,23.0,23.0,23.0
457,28.0,23.0,23.0,23.0,23.0,28.0
458,23.0,23.0,23.0,23.0,28.0,26.0
459,23.0,23.0,23.0,28.0,26.0,27.0
460,23.0,23.0,28.0,26.0,27.0,25.0
461,23.0,28.0,26.0,27.0,25.0,33.0
462,28.0,26.0,27.0,25.0,33.0,38.0
463,26.0,27.0,25.0,33.0,38.0,41.0
464,27.0,25.0,33.0,38.0,41.0,46.0
465,25.0,33.0,38.0,41.0,46.0,101.0
466,20.0,18.0,16.0,16.0,13.0,13.0
467,18.0,16.0,16.0,13.0,13.0,13.0
468,16.0,16.0,13.0,13.0,13.0,12.0
469,16.0,13.0,13.0,13.0,12.0,17.0
470,13.0,13.0,13.0,12.0,17.0,17.0
471,13.0,13.0,12.0,17.0,17.0,18.0
472,13.0,12.0,17.0,17.0,18.0,17.0
473,12.0,17.0,17.0,18.0,17.0,21.0
474,17.0,17.0,18.0,17.0,21.0,25.0
475,17.0,18.0,17.0,21.0,25.0,26.0
476,18.0,17.0,21.0,25.0,26.0,28.0
477,17.0,21.0,25.0,26.0,28.0,34.0
478,21.0,25.0,26.0,28.0,34.0,35.0
479,25.0,26.0,28.0,34.0,35.0,40.0
480,26.0,28.0,34.0,35.0,40.0,46.0
481,28.0,34.0,35.0,40.0,46.0,46.0
482,34.0,35.0,40.0,46.0,46.0,47.0
483,35.0,40.0,46.0,46.0,47.0,101.0
484,72.0,61.0,53.0,48.0,48.0,41.0
485,61.0,53.0,48.0,48.0,41.0,34.0
486,53.0,48.0,48.0,41.0,34.0,28.0
487,48.0,48.0,41.0,34.0,28.0,25.0
488,48.0,41.0,34.0,28.0,25.0,23.0
489,41.0,34.0,28.0,25.0,23.0,29.0
490,34.0,28.0,25.0,23.0,29.0,29.0
491,28.0,25.0,23.0,29.0,29.0,36.0
492,25.0,23.0,29.0,29.0,36.0,46.0
493,23.0,29.0,29.0,36.0,46.0,55.0
494,29.0,29.0,36.0,46.0,55.0,64.0
495,29.0,36.0,46.0,55.0,64.0,68.0
496,36.0,46.0,55.0,64.0,68.0,66.0
497,46.0,55.0,64.0,68.0,66.0,67.0
498,55.0,64.0,68.0,66.0,67.0,75.0
499,64.0,68.0,66.0,67.0,75.0,101.0
500,53.0,17.0,14.0,14.0,14.0,20.0
501,17.0,14.0,14.0,14.0,20.0,23.0
502,14.0,14.0,14.0,20.0,23.0,21.0
503,14.0,14.0,20.0,23.0,21.0,26.0
504,14.0,20.0,23.0,21.0,26.0,30.0
505,20.0,23.0,21.0,26.0,30.0,35.0
506,23.0,21.0,26.0,30.0,35.0,47.0
507,21.0,26.0,30.0,35.0,47.0,65.0
508,26.0,30.0,35.0,47.0,65.0,66.0
509,30.0,35.0,47.0,65.0,66.0,74.0
510,35.0,47.0,65.0,66.0,74.0,86.0
511,47.0,65.0,66.0,74.0,86.0,96.0
512,65.0,66.0,74.0,86.0,96.0,99.0
513,66.0,74.0,86.0,96.0,99.0,96.0
514,74.0,86.0,96.0,99.0,96.0,97.0
515,86.0,96.0,99.0,96.0,97.0,101.0
516,97.0,90.0,82.0,87.0,96.0,101.0
517,6.0,5.0,5.0,4.0,5.0,7.0
518,5.0,5.0,4.0,5.0,7.0,8.0
519,5.0,4.0,5.0,7.0,8.0,8.0
520,4.0,5.0,7.0,8.0,8.0,10.0
521,5.0,7.0,8.0,8.0,10.0,11.0
522,7.0,8.0,8.0,10.0,11.0,13.0
523,8.0,8.0,10.0,11.0,13.0,15.0
524,8.0,10.0,11.0,13.0,15.0,23.0
525,10.0,11.0,13.0,15.0,23.0,26.0
526,11.0,13.0,15.0,23.0,26.0,28.0
527,13.0,15.0,23.0,26.0,28.0,30.0
528,15.0,23.0,26.0,28.0,30.0,33.0
529,23.0,26.0,28.0,30.0,33.0,39.0
530,26.0,28.0,30.0,33.0,39.0,45.0
531,28.0,30.0,33.0,39.0,45.0,45.0
532,30.0,33.0,39.0,45.0,45.0,46.0
533,33.0,39.0,45.0,45.0,46.0,46.0
534,39.0,45.0,45.0,46.0,46.0,44.0
535,45.0,45.0,46.0,46.0,44.0,49.0
