,diff_0,diff_1,target
721,59.0,55.0,54.0
722,55.0,54.0,41.0
723,54.0,41.0,44.0
724,41.0,44.0,29.0
725,44.0,29.0,36.0
726,29.0,36.0,27.0
727,36.0,27.0,43.0
728,27.0,43.0,59.0
729,43.0,59.0,67.0
730,59.0,67.0,78.0
731,67.0,78.0,101.0
732,69.0,58.0,52.0
733,58.0,52.0,42.0
734,52.0,42.0,34.0
735,42.0,34.0,31.0
736,34.0,31.0,28.0
737,31.0,28.0,28.0
738,28.0,28.0,23.0
739,28.0,23.0,23.0
740,23.0,23.0,23.0
741,23.0,23.0,23.0
742,23.0,23.0,28.0
743,23.0,28.0,26.0
744,28.0,26.0,27.0
745,26.0,27.0,25.0
746,27.0,25.0,33.0
747,25.0,33.0,38.0
748,33.0,38.0,41.0
749,38.0,41.0,46.0
750,41.0,46.0,101.0
751,96.0,81.0,81.0
752,81.0,81.0,78.0
753,81.0,78.0,85.0
754,78.0,85.0,72.0
755,85.0,72.0,71.0
756,72.0,71.0,64.0
757,71.0,64.0,60.0
758,64.0,60.0,63.0
759,60.0,63.0,69.0
760,63.0,69.0,57.0
761,69.0,57.0,54.0
762,57.0,54.0,42.0
763,54.0,42.0,57.0
764,42.0,57.0,55.0
765,57.0,55.0,68.0
766,55.0,68.0,91.0
767,68.0,91.0,101.0
768,90.0,87.0,90.0
769,87.0,90.0,90.0
770,90.0,90.0,88.0
771,90.0,88.0,84.0
772,88.0,84.0,91.0
773,84.0,91.0,89.0
774,91.0,89.0,90.0
775,89.0,90.0,96.0
776,90.0,96.0,101.0
777,99.0,99.0,101.0
778,73.0,81.0,100.0
779,81.0,100.0,101.0
780,20.0,18.0,16.0
781,18.0,16.0,16.0
782,16.0,16.0,13.0
783,16.0,13.0,13.0
784,13.0,13.0,13.0
785,13.0,13.0,12.0
786,13.0,12.0,17.0
787,12.0,17.0,17.0
788,17.0,17.0,18.0
789,17.0,18.0,17.0
790,18.0,17.0,21.0
791,17.0,21.0,25.0
792,21.0,25.0,26.0
793,25.0,26.0,28.0
794,26.0,28.0,34.0
795,28.0,34.0,35.0
796,34.0,35.0,40.0
797,35.0,40.0,46.0
798,40.0,46.0,46.0
799,46.0,46.0,47.0
800,46.0,47.0,101.0
801,72.0,61.0,53.0
802,61.0,53.0,48.0
803,53.0,48.0,48.0
804,48.0,48.0,41.0
805,48.0,41.0,34.0
806,41.0,34.0,28.0
807,34.0,28.0,25.0
808,28.0,25.0,23.0
809,25.0,23.0,29.0
810,23.0,29.0,29.0
811,29.0,29.0,36.0
812,29.0,36.0,46.0
813,36.0,46.0,55.0
814,46.0,55.0,64.0
815,55.0,64.0,68.0
816,64.0,68.0,66.0
817,68.0,66.0,67.0
818,66.0,67.0,75.0
819,67.0,75.0,101.0
820,93.0,80.0,63.0
821,80.0,63.0,58.0
822,63.0,58.0,53.0
823,58.0,53.0,52.0
824,53.0,52.0,54.0
825,52.0,54.0,57.0
826,54.0,57.0,63.0
827,57.0,63.0,76.0
828,63.0,76.0,94.0
829,76.0,94.0,101.0
830,53.0,17.0,14.0
831,17.0,14.0,14.0
832,14.0,14.0,14.0
833,14.0,14.0,20.0
834,14.0,20.0,23.0
835,20.0,23.0,21.0
836,23.0,21.0,26.0
837,21.0,26.0,30.0
838,26.0,30.0,35.0
839,30.0,35.0,47.0
840,35.0,47.0,65.0
841,47.0,65.0,66.0
842,65.0,66.0,74.0
843,66.0,74.0,86.0
844,74.0,86.0,96.0
845,86.0,96.0,99.0
846,96.0,99.0,96.0
847,99.0,96.0,97.0
848,96.0,97.0,101.0
849,97.0,90.0,82.0
850,90.0,82.0,87.0
851,82.0,87.0,96.0
852,87.0,96.0,101.0
853,6.0,5.0,5.0
854,5.0,5.0,4.0
855,5.0,4.0,5.0
856,4.0,5.0,7.0
857,5.0,7.0,8.0
858,7.0,8.0,8.0
859,8.0,8.0,10.0
860,8.0,10.0,11.0
861,10.0,11.0,13.0
862,11.0,13.0,15.0
863,13.0,15.0,23.0
864,15.0,23.0,26.0
865,23.0,26.0,28.0
866,26.0,28.0,30.0
867,28.0,30.0,33.0
868,30.0,33.0,39.0
869,33.0,39.0,45.0
870,39.0,45.0,45.0
871,45.0,45.0,46.0
872,45.0,46.0,46.0
873,46.0,46.0,44.0
874,46.0,44.0,49.0
875,44.0,49.0,101.0
876,61.0,59.0,36.0
877,59.0,36.0,19.0
878,36.0,19.0,17.0
879,19.0,17.0,11.0
880,17.0,11.0,9.0
881,11.0,9.0,9.0
882,9.0,9.0,8.0
883,9.0,8.0,5.0
884,8.0,5.0,11.0
885,5.0,11.0,11.0
886,11.0,11.0,13.0
887,11.0,13.0,14.0
888,13.0,14.0,15.0
889,14.0,15.0,17.0
890,15.0,17.0,22.0
891,17.0,22.0,29.0
892,22.0,29.0,37.0
893,29.0,37.0,46.0
894,37.0,46.0,101.0
895,89.0,74.0,75.0
896,74.0,75.0,56.0
897,75.0,56.0,52.0
898,56.0,52.0,44.0
899,52.0,44.0,57.0
900,44.0,57.0,40.0
901,57.0,40.0,36.0
902,40.0,36.0,27.0
903,36.0,27.0,25.0
904,27.0,25.0,24.0
905,25.0,24.0,26.0
906,24.0,26.0,25.0
907,26.0,25.0,27.0
908,25.0,27.0,29.0
909,27.0,29.0,35.0
910,29.0,35.0,34.0
911,35.0,34.0,32.0
912,34.0,32.0,34.0
913,32.0,34.0,36.0
914,34.0,36.0,34.0
915,36.0,34.0,36.0
916,34.0,36.0,43.0
917,36.0,43.0,101.0
918,93.0,71.0,62.0
919,71.0,62.0,67.0
920,62.0,67.0,46.0
921,67.0,46.0,44.0
922,46.0,44.0,40.0
923,44.0,40.0,29.0
924,40.0,29.0,25.0
925,29.0,25.0,21.0
926,25.0,21.0,18.0
927,21.0,18.0,18.0
928,18.0,18.0,18.0
929,97.0,81.0,76.0
930,81.0,76.0,64.0
931,76.0,64.0,65.0
932,64.0,65.0,61.0
933,65.0,61.0,54.0
934,61.0,54.0,45.0
935,54.0,45.0,43.0
936,45.0,43.0,51.0
937,43.0,51.0,51.0
938,51.0,51.0,46.0
939,51.0,46.0,49.0
940,46.0,49.0,50.0
941,49.0,50.0,46.0
942,50.0,46.0,48.0
943,46.0,48.0,48.0
944,48.0,48.0,52.0
945,48.0,52.0,56.0
946,52.0,56.0,62.0
947,56.0,62.0,101.0
948,94.0,87.0,71.0
949,87.0,71.0,63.0
950,71.0,63.0,43.0
951,63.0,43.0,35.0
952,43.0,35.0,33.0
953,35.0,33.0,30.0
954,33.0,30.0,31.0
955,30.0,31.0,29.0
956,31.0,29.0,29.0
957,29.0,29.0,34.0
958,29.0,34.0,34.0
959,34.0,34.0,33.0
960,34.0,33.0,35.0
961,33.0,35.0,37.0
962,35.0,37.0,37.0
963,37.0,37.0,24.0
964,37.0,24.0,27.0
965,24.0,27.0,32.0
966,27.0,32.0,41.0
967,32.0,41.0,101.0
968,82.0,76.0,76.0
969,76.0,76.0,66.0
970,76.0,66.0,62.0
971,66.0,62.0,62.0
972,62.0,62.0,83.0
973,62.0,83.0,82.0
974,83.0,82.0,81.0
975,82.0,81.0,97.0
976,81.0,97.0,98.0
977,97.0,98.0,95.0
978,98.0,95.0,100.0
979,95.0,100.0,101.0
980,50.0,67.0,68.0
981,67.0,68.0,60.0
982,68.0,60.0,49.0
983,60.0,49.0,41.0
984,49.0,41.0,41.0
985,41.0,41.0,36.0
986,41.0,36.0,33.0
987,36.0,33.0,31.0
988,33.0,31.0,33.0
989,31.0,33.0,42.0
990,33.0,42.0,69.0
991,42.0,69.0,88.0
992,69.0,88.0,101.0
993,55.0,37.0,26.0
994,37.0,26.0,26.0
995,26.0,26.0,25.0
996,26.0,25.0,26.0
