,diff_0,diff_1,target
35328,34.0,31.0,31.0
35329,31.0,31.0,28.0
35330,31.0,28.0,29.0
35331,28.0,29.0,23.0
35332,29.0,23.0,16.0
35333,23.0,16.0,13.0
35334,16.0,13.0,10.0
35335,13.0,10.0,9.0
35336,10.0,9.0,8.0
35337,9.0,8.0,8.0
35338,8.0,8.0,9.0
35339,8.0,9.0,9.0
35340,9.0,9.0,11.0
35341,9.0,11.0,10.0
35342,11.0,10.0,14.0
35343,10.0,14.0,21.0
35344,14.0,21.0,28.0
35345,21.0,28.0,32.0
35346,28.0,32.0,38.0
35347,32.0,38.0,41.0
35348,38.0,41.0,44.0
35349,41.0,44.0,47.0
35350,44.0,47.0,47.0
35351,47.0,47.0,101.0
35352,28.0,16.0,13.0
35353,16.0,13.0,12.0
35354,13.0,12.0,8.0
35355,12.0,8.0,9.0
35356,8.0,9.0,10.0
35357,9.0,10.0,9.0
35358,10.0,9.0,9.0
35359,9.0,9.0,11.0
35360,9.0,11.0,13.0
35361,11.0,13.0,11.0
35362,13.0,11.0,14.0
35363,11.0,14.0,16.0
35364,14.0,16.0,14.0
35365,16.0,14.0,16.0
35366,14.0,16.0,20.0
35367,16.0,20.0,23.0
35368,20.0,23.0,30.0
35369,23.0,30.0,30.0
35370,30.0,30.0,32.0
35371,30.0,32.0,39.0
35372,32.0,39.0,45.0
35373,39.0,45.0,48.0
35374,45.0,48.0,50.0
35375,48.0,50.0,101.0
35376,91.0,97.0,101.0
35377,94.0,86.0,85.0
35378,86.0,85.0,85.0
35379,85.0,85.0,91.0
35380,85.0,91.0,89.0
35381,91.0,89.0,89.0
35382,89.0,89.0,97.0
35383,89.0,97.0,98.0
35384,97.0,98.0,101.0
35385,89.0,100.0,101.0
35386,89.0,82.0,70.0
35387,82.0,70.0,57.0
35388,70.0,57.0,57.0
35389,57.0,57.0,59.0
35390,57.0,59.0,59.0
35391,59.0,59.0,55.0
35392,59.0,55.0,49.0
35393,55.0,49.0,43.0
35394,49.0,43.0,40.0
35395,43.0,40.0,38.0
35396,40.0,38.0,37.0
35397,38.0,37.0,35.0
35398,37.0,35.0,37.0
35399,35.0,37.0,49.0
35400,37.0,49.0,57.0
35401,49.0,57.0,61.0
35402,57.0,61.0,79.0
35403,61.0,79.0,101.0
35404,67.0,57.0,51.0
35405,57.0,51.0,40.0
35406,51.0,40.0,29.0
35407,40.0,29.0,25.0
35408,29.0,25.0,21.0
35409,25.0,21.0,16.0
35410,21.0,16.0,15.0
35411,16.0,15.0,15.0
35412,15.0,15.0,16.0
35413,15.0,16.0,17.0
35414,16.0,17.0,18.0
35415,17.0,18.0,20.0
35416,18.0,20.0,26.0
35417,20.0,26.0,42.0
35418,26.0,42.0,55.0
35419,42.0,55.0,64.0
35420,55.0,64.0,77.0
35421,64.0,77.0,84.0
35422,77.0,84.0,101.0
35423,91.0,85.0,79.0
35424,85.0,79.0,75.0
35425,79.0,75.0,81.0
35426,75.0,81.0,77.0
35427,81.0,77.0,84.0
35428,77.0,84.0,101.0
35429,88.0,84.0,86.0
35430,84.0,86.0,93.0
35431,86.0,93.0,97.0
35432,93.0,97.0,101.0
35433,94.0,90.0,75.0
35434,90.0,75.0,71.0
35435,75.0,71.0,68.0
35436,71.0,68.0,70.0
35437,68.0,70.0,71.0
35438,70.0,71.0,76.0
35439,71.0,76.0,87.0
35440,76.0,87.0,93.0
35441,87.0,93.0,97.0
35442,93.0,97.0,100.0
35443,97.0,100.0,101.0
35444,99.0,92.0,98.0
35445,92.0,98.0,99.0
35446,98.0,99.0,101.0
35447,64.0,11.0,2.0
35448,11.0,2.0,2.0
35449,2.0,2.0,2.0
35450,2.0,2.0,2.0
35451,2.0,2.0,2.0
35452,2.0,2.0,2.0
35453,2.0,2.0,2.0
35454,2.0,2.0,5.0
35455,2.0,5.0,7.0
35456,5.0,7.0,5.0
35457,7.0,5.0,10.0
35458,5.0,10.0,11.0
35459,10.0,11.0,18.0
35460,11.0,18.0,19.0
35461,18.0,19.0,6.0
35462,19.0,6.0,14.0
35463,6.0,14.0,22.0
35464,14.0,22.0,31.0
35465,22.0,31.0,37.0
35466,31.0,37.0,46.0
35467,37.0,46.0,48.0
35468,46.0,48.0,26.0
35469,48.0,26.0,27.0
35470,26.0,27.0,27.0
35471,27.0,27.0,27.0
35472,27.0,27.0,29.0
35473,27.0,29.0,34.0
35474,29.0,34.0,44.0
35475,34.0,44.0,48.0
35476,44.0,48.0,101.0
35477,87.0,80.0,78.0
35478,80.0,78.0,72.0
35479,78.0,72.0,76.0
35480,72.0,76.0,67.0
35481,76.0,67.0,78.0
35482,67.0,78.0,88.0
35483,78.0,88.0,99.0
35484,88.0,99.0,99.0
35485,99.0,99.0,101.0
35486,97.0,85.0,85.0
35487,85.0,85.0,88.0
35488,85.0,88.0,88.0
35489,88.0,88.0,93.0
35490,88.0,93.0,95.0
35491,93.0,95.0,94.0
35492,95.0,94.0,101.0
35493,76.0,52.0,101.0
35494,30.0,7.0,5.0
35495,7.0,5.0,4.0
35496,5.0,4.0,4.0
35497,4.0,4.0,5.0
35498,4.0,5.0,6.0
35499,5.0,6.0,6.0
35500,6.0,6.0,6.0
35501,6.0,6.0,7.0
35502,6.0,7.0,5.0
35503,7.0,5.0,6.0
35504,5.0,6.0,11.0
35505,6.0,11.0,19.0
35506,11.0,19.0,32.0
35507,19.0,32.0,42.0
35508,32.0,42.0,46.0
35509,42.0,46.0,55.0
35510,46.0,55.0,101.0
35511,61.0,47.0,29.0
35512,47.0,29.0,21.0
35513,29.0,21.0,18.0
35514,21.0,18.0,11.0
35515,18.0,11.0,6.0
35516,11.0,6.0,6.0
35517,6.0,6.0,4.0
35518,6.0,4.0,2.0
35519,4.0,2.0,2.0
35520,2.0,2.0,2.0
35521,2.0,2.0,3.0
35522,2.0,3.0,3.0
35523,3.0,3.0,3.0
35524,3.0,3.0,2.0
35525,3.0,2.0,6.0
35526,2.0,6.0,10.0
35527,6.0,10.0,16.0
35528,10.0,16.0,25.0
35529,16.0,25.0,30.0
35530,25.0,30.0,43.0
35531,30.0,43.0,101.0
35532,57.0,60.0,55.0
35533,60.0,55.0,55.0
35534,55.0,55.0,51.0
35535,55.0,51.0,45.0
35536,51.0,45.0,39.0
35537,45.0,39.0,35.0
35538,39.0,35.0,35.0
35539,35.0,35.0,41.0
35540,35.0,41.0,41.0
35541,41.0,41.0,40.0
35542,41.0,40.0,39.0
35543,40.0,39.0,52.0
35544,39.0,52.0,59.0
35545,52.0,59.0,67.0
35546,59.0,67.0,74.0
35547,67.0,74.0,86.0
35548,74.0,86.0,91.0
35549,86.0,91.0,101.0
35550,77.0,72.0,62.0
35551,72.0,62.0,52.0
35552,62.0,52.0,38.0
35553,52.0,38.0,38.0
35554,38.0,38.0,49.0
35555,38.0,49.0,40.0
35556,49.0,40.0,36.0
35557,40.0,36.0,33.0
35558,36.0,33.0,33.0
35559,33.0,33.0,42.0
35560,33.0,42.0,58.0
35561,42.0,58.0,69.0
35562,58.0,69.0,77.0
35563,69.0,77.0,82.0
35564,77.0,82.0,88.0
35565,82.0,88.0,98.0
35566,88.0,98.0,101.0
35567,79.0,50.0,32.0
35568,50.0,32.0,30.0
35569,32.0,30.0,36.0
35570,30.0,36.0,36.0
35571,36.0,36.0,41.0
35572,36.0,41.0,37.0
35573,41.0,37.0,21.0
35574,37.0,21.0,23.0
35575,21.0,23.0,33.0
35576,23.0,33.0,44.0
35577,33.0,44.0,54.0
35578,44.0,54.0,69.0
35579,54.0,69.0,78.0
35580,69.0,78.0,93.0
35581,78.0,93.0,96.0
35582,93.0,96.0,101.0
35583,28.0,6.0,2.0
35584,6.0,2.0,1.0
35585,2.0,1.0,1.0
35586,1.0,1.0,1.0
35587,1.0,1.0,2.0
35588,1.0,2.0,2.0
35589,2.0,2.0,2.0
35590,2.0,2.0,2.0
35591,2.0,2.0,2.0
35592,2.0,2.0,2.0
35593,2.0,2.0,2.0
35594,2.0,2.0,2.0
35595,2.0,2.0,3.0
35596,2.0,3.0,5.0
35597,3.0,5.0,5.0
35598,5.0,5.0,5.0
35599,5.0,5.0,4.0
35600,5.0,4.0,4.0
35601,4.0,4.0,4.0
35602,4.0,4.0,4.0
35603,4.0,4.0,9.0
35604,4.0,9.0,15.0
35605,9.0,15.0,17.0
35606,15.0,17.0,26.0
35607,17.0,26.0,27.0
35608,26.0,27.0,31.0
35609,27.0,31.0,25.0
35610,31.0,25.0,27.0
35611,25.0,27.0,27.0
35612,27.0,27.0,24.0
35613,27.0,24.0,32.0
35614,24.0,32.0,34.0
35615,32.0,34.0,37.0
35616,34.0,37.0,38.0
35617,37.0,38.0,45.0
35618,38.0,45.0,50.0
35619,45.0,50.0,101.0
35620,72.0,72.0,69.0
35621,72.0,69.0,68.0
35622,69.0,68.0,56.0
35623,68.0,56.0,42.0
35624,56.0,42.0,40.0
35625,42.0,40.0,40.0
35626,40.0,40.0,44.0
35627,40.0,44.0,49.0
35628,44.0,49.0,51.0
35629,49.0,51.0,59.0
35630,51.0,59.0,69.0
35631,59.0,69.0,71.0
35632,69.0,71.0,78.0
35633,71.0,78.0,79.0
35634,78.0,79.0,84.0
35635,79.0,84.0,87.0
35636,84.0,87.0,89.0
35637,87.0,89.0,98.0
35638,89.0,98.0,101.0
35639,58.0,46.0,32.0
35640,46.0,32.0,35.0
35641,32.0,35.0,29.0
35642,35.0,29.0,33.0
35643,29.0,33.0,35.0
35644,33.0,35.0,40.0
35645,35.0,40.0,51.0
35646,40.0,51.0,52.0
35647,51.0,52.0,50.0
35648,52.0,50.0,48.0
35649,50.0,48.0,39.0
35650,48.0,39.0,43.0
35651,39.0,43.0,39.0
35652,43.0,39.0,44.0
35653,39.0,44.0,42.0
35654,44.0,42.0,45.0
35655,42.0,45.0,42.0
35656,45.0,42.0,45.0
35657,42.0,45.0,44.0
35658,45.0,44.0,33.0
35659,44.0,33.0,30.0
35660,33.0,30.0,39.0
35661,30.0,39.0,47.0
35662,39.0,47.0,101.0
35663,96.0,91.0,91.0
35664,91.0,91.0,91.0
35665,91.0,91.0,88.0
35666,91.0,88.0,83.0
35667,88.0,83.0,73.0
35668,83.0,73.0,50.0
35669,73.0,50.0,44.0
35670,50.0,44.0,43.0
35671,44.0,43.0,35.0
35672,43.0,35.0,32.0
35673,35.0,32.0,32.0
35674,32.0,32.0,52.0
35675,32.0,52.0,50.0
35676,52.0,50.0,63.0
35677,50.0,63.0,66.0
35678,63.0,66.0,79.0
35679,66.0,79.0,75.0
35680,79.0,75.0,63.0
35681,75.0,63.0,101.0
35682,61.0,12.0,4.0
35683,12.0,4.0,3.0
35684,4.0,3.0,1.0
35685,3.0,1.0,1.0
35686,1.0,1.0,1.0
35687,1.0,1.0,1.0
35688,1.0,1.0,1.0
35689,1.0,1.0,2.0
35690,1.0,2.0,4.0
35691,2.0,4.0,5.0
35692,4.0,5.0,4.0
35693,5.0,4.0,6.0
35694,4.0,6.0,6.0
35695,6.0,6.0,7.0
35696,6.0,7.0,12.0
35697,7.0,12.0,13.0
35698,12.0,13.0,15.0
35699,13.0,15.0,19.0
35700,15.0,19.0,18.0
35701,19.0,18.0,22.0
35702,18.0,22.0,28.0
35703,22.0,28.0,32.0
35704,28.0,32.0,45.0
35705,32.0,45.0,101.0
35706,81.0,70.0,59.0
35707,70.0,59.0,51.0
35708,59.0,51.0,47.0
35709,51.0,47.0,42.0
35710,47.0,42.0,34.0
35711,42.0,34.0,34.0
35712,34.0,34.0,31.0
35713,34.0,31.0,32.0
35714,31.0,32.0,36.0
35715,32.0,36.0,67.0
35716,36.0,67.0,82.0
35717,67.0,82.0,97.0
35718,82.0,97.0,101.0
35719,12.0,5.0,26.0
35720,5.0,26.0,33.0
35721,26.0,33.0,39.0
35722,33.0,39.0,49.0
35723,39.0,49.0,46.0
35724,49.0,46.0,56.0
35725,46.0,56.0,73.0
35726,56.0,73.0,75.0
35727,73.0,75.0,79.0
35728,75.0,79.0,80.0
35729,79.0,80.0,83.0
35730,80.0,83.0,94.0
35731,83.0,94.0,95.0
35732,94.0,95.0,101.0
35733,89.0,87.0,88.0
35734,87.0,88.0,101.0
35735,72.0,63.0,55.0
35736,63.0,55.0,50.0
35737,55.0,50.0,41.0
35738,50.0,41.0,41.0
35739,41.0,41.0,36.0
35740,41.0,36.0,36.0
35741,36.0,36.0,49.0
35742,36.0,49.0,90.0
35743,49.0,90.0,101.0
35744,98.0,96.0,97.0
35745,96.0,97.0,93.0
35746,97.0,93.0,91.0
35747,93.0,91.0,78.0
35748,91.0,78.0,78.0
35749,78.0,78.0,83.0
35750,78.0,83.0,101.0
35751,98.0,98.0,98.0
35752,98.0,98.0,98.0
35753,98.0,98.0,100.0
35754,98.0,100.0,101.0
35755,48.0,43.0,39.0
35756,43.0,39.0,52.0
35757,39.0,52.0,60.0
35758,52.0,60.0,64.0
35759,60.0,64.0,76.0
35760,64.0,76.0,79.0
35761,76.0,79.0,89.0
35762,79.0,89.0,101.0
35763,82.0,71.0,66.0
35764,71.0,66.0,56.0
35765,66.0,56.0,55.0
35766,56.0,55.0,62.0
35767,55.0,62.0,60.0
35768,62.0,60.0,66.0
35769,60.0,66.0,72.0
35770,66.0,72.0,82.0
35771,72.0,82.0,68.0
35772,82.0,68.0,71.0
35773,68.0,71.0,93.0
35774,71.0,93.0,99.0
35775,93.0,99.0,101.0
35776,96.0,93.0,88.0
35777,93.0,88.0,88.0
35778,88.0,88.0,79.0
35779,88.0,79.0,78.0
35780,79.0,78.0,74.0
35781,78.0,74.0,76.0
35782,74.0,76.0,79.0
35783,76.0,79.0,74.0
35784,79.0,74.0,58.0
35785,74.0,58.0,59.0
35786,58.0,59.0,59.0
35787,59.0,59.0,63.0
35788,59.0,63.0,63.0
35789,63.0,63.0,64.0
35790,63.0,64.0,59.0
35791,64.0,59.0,53.0
35792,59.0,53.0,55.0
35793,53.0,55.0,54.0
35794,55.0,54.0,101.0
35795,69.0,54.0,40.0
35796,54.0,40.0,35.0
35797,40.0,35.0,29.0
35798,35.0,29.0,23.0
35799,29.0,23.0,19.0
35800,23.0,19.0,14.0
35801,19.0,14.0,40.0
35802,14.0,40.0,53.0
35803,40.0,53.0,75.0
35804,53.0,75.0,79.0
35805,75.0,79.0,79.0
35806,79.0,79.0,88.0
35807,79.0,88.0,100.0
35808,88.0,100.0,101.0
35809,94.0,72.0,61.0
35810,72.0,61.0,54.0
35811,61.0,54.0,55.0
35812,54.0,55.0,64.0
35813,55.0,64.0,71.0
35814,64.0,71.0,76.0
35815,71.0,76.0,84.0
35816,76.0,84.0,86.0
35817,84.0,86.0,93.0
35818,86.0,93.0,101.0
35819,52.0,52.0,48.0
35820,52.0,48.0,46.0
35821,48.0,46.0,44.0
35822,46.0,44.0,46.0
35823,44.0,46.0,46.0
35824,46.0,46.0,45.0
35825,46.0,45.0,44.0
35826,45.0,44.0,47.0
35827,44.0,47.0,44.0
35828,47.0,44.0,41.0
35829,44.0,41.0,39.0
35830,41.0,39.0,46.0
35831,39.0,46.0,48.0
35832,46.0,48.0,48.0
35833,48.0,48.0,47.0
35834,48.0,47.0,49.0
35835,47.0,49.0,53.0
35836,49.0,53.0,56.0
35837,53.0,56.0,101.0
35838,93.0,54.0,31.0
35839,54.0,31.0,25.0
35840,31.0,25.0,18.0
35841,25.0,18.0,14.0
35842,18.0,14.0,16.0
35843,14.0,16.0,14.0
35844,16.0,14.0,17.0
35845,14.0,17.0,24.0
35846,17.0,24.0,27.0
35847,24.0,27.0,36.0
35848,27.0,36.0,42.0
35849,36.0,42.0,62.0
35850,42.0,62.0,73.0
35851,62.0,73.0,86.0
35852,73.0,86.0,101.0
35853,43.0,93.0,72.0
35854,93.0,72.0,77.0
35855,72.0,77.0,93.0
35856,77.0,93.0,98.0
35857,93.0,98.0,101.0
35858,66.0,48.0,41.0
35859,48.0,41.0,29.0
35860,41.0,29.0,21.0
35861,29.0,21.0,18.0
35862,21.0,18.0,13.0
35863,18.0,13.0,14.0
35864,13.0,14.0,15.0
35865,14.0,15.0,15.0
35866,15.0,15.0,13.0
35867,15.0,13.0,15.0
35868,13.0,15.0,15.0
35869,15.0,15.0,18.0
35870,15.0,18.0,21.0
35871,18.0,21.0,30.0
35872,21.0,30.0,14.0
35873,30.0,14.0,20.0
35874,14.0,20.0,46.0
35875,20.0,46.0,55.0
35876,46.0,55.0,101.0
35877,44.0,41.0,48.0
35878,41.0,48.0,48.0
35879,48.0,48.0,48.0
35880,48.0,48.0,51.0
35881,48.0,51.0,52.0
35882,51.0,52.0,56.0
35883,52.0,56.0,55.0
35884,56.0,55.0,53.0
35885,55.0,53.0,62.0
35886,53.0,62.0,63.0
35887,62.0,63.0,67.0
35888,63.0,67.0,71.0
35889,67.0,71.0,75.0
35890,71.0,75.0,85.0
35891,75.0,85.0,87.0
35892,85.0,87.0,85.0
35893,87.0,85.0,101.0
35894,87.0,96.0,101.0
35895,82.0,65.0,46.0
35896,65.0,46.0,34.0
35897,46.0,34.0,19.0
35898,34.0,19.0,16.0
35899,19.0,16.0,6.0
35900,16.0,6.0,3.0
35901,6.0,3.0,3.0
35902,3.0,3.0,3.0
35903,3.0,3.0,2.0
35904,3.0,2.0,1.0
35905,2.0,1.0,1.0
35906,1.0,1.0,1.0
35907,1.0,1.0,2.0
35908,1.0,2.0,2.0
35909,2.0,2.0,2.0
35910,2.0,2.0,2.0
35911,2.0,2.0,4.0
35912,2.0,4.0,6.0
35913,4.0,6.0,6.0
35914,6.0,6.0,6.0
35915,6.0,6.0,8.0
35916,6.0,8.0,15.0
35917,8.0,15.0,20.0
35918,15.0,20.0,20.0
35919,20.0,20.0,26.0
35920,20.0,26.0,33.0
35921,26.0,33.0,38.0
35922,33.0,38.0,38.0
35923,38.0,38.0,43.0
35924,38.0,43.0,50.0
35925,43.0,50.0,101.0
35926,99.0,96.0,90.0
35927,96.0,90.0,79.0
35928,90.0,79.0,77.0
35929,79.0,77.0,82.0
35930,77.0,82.0,81.0
35931,82.0,81.0,82.0
35932,81.0,82.0,87.0
35933,82.0,87.0,98.0
35934,87.0,98.0,101.0
35935,99.0,94.0,94.0
35936,94.0,94.0,93.0
35937,94.0,93.0,100.0
35938,93.0,100.0,101.0
35939,86.0,86.0,80.0
35940,86.0,80.0,60.0
35941,80.0,60.0,56.0
35942,60.0,56.0,40.0
35943,56.0,40.0,101.0
35944,73.0,67.0,51.0
35945,67.0,51.0,58.0
35946,51.0,58.0,48.0
35947,58.0,48.0,46.0
35948,48.0,46.0,45.0
35949,46.0,45.0,45.0
35950,45.0,45.0,43.0
35951,45.0,43.0,43.0
35952,43.0,43.0,53.0
35953,43.0,53.0,38.0
35954,53.0,38.0,38.0
35955,38.0,38.0,42.0
35956,38.0,42.0,61.0
35957,42.0,61.0,64.0
35958,61.0,64.0,75.0
35959,64.0,75.0,78.0
35960,75.0,78.0,88.0
35961,78.0,88.0,92.0
35962,88.0,92.0,101.0
35963,93.0,87.0,92.0
35964,87.0,92.0,94.0
35965,92.0,94.0,88.0
35966,94.0,88.0,82.0
35967,88.0,82.0,74.0
35968,82.0,74.0,68.0
35969,74.0,68.0,68.0
35970,68.0,68.0,63.0
35971,68.0,63.0,60.0
35972,63.0,60.0,56.0
35973,60.0,56.0,48.0
35974,56.0,48.0,47.0
35975,48.0,47.0,48.0
35976,47.0,48.0,55.0
35977,48.0,55.0,68.0
35978,55.0,68.0,83.0
35979,68.0,83.0,96.0
35980,83.0,96.0,100.0
35981,96.0,100.0,101.0
35982,37.0,37.0,33.0
35983,37.0,33.0,25.0
35984,33.0,25.0,21.0
35985,25.0,21.0,18.0
35986,21.0,18.0,16.0
35987,18.0,16.0,13.0
35988,16.0,13.0,14.0
35989,13.0,14.0,16.0
35990,14.0,16.0,18.0
35991,16.0,18.0,20.0
35992,18.0,20.0,27.0
35993,20.0,27.0,35.0
35994,27.0,35.0,36.0
35995,35.0,36.0,44.0
35996,36.0,44.0,101.0
35997,89.0,79.0,79.0
35998,79.0,79.0,74.0
35999,79.0,74.0,67.0
36000,74.0,67.0,63.0
36001,67.0,63.0,59.0
36002,63.0,59.0,41.0
36003,59.0,41.0,32.0
36004,41.0,32.0,25.0
36005,32.0,25.0,16.0
36006,25.0,16.0,14.0
36007,16.0,14.0,11.0
36008,14.0,11.0,8.0
36009,11.0,8.0,5.0
36010,8.0,5.0,9.0
36011,5.0,9.0,18.0
36012,9.0,18.0,30.0
36013,18.0,30.0,47.0
36014,30.0,47.0,64.0
36015,47.0,64.0,75.0
36016,64.0,75.0,84.0
36017,75.0,84.0,100.0
36018,84.0,100.0,101.0
36019,86.0,69.0,81.0
36020,69.0,81.0,68.0
36021,81.0,68.0,67.0
36022,68.0,67.0,71.0
36023,67.0,71.0,77.0
36024,71.0,77.0,89.0
36025,77.0,89.0,101.0
36026,92.0,80.0,72.0
36027,80.0,72.0,69.0
36028,72.0,69.0,67.0
36029,69.0,67.0,61.0
36030,67.0,61.0,54.0
36031,61.0,54.0,43.0
36032,54.0,43.0,38.0
36033,43.0,38.0,24.0
36034,38.0,24.0,21.0
36035,24.0,21.0,20.0
36036,21.0,20.0,19.0
36037,20.0,19.0,15.0
36038,19.0,15.0,15.0
36039,15.0,15.0,5.0
36040,15.0,5.0,4.0
36041,5.0,4.0,4.0
36042,4.0,4.0,7.0
36043,4.0,7.0,10.0
36044,7.0,10.0,5.0
36045,10.0,5.0,9.0
36046,5.0,9.0,9.0
36047,9.0,9.0,7.0
36048,9.0,7.0,9.0
36049,7.0,9.0,10.0
36050,9.0,10.0,10.0
36051,10.0,10.0,15.0
36052,10.0,15.0,18.0
36053,15.0,18.0,23.0
36054,18.0,23.0,30.0
36055,23.0,30.0,42.0
36056,30.0,42.0,101.0
36057,88.0,51.0,31.0
36058,51.0,31.0,16.0
36059,31.0,16.0,10.0
36060,16.0,10.0,12.0
36061,10.0,12.0,14.0
36062,12.0,14.0,12.0
36063,14.0,12.0,9.0
36064,12.0,9.0,10.0
36065,9.0,10.0,12.0
36066,10.0,12.0,11.0
36067,12.0,11.0,13.0
36068,11.0,13.0,20.0
36069,13.0,20.0,23.0
36070,20.0,23.0,31.0
36071,23.0,31.0,35.0
36072,31.0,35.0,44.0
36073,35.0,44.0,51.0
36074,44.0,51.0,58.0
36075,51.0,58.0,101.0
36076,16.0,73.0,101.0
36077,76.0,71.0,55.0
36078,71.0,55.0,44.0
36079,55.0,44.0,36.0
36080,44.0,36.0,27.0
36081,36.0,27.0,24.0
36082,27.0,24.0,22.0
36083,24.0,22.0,18.0
36084,22.0,18.0,20.0
36085,18.0,20.0,21.0
36086,20.0,21.0,19.0
36087,21.0,19.0,19.0
36088,19.0,19.0,16.0
36089,19.0,16.0,16.0
36090,16.0,16.0,18.0
36091,16.0,18.0,19.0
36092,18.0,19.0,25.0
36093,19.0,25.0,34.0
36094,25.0,34.0,38.0
36095,34.0,38.0,45.0
36096,38.0,45.0,49.0
36097,45.0,49.0,101.0
36098,99.0,89.0,101.0
36099,37.0,21.0,17.0
36100,21.0,17.0,12.0
36101,17.0,12.0,12.0
36102,12.0,12.0,10.0
36103,12.0,10.0,11.0
36104,10.0,11.0,12.0
36105,11.0,12.0,14.0
36106,12.0,14.0,15.0
36107,14.0,15.0,19.0
36108,15.0,19.0,27.0
36109,19.0,27.0,32.0
36110,27.0,32.0,30.0
36111,32.0,30.0,35.0
36112,30.0,35.0,35.0
36113,35.0,35.0,36.0
36114,35.0,36.0,45.0
36115,36.0,45.0,52.0
36116,45.0,52.0,57.0
36117,52.0,57.0,101.0
36118,42.0,50.0,57.0
36119,50.0,57.0,53.0
36120,57.0,53.0,52.0
36121,53.0,52.0,52.0
36122,52.0,52.0,56.0
36123,52.0,56.0,63.0
36124,56.0,63.0,70.0
36125,63.0,70.0,76.0
36126,70.0,76.0,79.0
36127,76.0,79.0,82.0
36128,79.0,82.0,98.0
36129,82.0,98.0,99.0
36130,98.0,99.0,101.0
36131,66.0,57.0,43.0
36132,57.0,43.0,101.0
36133,96.0,98.0,101.0
36134,83.0,74.0,71.0
36135,74.0,71.0,71.0
36136,71.0,71.0,71.0
36137,71.0,71.0,86.0
36138,71.0,86.0,82.0
36139,86.0,82.0,86.0
36140,82.0,86.0,93.0
36141,86.0,93.0,97.0
36142,93.0,97.0,101.0
36143,97.0,88.0,74.0
36144,88.0,74.0,56.0
36145,74.0,56.0,49.0
36146,56.0,49.0,37.0
36147,49.0,37.0,32.0
36148,37.0,32.0,27.0
36149,32.0,27.0,24.0
36150,27.0,24.0,18.0
36151,24.0,18.0,18.0
36152,18.0,18.0,19.0
36153,18.0,19.0,19.0
36154,19.0,19.0,16.0
36155,19.0,16.0,17.0
36156,16.0,17.0,16.0
36157,17.0,16.0,18.0
36158,16.0,18.0,23.0
36159,18.0,23.0,31.0
36160,23.0,31.0,40.0
36161,31.0,40.0,48.0
36162,40.0,48.0,101.0
36163,77.0,61.0,74.0
36164,61.0,74.0,79.0
36165,74.0,79.0,84.0
36166,79.0,84.0,86.0
36167,84.0,86.0,96.0
36168,86.0,96.0,95.0
36169,96.0,95.0,101.0
36170,98.0,97.0,89.0
36171,97.0,89.0,85.0
36172,89.0,85.0,80.0
36173,85.0,80.0,71.0
36174,80.0,71.0,60.0
36175,71.0,60.0,49.0
36176,60.0,49.0,40.0
36177,49.0,40.0,32.0
36178,40.0,32.0,30.0
36179,32.0,30.0,26.0
36180,30.0,26.0,19.0
36181,26.0,19.0,16.0
36182,19.0,16.0,10.0
36183,16.0,10.0,11.0
36184,10.0,11.0,8.0
36185,11.0,8.0,6.0
36186,8.0,6.0,6.0
36187,6.0,6.0,5.0
36188,6.0,5.0,6.0
36189,5.0,6.0,4.0
36190,6.0,4.0,4.0
36191,4.0,4.0,3.0
36192,4.0,3.0,3.0
36193,3.0,3.0,2.0
36194,3.0,2.0,3.0
36195,2.0,3.0,4.0
36196,3.0,4.0,6.0
36197,4.0,6.0,7.0
36198,6.0,7.0,10.0
36199,7.0,10.0,11.0
36200,10.0,11.0,12.0
36201,11.0,12.0,14.0
36202,12.0,14.0,15.0
36203,14.0,15.0,18.0
36204,15.0,18.0,13.0
36205,18.0,13.0,13.0
36206,13.0,13.0,15.0
36207,13.0,15.0,21.0
36208,15.0,21.0,31.0
36209,21.0,31.0,35.0
36210,31.0,35.0,34.0
36211,35.0,34.0,36.0
36212,34.0,36.0,49.0
36213,36.0,49.0,101.0
36214,19.0,14.0,17.0
36215,14.0,17.0,15.0
36216,17.0,15.0,10.0
36217,15.0,10.0,4.0
36218,10.0,4.0,3.0
36219,4.0,3.0,3.0
36220,3.0,3.0,2.0
36221,3.0,2.0,2.0
36222,2.0,2.0,2.0
36223,2.0,2.0,2.0
36224,2.0,2.0,2.0
36225,2.0,2.0,4.0
36226,2.0,4.0,5.0
36227,4.0,5.0,4.0
36228,5.0,4.0,4.0
36229,4.0,4.0,7.0
36230,4.0,7.0,10.0
36231,7.0,10.0,15.0
36232,10.0,15.0,14.0
36233,15.0,14.0,16.0
36234,14.0,16.0,21.0
36235,16.0,21.0,21.0
36236,21.0,21.0,22.0
36237,21.0,22.0,31.0
36238,22.0,31.0,32.0
36239,31.0,32.0,39.0
36240,32.0,39.0,48.0
36241,39.0,48.0,101.0
36242,98.0,90.0,95.0
36243,90.0,95.0,89.0
36244,95.0,89.0,73.0
36245,89.0,73.0,78.0
36246,73.0,78.0,86.0
36247,78.0,86.0,83.0
36248,86.0,83.0,77.0
36249,83.0,77.0,70.0
36250,77.0,70.0,68.0
36251,70.0,68.0,69.0
36252,68.0,69.0,77.0
36253,69.0,77.0,77.0
36254,77.0,77.0,94.0
36255,77.0,94.0,101.0
36256,89.0,89.0,92.0
36257,89.0,92.0,101.0
36258,94.0,90.0,79.0
36259,90.0,79.0,82.0
