,diff_0,diff_1,target
105,89.0,75.0,81.0
106,75.0,81.0,88.0
107,81.0,88.0,93.0
108,88.0,93.0,100.0
109,93.0,100.0,100.0
110,100.0,100.0,97.0
111,100.0,97.0,101.0
112,63.0,62.0,58.0
113,62.0,58.0,53.0
114,58.0,53.0,53.0
115,53.0,53.0,44.0
116,53.0,44.0,35.0
117,44.0,35.0,35.0
118,35.0,35.0,35.0
119,35.0,35.0,35.0
120,35.0,35.0,38.0
121,35.0,38.0,37.0
122,38.0,37.0,36.0
123,37.0,36.0,41.0
124,36.0,41.0,44.0
125,41.0,44.0,52.0
126,44.0,52.0,53.0
127,52.0,53.0,59.0
128,53.0,59.0,63.0
129,59.0,63.0,64.0
130,63.0,64.0,101.0
131,57.0,89.0,101.0
132,88.0,58.0,73.0
133,58.0,73.0,75.0
134,73.0,75.0,78.0
135,75.0,78.0,76.0
136,78.0,76.0,74.0
137,76.0,74.0,82.0
138,74.0,82.0,75.0
139,82.0,75.0,82.0
140,75.0,82.0,89.0
141,82.0,89.0,92.0
142,89.0,92.0,100.0
143,92.0,100.0,101.0
144,90.0,90.0,98.0
145,90.0,98.0,93.0
146,98.0,93.0,91.0
147,93.0,91.0,92.0
148,91.0,92.0,90.0
149,92.0,90.0,101.0
150,82.0,88.0,100.0
151,88.0,100.0,101.0
152,91.0,99.0,93.0
153,99.0,93.0,90.0
154,93.0,90.0,88.0
155,90.0,88.0,89.0
156,88.0,89.0,86.0
157,89.0,86.0,84.0
158,86.0,84.0,76.0
159,84.0,76.0,85.0
160,76.0,85.0,93.0
161,85.0,93.0,101.0
162,96.0,81.0,81.0
163,81.0,81.0,78.0
164,81.0,78.0,85.0
165,78.0,85.0,72.0
166,85.0,72.0,71.0
167,72.0,71.0,64.0
168,71.0,64.0,60.0
169,64.0,60.0,63.0
170,60.0,63.0,69.0
171,63.0,69.0,57.0
172,69.0,57.0,54.0
173,57.0,54.0,42.0
174,54.0,42.0,57.0
175,42.0,57.0,55.0
176,57.0,55.0,68.0
177,55.0,68.0,91.0
178,68.0,91.0,101.0
179,87.0,90.0,90.0
180,90.0,90.0,88.0
181,90.0,88.0,84.0
182,88.0,84.0,91.0
183,84.0,91.0,89.0
184,91.0,89.0,90.0
185,89.0,90.0,96.0
186,90.0,96.0,101.0
187,99.0,99.0,101.0
188,93.0,80.0,63.0
189,80.0,63.0,58.0
190,63.0,58.0,53.0
191,58.0,53.0,52.0
192,53.0,52.0,54.0
193,52.0,54.0,57.0
194,54.0,57.0,63.0
195,57.0,63.0,76.0
196,63.0,76.0,94.0
197,76.0,94.0,101.0
198,89.0,74.0,75.0
199,74.0,75.0,56.0
200,75.0,56.0,52.0
201,56.0,52.0,44.0
202,52.0,44.0,57.0
203,44.0,57.0,40.0
204,57.0,40.0,36.0
205,40.0,36.0,27.0
206,36.0,27.0,25.0
207,27.0,25.0,24.0
208,25.0,24.0,26.0
209,24.0,26.0,25.0
210,26.0,25.0,27.0
211,25.0,27.0,29.0
212,27.0,29.0,35.0
213,29.0,35.0,34.0
214,35.0,34.0,32.0
215,34.0,32.0,34.0
216,32.0,34.0,36.0
217,34.0,36.0,34.0
218,36.0,34.0,36.0
219,34.0,36.0,43.0
220,36.0,43.0,101.0
221,93.0,71.0,62.0
222,71.0,62.0,67.0
223,62.0,67.0,46.0
224,67.0,46.0,44.0
225,46.0,44.0,40.0
226,44.0,40.0,29.0
227,40.0,29.0,25.0
228,29.0,25.0,21.0
229,25.0,21.0,18.0
230,21.0,18.0,18.0
231,18.0,18.0,18.0
232,97.0,81.0,76.0
233,81.0,76.0,64.0
234,76.0,64.0,65.0
235,64.0,65.0,61.0
236,65.0,61.0,54.0
237,61.0,54.0,45.0
238,54.0,45.0,43.0
239,45.0,43.0,51.0
240,43.0,51.0,51.0
241,51.0,51.0,46.0
242,51.0,46.0,49.0
243,46.0,49.0,50.0
244,49.0,50.0,46.0
245,50.0,46.0,48.0
246,46.0,48.0,48.0
247,48.0,48.0,52.0
248,48.0,52.0,56.0
249,52.0,56.0,62.0
250,56.0,62.0,101.0
251,50.0,67.0,68.0
252,67.0,68.0,60.0
253,68.0,60.0,49.0
254,60.0,49.0,41.0
255,49.0,41.0,41.0
256,41.0,41.0,36.0
257,41.0,36.0,33.0
258,36.0,33.0,31.0
259,33.0,31.0,33.0
260,31.0,33.0,42.0
261,33.0,42.0,69.0
262,42.0,69.0,88.0
263,69.0,88.0,101.0
264,64.0,26.0,33.0
265,26.0,33.0,34.0
266,33.0,34.0,32.0
267,34.0,32.0,24.0
268,32.0,24.0,20.0
269,24.0,20.0,21.0
270,20.0,21.0,25.0
271,21.0,25.0,26.0
272,25.0,26.0,23.0
273,26.0,23.0,24.0
274,23.0,24.0,26.0
275,24.0,26.0,32.0
276,26.0,32.0,41.0
277,32.0,41.0,49.0
278,41.0,49.0,55.0
279,49.0,55.0,65.0
280,55.0,65.0,101.0
281,11.0,17.0,14.0
282,17.0,14.0,14.0
283,14.0,14.0,12.0
284,14.0,12.0,13.0
285,12.0,13.0,17.0
286,13.0,17.0,12.0
287,17.0,12.0,15.0
288,12.0,15.0,16.0
289,15.0,16.0,21.0
290,16.0,21.0,18.0
291,21.0,18.0,20.0
292,18.0,20.0,14.0
293,20.0,14.0,22.0
294,14.0,22.0,23.0
295,22.0,23.0,29.0
296,23.0,29.0,37.0
297,29.0,37.0,42.0
298,37.0,42.0,47.0
299,42.0,47.0,48.0
300,47.0,48.0,50.0
301,48.0,50.0,101.0
302,97.0,91.0,86.0
303,91.0,86.0,86.0
304,86.0,86.0,85.0
305,86.0,85.0,90.0
306,85.0,90.0,96.0
307,90.0,96.0,101.0
308,9.0,10.0,13.0
309,10.0,13.0,16.0
310,13.0,16.0,15.0
311,16.0,15.0,24.0
312,15.0,24.0,35.0
313,24.0,35.0,39.0
314,35.0,39.0,53.0
315,39.0,53.0,63.0
316,53.0,63.0,72.0
317,63.0,72.0,101.0
318,88.0,92.0,101.0
319,97.0,91.0,101.0
320,90.0,86.0,87.0
321,86.0,87.0,81.0
322,87.0,81.0,81.0
323,81.0,81.0,96.0
324,81.0,96.0,101.0
325,62.0,30.0,25.0
326,30.0,25.0,20.0
327,25.0,20.0,14.0
328,20.0,14.0,11.0
329,14.0,11.0,12.0
330,11.0,12.0,15.0
331,12.0,15.0,11.0
332,15.0,11.0,11.0
333,11.0,11.0,10.0
334,11.0,10.0,10.0
335,10.0,10.0,13.0
336,10.0,13.0,16.0
337,13.0,16.0,22.0
338,16.0,22.0,29.0
339,22.0,29.0,40.0
340,29.0,40.0,55.0
341,40.0,55.0,76.0
342,55.0,76.0,83.0
343,76.0,83.0,101.0
344,94.0,73.0,66.0
345,73.0,66.0,56.0
346,66.0,56.0,48.0
347,56.0,48.0,40.0
348,48.0,40.0,37.0
349,40.0,37.0,34.0
350,37.0,34.0,37.0
351,34.0,37.0,36.0
352,37.0,36.0,33.0
353,36.0,33.0,40.0
354,33.0,40.0,51.0
355,40.0,51.0,59.0
356,51.0,59.0,71.0
357,59.0,71.0,77.0
358,71.0,77.0,83.0
359,77.0,83.0,85.0
360,83.0,85.0,93.0
361,85.0,93.0,90.0
362,93.0,90.0,101.0
363,98.0,92.0,83.0
364,92.0,83.0,71.0
365,83.0,71.0,54.0
366,71.0,54.0,52.0
367,54.0,52.0,34.0
368,52.0,34.0,32.0
369,34.0,32.0,31.0
370,32.0,31.0,30.0
371,31.0,30.0,26.0
372,30.0,26.0,30.0
373,26.0,30.0,28.0
374,30.0,28.0,24.0
375,28.0,24.0,20.0
376,24.0,20.0,21.0
377,20.0,21.0,24.0
378,21.0,24.0,24.0
379,24.0,24.0,28.0
380,24.0,28.0,44.0
381,28.0,44.0,101.0
382,9.0,11.0,17.0
383,11.0,17.0,12.0
384,17.0,12.0,11.0
385,12.0,11.0,14.0
386,11.0,14.0,17.0
387,14.0,17.0,18.0
388,17.0,18.0,16.0
389,18.0,16.0,20.0
390,16.0,20.0,28.0
391,20.0,28.0,24.0
392,28.0,24.0,21.0
393,24.0,21.0,28.0
394,21.0,28.0,30.0
395,28.0,30.0,32.0
396,30.0,32.0,32.0
397,32.0,32.0,33.0
398,32.0,33.0,34.0
399,33.0,34.0,35.0
400,34.0,35.0,44.0
401,35.0,44.0,101.0
402,34.0,19.0,18.0
403,19.0,18.0,18.0
404,18.0,18.0,16.0
405,18.0,16.0,17.0
406,16.0,17.0,13.0
407,17.0,13.0,8.0
408,13.0,8.0,7.0
409,8.0,7.0,8.0
410,7.0,8.0,8.0
411,8.0,8.0,7.0
412,8.0,7.0,6.0
413,7.0,6.0,5.0
414,6.0,5.0,5.0
415,5.0,5.0,4.0
416,5.0,4.0,6.0
417,4.0,6.0,8.0
418,6.0,8.0,9.0
419,8.0,9.0,7.0
420,9.0,7.0,8.0
421,7.0,8.0,9.0
422,8.0,9.0,11.0
423,9.0,11.0,11.0
424,11.0,11.0,11.0
425,11.0,11.0,14.0
426,11.0,14.0,12.0
427,14.0,12.0,18.0
428,12.0,18.0,18.0
429,18.0,18.0,20.0
430,18.0,20.0,28.0
431,20.0,28.0,31.0
432,28.0,31.0,31.0
433,31.0,31.0,34.0
434,31.0,34.0,30.0
435,34.0,30.0,35.0
436,30.0,35.0,39.0
437,35.0,39.0,40.0
438,39.0,40.0,39.0
439,40.0,39.0,40.0
440,96.0,57.0,43.0
441,57.0,43.0,35.0
442,43.0,35.0,20.0
443,35.0,20.0,12.0
444,20.0,12.0,9.0
445,12.0,9.0,5.0
446,9.0,5.0,3.0
447,5.0,3.0,2.0
448,3.0,2.0,2.0
449,18.0,13.0,20.0
450,13.0,20.0,24.0
451,20.0,24.0,25.0
452,24.0,25.0,24.0
453,25.0,24.0,20.0
454,24.0,20.0,18.0
455,20.0,18.0,19.0
456,18.0,19.0,22.0
457,19.0,22.0,20.0
458,22.0,20.0,23.0
459,20.0,23.0,25.0
460,23.0,25.0,31.0
461,25.0,31.0,35.0
462,31.0,35.0,36.0
463,35.0,36.0,42.0
464,36.0,42.0,44.0
465,42.0,44.0,49.0
466,44.0,49.0,51.0
467,49.0,51.0,101.0
468,61.0,86.0,101.0
469,97.0,97.0,99.0
470,97.0,99.0,98.0
471,99.0,98.0,91.0
472,98.0,91.0,90.0
473,91.0,90.0,87.0
474,90.0,87.0,86.0
475,87.0,86.0,82.0
476,86.0,82.0,77.0
477,82.0,77.0,74.0
478,77.0,74.0,73.0
479,74.0,73.0,64.0
480,73.0,64.0,65.0
481,64.0,65.0,62.0
482,65.0,62.0,59.0
483,62.0,59.0,56.0
484,59.0,56.0,52.0
485,56.0,52.0,51.0
486,52.0,51.0,52.0
487,51.0,52.0,101.0
488,98.0,82.0,82.0
489,82.0,82.0,77.0
490,82.0,77.0,73.0
491,77.0,73.0,74.0
492,73.0,74.0,74.0
493,74.0,74.0,73.0
494,74.0,73.0,72.0
495,73.0,72.0,67.0
496,72.0,67.0,50.0
497,67.0,50.0,56.0
498,50.0,56.0,51.0
499,56.0,51.0,45.0
500,51.0,45.0,38.0
501,45.0,38.0,41.0
502,38.0,41.0,37.0
503,41.0,37.0,37.0
504,37.0,37.0,34.0
505,37.0,34.0,45.0
506,34.0,45.0,49.0
507,45.0,49.0,101.0
508,100.0,95.0,91.0
509,95.0,91.0,82.0
510,91.0,82.0,79.0
511,82.0,79.0,83.0
512,79.0,83.0,92.0
513,83.0,92.0,62.0
514,92.0,62.0,49.0
515,62.0,49.0,43.0
516,49.0,43.0,42.0
517,43.0,42.0,46.0
518,42.0,46.0,53.0
519,46.0,53.0,56.0
520,53.0,56.0,65.0
521,56.0,65.0,74.0
522,65.0,74.0,86.0
523,74.0,86.0,83.0
524,86.0,83.0,90.0
525,83.0,90.0,94.0
526,90.0,94.0,101.0
527,77.0,93.0,101.0
528,24.0,43.0,10.0
529,43.0,10.0,28.0
530,10.0,28.0,47.0
531,28.0,47.0,63.0
532,47.0,63.0,71.0
533,63.0,71.0,56.0
534,71.0,56.0,57.0
535,56.0,57.0,59.0
536,57.0,59.0,51.0
537,59.0,51.0,49.0
538,51.0,49.0,41.0
539,49.0,41.0,36.0
540,41.0,36.0,37.0
541,36.0,37.0,34.0
542,37.0,34.0,32.0
543,34.0,32.0,28.0
544,32.0,28.0,25.0
545,28.0,25.0,26.0
546,25.0,26.0,25.0
547,26.0,25.0,21.0
548,25.0,21.0,25.0
549,21.0,25.0,30.0
550,25.0,30.0,37.0
551,30.0,37.0,44.0
552,37.0,44.0,101.0
553,67.0,53.0,98.0
554,53.0,98.0,101.0
555,74.0,95.0,59.0
556,95.0,59.0,46.0
557,59.0,46.0,43.0
558,46.0,43.0,50.0
559,43.0,50.0,55.0
560,50.0,55.0,62.0
561,55.0,62.0,60.0
562,62.0,60.0,52.0
563,60.0,52.0,50.0
564,52.0,50.0,52.0
565,50.0,52.0,54.0
566,52.0,54.0,54.0
567,54.0,54.0,51.0
568,54.0,51.0,38.0
569,51.0,38.0,31.0
570,38.0,31.0,35.0
571,31.0,35.0,34.0
572,35.0,34.0,36.0
573,34.0,36.0,34.0
574,36.0,34.0,35.0
575,34.0,35.0,36.0
576,35.0,36.0,40.0
577,36.0,40.0,46.0
578,40.0,46.0,46.0
579,46.0,46.0,101.0
580,96.0,81.0,66.0
581,81.0,66.0,66.0
582,66.0,66.0,60.0
583,66.0,60.0,59.0
584,60.0,59.0,52.0
585,59.0,52.0,52.0
586,52.0,52.0,44.0
587,52.0,44.0,43.0
588,44.0,43.0,46.0
589,43.0,46.0,38.0
590,46.0,38.0,33.0
591,38.0,33.0,34.0
592,33.0,34.0,36.0
593,34.0,36.0,36.0
594,36.0,36.0,41.0
595,36.0,41.0,45.0
596,41.0,45.0,52.0
597,45.0,52.0,101.0
598,35.0,65.0,53.0
599,65.0,53.0,82.0
600,53.0,82.0,100.0
601,82.0,100.0,91.0
602,100.0,91.0,101.0
603,75.0,77.0,101.0
604,99.0,91.0,79.0
605,91.0,79.0,70.0
606,79.0,70.0,63.0
607,70.0,63.0,68.0
608,63.0,68.0,64.0
609,68.0,64.0,59.0
610,64.0,59.0,59.0
611,59.0,59.0,58.0
612,59.0,58.0,52.0
613,58.0,52.0,42.0
614,52.0,42.0,47.0
615,42.0,47.0,55.0
616,47.0,55.0,51.0
617,55.0,51.0,57.0
618,51.0,57.0,58.0
619,57.0,58.0,53.0
620,58.0,53.0,50.0
621,53.0,50.0,56.0
622,50.0,56.0,101.0
623,90.0,83.0,101.0
624,98.0,72.0,81.0
625,72.0,81.0,74.0
626,81.0,74.0,77.0
627,74.0,77.0,80.0
628,77.0,80.0,82.0
629,80.0,82.0,93.0
630,82.0,93.0,101.0
631,55.0,41.0,36.0
632,41.0,36.0,33.0
633,36.0,33.0,26.0
634,33.0,26.0,21.0
635,26.0,21.0,24.0
636,21.0,24.0,21.0
637,24.0,21.0,20.0
638,21.0,20.0,20.0
639,20.0,20.0,17.0
640,20.0,17.0,17.0
641,17.0,17.0,18.0
642,17.0,18.0,18.0
643,18.0,18.0,19.0
644,18.0,19.0,19.0
645,19.0,19.0,28.0
646,19.0,28.0,35.0
647,28.0,35.0,41.0
648,35.0,41.0,48.0
649,41.0,48.0,101.0
650,60.0,72.0,77.0
651,72.0,77.0,101.0
652,100.0,99.0,98.0
653,99.0,98.0,95.0
654,98.0,95.0,82.0
655,95.0,82.0,76.0
656,82.0,76.0,75.0
657,76.0,75.0,77.0
658,75.0,77.0,76.0
659,77.0,76.0,73.0
660,76.0,73.0,70.0
661,42.0,79.0,101.0
662,22.0,32.0,34.0
663,32.0,34.0,30.0
664,34.0,30.0,30.0
665,30.0,30.0,25.0
666,30.0,25.0,24.0
667,25.0,24.0,21.0
668,24.0,21.0,25.0
669,21.0,25.0,30.0
670,25.0,30.0,47.0
671,30.0,47.0,47.0
672,47.0,47.0,67.0
673,47.0,67.0,81.0
674,67.0,81.0,89.0
675,81.0,89.0,92.0
676,89.0,92.0,101.0
677,82.0,77.0,68.0
678,77.0,68.0,58.0
679,68.0,58.0,53.0
680,58.0,53.0,41.0
681,53.0,41.0,35.0
682,41.0,35.0,31.0
683,35.0,31.0,31.0
684,31.0,31.0,27.0
685,31.0,27.0,26.0
686,27.0,26.0,22.0
687,26.0,22.0,18.0
688,22.0,18.0,18.0
689,18.0,18.0,17.0
690,18.0,17.0,17.0
691,17.0,17.0,19.0
692,17.0,19.0,19.0
693,19.0,19.0,23.0
694,19.0,23.0,23.0
695,23.0,23.0,25.0
696,23.0,25.0,44.0
697,25.0,44.0,36.0
698,44.0,36.0,34.0
699,36.0,34.0,38.0
700,34.0,38.0,36.0
701,38.0,36.0,41.0
702,36.0,41.0,35.0
703,41.0,35.0,27.0
704,35.0,27.0,40.0
705,27.0,40.0,42.0
706,40.0,42.0,41.0
707,42.0,41.0,46.0
708,41.0,46.0,101.0
709,55.0,72.0,53.0
710,72.0,53.0,54.0
711,53.0,54.0,39.0
712,54.0,39.0,44.0
713,39.0,44.0,55.0
714,44.0,55.0,54.0
715,55.0,54.0,52.0
716,54.0,52.0,50.0
717,52.0,50.0,47.0
718,50.0,47.0,45.0
719,47.0,45.0,36.0
720,45.0,36.0,13.0
721,36.0,13.0,28.0
722,13.0,28.0,33.0
723,28.0,33.0,41.0
724,33.0,41.0,53.0
725,41.0,53.0,65.0
726,53.0,65.0,76.0
727,65.0,76.0,101.0
728,33.0,40.0,38.0
729,40.0,38.0,42.0
730,38.0,42.0,47.0
731,42.0,47.0,50.0
732,47.0,50.0,44.0
733,50.0,44.0,39.0
734,44.0,39.0,39.0
735,39.0,39.0,37.0
736,39.0,37.0,41.0
737,37.0,41.0,42.0
738,41.0,42.0,39.0
739,42.0,39.0,41.0
740,39.0,41.0,45.0
741,41.0,45.0,42.0
742,45.0,42.0,42.0
743,42.0,42.0,42.0
744,42.0,42.0,45.0
745,42.0,45.0,44.0
746,45.0,44.0,38.0
747,44.0,38.0,43.0
748,38.0,43.0,47.0
749,43.0,47.0,43.0
750,47.0,43.0,46.0
751,43.0,46.0,50.0
752,46.0,50.0,101.0
753,95.0,98.0,97.0
754,98.0,97.0,91.0
755,97.0,91.0,81.0
756,91.0,81.0,90.0
757,81.0,90.0,96.0
758,90.0,96.0,94.0
759,96.0,94.0,99.0
760,94.0,99.0,98.0
761,99.0,98.0,101.0
762,98.0,96.0,101.0
763,73.0,74.0,72.0
764,74.0,72.0,64.0
765,72.0,64.0,64.0
766,64.0,64.0,61.0
767,64.0,61.0,59.0
768,61.0,59.0,50.0
769,59.0,50.0,52.0
770,50.0,52.0,55.0
771,52.0,55.0,62.0
772,55.0,62.0,75.0
773,62.0,75.0,85.0
774,75.0,85.0,101.0
775,96.0,75.0,63.0
776,75.0,63.0,46.0
777,63.0,46.0,41.0
778,46.0,41.0,34.0
779,41.0,34.0,26.0
780,34.0,26.0,21.0
781,26.0,21.0,14.0
782,21.0,14.0,13.0
783,14.0,13.0,10.0
784,13.0,10.0,12.0
785,10.0,12.0,11.0
786,12.0,11.0,12.0
787,11.0,12.0,13.0
788,12.0,13.0,12.0
789,13.0,12.0,15.0
790,12.0,15.0,14.0
791,15.0,14.0,18.0
792,14.0,18.0,20.0
793,18.0,20.0,28.0
794,20.0,28.0,35.0
795,28.0,35.0,41.0
796,35.0,41.0,49.0
797,41.0,49.0,101.0
798,96.0,100.0,93.0
799,100.0,93.0,101.0
800,97.0,83.0,76.0
801,83.0,76.0,76.0
802,76.0,76.0,69.0
803,76.0,69.0,70.0
804,69.0,70.0,66.0
805,70.0,66.0,63.0
806,66.0,63.0,69.0
807,63.0,69.0,73.0
808,69.0,73.0,79.0
809,73.0,79.0,84.0
810,79.0,84.0,98.0
811,84.0,98.0,101.0
812,99.0,89.0,83.0
813,89.0,83.0,77.0
814,83.0,77.0,69.0
815,77.0,69.0,70.0
816,69.0,70.0,67.0
817,70.0,67.0,59.0
818,67.0,59.0,53.0
819,59.0,53.0,52.0
820,53.0,52.0,48.0
821,52.0,48.0,43.0
822,48.0,43.0,49.0
823,43.0,49.0,48.0
824,49.0,48.0,55.0
825,48.0,55.0,65.0
826,55.0,65.0,70.0
827,65.0,70.0,86.0
828,70.0,86.0,90.0
829,86.0,90.0,101.0
830,12.0,9.0,7.0
831,9.0,7.0,5.0
832,7.0,5.0,3.0
833,5.0,3.0,2.0
834,3.0,2.0,3.0
835,2.0,3.0,3.0
836,3.0,3.0,3.0
837,3.0,3.0,3.0
838,3.0,3.0,4.0
839,3.0,4.0,4.0
840,4.0,4.0,3.0
841,4.0,3.0,3.0
842,3.0,3.0,4.0
843,3.0,4.0,4.0
844,4.0,4.0,6.0
845,4.0,6.0,9.0
846,6.0,9.0,11.0
847,9.0,11.0,12.0
848,11.0,12.0,14.0
849,12.0,14.0,14.0
850,14.0,14.0,16.0
851,14.0,16.0,18.0
852,16.0,18.0,22.0
853,18.0,22.0,24.0
854,22.0,24.0,31.0
855,24.0,31.0,33.0
856,31.0,33.0,39.0
857,33.0,39.0,47.0
858,39.0,47.0,101.0
859,72.0,50.0,28.0
860,50.0,28.0,20.0
861,28.0,20.0,16.0
862,20.0,16.0,11.0
863,16.0,11.0,8.0
864,11.0,8.0,6.0
865,8.0,6.0,6.0
866,6.0,6.0,7.0
867,6.0,7.0,6.0
868,7.0,6.0,6.0
869,6.0,6.0,9.0
870,6.0,9.0,12.0
871,9.0,12.0,13.0
872,12.0,13.0,14.0
873,13.0,14.0,18.0
874,14.0,18.0,21.0
875,18.0,21.0,22.0
876,21.0,22.0,28.0
877,22.0,28.0,38.0
878,28.0,38.0,44.0
879,38.0,44.0,46.0
880,44.0,46.0,101.0
881,71.0,71.0,95.0
882,71.0,95.0,101.0
883,99.0,79.0,72.0
884,79.0,72.0,68.0
885,72.0,68.0,57.0
886,68.0,57.0,51.0
887,57.0,51.0,45.0
888,51.0,45.0,40.0
889,45.0,40.0,42.0
890,40.0,42.0,44.0
891,42.0,44.0,38.0
892,44.0,38.0,32.0
893,38.0,32.0,35.0
894,32.0,35.0,44.0
895,35.0,44.0,55.0
896,44.0,55.0,60.0
897,55.0,60.0,72.0
898,60.0,72.0,72.0
899,72.0,72.0,82.0
900,72.0,82.0,89.0
901,82.0,89.0,101.0
902,100.0,78.0,76.0
903,78.0,76.0,71.0
904,76.0,71.0,101.0
905,84.0,54.0,28.0
906,54.0,28.0,8.0
907,28.0,8.0,4.0
908,8.0,4.0,2.0
909,4.0,2.0,3.0
910,2.0,3.0,2.0
911,3.0,2.0,1.0
912,2.0,1.0,1.0
913,1.0,1.0,1.0
914,1.0,1.0,1.0
915,1.0,1.0,1.0
916,1.0,1.0,1.0
917,1.0,1.0,1.0
918,1.0,1.0,1.0
919,1.0,1.0,2.0
920,1.0,2.0,2.0
921,2.0,2.0,2.0
922,2.0,2.0,2.0
923,2.0,2.0,2.0
924,2.0,2.0,3.0
925,2.0,3.0,7.0
926,3.0,7.0,10.0
927,7.0,10.0,5.0
928,10.0,5.0,6.0
929,5.0,6.0,10.0
930,6.0,10.0,10.0
931,10.0,10.0,11.0
932,10.0,11.0,12.0
933,11.0,12.0,16.0
934,12.0,16.0,17.0
935,16.0,17.0,19.0
936,17.0,19.0,28.0
937,19.0,28.0,26.0
938,28.0,26.0,28.0
939,26.0,28.0,25.0
940,28.0,25.0,32.0
941,25.0,32.0,37.0
942,32.0,37.0,36.0
943,37.0,36.0,35.0
944,36.0,35.0,43.0
945,35.0,43.0,43.0
946,43.0,43.0,43.0
947,43.0,43.0,49.0
948,43.0,49.0,47.0
949,49.0,47.0,49.0
950,47.0,49.0,101.0
951,98.0,97.0,91.0
952,97.0,91.0,84.0
953,91.0,84.0,78.0
954,84.0,78.0,81.0
955,78.0,81.0,77.0
956,81.0,77.0,70.0
957,77.0,70.0,37.0
958,70.0,37.0,52.0
959,37.0,52.0,55.0
960,52.0,55.0,61.0
961,55.0,61.0,61.0
962,61.0,61.0,73.0
963,61.0,73.0,82.0
964,73.0,82.0,90.0
965,82.0,90.0,92.0
966,90.0,92.0,92.0
967,92.0,92.0,98.0
968,92.0,98.0,101.0
969,22.0,90.0,101.0
970,90.0,86.0,80.0
971,86.0,80.0,74.0
972,80.0,74.0,65.0
973,74.0,65.0,97.0
974,65.0,97.0,101.0
975,15.0,51.0,53.0
976,51.0,53.0,62.0
977,53.0,62.0,69.0
978,62.0,69.0,52.0
979,69.0,52.0,61.0
980,52.0,61.0,55.0
981,61.0,55.0,58.0
982,55.0,58.0,59.0
983,58.0,59.0,55.0
984,59.0,55.0,60.0
985,55.0,60.0,79.0
986,60.0,79.0,91.0
987,79.0,91.0,93.0
988,91.0,93.0,101.0
989,81.0,32.0,29.0
990,32.0,29.0,28.0
991,29.0,28.0,30.0
992,28.0,30.0,21.0
993,30.0,21.0,43.0
994,21.0,43.0,42.0
995,43.0,42.0,47.0
996,42.0,47.0,31.0
997,47.0,31.0,28.0
