,diff_0,diff_1,diff_2,target
21923,1.0,1.0,1.0,1.0
21924,1.0,1.0,1.0,2.0
21925,1.0,1.0,2.0,4.0
21926,1.0,2.0,4.0,4.0
21927,2.0,4.0,4.0,4.0
21928,4.0,4.0,4.0,5.0
21929,4.0,4.0,5.0,6.0
21930,4.0,5.0,6.0,8.0
21931,5.0,6.0,8.0,7.0
21932,6.0,8.0,7.0,12.0
21933,8.0,7.0,12.0,13.0
21934,7.0,12.0,13.0,19.0
21935,12.0,13.0,19.0,23.0
21936,13.0,19.0,23.0,23.0
21937,19.0,23.0,23.0,29.0
21938,23.0,23.0,29.0,37.0
21939,23.0,29.0,37.0,42.0
21940,29.0,37.0,42.0,47.0
21941,37.0,42.0,47.0,101.0
21942,72.0,43.0,29.0,23.0
21943,43.0,29.0,23.0,11.0
21944,29.0,23.0,11.0,11.0
21945,23.0,11.0,11.0,9.0
21946,11.0,11.0,9.0,8.0
21947,11.0,9.0,8.0,13.0
21948,9.0,8.0,13.0,11.0
21949,8.0,13.0,11.0,9.0
21950,13.0,11.0,9.0,10.0
21951,11.0,9.0,10.0,10.0
21952,9.0,10.0,10.0,10.0
21953,10.0,10.0,10.0,11.0
21954,10.0,10.0,11.0,12.0
21955,10.0,11.0,12.0,13.0
21956,11.0,12.0,13.0,15.0
21957,12.0,13.0,15.0,17.0
21958,13.0,15.0,17.0,16.0
21959,15.0,17.0,16.0,20.0
21960,17.0,16.0,20.0,20.0
21961,16.0,20.0,20.0,19.0
21962,20.0,20.0,19.0,20.0
21963,20.0,19.0,20.0,24.0
21964,19.0,20.0,24.0,28.0
21965,20.0,24.0,28.0,34.0
21966,24.0,28.0,34.0,34.0
21967,28.0,34.0,34.0,36.0
21968,34.0,34.0,36.0,48.0
21969,34.0,36.0,48.0,101.0
21970,58.0,37.0,34.0,32.0
21971,37.0,34.0,32.0,22.0
21972,34.0,32.0,22.0,18.0
21973,32.0,22.0,18.0,20.0
21974,22.0,18.0,20.0,23.0
21975,18.0,20.0,23.0,24.0
21976,20.0,23.0,24.0,26.0
21977,23.0,24.0,26.0,24.0
21978,24.0,26.0,24.0,26.0
21979,26.0,24.0,26.0,31.0
21980,24.0,26.0,31.0,35.0
21981,26.0,31.0,35.0,31.0
21982,31.0,35.0,31.0,36.0
21983,35.0,31.0,36.0,43.0
21984,31.0,36.0,43.0,46.0
21985,36.0,43.0,46.0,50.0
21986,43.0,46.0,50.0,51.0
21987,46.0,50.0,51.0,46.0
21988,50.0,51.0,46.0,49.0
21989,51.0,46.0,49.0,50.0
21990,46.0,49.0,50.0,101.0
21991,83.0,81.0,90.0,101.0
21992,96.0,87.0,80.0,70.0
21993,87.0,80.0,70.0,70.0
21994,80.0,70.0,70.0,82.0
21995,70.0,70.0,82.0,90.0
21996,70.0,82.0,90.0,95.0
21997,82.0,90.0,95.0,97.0
21998,90.0,95.0,97.0,97.0
21999,95.0,97.0,97.0,101.0
22000,86.0,81.0,73.0,66.0
22001,81.0,73.0,66.0,55.0
22002,73.0,66.0,55.0,48.0
22003,66.0,55.0,48.0,43.0
22004,55.0,48.0,43.0,39.0
22005,48.0,43.0,39.0,40.0
22006,43.0,39.0,40.0,40.0
22007,39.0,40.0,40.0,38.0
22008,40.0,40.0,38.0,42.0
22009,40.0,38.0,42.0,42.0
22010,38.0,42.0,42.0,46.0
22011,42.0,42.0,46.0,54.0
22012,42.0,46.0,54.0,54.0
22013,46.0,54.0,54.0,60.0
22014,54.0,54.0,60.0,63.0
22015,54.0,60.0,63.0,68.0
22016,60.0,63.0,68.0,69.0
22017,63.0,68.0,69.0,101.0
22018,92.0,81.0,74.0,81.0
22019,81.0,74.0,81.0,84.0
22020,74.0,81.0,84.0,84.0
22021,81.0,84.0,84.0,95.0
22022,84.0,84.0,95.0,82.0
22023,84.0,95.0,82.0,87.0
22024,95.0,82.0,87.0,83.0
22025,82.0,87.0,83.0,92.0
22026,87.0,83.0,92.0,100.0
22027,83.0,92.0,100.0,101.0
22028,34.0,23.0,15.0,8.0
22029,23.0,15.0,8.0,8.0
22030,15.0,8.0,8.0,9.0
22031,8.0,8.0,9.0,11.0
22032,8.0,9.0,11.0,13.0
22033,9.0,11.0,13.0,12.0
22034,11.0,13.0,12.0,19.0
22035,13.0,12.0,19.0,24.0
22036,12.0,19.0,24.0,35.0
22037,19.0,24.0,35.0,42.0
22038,24.0,35.0,42.0,55.0
22039,35.0,42.0,55.0,65.0
22040,42.0,55.0,65.0,74.0
22041,55.0,65.0,74.0,78.0
22042,65.0,74.0,78.0,87.0
22043,74.0,78.0,87.0,100.0
22044,78.0,87.0,100.0,90.0
22045,87.0,100.0,90.0,84.0
22046,100.0,90.0,84.0,83.0
22047,90.0,84.0,83.0,100.0
22048,84.0,83.0,100.0,101.0
22049,89.0,86.0,84.0,90.0
22050,86.0,84.0,90.0,90.0
22051,84.0,90.0,90.0,86.0
22052,90.0,90.0,86.0,75.0
22053,90.0,86.0,75.0,69.0
22054,86.0,75.0,69.0,69.0
22055,75.0,69.0,69.0,69.0
22056,69.0,69.0,69.0,76.0
22057,69.0,69.0,76.0,76.0
22058,69.0,76.0,76.0,74.0
22059,76.0,76.0,74.0,80.0
22060,76.0,74.0,80.0,80.0
22061,74.0,80.0,80.0,81.0
22062,80.0,80.0,81.0,83.0
22063,80.0,81.0,83.0,88.0
22064,81.0,83.0,88.0,87.0
22065,83.0,88.0,87.0,91.0
22066,88.0,87.0,91.0,101.0
22067,75.0,66.0,77.0,73.0
22068,66.0,77.0,73.0,77.0
22069,77.0,73.0,77.0,82.0
22070,73.0,77.0,82.0,82.0
22071,77.0,82.0,82.0,89.0
22072,82.0,82.0,89.0,95.0
22073,82.0,89.0,95.0,100.0
22074,89.0,95.0,100.0,101.0
22075,77.0,77.0,77.0,78.0
22076,77.0,77.0,78.0,83.0
22077,77.0,78.0,83.0,76.0
22078,78.0,83.0,76.0,75.0
22079,83.0,76.0,75.0,77.0
22080,76.0,75.0,77.0,76.0
22081,75.0,77.0,76.0,76.0
22082,77.0,76.0,76.0,71.0
22083,76.0,76.0,71.0,70.0
22084,76.0,71.0,70.0,70.0
22085,71.0,70.0,70.0,80.0
22086,70.0,70.0,80.0,80.0
22087,70.0,80.0,80.0,86.0
22088,80.0,80.0,86.0,93.0
22089,80.0,86.0,93.0,101.0
22090,23.0,19.0,19.0,18.0
22091,19.0,19.0,18.0,21.0
22092,19.0,18.0,21.0,27.0
22093,18.0,21.0,27.0,31.0
22094,21.0,27.0,31.0,37.0
22095,27.0,31.0,37.0,48.0
22096,31.0,37.0,48.0,56.0
22097,37.0,48.0,56.0,65.0
22098,48.0,56.0,65.0,78.0
22099,56.0,65.0,78.0,76.0
22100,65.0,78.0,76.0,75.0
22101,78.0,76.0,75.0,95.0
22102,76.0,75.0,95.0,94.0
22103,75.0,95.0,94.0,101.0
22104,99.0,94.0,94.0,94.0
22105,94.0,94.0,94.0,90.0
22106,94.0,94.0,90.0,90.0
22107,94.0,90.0,90.0,87.0
22108,90.0,90.0,87.0,88.0
22109,90.0,87.0,88.0,91.0
22110,87.0,88.0,91.0,89.0
22111,88.0,91.0,89.0,92.0
22112,91.0,89.0,92.0,95.0
22113,89.0,92.0,95.0,101.0
22114,9.0,38.0,79.0,98.0
22115,38.0,79.0,98.0,101.0
22116,99.0,95.0,97.0,98.0
22117,95.0,97.0,98.0,101.0
22118,84.0,52.0,51.0,56.0
22119,52.0,51.0,56.0,57.0
22120,51.0,56.0,57.0,56.0
22121,56.0,57.0,56.0,61.0
22122,57.0,56.0,61.0,60.0
22123,56.0,61.0,60.0,53.0
22124,61.0,60.0,53.0,19.0
22125,60.0,53.0,19.0,28.0
22126,53.0,19.0,28.0,51.0
22127,19.0,28.0,51.0,60.0
22128,28.0,51.0,60.0,71.0
22129,51.0,60.0,71.0,70.0
22130,60.0,71.0,70.0,82.0
22131,71.0,70.0,82.0,89.0
22132,70.0,82.0,89.0,101.0
22133,74.0,17.0,28.0,54.0
22134,17.0,28.0,54.0,78.0
22135,28.0,54.0,78.0,62.0
22136,54.0,78.0,62.0,55.0
22137,78.0,62.0,55.0,48.0
22138,62.0,55.0,48.0,43.0
22139,55.0,48.0,43.0,25.0
22140,48.0,43.0,25.0,16.0
22141,43.0,25.0,16.0,15.0
22142,25.0,16.0,15.0,14.0
22143,16.0,15.0,14.0,15.0
22144,15.0,14.0,15.0,16.0
22145,14.0,15.0,16.0,18.0
22146,15.0,16.0,18.0,17.0
22147,16.0,18.0,17.0,19.0
22148,18.0,17.0,19.0,18.0
22149,17.0,19.0,18.0,17.0
22150,19.0,18.0,17.0,19.0
22151,18.0,17.0,19.0,18.0
22152,17.0,19.0,18.0,20.0
22153,19.0,18.0,20.0,24.0
22154,18.0,20.0,24.0,23.0
22155,20.0,24.0,23.0,28.0
22156,24.0,23.0,28.0,27.0
22157,23.0,28.0,27.0,27.0
22158,28.0,27.0,27.0,32.0
22159,27.0,27.0,32.0,35.0
22160,27.0,32.0,35.0,33.0
22161,32.0,35.0,33.0,30.0
22162,35.0,33.0,30.0,32.0
22163,33.0,30.0,32.0,28.0
22164,30.0,32.0,28.0,31.0
22165,32.0,28.0,31.0,40.0
22166,28.0,31.0,40.0,40.0
22167,31.0,40.0,40.0,40.0
22168,40.0,40.0,40.0,36.0
22169,40.0,40.0,36.0,34.0
22170,40.0,36.0,34.0,34.0
22171,36.0,34.0,34.0,40.0
22172,34.0,34.0,40.0,44.0
22173,34.0,40.0,44.0,43.0
22174,40.0,44.0,43.0,50.0
22175,44.0,43.0,50.0,101.0
22176,69.0,60.0,60.0,62.0
22177,60.0,60.0,62.0,87.0
22178,60.0,62.0,87.0,101.0
22179,65.0,48.0,41.0,33.0
22180,48.0,41.0,33.0,33.0
22181,41.0,33.0,33.0,28.0
22182,33.0,33.0,28.0,31.0
22183,33.0,28.0,31.0,46.0
22184,28.0,31.0,46.0,68.0
22185,31.0,46.0,68.0,84.0
22186,46.0,68.0,84.0,89.0
22187,68.0,84.0,89.0,99.0
22188,84.0,89.0,99.0,101.0
22189,61.0,44.0,38.0,26.0
22190,44.0,38.0,26.0,23.0
22191,38.0,26.0,23.0,17.0
22192,26.0,23.0,17.0,17.0
22193,23.0,17.0,17.0,21.0
22194,17.0,17.0,21.0,20.0
22195,17.0,21.0,20.0,23.0
22196,21.0,20.0,23.0,22.0
22197,20.0,23.0,22.0,28.0
22198,23.0,22.0,28.0,35.0
22199,22.0,28.0,35.0,44.0
22200,28.0,35.0,44.0,48.0
22201,35.0,44.0,48.0,52.0
22202,44.0,48.0,52.0,65.0
22203,48.0,52.0,65.0,70.0
22204,52.0,65.0,70.0,82.0
22205,65.0,70.0,82.0,92.0
22206,70.0,82.0,92.0,101.0
22207,29.0,14.0,12.0,10.0
22208,14.0,12.0,10.0,10.0
22209,12.0,10.0,10.0,8.0
22210,10.0,10.0,8.0,5.0
22211,10.0,8.0,5.0,5.0
22212,8.0,5.0,5.0,7.0
22213,5.0,5.0,7.0,8.0
22214,5.0,7.0,8.0,7.0
22215,7.0,8.0,7.0,10.0
22216,8.0,7.0,10.0,14.0
22217,7.0,10.0,14.0,16.0
22218,10.0,14.0,16.0,21.0
22219,14.0,16.0,21.0,25.0
22220,16.0,21.0,25.0,32.0
22221,21.0,25.0,32.0,41.0
22222,25.0,32.0,41.0,43.0
22223,32.0,41.0,43.0,49.0
22224,41.0,43.0,49.0,101.0
22225,93.0,75.0,73.0,68.0
22226,75.0,73.0,68.0,67.0
22227,73.0,68.0,67.0,67.0
22228,68.0,67.0,67.0,67.0
22229,67.0,67.0,67.0,67.0
22230,67.0,67.0,67.0,72.0
22231,67.0,67.0,72.0,83.0
22232,67.0,72.0,83.0,92.0
22233,72.0,83.0,92.0,101.0
22234,82.0,89.0,93.0,82.0
22235,89.0,93.0,82.0,80.0
22236,93.0,82.0,80.0,86.0
22237,82.0,80.0,86.0,71.0
22238,80.0,86.0,71.0,71.0
22239,86.0,71.0,71.0,64.0
22240,71.0,71.0,64.0,56.0
22241,71.0,64.0,56.0,54.0
22242,64.0,56.0,54.0,75.0
22243,56.0,54.0,75.0,55.0
22244,54.0,75.0,55.0,44.0
22245,75.0,55.0,44.0,42.0
22246,55.0,44.0,42.0,41.0
22247,44.0,42.0,41.0,41.0
22248,42.0,41.0,41.0,32.0
22249,41.0,41.0,32.0,37.0
22250,41.0,32.0,37.0,45.0
22251,32.0,37.0,45.0,50.0
22252,37.0,45.0,50.0,101.0
22253,63.0,56.0,52.0,46.0
22254,56.0,52.0,46.0,46.0
22255,52.0,46.0,46.0,46.0
22256,46.0,46.0,46.0,47.0
22257,46.0,46.0,47.0,58.0
22258,46.0,47.0,58.0,55.0
22259,47.0,58.0,55.0,64.0
22260,58.0,55.0,64.0,75.0
22261,55.0,64.0,75.0,80.0
22262,64.0,75.0,80.0,97.0
22263,75.0,80.0,97.0,101.0
22264,98.0,98.0,92.0,92.0
22265,98.0,92.0,92.0,101.0
22266,97.0,91.0,84.0,76.0
22267,91.0,84.0,76.0,71.0
22268,84.0,76.0,71.0,71.0
22269,76.0,71.0,71.0,66.0
22270,71.0,71.0,66.0,75.0
22271,71.0,66.0,75.0,78.0
22272,66.0,75.0,78.0,100.0
22273,75.0,78.0,100.0,101.0
22274,78.0,77.0,77.0,77.0
22275,77.0,77.0,77.0,73.0
22276,77.0,77.0,73.0,85.0
22277,77.0,73.0,85.0,97.0
22278,73.0,85.0,97.0,93.0
22279,85.0,97.0,93.0,98.0
22280,97.0,93.0,98.0,98.0
22281,93.0,98.0,98.0,97.0
22282,98.0,98.0,97.0,101.0
22283,93.0,92.0,92.0,101.0
22284,85.0,80.0,79.0,92.0
22285,80.0,79.0,92.0,99.0
22286,79.0,92.0,99.0,97.0
22287,92.0,99.0,97.0,94.0
22288,99.0,97.0,94.0,95.0
22289,97.0,94.0,95.0,98.0
22290,94.0,95.0,98.0,101.0
22291,74.0,59.0,53.0,57.0
22292,59.0,53.0,57.0,50.0
22293,53.0,57.0,50.0,48.0
22294,57.0,50.0,48.0,37.0
22295,50.0,48.0,37.0,36.0
22296,48.0,37.0,36.0,40.0
22297,37.0,36.0,40.0,47.0
22298,36.0,40.0,47.0,54.0
22299,40.0,47.0,54.0,59.0
22300,47.0,54.0,59.0,69.0
22301,54.0,59.0,69.0,82.0
22302,59.0,69.0,82.0,83.0
22303,69.0,82.0,83.0,88.0
22304,82.0,83.0,88.0,89.0
22305,83.0,88.0,89.0,92.0
22306,88.0,89.0,92.0,92.0
22307,89.0,92.0,92.0,101.0
22308,79.0,79.0,66.0,54.0
22309,79.0,66.0,54.0,54.0
22310,66.0,54.0,54.0,54.0
22311,54.0,54.0,54.0,54.0
22312,54.0,54.0,54.0,51.0
22313,54.0,54.0,51.0,61.0
22314,54.0,51.0,61.0,79.0
22315,51.0,61.0,79.0,96.0
22316,61.0,79.0,96.0,101.0
22317,64.0,74.0,73.0,79.0
22318,74.0,73.0,79.0,82.0
22319,73.0,79.0,82.0,96.0
22320,79.0,82.0,96.0,101.0
22321,73.0,66.0,64.0,62.0
22322,66.0,64.0,62.0,53.0
22323,64.0,62.0,53.0,51.0
22324,62.0,53.0,51.0,49.0
22325,53.0,51.0,49.0,49.0
22326,51.0,49.0,49.0,48.0
22327,49.0,49.0,48.0,60.0
22328,49.0,48.0,60.0,63.0
22329,48.0,60.0,63.0,70.0
22330,60.0,63.0,70.0,79.0
22331,63.0,70.0,79.0,86.0
22332,70.0,79.0,86.0,86.0
22333,79.0,86.0,86.0,95.0
22334,86.0,86.0,95.0,101.0
22335,93.0,88.0,80.0,76.0
22336,88.0,80.0,76.0,74.0
22337,80.0,76.0,74.0,71.0
22338,76.0,74.0,71.0,65.0
22339,74.0,71.0,65.0,56.0
22340,71.0,65.0,56.0,53.0
22341,65.0,56.0,53.0,61.0
22342,56.0,53.0,61.0,74.0
22343,53.0,61.0,74.0,81.0
22344,61.0,74.0,81.0,87.0
22345,74.0,81.0,87.0,88.0
22346,81.0,87.0,88.0,97.0
22347,87.0,88.0,97.0,98.0
22348,88.0,97.0,98.0,95.0
22349,97.0,98.0,95.0,96.0
22350,98.0,95.0,96.0,94.0
22351,95.0,96.0,94.0,93.0
22352,96.0,94.0,93.0,101.0
22353,68.0,48.0,47.0,38.0
22354,48.0,47.0,38.0,32.0
22355,47.0,38.0,32.0,26.0
22356,38.0,32.0,26.0,25.0
22357,32.0,26.0,25.0,19.0
22358,26.0,25.0,19.0,17.0
22359,25.0,19.0,17.0,15.0
22360,19.0,17.0,15.0,12.0
22361,17.0,15.0,12.0,12.0
22362,15.0,12.0,12.0,9.0
22363,12.0,12.0,9.0,10.0
22364,12.0,9.0,10.0,14.0
22365,9.0,10.0,14.0,16.0
22366,10.0,14.0,16.0,22.0
22367,14.0,16.0,22.0,22.0
22368,16.0,22.0,22.0,33.0
22369,22.0,22.0,33.0,39.0
22370,22.0,33.0,39.0,53.0
22371,33.0,39.0,53.0,74.0
22372,39.0,53.0,74.0,78.0
22373,53.0,74.0,78.0,88.0
22374,74.0,78.0,88.0,98.0
22375,78.0,88.0,98.0,101.0
22376,90.0,80.0,91.0,101.0
22377,88.0,79.0,72.0,71.0
22378,79.0,72.0,71.0,71.0
22379,72.0,71.0,71.0,77.0
22380,71.0,71.0,77.0,86.0
22381,71.0,77.0,86.0,94.0
22382,77.0,86.0,94.0,101.0
22383,82.0,76.0,74.0,73.0
22384,76.0,74.0,73.0,73.0
22385,74.0,73.0,73.0,65.0
22386,73.0,73.0,65.0,59.0
22387,73.0,65.0,59.0,58.0
22388,65.0,59.0,58.0,54.0
22389,59.0,58.0,54.0,54.0
22390,58.0,54.0,54.0,53.0
22391,54.0,54.0,53.0,52.0
22392,54.0,53.0,52.0,55.0
22393,53.0,52.0,55.0,52.0
22394,52.0,55.0,52.0,57.0
22395,55.0,52.0,57.0,76.0
22396,52.0,57.0,76.0,91.0
22397,57.0,76.0,91.0,99.0
22398,76.0,91.0,99.0,101.0
22399,73.0,69.0,62.0,62.0
22400,69.0,62.0,62.0,60.0
22401,62.0,62.0,60.0,64.0
22402,62.0,60.0,64.0,61.0
22403,60.0,64.0,61.0,56.0
22404,64.0,61.0,56.0,57.0
22405,61.0,56.0,57.0,57.0
22406,56.0,57.0,57.0,64.0
22407,57.0,57.0,64.0,84.0
22408,57.0,64.0,84.0,100.0
22409,64.0,84.0,100.0,101.0
22410,89.0,69.0,60.0,51.0
22411,69.0,60.0,51.0,47.0
22412,60.0,51.0,47.0,43.0
22413,51.0,47.0,43.0,37.0
22414,47.0,43.0,37.0,34.0
22415,43.0,37.0,34.0,32.0
22416,37.0,34.0,32.0,32.0
22417,34.0,32.0,32.0,27.0
22418,32.0,32.0,27.0,24.0
22419,32.0,27.0,24.0,26.0
22420,27.0,24.0,26.0,34.0
22421,24.0,26.0,34.0,35.0
22422,26.0,34.0,35.0,38.0
22423,34.0,35.0,38.0,36.0
22424,35.0,38.0,36.0,45.0
22425,38.0,36.0,45.0,46.0
22426,36.0,45.0,46.0,51.0
22427,45.0,46.0,51.0,101.0
22428,64.0,52.0,44.0,42.0
22429,52.0,44.0,42.0,42.0
22430,44.0,42.0,42.0,41.0
22431,42.0,42.0,41.0,41.0
22432,42.0,41.0,41.0,41.0
22433,41.0,41.0,41.0,41.0
22434,41.0,41.0,41.0,38.0
22435,41.0,41.0,38.0,35.0
22436,41.0,38.0,35.0,40.0
22437,38.0,35.0,40.0,45.0
22438,35.0,40.0,45.0,42.0
22439,40.0,45.0,42.0,48.0
22440,45.0,42.0,48.0,54.0
22441,42.0,48.0,54.0,65.0
22442,48.0,54.0,65.0,70.0
22443,54.0,65.0,70.0,73.0
22444,65.0,70.0,73.0,84.0
22445,70.0,73.0,84.0,101.0
22446,75.0,63.0,53.0,39.0
22447,63.0,53.0,39.0,32.0
22448,53.0,39.0,32.0,32.0
22449,39.0,32.0,32.0,32.0
22450,32.0,32.0,32.0,36.0
22451,32.0,32.0,36.0,38.0
22452,32.0,36.0,38.0,42.0
22453,36.0,38.0,42.0,48.0
22454,38.0,42.0,48.0,54.0
22455,42.0,48.0,54.0,56.0
22456,48.0,54.0,56.0,65.0
22457,54.0,56.0,65.0,70.0
22458,56.0,65.0,70.0,74.0
22459,65.0,70.0,74.0,91.0
22460,70.0,74.0,91.0,96.0
22461,74.0,91.0,96.0,101.0
22462,82.0,86.0,58.0,39.0
22463,86.0,58.0,39.0,31.0
22464,58.0,39.0,31.0,25.0
22465,39.0,31.0,25.0,27.0
22466,31.0,25.0,27.0,29.0
22467,25.0,27.0,29.0,31.0
22468,27.0,29.0,31.0,36.0
22469,29.0,31.0,36.0,36.0
22470,31.0,36.0,36.0,56.0
22471,36.0,36.0,56.0,57.0
22472,36.0,56.0,57.0,64.0
22473,56.0,57.0,64.0,63.0
22474,57.0,64.0,63.0,75.0
22475,64.0,63.0,75.0,82.0
22476,63.0,75.0,82.0,75.0
22477,75.0,82.0,75.0,95.0
22478,82.0,75.0,95.0,90.0
22479,75.0,95.0,90.0,101.0
22480,79.0,78.0,55.0,35.0
22481,78.0,55.0,35.0,19.0
22482,55.0,35.0,19.0,6.0
22483,35.0,19.0,6.0,3.0
22484,19.0,6.0,3.0,3.0
22485,6.0,3.0,3.0,5.0
22486,3.0,3.0,5.0,10.0
22487,3.0,5.0,10.0,4.0
22488,5.0,10.0,4.0,3.0
22489,10.0,4.0,3.0,4.0
22490,4.0,3.0,4.0,3.0
22491,3.0,4.0,3.0,2.0
22492,4.0,3.0,2.0,3.0
22493,3.0,2.0,3.0,3.0
22494,2.0,3.0,3.0,7.0
22495,3.0,3.0,7.0,9.0
22496,3.0,7.0,9.0,16.0
22497,7.0,9.0,16.0,19.0
22498,9.0,16.0,19.0,21.0
22499,16.0,19.0,21.0,23.0
22500,19.0,21.0,23.0,31.0
22501,21.0,23.0,31.0,34.0
22502,23.0,31.0,34.0,36.0
22503,31.0,34.0,36.0,44.0
22504,34.0,36.0,44.0,101.0
22505,98.0,84.0,93.0,101.0
22506,58.0,53.0,69.0,66.0
22507,53.0,69.0,66.0,61.0
22508,69.0,66.0,61.0,51.0
22509,66.0,61.0,51.0,69.0
22510,61.0,51.0,69.0,73.0
22511,51.0,69.0,73.0,79.0
22512,69.0,73.0,79.0,88.0
22513,73.0,79.0,88.0,101.0
22514,85.0,69.0,66.0,56.0
22515,69.0,66.0,56.0,47.0
22516,66.0,56.0,47.0,46.0
22517,56.0,47.0,46.0,28.0
22518,47.0,46.0,28.0,23.0
22519,46.0,28.0,23.0,23.0
22520,28.0,23.0,23.0,26.0
22521,23.0,23.0,26.0,26.0
22522,23.0,26.0,26.0,31.0
22523,26.0,26.0,31.0,34.0
22524,26.0,31.0,34.0,39.0
22525,31.0,34.0,39.0,43.0
22526,34.0,39.0,43.0,43.0
22527,39.0,43.0,43.0,45.0
22528,43.0,43.0,45.0,59.0
22529,43.0,45.0,59.0,55.0
22530,45.0,59.0,55.0,55.0
22531,59.0,55.0,55.0,101.0
22532,94.0,83.0,79.0,71.0
22533,83.0,79.0,71.0,71.0
22534,79.0,71.0,71.0,71.0
22535,71.0,71.0,71.0,71.0
22536,71.0,71.0,71.0,69.0
22537,71.0,71.0,69.0,70.0
22538,71.0,69.0,70.0,79.0
22539,69.0,70.0,79.0,91.0
22540,70.0,79.0,91.0,101.0
22541,31.0,28.0,22.0,16.0
22542,28.0,22.0,16.0,16.0
22543,22.0,16.0,16.0,7.0
22544,16.0,16.0,7.0,7.0
22545,16.0,7.0,7.0,7.0
22546,7.0,7.0,7.0,6.0
22547,7.0,7.0,6.0,8.0
22548,7.0,6.0,8.0,10.0
22549,6.0,8.0,10.0,16.0
22550,8.0,10.0,16.0,22.0
22551,10.0,16.0,22.0,28.0
22552,16.0,22.0,28.0,32.0
22553,22.0,28.0,32.0,43.0
22554,28.0,32.0,43.0,50.0
22555,32.0,43.0,50.0,101.0
22556,73.0,72.0,57.0,43.0
22557,72.0,57.0,43.0,101.0
22558,94.0,89.0,81.0,77.0
22559,89.0,81.0,77.0,67.0
22560,81.0,77.0,67.0,62.0
22561,77.0,67.0,62.0,46.0
22562,67.0,62.0,46.0,38.0
22563,62.0,46.0,38.0,26.0
22564,46.0,38.0,26.0,26.0
22565,38.0,26.0,26.0,27.0
22566,26.0,26.0,27.0,23.0
22567,61.0,56.0,46.0,38.0
22568,56.0,46.0,38.0,28.0
22569,46.0,38.0,28.0,22.0
22570,38.0,28.0,22.0,20.0
22571,28.0,22.0,20.0,20.0
22572,22.0,20.0,20.0,20.0
22573,20.0,20.0,20.0,20.0
22574,20.0,20.0,20.0,24.0
22575,20.0,20.0,24.0,29.0
22576,20.0,24.0,29.0,35.0
22577,24.0,29.0,35.0,38.0
22578,29.0,35.0,38.0,45.0
22579,35.0,38.0,45.0,54.0
22580,38.0,45.0,54.0,59.0
22581,45.0,54.0,59.0,71.0
22582,54.0,59.0,71.0,72.0
22583,59.0,71.0,72.0,77.0
22584,71.0,72.0,77.0,101.0
22585,73.0,69.0,66.0,66.0
22586,69.0,66.0,66.0,65.0
22587,66.0,66.0,65.0,69.0
22588,66.0,65.0,69.0,70.0
22589,65.0,69.0,70.0,75.0
22590,69.0,70.0,75.0,80.0
22591,70.0,75.0,80.0,78.0
22592,75.0,80.0,78.0,80.0
22593,80.0,78.0,80.0,83.0
22594,78.0,80.0,83.0,90.0
22595,80.0,83.0,90.0,92.0
22596,83.0,90.0,92.0,95.0
22597,90.0,92.0,95.0,97.0
22598,92.0,95.0,97.0,99.0
22599,95.0,97.0,99.0,101.0
22600,92.0,95.0,95.0,96.0
22601,95.0,95.0,96.0,99.0
22602,95.0,96.0,99.0,101.0
22603,69.0,41.0,41.0,28.0
22604,41.0,41.0,28.0,19.0
22605,41.0,28.0,19.0,19.0
22606,28.0,19.0,19.0,19.0
22607,19.0,19.0,19.0,18.0
22608,19.0,19.0,18.0,18.0
22609,19.0,18.0,18.0,18.0
22610,18.0,18.0,18.0,18.0
22611,18.0,18.0,18.0,17.0
22612,18.0,18.0,17.0,15.0
22613,18.0,17.0,15.0,17.0
22614,17.0,15.0,17.0,17.0
22615,15.0,17.0,17.0,16.0
22616,17.0,17.0,16.0,17.0
22617,17.0,16.0,17.0,16.0
22618,16.0,17.0,16.0,15.0
22619,17.0,16.0,15.0,15.0
22620,16.0,15.0,15.0,18.0
22621,15.0,15.0,18.0,16.0
22622,15.0,18.0,16.0,17.0
22623,18.0,16.0,17.0,16.0
22624,16.0,17.0,16.0,23.0
22625,17.0,16.0,23.0,32.0
22626,16.0,23.0,32.0,47.0
22627,23.0,32.0,47.0,101.0
22628,94.0,86.0,75.0,67.0
22629,86.0,75.0,67.0,52.0
22630,75.0,67.0,52.0,43.0
22631,67.0,52.0,43.0,39.0
22632,52.0,43.0,39.0,31.0
22633,43.0,39.0,31.0,25.0
22634,39.0,31.0,25.0,24.0
22635,31.0,25.0,24.0,11.0
22636,25.0,24.0,11.0,8.0
22637,24.0,11.0,8.0,8.0
22638,11.0,8.0,8.0,8.0
22639,8.0,8.0,8.0,6.0
22640,8.0,8.0,6.0,9.0
22641,8.0,6.0,9.0,5.0
22642,6.0,9.0,5.0,5.0
22643,9.0,5.0,5.0,7.0
22644,5.0,5.0,7.0,9.0
22645,5.0,7.0,9.0,11.0
22646,7.0,9.0,11.0,10.0
22647,9.0,11.0,10.0,14.0
22648,11.0,10.0,14.0,17.0
22649,10.0,14.0,17.0,25.0
22650,14.0,17.0,25.0,32.0
22651,17.0,25.0,32.0,34.0
22652,25.0,32.0,34.0,39.0
22653,32.0,34.0,39.0,41.0
22654,34.0,39.0,41.0,42.0
22655,39.0,41.0,42.0,42.0
22656,41.0,42.0,42.0,50.0
22657,42.0,42.0,50.0,50.0
