,diff_0,diff_1,diff_2,target
87,13.0,23.0,33.0,40.0
88,23.0,33.0,40.0,46.0
89,33.0,40.0,46.0,60.0
90,40.0,46.0,60.0,64.0
91,46.0,60.0,64.0,75.0
92,60.0,64.0,75.0,101.0
93,85.0,76.0,73.0,70.0
94,76.0,73.0,70.0,75.0
95,73.0,70.0,75.0,85.0
96,70.0,75.0,85.0,94.0
97,75.0,85.0,94.0,101.0
98,60.0,57.0,44.0,34.0
99,57.0,44.0,34.0,35.0
100,44.0,34.0,35.0,36.0
101,34.0,35.0,36.0,30.0
102,35.0,36.0,30.0,23.0
103,36.0,30.0,23.0,26.0
104,30.0,23.0,26.0,28.0
105,23.0,26.0,28.0,21.0
106,26.0,28.0,21.0,21.0
107,28.0,21.0,21.0,8.0
108,21.0,21.0,8.0,8.0
109,21.0,8.0,8.0,12.0
110,8.0,8.0,12.0,14.0
111,8.0,12.0,14.0,18.0
112,12.0,14.0,18.0,24.0
113,14.0,18.0,24.0,29.0
114,18.0,24.0,29.0,27.0
115,24.0,29.0,27.0,42.0
116,29.0,27.0,42.0,44.0
117,27.0,42.0,44.0,101.0
118,24.0,24.0,30.0,36.0
119,24.0,30.0,36.0,37.0
120,30.0,36.0,37.0,30.0
121,36.0,37.0,30.0,23.0
122,37.0,30.0,23.0,21.0
123,30.0,23.0,21.0,17.0
124,23.0,21.0,17.0,17.0
125,21.0,17.0,17.0,15.0
126,17.0,17.0,15.0,11.0
127,17.0,15.0,11.0,11.0
128,15.0,11.0,11.0,10.0
129,11.0,11.0,10.0,7.0
130,11.0,10.0,7.0,7.0
131,10.0,7.0,7.0,8.0
132,7.0,7.0,8.0,10.0
133,7.0,8.0,10.0,11.0
134,8.0,10.0,11.0,12.0
135,10.0,11.0,12.0,12.0
136,11.0,12.0,12.0,17.0
137,12.0,12.0,17.0,19.0
138,12.0,17.0,19.0,23.0
139,17.0,19.0,23.0,33.0
140,19.0,23.0,33.0,37.0
141,23.0,33.0,37.0,36.0
142,33.0,37.0,36.0,49.0
143,37.0,36.0,49.0,101.0
144,100.0,99.0,96.0,76.0
145,99.0,96.0,76.0,55.0
146,96.0,76.0,55.0,37.0
147,76.0,55.0,37.0,101.0
148,84.0,78.0,74.0,74.0
149,78.0,74.0,74.0,77.0
150,74.0,74.0,77.0,79.0
151,74.0,77.0,79.0,76.0
152,77.0,79.0,76.0,70.0
153,79.0,76.0,70.0,70.0
154,76.0,70.0,70.0,73.0
155,70.0,70.0,73.0,71.0
156,70.0,73.0,71.0,77.0
157,73.0,71.0,77.0,81.0
158,71.0,77.0,81.0,67.0
159,77.0,81.0,67.0,68.0
160,81.0,67.0,68.0,67.0
161,67.0,68.0,67.0,78.0
162,68.0,67.0,78.0,91.0
163,67.0,78.0,91.0,91.0
164,78.0,91.0,91.0,96.0
165,91.0,91.0,96.0,101.0
166,75.0,68.0,63.0,60.0
167,68.0,63.0,60.0,55.0
168,63.0,60.0,55.0,55.0
169,60.0,55.0,55.0,55.0
170,55.0,55.0,55.0,64.0
171,55.0,55.0,64.0,64.0
172,55.0,64.0,64.0,67.0
173,64.0,64.0,67.0,71.0
174,64.0,67.0,71.0,75.0
175,67.0,71.0,75.0,71.0
176,71.0,75.0,71.0,71.0
177,75.0,71.0,71.0,73.0
178,71.0,71.0,73.0,70.0
179,71.0,73.0,70.0,68.0
180,73.0,70.0,68.0,67.0
181,70.0,68.0,67.0,69.0
182,68.0,67.0,69.0,66.0
183,67.0,69.0,66.0,101.0
184,74.0,54.0,42.0,40.0
185,54.0,42.0,40.0,35.0
186,42.0,40.0,35.0,35.0
187,40.0,35.0,35.0,35.0
188,35.0,35.0,35.0,35.0
189,35.0,35.0,35.0,35.0
190,35.0,35.0,35.0,39.0
191,35.0,35.0,39.0,37.0
192,35.0,39.0,37.0,37.0
193,39.0,37.0,37.0,37.0
194,37.0,37.0,37.0,59.0
195,37.0,37.0,59.0,64.0
196,37.0,59.0,64.0,67.0
197,59.0,64.0,67.0,71.0
198,64.0,67.0,71.0,82.0
199,67.0,71.0,82.0,84.0
200,71.0,82.0,84.0,98.0
201,82.0,84.0,98.0,101.0
202,81.0,97.0,98.0,93.0
203,97.0,98.0,93.0,86.0
204,33.0,33.0,46.0,64.0
205,33.0,46.0,64.0,78.0
206,46.0,64.0,78.0,92.0
207,64.0,78.0,92.0,101.0
208,40.0,37.0,33.0,31.0
209,37.0,33.0,31.0,36.0
210,33.0,31.0,36.0,37.0
211,31.0,36.0,37.0,42.0
212,36.0,37.0,42.0,52.0
213,37.0,42.0,52.0,61.0
214,42.0,52.0,61.0,81.0
215,52.0,61.0,81.0,87.0
216,61.0,81.0,87.0,96.0
217,81.0,87.0,96.0,101.0
218,93.0,68.0,43.0,101.0
219,81.0,65.0,43.0,101.0
220,33.0,42.0,56.0,70.0
221,42.0,56.0,70.0,90.0
222,56.0,70.0,90.0,101.0
223,82.0,80.0,78.0,78.0
224,80.0,78.0,78.0,75.0
225,78.0,78.0,75.0,78.0
226,78.0,75.0,78.0,72.0
227,75.0,78.0,72.0,72.0
228,78.0,72.0,72.0,78.0
229,72.0,72.0,78.0,82.0
230,72.0,78.0,82.0,93.0
231,78.0,82.0,93.0,101.0
232,95.0,89.0,89.0,96.0
233,89.0,89.0,96.0,100.0
234,89.0,96.0,100.0,101.0
235,93.0,87.0,87.0,78.0
236,87.0,87.0,78.0,77.0
237,87.0,78.0,77.0,71.0
238,78.0,77.0,71.0,64.0
239,77.0,71.0,64.0,70.0
240,71.0,64.0,70.0,69.0
241,64.0,70.0,69.0,67.0
242,70.0,69.0,67.0,60.0
243,69.0,67.0,60.0,57.0
244,67.0,60.0,57.0,62.0
245,60.0,57.0,62.0,63.0
246,57.0,62.0,63.0,60.0
247,62.0,63.0,60.0,64.0
248,63.0,60.0,64.0,63.0
249,60.0,64.0,63.0,65.0
250,64.0,63.0,65.0,70.0
251,63.0,65.0,70.0,71.0
252,65.0,70.0,71.0,101.0
253,48.0,46.0,44.0,54.0
254,46.0,44.0,54.0,75.0
255,44.0,54.0,75.0,84.0
256,54.0,75.0,84.0,96.0
257,75.0,84.0,96.0,101.0
258,80.0,67.0,63.0,53.0
259,67.0,63.0,53.0,48.0
260,63.0,53.0,48.0,101.0
261,84.0,79.0,73.0,68.0
262,79.0,73.0,68.0,56.0
263,73.0,68.0,56.0,54.0
264,68.0,56.0,54.0,49.0
265,56.0,54.0,49.0,41.0
266,54.0,49.0,41.0,40.0
267,49.0,41.0,40.0,34.0
268,41.0,40.0,34.0,33.0
269,40.0,34.0,33.0,31.0
270,34.0,33.0,31.0,30.0
271,33.0,31.0,30.0,30.0
272,31.0,30.0,30.0,38.0
273,30.0,30.0,38.0,44.0
274,30.0,38.0,44.0,52.0
275,38.0,44.0,52.0,56.0
276,44.0,52.0,56.0,62.0
277,52.0,56.0,62.0,82.0
278,56.0,62.0,82.0,101.0
279,34.0,29.0,24.0,23.0
280,29.0,24.0,23.0,16.0
281,24.0,23.0,16.0,14.0
282,23.0,16.0,14.0,10.0
283,16.0,14.0,10.0,14.0
284,14.0,10.0,14.0,17.0
285,10.0,14.0,17.0,18.0
286,14.0,17.0,18.0,23.0
287,17.0,18.0,23.0,36.0
288,18.0,23.0,36.0,53.0
289,23.0,36.0,53.0,76.0
290,36.0,53.0,76.0,89.0
291,53.0,76.0,89.0,73.0
292,76.0,89.0,73.0,87.0
293,89.0,73.0,87.0,99.0
294,73.0,87.0,99.0,101.0
295,27.0,39.0,69.0,83.0
296,39.0,69.0,83.0,87.0
297,69.0,83.0,87.0,84.0
298,83.0,87.0,84.0,71.0
299,87.0,84.0,71.0,39.0
300,84.0,71.0,39.0,55.0
301,71.0,39.0,55.0,59.0
302,39.0,55.0,59.0,68.0
303,55.0,59.0,68.0,77.0
304,59.0,68.0,77.0,88.0
305,68.0,77.0,88.0,86.0
306,77.0,88.0,86.0,90.0
307,88.0,86.0,90.0,99.0
308,86.0,90.0,99.0,97.0
309,90.0,99.0,97.0,95.0
310,99.0,97.0,95.0,92.0
311,97.0,95.0,92.0,98.0
312,95.0,92.0,98.0,101.0
313,17.0,14.0,18.0,9.0
314,14.0,18.0,9.0,8.0
315,18.0,9.0,8.0,5.0
316,9.0,8.0,5.0,4.0
317,8.0,5.0,4.0,4.0
318,5.0,4.0,4.0,4.0
319,4.0,4.0,4.0,3.0
320,4.0,4.0,3.0,1.0
321,4.0,3.0,1.0,1.0
322,3.0,1.0,1.0,2.0
323,1.0,1.0,2.0,2.0
324,1.0,2.0,2.0,4.0
325,2.0,2.0,4.0,5.0
326,2.0,4.0,5.0,8.0
327,4.0,5.0,8.0,11.0
328,5.0,8.0,11.0,13.0
329,8.0,11.0,13.0,14.0
330,11.0,13.0,14.0,17.0
331,13.0,14.0,17.0,19.0
332,14.0,17.0,19.0,20.0
333,17.0,19.0,20.0,21.0
334,19.0,20.0,21.0,18.0
335,20.0,21.0,18.0,24.0
336,21.0,18.0,24.0,29.0
337,18.0,24.0,29.0,31.0
338,24.0,29.0,31.0,38.0
339,29.0,31.0,38.0,46.0
340,31.0,38.0,46.0,46.0
341,38.0,46.0,46.0,49.0
342,46.0,46.0,49.0,101.0
343,61.0,28.0,8.0,27.0
344,28.0,8.0,27.0,51.0
345,8.0,27.0,51.0,76.0
346,27.0,51.0,76.0,82.0
347,51.0,76.0,82.0,86.0
348,76.0,82.0,86.0,83.0
349,82.0,86.0,83.0,85.0
350,86.0,83.0,85.0,96.0
351,83.0,85.0,96.0,101.0
352,91.0,62.0,52.0,51.0
353,62.0,52.0,51.0,51.0
354,52.0,51.0,51.0,52.0
355,51.0,51.0,52.0,47.0
356,51.0,52.0,47.0,49.0
357,52.0,47.0,49.0,46.0
358,47.0,49.0,46.0,42.0
359,49.0,46.0,42.0,41.0
360,46.0,42.0,41.0,35.0
361,42.0,41.0,35.0,36.0
362,41.0,35.0,36.0,39.0
363,35.0,36.0,39.0,35.0
364,36.0,39.0,35.0,34.0
365,39.0,35.0,34.0,43.0
366,35.0,34.0,43.0,53.0
367,34.0,43.0,53.0,50.0
368,43.0,53.0,50.0,47.0
369,53.0,50.0,47.0,101.0
370,74.0,42.0,24.0,16.0
371,42.0,24.0,16.0,13.0
372,24.0,16.0,13.0,9.0
373,16.0,13.0,9.0,6.0
374,13.0,9.0,6.0,5.0
375,9.0,6.0,5.0,3.0
376,6.0,5.0,3.0,3.0
377,5.0,3.0,3.0,2.0
378,3.0,3.0,2.0,2.0
379,3.0,2.0,2.0,2.0
380,2.0,2.0,2.0,2.0
381,2.0,2.0,2.0,2.0
382,2.0,2.0,2.0,2.0
383,2.0,2.0,2.0,2.0
384,2.0,2.0,2.0,4.0
385,2.0,2.0,4.0,5.0
386,2.0,4.0,5.0,6.0
387,4.0,5.0,6.0,7.0
388,5.0,6.0,7.0,9.0
389,6.0,7.0,9.0,11.0
390,7.0,9.0,11.0,11.0
391,9.0,11.0,11.0,11.0
392,11.0,11.0,11.0,19.0
393,11.0,11.0,19.0,21.0
394,11.0,19.0,21.0,25.0
395,19.0,21.0,25.0,30.0
396,21.0,25.0,30.0,34.0
397,25.0,30.0,34.0,32.0
398,30.0,34.0,32.0,34.0
399,34.0,32.0,34.0,32.0
400,32.0,34.0,32.0,36.0
401,34.0,32.0,36.0,42.0
402,32.0,36.0,42.0,44.0
403,36.0,42.0,44.0,43.0
404,42.0,44.0,43.0,44.0
405,44.0,43.0,44.0,50.0
406,43.0,44.0,50.0,101.0
407,93.0,90.0,86.0,87.0
408,90.0,86.0,87.0,100.0
409,86.0,87.0,100.0,101.0
410,68.0,35.0,19.0,16.0
411,35.0,19.0,16.0,10.0
412,19.0,16.0,10.0,7.0
413,16.0,10.0,7.0,6.0
414,10.0,7.0,6.0,5.0
415,7.0,6.0,5.0,5.0
416,6.0,5.0,5.0,7.0
417,5.0,5.0,7.0,7.0
418,5.0,7.0,7.0,9.0
419,7.0,7.0,9.0,14.0
420,7.0,9.0,14.0,23.0
421,9.0,14.0,23.0,29.0
422,14.0,23.0,29.0,39.0
423,23.0,29.0,39.0,42.0
424,29.0,39.0,42.0,45.0
425,39.0,42.0,45.0,46.0
426,42.0,45.0,46.0,50.0
427,45.0,46.0,50.0,50.0
428,46.0,50.0,50.0,101.0
429,97.0,83.0,81.0,93.0
430,83.0,81.0,93.0,91.0
431,81.0,93.0,91.0,98.0
432,93.0,91.0,98.0,91.0
433,91.0,98.0,91.0,100.0
434,98.0,91.0,100.0,101.0
435,92.0,75.0,75.0,79.0
436,75.0,75.0,79.0,77.0
437,75.0,79.0,77.0,77.0
438,79.0,77.0,77.0,73.0
439,77.0,77.0,73.0,71.0
440,77.0,73.0,71.0,73.0
441,73.0,71.0,73.0,76.0
442,71.0,73.0,76.0,81.0
443,73.0,76.0,81.0,86.0
444,76.0,81.0,86.0,87.0
445,81.0,86.0,87.0,93.0
446,86.0,87.0,93.0,101.0
447,70.0,61.0,55.0,52.0
448,61.0,55.0,52.0,46.0
449,55.0,52.0,46.0,45.0
450,52.0,46.0,45.0,34.0
451,46.0,45.0,34.0,36.0
452,45.0,34.0,36.0,36.0
453,34.0,36.0,36.0,35.0
454,36.0,36.0,35.0,35.0
455,36.0,35.0,35.0,35.0
456,35.0,35.0,35.0,35.0
457,35.0,35.0,35.0,33.0
458,35.0,35.0,33.0,28.0
459,35.0,33.0,28.0,31.0
460,33.0,28.0,31.0,32.0
461,28.0,31.0,32.0,35.0
462,31.0,32.0,35.0,37.0
463,32.0,35.0,37.0,41.0
464,35.0,37.0,41.0,47.0
465,37.0,41.0,47.0,49.0
466,41.0,47.0,49.0,101.0
467,89.0,79.0,67.0,57.0
468,79.0,67.0,57.0,47.0
469,67.0,57.0,47.0,43.0
470,57.0,47.0,43.0,36.0
471,47.0,43.0,36.0,35.0
472,43.0,36.0,35.0,36.0
473,36.0,35.0,36.0,36.0
474,35.0,36.0,36.0,32.0
475,36.0,36.0,32.0,28.0
476,36.0,32.0,28.0,28.0
477,32.0,28.0,28.0,25.0
478,28.0,28.0,25.0,21.0
479,28.0,25.0,21.0,18.0
480,25.0,21.0,18.0,18.0
481,21.0,18.0,18.0,14.0
482,18.0,18.0,14.0,13.0
483,18.0,14.0,13.0,11.0
484,14.0,13.0,11.0,11.0
485,13.0,11.0,11.0,12.0
486,11.0,11.0,12.0,12.0
487,11.0,12.0,12.0,12.0
488,12.0,12.0,12.0,13.0
489,12.0,12.0,13.0,15.0
490,12.0,13.0,15.0,15.0
491,13.0,15.0,15.0,15.0
492,15.0,15.0,15.0,15.0
493,15.0,15.0,15.0,16.0
494,15.0,15.0,16.0,19.0
495,15.0,16.0,19.0,21.0
496,16.0,19.0,21.0,26.0
497,19.0,21.0,26.0,22.0
498,21.0,26.0,22.0,26.0
499,26.0,22.0,26.0,29.0
500,22.0,26.0,29.0,29.0
501,26.0,29.0,29.0,33.0
502,29.0,29.0,33.0,34.0
503,29.0,33.0,34.0,38.0
504,33.0,34.0,38.0,46.0
505,34.0,38.0,46.0,44.0
506,38.0,46.0,44.0,48.0
507,46.0,44.0,48.0,47.0
508,44.0,48.0,47.0,50.0
509,48.0,47.0,50.0,101.0
510,70.0,66.0,59.0,85.0
511,66.0,59.0,85.0,101.0
512,91.0,85.0,85.0,66.0
513,85.0,85.0,66.0,59.0
514,85.0,66.0,59.0,55.0
515,66.0,59.0,55.0,54.0
516,59.0,55.0,54.0,41.0
517,55.0,54.0,41.0,44.0
518,54.0,41.0,44.0,29.0
519,41.0,44.0,29.0,36.0
520,44.0,29.0,36.0,27.0
521,29.0,36.0,27.0,43.0
522,36.0,27.0,43.0,59.0
523,27.0,43.0,59.0,67.0
524,43.0,59.0,67.0,78.0
525,59.0,67.0,78.0,101.0
526,69.0,58.0,52.0,42.0
527,58.0,52.0,42.0,34.0
528,52.0,42.0,34.0,31.0
529,42.0,34.0,31.0,28.0
530,34.0,31.0,28.0,28.0
531,31.0,28.0,28.0,23.0
532,28.0,28.0,23.0,23.0
533,28.0,23.0,23.0,23.0
534,23.0,23.0,23.0,23.0
535,23.0,23.0,23.0,28.0
536,23.0,23.0,28.0,26.0
537,23.0,28.0,26.0,27.0
538,28.0,26.0,27.0,25.0
539,26.0,27.0,25.0,33.0
540,27.0,25.0,33.0,38.0
541,25.0,33.0,38.0,41.0
542,33.0,38.0,41.0,46.0
543,38.0,41.0,46.0,101.0
544,73.0,81.0,100.0,101.0
545,20.0,18.0,16.0,16.0
546,18.0,16.0,16.0,13.0
547,16.0,16.0,13.0,13.0
548,16.0,13.0,13.0,13.0
549,13.0,13.0,13.0,12.0
550,13.0,13.0,12.0,17.0
551,13.0,12.0,17.0,17.0
552,12.0,17.0,17.0,18.0
553,17.0,17.0,18.0,17.0
554,17.0,18.0,17.0,21.0
555,18.0,17.0,21.0,25.0
556,17.0,21.0,25.0,26.0
557,21.0,25.0,26.0,28.0
558,25.0,26.0,28.0,34.0
559,26.0,28.0,34.0,35.0
560,28.0,34.0,35.0,40.0
561,34.0,35.0,40.0,46.0
562,35.0,40.0,46.0,46.0
563,40.0,46.0,46.0,47.0
564,46.0,46.0,47.0,101.0
565,72.0,61.0,53.0,48.0
566,61.0,53.0,48.0,48.0
567,53.0,48.0,48.0,41.0
568,48.0,48.0,41.0,34.0
569,48.0,41.0,34.0,28.0
570,41.0,34.0,28.0,25.0
571,34.0,28.0,25.0,23.0
572,28.0,25.0,23.0,29.0
573,25.0,23.0,29.0,29.0
574,23.0,29.0,29.0,36.0
575,29.0,29.0,36.0,46.0
576,29.0,36.0,46.0,55.0
577,36.0,46.0,55.0,64.0
578,46.0,55.0,64.0,68.0
579,55.0,64.0,68.0,66.0
580,64.0,68.0,66.0,67.0
581,68.0,66.0,67.0,75.0
582,66.0,67.0,75.0,101.0
583,53.0,17.0,14.0,14.0
584,17.0,14.0,14.0,14.0
585,14.0,14.0,14.0,20.0
586,14.0,14.0,20.0,23.0
587,14.0,20.0,23.0,21.0
588,20.0,23.0,21.0,26.0
589,23.0,21.0,26.0,30.0
590,21.0,26.0,30.0,35.0
591,26.0,30.0,35.0,47.0
592,30.0,35.0,47.0,65.0
593,35.0,47.0,65.0,66.0
594,47.0,65.0,66.0,74.0
595,65.0,66.0,74.0,86.0
596,66.0,74.0,86.0,96.0
597,74.0,86.0,96.0,99.0
598,86.0,96.0,99.0,96.0
599,96.0,99.0,96.0,97.0
600,99.0,96.0,97.0,101.0
601,97.0,90.0,82.0,87.0
602,90.0,82.0,87.0,96.0
603,82.0,87.0,96.0,101.0
604,6.0,5.0,5.0,4.0
605,5.0,5.0,4.0,5.0
606,5.0,4.0,5.0,7.0
607,4.0,5.0,7.0,8.0
608,5.0,7.0,8.0,8.0
609,7.0,8.0,8.0,10.0
610,8.0,8.0,10.0,11.0
611,8.0,10.0,11.0,13.0
612,10.0,11.0,13.0,15.0
613,11.0,13.0,15.0,23.0
614,13.0,15.0,23.0,26.0
615,15.0,23.0,26.0,28.0
616,23.0,26.0,28.0,30.0
617,26.0,28.0,30.0,33.0
618,28.0,30.0,33.0,39.0
619,30.0,33.0,39.0,45.0
620,33.0,39.0,45.0,45.0
621,39.0,45.0,45.0,46.0
622,45.0,45.0,46.0,46.0
623,45.0,46.0,46.0,44.0
624,46.0,46.0,44.0,49.0
625,46.0,44.0,49.0,101.0
626,61.0,59.0,36.0,19.0
627,59.0,36.0,19.0,17.0
628,36.0,19.0,17.0,11.0
629,19.0,17.0,11.0,9.0
630,17.0,11.0,9.0,9.0
631,11.0,9.0,9.0,8.0
632,9.0,9.0,8.0,5.0
633,9.0,8.0,5.0,11.0
634,8.0,5.0,11.0,11.0
635,5.0,11.0,11.0,13.0
636,11.0,11.0,13.0,14.0
637,11.0,13.0,14.0,15.0
638,13.0,14.0,15.0,17.0
639,14.0,15.0,17.0,22.0
640,15.0,17.0,22.0,29.0
641,17.0,22.0,29.0,37.0
642,22.0,29.0,37.0,46.0
643,29.0,37.0,46.0,101.0
644,94.0,87.0,71.0,63.0
645,87.0,71.0,63.0,43.0
646,71.0,63.0,43.0,35.0
647,63.0,43.0,35.0,33.0
648,43.0,35.0,33.0,30.0
649,35.0,33.0,30.0,31.0
650,33.0,30.0,31.0,29.0
651,30.0,31.0,29.0,29.0
652,31.0,29.0,29.0,34.0
653,29.0,29.0,34.0,34.0
654,29.0,34.0,34.0,33.0
655,34.0,34.0,33.0,35.0
656,34.0,33.0,35.0,37.0
657,33.0,35.0,37.0,37.0
658,35.0,37.0,37.0,24.0
659,37.0,37.0,24.0,27.0
660,37.0,24.0,27.0,32.0
661,24.0,27.0,32.0,41.0
662,27.0,32.0,41.0,101.0
663,82.0,76.0,76.0,66.0
664,76.0,76.0,66.0,62.0
665,76.0,66.0,62.0,62.0
666,66.0,62.0,62.0,83.0
667,62.0,62.0,83.0,82.0
668,62.0,83.0,82.0,81.0
669,83.0,82.0,81.0,97.0
670,82.0,81.0,97.0,98.0
671,81.0,97.0,98.0,95.0
672,97.0,98.0,95.0,100.0
673,98.0,95.0,100.0,101.0
674,55.0,37.0,26.0,26.0
675,37.0,26.0,26.0,25.0
676,26.0,26.0,25.0,26.0
677,26.0,25.0,26.0,24.0
678,25.0,26.0,24.0,27.0
679,26.0,24.0,27.0,27.0
680,24.0,27.0,27.0,29.0
681,27.0,27.0,29.0,28.0
682,27.0,29.0,28.0,26.0
683,29.0,28.0,26.0,22.0
684,28.0,26.0,22.0,31.0
685,26.0,22.0,31.0,43.0
686,22.0,31.0,43.0,51.0
687,31.0,43.0,51.0,48.0
688,43.0,51.0,48.0,40.0
689,51.0,48.0,40.0,58.0
690,48.0,40.0,58.0,60.0
691,40.0,58.0,60.0,101.0
692,21.0,15.0,10.0,5.0
693,15.0,10.0,5.0,5.0
694,10.0,5.0,5.0,4.0
695,5.0,5.0,4.0,2.0
696,5.0,4.0,2.0,2.0
697,4.0,2.0,2.0,1.0
698,2.0,2.0,1.0,1.0
699,2.0,1.0,1.0,1.0
700,1.0,1.0,1.0,1.0
701,1.0,1.0,1.0,3.0
702,1.0,1.0,3.0,5.0
703,1.0,3.0,5.0,5.0
704,3.0,5.0,5.0,11.0
705,5.0,5.0,11.0,16.0
706,5.0,11.0,16.0,22.0
707,11.0,16.0,22.0,35.0
708,16.0,22.0,35.0,38.0
709,22.0,35.0,38.0,49.0
710,35.0,38.0,49.0,101.0
711,99.0,99.0,90.0,86.0
712,99.0,90.0,86.0,82.0
713,90.0,86.0,82.0,82.0
714,86.0,82.0,82.0,82.0
715,82.0,82.0,82.0,82.0
716,82.0,82.0,82.0,81.0
717,82.0,82.0,81.0,80.0
718,82.0,81.0,80.0,78.0
719,81.0,80.0,78.0,78.0
720,80.0,78.0,78.0,81.0
721,78.0,78.0,81.0,87.0
722,78.0,81.0,87.0,91.0
723,81.0,87.0,91.0,101.0
724,83.0,80.0,76.0,68.0
725,80.0,76.0,68.0,22.0
726,76.0,68.0,22.0,17.0
727,68.0,22.0,17.0,10.0
728,22.0,17.0,10.0,10.0
729,17.0,10.0,10.0,12.0
730,10.0,10.0,12.0,14.0
731,10.0,12.0,14.0,16.0
732,12.0,14.0,16.0,24.0
733,14.0,16.0,24.0,35.0
734,16.0,24.0,35.0,45.0
735,24.0,35.0,45.0,53.0
736,35.0,45.0,53.0,58.0
737,45.0,53.0,58.0,64.0
738,53.0,58.0,64.0,69.0
739,58.0,64.0,69.0,84.0
740,64.0,69.0,84.0,87.0
741,69.0,84.0,87.0,101.0
742,84.0,69.0,65.0,57.0
743,69.0,65.0,57.0,55.0
744,65.0,57.0,55.0,58.0
745,57.0,55.0,58.0,61.0
746,55.0,58.0,61.0,57.0
747,58.0,61.0,57.0,61.0
748,61.0,57.0,61.0,67.0
749,57.0,61.0,67.0,57.0
750,61.0,67.0,57.0,55.0
751,67.0,57.0,55.0,55.0
752,57.0,55.0,55.0,61.0
753,55.0,55.0,61.0,63.0
754,55.0,61.0,63.0,74.0
755,61.0,63.0,74.0,75.0
756,63.0,74.0,75.0,75.0
757,74.0,75.0,75.0,101.0
758,97.0,97.0,89.0,89.0
759,97.0,89.0,89.0,94.0
760,89.0,89.0,94.0,90.0
761,89.0,94.0,90.0,99.0
762,94.0,90.0,99.0,97.0
763,90.0,99.0,97.0,98.0
764,99.0,97.0,98.0,101.0
765,1.0,5.0,8.0,8.0
766,5.0,8.0,8.0,8.0
767,8.0,8.0,8.0,6.0
768,8.0,8.0,6.0,9.0
769,8.0,6.0,9.0,10.0
770,6.0,9.0,10.0,9.0
771,95.0,87.0,73.0,68.0
772,87.0,73.0,68.0,62.0
773,73.0,68.0,62.0,52.0
774,68.0,62.0,52.0,54.0
